x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
0.184,0.175,0.783,-3.946,-1.948,7.546,-2.031,-0.005,0.387,0.224,2.467,0.669,1.012,-2.755,-0.333,0.552,-0.675,-1.387,-0.447,1.0,-0.437
0.199,-0.176,0.697,-3.808,-2.716,8.492,-1.931,-0.073,0.419,0.209,2.635,0.806,0.903,-2.726,-0.385,0.536,-0.933,-2.609,-0.263,1.0,-0.428
-0.043,-0.286,0.464,-3.866,-2.13,8.412,-2.071,0.055,0.153,0.356,2.704,0.748,0.812,-2.602,-0.067,0.341,-0.207,-1.986,-0.41,1.0,-0.054
0.061,-0.119,1.037,-3.752,-2.351,8.797,-2.177,0.317,0.194,0.235,2.696,0.539,0.77,-2.494,-0.213,0.505,-0.474,-2.277,-0.579,1.0,-0.186
0.059,-0.243,0.91,-3.854,-1.141,7.186,-2.23,0.062,0.399,0.16,2.775,0.82,0.793,-2.936,-0.387,0.7,-0.629,-1.244,-0.128,1.0,-0.397
0.061,-0.281,0.235,-3.819,-2.004,8.327,-2.082,0.031,0.319,0.169,2.679,0.652,0.887,-2.747,-0.379,0.551,-0.717,-1.996,-0.538,1.0,-0.31
0.008,-0.17,1.225,-3.814,-2.32,7.883,-1.989,-0.355,0.23,0.381,2.308,0.747,0.893,-2.626,-0.058,0.302,-0.207,-2.337,-0.319,1.0,-0.098
0.309,-0.128,0.651,-4.082,-1.941,7.68,-1.94,0.086,0.697,-0.057,2.681,0.685,0.893,-2.897,-0.772,0.98,-0.998,-1.263,-0.083,1.0,-0.776
-0.076,-0.269,0.211,-3.638,-2.236,8.081,-1.977,-0.016,0.223,0.268,2.347,0.843,0.867,-2.382,-0.093,0.089,-0.399,-2.045,-0.543,1.0,-0.12
-0.116,-0.157,0.71,-3.521,-2.437,8.276,-2.051,0.12,0.205,0.156,2.336,0.705,0.827,-2.433,-0.116,0.279,-0.399,-2.204,-0.521,1.0,0.18
0.025,0.099,0.56,-3.853,-1.734,7.752,-2.124,0.014,0.398,-0.023,2.664,0.704,0.737,-2.689,-0.383,0.731,-0.317,-1.365,-0.064,1.0,-0.476
0.276,0.174,0.945,-3.688,-1.882,7.735,-2.011,-0.0,0.467,0.052,2.611,0.686,0.818,-2.77,-0.481,0.665,-0.747,-1.758,-0.018,1.0,-0.52
0.03,-0.237,1.512,-3.897,-2.768,8.578,-2.074,0.052,0.313,0.309,2.559,0.856,0.894,-2.572,-0.135,0.394,-0.345,-2.429,-0.414,1.0,-0.31
0.11,0.115,0.677,-3.908,-2.469,8.011,-1.823,-0.187,0.376,0.149,2.418,0.68,0.8,-2.48,-0.405,0.593,-0.4,-1.898,-0.457,1.0,-0.218
0.14,0.112,0.845,-4.307,-2.017,8.156,-2.293,-0.061,0.604,-0.057,2.873,0.649,1.051,-3.04,-0.725,0.989,-0.627,-1.614,-0.227,1.0,-0.466
0.216,-0.108,1.219,-3.587,-3.239,8.623,-1.806,0.047,0.338,0.105,2.195,0.944,0.945,-2.906,-0.516,0.563,-1.115,-2.426,-0.362,1.0,-0.529
-0.016,-0.075,0.562,-4.607,-1.121,8.159,-2.763,0.227,0.498,-0.006,3.037,0.635,1.036,-3.11,-0.534,0.674,0.133,-1.074,-0.076,1.0,-0.54
0.137,-0.087,1.16,-3.642,-1.341,6.977,-2.227,0.095,0.661,0.281,2.498,0.638,0.774,-2.631,-0.411,0.576,-0.853,-1.069,-0.387,1.0,-0.797
-0.022,-0.156,0.568,-4.309,-1.321,7.497,-2.285,0.026,0.517,0.115,2.871,0.799,0.958,-3.172,-0.628,0.685,-0.58,-0.725,-0.211,1.0,-0.766
0.176,0.148,1.092,-3.609,-2.165,8.079,-2.013,0.273,0.709,-0.032,2.55,0.807,0.842,-2.581,-0.476,0.902,-1.06,-1.668,-0.507,1.0,-0.676
0.033,-0.29,-0.052,-3.752,-2.628,8.405,-1.85,0.14,0.41,0.19,2.564,0.75,1.015,-2.624,-0.253,0.251,-0.595,-2.08,-0.473,1.0,-0.186
0.16,0.312,0.462,-3.57,-2.75,8.708,-1.91,0.202,0.566,-0.195,2.482,0.906,0.996,-2.671,-0.749,1.105,-1.124,-1.974,-0.198,1.0,-0.768
0.222,0.225,0.788,-4.87,-1.824,9.318,-2.691,0.064,0.759,-0.257,3.305,0.751,0.951,-3.594,-0.87,1.357,-0.878,-1.409,-0.014,1.0,-0.87
-0.128,-0.277,0.071,-4.304,-0.864,7.684,-2.609,-0.14,0.282,0.391,3.245,0.48,1.032,-2.896,-0.146,0.361,0.148,-0.949,-0.132,1.0,-0.315
-0.102,-0.224,0.19,-3.904,-2.486,8.217,-1.788,-0.132,0.437,0.181,2.561,0.648,0.837,-2.497,-0.091,0.275,-0.315,-2.018,-0.495,1.0,-0.405
0.06,-0.131,0.766,-4.135,-1.839,8.111,-2.214,-0.003,0.324,0.315,2.653,0.777,0.784,-2.686,-0.19,0.523,-0.214,-1.602,-0.321,1.0,-0.376
0.084,-0.183,0.368,-4.132,-1.625,8.35,-2.449,0.13,0.274,0.131,2.806,0.806,0.928,-2.857,-0.309,0.565,-0.632,-1.702,-0.541,1.0,-0.167
0.213,-0.144,0.73,-4.086,-1.497,7.353,-2.243,0.096,0.346,0.342,2.797,0.648,1.03,-2.862,-0.431,0.39,-0.364,-1.149,-0.212,1.0,-0.476
0.004,-0.235,0.886,-4.247,-1.172,7.733,-2.653,0.003,0.032,0.358,2.937,0.907,0.843,-2.851,-0.076,0.072,-0.068,-1.738,-0.058,1.0,0.105
0.127,0.523,0.341,-3.601,-2.762,8.778,-1.768,-0.031,0.563,-0.285,2.323,0.981,0.727,-2.563,-0.586,0.969,-0.943,-2.36,-0.155,1.0,-0.534
0.236,0.236,0.69,-4.144,-2.521,8.848,-2.217,0.038,0.493,-0.141,2.782,0.837,1.073,-2.937,-0.704,1.119,-0.968,-2.068,-0.237,1.0,-0.663
-0.008,-0.166,0.683,-3.842,-2.068,8.036,-2.039,0.217,0.279,0.15,2.551,0.817,0.76,-2.563,-0.208,0.541,-0.285,-1.711,-0.406,1.0,-0.192
0.078,-0.227,0.643,-4.126,-1.346,7.955,-2.466,0.167,0.507,0.024,2.831,0.598,0.681,-2.911,-0.435,0.894,-0.339,-1.27,-0.197,1.0,-0.53
-0.087,-0.047,0.946,-3.419,-2.966,8.591,-1.831,0.284,-0.116,-0.036,2.313,0.797,0.609,-2.389,-0.088,0.511,-0.43,-2.713,-0.342,1.0,0.319
-0.139,-0.164,0.854,-4.419,-2.091,8.597,-2.302,-0.003,0.08,0.088,3.09,0.559,1.033,-2.616,0.062,0.531,0.232,-1.955,-0.306,1.0,0.154
0.339,0.126,0.631,-4.16,-2.71,9.228,-2.199,0.062,0.798,0.04,2.956,0.653,0.853,-3.069,-0.633,0.917,-1.533,-2.084,-0.286,1.0,-1.06
-0.141,0.028,0.658,-3.764,-1.402,6.744,-2.146,0.189,0.197,0.034,2.331,1.107,0.873,-2.603,-0.172,0.552,0.131,-1.081,-0.042,1.0,-0.012
0.085,-0.256,1.016,-3.793,-2.329,8.612,-2.178,0.052,0.448,0.135,2.472,0.797,0.672,-2.864,-0.482,0.682,-1.102,-2.089,-0.349,1.0,-0.652
0.071,0.102,0.569,-3.875,-2.165,8.404,-2.224,0.165,0.422,0.088,2.785,0.724,1.07,-2.724,-0.284,0.525,-0.794,-1.81,-0.237,1.0,-0.42
0.081,0.263,0.088,-3.903,-2.181,8.256,-1.955,0.291,0.766,-0.181,2.615,0.551,0.906,-2.823,-0.693,1.143,-0.808,-1.226,-0.227,1.0,-0.94
0.095,-0.2,0.916,-3.577,-1.872,7.976,-2.123,-0.316,-0.035,0.25,2.424,0.744,0.553,-2.732,-0.056,0.384,-0.63,-2.748,-0.167,1.0,0.228
-0.034,0.269,0.419,-3.952,-2.488,9.066,-2.206,0.12,0.558,-0.247,2.474,0.663,0.941,-2.852,-0.323,0.951,-0.864,-2.074,-0.046,1.0,-0.537
0.222,0.111,1.003,-3.73,-2.19,8.281,-1.908,0.185,0.384,0.022,2.536,0.696,0.601,-2.697,-0.511,0.904,-0.871,-1.769,-0.382,1.0,-0.545
-0.003,-0.044,0.106,-3.82,-1.617,7.818,-2.351,0.0,0.453,0.11,2.678,0.75,1.007,-2.796,-0.43,0.811,-0.447,-1.337,-0.313,1.0,-0.531
-0.038,-0.308,0.61,-3.711,-1.912,7.931,-2.175,0.177,0.302,0.199,2.525,0.558,0.975,-2.458,-0.065,0.553,-0.366,-1.808,-0.455,1.0,-0.248
-0.121,-0.085,0.553,-3.485,-1.749,7.474,-2.177,0.189,0.22,0.012,2.437,0.934,0.881,-2.521,-0.126,0.763,-0.392,-1.339,-0.299,1.0,-0.288
0.194,-0.135,0.331,-3.758,-1.624,7.076,-1.828,-0.032,0.135,0.392,2.417,1.028,0.869,-2.644,-0.236,0.133,-0.263,-1.615,-0.286,1.0,-0.051
-0.075,-0.366,0.606,-3.604,-1.719,7.506,-2.142,-0.028,0.01,0.201,2.391,0.8,0.845,-2.431,-0.076,0.387,-0.14,-1.939,-0.314,1.0,0.193
-0.04,-0.185,0.358,-4.354,-1.298,7.905,-2.511,0.026,0.109,0.283,2.992,0.608,0.942,-2.765,0.117,0.296,-0.124,-1.474,-0.471,1.0,0.187
-0.239,-0.187,0.118,-3.86,-1.818,8.214,-2.206,-0.101,-0.195,0.274,2.785,0.752,0.885,-2.337,0.216,0.1,0.338,-2.081,-0.715,1.0,0.399
0.003,0.085,0.654,-3.663,-2.176,8.486,-2.142,0.243,0.408,-0.129,2.593,0.863,0.771,-2.617,-0.47,0.792,-0.682,-2.105,-0.315,1.0,-0.558
0.094,-0.018,0.667,-3.865,-2.243,8.498,-2.019,-0.021,0.162,0.145,2.693,0.795,0.71,-2.798,-0.414,0.589,-0.459,-2.314,-0.128,1.0,-0.123
-0.071,-0.309,0.68,-3.765,-1.528,7.312,-2.203,0.124,0.2,0.347,2.474,0.666,0.886,-2.392,-0.024,0.292,0.058,-1.531,-0.523,1.0,0.009
0.114,0.171,0.541,-3.954,-1.617,8.006,-2.2,0.255,0.508,-0.072,2.873,0.687,0.78,-2.898,-0.656,0.791,-0.748,-1.295,-0.074,1.0,-0.444
0.149,0.648,0.111,-4.078,-1.507,7.915,-2.089,0.067,0.561,-0.355,2.745,0.692,0.901,-3.045,-0.769,1.045,-0.806,-1.258,0.242,1.0,-0.573
0.324,0.492,0.645,-4.169,-1.425,7.88,-2.214,-0.226,0.714,-0.247,3.162,0.933,0.995,-3.092,-0.747,1.118,-1.0,-1.213,0.269,1.0,-0.749
0.078,0.0,0.604,-3.986,-1.737,8.006,-2.069,0.218,0.61,-0.076,2.649,0.692,0.827,-2.754,-0.55,0.74,-0.712,-1.205,0.108,1.0,-0.661
0.134,-0.088,0.859,-4.002,-2.001,7.921,-2.25,0.279,0.451,-0.025,2.688,0.583,0.919,-2.864,-0.457,0.746,-0.651,-1.369,-0.422,1.0,-0.442
0.302,0.158,0.801,-3.986,-2.055,8.201,-2.025,-0.199,0.88,0.022,2.687,0.504,0.679,-3.119,-0.933,1.203,-1.543,-1.483,0.042,1.0,-1.293
0.059,-0.225,0.726,-3.649,-2.025,7.804,-1.991,0.129,0.089,0.43,2.506,0.744,0.918,-2.463,-0.028,0.078,-0.366,-1.943,-0.728,1.0,0.102
0.146,0.07,1.055,-4.162,-1.765,7.944,-2.352,0.198,0.323,0.123,2.812,0.713,0.851,-2.686,-0.292,0.487,-0.198,-1.41,-0.318,1.0,-0.384
-0.04,-0.068,0.442,-3.686,-1.598,7.578,-1.932,0.009,0.135,0.124,2.496,0.899,0.783,-2.426,-0.178,0.174,-0.124,-1.806,-0.185,1.0,-0.14
0.25,0.252,0.381,-4.035,-1.898,8.007,-2.151,0.245,0.801,-0.225,2.7,0.764,1.033,-2.976,-0.805,1.284,-1.123,-0.969,0.022,1.0,-1.094
-0.039,-0.291,0.921,-4.433,-1.275,7.476,-2.509,0.028,0.207,0.37,3.003,0.834,1.178,-2.759,-0.048,0.251,0.343,-1.177,-0.358,1.0,-0.155
0.135,0.077,0.578,-3.643,-2.056,8.07,-2.012,-0.009,0.386,0.181,2.554,0.786,0.845,-2.624,-0.346,0.558,-0.987,-1.931,-0.219,1.0,-0.367
0.196,-0.166,0.818,-3.835,-2.458,9.02,-2.153,0.396,0.66,0.098,2.834,0.787,0.853,-2.901,-0.604,0.856,-1.44,-1.972,-0.401,1.0,-0.797
0.213,-0.031,0.366,-4.202,-2.501,9.336,-2.256,0.157,0.495,0.125,2.836,0.669,0.996,-2.977,-0.566,0.549,-0.854,-2.354,-0.31,1.0,-0.474
-0.043,-0.25,0.724,-3.506,-2.38,8.556,-2.176,-0.037,-0.038,0.378,2.428,0.726,0.742,-2.404,0.087,-0.065,-0.266,-3.118,-0.469,1.0,0.258
0.103,0.135,-0.026,-3.392,-2.652,8.892,-1.995,0.223,0.45,0.027,2.395,0.718,0.899,-2.513,-0.382,0.686,-1.134,-2.281,-0.1,1.0,-0.409
0.203,-0.048,0.895,-3.802,-1.99,7.547,-2.009,0.091,0.542,-0.02,2.769,0.6,0.868,-2.645,-0.512,0.631,-0.473,-1.457,-0.158,1.0,-0.499
0.301,-0.161,0.46,-4.47,-1.07,8.382,-2.731,0.049,0.621,0.061,3.323,0.782,0.933,-3.412,-0.703,0.849,-0.812,-1.348,0.238,1.0,-0.64
0.268,0.312,1.151,-4.192,-2.112,8.6,-2.258,0.128,0.607,-0.041,2.935,0.753,0.919,-2.884,-0.846,0.908,-0.939,-1.904,-0.215,1.0,-0.643
0.264,-0.116,0.57,-4.007,-2.194,7.512,-1.832,-0.167,0.489,0.224,2.658,0.648,1.179,-2.995,-0.593,0.764,-0.746,-1.5,-0.33,1.0,-0.598
0.062,-0.146,1.205,-3.945,-1.118,7.01,-2.455,0.257,0.404,0.127,2.807,0.69,0.774,-2.792,-0.248,0.645,-0.331,-0.868,-0.365,1.0,-0.361
0.149,-0.101,0.456,-3.071,-2.616,8.392,-1.648,0.027,0.401,0.16,2.187,0.783,0.574,-2.232,-0.49,0.472,-1.231,-2.623,-0.408,1.0,-0.224
0.291,0.031,0.524,-3.592,-2.386,7.602,-1.543,0.175,0.538,-0.224,2.25,0.738,0.952,-2.752,-0.553,0.851,-1.16,-1.727,-0.154,1.0,-0.421
-0.16,-0.315,0.857,-4.225,-1.231,7.331,-2.394,0.152,0.06,0.503,2.858,0.68,0.865,-2.541,0.107,-0.075,0.377,-1.059,-0.454,1.0,0.262
0.381,0.106,1.011,-3.428,-2.449,8.178,-1.898,0.162,0.492,0.079,2.321,0.831,0.587,-2.837,-0.63,0.753,-1.51,-2.167,-0.161,1.0,-0.635
0.124,-0.08,0.81,-3.647,-3.169,9.446,-1.887,0.015,0.534,0.299,2.534,0.666,0.898,-2.464,-0.551,0.452,-1.262,-2.878,-0.518,1.0,-0.788
0.08,0.121,-0.014,-4.48,-1.397,7.688,-2.431,-0.069,0.145,0.052,2.974,0.888,1.08,-2.879,-0.313,0.54,0.254,-1.086,-0.227,1.0,-0.223
0.161,-0.023,0.654,-4.468,-0.993,7.418,-2.354,0.046,0.518,-0.106,3.158,0.801,1.02,-3.059,-0.494,0.822,-0.36,-0.819,0.05,1.0,-0.72
0.035,-0.083,0.908,-4.008,-2.219,8.224,-2.12,0.07,0.267,0.126,2.793,0.725,0.999,-2.7,-0.128,0.275,-0.567,-1.7,-0.655,1.0,-0.275
0.215,0.336,0.872,-4.321,-1.219,7.808,-2.391,0.328,0.946,-0.225,2.971,0.699,0.843,-3.409,-0.844,1.408,-1.266,-0.782,0.383,1.0,-1.022
-0.008,0.079,0.068,-3.918,-1.703,7.384,-1.927,0.039,0.334,-0.07,2.678,0.758,1.032,-2.683,-0.602,0.606,-0.212,-1.203,-0.058,1.0,-0.333
0.169,0.117,0.639,-3.737,-2.132,7.859,-1.965,-0.057,0.542,-0.052,2.448,0.759,0.942,-2.852,-0.644,0.788,-0.914,-1.774,0.003,1.0,-0.368
0.079,-0.087,0.813,-4.611,-1.522,8.177,-2.633,0.24,0.19,0.061,3.16,1.209,1.088,-3.101,-0.399,0.6,0.038,-1.076,-0.109,1.0,-0.434
-0.067,-0.141,0.806,-4.474,-1.206,8.16,-2.716,0.109,0.437,0.224,3.208,0.757,0.897,-2.848,-0.273,0.448,-0.083,-1.308,-0.279,1.0,-0.413
0.203,-0.127,0.794,-3.603,-1.414,7.09,-1.837,-0.019,0.147,0.127,2.431,0.628,0.491,-2.683,-0.258,0.459,-0.396,-1.643,-0.015,1.0,-0.242
-0.009,-0.237,0.213,-4.06,-1.947,8.002,-1.94,-0.148,-0.037,0.422,2.589,0.685,0.925,-2.339,0.134,-0.074,0.113,-2.134,-0.62,1.0,0.288
-0.006,-0.14,1.169,-3.984,-2.403,8.175,-2.239,0.152,0.284,0.266,2.523,0.746,0.968,-2.673,-0.156,0.565,-0.14,-1.833,-0.375,1.0,-0.294
0.18,-0.049,1.111,-3.997,-2.559,8.93,-2.174,0.006,0.592,-0.008,2.819,0.751,0.835,-3.015,-0.655,0.646,-1.211,-2.365,-0.188,1.0,-0.809
0.117,-0.053,0.673,-3.542,-2.817,8.726,-1.931,-0.018,0.413,-0.017,2.474,0.656,0.918,-2.756,-0.505,0.786,-1.185,-2.533,-0.416,1.0,-0.431
-0.007,-0.236,0.366,-4.333,-0.556,7.277,-2.671,0.273,0.054,0.241,2.945,0.721,0.821,-2.875,-0.082,0.1,0.356,-0.815,-0.032,1.0,0.084
0.269,-0.106,0.654,-3.895,-2.04,7.917,-1.989,-0.072,0.625,0.311,2.863,0.813,1.069,-2.804,-0.505,0.403,-0.994,-1.494,-0.401,1.0,-0.667
-0.009,-0.244,0.689,-3.656,-1.587,7.223,-2.048,-0.045,0.038,0.292,2.448,0.854,0.688,-2.389,0.102,0.228,-0.115,-1.59,-0.553,1.0,-0.033
-0.233,-0.315,0.382,-4.082,-1.782,7.859,-2.13,0.088,-0.17,0.513,2.789,0.68,0.917,-2.359,0.31,-0.129,0.652,-1.755,-0.758,1.0,0.536
0.245,-0.057,0.712,-3.742,-2.221,7.401,-1.887,-0.18,0.334,0.238,2.579,0.823,1.065,-2.699,-0.502,0.417,-0.639,-1.917,-0.287,1.0,-0.36
0.06,-0.144,0.862,-4.311,-1.621,8.185,-2.377,-0.177,0.347,0.402,3.02,0.784,0.893,-3.073,-0.315,0.324,-0.186,-1.665,-0.337,1.0,-0.296
-0.006,-0.261,0.368,-3.844,-2.447,8.225,-1.904,-0.032,0.165,0.266,2.558,0.874,1.159,-2.346,-0.062,0.385,-0.227,-1.964,-0.653,1.0,-0.142
-0.042,-0.006,0.754,-3.512,-2.421,8.011,-1.884,-0.157,0.013,0.154,2.388,0.6,0.859,-2.588,-0.034,0.426,-0.477,-2.181,-0.213,1.0,-0.022
-0.054,-0.228,0.338,-3.841,-1.557,8.213,-2.509,0.166,0.403,0.202,2.675,0.643,0.849,-2.632,-0.219,0.38,-0.535,-1.72,-0.696,1.0,-0.377
-0.046,-0.062,1.468,-4.008,-2.183,7.961,-2.27,0.171,-0.228,0.378,2.807,0.996,0.97,-2.653,0.141,-0.047,0.271,-2.015,-0.327,1.0,0.502
0.004,-0.079,0.553,-3.772,-2.273,8.187,-2.019,-0.198,0.113,0.334,2.526,0.883,0.982,-2.526,-0.178,0.126,-0.402,-2.656,-0.383,1.0,0.222
0.032,0.068,1.253,-4.16,-1.443,7.492,-2.624,0.305,0.365,0.095,2.876,0.916,1.09,-3.139,-0.404,0.672,-0.458,-1.104,-0.345,1.0,-0.274
0.025,-0.239,0.372,-3.453,-2.586,8.531,-1.602,-0.002,0.428,0.173,2.309,0.586,0.504,-2.266,-0.331,0.419,-0.925,-2.601,-0.353,1.0,-0.396
-0.069,-0.296,0.602,-3.772,-1.601,7.26,-2.053,0.396,0.201,0.054,2.536,0.862,0.823,-2.435,-0.088,0.601,0.039,-1.19,-0.647,1.0,-0.156
0.057,-0.165,0.423,-4.505,-0.933,7.796,-2.548,-0.048,0.304,0.113,3.19,0.639,0.854,-3.106,-0.409,0.492,-0.223,-1.427,0.051,1.0,-0.119
-0.0,-0.283,1.173,-4.07,-2.272,8.081,-2.113,0.156,0.21,0.123,2.852,0.861,1.043,-2.671,-0.14,0.477,-0.067,-1.87,-0.658,1.0,0.015
0.195,-0.12,0.996,-3.419,-2.594,7.935,-1.834,0.475,0.483,0.015,2.222,0.691,0.797,-2.618,-0.478,0.979,-1.124,-1.407,-0.689,1.0,-0.892
-0.345,-0.215,0.814,-4.037,-1.772,8.207,-2.495,0.044,-0.057,0.313,2.74,0.496,0.719,-2.443,0.274,0.241,0.279,-1.629,-0.464,1.0,0.197
0.076,-0.156,0.592,-4.14,-1.173,7.252,-2.214,0.178,0.305,0.104,2.854,0.607,0.817,-2.623,-0.305,0.615,-0.071,-0.668,-0.266,1.0,-0.419
0.148,-0.012,0.173,-3.953,-1.462,7.931,-2.228,-0.016,0.21,0.165,2.715,0.538,0.784,-2.771,-0.437,0.485,-0.376,-1.396,-0.149,1.0,-0.34
-0.152,-0.244,1.082,-4.237,-1.115,8.476,-2.743,0.055,0.192,0.047,3.266,0.606,0.831,-2.869,-0.268,0.432,-0.139,-1.499,-0.25,1.0,-0.291
-0.065,-0.155,0.521,-4.105,-2.137,8.417,-2.127,-0.034,0.13,0.212,2.526,0.67,0.977,-2.59,0.016,0.036,-0.051,-2.457,-0.486,1.0,0.33
0.117,0.686,0.977,-4.363,-1.942,8.139,-2.272,-0.122,0.817,-0.272,2.844,0.723,0.927,-3.259,-0.872,1.152,-0.727,-1.275,0.223,1.0,-1.013
0.012,-0.008,0.945,-3.898,-2.361,8.854,-2.33,0.126,0.209,0.143,2.606,0.784,0.89,-2.804,-0.364,0.375,-0.757,-2.393,-0.259,1.0,-0.146
0.001,-0.045,0.655,-3.802,-1.922,8.487,-2.431,0.215,0.445,-0.072,2.858,0.786,0.958,-2.722,-0.43,0.935,-0.833,-1.611,-0.53,1.0,-0.614
0.196,-0.124,0.759,-4.056,-2.537,8.993,-2.351,0.049,0.485,0.211,2.756,0.765,0.921,-3.038,-0.557,0.482,-1.032,-2.158,-0.299,1.0,-0.647
0.127,-0.247,0.753,-3.769,-2.226,7.828,-2.007,0.295,0.45,0.152,2.587,0.542,0.813,-2.62,-0.327,0.686,-0.831,-1.55,-0.542,1.0,-0.305
-0.069,-0.315,0.742,-3.841,-1.447,7.257,-2.176,0.053,0.172,0.349,2.518,0.908,0.734,-2.486,0.005,0.284,-0.154,-1.293,-0.397,1.0,-0.141
0.042,-0.184,0.675,-4.316,-1.95,8.648,-2.376,0.026,0.349,0.276,2.999,0.495,1.003,-2.893,-0.38,0.511,-0.491,-1.853,-0.429,1.0,-0.13
0.102,-0.187,0.479,-4.294,-1.935,8.335,-2.261,-0.086,0.495,0.21,2.892,0.612,0.99,-2.81,-0.493,0.538,-0.465,-1.549,-0.366,1.0,-0.698
-0.087,0.125,0.536,-4.081,-2.006,7.82,-2.248,-0.017,0.268,0.038,2.466,0.778,1.123,-2.849,-0.242,0.622,-0.177,-1.505,-0.271,1.0,-0.19
-0.071,-0.003,1.099,-3.635,-2.119,7.971,-2.022,0.006,0.301,0.258,2.563,0.82,0.54,-2.417,-0.161,0.631,-0.261,-1.772,-0.362,1.0,-0.419
0.203,-0.033,0.71,-3.604,-1.805,7.865,-2.109,-0.13,0.609,0.136,2.629,0.477,0.649,-2.642,-0.493,0.713,-0.752,-1.74,-0.265,1.0,-0.82
0.101,-0.147,1.238,-3.794,-1.846,7.02,-2.119,0.1,0.247,0.113,2.403,0.679,0.852,-2.708,-0.408,0.733,-0.185,-1.43,-0.501,1.0,-0.312
-0.032,-0.173,0.573,-4.331,-2.565,9.099,-2.302,-0.092,0.107,0.387,2.779,0.647,0.913,-2.845,-0.01,0.05,-0.077,-2.551,-0.772,1.0,0.043
0.178,0.236,0.712,-3.565,-2.223,8.381,-2.035,0.079,0.659,-0.146,2.48,0.649,0.648,-2.909,-0.76,1.232,-1.461,-2.051,-0.078,1.0,-0.938
0.168,-0.109,0.383,-4.164,-0.873,7.582,-2.62,0.308,0.449,-0.014,3.156,0.7,1.008,-3.066,-0.677,0.661,-0.635,-0.503,-0.014,1.0,-0.541
0.169,0.59,0.187,-4.123,-1.39,7.956,-2.285,0.091,0.878,-0.627,2.705,0.558,0.652,-3.26,-1.143,1.277,-1.295,-0.963,0.39,1.0,-1.082
0.084,-0.203,0.677,-3.465,-2.468,8.153,-1.75,-0.011,0.234,0.226,2.31,0.696,0.686,-2.309,-0.314,0.471,-0.651,-2.05,-0.583,1.0,-0.382
0.235,0.367,0.916,-3.761,-1.335,7.336,-2.065,0.003,0.274,-0.125,2.619,0.802,0.664,-2.787,-0.652,0.71,-0.601,-1.132,0.098,1.0,-0.403
-0.061,-0.226,0.178,-3.541,-2.199,8.82,-2.172,0.187,0.22,0.209,2.418,0.616,0.563,-2.293,-0.103,0.447,-0.508,-2.207,-0.56,1.0,-0.299
0.101,-0.061,0.246,-4.083,-1.199,7.45,-2.298,-0.045,0.352,0.124,2.872,0.782,0.822,-2.953,-0.471,0.667,-0.154,-1.042,-0.188,1.0,-0.524
0.29,0.055,0.246,-3.765,-1.749,7.812,-2.029,-0.06,0.193,0.195,2.512,0.547,0.64,-2.569,-0.277,0.452,-0.558,-1.96,-0.089,1.0,-0.107
0.002,-0.108,0.926,-4.291,-1.409,8.047,-2.364,-0.027,0.258,0.162,3.036,0.811,0.929,-2.707,-0.126,0.254,0.03,-1.608,-0.249,1.0,-0.233
0.1,-0.269,0.444,-3.983,-1.779,7.595,-2.031,0.257,0.6,-0.009,2.576,0.655,0.914,-2.915,-0.626,0.811,-0.708,-0.943,-0.479,1.0,-0.695
0.149,-0.115,0.444,-4.579,-1.514,7.856,-2.292,-0.091,0.289,0.32,3.309,0.806,1.114,-2.864,-0.204,0.362,-0.035,-1.37,-0.217,1.0,-0.389
0.153,0.181,0.885,-3.871,-1.603,7.923,-2.429,0.177,0.659,-0.238,2.857,0.825,0.841,-2.931,-0.719,1.206,-1.093,-1.171,-0.139,1.0,-0.767
-0.182,-0.318,0.745,-4.479,-1.641,8.369,-2.526,0.091,0.225,0.417,3.021,0.526,1.009,-2.855,0.108,0.219,0.087,-1.709,-0.324,1.0,0.12
-0.06,-0.224,0.614,-3.314,-2.952,8.87,-1.818,0.126,-0.033,0.351,2.155,0.864,0.552,-2.254,-0.052,0.264,-0.758,-2.93,-0.684,1.0,0.139
0.1,0.005,0.967,-4.064,-1.929,8.036,-2.241,-0.021,0.251,0.1,2.626,0.986,0.905,-2.945,-0.609,0.593,-0.58,-1.873,-0.219,1.0,-0.22
0.249,0.102,0.657,-4.095,-1.599,7.944,-2.366,-0.21,0.389,0.061,2.865,0.869,1.013,-2.714,-0.458,0.745,-0.627,-1.711,-0.197,1.0,-0.443
0.408,-0.043,0.758,-3.722,-2.259,7.716,-1.714,-0.076,0.668,0.123,2.501,0.602,0.722,-2.786,-0.681,1.011,-1.163,-1.796,-0.389,1.0,-0.671
0.163,-0.187,0.563,-3.709,-1.313,6.801,-2.116,0.107,0.388,0.336,2.465,0.842,0.999,-2.622,-0.214,0.241,-0.452,-1.016,-0.614,1.0,-0.337
0.095,0.074,-0.185,-4.127,-1.182,8.06,-2.392,-0.166,0.414,0.02,2.896,0.732,0.795,-2.875,-0.441,0.629,-0.394,-1.524,0.194,1.0,-0.421
0.026,-0.13,0.712,-3.981,-1.846,7.56,-2.281,0.141,0.074,0.195,2.617,0.843,0.962,-3.055,-0.203,0.08,-0.193,-1.291,-0.271,1.0,0.209
