x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
0.291,-1.533,1.027,-0.995,-1.104,0.477,0.066,0.838,2.49,-2.618,-0.247,1.518,-0.123,-1.325,4.607,0.0,0.567,-0.197,-0.476,-1.231,1.266
-0.059,-1.622,1.107,-1.595,-0.217,-0.203,-0.463,0.61,2.406,-1.467,-0.318,1.833,-0.187,-1.347,4.407,0.0,0.682,-0.53,-0.478,-1.255,1.357
0.137,-1.755,1.01,-1.669,-0.097,-0.453,-0.289,0.524,2.457,-1.38,-0.439,1.696,-0.403,-1.249,4.307,0.0,0.508,-0.682,-0.522,-1.266,1.24
0.078,-1.586,0.991,-1.825,0.225,-0.478,-0.341,0.482,2.549,-1.104,-0.271,1.815,-0.294,-1.226,4.608,0.0,0.597,-0.609,-0.383,-1.23,1.234
0.019,-1.615,1.147,-1.093,-0.993,0.063,0.022,0.509,2.475,-2.3,-0.419,1.749,-0.229,-1.246,4.313,0.0,0.719,-0.757,-0.332,-1.328,1.223
0.077,-1.531,1.171,-1.568,0.14,-0.45,-0.185,0.653,2.285,-1.061,-0.203,1.555,0.099,-1.365,4.637,0.0,0.379,-0.42,-0.504,-1.391,1.131
-0.016,-1.634,1.043,-1.14,-0.741,0.013,-0.161,0.677,2.24,-2.094,-0.477,1.369,-0.178,-1.278,4.073,0.0,0.721,-0.51,-0.372,-1.219,1.197
-0.082,-1.697,1.115,-1.285,-0.693,0.227,-0.137,0.668,2.641,-1.897,-0.539,1.874,-0.076,-1.422,4.684,0.0,0.572,-0.201,-0.491,-1.039,1.192
0.245,-1.573,1.099,-1.4,-0.341,-0.053,-0.297,0.588,2.798,-1.76,-0.542,1.756,-0.415,-1.387,4.198,0.0,0.687,-0.365,-0.266,-1.34,1.162
0.127,-1.921,1.175,-1.648,0.004,-0.324,-0.455,0.578,2.584,-1.265,-0.385,1.749,-0.332,-1.283,4.465,0.0,0.593,-0.681,-0.632,-1.332,1.171
0.082,-1.782,0.889,-1.489,-0.323,-0.337,-0.123,0.611,2.498,-1.837,-0.509,1.719,-0.406,-1.099,4.251,0.0,0.447,-0.579,-0.47,-1.286,1.141
0.055,-1.66,0.905,-1.413,-0.588,0.216,-0.105,0.427,2.627,-1.714,-0.282,2.078,-0.144,-1.445,4.316,0.0,0.587,-0.469,-0.594,-1.247,1.298
0.132,-1.68,1.197,-1.447,0.176,-0.495,-0.485,0.572,2.393,-1.041,-0.419,1.647,-0.426,-1.266,4.135,0.0,0.655,-0.386,-0.592,-1.369,1.195
0.021,-1.687,1.226,-1.199,-1.107,0.305,-0.136,0.609,2.676,-2.239,-0.179,1.748,0.002,-1.12,4.496,0.0,0.299,-0.385,-0.54,-1.379,1.038
-0.009,-1.512,0.958,-1.29,-0.294,-0.317,-0.185,0.579,2.563,-1.613,-0.327,1.714,-0.321,-1.325,5.131,0.0,0.497,-0.54,-0.548,-1.374,1.307
0.139,-1.292,1.112,-1.6,0.303,-0.443,-0.344,0.611,2.344,-1.191,-0.327,1.802,-0.109,-1.103,4.111,0.0,0.618,-0.445,-0.492,-1.27,0.997
0.168,-1.326,1.004,-1.373,-0.372,-0.116,-0.389,0.596,2.416,-1.676,-0.555,1.928,0.048,-1.366,4.426,0.0,0.56,-0.491,-0.259,-1.169,1.005
0.236,-1.548,0.856,-1.791,0.356,-0.327,-0.319,0.538,2.394,-1.12,-0.363,1.756,-0.148,-1.311,4.178,0.0,0.611,-0.602,-0.31,-1.013,1.154
0.17,-1.382,1.078,-1.703,0.202,-0.428,-0.086,0.497,2.317,-1.132,-0.122,1.712,0.074,-1.241,4.087,0.0,0.563,-0.425,-0.42,-1.165,1.306
0.045,-1.681,1.156,-1.295,-0.654,0.26,-0.321,0.514,2.477,-1.999,-0.621,1.569,-0.162,-1.252,4.805,0.0,0.61,-0.356,-0.671,-1.174,1.202
0.03,-1.881,1.089,-2.069,0.607,-0.512,-0.332,0.699,2.536,-0.645,-0.447,1.926,-0.145,-1.249,4.355,0.0,0.631,-0.329,-0.541,-1.247,1.271
-0.069,-1.569,1.157,-1.452,-0.714,-0.149,-0.18,0.734,2.35,-2.081,-0.426,1.822,-0.108,-1.306,4.233,0.0,0.444,-0.497,-0.438,-1.426,1.342
0.015,-1.709,1.137,-1.331,-0.532,0.101,-0.544,0.674,2.444,-2.052,-0.411,1.798,-0.188,-1.315,4.254,0.0,0.828,-0.528,-0.6,-1.131,1.156
0.131,-1.643,1.126,-1.552,-0.309,-0.034,-0.342,0.69,2.676,-1.74,-0.715,2.006,-0.453,-1.507,4.847,0.0,0.96,-0.454,-0.294,-1.172,1.179
-0.049,-1.62,1.068,-1.26,-0.469,-0.072,-0.164,0.677,2.369,-1.988,-0.522,1.83,-0.218,-1.398,4.767,0.0,0.891,-0.234,-0.509,-1.357,1.242
0.266,-1.497,1.228,-1.392,-1.039,0.338,-0.292,0.849,2.577,-2.621,-0.533,1.655,-0.172,-1.391,4.179,0.0,0.834,-0.472,-0.559,-1.165,1.172
0.081,-1.844,1.028,-1.661,-0.037,-0.598,-0.329,0.542,2.472,-1.58,-0.241,1.771,-0.06,-1.333,4.207,0.0,0.751,-0.767,-0.466,-1.289,1.278
-0.099,-1.566,1.163,-1.359,-0.552,-0.361,-0.202,0.51,2.369,-1.882,-0.279,1.85,-0.114,-1.394,4.632,0.0,0.631,-0.736,-0.387,-1.323,1.247
-0.06,-1.356,1.036,-1.723,0.073,-0.295,-0.4,0.599,2.455,-1.371,-0.296,1.793,-0.068,-1.324,4.582,0.0,0.555,-0.284,-0.232,-1.149,1.293
-0.082,-1.564,1.224,-1.232,-0.591,0.039,0.057,0.483,2.593,-1.854,-0.567,1.58,-0.405,-1.216,4.634,0.0,0.592,-0.508,-0.376,-1.248,1.307
-0.051,-1.541,0.892,-1.288,-0.827,0.137,-0.005,0.742,2.611,-1.847,-0.536,1.695,-0.172,-1.133,4.236,0.0,0.459,-0.218,-0.26,-1.31,1.056
0.038,-1.744,1.173,-1.778,-0.099,-0.143,-0.245,0.709,2.398,-1.548,-0.548,1.861,-0.101,-1.367,4.323,0.0,0.618,-0.348,-0.462,-1.209,1.245
0.158,-1.517,1.348,-1.218,-0.591,-0.19,-0.334,0.661,2.341,-1.763,-0.38,1.781,-0.031,-1.249,4.14,0.0,0.535,-0.35,-0.364,-1.381,1.179
-0.142,-1.428,1.336,-1.549,-0.176,-0.208,-0.476,0.607,2.346,-1.271,-0.312,1.58,-0.273,-1.268,4.185,0.0,0.59,-0.469,-0.577,-1.215,1.53
0.084,-1.606,1.346,-1.657,-0.159,-0.364,-0.139,0.706,2.643,-1.474,-0.245,1.496,-0.115,-1.327,4.942,0.0,0.625,-0.589,-0.693,-1.039,1.103
-0.0,-1.73,1.002,-1.201,-0.841,0.52,0.167,0.687,2.599,-2.113,-0.551,1.643,-0.166,-1.311,4.922,0.0,0.641,-0.385,-0.326,-1.145,1.022
0.225,-1.388,1.043,-1.554,-0.112,-0.255,-0.344,0.553,2.41,-1.17,-0.438,1.841,-0.26,-1.421,4.468,0.0,0.578,-0.49,-0.384,-1.411,1.354
0.112,-1.755,1.165,-1.258,-0.524,0.018,-0.107,0.693,2.392,-1.948,-0.585,1.82,-0.101,-1.331,4.192,0.0,0.67,-0.517,-0.52,-1.127,1.159
-0.086,-1.433,1.441,-1.508,-0.26,-0.144,-0.176,0.532,2.439,-1.421,-0.502,1.681,-0.253,-1.336,4.188,0.0,0.802,-0.209,-0.637,-1.204,1.065
0.062,-1.676,1.095,-1.55,-0.823,0.108,-0.156,0.472,2.731,-1.885,-0.371,1.799,-0.398,-1.352,4.734,0.0,0.621,-0.48,-0.471,-1.33,1.453
-0.077,-1.741,1.118,-1.554,-0.322,-0.342,-0.211,0.54,2.577,-1.751,-0.205,1.852,-0.265,-1.459,5.084,0.0,0.774,-0.704,-0.555,-1.146,1.391
0.054,-1.561,0.845,-1.525,-0.197,-0.271,-0.415,0.8,2.647,-1.718,-0.562,2.011,-0.106,-1.378,4.111,0.0,0.696,-0.398,-0.547,-1.223,1.047
0.112,-1.565,1.064,-1.599,-0.319,-0.237,-0.369,0.535,2.604,-1.555,-0.518,1.572,-0.294,-1.209,4.746,0.0,0.483,-0.46,-0.229,-1.319,1.314
0.114,-1.827,0.967,-1.616,-0.459,0.002,-0.471,0.556,2.83,-1.959,-0.439,1.697,-0.384,-1.154,4.477,0.0,0.82,-0.459,-0.407,-1.062,1.218
0.138,-1.567,1.287,-1.462,-0.111,-0.686,-0.072,0.315,2.422,-1.254,-0.551,1.642,-0.465,-1.278,4.031,0.0,0.677,-0.7,-0.591,-1.451,1.339
0.014,-1.653,1.074,-1.535,-0.569,0.022,-0.184,0.404,2.463,-1.788,-0.257,1.783,-0.279,-1.376,4.948,0.0,0.538,-0.661,-0.533,-1.239,1.281
0.334,-1.573,1.039,-1.859,0.502,-0.462,-0.193,0.503,2.486,-0.907,-0.306,1.604,-0.295,-1.249,4.714,0.0,0.67,-0.458,-0.539,-1.256,1.331
0.185,-1.537,1.253,-1.235,-0.638,0.085,-0.102,0.616,2.413,-1.93,-0.254,1.705,-0.171,-1.155,4.238,0.0,0.638,-0.472,-0.475,-1.293,1.312
0.354,-1.672,1.045,-1.628,-0.294,-0.141,-0.278,0.553,2.42,-1.614,-0.435,1.664,-0.584,-1.259,4.461,0.0,0.828,-0.373,-0.623,-1.387,1.641
-0.073,-1.653,0.933,-1.468,-0.278,-0.697,-0.068,0.636,2.621,-1.652,-0.477,1.698,-0.261,-1.334,4.695,0.0,0.611,-0.662,-0.403,-1.526,1.443
0.108,-1.232,1.006,-1.148,-0.406,-0.137,-0.281,0.711,2.402,-1.715,-0.401,1.528,-0.193,-1.222,4.388,0.0,0.585,-0.458,-0.287,-1.177,1.274
0.199,-1.647,1.153,-1.463,-0.149,-0.264,-0.561,0.843,2.385,-1.742,-0.436,1.668,-0.234,-1.236,4.1,0.0,0.791,-0.324,-0.505,-1.095,1.037
0.16,-1.621,1.057,-1.358,-0.484,-0.011,-0.139,0.606,2.396,-1.991,-0.532,1.825,-0.289,-1.275,4.086,0.0,0.708,-0.475,-0.579,-1.168,1.351
0.121,-1.625,0.938,-1.544,-0.691,-0.03,-0.231,0.692,2.431,-2.061,-0.399,1.858,0.065,-1.235,4.113,0.0,0.676,-0.601,-0.428,-1.281,1.423
0.046,-1.558,1.171,-1.591,-0.318,-0.139,-0.081,0.701,2.862,-1.739,-0.471,1.767,-0.304,-1.254,4.705,0.0,0.698,-0.618,-0.422,-1.403,1.125
0.082,-1.772,1.044,-1.786,0.091,-0.142,-0.42,0.722,2.694,-1.53,-0.381,1.745,-0.127,-1.241,4.337,0.0,0.601,-0.27,-0.554,-1.126,1.232
0.017,-1.634,1.181,-1.212,-0.512,-0.228,-0.306,0.684,2.518,-1.795,-0.465,1.595,-0.1,-1.145,4.743,0.0,0.591,-0.277,-0.351,-1.417,1.22
0.037,-1.711,1.033,-1.411,-0.729,0.275,0.054,0.609,2.388,-1.842,-0.473,1.778,-0.344,-1.143,4.37,0.0,0.479,-0.591,-0.582,-1.107,1.265
0.149,-1.559,1.306,-1.389,-0.323,-0.233,-0.126,0.596,2.268,-1.631,-0.555,1.682,-0.323,-1.333,4.119,0.0,0.604,-0.458,-0.373,-1.096,1.056
0.276,-1.614,1.059,-1.202,-0.744,0.326,0.046,0.488,2.34,-1.713,-0.466,1.97,-0.031,-1.48,4.549,0.0,0.604,-0.461,-0.353,-1.057,1.312
0.091,-1.627,0.939,-1.646,-0.223,-0.145,-0.232,0.586,2.547,-1.622,-0.55,1.678,-0.429,-1.297,4.935,0.0,0.746,-0.59,-0.542,-1.14,1.173
0.054,-1.605,1.199,-1.756,0.367,-0.536,-0.248,0.614,2.589,-1.059,-0.392,1.612,-0.263,-1.236,4.308,0.0,0.467,-0.464,-0.417,-1.217,1.254
0.11,-1.762,1.122,-1.137,-0.791,0.195,-0.034,0.512,2.668,-2.036,-0.376,1.858,-0.46,-1.396,4.507,0.0,0.718,-0.663,-0.539,-1.258,1.211
0.125,-1.521,0.966,-1.569,-0.467,-0.006,0.1,0.425,2.691,-1.595,-0.603,1.765,-0.243,-1.176,4.383,0.0,0.491,-0.522,-0.295,-1.221,1.221
0.324,-1.57,0.97,-1.893,0.328,-0.504,-0.405,0.75,2.736,-1.338,-0.23,1.76,-0.136,-1.383,4.122,0.0,0.665,-0.425,-0.647,-1.246,1.388
0.115,-1.846,1.143,-1.821,0.288,-0.413,-0.27,0.676,2.621,-1.153,-0.476,1.863,-0.239,-1.238,4.89,0.0,0.529,-0.481,-0.565,-1.209,1.165
-0.124,-1.659,0.97,-1.494,-0.504,0.258,-0.19,0.398,2.649,-1.9,-0.536,2.03,-0.11,-1.502,5.202,0.0,0.841,-0.377,-0.324,-0.935,1.194
0.045,-1.606,1.141,-1.226,-0.448,0.038,-0.319,0.694,2.602,-1.821,-0.141,1.882,-0.01,-1.352,4.76,0.0,0.607,-0.498,-0.544,-1.113,1.179
0.224,-1.479,0.998,-1.361,-0.696,0.178,-0.083,0.585,2.648,-2.033,-0.355,1.799,-0.204,-1.155,4.259,0.0,0.422,-0.463,-0.379,-1.282,1.23
-0.146,-1.728,0.899,-1.553,-0.308,0.035,-0.227,0.579,2.531,-1.567,-0.514,2.005,0.04,-1.265,4.184,0.0,0.473,-0.583,-0.384,-1.069,1.321
-0.072,-1.748,1.026,-1.614,0.093,-0.404,-0.239,0.544,2.298,-1.444,-0.455,1.722,-0.203,-1.328,4.855,0.0,0.744,-0.428,-0.377,-1.334,1.339
0.268,-1.861,0.923,-1.642,0.009,0.003,-0.552,0.806,2.472,-1.564,-0.562,1.912,-0.025,-1.209,4.167,0.0,0.426,-0.425,-0.41,-1.311,1.189
0.167,-1.401,1.071,-1.634,0.002,-0.18,-0.298,0.692,2.367,-1.472,-0.456,1.718,-0.13,-1.196,4.093,0.0,0.522,-0.179,-0.329,-1.382,1.466
0.111,-1.727,1.058,-1.489,-0.294,-0.461,-0.26,0.586,2.41,-1.822,-0.201,1.7,-0.196,-1.347,4.131,0.0,0.634,-0.644,-0.531,-1.213,1.366
-0.187,-1.304,1.354,-1.328,-0.643,-0.239,-0.212,0.618,2.358,-2.039,-0.376,1.643,-0.226,-1.41,4.181,0.0,0.682,-0.694,-0.268,-1.447,1.077
-0.242,-1.535,1.297,-0.981,-0.897,-0.023,0.066,0.564,2.228,-2.183,-0.621,1.66,-0.217,-1.217,4.296,0.0,0.66,-0.542,-0.454,-1.377,1.37
0.163,-1.603,1.103,-1.485,-0.54,-0.133,-0.421,0.768,2.554,-1.935,-0.348,1.909,-0.162,-1.385,5.011,0.0,0.689,-0.325,-0.492,-1.27,1.275
-0.148,-1.562,1.075,-1.514,-0.517,0.177,-0.007,0.447,2.632,-1.706,-0.297,1.869,-0.311,-1.377,4.822,0.0,0.548,-0.386,-0.426,-1.219,1.212
-0.209,-1.473,0.965,-1.429,-0.309,-0.318,-0.254,0.489,2.464,-1.644,-0.223,1.782,-0.3,-1.432,4.921,0.0,0.681,-0.728,-0.324,-1.061,1.291
0.058,-1.557,1.305,-0.786,-1.476,0.532,0.307,0.417,2.616,-2.528,-0.363,1.647,-0.545,-1.239,4.654,0.0,0.658,-0.614,-0.467,-1.154,1.051
-0.053,-1.557,1.266,-1.436,-0.367,-0.188,-0.14,0.651,2.551,-1.892,-0.46,1.732,-0.247,-1.425,4.461,0.0,0.613,-0.355,-0.619,-1.339,1.263
-0.016,-1.447,1.018,-0.787,-1.156,0.612,0.075,0.646,2.253,-2.336,-0.498,1.836,-0.129,-1.415,4.282,0.0,0.683,-0.288,-0.429,-1.111,1.274
0.107,-1.687,1.322,-1.367,-0.614,-0.069,-0.057,0.639,2.716,-1.957,-0.479,1.626,-0.358,-1.098,4.138,0.0,0.577,-0.526,-0.515,-1.357,1.22
-0.111,-1.563,1.319,-1.577,-0.131,-0.231,-0.54,0.588,2.504,-1.669,-0.395,1.932,-0.295,-1.498,5.244,0.0,0.724,-0.428,-0.363,-1.232,1.393
0.029,-1.459,1.227,-1.278,-0.312,-0.175,-0.147,0.523,2.357,-1.37,-0.387,1.701,-0.168,-1.179,4.718,0.0,0.66,-0.535,-0.331,-1.013,1.288
0.026,-1.78,1.04,-0.726,-1.304,0.613,-0.075,0.681,2.337,-2.3,-0.454,1.827,-0.37,-1.249,4.352,0.0,0.503,-0.445,-0.721,-1.199,1.178
0.165,-1.744,1.071,-1.287,-0.753,-0.021,-0.305,0.484,2.464,-2.042,-0.315,1.795,-0.235,-1.307,4.13,0.0,0.711,-0.665,-0.667,-1.22,1.161
0.144,-1.5,1.079,-1.852,0.131,-0.371,-0.291,0.351,2.476,-1.162,-0.475,1.634,-0.41,-1.205,4.054,0.0,0.763,-0.602,-0.473,-1.013,1.139
0.083,-1.492,1.24,-1.226,-0.431,0.111,-0.204,0.411,2.48,-1.634,-0.158,1.761,-0.261,-1.152,4.536,0.0,0.556,-0.435,-0.521,-1.236,1.221
0.111,-1.709,1.221,-1.624,-0.197,-0.097,-0.389,0.568,2.46,-1.503,-0.306,1.613,-0.256,-1.234,4.135,0.0,0.758,-0.29,-0.508,-1.179,1.194
0.214,-1.46,0.938,-1.918,0.151,-0.507,-0.403,0.542,2.383,-1.344,-0.368,1.558,-0.206,-1.075,4.256,0.0,0.448,-0.222,-0.44,-1.193,1.004
0.109,-1.66,0.965,-1.785,0.275,-0.635,-0.625,0.653,2.512,-0.963,-0.611,1.531,-0.332,-1.255,4.067,0.0,0.539,-0.62,-0.122,-1.325,1.127
-0.003,-1.742,1.147,-1.606,0.013,-0.149,-0.459,0.835,2.512,-1.439,-0.512,1.784,-0.151,-1.245,4.067,0.0,0.781,-0.348,-0.39,-0.876,1.075
0.044,-1.515,1.2,-0.877,-1.178,0.22,-0.047,0.539,2.63,-2.351,-0.19,1.733,-0.245,-1.307,4.624,0.0,0.67,-0.537,-0.545,-1.323,1.226
0.234,-1.868,1.167,-1.341,-0.267,-0.052,-0.31,0.657,2.519,-1.697,-0.356,1.915,-0.272,-1.244,4.494,0.0,0.725,-0.69,-0.464,-1.068,1.182
-0.097,-1.539,1.034,-1.51,-0.057,-0.433,-0.209,0.483,2.449,-1.512,-0.281,1.838,-0.099,-1.283,4.634,0.0,0.509,-0.435,-0.619,-1.405,1.159
0.215,-1.728,0.788,-1.82,-0.218,-0.075,-0.342,0.73,2.564,-1.616,-0.466,2.053,-0.099,-1.448,4.188,0.0,0.502,-0.469,-0.421,-1.293,1.139
0.088,-1.727,0.94,-1.792,-0.205,0.015,-0.291,0.611,2.72,-1.665,-0.482,1.847,-0.346,-1.524,5.091,0.0,0.769,-0.629,-0.592,-1.089,1.164
0.265,-1.618,1.093,-1.266,-0.561,0.134,-0.285,0.688,2.308,-1.84,-0.475,1.783,-0.315,-1.473,4.237,0.0,0.566,-0.369,-0.696,-1.184,1.517
-0.014,-1.834,1.133,-1.591,-0.394,0.045,-0.434,0.697,2.485,-1.908,-0.408,1.733,-0.333,-1.438,4.881,0.0,0.762,-0.576,-0.579,-1.259,1.39
0.047,-1.765,1.134,-1.15,-1.09,0.418,0.034,0.653,2.591,-2.211,-0.42,1.879,-0.202,-1.348,4.29,0.0,0.592,-0.562,-0.469,-1.298,1.384
0.249,-1.627,1.126,-1.75,0.11,-0.724,-0.324,0.464,2.602,-1.033,-0.239,1.663,-0.334,-1.297,4.224,0.0,0.502,-0.717,-0.776,-1.151,1.119
0.153,-1.595,1.068,-1.298,-0.795,0.098,0.182,0.509,2.357,-1.58,-0.306,1.589,-0.39,-1.226,4.281,0.0,0.517,-0.645,-0.503,-1.145,1.215
0.156,-1.576,1.16,-1.317,-0.065,-0.171,-0.468,0.532,2.303,-1.488,-0.389,1.822,-0.162,-1.419,4.062,0.0,0.756,-0.294,-0.572,-1.248,1.459
0.067,-1.646,1.292,-1.767,-0.002,-0.276,-0.579,0.643,2.317,-1.525,-0.586,1.763,-0.368,-1.453,4.575,0.0,0.818,-0.404,-0.508,-1.344,1.291
0.309,-1.668,1.276,-1.521,-0.258,0.005,-0.201,0.461,2.529,-1.363,-0.356,1.895,-0.332,-1.172,4.386,0.0,0.479,-0.291,-0.548,-1.295,1.248
0.191,-1.641,1.099,-1.694,-0.341,0.003,-0.243,0.561,2.647,-1.598,-0.594,1.849,-0.379,-1.382,4.252,0.0,0.718,-0.327,-0.333,-1.198,1.168
0.231,-1.752,0.922,-1.479,-0.486,0.411,-0.292,0.757,2.558,-1.777,-0.412,2.23,-0.01,-1.425,4.398,0.0,0.689,-0.165,-0.39,-1.042,1.412
0.035,-1.542,1.085,-1.713,0.221,-0.243,-0.413,0.737,2.467,-1.49,-0.456,1.845,-0.21,-1.324,4.442,0.0,0.54,-0.217,-0.325,-1.13,1.119
0.053,-1.726,1.179,-1.491,0.027,-0.487,-0.405,0.687,2.526,-1.678,-0.484,1.856,-0.224,-1.283,4.71,0.0,0.732,-0.718,-0.502,-1.307,1.082
0.098,-1.558,1.151,-1.129,-0.548,-0.087,-0.122,0.536,2.446,-1.749,-0.471,1.574,-0.249,-1.233,4.588,0.0,0.718,-0.57,-0.556,-1.336,1.378
0.181,-1.453,1.038,-1.396,-0.311,-0.205,-0.303,0.461,2.424,-1.528,-0.446,1.718,-0.039,-1.251,4.396,0.0,0.75,-0.573,-0.385,-1.001,1.136
-0.263,-1.515,1.072,-1.246,-0.517,0.1,-0.092,0.523,2.562,-1.791,-0.471,1.91,-0.03,-1.339,4.978,0.0,0.565,-0.498,-0.345,-1.063,1.19
0.026,-1.638,1.285,-1.242,-0.986,0.278,-0.079,0.779,2.597,-2.325,-0.295,1.687,-0.204,-1.317,4.662,0.0,0.671,-0.529,-0.5,-1.172,1.221
0.074,-1.609,1.11,-1.555,-0.22,-0.079,-0.104,0.509,2.468,-1.532,-0.534,1.708,-0.354,-1.246,4.214,0.0,0.577,-0.458,-0.606,-1.2,1.272
0.039,-1.55,1.186,-1.232,-0.596,0.037,-0.192,0.462,2.677,-1.861,-0.365,1.531,-0.392,-1.247,4.246,0.0,0.715,-0.642,-0.396,-1.27,1.155
0.348,-1.602,1.052,-1.565,-0.179,-0.357,-0.334,0.654,2.654,-1.562,-0.441,1.776,-0.388,-1.352,4.534,0.0,0.491,-0.624,-0.336,-1.402,1.208
0.137,-1.736,0.878,-1.627,-0.56,0.267,-0.236,0.856,2.45,-1.849,-0.612,1.925,-0.119,-1.392,4.809,0.0,0.477,-0.509,-0.377,-1.142,1.502
-0.035,-1.613,1.232,-1.426,0.005,-0.361,-0.172,0.446,2.456,-1.283,-0.32,1.882,-0.144,-1.493,4.492,0.0,0.513,-0.729,-0.604,-1.234,1.304
0.206,-1.465,0.98,-1.481,-0.2,-0.416,-0.443,0.494,2.624,-1.349,-0.178,1.986,-0.117,-1.36,4.23,0.0,0.74,-0.598,-0.505,-1.351,1.307
0.122,-1.472,1.19,-1.586,0.123,-0.434,-0.277,0.732,2.53,-1.441,-0.424,1.783,-0.072,-1.385,4.303,0.0,0.723,-0.43,-0.417,-1.146,1.144
0.286,-1.498,1.321,-1.701,0.353,-0.766,-0.51,0.512,2.518,-1.097,-0.45,1.596,-0.322,-1.153,4.085,0.0,0.769,-0.635,-0.436,-1.366,1.363
0.09,-1.386,1.059,-1.496,-0.265,-0.383,-0.387,0.562,2.54,-1.552,-0.57,1.491,-0.149,-1.138,4.334,0.0,0.563,-0.518,-0.255,-1.13,0.893
0.094,-1.606,0.992,-1.002,-0.749,0.318,0.042,0.579,2.379,-2.174,-0.376,1.994,-0.047,-1.455,5.189,0.0,0.647,-0.371,-0.463,-1.245,1.32
0.29,-1.634,1.061,-1.567,-0.379,-0.426,-0.146,0.722,2.61,-1.496,-0.363,1.805,-0.343,-1.231,4.137,0.0,0.428,-0.465,-0.51,-1.474,1.034
0.143,-1.468,0.996,-1.309,-0.323,-0.095,-0.021,0.485,2.479,-1.479,-0.327,1.686,-0.331,-1.209,4.606,0.0,0.525,-0.519,-0.19,-1.211,1.126
0.168,-1.803,1.181,-1.77,-0.017,-0.495,-0.461,0.531,2.765,-1.191,-0.744,1.747,-0.653,-1.477,4.59,0.0,0.869,-0.654,-0.592,-1.503,1.482
0.39,-1.589,1.072,-0.948,-1.061,0.24,-0.133,0.596,2.539,-2.347,-0.392,1.731,-0.342,-1.268,4.489,0.0,0.613,-0.634,-0.317,-1.427,1.276
0.277,-1.816,1.177,-1.368,-0.599,0.105,-0.409,0.808,2.269,-2.21,-0.553,1.66,-0.204,-1.315,4.06,0.0,0.86,-0.35,-0.752,-1.193,1.24
-0.051,-1.682,0.716,-1.196,-0.711,0.255,-0.238,0.774,2.479,-2.184,-0.384,1.889,-0.255,-1.338,4.76,0.0,0.656,-0.498,-0.35,-1.247,1.236
0.121,-1.514,1.13,-1.546,-0.008,-0.318,-0.356,0.533,2.398,-1.503,-0.1,1.621,-0.121,-1.191,4.213,0.0,0.722,-0.425,-0.488,-1.109,0.981
0.153,-1.736,1.271,-1.231,-0.462,0.022,-0.085,0.725,2.481,-1.798,-0.483,2.035,-0.122,-1.503,4.421,0.0,0.661,-0.545,-0.562,-1.178,1.293
0.091,-1.57,1.043,-1.629,0.01,-0.334,-0.343,0.681,2.61,-1.431,-0.423,1.715,-0.209,-1.414,4.545,0.0,0.681,-0.499,-0.489,-1.477,1.61
0.128,-1.68,1.216,-1.205,-0.817,0.27,0.019,0.536,2.611,-2.125,-0.391,1.575,-0.286,-1.48,4.48,0.0,0.868,-0.631,-0.614,-1.291,1.235
0.186,-1.438,1.259,-1.505,-0.368,-0.415,-0.117,0.494,2.578,-1.525,-0.156,1.528,-0.18,-1.178,4.27,0.0,0.485,-0.469,-0.369,-1.2,1.162
0.501,-1.696,0.885,-1.653,-0.174,-0.235,-0.228,0.654,2.665,-1.449,-0.585,1.53,-0.582,-1.137,4.294,0.0,0.589,-0.467,-0.339,-1.199,1.258
0.091,-1.664,1.013,-1.479,-0.523,-0.3,-0.147,0.388,2.65,-1.632,-0.495,1.56,-0.546,-1.258,4.292,0.0,0.589,-0.563,-0.454,-1.402,0.918
-0.038,-1.81,0.814,-1.673,-0.001,-0.37,-0.484,0.763,2.711,-1.621,-0.52,1.817,-0.176,-1.157,4.384,0.0,0.756,-0.437,-0.423,-1.149,1.134
-0.242,-1.36,0.895,-1.244,-1.151,0.382,0.011,0.415,2.585,-2.254,-0.452,1.84,-0.226,-1.35,4.564,0.0,0.697,-0.52,-0.242,-1.224,1.089
0.089,-1.763,1.151,-1.378,-0.544,-0.024,0.032,0.511,2.487,-1.552,-0.602,1.837,-0.301,-1.328,4.656,0.0,0.625,-0.419,-0.463,-1.372,1.261
0.189,-1.55,1.041,-1.427,-0.41,-0.091,-0.132,0.568,2.44,-1.584,-0.282,1.873,-0.158,-1.307,4.578,0.0,0.549,-0.459,-0.431,-1.365,1.441
0.079,-1.927,1.07,-1.28,-0.375,-0.188,-0.308,0.64,2.344,-1.849,-0.406,1.743,-0.065,-1.346,4.121,0.0,0.636,-0.433,-0.592,-1.235,1.521
0.076,-1.683,0.956,-1.923,0.062,-0.262,-0.292,0.457,2.6,-1.309,-0.443,2.075,-0.283,-1.379,5.25,0.0,0.714,-0.592,-0.381,-1.41,1.249
-0.041,-1.292,0.862,-1.219,-0.876,0.187,0.09,0.475,2.558,-2.026,-0.246,1.805,0.01,-1.168,4.204,0.0,0.407,-0.589,-0.463,-1.259,1.286
-0.024,-1.588,0.99,-1.698,-0.394,-0.22,-0.223,0.587,2.549,-1.707,-0.436,1.76,-0.008,-1.16,4.2,0.0,0.602,-0.379,-0.366,-1.33,1.327
