x0,x1,x2,y,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.131,-2.6,4.291,0.0,0.009,-1.454,0.078,-0.639,0.798,-2.12,-0.033,4.051,-3.461,-0.399,8.091,-0.124,-1.063,0.354,2.018,0.602,2.424
0.142,-3.702,3.068,0.0,-0.344,-1.825,0.395,0.648,0.023,-1.839,0.026,3.768,-3.173,0.887,8.3,0.042,-0.865,0.255,2.189,0.665,2.461
0.205,-4.819,5.494,0.0,0.133,-1.309,-0.113,-0.422,1.262,-2.486,0.074,3.603,-4.047,-0.616,7.743,-0.495,-0.94,1.131,1.786,-0.256,2.492
-0.155,-2.995,4.007,0.0,0.03,-1.52,0.076,-0.344,0.595,-2.14,-0.18,4.211,-3.711,0.069,8.187,0.165,-1.199,0.109,1.954,0.91,2.389
0.01,-4.05,4.551,0.0,-0.21,-1.377,0.175,-0.071,0.468,-2.28,0.624,4.038,-3.376,-0.8,9.175,-0.601,-0.472,1.616,2.473,-0.922,2.913
-0.013,-4.695,3.412,0.0,0.314,-1.778,-0.004,0.856,0.451,-2.267,-0.546,3.712,-3.653,1.397,8.359,-0.118,-0.823,0.021,2.261,0.896,2.743
-0.308,-3.54,3.822,0.0,0.06,-1.667,-0.078,-0.046,1.162,-1.803,-0.456,4.324,-3.931,1.069,8.514,0.236,-1.278,-0.644,1.937,1.596,2.794
0.012,-4.434,3.971,0.0,-0.144,-1.84,0.201,0.532,0.367,-2.166,-0.214,3.513,-3.569,0.294,7.369,-0.265,-0.886,0.489,1.742,0.547,2.082
0.053,-4.289,4.611,0.0,0.448,-1.388,-0.036,0.036,0.904,-2.445,-0.317,4.234,-3.926,0.407,8.353,0.016,-1.422,0.291,1.854,0.483,2.684
-0.055,-4.166,3.985,0.0,-0.27,-1.871,0.373,0.312,0.356,-2.153,-0.048,3.668,-3.892,0.101,8.189,-0.215,-0.94,0.657,2.252,0.553,2.52
-0.01,-3.576,4.342,0.0,0.146,-1.46,0.206,-0.119,0.136,-2.266,0.008,3.697,-4.001,-0.067,8.363,-0.296,-0.957,1.005,2.157,-0.068,2.68
0.101,-3.904,5.036,0.0,-0.063,-1.462,0.309,-0.36,0.023,-2.419,0.168,3.55,-4.254,-1.004,7.637,-0.439,-0.828,1.353,1.925,-0.519,2.275
-0.117,-4.033,4.837,0.0,-0.004,-1.436,-0.016,-0.303,1.08,-2.337,-0.182,4.007,-3.928,-0.166,7.691,-0.277,-1.141,0.639,1.648,0.25,2.122
0.3,-3.037,4.05,0.0,-0.159,-1.459,0.261,-0.048,0.511,-2.282,-0.013,3.333,-3.233,-0.379,7.359,-0.25,-1.098,0.7,1.715,0.464,2.282
0.075,-3.586,3.93,0.0,0.072,-1.623,0.009,0.053,0.664,-2.124,-0.362,3.404,-3.578,0.122,8.226,-0.102,-0.988,0.472,1.915,0.737,2.457
0.173,-3.514,4.235,0.0,-0.234,-1.486,0.205,-0.125,0.448,-1.946,0.074,3.949,-4.009,-0.043,8.21,-0.223,-0.735,0.56,2.031,0.382,2.603
-0.035,-4.221,4.74,0.0,0.166,-1.497,-0.137,-0.097,0.933,-2.373,-0.173,4.175,-3.873,-0.026,8.552,-0.288,-1.014,0.655,2.104,0.175,2.702
-0.115,-4.036,4.356,0.0,-0.341,-1.671,0.363,0.125,0.301,-2.392,0.248,4.224,-4.01,-0.083,9.012,-0.401,-0.832,0.898,2.472,0.024,2.833
-0.187,-4.126,4.421,0.0,-0.373,-1.725,0.447,-0.031,0.011,-2.084,-0.036,3.926,-4.363,0.147,8.508,-0.488,-0.651,0.932,2.395,0.156,2.756
-0.081,-4.787,4.473,0.0,-0.073,-1.918,0.268,0.382,0.449,-2.626,0.103,3.627,-3.768,-0.152,8.068,-0.315,-0.871,0.974,1.823,0.06,2.508
0.052,-3.782,4.592,0.0,-0.35,-1.601,0.348,-0.168,0.616,-2.284,0.026,3.749,-3.787,-0.565,7.517,-0.136,-1.057,0.761,1.576,0.228,2.019
-0.028,-3.996,4.6,0.0,0.108,-1.46,0.028,-0.027,0.758,-2.22,-0.21,3.98,-4.146,-0.1,8.268,-0.009,-0.944,0.422,1.98,0.57,2.664
0.177,-4.024,4.745,0.0,0.18,-1.439,0.116,-0.073,0.431,-2.427,0.174,3.373,-3.813,-1.005,7.54,-0.33,-0.72,1.11,1.896,-0.279,2.289
0.063,-3.372,4.861,0.0,0.197,-1.25,-0.136,-0.496,0.601,-2.308,-0.061,3.878,-3.951,-0.616,8.289,-0.371,-1.003,0.981,2.013,-0.16,2.54
0.087,-4.804,4.814,0.0,-0.13,-1.297,0.3,0.396,0.361,-2.571,0.17,3.393,-3.529,-0.748,7.594,-0.619,-0.507,1.412,1.902,-0.332,2.331
-0.209,-4.092,4.678,0.0,-0.012,-1.751,0.071,0.087,0.531,-2.566,0.418,3.768,-4.043,-0.61,7.757,-0.406,-0.803,0.835,1.752,-0.168,2.505
0.018,-4.246,5.548,0.0,0.052,-1.411,0.027,-0.501,1.156,-2.579,0.174,3.686,-3.804,-1.264,7.379,-0.39,-0.923,1.387,1.581,-0.448,2.272
-0.026,-3.152,4.735,0.0,0.158,-1.29,-0.11,-0.591,1.087,-2.407,0.12,3.758,-3.579,-0.759,7.962,0.027,-1.002,0.848,1.873,0.104,2.554
-0.002,-2.998,4.197,0.0,-0.121,-1.617,0.239,-0.445,0.704,-2.052,-0.264,4.112,-3.862,0.24,8.792,-0.078,-1.039,0.211,1.933,0.815,2.705
-0.151,-3.762,3.928,0.0,-0.015,-1.778,0.099,0.007,0.6,-2.213,-0.084,3.936,-3.702,0.431,8.27,-0.173,-1.118,0.356,2.125,0.556,2.518
-0.023,-4.268,3.352,0.0,-0.133,-2.017,0.243,0.717,0.266,-2.133,-0.153,3.554,-3.69,0.689,8.09,-0.233,-0.959,0.075,1.974,0.742,2.617
0.074,-3.943,4.862,0.0,-0.101,-1.537,0.109,-0.439,0.785,-2.299,-0.025,3.429,-3.971,-0.783,7.227,0.075,-1.177,0.732,1.786,0.3,2.114
-0.118,-3.889,4.94,0.0,-0.415,-1.588,0.643,-0.088,-0.125,-2.172,0.528,3.684,-4.382,-1.277,7.88,-0.894,-0.384,1.653,2.113,-0.915,2.395
-0.106,-3.878,4.795,0.0,-0.006,-1.552,0.092,-0.36,0.933,-2.368,0.025,4.156,-3.701,-0.071,8.731,-0.365,-0.831,0.936,1.979,0.001,2.833
0.074,-2.714,3.516,0.0,-0.264,-1.849,0.297,-0.061,0.265,-1.759,0.041,3.471,-3.403,-0.067,7.444,0.057,-1.148,0.288,1.794,0.514,2.23
0.108,-4.092,3.579,0.0,0.141,-1.755,0.159,0.436,0.297,-2.162,-0.43,3.813,-3.674,0.871,7.598,-0.021,-1.199,-0.015,1.624,1.024,2.393
-0.09,-3.779,4.895,0.0,0.121,-1.409,0.079,-0.299,0.698,-2.295,0.326,3.937,-3.606,-0.593,8.024,-0.563,-0.919,1.31,1.975,-0.615,2.395
-0.004,-3.664,4.758,0.0,0.283,-1.656,-0.093,-0.383,0.769,-2.235,-0.301,4.172,-4.183,0.216,8.102,-0.094,-1.143,0.526,2.044,0.412,2.458
0.076,-4.038,5.119,0.0,-0.047,-1.472,0.108,-0.246,0.509,-2.502,0.057,4.151,-4.246,-0.651,8.645,-0.302,-1.219,1.026,2.491,-0.042,2.732
-0.169,-4.42,4.241,0.0,-0.11,-1.884,0.108,0.456,0.714,-2.468,-0.102,3.634,-3.2,-0.0,8.1,-0.548,-0.644,0.962,1.739,0.117,2.367
0.031,-3.326,4.507,0.0,-0.004,-1.706,0.182,-0.308,0.389,-2.03,0.117,4.086,-3.96,-0.254,8.053,-0.228,-1.123,0.844,2.096,0.055,2.384
-0.147,-4.145,5.058,0.0,-0.023,-1.573,0.106,-0.375,1.007,-2.276,-0.053,4.318,-4.451,-0.039,8.535,-0.089,-0.929,0.574,2.158,0.448,2.535
0.064,-3.629,4.391,0.0,0.089,-1.825,0.22,-0.23,0.671,-2.269,-0.355,3.711,-3.911,-0.001,7.688,-0.1,-1.205,0.352,1.713,0.525,2.287
-0.068,-3.862,4.406,0.0,-0.249,-1.821,0.41,0.036,0.013,-2.445,0.393,3.532,-4.167,-0.763,8.026,-0.689,-0.791,1.059,2.086,-0.252,2.773
-0.204,-3.625,4.836,0.0,-0.275,-1.555,0.278,-0.477,0.339,-2.34,0.392,4.211,-4.049,-0.368,9.499,-0.538,-0.762,1.419,2.565,-0.566,3.316
-0.161,-4.085,4.411,0.0,0.123,-1.71,-0.172,0.291,0.901,-2.235,0.184,3.54,-3.421,-0.347,8.098,-0.478,-0.982,0.965,2.112,-0.01,2.689
-0.29,-4.655,4.7,0.0,0.188,-1.596,0.161,0.202,0.734,-2.412,-0.234,4.425,-4.183,0.535,8.909,-0.489,-1.001,0.692,2.411,0.023,2.895
-0.078,-3.982,4.746,0.0,0.306,-1.424,-0.03,-0.232,0.85,-2.647,0.116,3.884,-3.722,-0.457,8.313,-0.373,-1.017,0.98,2.069,-0.121,2.748
0.017,-4.053,5.516,0.0,-0.257,-1.523,0.313,-0.548,0.609,-2.533,0.591,4.601,-4.409,-0.863,9.487,-0.303,-0.825,1.31,2.508,-0.521,3.246
0.042,-4.19,4.906,0.0,-0.123,-1.551,0.186,-0.286,0.427,-2.413,0.296,3.784,-3.968,-0.741,7.83,-0.422,-0.81,1.252,2.13,-0.423,2.411
-0.101,-4.358,4.102,0.0,-0.081,-1.817,0.306,0.462,0.243,-1.973,-0.127,3.623,-3.984,0.418,8.294,-0.255,-0.739,0.717,2.066,0.226,2.736
-0.167,-3.734,4.035,0.0,-0.201,-1.99,0.312,0.234,0.434,-2.4,0.162,3.928,-3.647,0.015,8.238,-0.473,-0.798,0.693,2.201,0.181,2.535
-0.09,-4.349,4.257,0.0,0.272,-1.878,0.104,0.226,0.299,-2.406,-0.02,3.687,-4.017,0.222,7.789,-0.281,-1.084,0.676,1.866,0.229,2.349
-0.133,-3.275,3.332,0.0,-0.359,-1.714,0.491,0.303,0.285,-2.028,-0.021,4.152,-3.653,0.895,8.395,-0.045,-0.983,0.034,2.116,0.92,2.61
0.127,-3.313,4.644,0.0,-0.159,-1.562,0.1,-0.413,0.39,-2.372,0.065,4.069,-4.252,-0.398,8.561,-0.393,-0.766,0.789,2.103,-0.006,2.766
-0.11,-3.548,4.957,0.0,-0.185,-1.379,0.373,-0.573,0.088,-2.504,0.45,3.963,-4.224,-1.007,8.386,-0.399,-0.964,1.565,2.175,-0.639,2.538
0.196,-4.553,5.343,0.0,-0.026,-1.5,0.025,-0.085,0.536,-2.527,0.322,3.529,-4.358,-1.2,7.391,-0.287,-0.715,1.304,2.032,-0.317,2.222
0.248,-4.689,4.249,0.0,-0.054,-1.919,0.09,0.604,0.837,-2.263,-0.233,3.822,-3.775,0.257,8.137,-0.365,-1.024,0.17,1.951,0.906,2.578
-0.067,-3.824,3.908,0.0,-0.325,-1.87,0.458,0.17,0.152,-2.191,0.009,3.676,-4.062,0.092,7.776,-0.33,-1.012,0.482,2.072,0.524,2.318
-0.065,-4.261,3.145,0.0,-0.21,-1.956,0.432,1.02,0.113,-2.095,-0.013,3.553,-3.422,0.482,7.733,-0.387,-0.907,0.058,1.771,0.899,2.094
-0.088,-4.107,3.909,0.0,0.043,-1.943,0.247,0.365,0.061,-2.044,-0.211,3.271,-4.004,0.025,7.121,-0.217,-0.751,0.404,1.85,0.598,1.97
0.055,-3.591,4.114,0.0,0.047,-1.389,0.018,-0.1,0.959,-2.124,0.069,3.814,-3.532,-0.212,7.972,-0.094,-1.153,0.585,1.853,0.342,2.483
0.017,-4.842,3.966,0.0,-0.012,-2.181,0.048,0.83,0.374,-2.411,-0.118,3.109,-3.906,-0.013,6.77,-0.315,-0.911,0.347,1.339,0.501,2.04
0.186,-4.306,5.35,0.0,0.239,-1.446,-0.15,-0.493,0.807,-2.659,0.182,4.363,-3.953,-0.549,8.635,-0.217,-1.156,1.341,2.054,-0.254,2.596
-0.073,-4.463,4.148,0.0,-0.499,-2.026,0.479,0.478,-0.138,-2.204,0.081,3.763,-4.138,-0.067,8.753,-0.36,-0.793,0.734,2.422,0.447,2.759
-0.051,-3.84,4.823,0.0,-0.276,-1.577,0.36,-0.553,0.171,-2.505,0.479,3.629,-4.027,-0.803,8.387,-0.669,-0.58,1.658,2.35,-0.864,2.717
-0.085,-4.135,5.379,0.0,0.112,-1.401,-0.081,-0.675,1.029,-2.294,0.249,3.958,-3.778,-0.764,8.248,-0.418,-0.841,1.532,2.013,-0.676,2.373
0.07,-3.978,3.933,0.0,0.3,-1.64,-0.097,0.229,0.707,-2.307,-0.263,4.138,-3.661,0.925,8.611,-0.125,-1.144,0.213,2.074,0.707,2.659
0.001,-4.908,4.645,0.0,0.034,-1.678,0.162,0.362,0.931,-2.453,0.034,3.708,-3.512,0.016,8.233,-0.35,-0.938,0.964,2.075,0.026,2.544
-0.088,-3.416,4.743,0.0,0.152,-1.544,0.011,-0.363,0.558,-2.479,0.324,4.272,-3.671,-0.478,9.186,-0.438,-0.887,1.236,2.52,-0.366,3.001
-0.016,-3.81,4.246,0.0,-0.058,-1.756,0.333,-0.061,0.245,-2.236,-0.078,3.661,-4.111,-0.204,7.553,-0.007,-1.231,0.295,1.953,0.766,2.281
-0.1,-3.654,4.537,0.0,0.009,-1.769,-0.038,-0.367,0.784,-2.091,-0.043,4.053,-4.126,-0.079,8.222,-0.112,-0.945,0.461,1.949,0.506,2.529
0.03,-4.274,5.54,0.0,-0.03,-1.425,0.001,-0.475,0.644,-2.455,0.633,3.5,-3.968,-1.674,7.45,-0.336,-0.773,1.851,1.873,-0.964,2.103
-0.017,-3.647,4.313,0.0,-0.085,-1.618,0.189,0.001,0.614,-2.122,0.09,4.025,-3.508,0.036,8.14,-0.243,-0.862,0.996,1.833,0.148,2.267
-0.023,-3.971,4.569,0.0,-0.13,-1.529,0.269,0.133,0.551,-2.317,0.391,3.687,-3.624,-0.812,8.125,-0.558,-0.831,1.256,2.045,-0.311,2.498
0.017,-3.757,4.156,0.0,0.159,-1.683,0.142,0.074,0.591,-2.336,-0.319,4.066,-3.993,0.431,8.035,-0.307,-0.967,0.276,1.834,0.68,2.423
0.028,-2.786,4.616,0.0,0.164,-1.199,0.008,-0.859,1.177,-2.162,0.181,3.817,-3.325,-0.646,8.497,-0.394,-1.111,1.127,2.143,-0.136,2.608
0.007,-4.268,4.235,0.0,-0.193,-1.754,0.255,0.325,-0.027,-2.53,0.287,3.633,-3.744,-0.276,7.706,-0.619,-0.9,1.075,2.166,-0.306,2.285
0.159,-4.129,4.443,0.0,0.19,-1.725,0.114,-0.017,0.84,-2.337,-0.097,3.515,-3.778,-0.202,7.177,-0.109,-1.081,0.576,1.625,0.261,2.039
-0.219,-3.722,4.271,0.0,-0.217,-1.446,0.341,0.035,0.331,-2.315,0.55,4.269,-3.795,-0.231,9.185,-0.591,-0.594,1.204,2.443,-0.528,2.861
-0.15,-3.895,3.976,0.0,-0.121,-1.547,0.233,0.058,0.428,-2.209,0.159,3.593,-3.732,-0.05,7.329,-0.37,-0.834,0.763,1.709,-0.037,2.084
-0.024,-4.939,3.728,0.0,-0.213,-1.788,0.293,1.131,0.2,-2.457,0.191,3.876,-3.522,0.296,8.503,-0.69,-0.536,0.752,2.213,0.116,2.547
0.015,-4.778,4.455,0.0,-0.304,-1.987,0.336,0.514,0.379,-2.387,0.241,3.885,-3.822,-0.216,8.099,-0.475,-0.812,1.104,2.001,-0.016,2.276
-0.19,-3.369,4.972,0.0,-0.035,-1.319,-0.07,-0.591,1.08,-2.353,0.45,3.467,-3.693,-1.543,7.74,-0.351,-0.824,1.378,1.684,-0.522,2.337
-0.097,-4.301,4.856,0.0,-0.022,-1.623,0.015,-0.007,0.707,-2.33,0.082,3.505,-4.052,-0.735,7.202,-0.282,-0.773,1.105,1.608,-0.098,1.98
0.105,-3.441,4.442,0.0,-0.159,-1.648,0.322,-0.377,0.42,-2.196,-0.069,3.543,-4.055,-0.651,7.233,-0.052,-1.118,0.595,1.887,0.282,2.105
-0.143,-4.046,4.655,0.0,-0.024,-1.503,0.417,0.033,0.167,-2.302,0.424,3.772,-3.693,-0.549,9.164,-0.267,-0.395,1.49,2.686,-0.677,3.126
-0.225,-4.091,3.892,0.0,-0.465,-1.743,0.584,0.358,-0.018,-2.19,0.468,3.6,-3.708,-0.474,7.482,-0.419,-0.705,0.793,1.824,0.017,2.256
0.237,-3.208,5.277,0.0,0.348,-1.206,-0.402,-1.051,1.276,-2.323,-0.01,4.623,-3.966,-0.251,9.094,-0.299,-1.2,0.812,2.241,0.048,2.917
0.097,-4.173,4.413,0.0,-0.33,-1.668,0.299,0.151,0.437,-2.296,0.421,4.011,-3.689,-0.273,8.455,-0.383,-0.609,0.871,1.982,-0.083,2.506
-0.062,-4.205,4.157,0.0,-0.027,-1.675,0.215,0.365,0.356,-2.374,0.461,3.477,-2.851,-0.559,7.895,-0.767,-0.71,1.338,2.243,-0.455,2.519
-0.052,-4.385,5.118,0.0,0.373,-1.347,-0.237,-0.353,1.073,-2.417,-0.336,4.333,-4.238,0.103,8.429,-0.121,-1.339,0.518,1.837,0.565,2.403
0.012,-3.174,4.021,0.0,-0.247,-1.898,0.391,-0.241,0.176,-2.128,0.233,3.812,-4.064,-0.243,7.808,-0.258,-0.905,0.674,1.952,0.101,2.255
-0.169,-4.18,4.335,0.0,-0.132,-1.63,0.165,0.156,0.29,-2.28,0.145,3.665,-4.0,-0.242,8.171,-0.215,-0.722,0.756,2.106,0.165,2.607
0.059,-4.557,4.527,0.0,-0.178,-2.049,0.432,0.342,0.315,-2.436,0.15,3.773,-3.881,-0.377,7.775,-0.372,-0.972,0.779,2.003,0.363,2.421
-0.046,-4.272,4.915,0.0,0.168,-1.465,0.096,-0.048,0.951,-2.285,-0.065,4.284,-3.96,0.152,8.881,-0.324,-1.085,0.596,2.082,0.389,2.989
-0.004,-4.465,4.34,0.0,0.141,-1.709,0.127,0.192,0.894,-2.361,-0.117,3.89,-3.964,0.352,7.41,0.02,-1.16,0.255,1.694,0.535,2.283
0.075,-3.523,3.983,0.0,-0.108,-1.909,0.086,-0.135,0.527,-1.966,-0.247,4.326,-4.143,0.752,8.187,0.31,-1.251,-0.02,2.151,0.96,2.644
-0.1,-4.369,4.213,0.0,0.034,-1.911,0.18,0.417,0.492,-2.307,-0.168,4.0,-4.153,0.53,8.553,-0.239,-0.994,0.356,2.068,0.62,2.775
-0.002,-3.189,4.814,0.0,-0.042,-1.414,0.092,-0.75,0.841,-2.08,0.074,3.766,-3.844,-0.91,7.687,-0.131,-0.943,1.017,1.853,-0.062,2.341
0.104,-3.575,4.143,0.0,0.096,-1.402,0.216,-0.199,0.78,-2.458,0.016,3.461,-2.846,-0.193,8.211,-0.367,-0.883,1.127,2.017,-0.353,2.625
-0.002,-4.252,4.407,0.0,0.06,-1.913,0.066,-0.074,0.474,-2.225,-0.266,3.609,-4.264,-0.169,7.554,-0.303,-1.014,0.451,1.803,0.576,2.36
0.018,-4.937,5.161,0.0,0.43,-1.209,-0.165,-0.237,1.228,-2.631,-0.119,3.931,-3.863,-0.117,8.076,-0.382,-1.05,1.055,1.889,-0.104,2.494
0.07,-3.941,4.453,0.0,-0.536,-1.909,0.743,0.191,-0.121,-2.26,0.56,3.34,-4.172,-1.066,7.765,-0.497,-0.533,1.332,2.12,-0.211,2.357
0.036,-4.535,4.361,0.0,0.024,-1.912,0.149,0.13,0.792,-2.159,-0.356,3.667,-4.067,0.42,7.345,0.115,-1.13,0.09,1.685,0.903,2.207
-0.065,-3.796,4.825,0.0,0.44,-1.39,-0.268,-0.443,1.493,-2.369,-0.323,3.941,-3.622,0.05,8.606,0.0,-0.944,0.315,1.887,0.711,2.872
-0.133,-3.672,4.573,0.0,0.313,-1.762,-0.099,-0.395,0.727,-2.106,-0.234,3.848,-4.366,-0.009,8.282,-0.123,-1.058,0.248,2.216,0.605,2.736
-0.126,-4.037,3.129,0.0,-0.039,-1.931,0.149,0.945,0.16,-2.003,-0.227,3.945,-4.162,1.223,8.379,0.102,-0.801,-0.229,2.068,1.141,2.667
0.107,-4.222,4.454,0.0,-0.15,-1.791,0.306,0.137,0.623,-2.134,0.152,3.756,-3.961,-0.103,7.799,-0.335,-0.818,0.58,1.967,0.36,2.524
-0.231,-4.802,4.818,0.0,-0.046,-1.691,-0.053,0.089,0.777,-2.368,-0.03,3.979,-4.173,-0.173,7.606,-0.244,-1.037,0.642,1.634,0.272,2.313
-0.021,-3.407,3.38,0.0,0.043,-1.973,-0.025,0.233,0.492,-1.77,-0.455,3.762,-4.395,0.874,7.817,0.165,-1.387,-0.522,1.907,1.48,2.479
0.158,-4.116,4.466,0.0,0.224,-1.562,-0.18,0.093,1.462,-2.261,-0.118,3.765,-3.365,-0.105,7.384,-0.112,-1.085,0.434,1.634,0.424,2.215
-0.067,-4.574,4.724,0.0,0.083,-1.698,-0.075,-0.149,1.165,-2.314,-0.036,3.843,-4.444,-0.199,7.584,0.28,-1.335,0.247,1.536,0.771,2.305
-0.012,-4.775,4.417,0.0,-0.116,-1.944,0.231,0.605,0.614,-2.487,-0.034,3.853,-3.972,0.214,7.96,-0.163,-1.079,0.386,2.036,0.571,2.634
0.139,-4.357,3.665,0.0,0.052,-1.875,0.01,0.806,0.548,-2.292,-0.149,4.054,-3.403,0.679,8.615,-0.112,-1.005,0.262,2.122,0.775,2.625
-0.143,-4.816,4.596,0.0,-0.135,-1.436,0.194,0.242,0.532,-2.453,-0.019,4.051,-4.29,0.276,9.11,-0.102,-0.635,0.789,2.389,0.147,2.989
-0.144,-4.1,4.195,0.0,-0.18,-1.644,0.353,0.021,0.421,-2.318,0.046,3.812,-4.247,0.186,8.21,-0.243,-1.006,0.582,1.96,0.527,2.42
-0.16,-4.176,3.983,0.0,0.118,-1.524,0.029,0.436,0.63,-2.089,-0.076,3.742,-3.566,0.515,7.934,-0.307,-0.966,0.532,1.906,0.311,2.543
-0.242,-3.063,4.852,0.0,-0.012,-1.388,0.158,-0.732,0.39,-2.467,0.524,3.425,-3.704,-1.569,7.859,-0.476,-0.428,1.787,2.241,-1.042,2.413
0.104,-4.369,3.959,0.0,-0.134,-1.888,0.447,0.531,0.128,-2.28,0.045,3.605,-3.688,0.391,7.871,-0.308,-0.804,0.77,2.087,0.164,2.449
-0.031,-4.029,4.108,0.0,-0.001,-1.488,0.181,0.191,0.591,-2.351,-0.238,3.814,-3.82,0.414,8.278,-0.302,-0.844,0.702,2.111,0.143,2.577
-0.104,-4.34,4.936,0.0,-0.095,-1.751,0.21,-0.192,0.312,-2.522,0.106,3.607,-4.287,-0.587,7.773,-0.411,-0.745,1.102,2.022,-0.231,2.425
-0.029,-3.942,4.364,0.0,0.029,-1.709,0.025,-0.114,0.497,-2.369,0.039,3.674,-3.691,-0.288,8.446,-0.264,-0.822,0.792,2.206,0.381,2.714
0.009,-3.423,4.271,0.0,0.089,-1.412,0.088,-0.378,0.607,-2.298,-0.07,3.354,-3.709,-0.249,7.159,-0.101,-1.149,0.697,1.696,0.393,2.308
-0.207,-3.37,4.779,0.0,-0.125,-1.599,0.157,-0.84,0.567,-2.234,0.176,4.032,-4.203,-0.405,9.109,-0.138,-0.742,0.896,2.32,-0.046,3.138
-0.197,-3.668,4.482,0.0,-0.305,-1.572,0.239,0.028,0.638,-2.069,0.172,3.564,-4.133,-0.774,7.851,-0.227,-0.715,0.733,1.997,0.089,2.589
-0.256,-3.656,5.014,0.0,-0.065,-1.46,0.254,-0.381,0.551,-2.387,0.268,4.154,-4.452,-0.839,8.725,-0.297,-1.081,0.955,2.403,-0.066,2.776
-0.116,-3.385,4.046,0.0,-0.301,-1.738,0.521,-0.042,-0.163,-2.097,0.168,3.621,-4.269,-0.373,8.189,-0.304,-0.503,0.809,2.238,0.088,2.637
0.095,-3.958,3.748,0.0,-0.067,-1.751,0.289,0.402,0.429,-2.074,0.284,3.706,-3.6,-0.091,8.151,-0.356,-1.124,0.554,1.946,0.156,2.589
-0.008,-3.919,3.589,0.0,-0.075,-1.706,0.105,0.434,0.486,-2.336,-0.208,3.575,-2.991,0.352,8.366,-0.197,-0.908,0.525,2.208,0.498,2.733
0.081,-4.349,4.693,0.0,0.228,-1.475,0.054,-0.213,0.771,-2.293,-0.345,4.198,-4.134,0.764,8.42,0.301,-1.356,0.362,1.909,0.579,2.661
0.098,-3.692,4.27,0.0,0.125,-1.686,0.122,0.104,0.218,-2.312,0.095,4.019,-3.754,0.164,9.222,-0.352,-0.736,0.974,2.724,-0.12,3.015
0.012,-3.801,3.494,0.0,-0.335,-1.89,0.332,0.326,0.097,-2.141,-0.071,3.651,-3.798,0.636,7.795,-0.019,-0.896,0.081,1.894,0.745,2.459
0.061,-4.589,5.4,0.0,0.308,-1.388,0.042,-0.402,0.69,-2.616,0.11,3.456,-3.907,-1.04,7.374,-0.506,-1.205,1.486,1.623,-0.571,2.147
-0.183,-3.827,5.086,0.0,0.188,-1.454,0.046,-0.527,0.569,-2.532,0.149,3.978,-3.92,-0.663,8.409,-0.313,-1.09,1.377,2.164,-0.353,2.503
0.022,-3.486,3.914,0.0,-0.071,-1.696,0.14,-0.114,0.53,-1.919,-0.108,4.154,-4.182,0.294,8.18,0.18,-1.259,-0.09,1.717,1.02,2.541
-0.045,-2.82,4.088,0.0,-0.238,-1.561,0.145,-0.281,0.458,-2.119,0.264,3.424,-3.503,-0.586,7.429,0.07,-1.023,0.749,1.871,0.148,2.216
-0.141,-3.861,4.832,0.0,0.163,-1.43,0.071,-0.504,0.892,-2.35,-0.09,3.879,-4.162,-0.326,7.743,-0.01,-0.92,0.82,1.575,0.142,2.259
0.081,-3.353,4.722,0.0,-0.311,-1.677,0.388,-0.592,0.14,-2.28,-0.058,4.112,-4.566,-0.271,8.817,-0.018,-1.117,0.661,2.371,0.372,2.858
-0.101,-5.025,4.369,0.0,0.113,-2.023,0.063,0.526,0.495,-2.411,0.008,4.283,-4.048,0.505,8.425,-0.091,-1.138,0.473,2.152,0.545,2.699
0.116,-3.797,4.17,0.0,0.017,-1.746,0.264,0.372,0.063,-2.377,0.173,4.074,-4.159,0.097,8.957,-0.294,-0.672,0.57,2.488,0.245,2.975
-0.107,-3.855,4.165,0.0,0.133,-1.783,0.11,0.12,0.658,-2.081,-0.121,3.56,-3.726,-0.062,7.91,-0.158,-1.193,0.667,1.934,0.325,2.34
-0.071,-2.701,4.987,0.0,0.147,-1.166,0.005,-0.845,0.998,-2.329,0.124,3.73,-3.42,-1.145,7.588,-0.243,-0.982,1.374,1.363,-0.348,2.3
-0.182,-4.368,4.865,0.0,0.026,-2.054,0.285,-0.287,0.539,-2.267,0.164,3.962,-4.229,-0.212,8.217,-0.157,-1.149,0.883,2.073,0.269,2.502
0.03,-4.267,3.643,0.0,-0.099,-1.968,0.146,0.412,0.273,-2.006,-0.029,3.693,-3.782,0.71,7.469,-0.0,-0.955,0.032,1.892,0.789,2.155
0.011,-3.882,5.259,0.0,0.04,-1.515,-0.04,-0.435,0.756,-2.506,0.406,3.816,-4.035,-1.33,8.129,-0.458,-0.886,1.348,1.891,-0.55,2.418
-0.093,-2.907,3.422,0.0,-0.35,-1.761,0.415,0.22,-0.007,-2.008,0.122,3.73,-3.599,0.212,8.626,-0.387,-0.679,0.473,2.409,0.489,2.845
0.096,-4.365,4.379,0.0,-0.278,-1.815,0.2,0.378,0.511,-2.422,0.115,3.846,-3.793,-0.279,8.381,-0.319,-0.764,0.791,2.158,0.167,2.46
0.12,-3.982,5.074,0.0,0.165,-1.206,0.024,-0.409,0.966,-2.116,0.204,3.984,-3.931,-0.648,7.814,-0.453,-1.063,1.089,1.954,-0.312,2.539
