Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y,x14,x15,x16,x17,x18,x19,x20
297,-4.726,0.023,0.437,3.833,1.627,5.457,1.111,0.785,0.126,-0.409,0.483,1.864,1.726,1.0,3.12,-2.81,-1.387,1.286,-0.541,-0.192,0.445
298,-3.905,-0.591,-0.069,4.353,1.225,4.825,0.352,0.753,-0.615,-0.308,1.235,1.561,1.64,1.0,2.394,-2.131,-1.536,0.846,-0.776,0.221,0.104
299,-5.135,-0.32,0.182,4.469,1.353,6.022,0.734,0.291,-0.51,-1.041,-0.212,1.544,1.982,1.0,1.965,-3.135,-2.029,0.942,-0.89,0.383,0.444
300,-3.96,0.066,0.136,3.978,1.308,4.779,0.369,0.956,-0.245,0.126,0.938,1.586,1.748,1.0,3.099,-2.105,-0.894,0.959,-0.476,-0.369,0.278
301,-3.449,0.045,0.015,3.754,1.459,4.196,0.505,0.738,0.013,0.415,1.438,1.752,1.503,1.0,3.022,-1.804,-1.123,1.023,-0.227,-0.18,0.619
302,-4.99,-0.015,0.461,3.111,1.507,5.578,0.727,0.509,-0.161,-0.665,-0.465,2.022,2.035,1.0,2.557,-3.177,-1.698,1.162,-0.669,-0.116,0.191
303,-4.32,0.036,0.096,4.285,1.383,5.07,1.124,0.476,-0.607,-0.589,0.385,1.465,1.776,1.0,1.792,-2.654,-1.654,0.877,-0.763,0.653,0.058
304,-4.516,0.211,0.585,3.568,1.538,5.354,0.943,0.823,-0.28,-0.725,0.458,1.795,1.793,1.0,2.967,-2.877,-1.052,1.269,-0.701,-0.053,0.164
305,-3.673,0.105,-0.313,4.574,1.469,4.582,0.547,0.786,-0.271,-0.029,1.846,1.894,1.336,1.0,3.149,-1.8,-1.017,1.097,-0.565,-0.039,0.292
306,-4.614,0.029,0.325,2.546,1.307,5.431,1.01,0.617,-0.256,-0.984,-1.1,1.342,1.841,1.0,2.154,-2.831,-1.664,0.997,-0.861,-0.265,0.188
307,-4.133,-0.373,0.164,4.285,1.224,5.107,0.387,0.443,-0.703,-0.574,0.449,1.748,1.788,1.0,1.936,-2.456,-1.435,1.056,-0.867,0.604,0.313
308,-4.014,-0.396,-0.072,4.166,1.286,4.852,0.381,0.421,-0.82,-0.553,0.806,1.585,1.939,1.0,2.047,-2.431,-1.442,0.8,-0.83,0.432,0.028
309,-4.379,0.07,0.101,3.928,1.485,5.08,0.727,0.572,-0.18,-0.428,0.558,1.7,1.785,1.0,2.925,-2.508,-1.399,0.905,-0.475,-0.402,0.354
310,-4.515,-0.495,-0.052,5.132,1.616,5.339,0.58,0.372,-1.008,-0.584,0.736,1.531,2.055,1.0,1.74,-2.502,-1.915,0.947,-1.012,1.086,0.051
311,-3.979,-0.436,0.024,4.035,1.333,4.699,0.434,0.782,-0.444,-0.626,1.032,1.553,1.441,1.0,2.704,-2.279,-1.094,0.714,-0.86,-0.319,0.038
312,-4.522,0.36,0.166,3.982,1.43,5.203,0.932,0.602,0.007,-0.48,0.691,1.528,1.799,1.0,2.889,-2.842,-1.758,1.123,-0.547,-0.047,0.257
313,-4.056,-0.311,0.06,3.95,1.385,4.6,0.115,0.624,-1.046,-0.368,0.42,1.537,2.076,1.0,1.733,-2.388,-1.561,1.039,-0.713,1.018,0.121
314,-4.178,-0.144,0.038,3.971,1.294,5.102,0.37,0.783,-0.698,-0.66,0.563,1.788,1.836,1.0,2.451,-2.44,-1.338,1.072,-0.785,0.309,0.298
315,-4.383,-0.06,0.463,3.643,1.408,5.226,0.724,0.712,-0.398,-0.199,0.147,1.555,2.139,1.0,2.622,-2.494,-1.186,0.971,-0.76,0.062,0.328
316,-3.605,0.149,0.158,3.835,1.5,4.345,0.619,0.821,-0.62,0.135,0.709,1.229,1.897,1.0,2.208,-2.16,-1.303,0.943,-0.416,0.256,0.292
317,-4.845,0.197,0.263,4.496,1.683,5.51,0.981,0.785,-0.67,-0.676,0.474,1.591,1.91,1.0,2.239,-2.821,-1.934,1.138,-0.793,0.423,0.158
318,-3.513,-0.302,-0.244,4.232,1.416,4.279,0.246,0.579,-0.656,0.101,1.225,1.655,1.63,1.0,2.423,-1.765,-1.08,0.777,-0.659,0.228,0.256
319,-5.098,0.027,0.245,4.487,1.457,5.897,0.875,0.55,-0.281,-0.879,0.365,1.636,1.975,1.0,2.524,-3.271,-1.767,1.109,-0.828,0.192,0.229
320,-3.604,-0.07,-0.322,4.495,1.197,4.476,0.704,0.671,-0.42,-0.494,1.423,1.703,1.49,1.0,2.298,-2.087,-1.194,0.904,-0.604,0.319,0.3
321,-4.042,-0.03,0.211,4.507,1.595,4.957,0.9,0.548,-0.49,-0.307,0.897,1.582,1.964,1.0,2.133,-2.262,-1.399,1.07,-0.785,0.608,0.214
322,-5.306,-0.314,0.385,3.316,1.261,6.177,0.58,0.699,-0.093,-1.339,-0.474,1.908,1.638,1.0,2.977,-3.269,-1.513,0.808,-0.812,-0.928,0.244
323,-3.903,-0.391,-0.131,4.172,1.366,4.594,0.342,0.736,-0.719,-0.128,1.056,1.783,1.874,1.0,2.301,-1.999,-1.262,1.045,-0.691,0.625,0.307
324,-3.805,0.039,0.072,3.925,1.349,4.265,0.034,0.738,-0.116,0.491,1.629,1.504,1.661,1.0,3.32,-2.109,-0.933,0.987,-0.241,-0.409,0.238
325,-3.992,-0.06,0.493,3.729,1.566,4.775,0.604,0.583,-0.009,-0.192,0.847,1.785,1.989,1.0,2.999,-2.507,-1.291,1.054,-0.449,-0.072,0.613
326,-4.699,-0.08,0.013,4.709,1.398,5.446,0.609,0.661,-0.155,-0.561,0.95,1.688,1.794,1.0,2.702,-2.782,-1.444,0.88,-0.636,-0.04,0.237
327,-3.693,-0.325,0.225,3.943,1.4,4.383,0.384,0.707,-0.424,-0.465,1.102,1.775,1.594,1.0,2.471,-2.341,-1.06,0.939,-0.757,0.193,0.272
328,-3.452,0.294,-0.303,4.085,1.499,4.287,1.133,0.543,-0.343,-0.073,1.292,1.675,1.744,1.0,2.339,-1.893,-1.211,1.157,-0.601,0.656,0.616
329,-3.874,-0.069,-0.043,4.163,1.241,4.826,0.762,0.454,-0.098,-0.532,1.006,1.734,1.665,1.0,2.578,-2.322,-1.286,0.652,-0.597,-0.439,0.296
330,-3.99,0.053,-0.205,4.844,1.708,5.017,1.358,0.633,-0.435,-0.056,1.245,1.535,1.715,1.0,2.288,-2.221,-1.328,1.076,-0.704,0.65,0.199
331,-4.366,0.39,0.282,3.518,1.537,4.904,0.992,0.84,0.15,-0.46,0.633,1.59,1.728,1.0,3.19,-2.678,-1.44,1.167,-0.407,-0.248,0.524
332,-3.702,-0.052,0.014,3.78,1.363,4.611,0.502,0.636,-0.317,-0.306,0.703,1.789,1.822,1.0,2.312,-2.303,-1.52,0.875,-0.541,0.245,0.166
333,-4.223,-0.171,0.187,3.644,1.416,5.034,0.734,0.591,-0.209,-0.374,0.649,1.417,2.097,1.0,2.621,-2.32,-1.394,0.954,-0.741,-0.001,0.147
334,-4.274,0.145,0.1,4.285,1.549,4.923,0.967,0.959,-0.019,-0.049,1.109,1.607,1.794,1.0,2.838,-2.194,-1.3,1.179,-0.533,0.154,0.41
335,-5.109,-0.355,0.242,4.027,1.553,5.821,0.858,0.715,-1.152,-0.821,-0.455,1.485,1.902,1.0,1.302,-3.049,-2.123,1.353,-0.969,1.264,0.107
336,-4.154,-0.027,0.035,4.375,1.584,4.825,0.96,1.084,-0.163,0.326,1.421,1.66,1.632,1.0,3.417,-2.294,-1.287,1.215,-0.426,-0.137,0.371
337,-3.627,-0.723,-0.033,3.459,1.39,4.448,0.344,0.715,-1.169,-0.305,0.358,1.359,1.747,1.0,1.969,-1.968,-1.427,1.113,-0.92,0.686,0.054
338,-4.247,-0.029,0.051,3.809,1.366,5.33,0.934,0.582,-0.848,-0.556,0.023,1.538,1.764,1.0,2.03,-2.192,-1.742,1.177,-1.047,0.616,-0.227
339,-4.012,0.07,0.152,4.044,1.675,4.977,0.655,0.67,-0.496,-0.094,0.767,1.589,1.934,1.0,2.404,-2.309,-1.508,1.086,-0.656,0.465,0.333
340,-4.866,-0.258,0.489,3.981,1.321,5.877,0.668,0.544,-0.38,-0.911,-0.197,1.607,1.799,1.0,2.376,-2.791,-1.557,0.868,-0.892,-0.007,0.28
341,-4.833,-0.566,0.245,4.21,1.508,5.836,0.612,0.627,-0.843,-0.811,-0.019,1.533,1.771,1.0,1.957,-2.808,-1.912,1.005,-0.958,0.327,-0.003
342,-3.75,-0.203,-0.041,3.869,1.381,4.521,0.428,1.031,-0.758,-0.543,0.965,1.695,1.622,1.0,2.602,-2.286,-1.005,1.173,-0.625,0.277,0.172
343,-4.484,-0.181,-0.005,4.181,1.346,5.121,0.751,0.497,-0.59,-0.739,0.456,1.862,1.885,1.0,2.232,-2.493,-1.701,0.927,-0.885,0.317,0.044
344,-4.207,0.242,0.51,3.394,1.367,4.971,0.414,0.738,-0.298,0.097,0.435,1.845,2.08,1.0,3.091,-2.255,-1.249,0.916,-0.273,-0.379,0.591
345,-3.858,0.023,0.076,3.345,1.317,4.735,0.947,0.731,-0.854,-0.291,-0.031,1.579,1.794,1.0,1.889,-2.029,-1.496,0.956,-0.964,0.34,0.105
346,-4.413,-0.715,0.198,4.236,1.319,5.316,0.205,0.539,-1.241,-0.811,0.258,1.524,1.804,1.0,1.715,-2.699,-1.783,0.922,-1.018,0.736,-0.165
347,-4.161,-0.051,0.242,3.934,1.639,4.932,0.735,0.845,-0.685,-0.386,0.36,1.732,1.956,1.0,2.063,-2.293,-1.68,1.163,-0.819,0.514,0.061
348,-4.881,-0.182,0.463,3.773,1.317,5.618,0.491,0.457,-0.324,-0.918,0.325,1.716,2.016,1.0,2.579,-2.825,-1.567,0.931,-0.74,-0.055,0.106
349,-5.403,-0.242,0.934,3.674,1.202,6.202,0.26,0.523,-0.517,-1.129,-0.574,1.864,1.994,1.0,2.518,-3.561,-1.683,0.9,-0.712,-0.099,0.261
350,-4.116,-0.144,-0.349,4.663,1.516,5.002,0.83,0.861,-0.543,-0.209,1.278,1.645,1.706,1.0,2.55,-2.288,-1.357,1.151,-0.685,0.435,0.247
351,-3.619,0.035,-0.202,4.395,1.381,4.102,0.534,0.87,0.033,0.074,2.116,1.488,1.044,1.0,3.318,-1.955,-0.907,0.912,-0.397,-0.514,0.519
352,-4.682,0.365,0.205,4.137,1.447,5.344,1.101,0.473,0.304,-0.495,0.878,1.672,2.074,1.0,3.031,-2.905,-1.504,1.046,-0.467,-0.037,0.179
353,-4.406,-0.282,0.202,4.176,1.336,5.158,0.492,0.78,-0.402,-0.546,0.936,1.589,1.749,1.0,2.715,-2.495,-1.443,0.959,-0.658,-0.031,0.214
354,-4.27,-0.114,-0.243,5.178,1.648,5.128,1.003,0.763,-0.303,-0.522,1.761,1.615,1.679,1.0,2.974,-2.543,-1.515,1.129,-0.717,0.264,0.179
355,-3.569,0.411,0.131,2.98,1.503,4.359,0.769,0.814,-0.374,-0.18,0.503,1.696,1.829,1.0,2.631,-2.148,-1.035,1.152,-0.485,0.158,0.326
356,-3.817,-0.06,-0.23,4.922,1.384,4.696,0.919,0.671,-0.795,-0.347,1.15,1.582,1.881,1.0,1.869,-2.193,-1.445,1.008,-0.665,1.098,0.268
357,-3.774,-0.679,-0.333,4.598,1.241,4.612,-0.19,0.652,-0.684,-0.346,1.61,1.586,1.441,1.0,2.619,-1.955,-1.294,1.047,-0.792,0.24,0.205
358,-3.655,0.178,0.13,4.287,1.578,4.399,0.643,0.851,0.006,0.356,1.702,1.851,1.481,1.0,3.17,-2.282,-0.911,1.001,-0.295,-0.257,0.456
359,-5.103,0.118,0.182,5.096,1.536,5.899,1.027,0.683,-0.52,-0.84,0.952,1.627,1.844,1.0,2.871,-3.076,-1.515,0.852,-0.874,0.068,-0.027
360,-4.372,-0.127,0.348,3.941,1.512,5.202,0.205,0.784,-0.452,-0.303,0.278,1.726,1.769,1.0,2.585,-2.57,-1.639,1.089,-0.534,0.199,0.339
361,-4.318,-0.182,0.164,4.243,1.425,4.851,-0.026,0.738,-0.113,-0.013,1.099,1.754,1.935,1.0,3.076,-2.526,-1.248,1.214,-0.431,0.025,0.374
362,-3.889,-0.541,0.15,4.228,1.201,4.809,0.278,0.242,-0.712,-0.694,0.945,1.663,1.807,1.0,2.135,-2.36,-1.492,0.743,-0.855,0.305,-0.101
363,-5.042,-0.491,0.502,3.77,1.271,6.036,0.242,0.659,-0.901,-1.123,-0.386,1.612,1.86,1.0,2.0,-2.861,-1.638,0.923,-0.99,0.177,0.087
364,-3.959,-0.166,0.021,4.874,1.829,5.018,0.836,0.761,-0.482,-0.036,1.273,1.712,1.88,1.0,2.549,-2.107,-1.436,1.244,-0.758,0.625,0.464
365,-4.505,-0.119,0.253,4.135,1.594,5.416,0.914,0.75,-0.753,-0.549,0.331,1.698,1.925,1.0,2.381,-2.699,-1.608,1.016,-0.91,0.403,0.049
366,-4.583,-0.365,0.28,4.567,1.704,5.345,0.762,0.774,-0.627,-0.452,0.739,1.554,1.828,1.0,2.331,-2.648,-1.777,1.251,-0.742,0.649,0.101
367,-3.476,0.16,-0.364,3.924,1.324,4.242,0.78,0.672,-0.376,-0.034,0.988,1.581,1.719,1.0,2.341,-1.741,-1.133,0.924,-0.586,0.431,0.33
368,-4.675,0.346,0.644,3.802,1.544,5.081,0.486,0.748,0.424,0.038,1.18,1.87,2.135,1.0,4.166,-3.049,-0.853,1.013,0.067,-1.03,0.68
369,-3.537,-0.139,-0.452,4.897,1.414,4.402,0.572,0.706,-0.658,-0.167,1.661,1.63,1.68,1.0,2.376,-1.864,-1.372,1.111,-0.739,0.631,0.125
370,-4.095,0.13,-0.065,4.243,1.253,4.585,0.69,0.651,-0.127,-0.081,1.45,1.574,1.735,1.0,3.03,-2.308,-0.925,0.683,-0.365,-0.511,0.452
371,-4.508,-0.064,0.503,3.479,1.437,5.267,0.572,0.339,0.141,-0.33,0.245,1.63,2.219,1.0,2.907,-2.706,-1.494,1.005,-0.585,-0.392,0.336
372,-4.156,-0.228,-0.139,4.61,1.687,5.117,0.83,0.57,-0.874,-0.455,0.687,1.489,2.03,1.0,2.009,-2.561,-1.665,1.082,-0.978,0.793,-0.115
373,-3.398,0.433,-0.197,3.612,1.628,4.149,1.263,0.703,-0.348,-0.036,1.051,1.659,1.798,1.0,2.288,-1.963,-1.157,1.0,-0.653,0.406,0.29
374,-3.725,0.004,-0.164,4.377,1.64,4.453,0.724,0.7,-0.358,-0.076,1.365,1.669,1.727,1.0,2.596,-2.054,-1.144,1.142,-0.647,0.585,0.233
375,-3.478,-0.146,-0.015,4.48,1.297,4.415,0.405,0.872,-0.614,-0.251,1.386,1.661,1.547,1.0,2.68,-2.059,-1.186,1.049,-0.705,0.359,0.103
376,-3.986,-0.362,0.088,4.894,1.265,4.717,0.037,0.75,0.086,-0.251,2.064,1.624,1.151,1.0,3.668,-2.411,-0.764,1.135,-0.421,-0.553,0.315
377,-3.825,0.153,-0.061,4.956,1.39,4.617,0.56,1.155,-0.158,0.191,2.295,1.652,1.036,1.0,3.427,-1.915,-0.837,1.054,-0.384,-0.57,0.345
378,-3.928,-0.369,0.015,3.936,1.507,4.661,0.593,0.604,-0.393,-0.421,1.03,1.725,1.81,1.0,2.62,-2.278,-1.199,0.833,-0.845,-0.017,0.198
379,-4.26,-0.212,-0.366,4.993,1.386,5.15,0.798,0.542,-0.457,-0.571,1.521,1.658,1.813,1.0,2.65,-2.416,-1.282,0.997,-0.883,0.173,0.117
380,-3.487,-0.275,0.029,3.967,1.322,4.205,0.279,0.837,-0.143,0.068,1.3,1.686,1.652,1.0,2.715,-1.826,-0.935,1.091,-0.432,0.11,0.297
381,-4.324,-0.349,0.275,3.977,1.579,5.166,0.304,0.716,-0.4,-0.437,0.508,1.547,1.928,1.0,2.737,-2.492,-1.434,1.061,-0.802,-0.029,0.067
382,-4.154,0.48,0.208,3.526,1.602,4.909,1.419,0.912,-0.011,-0.059,0.714,1.717,1.853,1.0,3.055,-2.509,-1.136,1.346,-0.367,0.052,0.537
383,-3.884,0.046,-0.033,4.544,1.493,4.961,0.782,0.861,-0.819,-0.444,1.049,1.637,1.605,1.0,2.28,-2.274,-1.425,1.011,-0.884,0.482,0.128
384,-4.419,-0.24,0.202,3.899,1.374,5.206,0.515,0.865,-0.391,-0.498,0.326,1.664,1.94,1.0,2.725,-2.657,-1.357,0.94,-0.484,-0.122,0.507
385,-4.992,-0.551,0.763,3.021,1.469,5.717,0.575,0.681,-0.66,-1.094,-0.602,1.424,1.612,1.0,2.205,-3.053,-1.595,0.937,-1.054,0.053,0.097
386,-5.537,0.008,0.322,5.037,1.563,6.336,1.083,0.516,-0.302,-0.868,0.768,1.749,1.838,1.0,2.673,-3.548,-1.804,1.004,-0.813,0.282,0.254
387,-4.174,0.252,0.386,3.84,1.517,4.783,0.404,0.715,-0.071,0.218,0.82,1.56,2.286,1.0,3.116,-2.459,-1.343,0.98,-0.235,-0.271,0.332
388,-4.143,-0.208,0.195,3.742,1.42,4.926,0.717,0.619,-0.253,-0.367,0.536,1.519,2.075,1.0,2.306,-2.518,-1.609,1.081,-0.758,0.361,0.196
389,-4.312,-0.394,0.596,2.636,1.351,5.264,0.306,0.634,-0.12,-0.376,-0.51,1.899,2.069,1.0,2.898,-2.508,-1.428,0.968,-0.646,-0.458,0.343
390,-4.953,-0.161,0.546,3.979,1.531,5.747,0.182,0.567,-0.039,-0.904,0.207,1.799,1.742,1.0,2.913,-3.101,-1.429,0.802,-0.628,-0.679,0.197
391,-4.15,0.161,0.084,4.148,1.636,4.835,0.921,1.035,0.027,-0.106,1.161,1.745,1.982,1.0,3.349,-2.478,-1.06,1.275,-0.363,-0.257,0.401
392,-4.547,-0.275,0.51,3.601,1.309,5.421,0.431,0.477,-0.429,-0.922,-0.141,1.739,1.746,1.0,2.393,-2.776,-1.622,0.854,-0.882,-0.254,0.237
393,-5.176,-0.446,0.433,4.361,1.318,6.031,0.547,0.768,-1.035,-1.074,-0.428,1.486,1.812,1.0,1.385,-3.257,-2.212,0.968,-0.822,0.809,0.127
394,-4.398,0.183,0.264,3.919,1.532,5.052,0.763,0.646,-0.135,-0.106,0.619,1.721,2.144,1.0,3.023,-2.536,-1.397,0.99,-0.3,-0.19,0.514
395,-4.266,0.085,0.296,3.4,1.325,4.94,0.217,0.732,-0.276,-0.391,0.573,1.839,1.742,1.0,3.121,-2.666,-1.132,1.058,-0.337,-0.369,0.564
396,-4.376,-0.594,0.353,3.395,1.29,5.247,0.112,0.449,-1.236,-0.925,-0.434,1.623,1.748,1.0,1.684,-2.789,-1.591,0.768,-1.075,0.369,-0.012
397,-3.719,-0.091,0.324,3.688,1.522,4.453,0.794,0.73,0.153,0.067,1.25,1.886,1.795,1.0,3.173,-2.064,-1.119,1.039,-0.379,-0.345,0.357
398,-3.765,-0.48,0.116,3.971,1.445,4.497,0.249,0.648,-0.553,-0.284,1.138,1.607,1.654,1.0,2.378,-2.216,-1.303,0.929,-0.743,0.157,0.174
399,-3.493,0.158,0.328,2.854,1.436,4.27,0.626,0.646,0.097,0.121,0.587,1.835,2.101,1.0,3.097,-1.97,-1.023,0.954,-0.282,-0.386,0.406
400,-4.64,0.093,0.774,3.665,1.539,5.378,1.095,0.828,0.282,-0.446,0.317,1.752,2.02,1.0,2.977,-2.85,-1.34,1.081,-0.519,-0.225,0.427
401,-5.202,-0.229,0.644,3.888,1.441,5.825,0.665,0.552,-0.305,-0.9,-0.182,1.576,1.98,1.0,2.502,-3.282,-1.758,1.009,-0.726,-0.175,0.217
402,-3.5,-0.303,-0.253,4.617,1.277,4.361,0.281,0.759,-0.362,0.178,1.92,1.506,1.349,1.0,2.739,-1.578,-0.99,0.913,-0.536,0.122,0.066
403,-3.439,-0.013,-0.191,4.065,1.396,4.249,0.681,0.968,-0.26,-0.104,1.603,1.602,1.351,1.0,2.949,-1.926,-0.866,1.044,-0.592,-0.16,0.144
404,-3.895,-0.49,0.163,4.093,1.333,4.858,0.343,0.576,-1.084,-0.525,0.526,1.619,1.821,1.0,1.741,-2.176,-1.68,0.95,-0.996,0.576,-0.102
405,-3.669,0.361,-0.454,4.727,1.443,4.533,1.127,0.853,-0.352,-0.092,1.643,1.466,1.46,1.0,2.831,-1.88,-0.967,1.003,-0.676,0.138,0.22
406,-3.897,-0.148,0.291,3.267,1.435,4.85,0.724,0.73,-0.51,-0.092,-0.029,1.682,2.208,1.0,2.321,-2.298,-1.258,1.007,-0.723,0.321,-0.02
407,-3.789,0.126,0.021,4.059,1.569,4.56,0.816,0.514,-0.176,-0.068,1.144,1.77,1.884,1.0,2.687,-2.341,-1.219,0.889,-0.478,0.184,0.44
408,-4.324,-0.206,0.431,4.477,1.469,5.385,0.705,0.337,-0.713,-0.604,0.359,1.547,2.175,1.0,1.848,-2.674,-1.542,0.615,-0.86,0.569,-0.001
409,-4.349,-0.035,0.234,3.907,1.545,5.088,0.623,0.759,-0.085,-0.138,0.553,1.628,1.769,1.0,2.933,-2.495,-1.362,0.947,-0.503,-0.396,0.269
410,-4.492,-0.042,0.493,3.976,1.45,5.21,0.284,0.797,-0.367,-0.326,0.543,1.685,1.893,1.0,2.547,-2.584,-1.398,1.112,-0.501,0.074,0.4
411,-3.744,0.019,-0.458,4.294,1.48,4.71,0.976,0.64,-1.049,-0.156,0.443,1.484,1.874,1.0,1.661,-1.812,-1.567,1.103,-0.971,1.008,0.056
412,-4.38,-0.262,-0.101,4.902,1.473,5.217,0.328,0.579,-0.981,-0.784,1.087,1.756,1.64,1.0,2.236,-2.763,-1.542,1.039,-0.797,0.681,-0.028
413,-3.426,-0.172,-0.187,4.48,1.59,4.287,0.643,0.605,-0.716,-0.068,1.181,1.572,1.878,1.0,1.9,-1.808,-1.326,0.938,-0.754,0.932,0.172
414,-3.739,-0.073,0.093,3.758,1.519,4.517,0.924,0.695,-0.592,-0.403,0.678,1.474,1.808,1.0,2.058,-2.187,-1.283,1.082,-0.811,0.364,0.212
415,-3.929,0.074,-0.03,4.091,1.381,4.781,0.603,0.717,-0.101,-0.35,0.958,1.792,1.84,1.0,2.791,-2.375,-1.372,0.907,-0.571,-0.195,0.262
416,-4.001,0.617,-0.047,4.258,1.584,4.439,0.929,0.851,0.458,0.206,2.207,1.594,1.356,1.0,4.169,-2.371,-0.819,1.039,0.059,-1.0,0.568
417,-3.603,-0.757,-0.362,4.705,1.245,4.749,0.375,0.65,-1.543,-0.654,0.851,1.424,1.799,1.0,1.406,-2.017,-1.512,0.957,-1.254,1.022,-0.104
418,-3.965,-0.725,0.136,3.947,1.348,4.745,-0.021,0.568,-1.118,-0.352,0.157,1.5,1.998,1.0,1.517,-2.308,-1.869,0.999,-0.702,1.067,0.15
419,-4.033,-0.068,-0.085,4.413,1.58,4.63,0.692,0.868,-0.666,-0.141,1.138,1.564,1.569,1.0,2.424,-2.044,-1.503,1.168,-0.725,0.398,0.305
420,-4.651,-0.543,0.218,4.468,1.403,5.388,0.074,0.457,-0.617,-0.867,0.415,1.684,1.829,1.0,2.145,-2.903,-1.699,0.832,-0.749,0.319,0.074
421,-3.773,-0.169,-0.063,4.286,1.458,4.492,0.567,0.823,-0.181,-0.104,1.238,1.564,1.759,1.0,2.773,-2.161,-1.004,0.941,-0.492,-0.087,0.411
422,-4.923,-0.876,0.649,3.55,1.121,5.684,-0.341,0.633,-0.346,-0.892,-0.167,1.597,1.998,1.0,2.931,-2.761,-1.476,0.883,-0.638,-0.387,0.202
423,-3.776,0.185,0.146,3.513,1.52,4.409,0.815,0.694,-0.388,0.025,0.301,1.573,2.011,1.0,2.127,-2.174,-1.534,1.026,-0.464,0.35,0.491
424,-4.317,-0.079,0.201,4.074,1.477,4.904,0.715,0.794,-0.364,-0.503,0.731,1.541,1.656,1.0,2.673,-2.617,-1.254,1.019,-0.596,0.007,0.228
425,-5.446,-0.245,0.61,3.669,1.386,6.248,0.533,0.583,-0.367,-1.185,-0.475,1.687,1.767,1.0,2.532,-3.532,-1.905,1.065,-0.788,-0.116,0.024
426,-4.578,-0.128,0.469,3.488,1.37,5.306,0.585,0.447,-0.185,-0.631,0.145,1.836,1.95,1.0,2.609,-2.667,-1.421,0.922,-0.737,-0.049,0.199
427,-4.439,-0.311,0.193,4.714,1.254,5.218,0.134,0.812,-0.862,-0.774,0.963,1.657,1.733,1.0,2.264,-2.63,-1.661,1.03,-0.774,0.53,0.28
428,-4.484,0.043,0.118,4.563,1.587,5.294,1.013,0.587,-0.585,-0.314,0.745,1.71,1.873,1.0,2.334,-2.436,-1.666,1.041,-0.763,0.226,0.205
429,-3.822,-0.064,0.351,2.842,1.29,4.653,0.798,0.592,-0.412,-0.571,-0.074,1.376,1.87,1.0,2.148,-2.238,-1.416,0.86,-0.787,0.184,0.024
430,-3.97,0.181,0.119,4.175,1.611,4.458,0.948,0.874,-0.188,-0.211,1.626,1.757,1.612,1.0,3.226,-2.375,-0.968,0.988,-0.47,-0.323,0.337
431,-3.55,0.057,0.013,3.853,1.767,4.357,0.817,0.465,-0.376,-0.057,0.579,1.467,1.824,1.0,1.992,-2.065,-1.488,1.053,-0.578,0.576,0.312
432,-4.997,0.441,0.232,4.257,1.453,5.607,1.236,0.783,-0.055,-0.452,0.521,1.665,1.997,1.0,2.803,-3.085,-1.538,1.34,-0.553,0.272,0.383
433,-3.649,-0.83,-0.092,4.537,1.151,4.219,-0.164,0.699,-0.503,-0.403,1.828,1.747,1.407,1.0,2.643,-2.14,-1.072,0.918,-0.657,0.159,0.138
434,-3.892,-0.09,-0.293,4.485,1.577,4.538,0.749,0.861,-0.593,-0.097,1.531,1.682,1.633,1.0,2.434,-2.245,-1.304,1.134,-0.621,0.471,0.104
435,-4.185,0.347,0.255,3.888,1.58,4.684,0.788,0.695,0.088,-0.278,1.198,1.899,1.943,1.0,3.076,-2.57,-1.249,0.939,-0.461,-0.003,0.338
436,-4.245,-0.462,0.142,4.081,1.323,5.005,0.393,0.471,-0.901,-0.469,0.538,1.72,1.963,1.0,2.083,-2.327,-1.578,1.063,-0.732,0.557,0.225
437,-3.571,0.254,-0.045,3.937,1.601,4.441,0.889,0.949,-0.147,-0.097,1.282,1.697,1.582,1.0,2.99,-2.039,-1.015,1.134,-0.477,-0.091,0.515
438,-4.235,0.071,0.616,3.616,1.629,4.98,0.358,1.028,-0.159,-0.005,0.629,1.694,1.74,1.0,3.067,-2.582,-1.207,1.033,-0.332,-0.303,0.531
439,-3.87,-0.155,0.5,3.892,1.411,4.538,0.048,0.832,-0.211,0.175,1.073,1.638,1.99,1.0,2.96,-2.307,-1.058,1.022,-0.414,-0.171,0.264
440,-4.62,0.194,-0.031,4.88,1.428,5.344,0.876,0.545,-0.843,-0.876,0.801,1.647,1.777,1.0,1.755,-2.74,-1.923,1.016,-0.902,0.93,0.019
441,-3.43,-0.565,-0.196,5.605,1.375,4.46,0.436,0.679,-1.412,-0.327,1.735,1.594,1.267,1.0,1.444,-1.694,-1.542,0.968,-0.966,1.311,0.139
442,-4.056,-0.58,0.15,3.893,1.465,4.868,0.068,0.432,-0.776,-0.275,0.362,1.616,1.849,1.0,2.22,-2.176,-1.548,0.945,-0.81,0.16,0.185
443,-3.718,-0.025,-0.244,4.595,1.293,4.555,0.781,0.905,-0.438,-0.275,1.814,1.799,1.473,1.0,2.924,-2.052,-0.98,1.07,-0.672,0.297,0.313
444,-4.041,0.135,0.137,3.789,1.452,4.942,0.55,0.898,-0.501,-0.455,0.233,1.6,1.946,1.0,2.438,-2.304,-1.309,1.016,-0.647,0.254,0.26
445,-3.758,0.433,-0.202,4.248,1.619,4.203,0.774,0.736,0.315,0.082,1.973,1.709,1.332,1.0,3.077,-2.198,-1.152,1.001,-0.379,-0.262,0.764
