Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y,x20
295,-0.381,-0.472,0.941,0.053,-1.032,0.08,3.067,-1.572,1.108,-0.188,0.167,0.073,0.727,0.356,1.048,0.517,0.246,0.357,-0.672,0.0,0.312
296,-0.674,-0.293,1.181,0.288,-1.558,-0.079,3.038,-1.957,0.919,-0.248,0.225,-0.116,0.295,0.546,1.172,0.396,0.069,0.437,-0.967,0.0,0.12
297,-0.545,-0.249,1.079,0.406,-1.859,-0.071,3.242,-1.631,0.699,-0.243,0.334,-0.282,0.604,0.548,1.379,0.401,0.01,0.438,-0.837,0.0,0.401
298,-1.097,-0.526,0.692,-0.062,-0.857,0.157,2.848,-1.552,1.106,-0.141,0.758,-0.094,0.735,0.621,0.778,0.366,0.593,0.108,-0.796,0.0,-0.086
299,-0.56,-0.352,0.737,0.025,-0.925,0.107,3.639,-1.695,1.205,-0.145,0.584,-0.196,1.035,0.329,0.889,0.566,0.223,0.678,-0.797,0.0,0.711
300,0.094,0.038,1.45,0.643,-2.203,-0.062,3.377,-2.005,0.743,0.143,-0.21,-0.35,0.471,0.341,1.786,0.406,-0.413,0.963,-0.316,0.0,0.631
301,-0.686,-0.289,1.15,0.581,-2.204,-0.043,3.291,-1.784,0.825,0.041,0.264,-0.208,0.67,0.524,1.803,0.514,-0.37,0.674,-0.889,0.0,0.594
302,-0.258,-0.2,1.202,0.453,-1.667,-0.038,3.216,-1.686,0.276,-0.285,0.484,-0.174,0.86,0.711,1.321,0.416,-0.229,0.516,-0.499,0.0,0.945
303,-0.376,-0.185,1.68,1.058,-2.681,-0.231,4.355,-3.08,1.064,0.359,-0.064,-0.192,0.319,0.335,2.419,0.549,-1.102,1.515,-0.246,0.0,0.352
304,-0.175,-0.051,1.795,0.888,-2.382,-0.156,3.919,-2.684,0.894,0.015,0.164,-0.2,0.594,0.555,2.049,0.372,-0.765,1.017,-0.384,0.0,0.865
305,0.37,-0.461,1.017,0.214,-1.271,0.172,3.063,-1.103,0.569,-0.002,-0.013,-0.164,0.937,0.489,1.145,0.422,0.115,0.584,-0.65,0.0,1.131
306,-0.286,-0.113,1.297,0.591,-2.021,-0.316,3.654,-2.143,0.716,-0.129,0.245,-0.2,0.448,0.695,1.58,0.252,-0.603,0.886,-0.406,0.0,0.949
307,-0.038,-0.264,1.415,0.833,-2.106,0.122,3.707,-2.414,0.863,-0.058,0.012,-0.123,0.739,0.592,1.969,0.46,-0.577,0.882,-0.472,0.0,0.673
308,-0.215,-0.085,1.441,0.645,-1.838,-0.182,3.743,-2.228,1.181,0.155,-0.009,-0.285,0.667,0.107,1.692,0.619,-0.216,1.06,-0.462,0.0,0.536
309,-0.41,-0.274,0.729,0.309,-1.231,0.073,3.263,-1.411,0.901,-0.131,0.252,0.03,0.829,0.569,1.055,0.598,-0.008,0.558,-0.739,0.0,0.698
310,-0.79,-0.534,0.6,0.073,-1.094,0.168,4.167,-1.939,1.47,-0.235,0.589,-0.243,0.802,0.564,0.808,0.375,0.022,0.747,-0.637,0.0,0.118
311,-0.478,-0.401,0.836,0.347,-1.339,-0.138,3.634,-2.05,1.271,-0.054,0.171,-0.015,0.5,0.234,1.21,0.528,-0.115,0.799,-0.554,0.0,0.521
312,-0.799,-0.246,1.214,0.547,-2.008,0.071,3.587,-2.02,0.863,0.14,0.33,-0.162,0.993,0.445,1.844,0.513,-0.471,0.953,-0.874,0.0,0.231
313,0.097,-0.254,1.221,0.526,-1.898,0.083,3.383,-1.721,0.698,0.254,-0.124,-0.371,0.648,0.384,1.406,0.552,-0.455,0.703,-0.637,0.0,0.916
314,-0.066,-0.167,0.845,0.007,-0.993,0.104,3.672,-1.406,0.578,-0.426,0.276,-0.265,0.759,0.705,0.86,0.245,0.293,0.263,-0.542,0.0,1.155
315,-0.107,-0.409,1.161,0.193,-1.262,0.018,3.124,-1.235,0.892,-0.158,0.213,-0.1,0.78,0.471,1.05,0.438,0.179,0.545,-0.527,0.0,0.788
316,-0.67,-0.58,0.633,0.245,-1.439,0.115,3.505,-1.88,0.904,0.03,0.434,-0.347,0.748,0.483,1.13,0.374,-0.07,0.721,-0.923,0.0,0.449
317,-0.427,-0.446,0.912,0.223,-1.404,0.015,3.547,-1.793,0.905,-0.29,0.513,-0.219,0.809,0.57,0.883,0.403,-0.049,0.473,-0.582,0.0,0.631
318,-0.614,-0.291,1.098,0.346,-1.604,0.044,3.033,-1.807,0.822,0.002,0.552,-0.134,0.741,0.529,1.294,0.487,-0.21,0.435,-0.569,0.0,0.262
319,-0.112,-0.342,1.165,0.429,-1.639,-0.321,3.187,-1.987,0.785,0.01,-0.069,-0.35,0.302,0.213,1.443,0.56,-0.093,0.759,-0.697,0.0,0.505
320,-0.336,-0.381,1.056,0.408,-1.699,0.224,3.239,-1.895,1.028,-0.336,0.259,-0.167,0.773,0.464,1.372,0.45,-0.06,0.397,-0.825,0.0,0.328
321,-0.224,-0.141,1.326,0.581,-1.946,-0.089,3.49,-2.036,1.188,0.027,0.12,-0.2,0.544,0.429,1.799,0.463,-0.465,0.626,-0.676,0.0,0.525
322,-0.124,0.043,1.571,0.961,-2.355,-0.186,3.505,-2.329,0.737,0.199,0.074,-0.296,0.542,0.602,2.239,0.228,-0.635,0.958,-0.351,0.0,1.042
323,-0.478,-0.259,0.875,0.262,-1.377,-0.082,3.155,-1.484,1.02,-0.304,0.105,0.148,0.639,0.352,1.316,0.525,0.168,0.498,-0.967,0.0,0.571
324,-0.517,-0.426,1.07,0.203,-1.606,-0.137,3.092,-1.553,0.802,0.427,0.286,-0.284,0.789,0.325,1.296,0.688,0.218,1.156,-0.757,0.0,0.391
325,-0.226,-0.349,1.249,0.545,-1.901,-0.136,3.255,-1.8,0.437,-0.17,0.238,-0.294,0.664,0.737,1.793,0.297,-0.239,0.561,-0.659,0.0,1.103
326,-0.37,-0.076,1.495,0.788,-2.293,0.032,3.633,-2.258,0.87,0.276,-0.039,-0.231,0.708,0.176,2.134,0.641,-0.767,1.084,-0.477,0.0,0.341
327,-0.378,-0.259,1.309,0.518,-2.058,0.099,3.713,-2.195,0.992,0.151,0.314,-0.362,0.758,0.481,1.688,0.426,-0.319,0.793,-0.58,0.0,0.408
328,-0.418,-0.229,1.572,0.826,-2.462,-0.175,3.817,-2.424,0.786,0.091,0.037,-0.26,0.519,0.525,2.036,0.346,-0.773,1.016,-0.229,0.0,0.591
329,-0.077,-0.572,0.365,-0.6,0.318,0.378,3.82,-1.081,1.067,-0.453,0.61,-0.353,0.612,0.774,-0.066,0.207,1.224,0.403,-0.722,0.0,0.82
330,-0.359,0.063,1.986,1.145,-3.066,-0.229,3.901,-2.975,0.901,0.12,-0.139,-0.298,0.447,0.528,2.643,0.42,-1.199,1.016,-0.231,0.0,0.392
331,0.151,-0.256,1.018,0.395,-1.527,-0.165,3.331,-1.718,0.664,-0.058,0.214,0.012,0.64,0.526,1.269,0.37,-0.109,0.558,-0.576,0.0,1.002
332,-0.789,-0.258,0.955,0.351,-1.659,-0.157,2.988,-1.83,0.994,-0.248,0.368,-0.169,0.51,0.587,1.115,0.385,-0.289,0.129,-0.895,0.0,0.172
333,-0.668,-0.429,0.761,-0.082,-0.461,0.026,3.759,-1.591,1.115,-0.458,0.489,0.069,0.766,0.614,0.654,0.297,0.584,0.611,-0.751,0.0,0.32
334,-0.605,-0.145,1.579,0.677,-2.141,-0.156,3.486,-2.37,0.834,-0.1,0.144,0.058,0.705,0.454,1.811,0.453,-0.399,0.583,-0.37,0.0,0.401
335,-0.908,0.06,1.424,0.692,-2.333,-0.268,3.323,-2.381,0.821,0.011,0.186,-0.257,0.71,0.516,1.717,0.453,-0.54,0.753,-0.886,0.0,0.182
336,-0.716,-0.15,1.459,0.613,-1.984,0.048,3.6,-2.215,0.751,0.228,0.303,-0.242,0.725,0.413,1.761,0.526,-0.348,0.961,-0.614,0.0,0.189
337,-0.364,-0.329,0.728,0.001,-0.96,0.096,3.17,-1.352,0.95,-0.132,0.453,-0.273,0.645,0.726,0.984,0.403,0.427,0.353,-0.744,0.0,0.48
338,-0.83,-0.161,1.314,0.647,-2.01,-0.055,3.729,-2.35,1.14,0.239,0.285,-0.328,0.526,0.565,1.485,0.43,-0.515,1.299,-0.466,0.0,0.162
339,-0.242,-0.032,1.15,0.419,-1.759,-0.127,4.066,-2.102,1.211,-0.066,0.173,-0.21,0.54,0.585,1.678,0.323,-0.024,0.695,-0.515,0.0,0.75
340,-0.61,-0.304,0.728,-0.004,-0.915,0.033,2.703,-1.219,0.627,-0.238,0.6,-0.203,0.841,0.556,0.767,0.408,0.357,0.127,-0.9,0.0,0.511
341,-0.646,-0.469,0.992,0.129,-1.234,-0.163,3.083,-1.577,1.067,-0.511,0.574,-0.025,0.724,0.638,0.94,0.363,0.187,0.082,-0.702,0.0,0.535
342,-0.014,-0.391,0.639,0.077,-0.932,-0.05,2.892,-0.952,0.793,-0.44,0.429,0.056,0.57,0.858,0.772,0.27,0.257,0.093,-0.893,0.0,1.094
343,-0.676,-0.171,1.37,0.751,-2.456,-0.247,3.915,-2.475,0.801,0.129,0.241,-0.245,0.604,0.648,1.718,0.342,-0.352,1.099,-0.89,0.0,0.559
344,-0.544,-0.168,1.146,0.579,-1.902,-0.212,3.447,-2.252,1.111,-0.024,0.122,0.002,0.417,0.196,1.435,0.402,-0.362,0.647,-0.722,0.0,0.042
345,-0.786,-0.221,1.33,0.775,-2.324,-0.149,3.496,-2.316,0.935,0.048,0.253,-0.258,0.867,0.454,1.869,0.425,-0.892,0.914,-0.425,0.0,0.425
346,-0.027,-0.262,1.058,0.502,-1.404,-0.069,3.49,-1.942,0.741,-0.12,0.146,-0.206,0.621,0.464,1.428,0.557,-0.173,0.971,-0.767,0.0,0.983
347,-1.045,-0.466,1.163,0.321,-1.636,-0.171,3.07,-1.708,1.059,0.133,0.14,-0.146,0.573,0.243,1.488,0.64,0.096,0.783,-0.852,0.0,-0.036
348,-0.357,-0.211,1.534,0.907,-2.289,-0.072,4.096,-2.622,1.022,0.322,0.131,-0.347,0.583,0.515,2.082,0.499,-0.921,1.662,-0.409,0.0,1.023
349,-0.866,-0.184,1.166,0.493,-1.887,-0.043,3.567,-2.311,1.179,0.027,0.336,-0.105,0.536,0.471,1.505,0.376,-0.207,0.727,-0.687,0.0,-0.114
350,-0.354,0.018,1.315,0.583,-1.976,0.174,3.365,-1.754,0.716,0.096,0.199,-0.288,0.806,0.635,1.732,0.325,-0.359,0.671,-0.574,0.0,0.598
351,-0.959,-0.191,1.371,0.534,-1.999,-0.113,3.665,-2.219,0.802,-0.146,0.611,-0.21,0.828,0.732,1.847,0.31,-0.578,0.806,-0.613,0.0,0.466
352,-0.194,-0.42,1.043,0.325,-1.594,-0.102,3.377,-1.703,0.819,0.036,0.093,-0.238,0.641,0.341,1.321,0.613,-0.027,0.646,-0.709,0.0,0.387
353,-0.721,-0.584,0.444,-0.362,0.009,0.325,3.115,-0.871,1.254,-0.365,0.628,0.069,0.891,0.286,0.279,0.456,0.803,0.263,-0.814,0.0,0.043
354,-0.401,-0.023,1.545,0.816,-2.278,-0.339,3.317,-2.313,0.497,0.204,0.171,-0.2,0.576,0.458,1.93,0.445,-0.573,0.879,-0.461,0.0,0.645
355,-0.322,-0.041,1.806,0.905,-2.308,-0.154,3.558,-2.443,0.536,0.064,0.06,-0.114,0.598,0.502,2.284,0.402,-0.624,0.833,-0.527,0.0,0.695
356,-0.324,-0.281,1.269,0.547,-2.234,0.049,3.535,-1.862,0.447,0.219,0.412,-0.28,0.881,0.521,1.7,0.532,-0.373,1.145,-0.668,0.0,0.729
357,-0.434,-0.693,0.987,0.426,-1.752,0.073,3.725,-2.01,0.888,0.077,0.219,-0.206,0.787,0.345,1.223,0.651,-0.314,0.823,-0.656,0.0,0.501
358,-0.352,-0.313,1.406,0.705,-2.252,-0.112,3.437,-2.348,0.698,0.01,0.193,-0.263,0.467,0.336,1.883,0.337,-0.629,0.759,-0.398,0.0,0.394
359,-0.193,-0.38,0.876,0.197,-1.289,0.079,3.367,-1.443,0.887,-0.527,0.319,-0.062,0.746,0.605,1.088,0.235,0.189,0.146,-0.758,0.0,0.728
360,-0.428,-0.318,1.115,0.498,-1.748,0.045,3.498,-1.981,1.152,0.037,0.016,-0.081,0.742,0.213,1.371,0.754,-0.209,0.877,-0.834,0.0,0.232
361,0.278,-0.389,1.027,0.233,-1.415,0.031,3.136,-1.202,0.386,0.041,0.412,-0.259,0.731,0.756,1.458,0.432,0.002,0.801,-0.519,0.0,1.186
362,-0.717,-0.712,0.601,-0.17,-0.42,0.116,4.048,-1.661,1.353,-0.197,0.365,-0.139,0.906,0.312,0.514,0.577,0.632,0.798,-0.614,0.0,0.227
363,-0.126,-0.474,0.724,-0.093,-0.877,0.075,3.612,-1.582,1.389,-0.305,0.267,-0.108,0.552,0.286,0.622,0.523,0.361,0.37,-0.762,0.0,0.606
364,-0.903,-0.417,1.359,0.537,-1.966,-0.203,3.227,-2.313,1.088,0.054,0.34,-0.067,0.553,0.282,1.593,0.64,-0.494,0.784,-0.559,0.0,0.069
365,-0.733,-0.188,1.426,0.609,-2.074,-0.227,3.575,-2.343,0.929,0.061,0.248,-0.178,0.475,0.328,1.679,0.527,-0.291,0.728,-0.695,0.0,0.284
366,-0.404,-0.184,1.332,0.579,-2.116,0.054,3.769,-2.149,0.86,0.13,0.289,-0.275,0.802,0.46,1.613,0.402,-0.493,1.014,-0.526,0.0,0.646
367,-0.925,-0.334,1.001,0.197,-1.212,-0.062,3.643,-2.071,1.416,-0.224,0.346,0.108,0.699,0.327,0.932,0.629,0.041,0.66,-0.671,0.0,0.047
368,-0.594,-0.115,1.48,0.728,-2.412,-0.101,3.454,-2.43,0.877,0.294,0.235,-0.294,0.572,0.521,1.966,0.421,-0.554,0.947,-0.651,0.0,0.222
369,-0.196,-0.27,1.373,0.527,-1.915,-0.108,3.772,-2.029,0.608,-0.027,-0.047,-0.269,0.764,0.633,1.731,0.476,-0.342,0.888,-0.409,0.0,1.203
370,-0.73,-0.178,1.415,0.823,-2.421,-0.091,3.298,-2.561,0.965,0.2,0.195,-0.218,0.41,0.565,1.882,0.428,-0.763,0.845,-0.522,0.0,0.327
371,-0.46,-0.399,1.375,0.904,-2.182,-0.009,3.598,-2.373,0.952,-0.036,0.29,0.114,0.516,0.601,2.032,0.515,-0.718,0.786,-0.375,0.0,0.332
372,-0.632,-0.296,0.801,0.079,-1.096,-0.017,3.174,-1.499,1.196,0.145,0.261,-0.249,0.609,0.325,1.021,0.588,0.193,0.775,-0.767,0.0,0.061
373,-0.4,-0.099,1.208,0.482,-1.952,0.073,3.346,-1.721,0.754,0.154,0.222,-0.263,0.771,0.424,1.756,0.609,-0.244,0.925,-0.532,0.0,0.516
374,-0.271,-0.26,0.897,0.358,-1.506,-0.16,3.147,-1.733,1.045,0.083,0.476,-0.117,0.592,0.456,1.197,0.583,-0.137,0.838,-0.696,0.0,0.557
375,-0.324,-0.083,1.512,0.637,-2.088,0.007,3.37,-2.095,0.657,0.366,0.024,-0.327,0.557,0.444,1.8,0.422,-0.501,1.162,-0.593,0.0,0.649
376,-0.539,-0.151,1.533,0.746,-2.429,-0.084,3.848,-2.288,0.803,0.168,0.066,-0.15,0.659,0.495,2.042,0.529,-0.629,1.093,-0.496,0.0,0.23
377,-0.055,-0.224,0.975,0.306,-1.259,-0.082,3.053,-1.434,0.816,-0.026,0.198,-0.183,0.684,0.45,1.116,0.595,-0.099,0.707,-0.658,0.0,0.852
378,-0.069,-0.129,1.024,0.387,-1.692,0.061,3.209,-1.376,0.914,0.097,0.068,-0.277,0.808,0.477,1.412,0.546,-0.13,0.864,-0.626,0.0,0.662
379,-0.578,-0.62,1.195,0.349,-1.577,0.115,3.472,-1.829,0.839,-0.052,0.342,-0.158,0.862,0.391,1.41,0.513,-0.08,0.63,-0.747,0.0,0.317
380,-0.538,-0.157,1.504,0.713,-2.247,-0.191,3.256,-2.3,0.868,0.171,0.338,-0.149,0.715,0.337,1.815,0.567,-0.485,0.944,-0.721,0.0,0.489
381,-0.491,-0.433,1.105,0.177,-1.64,-0.075,3.463,-1.904,0.927,0.022,0.059,-0.216,0.508,0.494,1.186,0.487,-0.035,0.623,-0.844,0.0,0.443
382,-0.941,-0.217,1.49,0.804,-2.43,-0.261,3.352,-2.552,0.726,0.154,0.194,-0.254,0.463,0.574,1.963,0.242,-0.638,0.955,-0.711,0.0,0.09
383,-0.817,-0.391,1.278,0.593,-2.013,-0.053,3.219,-2.112,0.804,0.225,0.284,-0.347,0.861,0.416,1.645,0.585,-0.476,0.926,-0.558,0.0,0.47
384,-0.555,-0.107,1.278,0.578,-2.279,0.02,3.6,-2.163,1.072,0.283,0.361,-0.432,0.659,0.516,1.689,0.423,-0.461,1.016,-0.524,0.0,0.566
385,-0.321,-0.188,0.987,0.139,-1.146,0.075,3.202,-1.364,1.112,-0.035,0.144,-0.1,0.645,0.391,1.266,0.506,0.152,0.824,-0.759,0.0,0.461
386,-0.509,-0.133,0.832,0.027,-0.983,0.143,2.951,-1.259,0.794,-0.234,0.256,-0.226,0.716,0.44,0.897,0.626,0.278,0.223,-0.539,0.0,0.39
387,-0.766,-0.161,1.216,0.443,-1.64,-0.176,3.359,-2.104,1.144,0.123,0.075,-0.156,0.655,0.229,1.519,0.522,-0.204,0.918,-0.805,0.0,-0.025
388,-0.169,-0.267,1.221,0.632,-1.858,-0.137,3.585,-1.937,0.746,0.024,0.332,-0.248,0.613,0.685,1.687,0.3,-0.276,0.846,-0.602,0.0,0.984
389,-0.855,-0.329,1.194,0.622,-2.017,-0.103,3.621,-2.151,1.339,0.017,0.156,-0.036,0.642,0.201,1.502,0.599,-0.523,0.892,-0.54,0.0,0.066
390,-0.44,-0.283,1.024,0.492,-1.884,-0.337,3.616,-1.795,1.255,0.054,0.084,-0.216,0.49,0.554,1.624,0.422,-0.281,0.887,-0.691,0.0,0.364
391,-0.758,-0.186,0.99,0.403,-1.88,-0.041,3.296,-1.847,0.73,-0.091,0.6,-0.265,0.643,0.683,1.387,0.508,-0.47,0.649,-0.826,0.0,0.531
392,-0.122,-0.139,1.432,0.736,-2.038,-0.093,4.276,-2.444,1.004,0.064,0.02,-0.363,0.651,0.438,1.95,0.604,-0.655,1.09,-0.277,0.0,0.994
393,-0.524,-0.281,1.463,0.724,-2.468,0.014,3.551,-2.323,0.865,0.052,0.299,-0.218,0.894,0.292,1.898,0.585,-0.603,0.872,-0.589,0.0,0.399
394,-0.804,-0.617,0.601,-0.042,-0.835,-0.006,3.789,-1.954,1.147,-0.1,0.597,-0.276,0.659,0.644,0.705,0.333,0.339,0.57,-0.803,0.0,0.304
395,0.121,-0.206,1.569,0.875,-2.258,-0.182,3.883,-2.355,0.638,0.114,-0.088,-0.317,0.499,0.602,2.279,0.178,-0.511,1.036,-0.382,0.0,0.89
396,-0.068,-0.327,1.341,0.483,-1.851,-0.145,3.519,-1.821,0.958,0.0,-0.023,-0.238,0.452,0.47,1.656,0.393,-0.102,0.741,-0.687,0.0,0.695
397,-0.519,-0.212,1.53,0.905,-2.468,-0.163,3.574,-2.391,0.872,-0.019,0.13,-0.078,0.618,0.626,1.963,0.406,-0.776,0.853,-0.58,0.0,0.57
398,-0.461,-0.543,0.435,-0.179,-0.444,0.129,3.116,-1.201,1.086,-0.586,0.528,-0.033,0.993,0.488,0.694,0.425,0.496,0.152,-0.871,0.0,0.794
399,-0.434,-0.22,1.095,0.133,-1.389,-0.114,3.067,-1.488,0.832,-0.131,0.402,-0.152,0.452,0.629,0.92,0.398,0.173,0.392,-0.645,0.0,0.475
400,-0.319,-0.433,0.807,0.093,-1.071,0.204,3.831,-1.706,1.231,-0.106,0.418,-0.225,0.707,0.274,1.097,0.552,0.328,0.991,-0.762,0.0,0.402
401,-0.482,-0.316,1.291,0.454,-1.819,0.0,3.366,-2.198,0.99,0.098,0.261,-0.035,0.542,0.652,1.558,0.374,-0.267,0.721,-0.508,0.0,0.406
402,-0.315,-0.419,1.029,0.333,-1.435,0.017,3.11,-1.553,0.53,-0.208,0.313,-0.087,0.688,1.034,1.229,0.271,0.082,0.516,-0.745,0.0,0.994
403,-0.214,-0.145,1.278,0.544,-2.078,0.262,3.732,-1.927,0.681,-0.032,0.165,-0.294,0.902,0.525,1.531,0.45,-0.258,0.83,-0.526,0.0,0.703
404,-0.772,-0.245,0.689,0.041,-1.056,-0.23,3.715,-2.056,1.309,-0.306,0.502,-0.036,0.627,0.271,0.768,0.593,0.228,0.707,-0.72,0.0,0.126
405,-0.369,-0.358,1.047,0.314,-1.815,-0.103,3.439,-1.834,1.247,-0.159,0.36,-0.269,0.642,0.246,1.302,0.558,-0.299,0.619,-0.564,0.0,0.389
406,-0.848,-0.446,1.218,0.508,-2.123,-0.441,3.226,-2.241,1.194,0.187,0.182,-0.073,0.362,0.224,1.639,0.671,-0.276,1.007,-0.759,0.0,0.051
407,-0.468,-0.456,1.255,0.422,-2.064,0.022,3.015,-1.973,0.534,0.33,0.272,-0.339,0.524,0.595,1.508,0.543,-0.156,0.783,-0.704,0.0,0.32
408,-0.463,0.007,1.754,0.919,-2.436,-0.413,3.501,-2.577,0.763,0.132,-0.286,-0.3,0.418,0.278,2.247,0.417,-0.797,0.874,-0.594,0.0,0.569
409,-1.002,-0.123,1.88,0.991,-2.85,-0.109,3.954,-2.949,0.882,0.205,0.224,-0.199,0.563,0.34,2.32,0.653,-1.169,1.318,-0.605,0.0,0.08
410,-0.614,-0.404,1.093,0.298,-1.846,-0.145,2.827,-1.759,0.833,-0.003,0.479,-0.386,0.65,0.515,0.961,0.478,-0.14,0.478,-0.549,0.0,0.189
411,-0.84,-0.257,1.191,0.525,-2.206,-0.094,3.615,-2.243,0.846,0.117,0.282,-0.406,0.671,0.488,1.577,0.493,-0.45,0.986,-0.822,0.0,0.221
412,-0.983,-0.172,1.629,1.021,-2.826,-0.362,3.849,-3.06,1.078,-0.028,0.253,-0.139,0.4,0.286,2.254,0.545,-0.871,0.82,-0.826,0.0,0.018
413,-0.195,-0.486,0.676,-0.054,-0.685,0.136,3.433,-1.457,1.249,-0.132,0.322,0.002,0.731,0.314,0.837,0.623,0.129,0.486,-0.733,0.0,0.544
414,-1.058,-0.211,1.054,0.167,-1.53,0.27,3.035,-1.428,0.859,-0.116,0.629,-0.215,1.111,0.685,1.214,0.331,-0.146,0.139,-0.804,0.0,0.284
415,-0.829,-0.351,0.958,0.227,-1.499,0.0,2.996,-1.78,0.867,-0.305,0.672,-0.139,0.695,0.689,1.236,0.388,0.004,0.19,-0.757,0.0,0.457
416,-0.343,-0.219,1.37,0.689,-2.741,-0.078,3.978,-2.508,0.896,0.364,0.237,-0.606,0.647,0.173,1.999,0.511,-0.657,1.274,-0.314,0.0,0.328
417,-0.41,0.063,1.866,1.038,-2.465,-0.087,4.028,-2.645,1.099,0.099,0.025,-0.111,0.553,0.508,2.274,0.422,-0.84,1.179,-0.421,0.0,0.545
418,-0.243,-0.343,1.19,0.522,-1.923,-0.301,3.276,-1.708,1.005,0.389,0.047,-0.083,0.525,0.366,1.47,0.683,-0.384,1.055,-0.692,0.0,0.389
419,-0.232,-0.144,1.479,0.61,-2.294,-0.279,3.793,-2.203,0.759,0.11,0.059,-0.317,0.525,0.466,1.805,0.493,-0.431,1.163,-0.625,0.0,0.611
420,-0.248,-0.365,1.316,0.842,-2.181,-0.224,3.6,-2.371,1.066,0.001,0.12,0.001,0.493,0.551,1.799,0.394,-0.648,0.869,-0.414,0.0,0.632
421,-0.42,-0.361,1.043,0.25,-1.646,0.097,3.141,-1.492,0.877,-0.03,0.195,-0.293,0.886,0.361,1.274,0.416,-0.014,0.392,-0.928,0.0,0.488
422,-0.107,-0.076,1.413,0.762,-2.367,-0.068,3.48,-2.243,0.816,0.378,-0.132,-0.395,0.518,0.424,1.948,0.402,-0.82,0.814,-0.489,0.0,0.611
423,-0.08,-0.48,0.985,0.31,-1.227,-0.044,4.073,-1.948,0.756,-0.309,0.565,0.047,0.84,1.036,1.336,0.269,0.039,0.882,-0.699,0.0,1.369
424,-0.753,-0.233,1.23,0.421,-1.818,0.194,3.448,-1.818,0.889,0.151,0.38,-0.213,0.756,0.485,1.567,0.517,-0.314,0.811,-0.442,0.0,0.328
425,-0.59,-0.361,1.114,0.311,-1.572,-0.084,3.685,-1.842,1.265,-0.157,0.25,-0.229,0.517,0.483,1.13,0.538,-0.217,0.664,-0.506,0.0,0.225
426,-0.529,-0.416,1.261,0.618,-2.237,-0.042,4.235,-2.307,0.986,0.094,0.254,-0.252,0.654,0.573,1.887,0.425,-0.456,1.08,-0.639,0.0,0.647
427,-0.594,-0.263,0.949,0.327,-1.887,0.041,3.119,-1.656,0.99,0.159,0.298,-0.321,0.83,0.243,1.271,0.602,-0.066,0.831,-0.663,0.0,0.272
428,-0.189,-0.022,1.419,0.746,-2.408,-0.423,3.538,-2.309,0.618,0.279,-0.346,-0.345,0.437,0.296,1.875,0.572,-0.726,1.164,-0.602,0.0,0.809
429,-0.406,-0.774,0.769,-0.137,-0.665,0.172,2.965,-0.977,0.808,-0.199,0.562,-0.245,0.869,0.468,0.597,0.395,0.575,0.381,-0.732,0.0,0.55
430,-0.175,-0.198,1.114,0.28,-1.716,-0.121,3.005,-1.676,0.626,0.07,0.147,-0.361,0.637,0.551,1.401,0.539,0.009,0.784,-0.608,0.0,0.714
431,-0.285,-0.451,0.461,-0.37,0.043,0.067,2.576,-0.641,0.69,-0.525,0.766,-0.048,0.772,0.619,0.278,0.304,0.746,-0.192,-0.724,0.0,0.827
432,-0.896,-0.263,1.902,1.03,-2.695,-0.485,3.647,-2.847,0.96,0.21,0.178,-0.039,0.488,0.493,2.461,0.532,-0.763,1.025,-0.843,0.0,0.299
433,-0.609,-0.081,1.599,0.711,-2.633,-0.153,4.115,-2.754,1.038,0.031,0.41,-0.235,0.376,0.443,1.841,0.379,-0.505,1.016,-0.599,0.0,0.475
434,-0.489,-0.286,0.993,0.385,-1.696,0.062,3.25,-1.643,1.045,0.298,0.003,-0.263,0.764,0.165,1.423,0.677,-0.222,0.843,-0.496,0.0,0.32
435,-0.781,-0.138,1.488,0.785,-2.544,-0.221,3.493,-2.228,0.763,0.213,0.133,-0.317,0.695,0.332,1.932,0.646,-0.832,1.105,-0.517,0.0,0.308
436,-0.269,-0.581,0.897,0.118,-1.015,-0.048,2.996,-1.458,1.161,-0.254,0.232,0.107,0.54,0.55,0.988,0.496,0.241,0.24,-0.694,0.0,0.574
437,-0.419,-0.513,1.217,0.496,-1.732,0.072,3.494,-2.01,0.799,-0.066,0.236,-0.186,0.732,0.526,1.372,0.443,-0.39,0.797,-0.612,0.0,0.619
438,-1.37,-0.298,1.064,0.186,-1.299,0.077,3.313,-1.961,1.183,-0.284,0.334,-0.119,0.742,0.386,1.051,0.493,0.185,0.384,-0.853,0.0,-0.45
439,-0.51,0.036,1.81,1.018,-2.675,-0.338,3.636,-2.761,0.821,0.275,0.04,-0.159,0.33,0.375,2.341,0.571,-0.936,1.268,-0.77,0.0,0.473
440,-0.142,-0.28,1.443,0.711,-2.314,0.036,3.455,-2.136,0.673,0.441,0.085,-0.47,0.78,0.416,1.918,0.639,-0.576,1.255,-0.453,0.0,1.017
441,-0.658,-0.213,1.242,0.561,-2.282,-0.302,4.262,-2.614,1.023,-0.19,0.38,-0.231,0.547,0.708,1.687,0.267,-0.441,0.898,-0.628,0.0,0.553
442,-0.459,-0.433,0.774,0.041,-1.162,-0.065,3.122,-1.351,0.559,-0.249,0.6,-0.136,0.965,0.661,0.915,0.371,0.038,0.289,-0.578,0.0,0.79
