x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-7.708,-3.707,-0.077,4.581,-0.866,2.663,-0.074,4.104,0.0,-1.176,-3.058,-0.464,1.3,1.775,-0.624,0.411,1.199,0.338,1.231,0.947,2.777
-6.992,-3.232,-0.002,4.127,-0.819,2.426,0.15,3.668,0.0,-0.909,-2.471,-0.488,1.399,1.689,-0.49,0.26,1.179,0.385,1.289,0.774,2.747
-6.675,-3.407,-0.088,3.644,-0.703,2.238,0.742,3.916,0.0,-0.707,-2.505,0.073,1.595,1.17,-0.203,0.341,0.832,0.191,1.049,0.865,2.251
-5.381,-4.2,0.183,2.94,-0.715,1.895,0.141,4.37,0.0,-0.857,-1.331,-0.938,1.145,1.711,-0.507,0.205,0.918,0.276,0.906,0.335,2.066
-6.9,-3.722,0.055,4.11,-0.813,2.522,0.38,4.32,0.0,-1.046,-2.417,-0.703,1.417,1.632,-0.476,0.299,1.278,0.31,1.107,0.397,2.478
-6.564,-4.164,-0.014,3.626,-0.828,2.391,-0.12,4.391,0.0,-1.075,-2.065,-0.669,1.131,1.835,-0.906,0.213,0.796,0.364,0.927,0.812,2.261
-6.199,-3.031,-0.03,3.536,-0.765,2.096,0.755,3.748,0.0,-0.654,-2.043,-0.011,1.801,1.122,0.002,0.296,1.144,0.253,1.258,0.405,2.3
-6.595,-4.545,-0.142,3.554,-0.866,2.211,0.387,4.827,0.0,-0.824,-2.417,-0.35,1.643,1.53,-0.329,0.283,1.146,0.304,1.046,0.893,2.281
-8.315,-3.248,0.149,4.904,-0.84,2.757,0.112,4.066,0.0,-0.98,-2.832,-0.171,1.298,1.409,-0.572,0.162,1.214,0.372,1.256,0.709,3.017
-6.056,-2.294,0.163,3.61,-0.874,2.466,0.24,3.244,0.0,-0.866,-1.766,-0.103,1.303,1.425,-0.37,0.194,0.745,0.299,1.158,0.56,2.277
-7.539,-4.285,0.118,4.362,-0.702,2.481,0.876,4.279,0.0,-0.941,-2.736,-0.387,1.724,1.519,-0.15,0.345,1.215,0.399,1.187,0.63,2.886
-5.945,-3.488,-0.066,3.607,-0.813,2.161,0.292,3.973,0.0,-0.99,-2.022,-0.565,1.394,1.582,-0.15,0.256,1.223,0.434,1.21,0.628,2.221
-7.102,-4.197,0.129,3.971,-0.917,2.474,0.201,4.503,0.0,-0.827,-2.073,-0.61,1.334,1.455,-0.455,0.127,1.15,0.414,1.142,0.44,2.56
-7.267,-2.312,0.028,4.586,-0.818,2.727,0.216,2.984,0.0,-0.937,-2.611,-0.106,1.429,1.184,-0.266,0.271,1.043,0.166,1.184,0.698,2.756
-7.359,-4.363,0.046,4.227,-0.734,2.302,0.573,4.351,0.0,-1.072,-2.369,-0.433,1.509,1.544,-0.386,0.043,1.26,0.219,1.37,0.463,2.638
-6.037,-3.387,-0.139,3.683,-0.753,2.385,0.485,3.901,0.0,-0.978,-2.404,-0.305,1.829,1.58,-0.093,0.195,1.049,0.333,1.059,0.773,2.233
-8.624,-4.757,0.306,4.866,-0.718,2.498,0.399,4.852,0.0,-1.071,-2.55,-0.747,0.992,1.854,-0.816,0.328,0.929,0.167,1.151,0.703,3.056
-7.673,-4.993,0.11,4.223,-0.774,2.462,0.506,4.863,0.0,-0.971,-2.434,-0.587,1.152,1.649,-0.624,0.342,1.125,0.219,1.005,0.498,2.621
-6.681,-2.704,-0.085,4.26,-0.765,2.381,0.282,3.354,0.0,-0.863,-2.757,-0.273,1.347,1.211,-0.414,0.29,1.1,0.243,1.22,0.699,2.478
-8.617,-3.947,-0.15,4.911,-0.929,3.015,0.072,4.401,0.0,-1.25,-3.09,-0.498,1.275,1.651,-0.725,0.325,1.289,0.229,1.263,0.857,2.958
-7.613,-4.453,-0.131,4.539,-0.808,2.445,0.27,4.58,0.0,-1.026,-2.752,-0.445,1.598,1.758,-0.314,0.192,0.933,0.09,1.249,0.855,2.61
-8.801,-5.145,0.083,4.782,-0.777,2.733,0.057,5.153,0.0,-0.919,-2.756,-0.236,1.294,1.467,-0.697,0.185,1.107,0.026,1.365,0.621,2.839
-6.635,-4.005,0.055,3.922,-0.716,2.354,0.043,4.409,0.0,-1.131,-2.122,-0.757,1.106,1.717,-0.661,0.162,0.746,0.169,1.147,0.745,2.271
-8.113,-4.709,0.001,4.542,-0.858,2.476,0.669,4.709,0.0,-1.099,-2.604,-0.268,1.438,1.424,-0.481,0.292,1.074,0.204,1.105,0.607,2.582
-6.734,-3.311,0.031,3.92,-0.775,2.37,0.062,3.887,0.0,-0.909,-2.04,-0.491,1.068,1.42,-0.682,0.109,0.741,0.161,1.336,0.794,2.378
-7.268,-2.967,-0.25,4.564,-0.928,2.757,0.203,3.666,0.0,-1.019,-2.914,-0.091,1.789,1.664,-0.472,0.295,1.159,0.356,0.756,1.038,2.698
-6.733,-4.135,-0.199,4.01,-0.919,2.291,0.017,4.468,0.0,-1.162,-2.259,-0.656,1.432,1.81,-0.562,0.165,1.219,0.459,1.099,0.675,2.198
-6.372,-4.311,-0.013,3.387,-0.7,2.218,0.799,4.464,0.0,-1.04,-1.805,-0.218,1.75,1.465,-0.126,0.283,0.812,0.102,1.246,0.571,2.379
-7.459,-4.694,-0.136,4.064,-0.844,2.599,0.132,4.762,0.0,-0.997,-2.214,-0.445,1.65,1.742,-0.531,0.178,1.039,0.334,1.161,0.579,2.666
-8.473,-4.602,0.072,4.776,-0.73,2.412,0.665,4.824,0.0,-0.76,-2.933,-0.352,1.461,1.424,-0.305,0.289,0.958,0.155,1.277,0.504,2.883
-6.981,-2.933,-0.056,4.359,-0.874,2.524,0.242,3.672,0.0,-0.989,-2.517,-0.238,1.585,1.379,-0.355,0.091,1.049,0.213,1.083,0.739,2.425
-7.484,-3.31,0.049,4.186,-0.877,2.528,0.149,3.845,0.0,-0.813,-2.547,-0.271,1.173,1.531,-0.694,0.398,0.914,0.27,1.333,0.807,2.727
-7.744,-3.352,-0.014,4.518,-0.7,2.552,0.39,3.623,0.0,-0.823,-2.547,-0.229,1.36,1.377,-0.378,0.176,0.875,0.017,1.075,0.67,2.936
-5.876,-5.028,-0.02,2.95,-0.832,2.221,0.326,4.899,0.0,-1.062,-1.603,-0.356,1.478,1.662,-0.46,0.216,1.191,0.477,0.913,0.437,1.929
-7.524,-3.315,0.093,4.533,-0.734,2.561,0.373,3.811,0.0,-0.922,-2.708,-0.108,1.387,1.376,-0.17,0.316,1.004,0.23,1.321,0.896,2.744
-6.946,-4.658,0.045,3.629,-0.922,2.401,0.274,4.987,0.0,-1.002,-1.714,-0.305,1.454,1.43,-0.387,0.02,1.053,0.2,1.316,0.418,2.389
-6.462,-3.508,-0.03,3.984,-0.802,2.383,0.395,3.861,0.0,-1.147,-2.302,-0.525,1.528,1.723,-0.437,0.16,0.933,0.358,1.087,0.795,2.475
-8.473,-4.612,-0.131,5.113,-0.87,2.536,-0.018,4.886,0.0,-0.963,-3.102,-0.688,1.383,1.756,-0.622,0.416,1.09,0.007,1.296,0.82,2.848
-8.191,-3.437,0.04,5.012,-0.737,2.95,0.835,4.043,0.0,-0.871,-2.989,-0.152,1.616,1.381,-0.242,0.168,1.317,0.002,1.15,0.484,2.728
-7.04,-3.773,-0.171,3.969,-0.79,2.553,0.166,4.117,0.0,-1.159,-2.124,-0.518,1.342,1.757,-0.869,0.121,0.797,0.054,1.226,0.366,2.506
-8.672,-4.014,-0.05,5.175,-0.821,2.842,0.117,4.216,0.0,-1.028,-3.079,-0.357,1.429,1.734,-0.744,0.124,1.398,0.339,1.137,0.456,2.896
-8.186,-3.916,-0.02,4.562,-0.975,2.674,-0.21,4.33,0.0,-1.0,-2.657,-0.413,1.259,1.536,-0.427,0.37,1.114,0.059,1.195,0.624,2.934
-6.178,-3.653,0.059,3.359,-0.807,2.046,0.377,4.002,0.0,-0.898,-2.092,-0.214,1.476,1.608,-0.393,0.362,0.982,0.237,1.036,0.566,2.309
-6.459,-3.266,0.027,3.696,-0.89,2.29,0.552,3.94,0.0,-0.796,-2.096,-0.18,1.659,1.252,-0.135,0.249,1.114,0.33,1.003,0.631,2.388
-6.231,-4.151,-0.186,3.464,-0.844,2.125,0.278,4.446,0.0,-1.059,-2.318,-0.513,1.432,1.827,-0.475,0.423,0.916,0.15,1.089,0.631,2.238
-7.705,-3.475,-0.028,4.801,-0.836,2.418,0.452,3.901,0.0,-0.907,-2.676,-0.235,1.508,1.508,-0.368,0.098,1.157,0.174,1.121,0.644,2.825
-7.579,-5.135,0.067,3.952,-0.745,2.351,0.543,5.073,0.0,-1.218,-2.039,-0.458,1.334,1.742,-0.658,0.202,0.963,0.074,1.118,0.267,2.529
-7.329,-5.754,-0.092,3.83,-0.829,2.398,0.462,5.948,0.0,-0.929,-2.105,-0.262,1.714,1.677,-0.493,0.104,0.984,0.278,1.1,0.735,2.253
-8.397,-4.071,0.238,4.987,-0.75,2.632,0.06,4.3,0.0,-1.054,-2.737,-0.63,0.84,1.677,-0.797,0.286,0.901,0.137,1.171,0.91,3.093
-7.615,-3.869,0.159,4.09,-0.769,2.582,0.45,4.275,0.0,-1.113,-2.318,-0.274,1.514,1.571,-0.637,0.21,1.011,0.212,1.049,0.751,2.696
-7.385,-4.327,0.058,4.356,-0.783,2.415,0.174,4.513,0.0,-1.044,-2.677,-0.816,1.224,1.776,-0.55,0.372,0.95,0.024,1.302,0.754,2.602
-7.839,-4.581,-0.149,4.493,-0.91,2.812,0.318,4.809,0.0,-0.927,-2.772,-0.237,1.664,1.553,-0.57,0.277,1.166,0.066,1.181,0.573,2.583
-7.231,-4.124,-0.081,4.22,-1.068,2.66,-0.66,4.567,0.0,-1.227,-2.308,-0.905,1.036,1.93,-0.831,0.223,0.958,0.317,1.091,0.823,2.647
-6.074,-4.411,0.232,3.453,-0.766,2.159,0.262,4.575,0.0,-1.063,-1.651,-0.91,1.228,1.736,-0.334,0.279,0.726,0.216,1.02,0.382,2.169
-7.131,-3.644,-0.006,4.217,-0.764,2.416,0.336,4.07,0.0,-0.984,-2.683,-0.554,1.232,1.436,-0.278,0.274,1.431,0.489,0.865,0.679,2.357
-7.592,-3.503,0.032,4.346,-0.791,2.533,0.276,4.028,0.0,-1.015,-2.388,-0.326,1.366,1.535,-0.473,0.301,0.726,0.08,1.165,0.886,2.594
-6.55,-3.804,-0.0,3.717,-0.743,1.995,0.271,4.087,0.0,-0.781,-2.194,-0.219,1.472,1.436,-0.336,0.329,1.16,0.332,1.343,0.672,2.37
-6.937,-4.212,-0.254,3.92,-0.95,2.345,-0.132,4.614,0.0,-1.24,-2.601,-0.749,1.437,1.943,-0.768,0.416,1.039,0.33,0.94,0.969,2.414
-6.027,-4.501,0.041,3.107,-0.822,2.146,0.256,4.681,0.0,-1.216,-1.612,-0.658,1.203,1.769,-0.658,0.145,0.914,0.312,1.075,0.365,2.155
-7.157,-3.627,0.179,3.979,-0.787,2.473,0.445,4.008,0.0,-0.911,-2.417,-0.311,1.307,1.342,-0.274,0.305,0.846,-0.077,1.116,0.643,2.549
-6.716,-4.449,-0.069,3.804,-0.72,2.306,0.363,4.618,0.0,-0.817,-2.276,-0.37,1.501,1.571,-0.544,0.102,0.611,0.214,1.051,0.557,2.178
-6.964,-3.861,0.265,3.831,-0.76,2.378,0.118,4.201,0.0,-0.872,-1.676,-0.623,1.028,1.511,-0.625,0.223,0.65,-0.056,0.875,0.237,2.661
-7.167,-3.064,0.03,4.219,-0.766,2.348,0.579,3.601,0.0,-0.799,-2.7,-0.138,1.523,1.274,-0.208,0.385,1.304,0.214,1.082,0.655,2.662
-7.337,-4.394,0.025,3.96,-0.725,2.26,0.621,4.686,0.0,-0.758,-2.43,-0.131,1.519,1.375,-0.395,0.342,0.875,0.255,1.197,0.649,2.397
-7.454,-4.889,-0.115,4.506,-0.731,2.444,0.035,4.7,0.0,-0.932,-2.634,-0.774,1.231,1.927,-0.863,0.265,0.972,0.224,1.191,0.668,2.407
-6.71,-3.074,0.16,3.812,-0.819,2.473,0.211,3.664,0.0,-0.833,-2.211,-0.369,1.077,1.392,-0.674,0.449,0.927,0.181,1.239,0.392,2.404
-6.138,-3.835,-0.253,3.574,-0.921,2.501,0.317,4.24,0.0,-1.141,-2.142,-0.132,1.747,1.587,-0.245,0.211,0.993,0.327,1.06,0.89,2.202
-7.462,-4.593,0.125,4.087,-0.737,2.426,0.42,4.668,0.0,-0.88,-2.107,-0.323,1.333,1.587,-0.554,0.211,1.009,0.151,1.191,0.326,2.71
-6.558,-2.737,0.023,3.853,-0.768,2.3,0.282,3.463,0.0,-0.952,-2.04,-0.106,1.358,1.179,-0.256,0.112,1.034,0.207,0.986,0.547,2.501
-7.868,-4.293,0.271,4.588,-0.736,2.747,0.678,4.502,0.0,-0.883,-2.609,-0.671,1.386,1.778,-0.645,0.266,1.119,0.077,1.155,0.374,2.854
-5.764,-3.821,-0.029,3.341,-0.771,2.166,0.071,4.158,0.0,-0.997,-1.602,-0.72,1.288,1.735,-0.278,0.334,0.729,0.036,1.112,0.392,2.175
-6.372,-4.036,-0.032,3.559,-0.792,2.458,0.633,4.445,0.0,-1.023,-2.16,-0.172,1.691,1.367,-0.401,0.227,1.367,0.687,0.971,0.587,2.14
-7.954,-3.907,0.04,4.564,-0.87,2.583,0.696,4.374,0.0,-0.801,-2.642,-0.175,1.528,1.347,-0.414,0.141,1.043,0.169,1.155,0.491,2.776
-7.447,-2.92,0.025,4.373,-0.783,2.658,0.175,3.581,0.0,-0.93,-2.577,-0.266,1.278,1.329,-0.425,0.312,1.007,0.388,1.416,0.686,2.826
-6.48,-2.92,0.115,3.698,-0.713,2.201,0.476,3.472,0.0,-0.906,-2.229,-0.29,1.35,1.161,-0.309,0.368,0.86,0.289,1.183,0.82,2.481
-8.3,-4.442,-0.211,4.836,-1.078,2.637,0.195,4.836,0.0,-0.963,-3.18,-0.142,1.705,1.463,-0.324,0.308,1.186,0.246,1.142,0.551,2.549
-6.745,-5.147,-0.211,3.512,-0.828,2.275,0.224,5.108,0.0,-1.082,-2.442,-0.416,1.667,1.872,-0.657,0.203,1.223,0.446,1.236,0.568,2.233
-6.615,-3.568,-0.154,4.128,-0.92,2.629,-0.142,4.083,0.0,-1.137,-2.411,-0.51,1.258,1.667,-0.706,0.148,1.037,0.308,1.168,0.757,2.361
-7.561,-3.864,-0.274,4.501,-1.124,2.571,-0.173,4.199,0.0,-1.163,-3.076,-0.543,1.513,1.654,-0.512,0.367,1.0,0.278,1.006,1.006,2.552
-7.396,-4.179,0.085,4.23,-0.89,2.705,0.171,4.594,0.0,-1.027,-2.389,-0.511,1.312,1.581,-0.478,0.262,1.013,0.086,1.118,0.658,2.621
-6.35,-3.139,-0.293,3.857,-1.232,2.771,-0.105,3.765,0.0,-1.054,-2.175,-0.304,1.591,1.621,-0.715,0.229,1.145,0.367,0.969,0.636,2.04
-7.84,-3.577,0.011,4.73,-0.828,2.674,-0.157,4.146,0.0,-1.266,-2.686,-0.659,1.103,1.791,-0.917,0.223,1.389,0.371,1.29,0.618,2.771
-6.051,-2.155,0.037,3.751,-0.946,2.306,0.171,2.926,0.0,-0.645,-1.93,-0.313,1.336,1.037,-0.155,0.165,0.906,0.406,0.896,0.852,2.379
-6.971,-3.285,0.031,3.87,-0.754,2.264,0.623,3.865,0.0,-0.827,-2.221,-0.175,1.502,1.107,-0.067,0.292,1.112,0.389,1.211,0.565,2.38
-7.445,-4.127,0.174,4.17,-0.78,2.475,0.553,4.334,0.0,-0.924,-2.204,-0.342,1.297,1.566,-0.681,0.305,0.929,0.024,1.073,0.612,2.618
-7.028,-4.07,0.139,3.952,-0.803,2.358,-0.307,4.446,0.0,-1.571,-1.954,-1.121,0.874,1.958,-0.88,0.23,0.966,0.166,1.042,0.28,2.538
-8.3,-3.128,-0.308,5.195,-1.036,3.015,-0.336,3.821,0.0,-1.271,-3.262,-0.423,1.396,1.723,-0.643,0.242,1.291,0.28,1.163,0.718,2.828
-7.997,-3.527,-0.046,4.855,-0.742,2.597,0.395,3.923,0.0,-0.863,-2.781,-0.201,1.642,1.434,-0.313,0.295,1.094,0.13,1.432,0.542,2.908
-6.693,-4.22,-0.213,4.043,-0.995,2.659,0.488,4.544,0.0,-0.905,-2.561,-0.28,1.92,1.582,-0.172,0.207,1.147,0.332,1.133,0.7,2.217
-5.894,-3.847,0.09,3.19,-0.733,2.137,0.463,4.052,0.0,-0.927,-1.365,-0.289,1.452,1.441,-0.537,0.123,1.076,0.17,1.203,-0.113,2.102
-8.434,-5.315,0.041,4.747,-0.805,2.553,0.95,5.259,0.0,-0.868,-2.839,-0.23,1.873,1.664,-0.262,0.312,1.063,0.089,1.176,0.347,2.767
-8.221,-4.23,-0.207,5.01,-0.968,2.825,0.365,4.588,0.0,-1.046,-3.318,-0.36,1.597,1.82,-0.696,0.144,1.256,0.35,1.279,0.896,2.706
-6.439,-3.107,-0.153,4.117,-0.82,2.279,0.278,3.564,0.0,-0.94,-2.76,-0.317,1.447,1.498,-0.459,0.282,1.197,0.278,0.949,0.799,2.377
-6.139,-3.612,0.023,3.682,-0.908,2.338,0.02,4.023,0.0,-1.074,-1.917,-0.432,1.404,1.778,-0.419,0.076,1.018,0.374,1.139,0.5,2.054
-8.931,-3.87,-0.04,5.337,-0.721,2.732,0.361,4.427,0.0,-1.026,-3.172,-0.233,1.451,1.5,-0.522,0.2,1.136,0.268,1.167,0.648,3.083
-7.022,-3.903,-0.162,4.056,-0.867,2.367,0.08,4.438,0.0,-1.007,-2.585,-0.327,1.661,1.729,-0.382,0.281,1.302,0.47,1.023,0.755,2.479
-7.326,-3.569,0.063,4.042,-0.895,2.494,0.399,4.11,0.0,-1.035,-2.245,-0.091,1.379,1.418,-0.542,0.418,0.989,0.013,1.113,0.622,2.534
-5.631,-3.769,-0.053,3.337,-0.723,1.935,0.715,3.839,0.0,-0.707,-1.928,-0.273,1.534,1.206,0.019,0.178,1.118,0.384,0.902,0.614,1.881
-6.427,-3.413,0.233,3.688,-0.728,2.28,0.726,3.954,0.0,-0.71,-2.172,-0.316,1.126,1.193,-0.487,0.299,1.249,0.4,1.257,0.437,2.277
-6.765,-3.472,0.08,3.719,-0.706,2.136,0.392,3.852,0.0,-0.826,-2.034,-0.277,1.325,1.446,-0.461,0.351,0.952,0.197,1.149,0.635,2.465
-6.22,-3.622,-0.182,3.48,-0.842,2.239,0.081,3.944,0.0,-1.131,-1.83,-0.74,1.394,1.74,-0.575,0.151,0.899,0.19,1.145,0.372,2.354
-6.941,-4.839,0.028,3.797,-0.789,2.414,0.301,4.954,0.0,-0.934,-2.385,-0.669,1.354,1.698,-0.545,0.367,1.046,0.254,1.109,0.804,2.406
-6.606,-3.871,-0.136,3.758,-0.877,2.287,0.353,4.29,0.0,-0.975,-2.131,-0.205,1.7,1.644,-0.412,0.041,1.095,0.395,1.151,0.581,2.318
-7.568,-4.066,0.022,4.522,-0.815,2.462,0.343,4.506,0.0,-1.051,-2.945,-0.651,1.31,1.703,-0.376,0.441,1.092,0.206,1.144,0.51,2.653
-6.671,-4.049,0.162,3.864,-0.797,2.227,0.694,4.392,0.0,-0.907,-2.148,-0.415,1.319,1.347,-0.332,0.232,1.033,0.245,1.295,0.627,2.268
-7.195,-4.507,-0.038,4.19,-0.818,2.478,0.248,4.5,0.0,-1.159,-2.34,-0.516,1.368,1.538,-0.443,0.194,1.25,0.143,1.285,0.485,2.463
-5.951,-3.617,-0.166,3.546,-0.983,2.352,0.314,4.115,0.0,-1.041,-2.396,-0.53,1.643,1.701,-0.289,0.364,1.045,0.436,1.063,0.767,2.245
-6.161,-2.856,-0.078,3.791,-0.875,2.169,0.052,3.494,0.0,-1.072,-1.945,-0.449,1.459,1.353,-0.255,0.276,0.998,0.338,1.191,0.492,2.445
-7.331,-3.323,-0.036,4.456,-0.746,2.41,0.396,3.924,0.0,-1.048,-2.689,-0.36,1.217,1.461,-0.488,0.319,1.209,0.323,1.27,0.71,2.477
-7.789,-3.957,0.055,4.424,-0.702,2.665,0.665,4.297,0.0,-1.053,-2.603,-0.272,1.375,1.527,-0.425,0.271,1.017,0.163,1.186,0.658,2.709
-8.342,-3.94,0.092,4.82,-0.758,2.591,0.515,4.172,0.0,-0.915,-2.619,-0.27,1.275,1.361,-0.463,0.277,1.327,0.292,1.189,0.447,2.822
-7.429,-3.79,0.086,4.139,-0.741,2.545,0.766,4.102,0.0,-0.767,-2.157,-0.07,1.446,1.133,-0.436,-0.084,0.736,0.232,1.224,0.667,2.419
-5.753,-3.353,-0.313,3.564,-0.938,2.243,-0.116,3.897,0.0,-1.225,-2.216,-0.884,1.44,1.895,-0.7,0.199,1.03,0.35,1.087,0.542,2.056
-7.003,-3.947,0.005,4.092,-0.876,2.555,0.034,4.375,0.0,-0.889,-2.434,-0.526,1.254,1.815,-0.629,0.357,0.733,0.118,1.034,0.706,2.395
-7.149,-4.743,0.051,4.071,-0.71,2.363,0.576,4.853,0.0,-0.99,-2.472,-0.558,1.276,1.464,-0.382,0.362,0.993,0.173,1.176,0.929,2.501
-7.461,-3.455,-0.16,4.522,-0.907,2.569,0.299,3.975,0.0,-0.861,-2.796,-0.243,1.414,1.31,-0.326,0.241,0.907,0.168,1.135,0.668,2.48
-6.973,-3.862,-0.007,4.101,-0.852,2.472,0.349,4.134,0.0,-0.984,-2.452,-0.569,1.401,1.549,-0.324,0.232,1.081,0.149,1.085,0.635,2.581
-6.883,-4.297,0.066,3.839,-0.76,2.361,0.11,4.505,0.0,-1.058,-2.246,-0.692,1.184,1.563,-0.522,0.376,0.934,0.26,1.085,0.77,2.502
-6.975,-5.045,-0.41,3.758,-1.066,2.334,-0.191,5.336,0.0,-1.182,-2.275,-0.463,1.698,1.937,-0.567,0.351,1.299,0.532,1.006,0.724,2.218
-6.529,-3.691,0.075,3.731,-0.711,2.214,0.47,4.179,0.0,-0.783,-1.806,-0.571,1.171,1.384,-0.206,0.193,0.719,0.094,1.154,0.557,2.324
-6.975,-3.925,0.157,4.125,-0.738,2.453,0.259,4.141,0.0,-0.916,-2.242,-0.745,1.078,1.63,-0.466,0.262,0.989,0.221,1.041,0.742,2.625
-6.654,-3.719,0.115,3.537,-0.73,2.309,0.587,4.236,0.0,-0.835,-1.978,-0.338,1.408,1.366,-0.433,0.377,0.967,0.087,1.311,0.59,2.424
-6.667,-4.622,0.12,3.63,-0.752,2.406,0.16,4.597,0.0,-1.146,-1.882,-0.688,1.273,1.895,-0.785,0.159,0.95,0.46,1.023,0.522,2.332
-6.52,-3.719,0.015,3.757,-0.834,2.422,0.239,4.034,0.0,-0.929,-2.042,-0.342,1.095,1.449,-0.465,0.306,0.97,0.252,1.117,0.654,2.238
-6.718,-3.415,-0.143,4.207,-0.772,2.645,-0.164,4.029,0.0,-0.992,-2.836,-0.502,1.107,1.5,-0.44,0.36,1.318,0.466,1.063,1.084,2.219
-5.601,-3.852,-0.201,3.213,-0.891,2.056,0.072,4.35,0.0,-1.132,-1.828,-0.616,1.645,1.617,-0.329,0.235,0.995,0.33,1.061,0.563,2.137
-7.614,-3.795,-0.054,4.635,-0.853,2.754,0.311,4.016,0.0,-1.174,-2.812,-0.342,1.386,1.629,-0.608,0.227,1.15,0.181,1.228,0.726,2.495
-6.605,-4.45,0.029,3.35,-1.012,2.302,0.084,4.683,0.0,-0.94,-1.796,-0.677,1.221,1.736,-0.757,0.37,0.868,0.209,1.051,0.479,2.341
-6.314,-4.548,-0.074,3.548,-0.891,2.373,0.414,4.623,0.0,-0.875,-2.033,-0.415,1.55,1.675,-0.338,0.172,0.665,0.094,0.982,0.652,2.3
-6.493,-2.523,-0.181,4.093,-0.939,2.402,0.267,3.362,0.0,-1.054,-2.421,-0.01,1.602,1.271,-0.233,0.217,1.117,0.32,1.168,0.704,2.352
-8.025,-3.702,-0.064,4.724,-0.855,2.738,0.585,4.237,0.0,-1.044,-2.994,-0.112,1.573,1.452,-0.449,0.289,1.109,0.015,1.188,0.663,2.582
-6.35,-4.088,0.2,3.495,-0.752,2.143,0.701,4.342,0.0,-0.723,-1.764,-0.405,1.529,1.564,-0.212,-0.046,0.968,0.271,1.166,0.333,2.292
-8.144,-4.189,0.127,4.698,-0.72,2.716,0.329,4.324,0.0,-0.897,-2.852,-0.495,1.32,1.628,-0.786,0.213,1.319,0.246,1.218,0.349,2.797
-7.823,-4.431,-0.038,4.067,-0.856,2.502,0.326,4.823,0.0,-0.868,-2.104,-0.184,1.454,1.482,-0.659,0.091,1.017,0.047,1.084,0.596,2.639
-8.089,-4.171,-0.076,4.835,-0.878,2.615,0.366,4.451,0.0,-1.13,-2.928,-0.034,1.713,1.664,-0.554,0.206,1.102,0.289,1.188,0.891,2.821
-7.439,-3.903,0.246,4.127,-0.732,2.49,0.495,4.027,0.0,-0.892,-2.266,-0.632,1.018,1.684,-0.684,0.427,1.118,0.196,1.025,0.392,2.819
-7.294,-4.029,0.065,4.456,-0.854,2.64,0.453,4.304,0.0,-0.995,-2.433,-0.652,1.389,1.602,-0.477,0.328,0.95,-0.109,0.98,0.588,2.736
-6.099,-3.712,-0.075,3.425,-0.77,2.065,-0.171,4.097,0.0,-1.14,-1.683,-0.792,1.214,1.942,-0.719,0.166,0.879,0.085,1.354,0.287,2.192
-6.903,-3.799,0.083,3.911,-0.768,2.302,0.331,4.104,0.0,-1.075,-2.314,-0.456,1.232,1.405,-0.381,0.27,1.031,0.381,0.954,0.995,2.639
-7.525,-3.907,0.104,4.399,-0.792,2.46,0.301,4.23,0.0,-0.981,-2.525,-0.5,1.267,1.404,-0.398,0.329,1.049,0.295,1.096,0.649,2.686
-7.573,-4.488,0.043,4.322,-0.746,2.438,0.382,4.568,0.0,-0.925,-2.446,-0.343,1.322,1.481,-0.328,0.191,1.34,0.361,1.342,0.577,2.671
-8.485,-3.935,-0.248,5.122,-0.998,2.645,0.114,4.384,0.0,-0.929,-3.432,-0.23,1.623,1.555,-0.541,0.305,1.189,0.146,1.273,0.658,2.958
-7.526,-3.76,0.128,4.366,-0.752,2.62,0.009,4.065,0.0,-1.197,-2.545,-0.699,0.989,1.693,-0.727,0.294,1.407,0.484,1.265,0.586,2.756
-7.509,-2.594,-0.02,4.66,-0.82,2.771,0.493,3.542,0.0,-1.0,-3.014,-0.279,1.467,1.134,-0.034,0.474,1.388,0.32,0.965,0.82,2.927
-6.364,-4.318,-0.217,3.558,-0.883,2.286,0.405,4.763,0.0,-0.894,-2.216,-0.211,1.585,1.386,-0.29,0.266,1.165,0.286,1.196,0.541,2.18
-7.607,-3.005,0.003,4.63,-0.803,2.669,0.353,3.708,0.0,-0.877,-2.726,-0.304,1.597,1.451,-0.244,0.269,1.001,0.229,1.08,0.963,2.98
-7.562,-4.057,-0.059,4.29,-0.884,2.286,-0.082,4.374,0.0,-1.001,-2.377,-0.647,1.237,1.739,-0.61,0.285,0.863,0.008,1.121,0.661,2.811
-6.971,-2.775,0.181,4.034,-0.717,2.479,0.458,3.206,0.0,-0.737,-2.138,0.011,1.435,1.181,-0.288,0.47,0.86,0.114,1.169,0.836,2.59
-7.543,-3.902,0.115,4.428,-0.711,2.621,0.224,4.127,0.0,-1.072,-2.731,-0.784,1.229,1.71,-0.541,0.461,0.925,0.202,1.055,0.799,2.75
-8.527,-3.837,0.246,5.109,-0.702,2.612,0.53,4.311,0.0,-0.893,-2.769,-0.443,1.272,1.312,-0.266,0.2,1.253,0.217,1.377,0.614,2.918
-6.958,-3.395,0.001,4.306,-0.817,2.457,0.058,3.74,0.0,-1.169,-2.563,-0.597,1.31,1.908,-0.878,0.185,0.996,0.235,1.057,0.654,2.632
-7.023,-5.012,-0.084,3.689,-0.999,2.385,0.288,5.244,0.0,-0.993,-1.88,-0.441,1.598,1.735,-0.541,0.229,0.983,0.312,1.179,0.568,2.353
