x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.342,-0.208,0.75,-2.406,-0.202,6.381,3.001,1.0,-0.556,-3.162,1.492,0.261,3.552,2.445,0.462,7.577,0.289,0.283,-0.264,-1.048,1.62
-0.357,-0.216,0.767,-2.772,-0.196,7.365,3.284,1.0,-0.5,-3.295,1.683,0.377,4.094,2.577,0.466,8.596,0.116,0.01,0.049,-1.081,1.159
-0.14,-0.314,0.645,-2.822,-0.656,7.748,3.159,1.0,-0.739,-3.314,1.442,0.858,4.392,2.446,1.032,8.983,0.089,0.411,0.317,-1.05,1.374
-0.298,-0.283,0.381,-2.808,-0.186,7.492,3.708,1.0,-0.685,-4.307,1.724,0.538,4.003,2.87,0.692,7.63,0.236,0.276,-0.545,-1.507,1.68
-0.225,-0.146,0.878,-3.198,-0.358,7.968,3.912,1.0,-0.76,-2.937,1.786,0.785,4.771,3.199,0.812,8.203,0.012,0.316,0.514,-0.909,1.212
-0.121,-0.149,0.771,-2.694,-0.408,7.048,2.958,1.0,-0.807,-3.1,1.562,0.621,4.031,2.609,0.609,7.543,0.086,0.298,0.152,-1.036,1.29
-0.341,-0.579,0.505,-3.221,0.039,7.442,3.728,1.0,-0.277,-4.382,1.845,-0.079,4.323,3.249,0.315,8.2,0.128,0.106,-0.828,-1.606,1.405
-0.322,-0.216,0.653,-2.968,-0.334,7.517,3.688,1.0,-0.634,-3.187,1.669,0.372,4.464,3.024,0.618,7.927,0.04,0.221,0.368,-1.064,1.0
-0.216,-0.43,0.539,-3.11,-0.529,8.006,3.436,1.0,-0.456,-3.966,1.822,0.431,4.66,2.979,0.766,7.608,-0.002,-0.007,0.168,-1.112,1.311
0.034,-0.495,0.722,-2.946,-0.66,7.607,3.622,1.0,-0.768,-3.557,1.606,1.041,4.306,2.903,1.055,7.77,0.055,0.524,-0.092,-1.59,1.66
-0.04,-0.276,0.934,-2.385,-0.206,7.245,3.133,1.0,-0.299,-2.538,1.464,0.134,3.802,2.424,0.367,8.308,0.01,0.276,0.677,-0.747,0.762
-0.273,-0.49,0.709,-2.907,0.025,7.248,3.551,1.0,-0.312,-3.917,1.889,0.513,4.111,2.905,0.568,7.063,0.012,0.132,-0.568,-1.452,1.498
-0.193,-0.303,0.47,-3.491,-0.703,7.798,3.859,1.0,-0.609,-3.623,1.874,0.876,4.65,3.207,0.991,8.197,0.129,0.358,-0.455,-1.75,1.745
-0.07,-0.48,0.495,-2.844,-0.805,7.601,3.183,1.0,-0.561,-3.122,1.525,1.244,4.429,2.544,1.334,8.049,-0.008,0.304,0.327,-1.313,1.519
-0.066,-0.29,0.811,-2.916,-0.302,7.839,3.543,1.0,-0.676,-3.02,1.872,0.777,4.541,2.874,0.754,8.676,0.033,0.24,0.324,-1.122,1.343
-0.332,-0.178,0.655,-3.013,0.022,7.957,3.596,1.0,-0.502,-3.536,1.878,0.01,4.546,3.06,0.356,7.799,0.077,0.156,0.29,-1.264,0.965
-0.143,-0.3,0.999,-3.322,0.199,8.004,4.081,1.0,-0.503,-2.938,1.98,0.081,4.799,3.614,0.189,8.375,-0.075,-0.02,0.239,-0.921,1.327
0.026,-0.499,0.621,-2.868,-0.256,7.413,3.157,1.0,-0.747,-3.755,1.524,0.846,4.117,2.674,0.887,8.159,-0.17,0.44,-0.253,-1.354,1.682
0.362,-0.268,0.317,-2.491,-1.182,6.86,2.513,1.0,-0.724,-3.659,1.225,1.471,3.6,1.863,1.488,8.172,-0.099,0.601,-0.054,-1.337,1.591
0.118,-0.328,0.529,-3.167,-0.747,7.153,3.09,1.0,-0.834,-3.511,1.472,1.234,3.958,2.576,1.199,8.63,-0.128,0.384,-0.37,-1.443,1.846
0.036,-0.5,0.218,-2.333,-0.761,6.893,2.382,1.0,-0.547,-4.008,1.199,0.869,3.449,1.933,1.05,8.494,0.292,0.377,-0.403,-1.289,1.891
-0.287,-0.231,0.58,-2.615,-0.547,7.331,2.811,1.0,-0.794,-3.293,1.552,0.944,4.164,2.421,0.928,8.849,0.025,0.349,0.159,-1.134,1.467
-0.305,-0.153,0.119,-3.809,-0.548,9.336,4.086,1.0,-0.731,-5.283,1.871,1.037,5.311,3.48,0.969,8.996,-0.28,0.246,-0.076,-1.576,1.778
0.033,-0.688,0.671,-3.16,-0.359,7.267,3.482,1.0,-0.367,-3.413,1.778,0.424,4.226,2.944,0.708,8.965,0.162,0.295,-0.863,-1.932,1.93
-0.159,-0.134,0.453,-1.826,-0.512,5.98,2.15,1.0,-0.618,-2.575,1.106,0.829,3.041,1.599,0.69,8.249,0.073,0.154,0.233,-0.587,1.114
-0.208,-0.381,0.691,-2.732,-0.316,7.842,3.3,1.0,-0.325,-3.544,1.608,0.226,4.317,2.726,0.438,8.898,-0.001,0.203,0.158,-1.004,1.035
-0.235,-0.583,0.622,-3.389,-0.377,7.402,3.723,1.0,-0.503,-3.535,1.934,0.55,4.528,3.338,0.857,7.248,-0.152,0.373,-0.461,-1.694,1.646
-0.275,-0.399,0.141,-3.239,-0.507,8.408,3.719,1.0,-0.566,-4.654,1.831,0.682,4.699,3.092,0.905,8.091,-0.036,0.231,-0.159,-1.269,1.739
0.039,-0.23,0.871,-3.03,-0.039,7.464,3.472,1.0,-0.435,-2.732,1.751,0.395,4.494,2.948,0.561,7.483,0.24,0.434,0.266,-1.282,1.215
0.114,-0.426,1.104,-3.352,0.067,7.262,3.721,1.0,-0.439,-2.156,1.797,0.489,4.541,3.106,0.515,8.036,0.216,0.315,-0.102,-1.387,1.269
-0.121,-0.256,0.496,-2.866,0.147,7.656,3.342,1.0,-0.318,-4.072,1.722,0.138,4.13,2.733,0.25,8.013,0.104,0.365,-0.07,-1.29,1.25
-0.106,-0.493,0.18,-3.338,-0.54,7.547,3.88,1.0,-0.549,-4.272,1.651,0.734,4.222,3.169,0.94,7.726,-0.065,0.351,-0.41,-1.603,1.773
-0.063,-0.153,0.693,-2.383,-0.522,7.282,2.4,1.0,-0.646,-3.512,1.229,0.845,3.728,1.924,0.928,8.855,0.073,0.339,0.197,-0.935,1.332
0.036,-0.426,0.157,-1.929,-0.687,6.662,2.415,1.0,-0.392,-3.522,1.124,0.731,3.325,1.592,0.928,7.874,0.061,0.418,0.046,-0.948,1.271
-0.166,-0.454,0.54,-3.373,-0.681,8.747,3.317,1.0,-0.511,-4.429,1.75,0.94,5.033,2.937,1.056,8.795,0.113,0.432,0.351,-1.369,1.355
0.208,-0.14,-0.018,-2.409,-0.502,6.779,2.639,1.0,-0.628,-4.275,1.216,0.886,3.64,1.927,0.858,7.137,-0.023,0.373,-0.346,-1.25,1.583
0.042,-0.268,0.131,-2.634,-0.93,6.377,2.79,1.0,-0.658,-3.982,1.379,1.325,3.433,2.264,1.392,6.953,-0.033,0.317,-0.823,-1.459,2.168
-0.1,-0.407,0.681,-3.182,-0.483,7.369,3.257,1.0,-0.635,-2.732,1.813,0.801,4.47,2.82,1.017,8.019,0.251,0.43,0.077,-1.358,1.535
-0.122,-0.512,0.887,-4.021,-0.553,8.502,4.627,1.0,-0.487,-3.049,2.328,0.834,5.191,4.003,0.938,7.828,0.176,0.338,0.054,-1.761,1.504
-0.239,-0.309,0.486,-2.385,-0.215,7.126,2.925,1.0,-0.518,-3.515,1.488,0.634,3.561,2.236,0.619,8.259,0.055,0.314,-0.111,-1.032,1.615
-0.098,-0.435,0.919,-2.852,-0.275,7.318,3.295,1.0,-0.442,-3.417,1.67,0.221,4.172,2.868,0.583,8.473,0.107,0.22,-0.392,-1.379,1.383
-0.262,-0.359,0.345,-2.262,-0.647,6.788,2.895,1.0,-0.718,-4.149,1.221,0.858,3.639,2.19,1.026,7.91,-0.07,0.349,-0.215,-1.048,1.696
0.285,-0.373,0.284,-3.122,-0.672,8.189,3.456,1.0,-0.64,-4.174,1.89,1.13,4.468,2.822,1.07,8.192,-0.068,0.629,-0.093,-1.71,1.712
-0.275,-0.076,0.61,-2.329,-0.548,5.599,3.106,1.0,-0.697,-2.999,1.372,0.434,3.175,2.453,0.809,7.62,0.061,0.16,-0.771,-1.293,1.933
0.048,-0.432,0.507,-3.868,-0.813,8.533,4.099,1.0,-0.685,-3.842,2.005,1.325,5.396,3.476,1.412,8.365,0.07,0.302,-0.366,-1.77,1.944
-0.169,-0.264,0.884,-3.42,-0.325,8.064,3.8,1.0,-0.7,-3.481,1.882,0.627,4.898,3.41,0.73,8.275,0.003,0.263,0.093,-1.378,1.483
0.02,-0.441,0.586,-3.015,-0.164,7.663,3.341,1.0,-0.648,-3.902,1.798,0.537,4.187,3.006,0.587,8.121,0.099,0.336,-0.272,-1.552,1.295
-0.248,-0.314,-0.056,-2.638,-0.7,7.457,3.343,1.0,-0.617,-4.135,1.483,0.606,4.217,2.594,0.883,8.023,0.026,0.256,-0.143,-1.214,1.37
-0.283,-0.516,0.309,-2.631,-0.474,7.03,3.186,1.0,-0.462,-4.167,1.525,0.647,3.7,2.641,0.768,8.233,0.049,0.145,-0.42,-1.366,1.593
-0.039,-0.379,0.376,-2.937,-0.927,7.531,3.37,1.0,-0.596,-3.45,1.6,0.959,4.206,2.748,1.248,8.211,-0.231,0.394,-0.045,-1.584,1.592
-0.038,-0.376,0.591,-3.139,-0.496,8.024,3.541,1.0,-0.804,-4.24,1.942,0.969,4.445,2.851,0.983,8.599,0.092,0.292,-0.548,-1.77,1.806
-0.01,-0.255,0.574,-2.378,-0.728,6.772,2.392,1.0,-0.717,-3.184,1.228,0.951,3.625,1.872,0.962,8.986,0.184,0.479,-0.596,-1.596,1.863
-0.053,-0.434,0.751,-3.117,-0.243,8.161,3.601,1.0,-0.227,-3.403,1.951,0.39,4.648,3.054,0.605,8.603,0.167,0.25,0.397,-1.151,1.161
-0.028,-0.125,0.797,-2.472,-0.572,7.22,2.587,1.0,-0.833,-3.19,1.447,0.42,4.054,2.153,0.853,8.574,-0.004,0.245,0.421,-0.857,1.198
-0.454,-0.087,1.002,-2.939,0.115,7.554,3.534,1.0,-0.395,-2.916,1.736,-0.164,4.558,3.065,-0.027,7.687,0.099,0.065,0.528,-0.804,0.735
-0.107,-0.482,0.598,-3.102,-0.775,8.001,3.467,1.0,-0.443,-3.863,1.84,0.801,4.549,2.86,1.158,8.055,0.102,0.464,-0.072,-1.766,1.629
0.033,-0.081,0.977,-3.234,-0.068,7.632,3.581,1.0,-0.609,-2.678,1.72,0.567,4.865,2.868,0.518,8.262,0.047,0.029,0.34,-0.776,1.205
0.144,-0.289,0.399,-2.599,-0.573,7.416,2.589,1.0,-0.67,-3.45,1.118,1.124,3.919,1.954,0.923,8.324,0.041,0.529,0.462,-1.052,1.164
-0.366,-0.483,0.412,-3.279,-0.208,8.283,3.956,1.0,-0.442,-5.011,1.927,0.293,4.643,3.238,0.558,7.905,-0.091,0.165,-0.398,-1.688,1.414
0.05,-0.338,0.906,-2.76,-0.198,7.159,3.178,1.0,-0.502,-2.549,1.176,0.355,4.151,2.677,0.64,7.975,0.046,0.161,0.597,-0.705,0.788
0.012,-0.515,0.452,-3.145,-0.077,7.987,3.995,1.0,-0.318,-4.579,1.849,0.21,4.323,3.262,0.485,8.728,0.174,0.203,-0.495,-1.616,1.615
-0.145,-0.514,0.544,-3.012,-0.763,7.637,3.151,1.0,-0.517,-3.648,1.496,0.891,4.234,2.619,0.995,8.126,0.154,0.414,0.146,-1.46,1.238
0.038,-0.717,0.684,-3.482,-0.489,7.534,4.113,1.0,-0.275,-3.543,2.092,0.513,4.622,3.481,0.911,7.862,0.03,0.4,-0.797,-2.05,1.866
0.272,-0.398,0.288,-2.479,-0.868,7.525,2.726,1.0,-0.377,-4.239,1.298,1.306,3.668,2.025,1.067,8.97,-0.157,0.351,-0.012,-1.169,1.614
0.122,-0.29,0.79,-4.433,-0.124,9.124,4.717,1.0,-0.548,-3.598,2.21,0.912,5.849,4.174,0.83,7.897,-0.059,0.311,0.165,-1.848,1.452
0.021,-0.458,0.234,-3.273,-0.511,7.844,3.701,1.0,-0.712,-4.104,1.738,0.846,4.425,3.134,1.028,7.638,-0.032,0.387,0.04,-1.515,1.389
-0.173,0.053,1.129,-3.413,-0.154,8.608,3.679,1.0,-0.667,-2.605,1.762,0.794,5.097,3.247,0.498,8.426,0.013,0.294,1.323,-0.798,0.589
0.006,-0.199,0.381,-2.735,-0.588,7.367,3.241,1.0,-0.439,-3.717,1.454,0.607,4.223,2.439,0.757,7.81,-0.181,0.249,0.133,-0.982,1.197
0.013,-0.384,0.302,-2.795,-0.521,5.973,3.324,1.0,-0.419,-3.427,1.322,0.706,3.377,2.568,0.794,7.031,-0.003,0.465,-0.815,-1.883,1.65
-0.243,-0.238,0.323,-2.703,-0.157,7.651,3.438,1.0,-0.491,-4.252,1.78,0.268,3.894,2.663,0.553,8.26,-0.023,0.177,-0.4,-1.227,1.639
-0.17,-0.406,0.595,-3.712,-0.352,8.439,3.986,1.0,-0.713,-3.405,1.952,0.724,4.97,3.614,0.853,7.443,0.099,0.189,0.226,-1.705,1.433
-0.07,-0.254,0.639,-3.097,-0.765,7.092,3.51,1.0,-0.834,-3.204,1.55,1.087,4.169,2.857,1.124,8.198,0.273,0.399,-0.485,-1.625,1.908
0.206,-0.282,-0.022,-2.112,-1.08,6.581,2.18,1.0,-0.456,-4.109,1.117,1.161,3.168,1.581,1.279,7.957,-0.324,0.521,-0.181,-1.052,1.659
-0.136,-0.311,0.751,-3.082,-0.777,7.909,3.363,1.0,-0.748,-3.178,1.595,1.14,4.485,2.675,1.226,8.679,0.113,0.442,0.289,-1.293,1.313
0.129,-0.205,0.395,-3.072,-0.756,7.94,3.794,1.0,-0.96,-3.519,1.801,0.817,4.591,3.036,1.113,7.793,0.122,0.362,0.303,-1.179,1.387
-0.166,-0.4,0.424,-2.416,-0.653,7.132,2.726,1.0,-0.701,-3.642,1.453,0.893,3.839,2.083,1.008,8.38,0.073,0.348,-0.069,-1.053,1.508
-0.197,-0.51,0.756,-3.388,-0.406,7.694,4.046,1.0,-0.543,-3.652,1.939,0.727,4.72,3.439,0.869,7.738,0.152,0.477,-0.413,-1.761,1.546
-0.39,-0.435,0.675,-2.907,-0.125,7.825,3.169,1.0,-0.506,-4.175,1.722,0.191,4.276,2.8,0.514,7.647,0.095,0.2,0.17,-1.222,1.398
0.238,-0.403,-0.083,-2.471,-0.927,7.095,2.776,1.0,-0.702,-4.318,1.405,1.223,3.684,2.001,1.24,7.098,-0.016,0.476,-0.27,-1.508,1.716
0.094,-0.209,0.655,-2.771,-0.344,7.369,3.51,1.0,-0.756,-3.713,1.575,0.447,3.919,2.765,0.64,8.459,-0.082,0.304,-0.131,-1.204,1.45
-0.101,-0.23,0.195,-1.693,-0.076,6.069,2.594,1.0,-0.215,-3.955,1.194,-0.165,2.829,1.927,0.096,8.041,0.156,0.121,-0.967,-1.14,1.711
-0.266,-0.294,0.378,-3.534,-0.456,7.616,3.59,1.0,-0.722,-3.505,1.825,0.848,4.458,3.205,0.857,7.581,-0.06,0.158,-0.325,-1.48,1.633
-0.13,-0.317,0.781,-2.047,-0.52,6.215,2.266,1.0,-0.686,-3.139,1.174,0.65,3.363,1.718,0.866,9.121,-0.149,0.336,-0.614,-1.264,1.853
0.012,-0.47,0.64,-3.64,-0.53,8.391,3.815,1.0,-0.568,-3.498,2.127,0.771,4.943,3.462,1.022,7.72,0.028,0.165,0.411,-1.333,1.61
0.145,-0.612,0.596,-3.518,-0.82,7.448,3.985,1.0,-0.769,-2.662,1.848,1.278,4.528,3.128,1.441,8.115,0.246,0.58,-0.156,-1.739,1.789
-0.124,-0.351,0.183,-2.791,-0.802,7.538,2.976,1.0,-0.574,-4.157,1.445,0.536,4.048,2.512,1.012,8.49,-0.105,0.344,-0.28,-1.4,1.904
-0.107,-0.443,0.916,-3.087,0.07,6.819,3.914,1.0,-0.38,-2.111,2.037,-0.017,4.119,3.293,0.189,7.746,0.383,0.384,-0.394,-1.472,1.298
-0.137,-0.409,0.689,-3.382,-0.036,7.445,3.758,1.0,-0.577,-3.67,1.817,0.308,4.376,3.278,0.622,7.934,-0.07,-0.105,-0.705,-1.707,1.578
-0.237,-0.257,0.559,-3.505,-0.28,8.16,4.225,1.0,-0.453,-3.753,1.872,0.363,4.867,3.768,0.618,7.52,-0.114,0.177,-0.041,-1.493,1.383
-0.219,-0.188,0.661,-2.811,-0.322,6.983,3.421,1.0,-0.399,-2.582,1.652,0.303,4.005,2.824,0.484,7.387,0.134,0.27,0.445,-0.903,1.036
-0.27,-0.638,0.697,-3.325,-0.127,8.162,4.111,1.0,-0.382,-3.735,2.182,0.25,4.612,3.508,0.654,8.199,-0.162,0.311,0.092,-1.212,1.085
-0.159,-0.526,0.466,-2.617,-0.761,7.42,2.839,1.0,-0.635,-3.381,1.376,0.949,4.059,2.174,0.953,7.586,0.201,0.437,0.322,-1.178,1.154
-0.087,-0.339,0.281,-2.529,-0.693,7.394,2.81,1.0,-0.636,-4.262,1.208,0.849,3.949,2.147,0.896,8.469,-0.257,0.207,-0.024,-1.146,1.451
-0.343,-0.485,0.704,-3.671,-0.543,7.429,4.583,1.0,-0.475,-3.088,2.104,0.305,4.748,3.836,0.663,7.784,0.118,0.043,-0.696,-1.787,1.546
-0.192,-0.617,0.796,-3.277,-0.574,7.464,3.504,1.0,-0.612,-3.468,1.663,0.713,4.576,3.189,0.994,7.625,0.233,0.438,-0.516,-1.919,1.84
-0.063,-0.216,0.036,-2.899,-0.501,7.391,3.303,1.0,-0.585,-4.178,1.388,0.79,3.918,2.67,1.008,7.562,-0.148,0.3,-0.073,-1.107,1.482
-0.383,-0.069,0.288,-1.671,-0.623,6.122,2.028,1.0,-0.37,-3.493,1.311,0.146,2.994,1.421,0.48,8.172,0.039,0.091,-0.299,-0.775,1.5
-0.102,-0.28,0.438,-3.12,-0.647,7.576,3.157,1.0,-0.751,-4.402,1.566,0.994,4.3,2.594,1.1,7.406,-0.17,0.297,-0.275,-1.484,1.801
-0.199,-0.51,0.275,-3.488,-0.864,8.643,3.905,1.0,-0.625,-4.208,1.748,1.167,5.038,3.319,1.174,8.488,-0.078,0.478,0.28,-1.323,1.405
-0.052,-0.391,0.7,-3.516,-0.149,7.851,4.341,1.0,-0.49,-3.601,1.951,0.507,4.773,3.496,0.666,8.121,0.14,0.282,-0.328,-1.703,1.75
-0.111,-0.286,0.374,-2.452,-0.738,7.469,2.978,1.0,-0.72,-4.067,1.237,0.828,3.641,2.282,1.022,8.835,-0.211,0.322,-0.102,-1.338,1.466
-0.094,-0.283,0.935,-3.303,-0.036,8.131,3.964,1.0,-0.626,-2.554,2.057,0.345,5.008,3.319,0.47,8.151,0.225,0.382,0.444,-1.132,1.116
-0.138,-0.329,0.4,-2.421,-0.484,6.421,2.8,1.0,-0.752,-3.718,1.452,0.687,3.489,2.212,0.969,6.701,0.126,0.295,-0.452,-1.097,1.694
0.067,-0.338,0.807,-2.97,-0.688,7.769,3.324,1.0,-0.847,-3.55,1.715,0.891,4.372,2.81,1.08,8.154,0.143,0.637,0.108,-1.574,1.624
-0.047,-0.236,0.727,-2.432,-0.243,7.124,2.908,1.0,-0.572,-3.093,1.339,0.33,3.839,2.287,0.493,7.902,0.093,0.439,0.403,-0.925,0.992
0.045,-0.257,0.323,-2.515,-0.611,7.103,2.699,1.0,-0.6,-3.687,1.304,0.742,3.866,2.132,0.778,7.973,-0.059,0.184,-0.089,-0.948,1.2
-0.173,-0.315,0.747,-3.933,-0.26,8.959,4.504,1.0,-0.62,-3.693,2.138,0.354,5.543,3.852,0.542,8.092,-0.064,-0.012,0.282,-1.225,1.333
-0.028,-0.332,0.264,-3.389,-0.759,8.075,3.683,1.0,-0.865,-4.437,1.684,1.198,4.676,3.008,1.321,8.508,-0.187,0.196,-0.201,-1.331,1.869
-0.126,-0.452,0.199,-3.008,-0.331,7.76,3.926,1.0,-0.547,-4.859,1.767,0.226,4.401,3.218,0.536,8.046,0.053,0.273,-0.583,-1.535,1.515
-0.065,-0.301,0.617,-2.585,-0.879,6.995,3.085,1.0,-0.517,-3.439,1.353,0.875,3.753,2.327,1.015,7.89,-0.059,0.205,-0.158,-1.165,1.636
-0.203,-0.227,0.511,-2.867,-0.542,7.384,3.29,1.0,-0.636,-3.348,1.364,1.257,4.138,2.508,1.095,7.983,0.171,0.347,0.487,-0.948,1.214
-0.048,-0.285,0.605,-3.074,-0.456,7.364,3.53,1.0,-0.711,-3.41,1.719,0.963,4.172,3.045,0.825,7.93,0.206,0.358,0.14,-1.297,1.427
-0.196,-0.245,0.488,-2.728,-0.329,7.42,3.518,1.0,-0.606,-3.867,1.687,0.58,4.093,2.637,0.795,8.908,0.163,0.157,-0.509,-1.364,1.845
-0.335,0.056,0.632,-3.337,0.295,7.579,4.395,1.0,-0.402,-3.22,1.975,0.097,4.435,3.719,0.117,7.738,-0.011,0.063,-0.044,-1.034,1.068
0.112,-0.373,0.291,-2.84,-0.949,7.748,2.927,1.0,-0.486,-4.396,1.457,1.099,3.982,2.258,1.217,7.872,-0.241,0.299,-0.289,-1.514,1.602
-0.141,-0.42,0.474,-2.307,-0.099,6.813,2.998,1.0,-0.752,-3.81,1.206,0.376,3.348,2.228,0.516,8.641,0.019,0.077,-0.393,-1.118,1.537
-0.175,-0.597,0.44,-2.642,-0.709,6.917,2.901,1.0,-0.385,-3.539,1.333,0.702,3.692,2.292,1.137,8.303,0.058,0.323,-0.325,-1.526,1.722
0.072,-0.26,0.639,-3.098,-0.635,7.707,3.314,1.0,-0.508,-3.488,1.571,0.946,4.509,2.884,0.985,8.099,-0.081,0.372,0.189,-1.23,1.488
-0.143,-0.131,0.451,-2.807,-0.025,7.817,3.561,1.0,-0.483,-4.238,1.779,0.46,4.183,2.835,0.433,8.888,-0.011,0.22,-0.209,-1.247,1.64
-0.323,-0.249,0.55,-2.101,-0.423,6.542,2.559,1.0,-0.55,-3.154,1.294,0.467,3.229,2.008,0.72,7.793,-0.099,-0.065,-0.11,-0.781,1.598
-0.11,-0.346,0.12,-3.332,-0.551,8.544,3.703,1.0,-0.58,-4.563,1.91,0.686,4.708,3.2,0.76,7.992,-0.145,0.398,0.023,-1.337,1.504
0.039,-0.497,0.606,-2.856,-0.261,7.234,3.233,1.0,-0.348,-3.576,1.661,0.501,4.099,2.508,0.657,8.302,-0.036,0.071,-0.339,-1.198,1.513
-0.274,-0.174,0.784,-3.317,-0.692,8.709,3.383,1.0,-0.835,-3.377,1.951,1.035,4.952,2.945,1.164,8.326,0.039,0.342,0.645,-1.021,1.089
-0.082,-0.415,0.688,-2.265,-0.608,6.247,2.67,1.0,-0.507,-2.655,1.211,0.604,3.406,1.904,0.727,8.063,0.27,0.359,-0.062,-1.182,1.341
-0.062,-0.346,0.273,-3.941,-0.858,9.544,4.105,1.0,-0.595,-4.481,2.199,1.225,5.702,3.565,1.162,7.923,-0.059,0.527,0.62,-1.489,1.567
-0.037,-0.543,0.453,-2.653,-0.488,6.945,3.282,1.0,-0.49,-3.772,1.614,0.723,3.884,2.662,0.809,7.61,0.025,0.345,-0.577,-1.63,1.895
-0.068,-0.382,0.8,-3.972,-0.027,9.388,4.708,1.0,-0.446,-3.197,2.438,0.421,5.706,4.113,0.615,7.342,0.184,0.373,1.226,-1.196,0.937
-0.069,-0.388,0.615,-3.705,-0.14,8.549,4.504,1.0,-0.379,-4.086,2.091,0.39,5.095,3.71,0.497,8.04,0.007,0.289,0.071,-1.508,1.278
-0.071,-0.328,0.39,-2.41,-0.306,6.619,2.676,1.0,-0.59,-3.804,1.167,0.453,3.269,2.088,0.617,7.978,0.057,0.142,-0.344,-1.231,1.439
-0.315,-0.45,0.23,-3.435,-0.347,7.754,3.904,1.0,-0.27,-4.414,2.124,0.126,4.536,3.402,0.56,7.878,-0.097,0.178,-0.776,-1.731,1.707
-0.173,-0.57,0.669,-2.933,0.089,7.644,3.511,1.0,-0.486,-3.864,1.744,0.061,4.231,3.04,0.359,8.366,-0.038,0.089,-0.12,-1.235,1.235
0.003,-0.176,0.233,-3.366,-0.609,8.239,3.788,1.0,-0.829,-4.562,1.967,1.098,4.795,3.237,1.016,7.838,0.038,0.442,-0.278,-1.52,1.786
-0.29,-0.433,0.599,-2.321,-0.237,6.157,2.903,1.0,-0.654,-3.302,1.409,0.357,3.339,2.189,0.683,7.902,-0.037,0.243,-0.71,-1.339,1.848
-0.104,-0.41,0.665,-2.523,-0.483,7.527,2.656,1.0,-0.387,-3.695,1.253,0.518,3.859,2.214,0.835,8.98,-0.021,0.397,0.338,-1.127,1.09
0.039,-0.319,0.676,-2.588,-0.638,7.627,2.765,1.0,-0.738,-3.44,1.445,0.735,4.058,2.101,0.94,8.931,0.108,0.401,0.174,-1.262,1.205
-0.24,-0.283,0.613,-3.548,-0.155,8.502,4.364,1.0,-0.502,-3.969,2.047,0.418,5.113,3.632,0.578,8.122,-0.168,0.093,0.135,-1.153,1.286
-0.078,-0.466,0.644,-3.126,-0.72,7.398,3.711,1.0,-0.724,-3.524,1.635,0.981,4.282,3.138,1.065,7.58,0.037,0.555,-0.212,-1.58,1.738
-0.101,-0.519,0.443,-3.388,-0.404,8.321,3.406,1.0,-0.582,-4.006,1.712,0.747,4.892,3.011,0.879,9.062,0.124,0.397,0.113,-1.425,1.497
-0.175,-0.271,0.338,-2.815,-0.264,8.125,3.376,1.0,-0.547,-4.54,1.794,0.501,4.175,2.799,0.565,8.672,0.107,0.256,-0.088,-1.374,1.344
-0.113,-0.397,0.732,-2.453,-0.53,7.021,2.809,1.0,-0.472,-2.574,1.425,0.781,3.864,2.116,0.939,8.606,0.121,0.344,0.245,-1.087,1.22
-0.065,-0.34,0.505,-2.991,-0.808,7.574,3.349,1.0,-0.579,-3.273,1.631,0.97,4.399,2.801,1.015,7.721,-0.013,0.477,0.155,-1.253,1.313
-0.0,-0.425,0.541,-3.137,-0.482,7.632,3.717,1.0,-0.435,-3.733,1.9,0.622,4.427,3.176,0.831,7.69,-0.084,0.491,-0.241,-1.571,1.752
-0.179,-0.301,-0.023,-2.403,-0.658,7.026,2.838,1.0,-0.77,-4.426,1.316,1.012,3.708,2.268,1.159,7.699,0.164,0.422,-0.329,-1.557,1.671
-0.091,-0.033,0.733,-2.363,-0.082,7.15,2.952,1.0,-0.389,-3.106,1.783,0.18,3.786,2.372,0.26,9.005,-0.086,0.155,-0.413,-1.158,1.471
-0.328,-0.307,0.43,-3.056,-0.413,8.024,3.672,1.0,-0.622,-4.291,1.978,0.454,4.44,3.115,0.782,8.014,-0.008,0.143,-0.328,-1.221,1.54
-0.283,-0.122,0.835,-2.076,-0.052,6.121,2.71,1.0,-0.504,-2.712,1.176,0.219,3.063,2.084,0.306,7.985,-0.273,-0.049,-0.155,-0.709,1.298
-0.267,-0.315,0.291,-3.383,-0.297,8.822,3.873,1.0,-0.601,-4.51,2.193,0.365,4.992,3.342,0.694,7.797,0.091,0.255,0.151,-1.48,1.413
-0.078,-0.486,0.896,-3.643,-0.089,8.552,4.261,1.0,-0.381,-3.016,2.141,0.433,5.107,3.718,0.561,8.239,0.072,0.221,0.489,-1.247,1.094
-0.05,-0.266,0.266,-2.949,-0.027,7.396,3.542,1.0,-0.505,-4.408,1.885,0.218,4.055,2.96,0.43,7.721,-0.15,0.14,-0.519,-1.474,1.497
0.074,-0.319,0.54,-3.237,-0.733,7.857,3.563,1.0,-0.841,-3.271,1.661,1.083,4.581,2.955,1.258,7.827,-0.007,0.453,0.277,-1.485,1.45
0.023,-0.361,0.226,-2.043,-0.563,6.554,2.894,1.0,-0.518,-3.818,1.267,0.755,3.102,2.002,0.835,8.329,0.005,0.521,-0.225,-1.211,1.554
