Unnamed: 0,x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
292,-0.31,6.864,0.74,-0.078,2.735,0.0,0.553,-0.479,-0.849,8.058,6.39,-0.448,0.368,0.806,-0.096,0.202,-6.637,-0.112,1.147,-6.109,-0.129
293,-0.806,7.52,0.538,0.098,3.456,0.0,0.893,-0.371,-1.34,8.563,7.102,-0.627,0.569,0.858,-0.327,0.508,-6.767,-0.444,1.121,-6.728,-0.122
294,-0.888,7.063,0.249,-0.345,3.157,0.0,0.936,-0.464,-1.096,7.902,6.073,-0.598,0.378,0.972,-0.425,0.406,-6.351,-0.206,1.078,-6.269,-0.036
295,-0.23,6.456,0.777,-0.073,2.939,0.0,1.033,-0.413,-0.769,7.982,6.317,-0.441,0.241,0.75,0.012,0.152,-6.362,0.013,1.12,-6.232,-0.334
296,-0.583,6.935,0.486,-0.317,2.835,0.0,0.962,-0.243,-0.975,8.365,6.231,-0.574,0.153,1.028,0.03,0.573,-6.448,-0.289,0.966,-6.06,-0.153
297,-0.178,7.001,0.274,0.154,3.74,0.0,0.6,-0.678,-0.814,7.752,7.083,-0.634,0.487,0.783,-0.167,-0.046,-6.354,-0.271,1.143,-6.511,-0.073
298,0.022,6.839,0.564,0.074,3.531,0.0,0.787,-0.561,-0.818,7.659,7.587,-0.746,0.206,0.917,0.354,0.05,-6.19,-0.338,0.897,-6.568,-0.403
299,-0.805,6.718,0.072,-0.336,2.906,0.0,0.713,-0.567,-1.028,7.746,5.706,-0.661,0.241,0.816,-0.55,0.426,-6.164,-0.324,1.158,-5.927,-0.062
300,-0.443,7.14,0.659,0.228,3.414,0.0,0.593,-0.498,-0.941,7.834,7.247,-0.848,0.485,0.905,0.169,0.372,-6.43,-0.232,1.323,-6.335,-0.199
301,-0.358,6.898,0.52,-0.168,2.8,0.0,0.716,-0.618,-0.96,7.946,5.795,-0.573,0.481,0.577,-0.438,0.202,-6.35,0.003,0.916,-6.09,-0.243
302,-0.225,6.86,0.114,-0.457,2.691,0.0,0.746,-0.587,-1.017,7.902,5.916,-0.529,0.397,0.671,-0.195,0.066,-6.498,-0.097,0.929,-6.138,-0.276
303,-0.003,6.148,0.57,-0.287,2.954,0.0,0.604,-0.689,-0.693,7.179,6.247,-0.612,0.258,0.771,0.001,0.079,-5.693,-0.033,0.992,-5.814,-0.306
304,-0.945,6.579,0.667,0.093,3.001,0.0,0.787,-0.322,-1.325,8.203,5.85,-0.395,0.467,0.872,-0.805,0.688,-6.386,-0.543,1.086,-6.356,-0.121
305,-0.133,7.434,0.83,-0.263,2.846,0.0,0.781,-0.488,-0.92,8.39,6.685,-0.653,0.538,0.693,0.05,0.067,-6.854,0.015,1.078,-6.452,-0.482
306,0.015,6.308,-0.071,-0.461,2.334,0.0,0.772,-0.591,-0.537,7.488,5.412,-0.74,0.203,0.644,-0.002,0.178,-5.882,-0.19,1.084,-5.181,-0.168
307,-0.215,7.486,0.164,-0.253,2.998,0.0,0.835,-0.554,-0.754,9.081,7.125,-0.742,0.324,1.015,0.163,0.338,-7.005,-0.277,1.02,-6.85,-0.349
308,-0.506,6.717,0.428,-0.021,2.299,0.0,0.654,-0.246,-1.064,7.453,5.469,-0.9,0.265,0.854,0.126,0.386,-5.894,-0.41,1.248,-4.985,-0.296
309,-0.346,6.94,0.128,0.047,3.505,0.0,0.769,-0.476,-0.883,7.987,6.832,-0.684,0.587,1.052,-0.092,0.293,-6.339,-0.467,1.137,-6.438,-0.326
310,-0.54,6.937,0.453,-0.285,2.648,0.0,0.778,-0.474,-1.015,8.186,5.94,-0.532,0.293,0.674,-0.546,0.391,-6.565,-0.125,0.893,-6.442,-0.185
311,-0.536,6.075,0.239,-0.348,2.808,0.0,0.749,-0.412,-0.84,7.132,5.555,-0.776,0.24,0.843,-0.27,0.259,-5.735,-0.197,1.146,-5.303,-0.154
312,-0.912,6.191,1.016,-0.267,2.654,0.0,0.89,-0.384,-0.948,7.326,5.186,-0.709,0.254,0.882,-0.414,0.475,-5.693,-0.305,1.137,-5.082,0.034
313,-0.366,7.206,0.67,-0.005,2.645,0.0,0.828,-0.273,-0.931,8.626,6.262,-0.491,0.121,0.72,-0.032,0.124,-6.752,-0.305,1.134,-6.308,-0.446
314,-0.331,7.366,-0.46,0.098,3.151,0.0,0.781,-0.317,-1.179,8.316,6.747,-0.792,0.352,1.124,0.253,0.243,-6.658,-0.782,0.997,-6.414,-0.427
315,-0.189,6.84,-0.037,-0.393,2.464,0.0,0.693,-0.525,-0.664,7.426,5.717,-0.732,0.154,0.742,0.129,0.381,-5.969,-0.26,0.982,-5.593,-0.337
316,-0.18,6.81,0.408,-0.007,2.879,0.0,0.739,-0.334,-0.711,7.972,6.792,-0.588,0.205,1.032,0.264,0.059,-6.429,-0.061,0.922,-6.321,-0.461
317,-0.027,7.067,0.708,-0.277,2.267,0.0,0.779,-0.346,-0.705,8.469,5.95,-0.492,0.39,0.644,0.063,0.143,-6.719,0.111,0.973,-6.086,-0.258
318,-0.74,6.751,0.242,-0.315,3.03,0.0,0.915,-0.479,-1.159,7.781,6.012,-0.424,0.529,0.842,-0.319,0.291,-6.116,-0.206,0.936,-6.136,-0.107
319,-0.513,6.809,1.675,-0.323,2.764,0.0,0.851,-0.648,-0.926,7.984,6.182,-0.576,0.37,0.885,-0.372,0.318,-6.476,0.195,0.958,-6.198,-0.283
320,0.407,7.056,0.317,-0.187,2.66,0.0,0.647,-0.589,-0.434,8.178,7.041,-0.55,0.234,0.698,0.391,-0.329,-6.991,0.201,1.127,-6.613,-0.282
321,-0.565,7.455,0.491,0.113,3.261,0.0,0.714,-0.33,-0.777,9.088,7.259,-0.578,0.519,1.001,-0.04,0.295,-7.321,-0.413,1.12,-7.178,-0.021
322,0.343,7.041,0.274,-0.348,2.881,0.0,0.76,-0.659,-0.654,8.359,7.134,-0.528,0.191,0.809,0.369,0.018,-6.827,0.303,1.001,-6.501,-0.385
323,-0.658,6.406,0.311,-0.157,3.081,0.0,0.883,-0.51,-1.153,7.753,6.358,-0.631,0.503,0.897,-0.186,0.483,-5.918,-0.333,0.971,-6.187,-0.388
324,-0.696,6.89,1.33,0.046,2.919,0.0,0.915,-0.317,-1.053,8.044,6.319,-0.531,0.335,0.974,-0.036,0.46,-6.414,-0.265,0.95,-6.365,-0.148
325,-0.244,7.017,0.565,-0.212,2.868,0.0,0.941,-0.396,-0.977,8.513,6.544,-0.588,0.262,0.752,0.1,0.227,-6.864,-0.24,1.139,-6.495,-0.352
326,-0.934,6.689,0.387,0.038,3.591,0.0,0.827,-0.542,-1.18,7.949,6.548,-0.444,0.448,0.868,-0.759,0.458,-6.26,-0.495,1.023,-6.652,-0.169
327,-0.979,7.001,1.074,-0.238,3.115,0.0,0.825,-0.436,-1.326,8.182,5.811,-0.787,0.467,0.882,-0.634,0.409,-6.14,-0.548,0.807,-6.226,0.131
328,-0.064,7.115,0.088,-0.455,2.432,0.0,0.748,-0.663,-0.803,8.337,5.936,-0.565,0.368,0.609,-0.259,-0.143,-6.811,-0.094,1.046,-6.174,-0.253
329,-0.421,7.277,0.517,0.218,3.414,0.0,0.6,-0.472,-0.963,8.357,6.934,-0.78,0.628,1.084,-0.029,0.196,-6.647,-0.293,1.043,-6.671,-0.263
330,-0.52,7.301,0.591,0.043,3.225,0.0,0.976,-0.326,-1.466,8.406,7.367,-0.624,0.449,0.971,0.247,0.112,-6.982,-0.161,1.046,-7.095,-0.363
331,0.111,6.393,0.629,-0.843,1.82,0.0,0.986,-0.505,-0.55,7.688,5.006,-0.332,-0.056,0.338,-0.045,-0.047,-6.163,0.389,1.079,-5.166,-0.151
332,-0.479,6.276,0.644,-0.052,3.085,0.0,0.778,-0.477,-1.001,7.594,6.345,-0.571,0.535,0.791,-0.201,0.212,-5.838,-0.114,1.004,-6.1,-0.332
333,0.103,7.249,0.836,-0.118,2.293,0.0,0.858,-0.214,-0.474,8.225,6.554,-0.738,0.226,0.844,0.774,0.021,-6.61,-0.108,1.087,-5.944,-0.421
334,-0.032,6.062,0.71,-0.152,2.582,0.0,0.816,-0.405,-0.759,7.056,5.633,-0.667,0.177,0.88,0.065,0.046,-5.706,0.057,0.962,-5.455,-0.309
335,-0.102,6.872,0.122,-0.365,2.556,0.0,0.884,-0.481,-0.718,7.717,5.913,-0.721,0.202,0.774,0.085,-0.01,-6.254,-0.113,1.032,-5.831,-0.193
336,-0.193,7.066,0.914,0.188,2.941,0.0,0.587,-0.433,-0.819,8.205,7.109,-0.661,0.336,0.876,0.182,0.209,-6.544,0.002,0.868,-6.457,-0.263
337,-0.126,7.313,0.586,0.09,2.692,0.0,0.67,-0.455,-0.626,8.86,6.556,-0.682,0.418,0.664,0.078,0.109,-7.027,-0.073,1.003,-6.566,-0.422
338,-0.274,7.205,0.403,0.123,3.012,0.0,0.747,-0.279,-0.973,8.11,6.644,-0.678,0.346,0.81,0.158,-0.025,-6.665,-0.019,0.864,-6.543,-0.328
339,0.059,7.159,0.978,-0.099,3.014,0.0,0.745,-0.511,-0.53,8.098,7.044,-0.57,0.528,0.962,0.479,-0.097,-6.639,0.094,1.163,-6.489,-0.284
340,-0.231,7.587,0.61,-0.161,2.64,0.0,0.944,-0.402,-0.991,8.858,6.325,-0.726,0.32,0.79,0.194,0.166,-7.075,-0.181,1.064,-6.33,-0.126
341,0.061,6.145,0.859,-0.206,2.843,0.0,0.91,-0.463,-0.589,7.255,6.171,-0.601,0.279,0.667,0.222,-0.067,-5.761,0.053,1.037,-5.537,-0.365
342,-0.251,6.675,0.413,-0.346,2.114,0.0,0.59,-0.563,-0.944,7.749,5.033,-0.588,0.357,0.556,-0.387,0.079,-6.352,0.117,0.915,-5.528,-0.151
343,-0.373,7.069,1.282,0.108,3.638,0.0,0.715,-0.498,-0.953,8.954,7.737,-0.538,0.31,1.169,0.048,0.33,-6.901,0.161,1.144,-7.045,-0.345
344,-0.233,6.539,0.697,-0.23,3.196,0.0,0.853,-0.557,-0.768,7.731,6.489,-0.666,0.273,0.83,-0.02,0.223,-6.047,-0.056,1.061,-6.038,-0.316
345,-0.362,7.131,0.409,-0.21,3.476,0.0,0.65,-0.664,-0.955,8.084,7.177,-0.67,0.41,0.779,-0.351,0.225,-6.633,-0.11,0.877,-6.972,-0.575
346,-0.044,7.561,0.293,0.147,3.342,0.0,0.718,-0.516,-0.652,8.474,7.349,-0.653,0.436,1.041,0.207,-0.073,-6.883,-0.173,0.915,-7.092,-0.51
347,-0.849,6.226,0.251,0.223,3.207,0.0,0.616,-0.331,-0.995,7.07,6.001,-0.639,0.62,0.984,-0.191,0.338,-5.598,-0.577,1.162,-5.614,0.113
348,-0.209,6.569,0.649,0.369,3.66,0.0,0.7,-0.428,-1.008,7.82,7.526,-0.572,0.577,1.104,0.382,-0.016,-6.162,-0.087,0.895,-6.553,-0.223
349,-0.239,7.034,0.561,0.033,2.273,0.0,0.564,-0.516,-0.677,8.238,5.627,-0.805,0.247,0.722,-0.24,0.243,-6.636,-0.057,0.89,-5.902,-0.133
350,-0.839,6.71,0.983,-0.116,2.816,0.0,0.726,-0.244,-1.108,7.628,6.011,-0.699,0.573,0.941,-0.13,0.544,-5.881,-0.278,1.024,-5.623,0.053
351,-0.759,6.301,0.956,0.061,3.352,0.0,0.8,-0.367,-1.03,7.127,6.454,-0.409,0.395,1.072,-0.364,0.314,-5.838,-0.286,1.003,-6.166,-0.184
352,-0.531,7.155,0.698,-0.084,2.806,0.0,0.746,-0.445,-1.12,8.164,6.337,-0.667,0.323,1.043,-0.142,0.252,-6.622,-0.155,1.162,-6.021,-0.173
353,-0.037,6.55,0.648,-0.457,2.089,0.0,0.813,-0.551,-0.512,8.165,5.201,-0.45,0.161,0.308,-0.252,0.124,-6.35,0.071,1.077,-5.716,-0.141
354,-0.626,7.203,0.537,-0.344,2.838,0.0,0.735,-0.671,-1.175,8.903,6.212,-0.534,0.24,0.851,-0.485,0.297,-6.853,-0.174,0.964,-6.56,0.027
355,0.434,7.26,1.334,-0.033,2.863,0.0,0.924,-0.443,-0.364,8.767,6.913,-0.56,0.204,0.839,0.559,0.012,-6.86,0.253,1.276,-6.444,-0.491
356,-0.389,6.338,0.42,-0.099,2.897,0.0,0.803,-0.42,-0.723,7.631,6.032,-0.547,0.531,0.975,0.029,0.453,-5.848,-0.217,1.178,-5.697,-0.522
357,-0.216,7.476,0.431,0.125,3.078,0.0,0.728,-0.414,-0.954,8.737,7.218,-0.788,0.263,0.871,0.28,0.219,-6.988,-0.186,1.082,-6.61,-0.139
358,-0.957,6.554,0.619,0.142,3.104,0.0,0.592,-0.3,-1.123,8.126,6.04,-0.419,0.284,0.816,-0.598,0.52,-6.366,-0.421,1.255,-6.207,0.223
359,-0.667,6.592,0.644,0.016,3.351,0.0,0.619,-0.478,-1.114,7.653,6.393,-0.614,0.629,1.067,-0.258,0.364,-5.98,-0.346,1.001,-5.972,-0.3
360,-0.611,7.758,0.598,-0.082,3.08,0.0,0.739,-0.439,-1.088,9.051,6.881,-0.657,0.417,0.864,-0.417,0.341,-7.262,-0.222,0.974,-7.103,-0.374
361,0.126,7.153,0.151,-0.308,2.897,0.0,0.889,-0.523,-0.452,7.811,6.654,-0.664,0.455,0.805,0.282,0.038,-6.462,-0.158,0.966,-6.569,-0.457
362,0.245,7.944,0.49,-0.341,2.166,0.0,0.428,-0.66,-0.481,8.984,6.249,-0.67,0.245,0.589,0.208,-0.229,-7.467,0.029,1.295,-6.36,0.04
363,-0.587,7.287,0.89,0.316,4.269,0.0,0.691,-0.482,-1.083,8.463,7.98,-0.729,0.734,1.102,-0.04,0.374,-6.699,-0.538,1.14,-7.129,-0.134
364,-0.43,6.479,0.836,-0.217,2.678,0.0,0.708,-0.578,-1.048,7.842,5.904,-0.494,0.134,0.649,-0.452,0.292,-6.331,-0.031,1.178,-6.084,-0.063
365,-1.072,7.003,0.556,0.249,3.699,0.0,0.745,-0.252,-1.498,8.321,7.121,-0.407,0.724,1.029,-0.367,0.609,-6.4,-0.52,0.973,-7.022,-0.045
366,-0.665,6.258,0.497,-0.063,2.694,0.0,0.779,-0.241,-1.077,7.251,5.647,-0.578,0.558,0.949,-0.133,0.368,-5.737,-0.09,1.037,-5.36,-0.33
367,-0.135,7.294,0.923,0.178,3.771,0.0,0.869,-0.62,-0.794,8.114,7.841,-0.776,0.506,0.913,0.214,0.007,-6.471,-0.021,1.043,-6.899,-0.222
368,0.203,7.073,1.281,0.404,3.999,0.0,0.87,-0.474,-0.621,7.722,8.356,-0.897,0.621,1.032,0.68,-0.128,-6.314,-0.118,0.971,-6.958,-0.496
369,0.156,7.143,0.911,-0.117,2.674,0.0,0.723,-0.56,-0.526,8.332,6.528,-0.511,0.21,0.735,0.151,-0.151,-6.915,-0.04,1.362,-6.249,-0.299
370,-0.547,5.584,0.865,-0.24,2.35,0.0,0.729,-0.338,-0.962,7.399,5.218,-0.425,0.001,0.962,-0.175,0.37,-5.591,-0.113,1.182,-5.125,-0.068
371,0.088,7.421,1.079,-0.198,3.133,0.0,0.645,-0.466,-0.685,9.171,7.174,-0.596,0.382,0.806,0.313,0.31,-7.06,0.193,1.225,-6.693,-0.353
372,0.193,6.754,0.894,-0.279,2.999,0.0,0.819,-0.725,-0.556,7.673,6.333,-0.801,0.059,0.648,0.14,-0.017,-6.193,0.096,1.089,-5.822,-0.451
373,-1.095,5.928,0.682,-0.373,2.553,0.0,0.68,-0.572,-1.399,6.913,4.623,-0.515,0.173,0.549,-1.162,0.53,-5.545,-0.307,0.87,-5.464,-0.051
374,-0.595,6.163,0.693,0.131,3.129,0.0,0.563,-0.437,-1.251,7.387,6.015,-0.536,0.655,0.76,-0.265,0.188,-5.841,-0.342,1.22,-5.774,-0.007
375,-0.128,7.072,0.51,-0.129,2.758,0.0,0.807,-0.419,-0.682,7.936,6.005,-0.754,0.542,0.87,0.148,0.159,-6.337,-0.003,1.05,-5.636,-0.361
376,-0.456,6.408,-0.024,-0.257,2.568,0.0,0.819,-0.497,-0.901,7.85,5.58,-0.359,0.335,0.716,-0.463,0.329,-6.043,-0.191,0.986,-5.688,-0.229
377,-0.637,7.358,0.981,-0.02,3.862,0.0,0.834,-0.48,-1.172,8.377,7.221,-0.591,0.592,0.896,-0.443,0.335,-6.719,-0.073,1.186,-7.048,-0.388
378,-0.52,7.236,1.058,-0.229,3.214,0.0,0.864,-0.456,-0.992,8.606,6.912,-0.579,0.492,1.058,-0.086,0.355,-6.778,0.022,1.146,-6.801,-0.165
379,-0.345,6.289,0.6,-0.19,2.762,0.0,0.834,-0.499,-0.838,7.465,5.666,-0.622,0.468,0.702,-0.26,0.469,-5.881,-0.181,1.185,-5.563,-0.294
380,0.044,6.74,0.639,-0.554,2.146,0.0,0.723,-0.503,-0.756,8.157,6.121,-0.423,0.238,0.666,0.166,0.107,-6.479,0.173,0.817,-5.795,-0.014
381,-0.665,6.897,0.31,-0.33,2.836,0.0,0.691,-0.474,-1.016,8.208,5.809,-0.581,0.387,0.673,-0.529,0.554,-6.366,-0.322,1.043,-6.099,-0.03
382,-0.407,6.098,0.625,0.11,3.114,0.0,0.526,-0.538,-0.868,7.472,6.57,-0.551,0.554,0.82,-0.064,0.252,-5.882,-0.354,0.938,-5.997,-0.143
383,-0.539,7.086,0.73,0.108,3.337,0.0,0.872,-0.35,-1.03,8.499,7.129,-0.45,0.428,1.133,0.06,0.203,-6.788,-0.343,1.053,-6.971,-0.16
384,-0.51,6.242,0.229,-0.205,2.425,0.0,0.684,-0.38,-0.984,7.512,5.604,-0.488,0.155,0.753,-0.238,0.467,-5.876,-0.079,0.956,-5.541,-0.486
385,-0.068,6.462,1.129,-0.241,2.13,0.0,0.684,-0.295,-0.946,7.907,5.639,-0.535,0.203,0.785,0.503,0.245,-6.308,0.38,1.384,-5.348,-0.291
386,0.01,7.13,0.792,0.096,3.844,0.0,0.684,-0.523,-0.867,7.847,8.46,-0.664,0.517,1.148,0.598,0.002,-6.626,-0.196,0.929,-7.159,-0.034
387,-0.433,7.297,0.617,-0.25,2.739,0.0,0.805,-0.473,-1.101,8.692,6.595,-0.546,0.27,0.975,-0.014,0.379,-6.98,-0.176,1.084,-6.751,-0.172
388,0.009,7.036,-0.064,0.073,3.499,0.0,0.837,-0.357,-0.646,8.19,7.382,-0.66,0.458,1.187,0.657,0.098,-6.547,-0.377,1.253,-6.547,-0.329
389,-0.444,7.365,0.201,0.094,3.071,0.0,0.945,-0.205,-0.899,8.359,7.117,-0.909,0.404,1.181,0.646,0.405,-6.558,-0.338,1.065,-6.347,-0.405
390,-0.202,7.197,0.726,-0.305,2.693,0.0,0.646,-0.664,-0.611,8.741,5.881,-0.614,0.429,0.634,-0.272,0.342,-6.87,0.053,1.078,-6.255,-0.375
391,-0.461,6.856,0.445,-0.206,2.691,0.0,0.839,-0.415,-1.179,8.133,5.952,-0.582,0.253,0.893,-0.207,0.264,-6.521,-0.259,1.07,-6.137,-0.327
392,0.267,7.342,0.836,-0.327,2.137,0.0,0.849,-0.42,-0.475,8.193,6.337,-0.749,0.238,0.643,0.429,-0.143,-6.817,0.136,0.956,-6.098,-0.599
393,-0.033,6.916,1.023,-0.23,3.208,0.0,0.878,-0.503,-0.66,8.886,7.228,-0.317,0.482,0.95,0.219,0.131,-6.959,0.271,1.186,-7.017,-0.352
394,0.089,5.93,0.49,-0.525,2.338,0.0,0.905,-0.715,-0.501,7.045,5.081,-0.349,0.474,0.57,-0.328,-0.076,-5.561,0.303,0.956,-5.142,-0.476
395,0.334,6.902,0.129,-0.477,2.542,0.0,0.902,-0.63,-0.436,8.39,6.132,-0.479,0.284,0.555,0.233,-0.056,-6.724,0.143,0.939,-6.113,-0.408
396,0.043,6.873,1.178,-0.616,2.285,0.0,1.009,-0.62,-0.698,8.388,5.774,-0.297,0.282,0.318,-0.394,0.207,-6.884,0.242,0.917,-6.311,-0.291
397,-0.804,6.66,0.681,0.082,3.106,0.0,0.491,-0.383,-1.27,7.666,5.978,-0.561,0.551,0.94,-0.624,0.292,-6.074,-0.649,0.86,-6.241,-0.006
398,-0.632,7.185,0.515,-0.109,2.745,0.0,0.712,-0.585,-0.79,8.709,5.883,-0.481,0.386,0.679,-0.638,0.243,-6.847,-0.366,1.219,-6.311,-0.149
399,-0.112,6.933,1.104,-0.209,2.55,0.0,0.691,-0.576,-0.852,8.271,5.906,-0.71,0.263,0.703,-0.162,0.243,-6.493,0.003,1.011,-5.811,-0.207
400,-0.134,6.852,-0.223,-0.234,2.901,0.0,0.679,-0.743,-0.692,8.259,6.309,-0.54,0.37,0.621,-0.401,0.121,-6.575,-0.142,0.998,-6.359,-0.308
401,-0.59,7.856,0.857,-0.061,2.899,0.0,0.783,-0.512,-0.962,8.695,6.423,-0.697,0.358,0.713,-0.63,0.147,-7.299,-0.335,1.133,-6.8,0.001
402,0.06,5.946,0.476,0.165,3.823,0.0,0.789,-0.516,-0.509,6.944,7.308,-0.637,0.652,1.094,0.371,0.124,-5.436,-0.003,1.008,-6.26,-0.309
403,-0.234,6.871,0.568,-0.168,2.917,0.0,0.701,-0.465,-1.025,8.277,6.647,-0.373,0.241,0.686,-0.086,0.394,-6.753,-0.166,1.025,-6.615,-0.293
404,-0.141,6.648,0.438,-0.187,2.804,0.0,0.87,-0.409,-0.746,7.637,6.215,-0.544,0.222,0.747,0.038,0.17,-6.154,-0.136,1.066,-5.833,-0.367
405,-0.51,7.459,0.032,-0.352,2.916,0.0,0.747,-0.645,-1.123,8.555,6.037,-0.548,0.418,0.83,-0.539,0.242,-6.873,-0.195,1.128,-6.308,-0.224
406,0.452,6.922,1.224,-0.215,2.68,0.0,0.604,-0.61,-0.347,7.684,6.646,-0.661,0.252,0.568,0.301,-0.071,-6.419,0.101,1.245,-5.94,-0.436
407,-0.045,6.929,0.491,0.292,3.666,0.0,0.655,-0.41,-0.535,7.64,7.979,-0.816,0.628,1.09,0.717,0.15,-6.257,-0.388,1.169,-6.477,-0.462
408,-0.145,7.216,0.822,-0.26,2.639,0.0,0.824,-0.496,-0.858,8.868,6.404,-0.372,0.149,0.727,-0.095,0.238,-7.189,-0.019,1.183,-6.699,-0.579
409,-0.301,6.647,0.539,0.075,3.405,0.0,0.735,-0.435,-0.942,7.517,7.174,-0.584,0.466,1.151,0.283,0.042,-6.165,-0.145,1.001,-6.537,-0.328
410,-0.443,5.95,0.658,-0.286,2.255,0.0,0.528,-0.466,-0.911,6.881,5.011,-0.348,0.16,0.743,-0.311,0.213,-5.553,0.003,1.244,-4.925,-0.145
411,-0.165,6.299,0.012,-0.153,2.166,0.0,0.602,-0.468,-0.801,7.4,4.932,-0.531,0.147,0.464,-0.255,0.074,-6.043,-0.213,1.083,-5.223,-0.134
412,-0.208,6.375,1.001,-0.299,2.281,0.0,0.766,-0.237,-0.678,7.984,5.499,-0.454,0.39,0.689,0.132,0.238,-6.24,0.119,1.156,-5.453,-0.031
413,-0.647,6.906,0.664,-0.472,3.301,0.0,1.082,-0.595,-1.141,8.111,6.547,-0.472,0.529,0.987,-0.455,0.283,-6.437,-0.277,1.117,-6.621,-0.277
414,-0.093,6.424,0.632,-0.244,3.252,0.0,0.77,-0.693,-0.8,7.679,6.524,-0.373,0.494,0.724,-0.147,0.013,-6.125,0.189,1.375,-6.25,-0.121
415,-0.565,7.132,0.584,-0.147,2.529,0.0,0.752,-0.359,-0.851,8.206,6.027,-0.677,0.185,0.613,-0.243,0.17,-6.678,-0.13,1.123,-6.166,-0.177
416,-0.652,6.635,0.344,0.139,2.953,0.0,0.687,-0.205,-1.128,8.187,6.507,-0.445,0.27,0.861,-0.173,0.594,-6.388,-0.624,1.047,-6.498,-0.06
417,-0.506,6.913,0.666,0.424,4.538,0.0,0.848,-0.389,-1.044,7.812,8.744,-0.535,0.755,1.282,0.215,0.095,-6.437,-0.423,1.198,-7.503,-0.163
418,-0.206,7.11,0.806,-0.059,2.938,0.0,0.727,-0.542,-0.67,8.838,6.929,-0.594,0.619,0.821,0.107,0.254,-6.865,-0.16,1.123,-6.764,-0.211
419,-0.634,6.786,0.935,-0.051,3.157,0.0,0.938,-0.469,-1.143,8.08,6.457,-0.511,0.446,0.981,-0.224,0.455,-6.442,-0.096,1.036,-6.503,-0.356
420,-0.252,6.582,0.816,-0.613,2.823,0.0,0.886,-0.788,-0.643,7.693,5.613,-0.561,0.435,0.678,-0.369,0.321,-6.01,0.21,1.202,-5.462,-0.264
421,-0.53,6.371,0.093,0.306,3.782,0.0,0.969,-0.372,-1.098,7.272,7.317,-0.514,0.717,0.988,0.024,0.19,-5.868,-0.514,0.884,-6.493,-0.225
422,-0.077,7.3,0.362,-0.036,2.993,0.0,0.75,-0.391,-0.869,8.429,7.172,-0.684,0.293,0.916,0.35,0.172,-6.889,-0.143,0.901,-6.894,-0.211
423,-0.12,7.318,1.034,-0.06,2.478,0.0,0.826,-0.306,-0.769,8.875,6.941,-0.481,0.357,0.941,0.23,0.251,-7.155,0.076,0.917,-6.736,-0.109
424,-0.49,7.256,0.871,0.234,3.521,0.0,0.742,-0.65,-0.943,8.586,7.005,-0.609,0.532,1.091,-0.216,0.247,-6.872,-0.393,1.22,-6.725,-0.052
425,-0.362,6.29,0.659,0.119,3.541,0.0,0.658,-0.377,-1.016,7.607,7.164,-0.299,0.418,0.974,0.046,0.348,-6.138,-0.174,0.914,-6.579,-0.084
426,-0.704,6.527,-0.168,-0.231,2.774,0.0,0.642,-0.55,-1.107,7.828,5.429,-0.649,0.276,1.004,-0.571,0.688,-6.031,-0.401,1.029,-5.747,-0.02
427,-0.232,6.855,0.249,-0.61,2.23,0.0,0.754,-0.567,-0.77,8.015,5.465,-0.757,0.237,0.555,-0.18,0.296,-6.469,-0.014,1.113,-5.652,-0.219
428,-0.357,7.14,0.497,0.146,2.974,0.0,0.581,-0.273,-0.803,8.425,6.81,-0.763,0.391,0.905,0.236,0.233,-6.696,-0.388,1.165,-6.403,-0.242
429,0.203,7.017,0.283,0.037,2.835,0.0,0.809,-0.489,-0.439,8.146,6.504,-0.582,0.612,0.945,0.359,0.106,-6.472,-0.318,1.126,-6.143,-0.285
430,-0.581,6.779,1.029,0.341,4.048,0.0,0.696,-0.413,-0.993,7.894,7.713,-0.529,0.752,1.168,0.032,0.281,-6.15,-0.18,1.031,-6.786,-0.205
431,-0.047,5.722,0.704,-0.452,1.842,0.0,0.747,-0.493,-0.473,7.066,4.719,-0.432,0.082,0.667,-0.146,0.154,-5.505,0.237,0.933,-4.844,-0.44
432,-1.009,6.649,0.748,-0.123,3.359,0.0,0.765,-0.52,-1.418,7.977,6.391,-0.545,0.488,0.843,-0.692,0.39,-6.252,-0.421,1.003,-6.441,-0.044
433,-0.209,6.469,0.704,-0.136,2.678,0.0,0.758,-0.44,-0.668,8.262,6.154,-0.402,0.147,0.885,0.072,0.298,-6.506,-0.125,1.186,-5.833,-0.517
434,-0.125,6.597,0.759,-0.341,2.926,0.0,0.71,-0.7,-0.801,7.706,6.308,-0.681,0.333,0.687,-0.238,0.234,-6.22,-0.082,0.955,-6.096,-0.341
435,-0.111,7.182,0.697,-0.128,2.769,0.0,0.806,-0.379,-0.727,8.589,6.564,-0.554,0.205,1.0,0.161,0.099,-6.822,-0.175,1.054,-6.515,-0.425
436,-0.574,6.083,1.174,0.074,3.241,0.0,0.789,-0.34,-0.96,7.583,6.657,-0.651,0.418,0.941,0.14,0.376,-5.829,-0.253,1.149,-5.899,-0.222
437,-0.147,7.164,0.29,0.053,2.89,0.0,0.587,-0.403,-0.843,8.246,7.085,-0.785,0.361,0.978,0.503,0.278,-6.564,-0.276,0.752,-6.501,-0.357
