x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y,x15,x16,x17,x18,x19,x20
-0.935,-4.27,0.153,-0.069,0.242,0.998,-0.189,0.911,-0.12,-0.13,-0.022,0.578,-3.999,0.722,0.0,-0.024,-1.976,-0.049,-0.975,-0.515,2.182
-0.071,-3.367,0.084,0.685,-0.544,-0.216,0.132,2.134,0.197,-0.45,1.269,0.759,-3.57,0.959,0.0,0.112,-0.067,0.085,-0.467,-0.08,2.034
-0.216,-4.378,-0.099,0.568,-0.48,0.191,0.407,1.684,0.568,-0.343,0.646,0.621,-3.994,1.132,0.0,0.081,-0.419,0.315,-0.143,-0.177,2.189
-0.169,-3.718,0.036,0.78,-0.654,-0.176,0.373,2.218,0.639,-0.376,1.114,0.824,-3.919,0.986,0.0,0.064,0.021,0.361,-0.059,-0.017,2.326
-0.668,-2.802,-0.02,0.19,-0.089,0.588,0.037,1.204,0.134,-0.182,0.374,0.612,-3.376,0.819,0.0,0.248,-1.155,0.071,-0.546,0.062,2.12
-0.331,-3.628,0.12,0.657,-0.419,-0.048,0.439,1.748,0.244,-0.327,0.808,0.765,-3.816,0.882,0.0,0.205,-0.458,0.154,-0.304,0.003,2.217
-0.388,-3.455,0.038,0.59,-0.439,-0.004,0.445,1.961,0.531,-0.416,1.183,0.526,-4.065,1.153,0.0,0.061,-0.206,0.076,-0.451,0.056,2.464
-0.798,-4.218,0.128,0.425,-0.334,0.452,0.184,1.681,0.355,-0.544,0.648,0.546,-3.499,1.2,0.0,-0.153,-0.797,0.159,-0.492,-0.289,2.094
-0.369,-3.934,0.144,0.524,-0.343,0.429,0.394,1.724,0.393,-0.53,0.756,0.71,-3.962,0.809,0.0,0.407,-1.116,-0.055,-0.804,0.059,2.048
-0.185,-4.791,0.053,0.902,-0.77,-0.028,0.142,2.233,0.607,-0.355,1.403,1.017,-3.835,1.173,0.0,0.235,0.095,0.271,-0.274,-0.121,2.272
-0.535,-4.072,0.12,0.399,-0.199,0.457,0.164,1.405,0.2,-0.355,0.397,0.619,-4.04,0.817,0.0,0.356,-1.007,0.075,-0.9,-0.021,2.166
-0.258,-4.152,0.024,0.565,-0.294,0.2,0.367,1.765,0.233,-0.271,0.973,0.788,-4.069,1.108,0.0,0.094,-0.644,0.287,-0.507,-0.025,2.443
-0.522,-4.351,0.246,0.259,-0.061,0.596,0.067,1.174,-0.024,-0.247,0.19,0.668,-3.573,1.075,0.0,0.044,-1.385,-0.022,-0.668,-0.192,2.267
-0.764,-5.19,0.122,0.237,-0.242,0.474,0.245,1.618,0.467,-0.476,0.454,0.549,-3.657,1.083,0.0,0.272,-0.841,0.096,-0.568,-0.303,1.918
-0.329,-3.332,0.213,0.286,-0.24,0.125,0.378,1.612,0.259,-0.479,0.263,0.754,-3.899,0.923,0.0,0.005,-0.789,-0.124,-0.334,-0.104,2.401
-0.371,-3.059,0.165,0.098,-0.149,0.481,0.237,0.981,0.076,-0.25,0.245,0.526,-3.761,0.794,0.0,0.079,-0.967,0.121,-0.641,-0.085,2.111
-0.55,-6.009,0.189,0.236,-0.024,0.776,0.15,1.456,0.137,-0.517,0.515,0.674,-3.997,0.744,0.0,0.086,-1.872,0.099,-0.661,-0.337,2.342
-0.184,-3.529,0.139,0.485,-0.523,-0.295,0.549,1.947,0.469,-0.523,0.989,0.748,-3.953,1.153,0.0,0.224,0.237,0.116,-0.688,-0.045,2.137
-0.514,-4.265,-0.055,0.188,-0.108,0.785,0.243,1.228,0.192,-0.438,0.255,0.637,-3.988,1.189,0.0,0.088,-1.363,0.179,-0.617,-0.258,2.494
-0.219,-3.597,0.119,0.46,-0.193,0.447,0.221,1.331,0.059,-0.153,0.51,0.78,-4.085,0.789,0.0,0.101,-1.14,0.328,-0.428,0.033,2.258
-0.336,-3.748,-0.006,0.59,-0.335,0.114,0.224,1.813,0.149,-0.344,0.947,0.864,-3.887,1.003,0.0,0.079,-0.69,0.369,-0.167,-0.068,2.629
-0.85,-3.883,0.108,0.299,-0.062,0.486,0.083,1.193,0.144,-0.312,0.412,0.479,-4.015,0.956,0.0,0.031,-1.407,0.1,-0.981,-0.23,2.034
-0.568,-3.646,-0.116,0.202,-0.146,0.593,0.108,1.174,0.163,-0.278,0.454,0.761,-3.375,1.173,0.0,0.186,-1.082,0.17,-0.478,-0.101,2.122
-0.538,-3.696,0.056,0.079,-0.116,0.469,-0.025,1.302,0.299,-0.373,0.525,0.832,-3.69,0.976,0.0,0.176,-1.002,0.14,-0.568,-0.104,2.295
-0.828,-4.934,-0.076,0.129,0.162,1.08,-0.08,1.102,-0.114,-0.225,0.324,0.581,-4.054,0.564,0.0,0.275,-2.198,0.312,-0.843,-0.374,2.151
-0.139,-2.951,0.256,0.395,-0.351,-0.125,0.208,1.721,0.524,-0.189,0.718,0.637,-3.666,0.979,0.0,0.018,-0.038,-0.026,-0.441,-0.04,2.335
-0.751,-3.82,0.063,0.145,-0.067,0.551,0.065,1.373,0.092,-0.589,0.448,0.857,-4.07,0.867,0.0,0.057,-1.249,0.366,-0.394,-0.102,2.432
-0.347,-3.525,0.038,1.044,-0.699,-0.339,0.253,2.16,0.619,-0.466,1.394,0.446,-3.85,1.189,0.0,-0.041,0.453,0.276,-0.207,-0.072,2.198
-0.427,-3.302,0.3,0.265,-0.151,0.399,0.147,1.584,0.215,-0.307,0.498,0.851,-3.556,1.094,0.0,0.034,-0.933,0.18,-0.292,-0.064,2.407
-0.74,-3.933,0.118,0.068,0.005,0.539,0.048,1.392,0.125,-0.391,0.225,0.842,-3.648,1.26,0.0,0.008,-1.208,-0.086,-0.66,-0.3,2.231
-0.838,-3.187,0.139,0.169,-0.11,0.123,0.056,1.419,0.289,-0.323,0.46,0.703,-3.914,0.884,0.0,0.112,-0.967,-0.062,-0.58,-0.178,2.408
-0.644,-4.118,0.131,0.441,-0.291,0.437,0.138,1.613,0.404,-0.542,0.923,0.549,-4.087,1.084,0.0,0.083,-0.761,0.217,-0.542,-0.384,2.116
-0.564,-4.265,0.022,0.465,-0.418,0.211,0.357,1.634,0.341,-0.511,0.744,0.663,-3.686,1.053,0.0,0.229,-0.604,0.187,-0.396,-0.127,2.211
-0.371,-3.943,0.089,0.509,-0.294,0.188,0.37,1.646,0.465,-0.652,0.638,0.756,-2.972,1.066,0.0,0.197,-0.837,0.356,-0.299,-0.038,2.009
-0.363,-5.042,0.023,0.094,-0.06,0.707,0.108,1.182,0.193,-0.213,0.531,0.501,-3.869,0.651,0.0,0.339,-1.582,0.142,-0.708,-0.113,2.073
-0.456,-4.292,0.105,0.555,-0.239,0.241,0.256,1.506,0.463,-0.45,0.637,0.579,-4.002,0.996,0.0,0.245,-0.915,0.097,-0.341,-0.129,2.14
-0.072,-4.671,0.42,0.293,-0.304,0.582,0.323,1.657,0.333,-0.454,0.975,0.612,-3.539,0.999,0.0,0.017,-1.005,0.095,-0.297,-0.174,2.281
0.41,-4.406,0.165,1.034,-0.81,-0.104,0.588,2.377,0.757,-0.341,1.404,0.661,-4.274,1.021,0.0,-0.007,0.266,0.259,-0.376,0.122,2.401
-0.626,-3.807,0.146,0.071,0.013,0.851,0.002,0.798,0.11,-0.176,-0.004,0.587,-3.887,0.625,0.0,0.061,-1.575,0.011,-0.799,0.064,2.114
-0.171,-4.625,0.09,0.713,-0.45,0.102,0.249,1.861,0.591,-0.427,1.066,0.632,-3.61,0.876,0.0,0.097,-0.457,0.235,-0.04,-0.228,2.273
-0.142,-2.726,0.282,0.686,-0.418,-0.077,0.238,1.668,0.426,-0.363,1.003,0.772,-3.597,0.962,0.0,0.03,-0.091,0.141,-0.357,0.267,2.435
-0.457,-4.352,0.08,0.35,-0.226,0.415,0.187,1.321,0.486,-0.355,0.568,0.562,-4.131,1.118,0.0,0.073,-0.853,0.105,-0.592,0.035,2.197
-0.315,-4.77,0.041,0.73,-0.481,0.298,0.463,1.744,0.314,-0.347,1.146,0.672,-4.224,1.196,0.0,0.079,-0.677,-0.026,-0.849,0.023,2.26
0.179,-3.338,0.169,0.661,-0.45,-0.05,0.581,2.154,0.424,-0.36,0.886,0.758,-3.351,1.078,0.0,-0.125,-0.07,0.19,-0.084,0.306,2.312
-0.641,-3.736,0.038,-0.105,0.18,1.0,0.164,0.982,-0.082,-0.108,-0.011,0.796,-4.109,0.451,0.0,0.212,-2.027,0.12,-0.763,-0.092,2.404
-0.435,-3.96,0.143,0.596,-0.366,0.503,0.319,1.653,0.436,-0.302,0.61,0.858,-3.767,1.035,0.0,0.079,-0.806,0.075,-0.466,-0.118,2.275
-0.365,-4.745,0.159,0.905,-0.721,-0.13,0.32,2.093,0.729,-0.502,1.332,0.616,-4.067,1.252,0.0,0.036,0.215,0.354,-0.163,-0.0,2.134
-0.217,-3.504,-0.072,0.737,-0.53,0.212,0.345,1.604,0.476,-0.146,0.571,0.464,-3.822,0.973,0.0,0.316,-0.382,-0.0,-0.634,0.242,1.896
-0.468,-3.345,0.126,0.506,-0.322,0.223,0.231,1.771,0.301,-0.408,0.664,0.639,-3.518,1.087,0.0,-0.013,-0.55,0.329,-0.282,0.035,2.28
-0.96,-4.188,0.226,0.013,0.319,1.019,-0.26,0.704,-0.316,-0.237,-0.068,0.497,-4.453,0.518,0.0,0.214,-2.527,0.001,-0.995,-0.585,2.226
-0.396,-3.804,0.136,0.332,-0.149,0.599,0.146,1.069,0.255,-0.206,0.481,0.527,-3.883,0.844,0.0,0.125,-0.994,0.119,-0.807,-0.275,1.779
-0.457,-3.761,0.136,0.484,-0.197,0.315,0.275,1.755,0.538,-0.34,0.512,0.887,-3.61,1.123,0.0,0.059,-0.647,0.229,-0.149,0.014,2.39
-0.696,-3.816,0.133,0.181,-0.202,0.561,0.212,1.629,0.152,-0.595,0.236,0.737,-3.437,1.312,0.0,-0.076,-1.032,0.116,-0.346,-0.192,2.219
-0.473,-4.383,0.212,0.364,-0.118,0.727,0.259,1.263,0.191,-0.293,0.39,0.801,-3.987,1.078,0.0,0.012,-1.439,-0.046,-0.584,-0.139,2.433
-0.349,-3.81,0.238,0.727,-0.579,-0.068,0.238,1.728,0.496,-0.542,0.826,0.601,-3.509,1.061,0.0,0.13,0.068,0.141,-0.56,-0.124,1.864
-0.163,-3.502,0.094,0.535,-0.394,0.124,0.262,1.839,0.46,-0.36,0.614,0.692,-3.228,0.88,0.0,0.136,-0.258,-0.018,-0.468,0.076,2.062
-0.266,-3.641,-0.091,0.679,-0.553,-0.14,0.613,2.117,0.439,-0.424,1.21,0.872,-3.862,1.164,0.0,-0.054,-0.168,0.445,-0.123,0.088,2.49
-0.252,-4.153,0.044,0.739,-0.447,0.049,0.429,1.822,0.447,-0.422,0.991,0.546,-3.699,1.219,0.0,-0.013,-0.196,0.087,-0.385,0.183,2.322
-0.384,-4.561,0.19,0.286,-0.023,0.786,0.282,1.236,0.187,-0.407,0.147,0.644,-3.448,0.484,0.0,0.267,-1.57,0.004,-0.824,-0.225,2.019
-0.274,-4.319,0.194,0.6,-0.411,0.089,0.299,1.883,0.275,-0.419,1.258,0.678,-4.111,1.136,0.0,0.077,-0.569,0.092,-0.518,-0.105,2.232
-0.561,-3.617,0.084,-0.179,0.133,0.657,-0.017,0.876,0.133,-0.25,0.119,0.372,-3.903,0.55,0.0,0.223,-1.644,0.236,-0.435,0.125,2.051
-0.687,-4.194,-0.034,-0.032,0.183,0.76,-0.055,0.781,-0.32,-0.3,0.098,0.713,-3.869,0.627,0.0,0.086,-1.913,0.455,-0.667,-0.484,2.188
-0.484,-3.996,-0.045,0.045,0.019,0.695,0.112,1.128,0.252,-0.401,0.299,0.847,-3.783,1.006,0.0,0.22,-1.46,0.485,-0.283,-0.277,2.465
-0.397,-3.268,-0.104,0.543,-0.187,0.365,0.395,1.634,0.128,-0.631,0.599,0.75,-3.19,0.888,0.0,0.185,-1.09,-0.043,-0.684,-0.046,2.045
-0.536,-4.73,-0.192,0.274,-0.277,0.465,0.177,1.342,0.475,-0.486,0.492,0.834,-3.99,0.94,0.0,0.304,-0.72,0.27,-0.354,-0.34,2.184
-0.39,-4.276,0.107,0.488,-0.195,0.435,0.17,1.413,0.047,-0.387,0.404,0.693,-3.431,0.76,0.0,0.233,-1.196,-0.023,-0.51,-0.253,2.224
-0.123,-3.653,-0.095,0.704,-0.35,0.111,0.361,1.635,0.434,-0.318,0.961,0.558,-4.016,0.77,0.0,0.175,-0.364,0.545,-0.177,0.047,2.334
-0.333,-4.283,0.312,0.556,-0.396,0.2,0.34,1.658,0.245,-0.296,0.632,0.648,-4.312,0.803,0.0,0.072,-0.882,0.095,-0.596,-0.168,2.395
-0.055,-3.578,0.037,0.896,-0.629,-0.14,0.417,1.958,0.537,-0.204,0.814,0.608,-3.861,0.945,0.0,0.031,0.033,0.264,-0.262,0.098,2.405
-1.027,-3.23,0.178,0.383,-0.295,0.332,0.056,1.442,0.315,-0.658,0.458,0.598,-3.86,1.072,0.0,0.17,-0.701,-0.023,-0.74,-0.124,2.219
-0.452,-3.842,0.141,0.126,-0.082,0.646,0.115,1.227,0.247,-0.34,0.449,0.702,-3.276,0.836,0.0,0.179,-1.412,0.139,-0.348,-0.219,2.094
-0.383,-4.155,0.101,0.407,-0.256,0.364,0.33,1.432,0.148,-0.431,0.389,0.81,-4.122,0.906,0.0,0.146,-1.055,0.087,-0.601,0.177,2.483
-0.579,-4.198,0.198,0.209,-0.072,0.604,0.291,1.346,0.174,-0.511,0.225,0.619,-3.849,0.718,0.0,0.17,-1.544,0.021,-0.735,-0.185,2.231
-0.543,-3.485,0.141,0.337,-0.36,0.179,0.169,1.51,0.455,-0.401,0.593,0.757,-3.927,1.108,0.0,0.304,-0.689,0.002,-0.465,-0.012,2.302
-0.526,-3.9,0.183,0.584,-0.514,-0.169,0.215,1.971,0.34,-0.632,0.968,0.751,-3.96,1.212,0.0,-0.01,-0.075,0.207,-0.458,-0.039,2.483
-0.705,-3.784,0.043,0.351,-0.204,0.575,0.256,1.308,0.244,-0.559,0.358,0.806,-4.01,1.22,0.0,0.051,-1.033,-0.037,-0.581,-0.287,2.271
-0.246,-4.544,0.19,0.267,-0.123,0.615,0.301,1.545,0.257,-0.123,0.682,0.574,-3.802,0.729,0.0,0.09,-1.33,0.404,-0.326,-0.208,2.123
-0.388,-4.922,0.066,0.958,-0.585,0.062,0.246,1.879,0.67,-0.524,1.063,0.591,-4.136,1.302,0.0,-0.048,-0.064,0.284,-0.369,-0.249,2.172
-0.493,-3.891,0.063,0.316,-0.292,0.203,0.277,1.759,0.38,-0.429,0.76,0.659,-3.763,1.014,0.0,0.084,-0.75,0.22,-0.161,-0.127,2.423
-0.446,-3.497,0.29,0.311,-0.326,0.162,0.069,1.69,0.476,-0.351,0.903,0.714,-3.973,1.081,0.0,-0.06,-0.374,0.134,-0.107,-0.148,2.413
-0.139,-4.443,0.179,0.158,-0.231,0.46,0.309,1.527,0.346,-0.51,0.688,0.641,-3.315,0.938,0.0,0.064,-0.92,0.231,-0.383,-0.067,2.114
-0.489,-4.246,0.106,0.543,-0.261,0.525,0.35,1.417,0.357,-0.457,0.637,0.628,-3.792,1.091,0.0,-0.055,-0.612,0.086,-0.41,0.07,2.302
-0.241,-4.302,-0.026,0.744,-0.463,0.207,0.212,1.643,0.692,-0.382,0.994,0.503,-3.798,1.026,0.0,0.099,-0.367,0.343,-0.167,-0.204,1.873
-0.052,-4.202,0.366,0.856,-0.66,0.27,0.457,1.957,0.912,-0.434,1.181,0.627,-3.697,0.875,0.0,0.272,-0.092,-0.027,-0.48,-0.025,2.061
-0.329,-4.408,0.248,0.714,-0.404,0.337,0.301,1.554,0.359,-0.316,0.59,0.9,-4.133,1.031,0.0,0.284,-0.538,0.042,-0.617,-0.036,2.305
-0.6,-4.044,-0.02,0.151,-0.047,0.433,0.044,1.414,0.149,-0.34,0.517,0.886,-3.532,0.592,0.0,0.338,-1.412,0.146,-0.495,-0.149,2.263
-0.454,-4.52,0.066,0.572,-0.273,0.558,0.267,1.503,0.173,-0.087,0.691,0.794,-3.851,1.133,0.0,-0.206,-0.811,0.162,-0.401,0.016,2.575
-0.616,-4.961,0.059,0.374,-0.152,0.795,0.169,1.234,0.214,-0.246,0.519,0.643,-4.347,1.201,0.0,-0.151,-1.412,0.252,-0.66,-0.144,2.372
-0.695,-4.473,0.162,0.831,-0.434,0.415,0.218,1.698,0.418,-0.55,0.861,0.53,-4.083,1.097,0.0,0.013,-0.74,0.112,-0.364,-0.048,2.365
-0.569,-2.92,0.17,0.214,0.106,0.827,-0.081,1.099,-0.091,-0.209,-0.141,0.701,-3.871,0.847,0.0,-0.23,-1.589,-0.283,-0.836,-0.075,2.602
-0.471,-2.825,-0.072,0.122,0.076,0.534,0.068,1.086,0.027,-0.519,0.123,0.588,-3.608,0.688,0.0,0.186,-1.363,0.262,-0.601,-0.207,2.012
-0.332,-3.864,0.256,0.657,-0.312,0.456,0.096,1.416,0.495,-0.378,0.377,0.867,-3.848,1.272,0.0,-0.047,-0.685,0.133,-0.37,-0.18,2.382
-0.589,-4.196,-0.01,0.513,-0.27,0.416,0.141,1.639,0.42,-0.65,0.998,0.755,-3.813,0.983,0.0,0.193,-1.088,0.027,-0.491,-0.134,2.255
-0.473,-5.536,0.064,-0.278,0.221,1.036,0.049,0.765,0.017,-0.321,-0.188,0.68,-3.774,0.664,0.0,0.125,-2.332,0.016,-0.619,-0.466,2.409
0.02,-4.12,0.088,0.922,-0.724,-0.162,0.622,2.531,0.798,-0.509,1.145,0.686,-3.681,1.096,0.0,0.072,0.158,0.258,-0.069,0.045,2.384
-0.793,-4.14,0.053,0.243,-0.011,0.767,0.032,1.071,-0.044,-0.329,0.258,0.597,-3.759,0.725,0.0,0.25,-1.522,0.059,-0.727,-0.111,2.188
-0.664,-4.915,-0.037,0.174,0.016,0.748,-0.038,1.231,0.174,-0.472,0.2,0.611,-3.554,0.904,0.0,0.061,-1.742,0.093,-0.566,-0.192,2.121
-0.717,-4.219,0.198,0.229,-0.185,0.518,-0.009,1.266,0.345,-0.358,0.385,0.647,-4.071,1.07,0.0,0.22,-1.225,-0.183,-0.749,-0.255,2.184
-0.447,-3.919,0.081,0.519,-0.519,0.064,0.411,1.735,0.551,-0.622,0.872,0.685,-3.99,1.019,0.0,0.027,-0.074,0.242,-0.314,-0.075,2.222
-0.735,-4.566,0.027,0.291,-0.263,0.375,0.201,1.55,0.22,-0.581,0.554,0.761,-4.0,1.254,0.0,-0.084,-0.798,0.27,-0.411,-0.258,2.269
-0.508,-3.518,-0.12,-0.047,0.068,0.68,0.249,1.076,-0.163,-0.434,0.078,0.615,-3.609,0.608,0.0,-0.029,-1.663,0.314,-0.614,-0.211,2.264
-0.133,-3.587,-0.02,0.108,-0.16,0.333,0.193,1.605,0.139,-0.052,0.539,0.977,-3.661,0.933,0.0,-0.043,-0.926,0.335,-0.038,-0.144,2.569
-0.547,-3.788,-0.121,-0.029,0.01,0.576,0.072,1.393,0.052,-0.366,0.58,0.668,-3.699,1.063,0.0,0.058,-1.377,0.372,-0.227,-0.184,2.348
-0.499,-3.597,-0.135,0.444,-0.376,0.271,0.01,1.641,0.126,-0.474,0.779,0.67,-3.518,1.14,0.0,-0.044,-0.684,0.274,-0.565,-0.274,2.281
-0.479,-3.436,0.117,0.45,-0.191,0.327,-0.076,1.518,0.384,-0.455,0.461,0.702,-3.591,0.934,0.0,0.259,-0.994,0.109,-0.317,-0.282,2.134
-0.193,-4.254,0.022,0.544,-0.435,0.021,0.452,2.091,0.422,-0.594,1.208,0.762,-3.463,1.242,0.0,0.15,-0.4,0.147,-0.446,-0.027,2.303
-0.563,-3.618,0.004,0.287,0.046,0.568,0.026,1.232,-0.079,-0.098,0.114,0.888,-3.564,0.992,0.0,-0.029,-1.47,0.276,-0.741,-0.39,2.253
-0.134,-2.992,0.124,0.467,-0.333,-0.013,0.282,1.629,0.271,-0.335,0.808,0.765,-3.719,1.029,0.0,-0.085,-0.587,0.164,-0.416,-0.152,2.48
-0.885,-4.3,0.022,0.317,-0.099,0.553,0.034,1.461,0.175,-0.468,0.629,0.788,-4.018,1.219,0.0,0.162,-1.303,0.092,-0.553,-0.063,2.314
-0.552,-4.934,0.199,0.41,-0.222,0.541,0.051,1.471,0.33,-0.289,0.686,0.41,-3.902,0.937,0.0,-0.024,-1.279,-0.057,-0.645,-0.232,2.002
0.126,-3.56,0.291,0.588,-0.492,0.013,0.567,1.801,0.548,-0.343,1.046,0.497,-4.008,1.092,0.0,-0.043,-0.076,0.041,-0.334,0.179,2.527
-0.156,-4.398,0.348,0.736,-0.592,0.099,0.41,1.889,0.654,-0.505,0.678,0.71,-3.832,1.015,0.0,0.147,-0.241,-0.305,-0.914,-0.169,2.001
-0.386,-3.562,0.068,0.41,-0.263,0.248,0.178,1.217,0.395,-0.297,0.429,0.591,-3.908,0.803,0.0,0.258,-0.725,0.031,-0.495,-0.136,2.169
-0.657,-3.281,0.112,0.356,-0.231,0.507,0.238,1.509,0.391,-0.469,0.908,0.643,-3.961,1.03,0.0,0.378,-0.998,0.246,-0.539,-0.042,2.177
-0.569,-3.89,0.051,0.166,-0.301,0.306,0.247,1.44,0.262,-0.404,0.505,0.548,-4.022,0.852,0.0,0.547,-0.842,0.055,-0.904,-0.06,1.872
-0.343,-4.139,0.133,0.544,-0.391,0.15,0.496,1.693,0.554,-0.452,1.079,0.672,-3.986,1.011,0.0,0.3,-0.389,0.303,-0.209,0.194,2.141
-0.115,-4.282,-0.098,0.844,-0.614,-0.097,0.461,1.876,0.331,-0.316,0.645,0.744,-3.93,1.078,0.0,0.025,-0.15,0.418,-0.27,-0.063,2.307
-0.284,-4.109,0.311,0.522,-0.341,0.329,0.392,1.727,0.241,-0.381,0.883,0.591,-4.238,1.069,0.0,-0.12,-0.697,-0.039,-0.709,0.127,2.435
-0.333,-4.383,0.071,0.644,-0.531,0.195,0.43,2.03,0.509,-0.482,0.858,0.679,-3.804,1.181,0.0,0.05,-0.422,0.086,-0.332,-0.091,2.297
-0.534,-3.68,0.284,0.487,-0.284,0.285,0.223,1.297,0.293,-0.333,0.584,0.725,-4.014,0.934,0.0,0.277,-0.773,-0.098,-0.938,-0.169,2.241
-0.627,-3.626,0.12,-0.028,0.027,0.81,0.143,1.006,0.115,-0.412,-0.03,0.675,-3.49,0.595,0.0,0.085,-1.403,0.101,-0.714,0.143,2.05
-0.26,-5.004,0.017,0.43,-0.447,0.254,0.393,1.719,0.56,-0.283,0.996,0.705,-3.783,0.977,0.0,0.157,-0.671,0.11,-0.317,-0.102,2.336
-0.461,-4.855,0.128,0.456,-0.334,0.391,0.144,1.653,0.31,-0.4,0.558,0.696,-3.899,1.105,0.0,0.044,-0.802,0.011,-0.642,-0.424,2.374
-0.11,-4.588,0.016,0.597,-0.392,0.293,0.565,1.718,0.423,-0.389,0.78,0.594,-3.786,1.084,0.0,0.091,-0.559,0.287,-0.198,-0.142,2.165
-0.308,-3.415,0.026,0.548,-0.346,-0.046,0.31,1.745,0.632,-0.379,0.924,0.599,-3.932,0.946,0.0,0.196,-0.061,0.193,-0.414,-0.082,1.975
-0.142,-4.332,0.165,0.626,-0.392,0.515,0.383,1.535,0.314,-0.457,0.655,0.738,-3.426,0.705,0.0,0.365,-1.093,0.284,-0.411,0.005,2.056
-0.72,-4.101,0.232,0.042,-0.024,0.57,0.066,1.219,0.259,-0.353,0.231,0.776,-3.873,0.9,0.0,0.157,-1.42,0.015,-0.78,-0.379,2.335
-0.66,-4.103,0.201,0.019,0.052,0.71,0.128,1.054,-0.09,-0.444,0.188,0.544,-3.884,0.731,0.0,-0.056,-1.5,-0.124,-0.797,-0.304,2.093
-0.728,-3.734,0.079,-0.021,0.123,0.894,0.043,0.98,-0.299,-0.24,0.107,0.534,-3.627,0.482,0.0,-0.057,-1.939,0.073,-1.0,-0.105,2.181
-0.096,-3.863,0.232,0.821,-0.501,-0.072,0.256,1.905,0.678,-0.372,1.125,0.697,-3.153,0.812,0.0,0.313,0.045,0.08,-0.476,-0.296,1.842
-0.27,-3.748,0.029,0.61,-0.427,0.149,0.36,1.661,0.097,-0.307,0.533,0.616,-3.764,0.932,0.0,0.15,-0.454,0.46,-0.291,-0.045,2.032
-0.538,-3.543,0.259,0.027,-0.049,0.713,-0.072,1.033,0.405,-0.219,0.336,0.555,-3.831,0.8,0.0,0.128,-1.18,-0.113,-0.959,-0.248,2.098
-0.63,-4.202,0.01,0.28,-0.259,0.34,0.349,1.504,0.246,-0.352,0.589,0.725,-3.941,1.148,0.0,0.118,-0.993,0.204,-0.235,-0.035,2.214
-0.339,-3.902,0.172,0.616,-0.455,0.428,0.413,1.614,0.501,-0.472,0.706,0.741,-4.122,0.669,0.0,0.379,-0.534,0.052,-0.476,-0.026,2.266
-0.403,-4.174,0.046,0.303,-0.188,0.472,0.3,1.382,0.366,-0.337,0.452,0.714,-3.321,1.034,0.0,-0.054,-0.953,0.128,-0.495,0.014,2.205
-0.562,-3.964,0.087,0.372,-0.215,0.51,0.162,1.201,0.2,-0.375,0.504,0.653,-4.242,0.89,0.0,-0.01,-0.865,0.301,-0.574,-0.113,2.371
-0.234,-3.736,0.036,0.581,-0.624,-0.045,0.482,1.96,0.583,-0.397,0.937,0.859,-3.861,1.042,0.0,0.099,0.045,0.424,0.045,0.223,2.503
-0.74,-4.549,0.157,0.475,-0.343,0.375,0.155,1.732,0.336,-0.412,0.635,0.667,-3.698,1.161,0.0,-0.051,-0.669,0.157,-0.427,-0.334,2.358
0.066,-5.071,0.024,0.527,-0.468,0.217,0.525,1.946,0.253,-0.329,1.015,0.744,-3.454,0.847,0.0,0.268,-0.832,0.284,-0.353,0.009,2.166
-0.013,-5.474,0.019,1.183,-0.797,-0.009,0.504,2.222,0.709,-0.562,1.57,0.665,-3.53,1.168,0.0,0.07,-0.043,0.428,-0.282,-0.286,2.144
-0.513,-3.894,0.177,0.544,-0.359,0.289,0.26,1.675,0.371,-0.604,0.916,0.789,-3.898,1.13,0.0,-0.086,-0.787,0.061,-0.493,-0.075,2.388
-0.109,-3.585,-0.026,0.125,-0.016,0.312,0.225,1.498,0.212,-0.093,0.651,0.777,-3.695,1.041,0.0,0.156,-1.026,0.41,-0.329,-0.197,2.221
-0.569,-4.884,0.1,-0.041,-0.0,0.903,0.359,1.08,0.38,-0.17,-0.06,0.725,-4.318,1.056,0.0,0.116,-1.347,0.243,-0.441,-0.154,2.538
-0.061,-4.169,0.225,0.309,-0.407,0.471,0.493,1.787,0.443,-0.306,0.763,0.692,-3.688,1.095,0.0,-0.094,-0.731,0.008,-0.197,0.017,2.387
-0.396,-3.677,-0.049,0.136,-0.117,0.613,0.06,1.133,0.124,-0.139,0.316,0.483,-3.96,0.867,0.0,0.009,-1.231,0.114,-0.694,-0.096,2.297
-0.445,-4.598,0.2,0.479,-0.209,0.641,0.446,1.355,0.241,-0.322,0.551,0.732,-3.748,1.082,0.0,-0.019,-1.192,0.388,-0.18,-0.072,2.43
-0.365,-3.907,0.073,0.434,-0.263,0.393,0.179,1.325,0.335,-0.248,0.509,0.546,-3.887,1.135,0.0,0.075,-0.936,-0.004,-0.282,-0.165,2.291
-0.615,-4.725,0.124,0.18,-0.177,0.714,0.168,1.382,0.022,-0.324,0.33,0.833,-3.861,0.902,0.0,-0.066,-1.386,-0.009,-0.656,-0.223,2.37
-0.558,-4.291,0.109,0.436,-0.336,0.471,0.031,1.566,0.413,-0.437,0.484,0.686,-3.815,1.421,0.0,-0.018,-0.832,0.151,-0.462,-0.154,2.159
-0.317,-3.81,0.246,0.339,-0.231,0.612,0.256,1.285,0.215,-0.279,0.476,0.494,-3.725,0.838,0.0,0.055,-1.067,0.026,-0.866,0.028,2.021
