x0,x1,x2,x3,x4,y,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.637,7.215,0.994,-0.535,1.229,1.0,0.321,-0.646,-0.999,8.871,4.245,-0.495,-0.119,0.308,-1.006,0.31,-7.037,0.066,1.198,-5.463,-0.229
-1.036,7.286,0.573,0.069,2.911,1.0,0.431,-0.34,-1.304,8.751,6.574,-0.631,0.212,0.967,-0.362,0.588,-6.684,-0.626,0.995,-6.508,-0.182
-0.397,6.557,1.274,0.07,1.96,1.0,0.328,-0.332,-1.051,8.1,5.823,-0.389,0.058,0.833,0.127,0.162,-6.499,0.063,0.964,-5.908,-0.099
-0.125,6.79,0.383,-0.051,2.063,1.0,0.408,-0.316,-0.697,8.59,5.726,-0.38,0.163,0.743,0.071,0.118,-6.785,-0.036,1.1,-6.014,-0.111
-0.791,6.318,0.236,-0.314,2.343,1.0,0.534,-0.32,-1.059,7.361,5.155,-0.605,0.198,0.854,-0.247,0.436,-5.821,-0.167,1.059,-5.219,0.17
-0.516,6.213,0.616,-0.038,2.042,1.0,0.236,-0.274,-1.043,7.829,5.228,-0.453,0.065,0.78,-0.03,0.399,-6.241,-0.344,1.061,-5.267,0.201
-0.496,6.556,0.96,-0.21,1.887,1.0,0.338,-0.349,-0.993,8.049,5.393,-0.495,0.045,0.589,-0.125,0.428,-6.276,-0.131,0.813,-5.467,-0.164
-0.165,6.416,0.36,-0.398,1.567,1.0,0.282,-0.58,-0.709,7.513,4.889,-0.529,0.021,0.675,-0.019,0.173,-6.257,0.065,1.081,-5.152,-0.012
-0.912,6.614,0.752,0.056,2.271,1.0,0.342,-0.18,-1.098,8.498,5.771,-0.41,0.236,0.947,-0.072,0.519,-6.472,-0.384,1.171,-5.786,0.268
-0.654,6.95,0.782,-0.047,2.245,1.0,0.234,-0.221,-1.172,8.698,5.689,-0.528,0.26,1.0,-0.028,0.594,-6.639,-0.041,0.971,-5.918,0.112
-0.458,7.217,0.72,-0.075,1.95,1.0,0.354,-0.32,-0.936,8.9,5.665,-0.584,0.213,0.702,0.036,0.303,-7.082,-0.298,1.053,-5.892,0.014
-0.177,6.602,0.715,0.083,1.886,1.0,0.363,-0.245,-0.808,7.787,5.477,-0.603,0.029,0.733,0.2,0.174,-6.354,-0.201,1.065,-5.411,-0.165
-0.789,6.368,0.118,-0.349,1.461,1.0,0.365,-0.631,-1.361,8.047,4.044,-0.144,0.064,0.523,-1.048,0.472,-6.446,-0.473,0.936,-5.336,0.032
-0.264,7.404,0.813,-0.138,2.38,1.0,0.452,-0.59,-0.792,8.85,6.062,-0.638,0.329,0.612,-0.1,0.199,-7.061,0.284,0.894,-6.46,-0.293
-0.748,6.863,0.718,0.231,2.5,1.0,0.375,-0.364,-1.084,7.821,5.611,-0.63,0.406,1.003,-0.337,0.445,-6.36,-0.288,1.104,-5.707,0.158
-1.029,6.869,0.772,-0.025,2.527,1.0,0.31,-0.508,-1.392,8.191,5.087,-0.508,0.369,0.623,-1.002,0.518,-6.577,-0.419,1.092,-5.945,0.057
-0.337,6.31,0.815,-0.22,1.913,1.0,0.399,-0.481,-0.683,7.637,5.036,-0.412,0.332,0.598,-0.431,0.296,-6.046,0.094,0.914,-5.494,0.15
-0.117,6.464,0.343,-0.406,1.584,1.0,0.359,-0.531,-0.712,7.821,4.81,-0.642,0.319,0.39,-0.095,0.29,-6.076,0.014,1.044,-4.94,0.065
-0.34,6.893,0.719,0.029,2.383,1.0,0.288,-0.512,-0.878,8.427,5.906,-0.446,0.244,0.89,-0.175,0.402,-6.615,-0.08,1.054,-5.962,-0.102
-1.035,6.398,0.668,-0.466,1.471,1.0,0.526,-0.448,-1.169,8.097,4.055,-0.403,0.184,0.447,-0.818,0.55,-6.324,-0.211,1.131,-5.093,-0.043
-0.923,6.497,0.567,0.294,2.366,1.0,0.192,-0.391,-1.116,8.592,5.539,-0.318,0.215,0.856,-0.845,0.375,-6.723,-0.534,1.115,-6.197,0.177
-1.067,6.765,0.465,0.257,3.005,1.0,0.263,-0.295,-1.293,8.594,6.267,-0.539,0.536,1.048,-0.474,0.866,-6.639,-0.747,1.087,-6.413,0.189
-0.716,7.162,1.182,-0.292,1.874,1.0,0.338,-0.455,-0.972,8.849,5.303,-0.524,0.326,0.633,-0.549,0.318,-6.978,0.121,0.913,-5.934,-0.163
0.119,6.477,-0.26,-0.293,1.65,1.0,0.382,-0.541,-0.489,8.01,4.69,-0.447,0.111,0.352,-0.255,0.051,-6.249,-0.069,0.947,-5.092,-0.258
-0.8,6.417,0.564,0.129,2.303,1.0,0.089,-0.584,-1.051,7.444,5.345,-0.597,0.141,0.791,-0.413,0.204,-5.993,-0.413,1.139,-5.238,0.258
-0.265,7.187,0.228,-0.209,1.991,1.0,0.259,-0.5,-0.978,8.517,5.849,-0.48,0.194,0.6,-0.13,0.339,-6.844,-0.203,0.87,-6.159,-0.009
-0.803,7.138,0.51,0.135,2.533,1.0,0.364,-0.263,-1.238,8.734,6.127,-0.343,0.372,0.933,-0.3,0.427,-6.888,-0.36,1.084,-6.338,0.159
-0.501,7.201,0.82,0.006,2.2,1.0,0.244,-0.57,-1.043,8.809,5.705,-0.434,0.323,0.558,-0.464,0.238,-7.127,-0.046,1.139,-6.068,-0.047
-0.42,6.282,0.134,-0.373,2.086,1.0,0.362,-0.55,-0.844,7.74,5.086,-0.617,-0.006,0.643,-0.251,0.224,-5.989,-0.189,1.272,-5.011,-0.084
-0.298,6.759,0.563,-0.157,2.211,1.0,0.286,-0.6,-0.965,8.361,5.967,-0.439,0.225,0.717,-0.23,0.112,-6.81,-0.048,1.023,-6.25,0.023
-0.545,6.505,0.292,0.232,2.376,1.0,0.114,-0.389,-0.84,8.124,5.598,-0.396,0.192,0.784,-0.235,0.376,-6.327,-0.318,1.188,-5.758,0.033
-0.345,7.429,0.472,0.252,2.146,1.0,0.304,-0.335,-0.95,8.912,6.152,-0.657,0.196,0.769,0.085,0.236,-7.083,-0.434,1.092,-6.129,-0.046
-0.101,7.119,0.944,-0.479,1.809,1.0,0.41,-0.552,-0.675,8.379,5.379,-0.626,0.18,0.504,-0.118,0.097,-6.618,0.332,0.968,-5.684,-0.293
-0.542,5.784,0.462,-0.64,2.083,1.0,0.428,-0.664,-0.969,7.069,4.195,-0.467,0.238,0.681,-0.592,0.377,-5.465,0.091,1.264,-4.457,0.043
-0.167,7.193,0.966,-0.085,2.109,1.0,0.369,-0.524,-0.887,8.837,6.277,-0.395,0.228,0.794,0.025,0.121,-7.159,0.086,0.882,-6.445,-0.225
-0.471,6.337,0.399,-0.247,1.95,1.0,0.27,-0.498,-0.825,7.623,4.959,-0.538,0.018,0.654,-0.311,0.231,-6.154,-0.085,1.142,-5.157,-0.03
-0.851,6.988,0.858,0.276,2.771,1.0,0.302,-0.423,-1.251,8.467,6.068,-0.471,0.198,0.969,-0.507,0.516,-6.721,-0.515,1.266,-6.323,0.063
-0.513,6.669,0.838,-0.027,2.154,1.0,0.444,-0.273,-0.737,7.721,5.636,-0.613,0.127,0.93,0.036,0.41,-6.242,-0.294,1.209,-5.465,0.021
-0.701,7.217,1.394,0.003,2.243,1.0,0.428,-0.272,-0.846,8.736,6.314,-0.51,0.123,0.764,-0.018,0.431,-6.843,-0.009,0.873,-6.379,-0.164
-0.199,7.221,0.2,0.233,2.187,1.0,0.189,-0.442,-0.915,8.853,5.869,-0.443,0.305,0.851,0.057,0.393,-7.077,-0.244,1.232,-6.035,-0.092
-0.915,6.868,0.607,-0.054,2.725,1.0,0.236,-0.638,-1.421,8.454,5.821,-0.658,0.172,0.683,-0.828,0.419,-6.584,-0.169,0.802,-6.476,0.044
-0.561,6.155,0.361,-0.207,1.755,1.0,0.366,-0.42,-0.942,7.679,4.897,-0.515,-0.016,0.856,-0.094,0.373,-6.131,-0.17,1.199,-5.065,0.048
-0.232,6.289,0.59,-0.329,1.568,1.0,0.186,-0.522,-0.73,7.874,4.992,-0.46,0.086,0.559,0.039,0.161,-6.245,0.02,1.001,-5.093,-0.093
-0.885,6.629,0.554,-0.35,1.857,1.0,0.155,-0.563,-1.188,8.092,4.853,-0.444,0.173,0.718,-0.694,0.575,-6.463,-0.251,0.997,-5.576,0.21
-0.914,6.922,0.392,0.278,2.539,1.0,0.218,-0.325,-1.217,8.789,6.154,-0.345,0.546,0.779,-0.507,0.558,-6.948,-0.555,1.065,-6.624,0.084
-0.522,6.969,0.33,-0.048,1.917,1.0,0.194,-0.645,-0.776,8.678,5.153,-0.421,0.178,0.565,-0.75,0.211,-6.981,-0.307,1.221,-5.89,0.128
-0.618,6.735,0.794,0.229,2.452,1.0,0.372,-0.482,-1.025,8.067,5.788,-0.607,0.384,0.899,-0.193,0.211,-6.378,-0.299,1.042,-5.715,0.017
-0.694,6.411,0.78,0.229,2.435,1.0,0.296,-0.424,-0.955,8.137,5.555,-0.415,0.16,0.689,-0.557,0.301,-6.397,-0.27,1.15,-5.881,-0.036
-0.582,6.639,0.249,-0.041,2.215,1.0,0.116,-0.403,-1.013,8.185,5.297,-0.581,0.377,0.668,-0.211,0.638,-6.346,-0.518,1.041,-5.473,0.105
-0.445,7.02,0.384,0.096,2.273,1.0,0.24,-0.3,-1.119,8.494,6.095,-0.648,0.304,0.947,0.28,0.322,-6.691,-0.35,1.112,-5.931,0.124
-0.154,7.233,1.173,-0.07,2.293,1.0,0.403,-0.405,-1.036,9.118,6.777,-0.326,0.137,0.742,0.174,0.032,-7.335,0.315,0.886,-6.702,-0.092
-0.967,6.753,0.29,-0.42,1.45,1.0,0.329,-0.341,-1.248,8.546,4.167,-0.56,0.079,0.537,-0.849,0.493,-6.396,-0.483,0.917,-5.27,0.193
-0.439,6.416,0.804,0.083,2.267,1.0,0.15,-0.36,-1.007,7.975,5.685,-0.521,0.222,0.714,-0.105,0.293,-6.287,-0.282,1.175,-5.625,-0.082
0.011,7.058,0.2,-0.468,1.818,1.0,0.358,-0.639,-0.813,8.692,5.347,-0.615,0.007,0.449,-0.056,0.124,-6.772,-0.188,1.041,-5.586,-0.095
-0.211,6.383,0.965,-0.303,1.717,1.0,0.322,-0.346,-0.984,7.826,4.846,-0.612,-0.065,0.448,-0.36,0.39,-6.026,0.14,0.916,-4.946,-0.036
-0.572,6.953,0.737,0.267,2.411,1.0,0.222,-0.333,-1.087,8.459,5.896,-0.681,0.131,0.719,-0.189,0.263,-6.739,-0.318,0.906,-6.101,0.148
-0.887,6.182,1.6,-0.13,1.226,1.0,0.196,-0.212,-1.138,7.853,4.23,-0.544,0.023,0.53,-0.318,0.557,-6.166,-0.076,0.937,-4.831,0.263
-0.359,6.012,0.643,0.1,2.031,1.0,0.166,-0.472,-0.76,7.771,5.249,-0.42,0.061,0.73,-0.248,0.328,-5.898,-0.236,1.035,-5.28,0.009
-0.502,7.042,0.845,0.307,2.578,1.0,0.34,-0.268,-0.932,8.613,6.45,-0.647,0.273,0.797,0.037,0.319,-6.743,-0.318,1.164,-6.085,0.183
-0.85,6.736,1.131,-0.099,2.483,1.0,0.384,-0.35,-1.117,8.64,5.861,-0.579,0.193,1.068,-0.343,0.529,-6.631,-0.067,1.141,-5.884,0.032
-0.78,6.593,0.198,-0.319,1.984,1.0,0.31,-0.479,-1.238,8.259,4.798,-0.467,-0.042,0.601,-0.729,0.668,-6.498,-0.585,1.092,-5.543,0.244
-1.129,7.358,0.595,0.157,2.515,1.0,0.253,-0.409,-1.438,8.908,5.983,-0.605,0.196,1.008,-0.605,0.416,-6.971,-0.306,0.946,-6.518,-0.067
0.099,7.057,0.814,-0.49,1.646,1.0,0.532,-0.661,-0.748,8.346,5.172,-0.583,-0.109,0.51,-0.245,-0.188,-6.837,0.141,0.978,-5.816,-0.193
-0.668,6.856,0.313,-0.229,2.426,1.0,0.365,-0.48,-0.924,8.365,5.818,-0.59,0.252,0.813,-0.258,0.669,-6.599,-0.462,1.126,-5.867,-0.042
-0.766,6.471,0.716,-0.248,1.669,1.0,0.174,-0.428,-0.972,7.84,5.041,-0.494,0.087,0.683,-0.442,0.477,-6.18,-0.072,1.046,-5.417,0.299
-0.041,7.095,0.356,-0.382,1.643,1.0,0.348,-0.533,-0.615,8.155,5.031,-0.779,0.071,0.515,-0.071,0.275,-6.387,-0.219,0.985,-5.195,-0.217
-0.406,7.932,0.519,-0.017,2.639,1.0,0.331,-0.622,-0.948,9.281,6.724,-0.664,0.406,0.851,-0.196,0.161,-7.667,-0.026,1.115,-6.94,-0.024
-0.285,7.34,0.717,0.081,2.297,1.0,0.132,-0.508,-0.81,8.665,6.292,-0.478,0.138,0.706,-0.296,0.378,-7.228,-0.14,1.164,-6.328,-0.062
-0.434,6.699,0.635,-0.465,1.631,1.0,0.46,-0.446,-0.741,8.01,4.375,-0.64,0.231,0.593,-0.343,0.183,-6.251,-0.093,1.088,-4.929,0.023
-0.314,6.223,0.188,-0.334,1.769,1.0,0.192,-0.606,-0.658,7.646,4.595,-0.668,-0.087,0.631,-0.427,0.181,-5.975,0.07,1.0,-4.869,-0.182
-0.358,6.908,0.918,-0.222,2.226,1.0,0.404,-0.423,-0.741,8.262,5.795,-0.5,0.269,0.622,-0.167,0.348,-6.623,-0.008,1.253,-5.632,-0.242
0.097,6.561,0.648,-0.234,1.818,1.0,0.272,-0.589,-0.493,8.079,5.288,-0.536,0.099,0.448,0.069,-0.059,-6.403,0.187,1.171,-5.311,-0.242
-0.673,6.956,0.304,0.332,2.306,1.0,0.156,-0.407,-1.123,8.206,5.56,-0.606,0.419,0.677,-0.415,0.295,-6.529,-0.506,1.03,-5.81,0.198
-0.65,6.448,0.613,-0.158,1.872,1.0,0.216,-0.413,-0.991,8.093,5.382,-0.297,0.142,0.825,-0.315,0.28,-6.523,-0.072,0.971,-5.827,0.018
-0.428,7.317,-0.109,-0.439,1.854,1.0,0.347,-0.596,-0.932,9.038,5.276,-0.44,0.312,0.636,-0.376,0.337,-7.164,-0.01,1.25,-6.111,-0.215
-0.714,7.295,0.977,-0.357,2.392,1.0,0.533,-0.566,-1.119,8.522,5.663,-0.478,0.317,0.692,-0.626,0.42,-6.961,0.088,0.912,-6.394,-0.005
-0.37,6.7,0.003,-0.224,1.61,1.0,0.296,-0.373,-0.883,8.145,4.585,-0.44,0.074,0.548,-0.201,0.281,-6.402,-0.179,1.047,-5.172,0.058
-1.164,7.21,0.068,-0.273,2.541,1.0,0.401,-0.646,-1.334,8.709,5.545,-0.573,0.144,0.645,-0.922,0.402,-6.937,-0.575,1.212,-6.34,0.057
-0.145,6.259,1.237,-0.212,1.917,1.0,0.242,-0.444,-0.516,7.884,5.15,-0.563,0.101,0.578,-0.028,0.325,-6.0,0.105,1.134,-5.057,-0.14
-0.322,6.872,0.291,-0.063,2.272,1.0,0.303,-0.397,-0.806,8.479,5.498,-0.514,0.156,0.925,-0.3,0.41,-6.672,-0.146,1.294,-5.723,-0.121
-0.193,7.663,0.554,0.129,2.343,1.0,0.276,-0.557,-0.883,9.061,6.146,-0.484,0.442,0.668,-0.273,-0.006,-7.472,-0.247,0.994,-6.764,0.065
-0.791,7.221,0.745,-0.308,1.665,1.0,0.33,-0.372,-0.895,8.73,5.159,-0.51,0.086,0.53,-0.515,0.422,-7.031,-0.264,1.0,-5.724,0.215
-0.921,6.279,0.308,-0.013,2.445,1.0,0.268,-0.403,-1.21,7.892,5.376,-0.548,0.102,0.96,-0.559,0.676,-6.084,-0.749,1.265,-5.521,0.153
-0.289,6.827,-0.446,-0.438,1.476,1.0,0.264,-0.554,-0.839,8.365,4.44,-0.598,0.468,0.409,-0.549,0.2,-6.55,-0.518,1.059,-5.179,-0.132
-0.681,6.447,0.518,-0.099,2.027,1.0,0.159,-0.597,-1.036,7.877,4.836,-0.523,0.051,0.672,-0.685,0.024,-6.204,-0.279,0.885,-5.349,-0.021
-0.06,7.356,1.029,-0.192,1.764,1.0,0.237,-0.595,-0.709,8.902,5.837,-0.502,-0.013,0.579,0.073,0.082,-7.201,-0.035,0.985,-6.114,-0.144
-0.938,6.316,0.322,0.069,2.584,1.0,0.289,-0.367,-1.328,7.745,5.17,-0.585,0.329,0.907,-0.584,0.683,-6.051,-0.581,0.996,-5.633,0.034
-0.454,6.067,0.971,-0.641,1.542,1.0,0.429,-0.6,-0.837,7.975,4.412,-0.284,-0.151,0.6,-0.492,0.478,-6.325,0.289,0.995,-5.317,0.055
0.049,6.371,1.671,-0.341,1.52,1.0,0.229,-0.522,-0.475,7.708,4.576,-0.707,-0.023,0.537,-0.071,0.068,-6.197,0.294,0.997,-4.766,-0.028
-0.476,7.255,1.137,0.304,2.223,1.0,0.164,-0.516,-0.797,8.944,5.654,-0.533,0.239,0.643,-0.398,0.128,-7.089,0.014,1.14,-6.069,0.225
-0.602,5.851,0.372,-0.103,1.81,1.0,0.334,-0.266,-1.021,7.461,4.705,-0.523,-0.026,0.767,-0.249,0.468,-5.729,-0.391,0.998,-4.859,0.072
-0.875,7.203,0.742,-0.175,2.085,1.0,0.356,-0.55,-1.134,8.959,4.983,-0.654,0.041,0.512,-0.876,0.444,-6.982,-0.264,1.248,-5.833,0.089
-0.443,6.902,0.514,-0.021,2.177,1.0,0.251,-0.305,-0.979,8.844,6.041,-0.333,0.274,0.649,-0.213,0.564,-6.879,-0.221,0.953,-6.191,-0.003
-0.254,7.137,0.427,-0.149,1.808,1.0,0.196,-0.587,-0.99,8.465,5.241,-0.568,0.168,0.498,-0.28,0.214,-6.874,-0.144,0.936,-5.847,0.02
-0.733,7.108,0.556,0.233,1.811,1.0,0.05,-0.188,-1.199,8.914,5.621,-0.469,0.075,0.892,-0.271,0.589,-6.94,-0.397,0.83,-6.056,0.318
-0.65,5.41,1.2,-0.105,2.148,1.0,0.344,-0.487,-0.981,6.994,5.11,-0.472,-0.009,0.599,-0.48,0.324,-5.428,-0.167,0.832,-4.944,-0.061
-0.988,6.7,1.376,-0.283,1.871,1.0,0.366,-0.464,-1.283,8.061,4.679,-0.636,0.109,0.642,-0.59,0.411,-6.238,-0.087,0.968,-5.151,0.181
0.01,7.184,-0.248,-0.138,1.809,1.0,0.351,-0.611,-0.597,8.927,5.461,-0.45,-0.09,0.432,-0.248,-0.066,-7.215,0.011,1.176,-5.96,-0.299
-0.672,6.96,0.73,-0.02,1.786,1.0,0.118,-0.312,-1.304,8.515,5.214,-0.598,0.131,0.632,-0.484,0.418,-6.831,-0.306,1.015,-5.829,0.146
-0.131,6.681,0.839,-0.648,1.324,1.0,0.246,-0.552,-0.773,7.95,4.469,-0.603,-0.037,0.492,-0.26,0.241,-6.357,0.226,1.097,-4.891,-0.051
-0.072,6.662,0.353,-0.339,1.512,1.0,0.295,-0.611,-0.754,8.562,4.971,-0.421,-0.13,0.234,-0.162,0.092,-6.793,-0.066,1.109,-5.312,-0.18
-0.51,6.908,0.692,0.127,2.357,1.0,0.106,-0.507,-1.111,8.464,6.259,-0.438,0.095,0.982,-0.367,0.31,-6.811,-0.298,0.95,-6.217,0.238
-0.649,7.116,1.247,0.092,2.689,1.0,0.406,-0.473,-0.945,8.717,6.299,-0.54,0.341,0.896,-0.229,0.537,-6.804,-0.137,0.941,-6.473,-0.231
-1.14,6.076,1.016,0.047,2.171,1.0,0.129,-0.394,-1.334,7.319,4.655,-0.659,0.18,0.863,-0.764,0.458,-5.773,-0.054,1.175,-4.951,0.197
-0.896,7.233,0.674,-0.373,2.237,1.0,0.304,-0.571,-1.188,8.78,5.208,-0.59,0.434,0.427,-0.723,0.397,-6.714,-0.295,0.864,-5.852,0.264
-1.464,6.126,0.549,0.1,2.858,1.0,0.399,-0.33,-1.608,7.814,5.509,-0.337,0.442,1.054,-0.828,0.622,-6.041,-0.519,1.072,-5.899,0.136
-0.322,6.638,0.479,0.065,2.02,1.0,0.19,-0.673,-0.75,7.96,5.218,-0.621,0.163,0.749,-0.404,0.193,-6.334,-0.146,1.218,-5.637,0.033
-0.855,7.438,1.047,0.342,2.962,1.0,0.103,-0.33,-1.538,9.166,6.873,-0.574,0.475,1.058,-0.245,0.624,-7.199,-0.409,1.114,-6.628,0.264
-1.284,6.2,0.718,-0.165,1.693,1.0,0.327,-0.172,-1.451,7.909,4.46,-0.442,0.054,0.939,-0.787,0.74,-5.919,-0.697,0.912,-4.978,0.24
-0.144,6.396,1.784,-0.165,2.022,1.0,0.283,-0.588,-0.682,7.819,5.168,-0.539,0.335,0.638,-0.136,0.245,-6.147,0.198,1.051,-5.147,-0.229
-0.498,6.445,1.339,-0.598,1.645,1.0,0.394,-0.508,-0.833,7.628,4.275,-0.652,0.145,0.441,-0.728,0.356,-5.96,0.221,1.26,-4.793,-0.116
-0.347,7.067,0.982,0.293,2.02,1.0,0.184,-0.472,-0.749,8.383,5.834,-0.691,0.058,0.695,-0.222,0.108,-6.793,-0.203,0.936,-5.822,-0.027
0.095,6.486,1.048,-0.352,1.445,1.0,0.284,-0.444,-0.378,8.052,5.106,-0.56,-0.006,0.685,0.306,0.249,-6.176,0.284,1.225,-5.012,-0.05
-1.049,6.905,0.295,-0.278,2.029,1.0,0.349,-0.46,-1.29,8.496,4.744,-0.534,0.119,0.503,-0.898,0.393,-6.891,-0.32,1.052,-5.866,0.178
-0.171,6.628,0.863,0.031,2.045,1.0,0.07,-0.491,-0.837,8.269,5.365,-0.651,0.283,0.582,-0.15,0.083,-6.457,-0.106,1.012,-5.348,0.076
-0.866,6.825,1.171,0.038,2.192,1.0,0.241,-0.504,-1.213,8.564,5.601,-0.369,0.04,0.67,-0.751,0.318,-6.896,-0.184,1.123,-6.097,0.115
-0.431,6.15,0.482,-0.408,1.972,1.0,0.321,-0.653,-0.912,7.19,4.511,-0.584,0.137,0.513,-0.384,0.197,-5.643,-0.053,1.031,-4.827,-0.025
-0.786,6.163,0.234,0.132,2.465,1.0,0.521,-0.231,-1.194,7.642,5.521,-0.316,0.319,0.778,-0.409,0.554,-5.933,-0.311,0.979,-5.653,-0.108
-0.316,6.52,-0.088,0.183,2.173,1.0,0.205,-0.603,-0.767,8.103,5.182,-0.679,0.236,0.665,-0.228,0.133,-6.3,-0.442,1.116,-5.521,0.135
-0.255,6.859,0.942,-0.312,2.031,1.0,0.228,-0.727,-0.726,8.099,5.181,-0.68,0.294,0.356,-0.459,0.001,-6.706,0.096,1.236,-5.586,-0.156
-0.902,6.221,0.379,0.174,2.57,1.0,0.328,-0.437,-1.28,7.695,5.62,-0.634,0.439,0.864,-0.311,0.461,-5.932,-0.58,1.085,-5.49,0.106
-0.584,5.693,0.597,-0.297,1.934,1.0,0.459,-0.535,-1.009,7.069,3.991,-0.549,0.18,0.437,-0.775,0.286,-5.4,-0.144,1.176,-4.328,0.014
-0.262,7.391,0.943,-0.306,1.576,1.0,0.348,-0.534,-0.656,8.762,4.848,-0.559,0.012,0.425,-0.51,0.111,-7.177,0.219,1.119,-5.74,-0.055
-0.661,6.583,0.84,0.092,2.384,1.0,0.354,-0.409,-0.809,7.877,5.716,-0.509,0.177,0.602,-0.22,0.3,-6.352,-0.211,1.144,-5.742,0.023
-1.129,6.048,0.334,-0.091,2.253,1.0,0.316,-0.331,-1.329,7.402,5.159,-0.339,0.13,0.841,-0.606,0.699,-5.944,-0.437,1.289,-5.463,-0.038
-0.646,6.81,0.345,-0.115,2.489,1.0,0.375,-0.444,-0.971,8.239,5.659,-0.604,0.252,0.569,-0.391,0.349,-6.522,-0.266,1.209,-5.808,-0.132
-0.433,7.008,0.696,-0.027,2.272,1.0,0.458,-0.356,-1.154,8.285,5.782,-0.756,-0.062,0.973,0.019,0.214,-6.589,-0.239,1.022,-5.762,-0.248
-0.413,7.336,0.748,0.104,2.378,1.0,0.239,-0.532,-0.852,8.434,5.984,-0.685,0.46,0.579,-0.337,0.249,-6.699,-0.353,1.079,-6.08,0.115
-0.776,6.338,0.684,0.011,1.744,1.0,0.429,-0.448,-0.882,8.04,4.367,-0.491,-0.007,0.358,-0.688,0.521,-6.212,-0.154,1.03,-5.117,0.057
-0.206,7.139,0.562,-0.173,2.21,1.0,0.477,-0.405,-0.928,8.659,5.824,-0.612,0.109,0.594,-0.074,0.083,-6.976,0.044,1.061,-6.092,-0.067
-0.853,6.709,0.068,-0.143,1.978,1.0,0.276,-0.414,-1.391,8.677,4.906,-0.342,0.297,0.784,-0.511,0.572,-6.507,-0.422,1.317,-5.401,-0.089
-0.825,6.554,0.737,0.068,2.401,1.0,0.418,-0.492,-1.305,8.172,5.214,-0.426,0.396,0.751,-0.844,0.448,-6.542,-0.442,1.002,-5.874,-0.096
-0.678,6.242,0.507,0.065,2.19,1.0,0.115,-0.396,-1.036,7.523,5.423,-0.607,0.194,0.852,-0.204,0.481,-5.921,-0.481,0.998,-5.388,0.215
-0.127,7.469,0.566,-0.038,1.594,1.0,0.321,-0.192,-0.619,9.058,5.517,-0.681,-0.005,0.623,0.327,0.186,-7.214,-0.134,1.201,-5.511,-0.136
-0.231,6.725,0.86,0.163,2.415,1.0,-0.067,-0.53,-0.801,8.765,6.059,-0.537,0.297,0.702,-0.147,0.471,-6.763,-0.234,1.03,-6.069,0.083
-0.962,6.259,0.578,-0.15,2.002,1.0,0.246,-0.353,-1.095,7.537,4.69,-0.807,0.126,0.741,-0.454,0.525,-5.718,-0.322,1.125,-4.758,0.364
-0.654,6.859,0.02,-0.137,1.535,1.0,0.243,-0.335,-0.92,8.425,4.747,-0.443,-0.082,0.647,-0.468,0.617,-6.604,-0.335,1.021,-5.539,0.201
-0.175,6.574,0.776,-0.041,1.853,1.0,0.063,-0.53,-0.672,8.26,5.526,-0.421,-0.097,0.416,-0.391,0.081,-6.614,-0.063,0.831,-5.914,0.038
-0.009,7.079,0.525,-0.274,1.716,1.0,0.391,-0.634,-0.639,8.538,5.151,-0.627,0.08,0.379,-0.04,0.129,-6.898,0.045,1.227,-5.64,-0.237
-0.595,6.697,0.715,-0.198,1.779,1.0,0.476,-0.264,-1.105,7.962,4.717,-0.572,-0.041,0.79,-0.288,0.206,-6.479,-0.042,1.056,-5.212,0.148
-1.181,6.537,1.259,-0.107,2.41,1.0,0.258,-0.421,-1.412,7.673,5.031,-0.56,0.214,0.784,-0.812,0.555,-6.158,-0.206,1.152,-5.314,0.04
-0.698,6.655,0.592,-0.004,2.406,1.0,0.314,-0.503,-1.204,8.45,5.463,-0.477,0.299,0.828,-0.276,0.321,-6.534,-0.234,1.244,-5.821,-0.089
-0.082,6.609,0.863,-0.6,1.954,1.0,0.5,-0.554,-0.801,8.226,5.294,-0.582,0.084,0.57,-0.211,0.198,-6.415,0.405,0.875,-5.564,0.065
0.102,6.695,0.644,-0.295,1.417,1.0,0.284,-0.485,-0.607,8.175,5.076,-0.576,0.029,0.423,0.178,0.098,-6.458,0.121,0.952,-5.187,-0.181
-0.575,6.483,0.431,-0.063,2.08,1.0,0.22,-0.505,-0.909,8.112,5.266,-0.558,-0.032,0.755,-0.244,0.24,-6.277,-0.399,1.263,-5.464,0.04
-0.682,7.444,0.868,-0.144,2.097,1.0,0.231,-0.34,-1.093,9.256,5.886,-0.547,0.24,0.566,-0.462,0.699,-7.141,-0.369,0.899,-6.523,0.07
-0.512,7.125,0.871,0.318,2.262,1.0,0.107,-0.497,-1.095,8.923,5.711,-0.559,0.247,0.526,-0.55,0.248,-7.158,-0.244,0.829,-6.286,0.117
-0.372,6.228,0.856,-0.123,1.579,1.0,0.228,-0.571,-0.971,7.486,4.392,-0.663,-0.109,0.35,-0.477,0.221,-5.878,0.055,1.065,-4.764,0.082
-0.546,6.929,0.15,0.403,2.194,1.0,0.269,-0.242,-1.112,8.759,5.953,-0.457,0.3,0.914,0.012,0.449,-6.744,-0.8,0.929,-6.098,-0.061
