x0,y,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.868,1.0,-2.389,-3.317,-2.138,-3.753,-2.527,0.956,0.344,0.0,0.345,-0.837,0.282,2.829,1.953,-0.031,-3.292,-1.021,0.404,0.153,0.369
0.899,1.0,-2.287,-3.123,-2.188,-3.515,-2.165,0.727,0.199,-0.11,-0.067,-0.715,0.219,2.513,1.923,0.082,-3.39,-1.111,0.347,0.202,0.194
0.612,1.0,-2.662,-2.958,-2.355,-3.351,-2.144,0.654,0.443,-0.254,-0.064,-0.967,0.124,2.486,1.809,0.08,-2.992,-1.684,0.202,0.372,0.807
0.771,1.0,-2.619,-3.156,-2.279,-3.475,-2.245,0.799,0.227,-0.047,-0.141,-1.046,0.303,2.633,1.96,0.186,-2.873,-1.62,0.308,0.338,0.678
0.711,1.0,-2.231,-2.577,-1.957,-2.846,-1.895,0.599,0.322,-0.014,0.06,-1.115,0.331,2.461,1.414,0.206,-2.531,-1.674,0.363,0.094,0.681
0.786,1.0,-2.27,-2.699,-1.936,-3.028,-2.107,0.882,0.257,-0.048,0.128,-1.271,0.168,2.139,1.719,0.334,-2.653,-1.689,0.474,0.345,0.74
0.78,1.0,-2.146,-2.685,-2.05,-3.075,-2.044,0.684,0.437,-0.101,-0.042,-0.797,0.25,2.463,1.738,0.082,-2.527,-1.63,0.391,0.27,0.726
0.754,1.0,-2.522,-3.787,-2.258,-4.036,-2.364,0.808,0.238,-0.35,0.235,-0.561,0.192,2.82,2.202,0.085,-3.778,-1.1,0.363,0.524,0.353
0.637,1.0,-1.983,-3.002,-1.755,-3.373,-2.007,0.605,0.362,0.127,-0.001,-1.01,0.163,2.711,1.872,0.154,-2.778,-0.911,0.454,0.051,-0.032
0.78,1.0,-2.444,-3.091,-2.175,-3.22,-1.951,0.769,0.095,-0.133,0.143,-0.846,0.096,2.478,1.753,0.064,-3.005,-1.503,0.285,0.391,0.679
0.771,1.0,-2.649,-3.414,-2.324,-3.691,-2.901,1.329,0.104,-0.255,0.259,-1.004,-0.1,2.779,2.173,0.106,-3.352,-1.649,0.604,0.429,0.552
0.691,1.0,-2.855,-3.268,-2.405,-3.682,-2.214,0.84,0.093,-0.287,0.142,-0.796,0.198,2.689,2.074,0.25,-3.365,-1.788,0.189,0.589,0.83
0.968,1.0,-2.408,-3.16,-2.408,-3.511,-2.327,0.958,0.36,-0.19,-0.082,-1.134,0.108,2.403,1.983,0.047,-3.2,-1.295,0.464,0.152,0.378
0.547,1.0,-2.33,-2.643,-2.12,-2.77,-2.144,0.915,0.264,-0.164,0.147,-0.984,-0.021,2.407,1.542,0.319,-2.556,-1.507,0.301,0.325,0.496
0.656,1.0,-2.53,-3.2,-2.341,-3.361,-2.243,1.13,0.483,-0.101,0.178,-0.818,-0.097,2.519,1.762,0.21,-3.256,-1.881,0.432,0.3,0.884
0.473,1.0,-2.127,-2.591,-1.775,-2.704,-1.794,0.69,0.181,-0.152,-0.152,-1.383,-0.015,2.366,1.473,0.277,-2.794,-1.946,0.273,0.558,0.903
1.044,1.0,-2.322,-3.353,-2.412,-3.726,-2.053,0.769,0.335,-0.063,0.303,-0.818,0.237,2.618,2.201,0.159,-3.317,-1.195,0.31,0.314,0.44
0.855,1.0,-2.553,-3.275,-2.397,-3.538,-2.092,0.742,0.448,-0.158,-0.039,-0.773,0.076,2.529,2.033,0.059,-3.137,-1.284,0.241,0.178,0.363
0.484,1.0,-2.651,-2.814,-2.289,-2.892,-2.036,0.899,0.414,-0.227,0.043,-1.13,0.202,2.519,1.292,0.254,-2.605,-2.025,0.295,0.529,0.858
0.815,1.0,-2.974,-3.044,-2.58,-3.614,-2.183,0.705,0.336,-0.152,0.028,-1.339,0.143,2.563,1.994,0.376,-3.269,-2.229,0.168,0.464,1.165
0.764,1.0,-2.383,-2.896,-2.169,-3.145,-1.651,0.656,0.371,-0.299,-0.014,-0.962,0.172,2.574,1.536,0.193,-2.824,-1.58,0.191,0.388,0.525
0.638,1.0,-2.067,-2.588,-1.8,-2.618,-1.896,0.626,0.291,0.037,0.019,-1.131,0.22,2.148,1.35,0.248,-2.319,-1.524,0.218,0.084,0.442
0.771,1.0,-1.808,-2.334,-1.885,-2.551,-1.981,0.745,0.328,-0.328,-0.087,-1.263,0.122,2.048,1.342,0.188,-2.454,-1.723,0.455,0.496,0.793
0.884,1.0,-2.723,-3.324,-2.475,-3.774,-2.305,0.955,0.404,0.153,0.138,-0.921,0.053,2.637,2.355,0.088,-3.371,-1.532,0.617,0.286,0.409
0.8,1.0,-2.552,-3.279,-2.278,-3.559,-2.632,0.829,0.507,-0.038,0.216,-0.871,0.171,2.592,1.951,0.003,-3.333,-1.506,0.474,0.325,0.717
0.829,1.0,-2.015,-2.778,-1.858,-3.24,-2.367,1.024,0.435,-0.265,0.386,-1.072,0.233,2.345,1.938,0.168,-2.993,-1.158,0.652,0.298,0.257
0.881,1.0,-2.869,-3.666,-2.865,-3.734,-2.031,0.673,0.392,-0.266,-0.094,-0.83,0.171,2.49,1.948,0.042,-3.425,-1.827,-0.115,0.667,0.938
0.255,1.0,-1.463,-2.661,-1.182,-2.506,-1.95,0.748,0.277,0.037,0.484,-0.599,0.152,2.199,1.34,0.016,-2.604,-0.86,0.788,0.383,0.14
0.732,1.0,-2.103,-2.761,-1.72,-3.11,-2.201,0.785,0.442,0.018,0.214,-1.085,0.023,2.3,1.791,0.507,-2.823,-1.422,0.496,0.371,0.212
0.854,1.0,-2.423,-2.847,-2.188,-3.378,-2.297,0.873,0.251,-0.264,-0.124,-1.134,0.154,2.524,1.939,0.348,-3.085,-1.505,0.269,0.388,0.37
0.747,1.0,-2.224,-3.56,-2.373,-3.816,-2.012,0.704,0.184,-0.04,-0.104,-0.481,0.255,2.921,2.055,-0.059,-3.232,-0.692,0.223,0.076,-0.133
0.735,1.0,-2.453,-3.095,-2.335,-3.414,-1.999,0.785,0.471,-0.303,0.001,-1.001,0.141,2.671,1.908,0.241,-2.983,-1.566,0.195,0.378,0.595
0.812,1.0,-2.136,-3.176,-1.971,-3.518,-2.804,1.168,0.601,-0.044,-0.039,-0.978,-0.144,2.671,1.881,0.189,-3.366,-1.157,0.548,0.159,0.247
0.818,1.0,-2.181,-3.265,-2.05,-3.505,-2.334,0.649,0.423,0.051,0.334,-0.87,-0.033,2.564,1.847,0.123,-3.133,-1.22,0.485,0.247,0.46
0.75,1.0,-2.056,-3.499,-2.011,-3.727,-2.191,0.797,0.423,0.142,0.342,-0.641,0.093,2.549,2.297,-0.011,-3.26,-0.59,0.688,-0.135,-0.271
0.898,1.0,-2.565,-3.339,-2.204,-3.74,-2.505,1.145,0.556,-0.088,0.25,-0.961,0.084,2.448,2.316,0.215,-3.447,-1.486,0.722,0.408,0.599
0.823,1.0,-2.729,-3.139,-2.401,-3.601,-2.018,0.594,0.58,-0.421,0.191,-0.832,0.116,2.374,2.061,0.046,-3.244,-1.698,0.278,0.519,0.637
0.67,1.0,-2.246,-2.862,-2.106,-2.983,-1.896,0.895,0.19,-0.233,0.243,-0.872,0.007,2.357,1.704,0.032,-2.667,-1.616,0.545,0.345,0.709
0.672,1.0,-1.922,-2.488,-1.517,-2.899,-2.27,0.944,0.237,0.258,0.031,-0.972,0.11,2.405,1.457,0.155,-2.511,-1.074,0.579,-0.025,0.036
0.861,1.0,-2.611,-3.516,-2.394,-3.799,-2.84,1.136,0.035,0.096,0.05,-0.939,-0.117,2.82,1.98,0.175,-3.497,-1.479,0.426,0.251,0.392
0.926,1.0,-2.782,-3.217,-2.568,-3.774,-2.434,0.991,0.343,-0.336,0.116,-1.044,-0.029,2.762,2.069,0.241,-3.461,-1.842,0.493,0.469,0.856
0.442,1.0,-2.967,-3.282,-2.277,-3.61,-2.386,0.908,0.358,-0.33,0.047,-1.237,0.081,2.986,1.848,0.203,-3.219,-2.009,0.301,0.526,1.087
0.737,1.0,-2.993,-3.231,-2.668,-3.805,-1.915,0.579,0.271,0.18,0.006,-0.749,0.046,2.9,2.213,0.136,-3.096,-1.521,-0.006,0.079,0.295
0.551,1.0,-1.844,-2.424,-1.635,-2.561,-1.712,0.376,0.502,0.039,-0.109,-1.019,0.358,2.25,1.392,0.135,-2.102,-1.331,0.211,0.26,0.192
0.898,1.0,-2.446,-3.081,-2.488,-3.414,-2.038,0.656,0.418,-0.049,-0.134,-0.909,0.076,2.38,2.08,0.158,-3.291,-1.459,0.29,0.099,0.333
0.39,1.0,-2.337,-2.707,-2.002,-2.929,-1.704,0.672,0.044,-0.311,-0.06,-1.088,0.291,2.395,1.322,0.146,-2.676,-1.816,0.219,0.536,0.862
0.888,1.0,-2.341,-3.203,-2.516,-3.543,-2.32,0.943,0.392,0.08,0.163,-0.741,0.004,2.706,1.663,0.04,-3.425,-0.851,0.378,0.075,0.174
0.586,1.0,-2.119,-2.814,-1.829,-3.145,-2.406,1.083,0.298,-0.123,0.324,-1.194,0.028,2.635,1.85,0.224,-2.912,-1.471,0.641,0.34,0.797
0.797,1.0,-2.38,-2.888,-2.178,-3.362,-2.204,0.825,0.427,-0.211,0.066,-1.028,0.233,2.402,1.735,0.293,-2.941,-1.52,0.523,0.31,0.489
0.93,1.0,-2.073,-3.089,-2.051,-3.326,-2.095,0.704,0.376,-0.041,0.235,-1.0,0.47,2.425,1.743,-0.09,-2.791,-1.333,0.284,0.427,0.563
0.671,1.0,-2.346,-2.44,-2.033,-2.787,-2.179,0.935,0.12,0.162,0.282,-1.046,0.067,2.252,1.322,0.171,-2.409,-1.469,0.458,0.167,0.61
0.927,1.0,-2.171,-2.747,-1.974,-3.1,-1.97,0.819,0.526,-0.199,0.075,-1.183,0.232,2.33,1.646,0.058,-2.692,-1.472,0.526,0.324,0.636
0.867,1.0,-2.455,-3.429,-2.322,-3.685,-2.112,0.722,0.285,-0.265,-0.175,-0.716,0.318,2.693,2.046,0.012,-3.208,-1.185,0.244,0.354,0.324
0.544,1.0,-2.885,-3.373,-2.308,-3.707,-1.936,0.631,0.154,0.059,-0.255,-0.967,0.135,2.905,1.819,0.056,-3.311,-1.776,0.018,0.278,0.955
0.915,1.0,-3.227,-3.353,-2.946,-3.87,-2.319,0.8,0.351,-0.305,0.018,-0.868,0.266,2.841,1.985,0.231,-3.388,-1.997,0.187,0.481,1.17
0.875,1.0,-2.181,-2.667,-2.143,-2.908,-1.946,0.748,0.597,-0.224,0.008,-1.06,0.178,2.03,1.693,0.224,-2.716,-1.574,0.315,0.421,0.427
0.719,1.0,-2.963,-3.059,-2.644,-3.486,-2.543,1.015,0.235,-0.217,0.061,-1.039,0.227,2.588,1.878,0.318,-2.853,-2.032,0.225,0.463,1.173
0.584,1.0,-2.385,-2.851,-2.063,-3.133,-2.361,0.957,0.352,-0.166,0.378,-0.964,0.227,2.459,1.699,0.167,-2.708,-1.781,0.753,0.441,0.762
0.874,1.0,-2.686,-3.234,-2.5,-3.838,-2.305,0.899,0.515,-0.308,0.194,-0.644,0.188,2.829,2.11,0.053,-3.666,-1.312,0.369,0.432,0.604
0.912,1.0,-2.462,-3.535,-2.265,-4.064,-2.19,0.934,0.363,-0.032,0.304,-0.471,0.131,3.089,2.191,0.051,-3.754,-0.963,0.582,0.193,0.201
0.721,1.0,-2.991,-3.378,-2.8,-3.916,-2.649,1.102,0.289,0.039,0.199,-0.718,0.177,2.84,2.222,0.275,-3.503,-1.828,0.238,0.306,0.75
0.848,1.0,-2.699,-3.306,-2.691,-3.612,-2.671,1.017,0.316,-0.03,0.343,-0.692,0.116,2.784,1.947,0.157,-3.363,-1.753,0.256,0.444,0.662
0.652,1.0,-2.856,-2.938,-2.511,-3.337,-2.522,1.042,0.308,-0.195,0.051,-1.246,-0.071,2.607,1.848,0.209,-2.898,-2.189,0.214,0.323,1.179
0.675,1.0,-2.971,-3.036,-2.633,-3.363,-2.675,1.221,0.21,-0.305,0.207,-1.144,0.006,2.409,1.742,0.246,-3.074,-2.225,0.504,0.456,1.218
0.879,1.0,-2.493,-3.158,-2.217,-3.88,-2.507,1.128,0.445,0.263,0.225,-0.873,0.013,2.628,2.132,0.192,-3.45,-1.448,0.776,0.228,0.209
0.691,1.0,-2.909,-2.932,-2.524,-3.299,-2.033,0.865,0.329,-0.445,-0.036,-1.238,0.35,2.493,1.752,0.406,-2.863,-2.382,0.372,0.654,1.111
0.873,1.0,-2.822,-3.253,-2.371,-3.777,-2.063,0.713,0.588,-0.265,0.294,-0.863,0.203,2.749,2.137,0.227,-3.593,-1.639,0.22,0.602,0.627
0.495,1.0,-2.48,-3.103,-2.182,-3.119,-2.22,1.084,0.328,0.055,0.386,-1.208,-0.045,2.597,1.645,0.082,-2.905,-1.689,0.481,0.379,1.011
0.918,1.0,-2.701,-3.27,-2.721,-3.886,-2.226,0.886,0.173,-0.138,0.235,-0.911,0.014,2.688,2.111,0.352,-3.568,-1.55,0.344,0.412,0.51
0.928,1.0,-2.467,-3.557,-2.376,-3.889,-2.138,0.626,0.266,-0.187,0.121,-0.716,0.238,2.669,2.174,-0.036,-3.689,-0.9,0.277,0.405,0.324
0.712,1.0,-2.307,-3.67,-2.004,-3.88,-2.761,1.074,0.152,-0.206,0.313,-0.696,0.222,2.766,1.923,-0.064,-3.294,-1.226,0.584,0.404,0.476
0.73,1.0,-2.02,-2.63,-1.783,-3.008,-2.171,0.765,0.444,-0.177,0.215,-1.229,0.06,2.277,1.646,0.224,-2.53,-1.423,0.583,0.276,0.556
0.769,1.0,-2.489,-3.106,-2.239,-3.611,-2.189,0.819,0.224,-0.157,0.007,-0.996,0.165,2.562,2.069,0.246,-3.172,-1.415,0.336,0.391,0.432
0.632,1.0,-2.022,-2.696,-1.859,-2.84,-2.361,0.95,0.332,0.023,0.168,-1.222,0.149,2.197,1.531,0.2,-2.454,-1.724,0.589,0.436,0.777
0.781,1.0,-1.998,-3.003,-1.983,-3.365,-2.175,0.795,0.34,-0.157,0.258,-0.942,0.263,2.664,1.721,0.142,-2.82,-1.322,0.612,0.374,0.808
0.866,1.0,-2.676,-3.191,-2.39,-3.877,-2.334,0.725,0.241,0.063,0.231,-0.965,0.043,2.935,2.061,0.202,-3.436,-1.39,0.236,0.307,0.44
0.439,1.0,-1.838,-2.304,-1.298,-2.395,-1.999,0.98,0.321,-0.05,0.127,-1.082,-0.074,2.198,1.186,0.338,-2.337,-1.31,0.747,0.194,0.35
0.817,1.0,-2.732,-3.144,-2.632,-3.673,-2.371,0.769,0.278,0.089,0.104,-0.721,0.055,2.798,2.032,0.152,-3.238,-1.368,0.128,0.075,0.429
0.8,1.0,-2.582,-3.215,-2.487,-3.52,-2.422,0.876,0.347,-0.132,0.107,-1.171,0.128,2.581,1.76,0.208,-3.04,-1.726,0.656,0.298,0.486
0.694,1.0,-2.401,-2.912,-2.164,-3.047,-2.224,0.726,0.093,-0.259,-0.018,-1.192,0.152,2.418,1.801,0.213,-2.825,-2.007,0.411,0.579,1.033
0.883,1.0,-2.626,-3.115,-2.686,-3.558,-2.169,0.749,0.297,-0.373,-0.026,-0.957,0.238,2.661,1.795,0.175,-2.929,-1.834,0.187,0.568,0.849
0.811,1.0,-2.436,-2.947,-2.257,-3.301,-2.211,0.797,0.25,-0.189,0.054,-1.011,0.259,2.712,1.823,0.172,-3.007,-1.79,0.447,0.395,0.976
0.863,1.0,-2.008,-2.854,-1.9,-3.078,-2.217,0.788,0.499,-0.106,0.36,-0.847,-0.019,2.27,1.819,0.048,-3.047,-0.873,0.465,0.132,0.2
0.638,1.0,-3.228,-3.288,-2.67,-3.687,-2.071,0.677,0.218,-0.355,0.167,-1.224,0.2,2.78,2.009,0.151,-3.242,-2.502,0.222,0.645,1.733
0.534,1.0,-1.6,-2.47,-1.182,-2.357,-1.926,0.843,0.336,-0.154,0.222,-1.302,0.088,2.097,1.039,0.142,-2.16,-1.364,0.945,0.179,0.227
0.884,1.0,-2.272,-3.414,-2.183,-3.9,-2.081,0.552,0.598,0.058,0.087,-0.65,0.163,2.925,1.962,0.007,-3.56,-0.878,0.279,0.315,0.116
0.852,1.0,-2.518,-3.319,-2.478,-3.711,-2.129,0.667,0.386,-0.309,0.166,-0.896,0.171,2.566,2.166,0.144,-3.138,-1.52,0.21,0.478,0.775
0.686,1.0,-2.234,-3.026,-2.181,-3.467,-1.9,0.537,0.152,-0.076,-0.053,-0.71,0.42,2.571,1.928,-0.007,-2.85,-1.319,0.117,0.444,0.571
0.498,1.0,-2.569,-2.762,-2.193,-3.228,-1.951,0.638,0.235,-0.251,0.099,-0.919,0.114,2.621,1.802,0.168,-3.201,-1.809,0.178,0.415,1.013
0.691,1.0,-2.905,-3.213,-2.374,-3.72,-2.135,0.705,0.344,-0.255,0.083,-0.944,0.088,2.651,2.146,0.148,-3.34,-1.909,0.257,0.467,1.102
0.592,1.0,-1.522,-2.818,-1.249,-2.677,-1.872,0.784,0.483,-0.086,0.435,-0.79,0.377,2.415,1.172,-0.094,-2.317,-0.963,0.667,0.164,0.325
0.56,1.0,-2.685,-2.772,-2.014,-3.262,-2.083,0.72,0.36,-0.376,0.107,-1.403,0.187,2.668,1.779,0.208,-3.009,-2.095,0.662,0.555,0.974
0.696,1.0,-2.683,-3.108,-2.479,-3.727,-2.185,0.744,0.293,-0.173,0.019,-0.838,0.264,2.811,2.06,-0.048,-3.251,-1.712,0.275,0.4,0.714
0.702,1.0,-2.008,-3.21,-1.769,-3.436,-2.438,1.008,0.264,-0.012,0.17,-0.966,0.074,2.549,2.137,0.201,-3.036,-1.217,0.513,0.26,0.18
0.696,1.0,-2.212,-2.779,-1.979,-2.979,-2.399,1.163,0.233,0.014,0.195,-0.942,-0.071,2.224,1.533,0.23,-2.923,-1.47,0.599,0.155,0.409
0.499,1.0,-1.619,-2.811,-1.03,-2.846,-2.203,0.825,0.505,-0.085,0.383,-0.752,0.318,2.586,1.205,0.091,-2.493,-0.738,0.891,0.23,-0.056
0.992,1.0,-2.462,-3.371,-2.036,-3.781,-2.243,0.841,0.362,-0.046,0.262,-0.85,0.033,2.474,2.237,0.177,-3.453,-1.114,0.421,0.244,0.175
0.585,1.0,-2.982,-3.2,-2.681,-3.399,-2.064,0.734,0.2,-0.067,0.204,-0.943,0.048,2.703,1.735,0.149,-2.793,-2.071,0.318,0.49,1.093
0.734,1.0,-2.739,-3.24,-2.193,-3.629,-2.516,0.845,0.136,0.067,0.137,-1.177,0.048,2.674,2.084,0.232,-3.207,-1.747,0.325,0.236,0.71
1.028,1.0,-2.752,-3.582,-2.667,-4.02,-2.337,0.731,0.329,-0.198,0.179,-0.539,0.148,2.785,2.269,0.159,-3.604,-1.323,0.175,0.357,0.52
0.785,1.0,-3.07,-3.303,-2.701,-3.619,-2.207,0.666,0.068,0.107,-0.162,-1.039,0.254,2.698,2.111,0.232,-3.196,-2.104,0.033,0.339,1.161
0.793,1.0,-2.262,-3.058,-2.202,-3.251,-2.151,0.956,0.322,-0.161,0.042,-1.046,0.001,2.37,1.713,0.003,-3.112,-1.47,0.566,0.228,0.371
0.905,1.0,-2.469,-2.469,-2.385,-3.268,-2.1,0.71,0.147,-0.276,0.216,-1.066,0.163,2.323,1.884,0.357,-2.844,-1.797,0.464,0.491,0.7
0.662,1.0,-2.186,-2.35,-1.832,-2.573,-1.741,0.6,0.153,-0.371,0.168,-1.485,0.369,1.96,1.24,0.24,-2.309,-2.164,0.172,0.599,1.244
0.778,1.0,-2.974,-3.335,-2.704,-3.834,-2.303,0.769,0.318,-0.041,0.104,-0.995,0.183,2.694,1.974,0.192,-3.483,-1.78,0.168,0.442,0.793
0.808,1.0,-2.172,-2.927,-1.896,-3.336,-2.531,0.917,0.245,-0.098,0.14,-0.834,-0.114,2.582,1.741,0.218,-3.058,-1.25,0.457,0.227,0.388
0.656,1.0,-2.198,-2.7,-1.884,-2.875,-2.677,1.338,0.184,-0.148,0.242,-0.998,-0.183,2.419,1.302,0.116,-2.952,-1.613,0.828,0.313,0.519
0.687,1.0,-2.111,-2.36,-1.917,-2.751,-2.211,0.864,0.355,-0.155,0.11,-1.204,0.256,2.384,1.582,0.233,-2.558,-1.647,0.631,0.376,0.607
0.819,1.0,-2.54,-3.068,-2.478,-3.746,-2.381,0.804,0.236,-0.186,0.116,-1.043,0.112,2.685,2.211,0.234,-3.384,-1.706,0.423,0.419,0.843
0.691,1.0,-2.399,-3.114,-2.122,-3.677,-2.344,0.87,0.217,-0.119,0.304,-0.764,0.121,2.707,2.018,0.163,-3.14,-0.933,0.368,0.064,-0.078
0.62,1.0,-1.803,-3.253,-1.507,-3.173,-2.283,0.797,0.33,-0.3,0.217,-0.926,0.234,2.522,1.514,-0.193,-2.837,-1.103,0.587,0.126,0.386
0.732,1.0,-2.324,-3.71,-2.122,-4.012,-2.361,0.861,0.223,-0.015,0.025,-0.569,0.074,2.757,2.056,0.199,-3.719,-1.079,0.103,0.259,0.265
0.838,1.0,-2.896,-3.346,-2.798,-3.837,-2.319,0.805,0.454,-0.105,0.077,-0.964,0.149,2.867,2.069,0.105,-3.599,-1.549,0.214,0.316,0.607
0.743,1.0,-3.09,-3.077,-2.738,-3.589,-2.204,0.494,0.16,-0.534,-0.079,-1.355,0.345,2.632,2.027,0.191,-3.192,-2.254,-0.158,0.599,1.287
0.891,1.0,-2.389,-3.131,-2.235,-3.495,-2.172,0.701,0.368,-0.019,-0.176,-0.934,0.183,2.727,1.839,0.207,-3.097,-1.275,0.159,-0.001,0.265
1.045,1.0,-2.39,-3.484,-2.506,-3.728,-2.376,0.73,0.035,0.045,0.162,-0.881,0.133,2.581,2.15,-0.111,-3.377,-1.464,0.276,0.522,0.615
0.499,1.0,-2.087,-2.231,-1.8,-2.564,-2.214,1.019,-0.063,-0.069,0.346,-1.108,0.076,2.05,1.371,0.328,-2.22,-1.518,0.683,0.28,0.433
1.063,1.0,-2.393,-3.317,-2.587,-3.811,-2.124,0.559,0.036,-0.133,-0.133,-0.798,0.23,2.449,2.216,0.154,-3.331,-1.175,-0.062,0.246,0.341
0.714,1.0,-2.313,-2.957,-2.074,-3.339,-2.239,0.95,0.296,-0.081,0.028,-1.074,0.099,2.282,2.016,0.144,-3.06,-1.476,0.42,0.376,0.31
0.809,1.0,-2.714,-2.994,-2.52,-3.636,-2.555,1.002,0.165,-0.031,0.248,-0.985,0.075,2.563,1.898,0.244,-3.5,-1.766,0.321,0.402,0.731
0.818,1.0,-2.571,-3.219,-2.53,-3.712,-2.569,0.822,0.197,-0.254,-0.016,-1.007,0.199,2.708,2.043,0.262,-3.253,-1.608,0.27,0.233,0.652
0.532,1.0,-2.239,-3.07,-1.827,-3.327,-2.032,0.715,0.245,0.023,0.155,-1.09,0.075,2.499,1.835,0.16,-3.123,-1.403,0.51,0.346,0.593
0.564,1.0,-2.706,-3.091,-2.315,-3.517,-2.318,0.849,0.213,-0.272,0.247,-1.146,-0.032,2.824,1.83,0.391,-3.188,-2.087,0.376,0.476,1.121
0.75,1.0,-2.643,-3.39,-2.394,-3.881,-2.342,0.844,0.21,-0.165,0.339,-0.836,0.036,2.738,2.291,0.31,-3.723,-1.543,0.213,0.414,0.403
0.56,1.0,-2.552,-2.901,-2.082,-3.006,-1.803,0.47,0.058,-0.118,-0.316,-1.349,0.195,2.503,1.674,0.293,-2.449,-1.846,-0.153,0.158,0.813
0.994,1.0,-2.42,-3.224,-2.348,-3.444,-1.941,0.691,0.312,-0.541,0.203,-1.076,0.232,2.276,2.032,0.248,-3.112,-1.73,0.254,0.613,0.751
0.835,1.0,-2.683,-3.295,-2.612,-3.358,-2.2,0.889,0.18,-0.188,0.011,-1.222,0.096,2.456,1.986,0.105,-2.828,-2.009,0.238,0.366,0.922
0.838,1.0,-2.751,-3.354,-2.489,-3.666,-2.252,0.733,0.468,-0.174,-0.155,-1.012,0.377,2.894,1.965,0.207,-3.575,-1.63,0.231,0.419,0.792
0.505,1.0,-1.761,-2.394,-1.472,-2.66,-1.977,0.725,0.219,-0.176,0.168,-1.026,0.266,2.454,1.362,0.146,-2.568,-1.192,0.622,0.291,0.368
0.679,1.0,-3.076,-3.543,-2.629,-3.888,-2.313,0.709,0.322,-0.194,0.168,-0.889,0.12,2.793,2.145,0.165,-3.415,-1.791,0.348,0.355,0.794
0.807,1.0,-2.509,-3.52,-2.475,-3.897,-2.321,0.959,0.453,0.023,0.461,-0.608,0.11,2.726,2.22,0.106,-3.718,-1.381,0.504,0.456,0.652
0.798,1.0,-2.384,-2.959,-2.279,-3.235,-2.164,0.728,0.031,-0.339,-0.003,-0.767,0.263,2.383,1.901,0.081,-2.938,-1.499,0.229,0.578,0.761
0.737,1.0,-2.868,-3.052,-2.487,-3.654,-2.567,1.04,0.29,-0.224,0.056,-1.1,0.117,2.488,2.143,0.358,-3.303,-1.76,0.382,0.383,0.792
0.719,1.0,-2.978,-3.327,-2.578,-3.775,-2.253,0.844,0.122,-0.132,0.278,-0.992,0.087,2.663,2.149,0.168,-3.555,-2.106,0.293,0.415,1.224
0.64,1.0,-1.876,-2.587,-1.75,-2.62,-2.371,1.108,0.231,-0.183,0.155,-1.376,-0.073,2.066,1.596,0.236,-2.456,-1.548,0.781,0.323,0.623
0.686,1.0,-2.414,-2.823,-2.195,-2.995,-2.093,0.789,0.404,0.097,0.224,-1.015,0.136,2.573,1.64,0.302,-2.742,-1.465,0.295,0.109,0.343
0.616,1.0,-2.514,-2.823,-2.32,-3.125,-2.105,0.811,0.469,-0.443,0.301,-1.21,0.019,2.502,1.61,0.157,-2.648,-2.231,0.332,0.675,1.215
0.814,1.0,-2.076,-2.867,-1.798,-3.182,-2.382,1.068,0.316,-0.484,0.172,-1.165,0.13,2.411,1.817,0.286,-3.023,-1.533,0.734,0.484,0.659
0.958,1.0,-1.912,-2.483,-1.946,-2.834,-1.95,0.781,0.349,-0.155,0.073,-0.929,-0.004,2.207,1.481,0.138,-2.694,-1.15,0.568,0.145,0.042
0.756,1.0,-2.557,-3.571,-2.605,-3.933,-2.293,0.821,0.384,0.044,0.018,-0.615,-0.03,2.629,2.129,0.227,-3.477,-1.109,0.133,0.072,0.234
0.697,1.0,-2.624,-3.185,-2.268,-3.551,-2.053,0.785,0.385,-0.375,0.396,-0.983,0.305,2.738,1.989,0.248,-3.088,-1.833,0.447,0.458,0.815
0.565,1.0,-2.198,-3.11,-1.998,-3.157,-2.233,0.826,0.299,-0.107,-0.02,-0.991,0.133,2.487,1.533,0.046,-2.708,-1.405,0.362,0.108,0.402
0.596,1.0,-2.057,-3.131,-1.919,-3.581,-2.097,0.623,0.101,0.138,0.011,-0.6,0.212,2.753,1.937,0.239,-3.081,-0.912,0.464,0.089,-0.232
0.941,1.0,-2.598,-3.215,-2.342,-3.759,-2.272,0.911,0.276,-0.072,-0.035,-1.165,0.077,2.61,2.056,0.062,-3.593,-1.534,0.212,0.257,0.538
0.91,1.0,-2.417,-3.327,-2.354,-3.765,-1.996,0.575,0.147,-0.019,0.048,-0.692,0.026,2.574,2.301,0.115,-3.266,-1.223,0.011,0.191,0.409
0.399,1.0,-2.522,-2.796,-1.922,-3.146,-2.01,0.789,0.197,-0.378,0.184,-1.123,0.057,2.648,1.663,0.37,-2.859,-1.941,0.562,0.438,0.955
0.81,1.0,-2.342,-2.865,-2.189,-3.342,-2.081,0.797,0.253,-0.152,0.038,-0.865,0.336,2.271,2.05,0.303,-2.903,-1.499,0.041,0.41,0.444
0.976,1.0,-2.249,-3.26,-2.368,-3.67,-2.16,0.774,0.239,0.13,-0.08,-1.029,-0.012,2.589,2.072,0.224,-3.427,-1.043,0.447,0.009,0.12
0.492,1.0,-1.417,-2.349,-1.212,-2.415,-2.228,0.882,0.22,-0.046,0.02,-1.052,-0.002,2.136,1.138,0.139,-2.118,-0.827,0.556,0.139,-0.004
