Unnamed: 0,x0,y,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
289,-0.147,1.0,7.225,-0.499,0.637,-3.5,-2.617,-0.484,-5.291,0.358,1.144,1.485,3.468,-2.131,-1.289,-0.005,-1.799,0.646,0.249,0.296,7.703
290,-0.281,1.0,6.401,-0.754,0.373,-5.006,-2.529,-0.657,-5.05,0.252,0.692,1.646,2.758,-1.896,-1.36,0.122,-1.602,0.365,0.096,-1.208,7.004
291,-0.101,1.0,7.249,-0.48,0.537,-4.523,-2.57,-0.401,-5.414,0.626,0.861,1.499,2.994,-2.126,-1.157,-0.198,-1.524,0.562,0.204,-0.957,7.42
292,-0.036,1.0,6.511,-0.733,0.606,-5.786,-2.129,-0.342,-5.076,0.721,0.844,1.634,1.955,-1.891,-1.251,-0.013,-1.073,0.451,0.509,-1.702,7.175
293,0.166,1.0,6.943,-0.791,0.544,-5.256,-2.215,-0.403,-5.167,0.83,0.991,1.727,2.629,-2.065,-1.35,-0.534,-1.181,0.336,0.231,-0.953,7.56
294,0.079,1.0,7.077,-0.537,0.58,-4.324,-2.59,-0.425,-5.487,0.396,0.891,1.754,3.034,-2.107,-1.377,-0.14,-1.551,0.416,0.1,-0.239,7.694
295,0.02,1.0,6.619,-0.85,0.546,-4.361,-2.477,-0.411,-5.149,0.569,0.807,1.878,1.695,-2.227,-1.423,0.073,-0.54,0.471,0.23,-0.534,7.121
296,0.075,1.0,6.759,-0.761,0.543,-3.289,-2.618,-0.361,-5.158,0.549,0.753,1.648,2.882,-1.872,-1.229,-0.096,-1.521,0.655,0.174,0.303,7.137
297,0.01,1.0,7.485,-0.59,0.534,-4.014,-2.64,-0.38,-5.436,0.132,0.975,1.438,2.073,-2.249,-1.309,-0.169,-1.189,0.742,0.077,-0.092,7.941
298,-0.098,1.0,6.806,-0.688,0.519,-5.316,-2.257,-0.36,-5.406,0.094,0.941,1.774,2.603,-2.003,-1.208,0.216,-1.487,0.595,0.141,-1.423,7.481
299,0.127,1.0,7.079,-0.724,0.529,-2.973,-2.674,-0.371,-5.046,1.084,1.009,1.704,3.589,-2.098,-1.227,-0.406,-1.705,0.527,0.392,0.539,7.198
300,0.035,1.0,6.966,-0.4,0.63,-4.64,-2.761,-0.386,-5.27,0.185,0.956,1.309,2.764,-2.118,-1.309,-0.047,-1.779,0.604,0.087,-0.668,7.538
301,0.254,1.0,7.081,-0.727,0.518,-4.189,-2.423,-0.495,-5.234,0.971,0.817,1.586,3.231,-2.025,-1.406,-0.326,-1.63,0.51,0.329,0.136,7.7
302,0.056,1.0,7.404,-0.73,0.605,-5.196,-2.577,-0.526,-5.302,0.705,1.167,1.71,3.185,-2.236,-1.194,-0.361,-1.557,0.712,0.321,-0.772,7.934
303,-0.149,1.0,6.698,-0.436,0.681,-4.049,-2.602,-0.452,-5.024,0.351,0.872,1.461,3.442,-2.078,-1.38,0.035,-1.627,0.39,0.228,-0.436,7.188
304,0.03,1.0,6.876,-0.98,0.718,-3.678,-2.463,-0.311,-5.259,0.403,0.938,1.817,2.771,-1.909,-1.235,-0.141,-1.524,0.366,0.29,0.085,7.619
305,0.086,1.0,7.42,-0.826,0.537,-3.329,-2.608,-0.592,-5.472,0.479,0.739,1.659,2.343,-1.986,-1.525,-0.314,-1.13,0.506,0.245,0.827,7.83
306,0.179,1.0,7.152,-0.8,0.669,-3.391,-2.616,-0.202,-5.43,0.118,0.864,1.608,1.784,-2.131,-1.359,0.034,-0.895,0.534,0.127,0.443,7.583
307,0.121,1.0,7.267,-0.705,0.501,-4.471,-2.494,-0.289,-5.441,0.631,1.069,1.612,3.481,-2.16,-1.248,-0.19,-1.845,0.506,0.28,-0.592,7.783
308,-0.04,1.0,7.054,-0.692,0.652,-5.328,-2.411,-0.47,-5.398,0.548,0.995,1.593,2.656,-2.017,-1.35,-0.099,-1.378,0.658,0.189,-1.05,7.782
309,0.113,1.0,7.211,-0.639,0.622,-4.935,-2.708,-0.758,-5.056,0.51,0.908,1.627,3.061,-2.3,-1.174,-0.242,-1.375,0.398,0.244,-0.624,7.324
310,-0.174,1.0,6.658,-0.643,0.352,-3.341,-2.423,-0.451,-5.408,-0.32,0.917,1.651,1.162,-1.865,-1.37,0.482,-0.38,0.342,0.032,0.303,7.504
311,0.071,1.0,7.274,-0.982,0.595,-3.885,-2.489,-0.57,-5.323,0.799,1.242,1.74,1.955,-1.859,-1.382,-0.343,-1.153,0.565,0.307,0.469,7.877
312,0.286,1.0,7.268,-0.78,0.623,-3.847,-2.545,-0.464,-5.426,0.807,0.79,1.689,2.222,-2.179,-1.134,-0.233,-0.933,0.292,0.422,0.051,7.568
313,-0.163,1.0,6.716,-0.765,0.71,-2.686,-2.665,-0.569,-5.222,0.257,0.921,1.648,2.022,-2.014,-1.146,0.07,-1.056,0.448,0.105,1.079,7.194
314,-0.095,1.0,6.722,-0.589,0.335,-4.858,-2.518,-0.742,-5.248,0.454,0.808,1.437,3.841,-2.005,-1.374,-0.169,-1.91,0.574,0.331,-0.772,7.542
315,0.063,1.0,7.151,-0.707,0.539,-3.402,-2.691,-0.39,-5.397,0.738,0.961,1.681,2.631,-2.011,-1.325,-0.031,-1.482,0.355,0.276,0.397,7.617
316,0.125,1.0,7.334,-0.779,0.392,-3.713,-2.717,-0.36,-5.52,0.227,1.127,1.927,2.005,-1.899,-1.308,-0.243,-1.307,0.482,0.06,0.297,7.671
317,0.126,1.0,7.723,-0.513,0.605,-3.766,-2.583,-0.544,-5.351,0.689,1.039,1.407,3.432,-2.109,-1.045,-0.24,-1.758,0.704,0.07,0.464,7.901
318,0.078,1.0,6.968,-0.533,0.54,-3.546,-2.485,-0.739,-5.506,-0.114,0.967,1.481,2.971,-2.072,-1.311,0.085,-1.731,0.453,-0.059,0.371,7.791
319,-0.03,1.0,7.017,-0.673,0.769,-3.179,-2.63,-0.457,-5.362,0.698,0.979,1.474,2.33,-2.029,-1.194,-0.15,-1.295,0.658,0.378,0.588,7.486
320,-0.067,1.0,7.119,-0.867,0.473,-3.36,-2.56,-0.603,-5.407,0.215,0.968,1.722,1.537,-2.124,-1.272,-0.032,-0.846,0.477,0.091,0.984,7.719
321,0.134,1.0,7.527,-0.973,0.512,-3.126,-2.755,-0.441,-5.319,0.44,0.828,1.779,2.647,-2.291,-1.273,-0.086,-1.287,0.58,0.138,0.883,7.611
322,-0.041,1.0,7.298,-0.547,0.598,-4.917,-2.564,-0.61,-5.376,0.738,1.252,1.419,3.539,-2.134,-1.327,-0.342,-1.759,0.588,0.142,-0.566,7.781
323,-0.126,1.0,7.61,-0.869,0.592,-3.404,-2.598,-0.4,-5.466,0.255,1.004,1.723,1.599,-2.0,-1.166,-0.101,-0.837,0.688,0.076,0.696,8.203
324,0.266,1.0,7.189,-0.819,0.751,-4.35,-2.522,-0.5,-5.228,0.724,1.117,1.535,2.115,-1.832,-1.376,-0.407,-1.252,0.491,0.317,-0.121,7.58
325,-0.313,1.0,7.047,-0.862,0.562,-4.586,-2.43,-0.322,-5.497,0.269,1.045,1.605,1.983,-2.027,-1.25,0.299,-0.981,0.693,0.128,-0.853,7.713
326,-0.058,1.0,6.831,-0.552,0.632,-4.485,-2.341,-0.615,-5.416,0.742,0.877,1.494,3.268,-1.929,-1.305,-0.077,-1.848,0.374,-0.004,-0.535,7.649
327,0.1,1.0,7.461,-0.715,0.299,-3.058,-2.676,-0.324,-5.446,0.624,1.091,1.861,3.161,-1.955,-1.281,-0.269,-1.685,0.593,0.429,0.562,7.515
328,0.209,1.0,7.758,-0.733,0.502,-3.46,-2.621,-0.456,-5.425,0.785,1.239,1.827,1.976,-2.239,-1.41,-0.421,-0.955,0.723,0.377,1.107,8.063
329,-0.187,1.0,6.824,-0.489,0.515,-4.038,-2.465,-0.426,-5.436,0.345,0.667,1.628,3.533,-2.238,-1.363,0.043,-1.637,0.515,0.065,-0.386,7.513
330,-0.037,1.0,7.248,-0.535,0.745,-4.817,-2.405,-0.576,-5.488,0.149,1.013,1.517,2.219,-2.067,-1.156,-0.167,-1.324,0.61,0.288,-0.505,7.733
331,-0.106,1.0,7.289,-0.719,0.554,-3.895,-2.833,-0.602,-5.455,0.266,0.966,1.616,3.261,-2.229,-1.055,-0.031,-1.523,0.631,0.309,0.261,7.679
332,0.149,1.0,7.382,-0.914,0.676,-2.659,-2.64,-0.325,-5.34,1.016,0.855,1.899,1.943,-2.288,-1.399,-0.413,-0.685,0.664,0.145,1.008,7.539
333,0.069,1.0,7.363,-0.646,0.417,-4.349,-2.697,-0.628,-5.434,0.352,0.933,1.658,3.268,-2.003,-1.313,0.02,-1.728,0.494,0.328,-0.262,7.875
334,0.246,1.0,7.091,-0.671,0.506,-4.854,-2.344,-0.559,-5.077,0.547,0.945,1.744,3.038,-1.929,-1.279,-0.344,-1.539,0.395,0.15,-0.619,7.499
335,0.157,1.0,7.183,-0.854,0.633,-3.222,-2.577,-0.38,-5.369,0.948,0.795,1.755,2.224,-2.138,-1.297,-0.372,-1.236,0.506,0.326,0.422,7.405
336,0.237,1.0,7.126,-0.992,0.602,-6.047,-2.436,-0.559,-5.299,0.715,0.974,1.809,1.447,-1.861,-1.28,-0.398,-0.763,0.542,0.011,-1.382,7.555
337,0.12,1.0,6.933,-0.672,0.587,-3.065,-2.669,-0.503,-5.324,0.692,0.967,1.948,2.471,-2.228,-1.348,-0.035,-1.284,0.591,0.073,0.704,7.442
338,-0.077,1.0,6.402,-0.632,0.373,-2.791,-2.504,-0.392,-5.26,-0.158,0.847,1.803,2.847,-1.795,-1.212,0.41,-1.74,0.671,0.221,0.541,7.288
339,0.035,1.0,7.548,-0.989,0.56,-3.805,-2.511,-0.634,-5.488,0.49,0.828,1.794,2.556,-1.905,-1.235,-0.372,-1.215,0.625,0.443,0.151,7.859
340,-0.011,1.0,6.949,-0.907,0.564,-4.075,-2.556,-0.497,-5.44,0.596,0.853,1.849,2.833,-2.113,-1.114,-0.175,-1.258,0.607,0.42,-0.276,7.437
341,0.039,1.0,7.154,-0.54,0.804,-4.366,-2.621,-0.414,-5.424,0.552,0.933,1.529,2.37,-2.053,-1.303,-0.032,-1.302,0.701,0.16,-0.35,7.728
342,0.238,1.0,7.247,-0.547,0.617,-3.725,-2.597,-0.325,-5.236,0.831,0.907,1.588,3.141,-1.795,-1.306,-0.502,-1.937,0.193,0.244,0.377,7.549
343,0.241,1.0,7.112,-0.913,0.41,-4.541,-2.545,-0.354,-5.189,0.813,0.964,1.989,2.353,-1.788,-1.304,-0.246,-1.223,0.407,0.384,-0.137,7.644
344,0.193,1.0,7.081,-0.796,0.469,-4.609,-2.448,-0.471,-5.32,0.756,0.944,1.762,2.675,-1.938,-1.354,-0.319,-1.501,0.425,-0.026,-0.293,7.735
345,0.076,1.0,6.979,-0.804,0.547,-4.021,-2.612,-0.591,-5.087,0.273,0.999,1.726,2.299,-1.922,-1.332,-0.136,-1.427,0.369,0.134,0.354,7.514
346,0.178,1.0,7.001,-0.788,0.557,-4.783,-2.452,-0.579,-5.173,1.113,0.542,1.564,2.297,-2.017,-1.337,-0.351,-0.978,0.451,0.341,-0.711,7.185
347,0.296,1.0,7.112,-0.893,0.529,-3.366,-2.432,-0.331,-5.365,0.719,0.874,1.803,2.298,-2.104,-0.984,-0.253,-1.166,0.329,0.234,0.588,7.375
348,-0.066,1.0,7.386,-0.739,0.673,-3.931,-2.985,-0.562,-5.541,-0.023,0.792,1.605,2.21,-1.966,-1.292,-0.179,-1.181,0.621,0.111,0.414,7.798
349,0.11,1.0,7.097,-0.761,0.588,-3.727,-2.602,-0.467,-5.133,0.095,0.898,1.715,1.92,-2.097,-1.234,-0.213,-1.21,0.545,0.024,0.195,7.227
350,0.344,1.0,6.932,-0.656,0.69,-3.651,-2.581,-0.698,-5.223,0.569,1.063,1.381,2.748,-2.12,-1.307,-0.345,-1.538,0.497,0.218,0.683,7.481
351,0.062,1.0,7.199,-0.67,0.66,-4.43,-2.565,-0.588,-5.289,0.145,1.242,1.446,2.552,-1.825,-1.41,-0.103,-1.494,0.537,0.281,-0.15,7.564
352,-0.003,1.0,7.451,-0.458,0.703,-2.726,-2.718,-0.599,-5.44,0.384,1.083,1.566,3.191,-2.047,-1.294,-0.118,-1.995,0.599,0.265,1.354,7.874
353,-0.049,1.0,6.726,-0.838,0.787,-3.124,-2.526,-0.342,-5.327,0.171,0.812,1.516,2.461,-1.959,-1.272,-0.01,-1.596,0.456,0.224,0.423,7.291
354,-0.02,1.0,6.611,-0.873,0.529,-3.893,-2.446,-0.533,-4.871,0.743,0.819,1.832,2.217,-1.794,-1.22,-0.192,-1.101,0.516,0.198,0.003,7.092
355,-0.197,1.0,6.906,-0.509,0.591,-3.983,-2.576,-0.326,-5.378,0.509,1.027,1.548,3.988,-2.044,-1.362,-0.092,-1.934,0.673,0.356,-0.628,7.538
356,-0.37,1.0,6.698,-0.801,0.454,-3.461,-2.589,-0.465,-5.251,-0.493,0.997,1.811,1.735,-1.79,-1.358,0.381,-1.212,0.692,0.145,0.066,7.459
357,-0.064,1.0,6.685,-0.582,0.573,-3.498,-2.713,-0.478,-5.157,0.246,1.02,1.677,3.217,-2.001,-1.471,0.287,-1.761,0.452,0.183,0.215,7.518
358,-0.371,1.0,6.265,-0.768,0.643,-3.564,-2.49,-0.767,-4.808,0.276,0.931,1.326,2.327,-1.852,-1.446,-0.001,-1.35,0.502,0.065,0.399,7.057
359,0.168,1.0,7.116,-0.574,0.611,-4.066,-2.503,-0.489,-5.14,0.769,0.944,1.615,3.017,-1.877,-1.321,-0.219,-1.741,0.787,0.241,0.152,7.567
360,-0.122,1.0,6.873,-0.692,0.859,-2.72,-2.616,-0.473,-5.475,-0.182,0.885,1.704,3.051,-2.132,-1.612,0.062,-1.739,0.419,0.002,0.961,7.782
361,-0.109,1.0,6.905,-0.623,0.658,-2.506,-2.472,-0.314,-5.448,0.515,1.055,1.846,3.125,-1.921,-1.367,0.052,-1.884,0.269,0.033,1.172,7.929
362,0.079,1.0,7.226,-0.866,0.556,-3.253,-2.744,-0.603,-5.308,0.386,1.06,1.692,2.319,-1.989,-1.419,-0.046,-1.355,0.607,0.312,0.402,7.617
363,0.103,1.0,7.345,-0.745,0.763,-3.284,-2.622,-0.573,-5.163,0.659,0.809,1.446,1.934,-1.724,-1.153,-0.29,-1.277,0.629,0.172,0.64,7.484
364,-0.138,1.0,7.713,-0.958,0.501,-4.512,-2.936,-0.598,-5.584,-0.09,1.014,1.885,2.233,-2.085,-1.113,0.173,-1.319,0.549,0.154,-0.389,7.877
365,0.045,1.0,6.907,-0.718,0.558,-4.484,-2.423,-0.532,-5.223,0.645,0.746,1.663,2.711,-2.221,-1.279,-0.048,-1.301,0.647,0.292,-0.765,7.207
366,-0.064,1.0,6.713,-0.367,0.614,-4.087,-2.721,-0.653,-5.346,0.448,0.86,1.448,3.828,-2.052,-1.382,0.088,-1.934,0.602,0.075,-0.227,7.424
367,0.025,1.0,7.117,-0.601,0.622,-4.477,-2.638,-0.608,-5.348,0.678,1.049,1.549,2.959,-2.027,-1.325,-0.155,-1.712,0.666,0.23,-0.527,7.693
368,0.221,1.0,7.652,-0.557,0.448,-4.191,-2.682,-0.505,-5.49,0.463,1.105,1.63,2.009,-1.963,-1.201,-0.191,-1.222,0.622,0.201,0.237,7.923
369,-0.178,1.0,7.016,-0.735,0.598,-4.456,-2.57,-0.449,-5.473,0.074,0.878,1.645,3.263,-1.846,-1.158,0.146,-2.122,0.583,0.164,-0.63,7.817
370,-0.102,1.0,7.084,-0.859,0.549,-2.877,-2.503,-0.363,-5.412,0.748,1.029,1.851,3.159,-2.063,-1.303,-0.151,-1.428,0.489,0.198,0.571,7.723
371,-0.006,1.0,7.49,-0.94,0.677,-3.036,-2.711,-0.541,-5.468,0.52,0.687,1.589,2.408,-1.943,-1.09,-0.075,-0.99,0.493,0.187,0.868,7.601
372,-0.081,1.0,6.857,-0.619,0.413,-3.303,-2.572,-0.459,-5.16,0.549,0.7,1.692,2.707,-2.032,-1.242,-0.071,-1.19,0.373,0.376,0.335,7.111
373,0.159,1.0,7.459,-0.653,0.524,-4.405,-2.613,-0.426,-5.401,0.623,0.981,1.543,2.763,-2.142,-1.223,-0.328,-1.411,0.594,0.339,-0.271,7.705
374,-0.252,1.0,7.016,-0.73,0.6,-4.075,-2.63,-0.684,-5.423,0.157,0.845,1.6,2.318,-1.973,-1.342,0.284,-1.298,0.609,0.222,-0.161,7.643
375,0.452,1.0,7.036,-1.258,0.412,-4.997,-2.435,-0.593,-5.107,1.269,0.862,2.048,1.893,-2.077,-1.137,-0.48,-0.858,0.627,0.359,-0.47,7.203
376,0.017,1.0,6.926,-0.733,0.548,-4.756,-2.421,-0.353,-5.367,0.128,0.99,1.449,2.326,-2.058,-1.215,-0.066,-1.39,0.684,0.174,-1.152,7.553
377,-0.003,1.0,6.677,-0.613,0.775,-4.299,-2.609,-0.668,-5.046,0.407,1.029,1.528,2.25,-1.665,-1.307,-0.106,-1.499,0.485,0.297,-0.18,7.27
378,-0.237,1.0,7.072,-0.789,0.519,-4.307,-2.743,-0.518,-5.486,-0.007,0.916,1.73,2.538,-1.918,-1.324,0.212,-1.728,0.641,0.227,-0.335,7.957
379,-0.043,1.0,6.825,-0.588,0.427,-3.39,-2.411,-0.459,-5.299,0.018,1.182,1.482,1.764,-1.875,-1.33,0.147,-1.22,0.578,0.041,0.538,7.528
380,0.205,1.0,7.495,-0.6,0.567,-3.291,-2.786,-0.559,-5.374,0.984,1.122,1.55,2.939,-1.9,-1.041,-0.706,-1.716,0.639,0.469,0.641,7.542
381,0.268,1.0,7.403,-0.751,0.534,-4.012,-2.676,-0.646,-5.415,0.592,1.105,1.483,2.842,-1.962,-1.128,-0.472,-1.574,0.714,0.227,0.656,7.831
382,0.052,1.0,7.423,-0.749,0.864,-3.51,-2.494,-0.687,-5.386,0.909,0.967,1.512,2.089,-2.02,-1.383,-0.33,-1.031,0.637,0.236,0.535,7.63
383,0.069,1.0,6.838,-0.84,0.523,-4.174,-2.496,-0.587,-5.304,0.686,0.713,1.878,2.78,-2.059,-1.321,-0.306,-1.23,0.565,0.343,-0.117,7.361
384,-0.175,1.0,6.294,-0.343,0.701,-2.732,-2.393,-0.377,-4.867,0.306,0.894,1.435,3.67,-2.037,-1.384,0.039,-1.903,0.627,0.189,0.678,7.075
385,-0.056,1.0,7.015,-0.647,0.817,-3.76,-2.558,-0.471,-5.345,0.245,0.876,1.657,2.915,-2.244,-1.299,0.081,-1.548,0.476,0.322,0.154,7.653
386,0.104,1.0,7.203,-0.6,0.475,-3.289,-2.588,-0.512,-5.493,0.208,0.917,1.624,2.175,-2.007,-1.392,-0.177,-1.322,0.578,0.234,0.734,7.842
387,-0.069,1.0,6.673,-0.679,0.619,-4.209,-2.486,-0.447,-5.275,0.401,0.981,1.572,2.726,-1.837,-1.311,-0.081,-1.377,0.612,0.248,-0.57,7.298
388,-0.126,1.0,6.78,-0.523,0.375,-2.928,-2.578,-0.446,-5.405,0.468,1.178,1.697,3.358,-2.019,-1.283,-0.17,-2.158,0.667,0.055,0.355,7.272
389,-0.015,1.0,7.382,-1.06,0.535,-3.261,-2.757,-0.46,-5.469,0.158,0.82,1.874,1.768,-1.949,-1.215,-0.028,-1.13,0.539,0.194,0.826,7.848
390,-0.153,1.0,7.442,-0.339,0.252,-3.36,-2.679,-0.698,-5.249,0.774,0.941,1.614,3.173,-2.251,-1.307,-0.22,-1.409,0.609,0.336,0.504,7.771
391,-0.103,1.0,6.869,-0.912,0.476,-3.524,-2.634,-0.588,-5.207,0.339,0.785,1.705,2.576,-2.201,-1.463,-0.053,-1.305,0.761,0.083,0.25,7.489
392,-0.052,1.0,6.8,-0.628,0.57,-5.298,-2.379,-0.534,-5.092,0.504,0.77,1.705,2.77,-2.095,-1.158,-0.26,-1.336,0.591,0.249,-1.187,7.311
393,-0.083,1.0,7.312,-1.016,0.591,-4.396,-2.539,-0.395,-5.238,0.733,1.015,1.953,2.833,-2.104,-1.304,-0.352,-1.471,0.679,0.217,-0.469,7.656
394,0.166,1.0,6.96,-0.838,0.568,-4.132,-2.416,-0.221,-5.054,0.739,0.831,1.71,1.579,-1.995,-1.362,-0.492,-0.752,0.346,0.165,-0.033,7.344
395,-0.076,1.0,6.879,-0.79,0.617,-4.852,-2.503,-0.534,-5.383,0.101,0.705,1.759,2.316,-2.093,-1.215,0.062,-1.286,0.541,0.31,-0.968,7.419
396,-0.079,1.0,7.176,-0.593,0.692,-3.785,-2.675,-0.498,-5.346,0.42,0.811,1.729,3.186,-2.143,-1.228,-0.009,-1.791,0.425,0.187,-0.039,7.874
397,0.324,1.0,7.47,-0.869,0.453,-4.539,-2.601,-0.578,-5.307,0.622,0.972,2.0,1.44,-2.279,-1.463,-0.175,-0.353,0.35,0.039,0.283,7.818
398,0.205,1.0,7.464,-0.746,0.637,-4.18,-2.558,-0.462,-5.441,0.764,1.214,1.659,2.328,-2.143,-1.356,-0.329,-1.332,0.517,0.349,0.129,7.797
399,0.145,1.0,7.567,-0.848,0.544,-3.89,-2.613,-0.448,-5.351,0.799,0.784,1.709,2.168,-1.987,-1.101,-0.393,-0.939,0.435,0.277,0.11,7.451
400,-0.032,1.0,6.823,-0.658,0.602,-3.37,-2.497,-0.528,-5.197,0.671,1.038,1.435,2.743,-1.765,-1.452,-0.101,-1.648,0.452,0.229,0.559,7.597
401,-0.077,1.0,7.208,-0.694,0.516,-4.305,-2.669,-0.612,-5.42,0.766,0.799,1.742,3.634,-2.112,-1.102,-0.233,-1.79,0.515,0.343,-0.221,7.523
402,-0.041,1.0,6.865,-0.746,0.557,-2.849,-2.629,-0.534,-5.183,0.37,0.838,1.379,2.871,-2.17,-1.095,-0.006,-1.588,0.301,0.136,0.692,7.196
403,-0.271,1.0,6.619,-0.627,0.583,-2.508,-2.542,-0.364,-5.393,-0.582,0.78,1.573,2.451,-1.848,-1.515,0.334,-1.614,0.528,-0.061,0.691,7.537
404,-0.011,1.0,7.2,-0.592,0.299,-4.753,-2.393,-0.623,-5.357,0.777,0.902,1.685,3.422,-1.914,-1.495,-0.063,-2.026,0.454,0.209,-0.621,7.789
405,0.132,1.0,7.173,-0.585,0.539,-4.01,-2.648,-0.476,-5.392,0.5,0.97,1.392,3.012,-2.145,-1.197,-0.26,-1.694,0.627,0.242,-0.12,7.603
406,0.132,1.0,7.398,-0.633,0.453,-3.815,-2.575,-0.464,-5.391,0.938,1.142,1.609,2.077,-1.897,-1.274,-0.393,-1.316,0.441,0.288,0.277,7.811
407,0.016,1.0,7.163,-0.886,0.633,-2.605,-2.517,-0.514,-5.267,0.61,0.929,1.705,2.929,-2.007,-1.411,-0.105,-1.445,0.718,0.398,1.441,7.715
408,0.123,1.0,7.363,-0.999,0.651,-3.692,-2.732,-0.55,-5.322,0.502,0.899,1.68,1.583,-2.109,-1.253,-0.199,-0.655,0.711,0.306,0.517,7.573
409,0.323,1.0,7.206,-0.872,0.574,-4.564,-2.579,-0.538,-5.154,1.376,0.71,1.857,1.551,-2.066,-1.227,-0.607,-0.54,0.633,0.355,-0.022,7.408
410,0.183,1.0,7.112,-0.699,0.736,-4.352,-2.684,-0.496,-5.112,0.705,0.917,1.489,2.029,-1.852,-1.244,-0.349,-1.089,0.736,0.472,-0.307,7.188
411,-0.188,1.0,6.699,-0.657,0.752,-4.272,-2.423,-0.331,-5.184,0.22,0.921,1.485,2.852,-1.96,-1.335,0.104,-1.574,0.458,0.211,-0.571,7.623
412,-0.215,1.0,7.242,-0.615,0.762,-3.425,-2.69,-0.625,-5.531,0.145,1.071,1.517,2.702,-2.241,-1.227,-0.014,-1.34,0.474,0.193,0.31,7.751
413,0.187,1.0,6.599,-0.815,0.352,-5.722,-2.002,-0.392,-5.015,0.654,0.77,1.843,1.647,-2.091,-1.289,-0.149,-0.774,0.402,0.283,-1.185,7.333
414,-0.046,1.0,6.644,-0.792,0.713,-3.61,-2.493,-0.643,-5.057,0.46,0.848,1.669,2.848,-2.109,-1.32,-0.227,-1.262,0.742,0.161,0.128,7.223
415,0.028,1.0,7.532,-0.589,0.534,-4.461,-2.58,-0.647,-5.506,0.379,0.931,1.312,2.727,-2.113,-1.027,-0.432,-1.415,0.533,0.119,-0.295,7.969
416,-0.023,1.0,7.334,-0.665,0.67,-3.596,-2.654,-0.32,-5.501,0.169,0.822,1.646,2.854,-2.104,-1.185,-0.004,-1.597,0.523,0.051,0.06,7.725
417,-0.037,1.0,6.942,-0.852,0.335,-4.441,-2.359,-0.405,-5.435,0.596,1.008,1.766,2.272,-2.134,-1.257,-0.123,-1.292,0.632,0.192,-0.754,7.47
418,0.361,1.0,6.731,-0.866,0.601,-4.13,-2.398,-0.525,-5.24,1.029,0.754,1.668,2.792,-1.732,-1.072,-0.399,-1.545,0.438,0.214,-0.121,7.101
419,0.164,1.0,6.977,-0.888,0.752,-3.098,-2.364,-0.728,-5.17,0.644,0.785,1.743,2.988,-2.259,-1.25,-0.043,-1.449,0.501,0.382,0.865,7.341
420,0.451,1.0,7.06,-0.877,0.415,-4.241,-2.376,-0.245,-5.384,0.984,0.703,1.936,1.787,-2.075,-1.141,-0.595,-0.9,0.532,0.125,-0.233,7.389
421,-0.072,1.0,6.712,-0.666,0.373,-2.473,-2.625,-0.437,-5.308,-0.166,0.866,1.783,2.233,-2.206,-1.241,0.121,-1.092,0.575,-0.02,0.968,7.319
422,0.132,1.0,7.263,-0.727,0.5,-3.506,-2.427,-0.504,-5.396,0.789,0.777,1.62,2.014,-2.144,-1.273,-0.446,-0.824,0.489,0.212,0.531,7.61
423,-0.06,1.0,7.096,-0.735,0.622,-3.083,-2.511,-0.733,-5.133,0.362,0.729,1.565,2.889,-1.998,-1.23,-0.095,-1.534,0.553,0.048,1.162,7.666
424,-0.019,1.0,6.879,-0.888,0.839,-4.003,-2.588,-0.661,-5.292,0.682,0.87,1.36,2.759,-1.901,-1.405,-0.149,-1.435,0.513,0.333,-0.153,7.432
425,0.235,1.0,7.658,-0.6,0.5,-3.641,-2.682,-0.463,-5.456,0.466,0.802,1.519,3.025,-2.234,-1.305,-0.383,-1.444,0.493,0.115,0.487,7.908
426,0.192,1.0,7.244,-0.98,0.701,-3.468,-2.444,-0.536,-5.283,0.917,0.836,1.695,2.464,-2.195,-1.356,-0.414,-1.19,0.513,0.03,0.608,7.562
427,0.172,1.0,7.463,-0.848,0.675,-3.403,-2.688,-0.262,-5.359,0.902,0.944,1.803,2.419,-2.006,-1.348,-0.262,-1.04,0.451,0.159,0.635,7.775
428,0.0,1.0,7.618,-0.625,0.477,-4.103,-2.679,-0.645,-5.384,0.272,0.797,1.661,2.333,-1.825,-1.073,-0.192,-1.253,0.508,0.083,-0.008,7.72
429,-0.188,1.0,6.982,-0.423,0.631,-4.096,-2.434,-0.589,-5.458,0.309,0.98,1.439,4.097,-1.996,-1.497,0.115,-2.072,0.685,0.123,-0.097,7.928
430,0.035,1.0,6.623,-0.685,0.427,-3.447,-2.51,-0.567,-4.785,0.624,0.804,1.859,2.318,-1.876,-1.337,-0.208,-1.081,0.583,0.53,0.233,6.871
431,0.109,1.0,7.275,-0.625,0.592,-2.997,-2.678,-0.466,-5.353,0.632,0.881,1.637,3.111,-2.203,-1.373,-0.165,-1.528,0.669,0.145,0.697,7.64
432,0.12,1.0,7.271,-0.767,0.468,-3.99,-2.691,-0.629,-5.425,0.579,0.79,1.534,1.623,-2.106,-1.438,-0.154,-0.708,0.526,0.427,0.343,7.812
433,0.13,1.0,7.136,-0.859,0.509,-3.303,-2.585,-0.552,-5.141,0.632,1.021,1.749,2.741,-2.06,-1.416,-0.227,-1.402,0.421,0.283,0.726,7.628
