x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0.864,0.64,0.631,0.697,0.664,0.298,0.296,-0.883,-0.438,0.037,0.459,0.869,-0.437,0.621,-1.331,-1.247,-1.182,0.704,-0.606,-0.623,1.0
0.535,0.54,-0.384,0.634,-0.341,0.256,0.31,-0.794,0.074,0.061,-0.233,0.958,-0.301,-0.183,-1.066,-0.379,-0.604,0.818,-0.399,-0.407,1.0
-0.184,0.051,-0.148,0.532,-0.685,0.526,0.107,-0.573,0.087,0.037,-0.218,0.937,-0.174,-0.494,-0.988,0.043,-0.646,0.114,-0.007,-0.295,1.0
0.219,0.272,-0.4,0.78,-0.433,0.447,0.297,-0.652,0.182,0.091,-0.332,0.718,0.017,-0.408,-1.192,-0.212,-0.577,0.536,-0.535,-0.538,1.0
0.218,0.221,0.199,0.521,-0.452,0.495,0.088,-0.527,0.147,0.139,0.051,0.912,0.016,-0.239,-1.016,-0.552,-0.525,0.64,-0.256,-0.382,1.0
-0.161,0.063,0.356,0.481,-0.6,0.689,-0.05,-0.182,-0.066,0.05,0.098,1.08,-0.185,-0.216,-1.102,-0.083,-0.621,-0.017,-0.393,-0.353,1.0
0.097,0.061,0.247,0.468,-0.119,0.612,0.009,-0.41,-0.122,-0.236,0.251,1.273,-0.021,-0.122,-0.984,-0.604,-0.847,0.247,-0.173,-0.438,1.0
-0.045,0.325,0.301,0.378,-0.257,0.578,0.105,-0.318,0.172,0.158,0.09,0.882,-0.215,-0.232,-1.064,-0.31,-0.516,0.289,-0.238,-0.326,1.0
0.714,0.363,-0.113,1.112,-0.244,0.257,0.315,-1.081,0.002,-0.083,-0.202,0.675,-0.232,-0.307,-1.395,-0.372,-0.901,1.051,-0.908,-0.677,1.0
0.36,0.313,0.194,0.623,-0.196,0.341,0.115,-0.863,-0.143,0.196,-0.012,1.037,-0.012,-0.031,-1.245,-0.336,-0.683,0.342,-0.394,-0.499,1.0
0.452,0.358,-0.09,0.655,-0.436,0.529,0.433,-1.156,0.197,0.192,-0.238,1.0,-0.091,-0.238,-1.283,-0.044,-0.67,0.668,-0.297,-0.479,1.0
0.67,0.268,0.164,0.677,0.148,0.405,0.145,-0.912,-0.107,0.151,0.152,1.024,-0.026,0.164,-1.237,-0.478,-0.858,0.583,-0.653,-0.602,1.0
0.852,0.695,0.159,0.787,-0.155,0.342,0.31,-0.909,0.04,0.205,0.072,0.774,-0.315,-0.064,-1.409,-0.813,-0.705,0.98,-0.497,-0.589,1.0
0.633,0.285,0.609,0.544,0.435,0.563,0.188,-1.021,-0.256,0.082,0.401,0.9,-0.082,0.6,-1.725,-0.759,-1.067,0.312,-0.793,-0.784,1.0
0.488,0.27,0.083,0.872,-0.105,0.406,0.23,-0.843,-0.358,-0.118,-0.055,0.888,-0.094,-0.041,-1.231,-0.764,-0.906,0.679,-0.523,-0.583,1.0
0.523,0.352,0.007,0.778,-0.272,0.248,0.487,-0.678,0.038,0.182,0.018,0.577,-0.309,-0.081,-1.086,-0.865,-0.836,0.771,-0.529,-0.665,1.0
-0.095,0.168,0.496,0.281,-0.574,0.477,0.023,-0.521,0.202,0.054,0.068,1.257,-0.152,-0.196,-0.982,-0.215,-0.656,0.177,-0.191,-0.194,1.0
0.637,0.382,0.077,0.7,-0.383,0.363,0.228,-0.654,0.026,0.108,-0.047,0.985,-0.227,-0.207,-1.066,-0.822,-0.575,0.669,-0.48,-0.574,1.0
0.603,0.187,0.258,0.339,0.123,0.488,0.209,-0.788,-0.464,0.155,0.141,1.071,-0.135,0.183,-1.024,-0.531,-0.499,0.424,-0.135,-0.245,1.0
0.101,0.234,0.033,0.483,-0.527,0.612,0.262,-0.687,0.096,0.087,-0.132,1.203,-0.073,-0.341,-1.115,-0.008,-0.645,0.31,-0.288,-0.357,1.0
-0.115,-0.101,-0.346,0.531,-0.52,0.831,0.254,-0.112,-0.116,-0.119,-0.217,0.654,0.075,-0.204,-0.619,-0.117,-0.577,-0.171,-0.09,-0.22,1.0
0.27,0.269,0.087,0.457,-0.303,0.567,0.119,-0.755,0.016,0.095,0.058,1.089,-0.119,-0.201,-1.288,-0.014,-0.611,0.362,-0.457,-0.598,1.0
0.632,0.367,-0.059,0.598,-0.353,0.201,0.303,-0.864,0.104,-0.025,-0.187,0.787,-0.211,-0.27,-1.066,-0.613,-0.705,0.925,-0.295,-0.414,1.0
0.734,0.421,0.387,0.856,0.001,0.343,0.455,-0.819,-0.202,0.096,0.127,0.739,-0.26,0.114,-1.47,-0.658,-0.988,0.861,-0.613,-0.698,1.0
0.552,0.372,-0.116,0.701,-0.341,0.297,0.392,-0.895,-0.081,-0.023,-0.189,0.795,-0.239,-0.211,-0.834,-0.574,-0.641,0.857,-0.213,-0.309,1.0
0.251,0.426,0.071,0.627,-0.725,0.6,0.342,-0.205,0.298,0.032,-0.096,0.621,-0.4,-0.457,-0.828,-0.416,-0.526,0.699,-0.152,-0.48,1.0
0.306,0.314,0.603,0.421,0.172,0.566,0.157,-0.724,-0.289,0.102,0.385,0.959,-0.004,0.174,-1.312,-0.707,-0.673,0.425,-0.727,-0.567,1.0
0.174,0.39,-0.324,0.756,-0.414,0.531,0.187,-0.824,0.394,-0.024,-0.316,1.066,-0.148,-0.421,-0.986,-0.15,-0.672,0.64,-0.449,-0.552,1.0
-0.021,0.347,0.082,0.577,-0.418,0.66,0.236,-0.61,-0.135,0.129,-0.214,0.744,-0.248,-0.111,-0.802,-0.178,-0.658,0.145,-0.184,-0.262,1.0
0.772,0.704,0.158,0.499,0.196,0.408,0.284,-1.247,-0.284,0.359,0.06,0.761,-0.5,0.225,-1.414,-0.768,-0.674,0.961,-0.654,-0.5,1.0
-0.045,0.235,0.072,0.709,-0.394,0.637,0.131,-0.274,-0.289,0.014,0.209,1.154,-0.261,-0.052,-1.193,-0.509,-0.915,0.174,-0.353,-0.474,1.0
0.163,0.333,0.432,0.586,0.086,0.54,0.309,-0.609,-0.496,0.056,0.299,0.653,-0.263,0.231,-1.193,-0.755,-0.692,0.422,-0.351,-0.39,1.0
0.967,0.456,-0.291,0.84,-0.207,0.28,0.558,-1.145,0.108,0.074,-0.261,0.802,-0.241,-0.049,-1.057,-0.762,-0.724,1.056,-0.572,-0.519,1.0
0.529,0.479,0.123,0.722,-0.463,0.375,0.234,-0.653,0.101,0.027,-0.009,0.954,-0.143,-0.367,-1.135,-0.569,-0.516,0.814,-0.455,-0.645,1.0
1.005,0.461,0.283,0.608,0.514,0.204,0.542,-1.173,-0.517,0.186,0.185,0.559,-0.161,0.476,-1.189,-0.991,-0.806,0.816,-0.259,-0.414,1.0
0.161,0.288,-0.092,0.75,-0.042,0.299,0.262,-1.053,0.087,0.125,-0.086,0.802,-0.155,-0.073,-1.256,-0.229,-0.711,0.366,-0.558,-0.594,1.0
-0.048,0.096,0.436,0.765,0.093,0.753,0.046,-0.759,-0.374,-0.159,0.211,0.976,-0.171,0.188,-1.496,-0.464,-1.031,-0.003,-0.646,-0.829,1.0
0.682,0.478,0.458,0.565,0.221,0.372,0.276,-1.077,-0.379,0.062,0.113,0.844,-0.315,0.244,-1.344,-0.739,-0.675,0.733,-0.423,-0.625,1.0
0.17,0.276,0.315,0.357,-0.092,0.529,0.208,-0.447,-0.167,0.064,0.188,1.108,-0.343,-0.005,-1.078,-0.44,-0.703,0.325,-0.466,-0.326,1.0
0.188,0.258,0.102,0.597,-0.296,0.694,0.035,-0.84,-0.036,-0.094,0.119,1.255,-0.478,-0.318,-1.057,-0.586,-0.735,0.66,-0.458,-0.616,1.0
0.402,0.374,-0.215,0.746,-0.344,0.33,0.486,-0.829,0.328,0.132,-0.126,0.572,-0.335,-0.103,-1.229,-0.472,-0.722,0.771,-0.451,-0.549,1.0
0.193,0.462,-0.261,0.484,-0.582,0.563,0.171,-0.873,0.296,0.045,-0.317,1.066,-0.319,-0.529,-1.051,0.183,-0.599,0.516,-0.287,-0.367,1.0
0.375,0.425,0.075,0.538,-0.55,0.517,0.186,-0.35,0.105,0.206,0.008,1.055,-0.246,-0.19,-0.919,-0.228,-0.669,0.426,0.123,-0.192,1.0
0.121,0.25,-0.425,0.738,-0.467,0.42,0.465,-1.026,0.264,0.391,-0.411,0.745,-0.023,-0.276,-1.285,0.374,-0.519,0.449,-0.626,-0.387,1.0
0.595,0.428,0.134,0.326,-0.039,0.521,0.14,-0.666,-0.053,0.184,0.017,0.748,-0.426,0.049,-1.075,-0.448,-0.566,0.399,-0.331,-0.34,1.0
-0.264,0.09,0.216,0.506,-0.29,0.476,-0.047,-0.133,0.096,0.036,0.098,0.832,-0.033,-0.285,-0.69,-0.063,-0.648,0.039,0.113,0.103,1.0
0.879,0.652,-0.226,0.867,-0.323,0.311,0.316,-0.947,0.198,0.236,-0.291,0.702,-0.327,-0.238,-1.159,-0.557,-0.526,0.947,-0.446,-0.655,1.0
-0.335,0.066,-0.142,0.488,-0.716,0.839,0.05,-0.208,0.061,0.114,-0.105,1.008,-0.004,-0.321,-0.982,0.157,-0.487,-0.07,-0.27,-0.288,1.0
-0.384,0.171,-0.212,0.458,-0.43,0.891,0.182,-0.535,0.328,0.048,-0.273,0.945,-0.094,-0.333,-0.903,0.183,-0.616,-0.137,-0.196,-0.398,1.0
0.019,0.339,-0.123,0.833,-0.194,0.453,0.35,-1.065,0.3,0.068,-0.265,0.859,-0.27,-0.226,-1.102,-0.241,-0.803,0.536,-0.318,-0.601,1.0
0.093,0.163,0.208,0.599,-0.33,0.538,0.096,-0.456,0.113,0.157,0.006,0.915,-0.106,-0.341,-1.148,-0.471,-0.549,0.469,-0.497,-0.52,1.0
-0.028,0.333,-0.099,0.564,-0.036,0.515,0.238,-1.128,0.104,0.301,-0.194,0.867,-0.082,-0.063,-0.994,-0.375,-0.479,0.401,-0.466,-0.506,1.0
0.532,0.411,-0.04,0.745,-0.404,0.207,0.28,-0.602,0.439,0.067,-0.114,0.781,-0.218,-0.371,-0.986,-0.583,-0.528,0.824,-0.205,-0.421,1.0
0.252,0.35,-0.002,0.561,-0.501,0.64,0.269,-0.246,-0.176,0.018,-0.082,0.954,-0.284,-0.129,-0.811,-0.746,-0.586,0.575,-0.23,-0.275,1.0
0.28,0.105,-0.165,0.625,-0.234,0.214,0.273,-0.71,-0.057,-0.113,-0.247,1.033,-0.025,-0.314,-0.887,-0.45,-0.631,0.513,-0.016,-0.288,1.0
0.498,0.212,0.165,0.542,-0.098,0.852,0.096,-0.613,-0.544,0.119,0.181,0.968,-0.063,0.115,-1.486,-0.433,-0.768,0.342,-0.621,-0.633,1.0
1.051,0.602,0.364,0.721,0.562,0.089,0.348,-1.094,-0.365,0.098,0.262,0.802,-0.387,0.345,-1.116,-1.308,-0.851,0.995,-0.481,-0.527,1.0
0.657,0.524,0.133,0.615,0.34,0.073,0.447,-1.058,-0.323,0.046,0.181,0.801,-0.319,0.317,-1.27,-0.701,-0.9,0.878,-0.356,-0.411,1.0
0.333,0.225,0.537,0.77,-0.131,0.527,0.157,-0.675,-0.106,0.127,0.26,0.996,-0.115,0.129,-1.444,-0.453,-0.881,0.355,-0.355,-0.686,1.0
-0.261,-0.136,0.749,0.454,0.186,0.887,-0.034,-0.14,-0.331,0.045,0.564,1.07,0.155,0.315,-1.104,-0.196,-0.884,-0.356,-0.115,-0.26,1.0
0.399,0.208,0.179,0.529,-0.201,0.327,0.172,-0.964,-0.218,0.036,-0.041,1.123,-0.118,-0.185,-1.185,-0.466,-0.602,0.611,-0.338,-0.404,1.0
0.733,0.495,-0.079,0.548,0.183,0.027,0.371,-1.123,0.063,0.057,0.118,0.738,-0.232,-0.082,-1.192,-0.859,-0.569,1.106,-0.46,-0.432,1.0
1.047,0.612,-0.24,0.891,0.033,0.496,0.465,-1.268,-0.053,0.24,-0.156,0.802,-0.365,0.156,-1.072,-0.976,-0.776,1.07,-0.607,-0.775,1.0
0.774,0.331,-0.019,0.75,-0.41,0.46,0.324,-0.998,-0.078,-0.063,-0.029,1.01,-0.102,-0.046,-1.495,-0.552,-0.939,0.842,-0.744,-0.623,1.0
0.276,0.222,0.328,0.529,-0.013,0.296,0.137,-0.722,-0.007,0.196,0.168,0.909,-0.193,-0.0,-1.19,-0.416,-0.726,0.255,-0.373,-0.381,1.0
-0.583,0.067,-0.357,0.346,-0.903,0.855,-0.045,0.124,0.04,0.053,-0.27,0.927,0.149,-0.471,-0.564,0.146,-0.506,-0.171,0.074,-0.039,1.0
0.197,0.342,0.387,0.496,-0.318,0.705,-0.024,-0.822,-0.14,0.006,0.175,1.279,-0.18,-0.164,-1.518,-0.046,-0.711,0.332,-0.58,-0.701,1.0
0.291,0.349,-0.127,0.677,-0.529,0.482,0.21,-0.765,0.072,0.144,-0.28,0.862,-0.065,-0.298,-1.025,-0.042,-0.739,0.493,-0.343,-0.431,1.0
0.338,0.115,-0.183,0.762,-0.419,0.375,0.263,-0.699,0.244,0.038,-0.288,0.816,0.047,-0.36,-0.954,-0.137,-0.55,0.612,-0.122,-0.228,1.0
0.69,0.27,-0.167,0.593,-0.284,0.597,0.388,-0.764,0.02,0.076,-0.105,0.722,-0.162,0.032,-1.196,-0.569,-0.558,0.811,-0.349,-0.512,1.0
0.775,0.516,0.012,0.864,-0.214,0.089,0.467,-1.145,0.283,0.241,-0.273,0.742,-0.584,-0.262,-1.055,-0.912,-0.527,1.104,-0.503,-0.528,1.0
0.857,0.529,0.055,0.758,0.168,0.283,-0.007,-1.231,-0.08,0.305,0.064,1.245,-0.25,0.18,-1.319,-0.678,-0.73,0.903,-0.591,-0.463,1.0
0.96,0.673,-0.361,0.814,-0.162,0.054,0.31,-1.217,0.136,0.26,-0.328,0.679,-0.248,-0.266,-1.166,-0.857,-0.62,1.397,-0.412,-0.453,1.0
0.521,0.306,-0.189,0.675,-0.225,0.608,0.19,-0.69,0.213,0.196,0.018,0.981,-0.389,-0.001,-1.165,-0.404,-0.595,0.511,-0.468,-0.567,1.0
0.534,0.611,-0.85,0.859,-0.539,0.298,0.672,-0.973,0.359,0.265,-0.706,0.256,-0.47,-0.443,-1.077,-0.36,-0.538,0.975,-0.402,-0.486,1.0
0.601,0.541,0.263,0.743,0.284,0.163,0.219,-0.945,-0.044,0.18,0.28,1.163,-0.293,0.259,-1.472,-0.876,-0.972,0.855,-0.515,-0.608,1.0
0.054,0.189,-0.247,0.493,-0.635,0.439,0.294,-0.47,0.176,-0.059,-0.124,0.745,-0.179,-0.449,-0.893,-0.292,-0.489,0.582,0.039,-0.312,1.0
0.214,0.377,0.357,0.422,-0.02,0.638,0.292,-0.525,-0.25,-0.006,0.329,0.659,0.046,0.178,-1.349,-0.593,-0.805,0.396,-0.361,-0.488,1.0
0.561,0.549,-0.108,0.77,-0.66,0.419,0.441,-0.261,0.155,0.085,-0.083,0.515,-0.438,-0.353,-1.046,-0.909,-0.475,1.009,-0.33,-0.559,1.0
0.445,0.42,-0.286,0.78,-0.401,0.427,0.13,-0.881,0.168,0.0,-0.301,1.063,-0.207,-0.518,-1.114,-0.318,-0.534,0.79,-0.382,-0.484,1.0
-0.023,0.067,-0.167,0.297,-0.491,0.619,0.158,-0.459,0.135,0.069,-0.144,0.868,0.043,-0.34,-1.066,-0.033,-0.524,0.194,-0.114,-0.282,1.0
-0.0,0.245,0.728,0.138,-0.108,0.67,0.105,-0.173,0.016,0.228,0.403,0.917,-0.307,0.028,-0.81,-0.383,-0.517,-0.04,-0.021,-0.1,1.0
-0.766,-0.034,-0.025,0.485,-0.539,0.881,0.089,-0.452,0.105,0.033,-0.075,1.012,0.137,-0.244,-0.963,0.112,-0.675,-0.229,-0.304,-0.264,1.0
0.877,0.516,-0.0,0.921,-0.333,-0.016,0.425,-0.447,0.267,0.075,-0.058,0.561,-0.467,-0.219,-0.777,-1.085,-0.59,1.249,-0.263,-0.52,1.0
0.235,0.37,0.335,0.549,-0.369,0.341,0.204,-0.478,0.178,0.008,0.126,0.977,-0.314,-0.302,-1.087,-0.665,-0.605,0.698,-0.544,-0.451,1.0
0.736,0.409,-0.264,0.877,-0.446,0.314,0.379,-0.702,0.003,0.017,-0.138,0.701,-0.161,-0.27,-1.329,-0.711,-0.471,0.879,-0.808,-0.846,1.0
0.207,0.397,-0.16,0.57,-0.519,0.418,0.193,-0.87,0.124,0.192,-0.346,0.741,-0.209,-0.43,-1.14,-0.026,-0.517,0.617,-0.584,-0.451,1.0
0.079,0.485,0.208,0.498,-0.532,0.699,0.23,-0.448,0.075,-0.164,0.065,1.047,-0.337,-0.202,-1.087,-0.415,-0.574,0.264,-0.17,-0.381,1.0
0.522,0.06,-0.025,0.596,0.111,0.432,0.029,-0.713,-0.3,0.065,0.031,1.108,0.154,0.11,-1.028,-0.665,-0.621,0.41,-0.314,-0.44,1.0
0.307,0.28,0.044,0.585,-0.14,0.384,0.376,-0.75,0.016,0.12,-0.093,0.829,-0.141,-0.045,-1.046,-0.644,-0.658,0.562,-0.438,-0.477,1.0
0.818,0.522,0.106,0.748,-0.089,0.296,0.203,-0.8,0.228,0.218,-0.069,0.738,-0.375,-0.094,-1.176,-0.484,-0.582,0.838,-0.563,-0.45,1.0
-0.354,0.233,-0.0,0.538,-0.589,0.726,-0.013,-0.486,-0.13,0.008,-0.079,1.043,-0.203,-0.368,-1.263,0.251,-0.761,-0.041,-0.497,-0.434,1.0
-0.137,0.15,0.436,0.499,-0.058,0.632,0.115,-0.46,-0.183,0.186,0.281,0.872,0.064,0.139,-1.309,-0.232,-0.868,0.01,-0.405,-0.443,1.0
0.146,0.268,0.28,0.171,-0.211,0.661,0.175,-0.37,-0.062,-0.006,0.292,0.938,-0.184,-0.079,-1.083,-0.636,-0.597,0.213,-0.253,-0.315,1.0
0.211,0.104,0.117,0.557,-0.266,0.372,0.075,-0.835,-0.147,-0.004,0.009,0.946,0.014,-0.27,-1.27,-0.285,-0.555,0.431,-0.387,-0.411,1.0
0.627,0.412,0.709,0.473,0.597,0.556,0.001,-0.66,-0.824,0.078,0.596,1.124,-0.306,0.752,-1.458,-1.072,-1.151,0.48,-0.404,-0.466,1.0
0.069,0.12,0.004,0.569,-0.253,0.456,0.23,-0.871,0.2,0.036,-0.144,0.859,0.015,-0.363,-1.351,0.093,-0.595,0.299,-0.432,-0.404,1.0
0.57,0.314,0.39,0.551,0.163,0.448,0.236,-0.534,-0.189,0.27,0.306,0.816,-0.2,0.268,-0.865,-1.276,-0.708,0.775,-0.201,-0.313,1.0
0.075,0.281,-0.056,0.554,-0.464,0.64,0.328,-0.832,0.04,-0.092,-0.064,0.853,-0.245,-0.392,-1.248,-0.292,-0.699,0.378,-0.413,-0.571,1.0
0.734,0.483,-0.079,0.811,-0.06,0.086,0.18,-1.02,0.209,0.169,-0.077,0.94,-0.396,-0.109,-1.345,-0.632,-0.75,0.965,-0.595,-0.514,1.0
-0.095,0.397,-0.265,0.547,-0.438,0.477,0.169,-0.836,0.006,0.183,-0.26,0.991,-0.201,-0.262,-0.978,-0.215,-0.534,0.348,-0.269,-0.387,1.0
0.354,0.392,-0.646,0.74,-0.403,0.485,0.455,-0.821,0.06,-0.042,-0.589,0.424,-0.292,-0.422,-0.826,-0.391,-0.508,0.789,-0.295,-0.402,1.0
0.564,0.373,-0.235,0.577,-0.225,0.014,0.529,-0.841,0.082,0.022,-0.241,0.493,-0.202,-0.447,-1.122,-0.515,-0.564,1.063,-0.649,-0.564,1.0
0.291,0.342,-0.036,0.591,-0.853,0.569,0.146,-0.314,0.01,-0.087,-0.179,0.944,-0.299,-0.546,-0.688,-0.466,-0.567,0.826,0.028,-0.219,1.0
0.14,0.375,-0.145,0.481,-0.574,0.508,0.233,-0.939,0.356,0.126,-0.298,1.001,-0.189,-0.449,-1.036,0.101,-0.509,0.326,-0.257,-0.436,1.0
0.564,0.332,0.099,0.78,0.27,0.476,0.197,-1.152,-0.34,0.012,0.09,0.868,-0.244,0.113,-1.564,-0.493,-0.812,0.542,-0.838,-0.827,1.0
0.431,0.31,0.066,0.824,0.11,0.544,0.154,-1.004,-0.228,-0.019,0.105,1.044,-0.125,0.105,-1.441,-0.722,-0.874,0.645,-0.542,-0.804,1.0
-0.538,0.029,0.273,0.323,-0.501,0.768,-0.058,-0.4,-0.214,-0.031,0.116,1.136,-0.04,-0.295,-1.057,0.096,-0.723,-0.123,-0.097,-0.271,1.0
-0.278,0.308,0.12,0.664,-0.628,0.718,0.072,-0.362,0.181,-0.251,-0.073,1.058,-0.21,-0.533,-0.843,-0.179,-0.641,0.202,-0.161,-0.498,1.0
0.328,0.405,0.324,0.601,-0.169,0.55,0.207,-0.597,-0.325,0.082,0.084,0.884,-0.204,0.153,-1.264,-0.396,-0.739,0.267,-0.681,-0.607,1.0
0.874,0.42,-0.148,0.616,-0.054,0.292,0.465,-1.279,0.148,0.159,-0.232,0.721,-0.274,-0.13,-1.233,-0.519,-0.608,1.022,-0.46,-0.592,1.0
-0.121,0.084,0.252,0.506,-0.185,0.476,0.214,-0.823,-0.297,-0.106,0.059,1.014,0.122,-0.068,-1.534,-0.188,-0.782,0.124,-0.519,-0.523,1.0
-0.004,0.124,-0.077,0.367,-0.501,0.85,0.258,-0.18,-0.027,-0.112,-0.047,0.665,-0.072,-0.277,-0.586,-0.258,-0.572,0.177,0.142,-0.118,1.0
0.19,0.029,0.44,0.455,0.019,0.484,0.376,-0.566,-0.154,0.221,0.248,0.958,0.163,0.162,-1.127,-0.414,-0.678,0.042,-0.457,-0.462,1.0
0.628,0.398,-0.135,0.599,-0.46,0.555,0.218,-0.879,0.027,-0.102,-0.229,0.95,0.035,-0.306,-1.584,-0.1,-0.495,0.713,-0.504,-0.57,1.0
-0.232,0.015,0.019,0.404,-0.367,0.728,0.162,-0.181,-0.113,-0.108,0.045,0.889,0.161,-0.211,-0.844,-0.0,-0.627,-0.206,-0.212,-0.243,1.0
0.262,0.395,0.032,0.73,-0.554,0.385,0.397,-0.611,0.039,-0.13,-0.047,0.826,-0.236,-0.297,-1.236,-0.206,-0.768,0.549,-0.341,-0.423,1.0
0.505,0.446,-0.283,0.772,-0.328,0.362,0.583,-0.551,0.015,0.121,-0.193,0.587,-0.425,-0.172,-0.91,-0.928,-0.588,0.793,-0.403,-0.51,1.0
-0.269,-0.041,0.171,0.502,-0.634,0.662,-0.158,0.057,0.159,-0.059,0.084,1.265,0.124,-0.444,-0.723,-0.046,-0.61,-0.067,0.081,-0.105,1.0
0.875,0.478,-0.156,0.749,-0.067,0.228,0.107,-1.024,0.055,0.363,-0.127,1.068,-0.31,0.024,-1.278,-0.616,-0.625,0.858,-0.571,-0.785,1.0
0.358,0.419,0.248,0.651,-0.328,0.599,0.387,-0.593,-0.167,0.183,0.035,0.59,-0.164,-0.178,-1.048,-0.572,-0.567,0.67,-0.34,-0.503,1.0
0.102,0.369,0.656,0.546,0.02,0.612,0.221,-0.345,-0.062,0.044,0.463,0.996,-0.241,0.126,-1.09,-0.691,-0.689,0.405,-0.314,-0.336,1.0
-0.165,0.085,0.264,0.513,-0.373,0.745,0.092,-0.53,-0.043,0.02,0.091,1.082,-0.057,-0.262,-0.995,0.081,-0.685,0.086,-0.077,-0.202,1.0
0.348,-0.002,0.422,0.656,0.202,0.502,0.233,-0.767,-0.51,-0.142,0.267,0.863,-0.168,0.389,-1.439,-0.518,-1.072,0.132,-0.477,-0.562,1.0
0.305,0.204,0.285,0.621,-0.065,0.454,0.047,-0.569,-0.244,0.027,0.171,0.928,-0.107,-0.02,-1.077,-0.663,-0.662,0.514,-0.346,-0.452,1.0
-0.023,0.119,0.61,0.826,0.45,0.587,0.161,-0.763,-0.517,-0.08,0.45,1.023,-0.003,0.438,-1.986,-0.071,-1.25,-0.068,-1.027,-0.928,1.0
0.678,0.459,0.321,0.61,-0.004,0.368,0.296,-0.983,-0.313,-0.017,0.123,0.783,-0.341,-0.038,-1.167,-0.947,-0.671,0.922,-0.515,-0.546,1.0
0.349,0.37,-0.508,0.856,-0.791,0.369,0.244,-0.708,0.175,0.005,-0.425,0.831,-0.158,-0.471,-1.128,-0.03,-0.551,0.631,-0.432,-0.49,1.0
0.331,0.298,-0.195,0.787,-0.467,0.549,0.385,-0.911,-0.193,-0.187,-0.189,0.77,-0.381,-0.24,-1.131,-0.624,-0.814,0.614,-0.432,-0.522,1.0
-0.099,0.001,0.075,0.291,-0.539,0.768,0.191,-0.286,-0.115,0.017,-0.07,0.922,-0.091,-0.222,-0.701,-0.374,-0.564,-0.019,-0.238,-0.249,1.0
0.965,0.487,-0.381,0.924,-0.373,0.171,0.543,-1.122,0.131,0.384,-0.398,0.738,-0.332,-0.211,-1.263,-0.448,-0.521,1.096,-0.626,-0.617,1.0
0.41,0.389,-0.155,0.716,-0.199,0.559,0.229,-1.011,-0.259,0.1,-0.242,0.898,-0.247,-0.162,-1.288,-0.314,-0.534,0.645,-0.485,-0.519,1.0
0.515,0.506,-0.251,0.533,-0.19,0.374,0.327,-1.203,0.057,0.077,-0.25,0.886,-0.178,-0.24,-1.429,-0.297,-0.506,0.954,-0.476,-0.536,1.0
0.065,0.144,0.726,0.537,0.336,0.565,0.091,-0.299,-0.49,0.065,0.57,1.115,-0.13,0.422,-1.191,-0.902,-0.923,0.174,-0.42,-0.454,1.0
0.093,0.238,-0.003,0.811,-0.581,0.502,0.056,-0.68,-0.016,0.016,-0.068,1.18,-0.128,-0.39,-1.537,-0.206,-0.686,0.522,-0.584,-0.682,1.0
0.275,0.321,-0.115,0.42,-0.659,0.853,0.384,-0.611,-0.026,0.095,-0.27,0.813,-0.096,-0.3,-1.121,-0.044,-0.551,0.446,-0.183,-0.322,1.0
-0.146,0.129,-0.079,0.67,-0.465,0.803,-0.064,-0.745,0.115,0.143,-0.162,1.012,0.033,-0.333,-1.337,-0.057,-0.728,0.173,-0.577,-0.632,1.0
0.499,0.489,0.073,0.702,-0.252,0.133,0.376,-0.743,0.087,-0.041,0.001,0.712,-0.244,-0.281,-1.104,-0.797,-0.471,0.932,-0.372,-0.392,1.0
0.513,0.417,0.188,0.614,-0.464,0.11,0.188,-0.582,0.076,0.05,-0.132,0.964,-0.153,-0.476,-1.028,-0.551,-0.534,1.006,-0.283,-0.387,1.0
1.113,0.694,0.197,0.739,0.133,0.519,0.286,-1.061,-0.079,0.197,-0.026,0.794,-0.192,0.205,-1.524,-0.723,-0.848,0.98,-0.729,-0.754,1.0
0.299,0.329,-0.009,0.459,-0.253,0.417,0.404,-0.927,0.245,0.018,-0.151,0.624,-0.311,-0.451,-0.723,-0.274,-0.513,0.711,-0.076,-0.302,1.0
0.027,0.195,0.118,0.489,-0.729,0.649,0.279,-0.108,0.061,0.006,-0.118,0.688,-0.016,-0.354,-0.843,-0.351,-0.559,0.424,-0.072,-0.231,1.0
0.706,0.756,-0.068,0.75,-0.429,0.198,0.305,-0.7,0.135,0.175,-0.166,0.949,-0.616,-0.303,-1.048,-1.026,-0.523,1.086,-0.435,-0.522,1.0
0.592,0.307,-0.15,0.991,-0.414,0.396,0.473,-1.04,0.243,-0.123,-0.214,0.666,-0.357,-0.52,-1.221,-0.527,-0.565,1.167,-0.539,-0.718,1.0
1.122,0.352,0.267,0.77,0.23,0.265,0.409,-1.066,-0.391,0.01,0.204,0.824,-0.115,0.434,-1.328,-1.036,-1.109,0.983,-0.563,-0.574,1.0
0.085,0.204,-0.027,0.67,-0.446,0.525,0.129,-0.612,0.114,0.021,-0.201,0.956,0.035,-0.34,-0.793,-0.246,-0.685,0.387,0.047,-0.364,1.0
1.351,0.467,-0.103,0.936,-0.257,0.425,0.423,-1.175,0.113,0.128,-0.116,0.83,-0.179,0.094,-1.56,-1.047,-0.811,1.526,-0.733,-0.883,1.0
