Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
304,1.019,0.796,-0.372,1.476,-2.953,1.132,1.103,-0.888,3.499,0.232,0.891,0.0,0.386,1.828,1.058,2.263,-1.356,1.902,-0.398,0.916,0.716
305,1.299,1.005,-1.542,1.497,-3.881,1.871,0.456,-0.982,2.734,0.032,1.008,0.0,0.137,1.572,2.088,2.799,-1.433,1.221,-0.996,1.037,0.688
306,1.346,0.782,-1.285,1.935,-5.211,2.035,1.407,-1.12,4.027,0.76,0.993,0.0,0.302,1.638,1.893,2.063,-2.113,2.047,-1.109,1.283,0.84
307,0.886,0.833,-0.313,1.811,-3.989,1.254,0.984,-1.205,4.523,1.025,1.23,0.0,-0.148,1.875,0.716,2.82,-0.64,1.918,-0.516,0.763,0.792
308,1.344,0.952,-0.31,1.643,-3.213,0.73,0.921,-1.11,4.066,0.378,1.431,0.0,-0.171,2.129,1.034,2.9,-0.716,1.757,-0.256,0.608,0.809
309,1.34,0.737,-1.363,1.951,-4.356,1.741,0.89,-1.368,4.791,0.284,1.228,0.0,-0.316,1.788,1.683,3.21,-1.049,1.692,-0.949,0.793,0.816
310,1.044,0.791,-0.699,1.767,-4.088,1.262,0.791,-1.14,4.062,0.423,1.349,0.0,-0.03,1.994,1.626,3.375,-0.479,1.72,-0.866,0.702,0.794
311,1.266,0.898,-0.842,1.821,-4.176,1.753,0.851,-1.365,3.809,0.192,1.165,0.0,-0.168,1.899,1.969,2.776,-0.716,1.732,-0.874,0.684,0.852
312,1.265,1.014,-0.951,1.563,-3.906,1.016,1.11,-0.947,3.858,0.972,1.404,0.0,0.608,1.882,1.189,2.677,-1.836,1.764,-0.203,1.355,0.844
313,0.991,0.746,-0.628,1.832,-3.792,1.2,0.832,-1.081,4.665,0.953,1.368,0.0,-0.09,1.964,1.076,3.529,-0.406,1.639,-0.551,0.62,0.782
314,1.275,0.767,-1.469,1.923,-4.309,1.827,0.869,-1.265,4.174,0.138,1.32,0.0,-0.31,1.851,1.946,3.202,-1.289,1.614,-1.103,0.827,0.958
315,1.135,0.713,-1.132,1.461,-3.811,1.485,0.701,-0.881,3.642,0.438,1.338,0.0,-0.303,1.728,1.578,3.16,-0.785,1.466,-0.639,0.964,0.789
316,0.9,0.831,0.018,1.348,-4.638,1.179,0.888,-1.231,3.284,0.507,1.153,0.0,-0.544,1.744,1.918,1.968,-0.37,1.666,-0.811,0.361,0.908
317,1.231,1.24,-0.901,1.742,-3.639,1.214,0.421,-1.19,3.685,1.127,1.472,0.0,0.468,1.928,0.909,3.47,-1.535,1.245,-0.273,1.211,0.71
318,1.567,0.862,-0.464,1.827,-1.712,0.738,1.07,-0.669,3.836,0.503,1.153,0.0,0.618,2.109,-0.066,2.329,-2.129,1.841,0.346,1.149,0.889
319,0.915,0.862,0.175,1.584,-4.844,1.301,1.108,-1.262,3.895,0.885,0.944,0.0,-0.097,1.775,2.048,1.937,-0.402,1.981,-1.067,0.464,0.522
320,1.073,0.794,-0.279,1.602,-3.908,1.327,1.318,-1.209,3.965,0.646,1.182,0.0,-0.056,2.089,1.094,2.542,-0.947,2.111,-0.615,0.862,0.874
321,1.218,0.824,-0.64,1.711,-3.303,0.996,0.801,-1.007,3.638,0.507,1.252,0.0,0.11,1.753,1.16,2.695,-1.187,1.593,-0.368,1.054,0.743
322,1.133,0.968,-1.343,1.785,-4.179,1.402,0.785,-1.197,3.696,1.048,1.161,0.0,0.342,1.799,1.353,3.213,-1.637,1.317,-0.401,1.213,0.835
323,0.933,0.792,0.119,1.961,-3.251,1.277,0.855,-0.747,4.433,-0.156,1.185,0.0,-0.481,1.968,1.67,2.563,-0.341,1.712,-0.768,0.486,0.921
324,1.75,0.783,-1.485,1.952,-3.524,1.448,1.359,-1.102,4.72,0.674,1.366,0.0,0.637,2.249,0.876,2.678,-2.401,2.007,-0.289,1.262,0.858
325,1.258,0.534,-0.673,1.573,-5.02,1.949,1.377,-1.051,3.805,-0.042,1.128,0.0,-0.095,1.871,2.524,1.847,-1.003,2.152,-1.435,0.71,0.608
326,0.938,0.554,0.626,1.53,-3.408,0.565,1.094,-0.924,4.003,1.009,1.012,0.0,-0.092,2.138,0.88,2.293,-0.371,1.709,-0.043,0.299,0.773
327,1.199,1.223,-0.994,1.773,-4.337,1.352,0.503,-1.276,4.143,1.029,1.358,0.0,0.127,1.871,1.319,3.219,-1.269,1.356,-0.453,1.097,0.783
328,1.183,0.693,-0.756,1.434,-4.578,1.409,0.974,-0.993,3.826,0.619,1.149,0.0,-0.372,1.929,1.743,2.524,-0.608,2.034,-0.806,0.455,0.91
329,1.142,0.94,-0.032,2.186,-4.781,1.388,1.446,-1.193,4.997,0.617,1.059,0.0,-0.232,1.892,1.967,2.308,-0.65,2.299,-0.884,0.678,0.738
330,0.984,0.791,0.659,1.839,-3.708,1.053,1.565,-0.972,3.955,0.457,1.003,0.0,-0.194,2.051,1.349,1.797,-0.484,2.249,-0.544,0.325,1.005
331,1.158,0.873,-0.262,1.779,-3.735,1.405,1.234,-1.255,4.252,0.615,1.405,0.0,0.004,2.087,1.172,2.557,-0.966,1.896,-0.554,0.826,0.852
332,1.226,0.731,1.052,1.9,-2.694,0.506,1.556,-0.928,4.666,0.426,1.254,0.0,0.003,2.396,0.442,2.115,-0.763,2.16,0.218,0.738,0.924
333,1.209,0.87,-0.277,1.876,-4.308,1.267,1.386,-1.239,4.178,0.79,1.141,0.0,0.384,2.216,1.565,2.091,-1.6,2.375,-0.668,0.971,0.775
334,1.04,0.818,-0.014,1.86,-3.877,1.325,1.247,-0.93,4.607,0.028,0.926,0.0,0.043,2.13,1.676,2.252,-0.847,2.192,-0.817,0.666,0.763
335,1.328,0.78,-0.258,1.902,-3.388,1.045,1.195,-0.975,4.408,0.419,1.201,0.0,-0.121,1.91,0.859,2.741,-0.744,1.96,-0.505,0.501,1.05
336,1.329,0.841,-0.825,1.542,-2.614,0.877,0.686,-0.91,2.93,0.811,1.483,0.0,-0.199,1.651,0.204,3.021,-1.019,1.132,0.031,0.757,0.785
337,1.079,1.23,-0.036,1.654,-4.46,1.263,0.774,-1.105,3.534,0.562,1.063,0.0,-0.401,1.745,2.026,2.643,-0.346,1.608,-0.847,0.349,0.822
338,1.313,0.552,-0.295,1.764,-3.749,1.653,1.818,-0.945,4.143,0.387,0.746,0.0,0.205,2.159,1.029,1.457,-2.071,2.37,-0.5,0.898,1.104
339,1.169,0.953,-0.664,1.362,-3.583,1.02,0.75,-1.109,3.518,0.569,1.287,0.0,0.183,1.884,1.258,3.275,-0.668,1.54,-0.293,0.679,0.851
340,1.121,1.092,-1.458,1.862,-4.505,1.526,0.894,-1.114,4.09,1.357,1.431,0.0,0.037,1.749,1.192,3.776,-0.972,1.582,-0.617,0.868,0.89
341,0.944,1.222,-0.737,1.569,-5.551,2.04,0.779,-1.162,3.489,-0.023,1.278,0.0,-0.449,1.568,2.714,2.909,0.023,1.422,-1.676,0.391,0.766
342,1.084,0.992,-2.061,1.727,-4.588,2.082,0.716,-1.253,4.325,0.462,1.155,0.0,0.185,2.058,1.887,3.497,-1.565,1.649,-1.185,1.133,0.782
343,0.978,1.035,-1.026,1.891,-4.145,1.516,0.973,-1.096,4.836,1.14,1.376,0.0,0.193,2.195,1.031,3.581,-1.14,1.739,-0.525,1.112,0.836
344,1.165,0.369,0.752,1.689,-3.229,0.986,2.081,-0.87,4.361,-0.034,0.464,0.0,0.034,2.108,1.232,0.727,-1.253,2.934,-0.522,0.132,0.945
345,1.388,1.011,0.318,1.971,-2.407,0.506,1.155,-0.947,4.164,0.571,1.256,0.0,0.117,2.363,0.389,2.886,-0.648,1.883,0.109,0.617,0.781
346,0.966,1.119,0.008,1.709,-3.883,0.95,1.209,-1.002,4.098,0.908,1.057,0.0,0.274,1.91,1.031,2.473,-0.948,2.01,-0.188,1.025,0.813
347,1.396,0.736,-0.417,1.703,-4.612,1.444,1.137,-1.292,4.197,0.781,1.309,0.0,-0.429,1.98,1.666,2.785,-0.268,1.854,-0.917,0.388,1.051
348,1.206,0.898,-0.278,1.666,-3.303,1.046,0.793,-0.999,4.078,0.065,1.097,0.0,0.02,1.859,1.393,2.893,-0.507,1.824,-0.677,0.612,0.56
349,0.836,0.744,-0.498,1.454,-4.782,1.563,0.793,-1.113,3.8,0.784,1.29,0.0,-0.691,1.723,2.235,2.493,-0.204,1.788,-0.959,0.513,0.745
350,1.223,0.876,-0.763,1.474,-4.087,1.595,1.243,-1.158,3.596,0.2,1.18,0.0,0.495,1.961,1.754,2.568,-1.591,1.654,-0.719,0.896,0.829
351,0.864,0.882,0.947,1.81,-4.154,0.636,1.41,-1.039,4.451,1.023,1.101,0.0,-0.265,2.124,1.055,2.295,-0.288,2.243,-0.464,0.385,0.758
352,1.098,0.866,-0.146,1.776,-4.711,1.291,1.143,-1.179,4.789,0.813,1.308,0.0,-0.061,2.104,1.592,2.838,-0.867,2.253,-0.879,0.603,0.968
353,1.229,0.823,-0.54,1.648,-4.7,1.294,1.185,-1.161,3.844,1.29,1.085,0.0,0.122,1.914,1.383,2.179,-1.656,2.049,-0.544,0.818,1.09
354,1.146,0.912,-0.593,1.614,-4.509,1.436,1.075,-1.094,4.208,0.801,1.449,0.0,0.033,2.027,1.39,3.03,-0.808,1.771,-0.675,0.849,0.891
355,1.337,1.021,-1.484,1.966,-4.85,1.793,1.23,-1.236,4.455,0.847,1.491,0.0,0.121,1.909,1.657,3.423,-1.672,1.794,-0.788,1.183,1.057
356,1.084,0.934,-0.067,1.653,-3.779,1.1,0.915,-1.156,3.651,0.432,1.201,0.0,-0.223,1.586,1.382,2.709,-0.441,1.652,-0.58,0.425,0.955
357,1.352,0.866,-0.882,1.803,-3.998,1.462,1.255,-1.183,3.504,0.46,1.052,0.0,0.337,1.998,1.523,2.449,-1.741,1.819,-0.615,1.093,0.827
358,1.305,0.928,0.136,1.896,-2.547,0.774,0.945,-0.897,4.146,0.314,1.205,0.0,-0.066,2.135,0.821,2.691,-0.783,1.735,-0.213,0.566,0.901
359,1.219,0.885,-0.892,1.645,-3.548,1.356,1.212,-0.924,4.06,1.351,1.093,0.0,0.077,2.082,0.392,2.284,-1.699,2.009,-0.099,1.33,0.942
360,0.99,0.895,-0.244,1.715,-3.443,1.174,0.742,-0.888,3.794,-0.02,0.895,0.0,-0.143,1.942,1.584,2.628,-0.414,1.681,-0.643,0.547,0.756
361,1.631,0.718,-0.823,2.077,-2.9,1.328,1.63,-1.125,4.867,0.005,1.062,0.0,0.462,2.081,0.828,2.291,-2.137,2.148,-0.464,0.672,1.004
362,1.156,1.005,-0.992,1.656,-4.18,1.285,0.512,-0.974,3.864,0.969,1.478,0.0,0.015,1.748,1.619,3.35,-1.165,1.291,-0.381,1.028,0.795
363,0.528,0.74,0.971,1.726,-4.657,1.047,1.42,-1.362,3.832,0.57,0.74,0.0,-0.241,1.748,1.783,1.38,-0.219,2.261,-0.748,0.141,0.876
364,1.313,0.785,-0.725,1.846,-2.623,0.994,0.829,-1.082,4.224,0.604,1.276,0.0,0.368,2.203,0.526,2.933,-1.137,1.791,-0.157,0.873,0.714
365,1.035,0.954,0.522,1.804,-3.711,0.963,1.168,-1.076,3.951,0.444,1.108,0.0,-0.315,1.995,1.475,2.199,-0.444,2.032,-0.605,0.391,0.823
366,1.153,0.79,-0.639,1.612,-3.791,1.724,1.184,-0.766,4.495,0.009,0.915,0.0,0.102,2.213,1.531,2.279,-1.397,2.068,-1.004,0.782,0.856
367,1.348,1.158,-1.869,1.75,-4.354,1.826,0.706,-1.433,3.702,0.707,1.343,0.0,0.514,2.071,1.369,3.594,-2.034,1.445,-0.881,1.247,0.665
368,1.353,0.913,-0.718,1.485,-2.9,1.169,0.774,-1.197,3.627,0.092,1.251,0.0,-0.02,1.92,1.196,3.069,-0.78,1.529,-0.564,0.67,0.727
369,1.513,1.078,-1.128,1.528,-4.498,1.717,0.588,-1.278,3.279,0.626,1.283,0.0,0.339,1.785,1.765,2.718,-1.467,1.294,-0.904,1.085,0.591
370,0.821,0.747,0.25,2.074,-4.28,1.287,0.796,-1.125,4.765,0.721,0.909,0.0,-0.499,2.176,1.55,2.248,-0.329,1.995,-0.746,0.601,0.631
371,1.045,0.744,-0.772,2.012,-3.833,1.895,1.274,-1.101,4.683,0.346,1.018,0.0,0.274,2.186,1.398,2.434,-1.805,2.078,-0.733,1.196,1.07
372,1.346,0.754,-0.574,1.64,-2.603,0.918,1.024,-0.882,3.902,0.113,1.262,0.0,0.256,2.158,0.578,2.686,-1.212,1.824,-0.128,1.04,0.778
373,0.861,0.791,0.307,1.866,-3.453,0.838,0.998,-1.033,3.523,1.358,1.04,0.0,-0.076,1.929,0.713,2.155,-0.68,1.735,-0.1,0.501,1.072
374,1.009,0.745,-0.282,1.811,-3.671,1.17,1.083,-1.023,4.202,0.947,1.111,0.0,0.431,2.116,1.003,2.438,-1.579,1.818,-0.232,1.076,0.852
375,1.01,0.981,-0.235,1.827,-4.179,1.263,0.863,-1.167,3.962,1.207,1.287,0.0,-0.276,1.89,1.146,2.864,-0.48,1.513,-0.349,0.896,0.785
376,1.332,0.778,0.412,1.796,-3.399,0.845,1.521,-0.947,4.594,0.956,0.857,0.0,0.614,2.242,0.763,1.655,-1.607,2.406,-0.029,0.708,1.127
377,1.208,0.702,-1.528,1.957,-4.019,2.159,1.087,-1.147,4.229,0.298,1.186,0.0,0.384,2.033,1.664,2.458,-2.127,1.814,-0.924,1.323,0.744
378,0.892,0.938,-0.152,1.46,-4.277,1.127,0.761,-1.212,3.464,1.054,1.106,0.0,-0.052,1.772,1.342,2.539,-0.594,1.533,-0.609,0.661,0.655
379,1.114,0.98,-0.507,1.848,-3.807,1.472,0.694,-1.084,3.933,-0.165,1.012,0.0,-0.248,1.819,1.954,3.253,-0.214,1.282,-0.896,0.87,0.639
380,1.132,0.68,-1.133,1.674,-3.977,1.492,0.89,-1.105,4.247,0.674,1.151,0.0,0.007,2.079,1.406,2.831,-1.352,1.824,-0.65,0.897,0.955
381,1.257,1.188,-0.012,1.894,-3.846,1.139,1.34,-1.128,4.336,1.128,1.155,0.0,0.347,2.147,0.64,2.89,-0.994,1.996,-0.125,1.061,0.845
382,1.039,0.938,-0.763,1.689,-4.738,1.67,1.172,-1.156,3.776,0.014,0.734,0.0,0.578,1.489,2.449,1.915,-1.942,1.969,-1.17,0.862,0.655
383,1.079,1.014,-0.361,1.615,-4.479,1.358,1.143,-0.986,3.84,0.409,0.836,0.0,0.691,2.009,1.589,2.406,-1.589,1.879,-0.81,0.961,0.716
384,0.799,0.72,0.104,1.998,-4.888,1.711,1.229,-1.172,4.749,0.809,1.186,0.0,-0.333,2.104,1.734,1.974,-0.895,2.042,-1.121,0.712,0.739
385,1.1,0.888,-1.141,1.375,-3.627,1.366,0.743,-1.111,3.602,0.317,1.244,0.0,-0.1,1.835,1.451,3.351,-0.655,1.373,-0.774,0.943,0.815
386,0.885,0.96,0.245,1.671,-3.611,1.119,1.362,-0.989,3.178,0.607,0.783,0.0,0.161,1.862,1.16,1.88,-1.038,1.952,-0.483,0.956,0.618
387,1.238,0.661,-0.039,1.751,-3.996,1.163,1.245,-0.897,4.729,0.368,1.138,0.0,0.043,1.972,1.628,2.027,-0.81,2.195,-0.686,0.669,0.73
388,1.292,0.523,-1.063,1.931,-3.986,1.625,1.249,-1.185,5.187,0.569,1.448,0.0,-0.061,2.15,1.413,2.792,-1.397,1.928,-0.571,1.061,0.981
389,1.353,0.978,-0.183,1.858,-3.488,0.978,1.128,-1.109,4.436,1.317,1.237,0.0,0.067,2.167,0.705,2.665,-1.324,1.993,-0.016,0.945,0.979
390,1.352,1.022,-1.789,1.55,-3.793,1.509,0.718,-1.19,4.163,0.806,1.355,0.0,0.298,2.149,0.999,3.846,-1.299,1.128,-0.515,1.092,0.891
391,1.13,0.843,-1.262,1.854,-4.531,1.776,1.199,-1.091,4.315,0.363,1.196,0.0,0.308,1.854,1.833,2.515,-1.952,1.874,-0.912,1.078,0.741
392,1.277,0.663,-1.108,1.725,-4.765,2.145,1.519,-1.199,4.473,0.468,1.063,0.0,0.021,1.977,2.027,1.938,-2.034,2.134,-1.213,1.035,0.898
393,0.669,0.785,1.035,1.684,-4.86,1.132,1.628,-1.25,4.444,0.94,0.82,0.0,-0.119,1.871,1.976,1.22,-0.792,2.514,-0.9,0.35,0.874
394,1.212,0.752,-0.338,1.847,-2.842,1.021,1.238,-0.755,4.656,0.7,1.289,0.0,0.082,2.19,0.333,2.61,-1.268,1.98,-0.084,0.922,0.914
395,1.135,1.349,-0.908,1.408,-3.77,1.462,0.178,-1.081,2.922,0.277,0.936,0.0,-0.006,1.484,1.803,3.353,-0.507,0.967,-0.915,0.656,0.734
396,1.374,0.86,-1.218,1.815,-2.217,1.259,1.084,-0.928,4.436,0.187,1.507,0.0,0.814,2.115,0.311,3.003,-2.269,1.936,-0.056,1.196,0.76
397,1.208,0.875,-0.836,1.6,-3.85,1.655,0.987,-1.072,4.087,0.24,1.063,0.0,-0.319,1.841,1.59,2.62,-0.937,1.774,-0.849,0.684,0.918
398,1.447,1.005,-0.294,1.813,-3.828,1.299,1.182,-1.172,4.43,0.724,0.967,0.0,0.603,1.926,1.236,2.107,-1.7,2.089,-0.461,0.981,0.971
399,1.52,1.052,-1.099,1.88,-3.028,1.19,1.131,-1.009,3.907,0.828,1.307,0.0,0.366,2.086,0.61,2.913,-1.853,1.788,-0.039,1.015,0.936
400,1.188,0.625,-0.191,1.705,-4.004,1.067,1.143,-0.871,4.086,0.584,1.291,0.0,-0.188,2.107,1.28,2.868,-0.365,2.008,-0.432,0.553,0.92
401,1.183,0.657,0.016,2.181,-4.783,1.439,1.253,-1.355,4.844,-0.12,0.964,0.0,-0.167,1.938,2.529,2.045,-0.663,2.302,-0.965,0.315,0.949
402,1.438,0.392,0.188,1.907,-4.089,1.303,1.567,-1.075,4.481,0.185,0.785,0.0,-0.148,1.857,1.787,1.097,-1.557,2.412,-0.846,0.456,0.856
403,1.386,1.05,-1.17,1.502,-3.5,1.188,0.727,-0.867,3.981,0.575,1.306,0.0,0.341,2.082,1.144,3.36,-1.456,1.566,-0.446,0.944,1.116
404,1.321,1.093,-0.305,1.917,-4.173,1.383,1.166,-1.282,4.226,0.71,0.973,0.0,0.433,2.027,1.216,2.336,-1.319,2.014,-0.411,0.855,0.874
405,1.187,0.933,0.141,2.066,-2.819,0.584,0.993,-0.81,4.922,0.942,1.349,0.0,0.064,2.293,0.058,2.988,-0.712,2.147,0.142,0.576,0.826
406,1.176,0.777,-0.188,1.788,-3.438,0.945,1.037,-1.184,4.414,0.949,1.053,0.0,0.275,2.019,0.647,2.144,-1.504,2.041,-0.157,1.106,0.685
407,1.291,1.065,-1.779,1.541,-3.811,1.544,0.454,-1.026,3.145,0.713,1.42,0.0,0.361,1.691,1.371,3.587,-1.538,1.079,-0.461,1.11,0.891
408,1.336,0.898,-0.613,1.65,-3.668,1.452,1.347,-1.026,4.088,0.467,1.061,0.0,0.475,1.985,1.4,2.375,-1.571,2.058,-0.463,0.764,1.087
409,1.296,0.933,-0.073,1.841,-3.935,1.294,1.242,-1.066,3.995,0.658,1.051,0.0,0.28,2.123,1.449,2.247,-1.492,1.949,-0.514,0.97,1.023
410,1.26,0.792,-0.306,2.14,-4.505,2.151,1.359,-1.396,4.706,-0.057,0.819,0.0,0.138,2.245,2.322,1.928,-1.275,2.369,-1.304,0.779,0.816
411,1.17,0.748,-1.041,1.594,-4.097,1.552,0.93,-1.233,3.179,0.503,1.132,0.0,-0.014,1.577,1.681,2.485,-1.143,1.587,-0.772,1.007,0.824
412,0.764,0.74,0.536,1.885,-4.597,1.401,1.28,-1.084,3.715,0.749,0.918,0.0,-0.161,1.765,1.86,1.662,-0.587,2.211,-0.829,0.516,0.737
413,0.929,1.024,-0.068,1.656,-4.629,1.019,0.939,-1.161,3.38,1.242,1.225,0.0,-0.107,1.658,1.377,2.559,-0.49,1.504,-0.565,0.429,0.881
414,1.493,0.879,-1.656,1.958,-3.606,1.686,1.086,-1.123,3.976,0.42,1.31,0.0,0.546,1.958,1.292,2.688,-2.514,1.774,-0.728,1.365,0.76
415,1.068,0.774,-0.552,1.598,-3.827,1.571,0.976,-1.271,4.747,0.008,0.94,0.0,-0.046,1.915,1.815,2.291,-0.877,1.95,-0.993,0.714,0.859
416,0.836,0.959,0.423,1.919,-4.558,1.204,1.211,-1.162,4.598,0.27,1.116,0.0,-0.309,1.995,1.967,2.322,-0.201,2.04,-0.92,0.374,0.767
417,1.373,0.769,-0.414,1.746,-3.511,1.126,0.968,-1.054,3.407,0.42,0.997,0.0,0.293,1.86,1.472,1.92,-1.323,1.919,-0.453,0.895,0.688
418,1.192,0.957,-0.131,1.711,-1.871,0.65,1.156,-0.744,4.049,0.732,1.214,0.0,0.261,2.291,-0.256,2.844,-1.195,1.637,0.482,1.126,0.882
419,1.095,0.821,0.34,1.988,-3.19,0.877,1.234,-1.084,4.777,0.753,1.202,0.0,0.211,2.308,0.758,2.614,-0.883,2.12,-0.291,0.676,0.928
420,1.057,1.13,-1.373,1.837,-4.21,1.713,0.799,-1.064,4.395,0.597,1.164,0.0,0.161,2.106,1.534,3.94,-0.883,1.482,-0.703,1.109,0.812
421,0.961,0.916,-0.424,1.838,-2.978,1.048,0.929,-0.819,4.208,0.394,1.175,0.0,0.269,2.028,0.865,2.987,-1.013,1.761,-0.291,1.152,0.53
422,1.414,0.756,-1.625,1.821,-4.628,1.701,0.999,-1.22,4.887,0.597,1.456,0.0,0.138,2.065,1.752,3.243,-1.646,1.832,-0.827,1.114,0.892
423,1.12,0.933,-0.353,1.848,-4.531,1.704,1.18,-1.244,4.844,0.024,1.215,0.0,-0.338,2.114,1.936,2.763,-0.398,1.977,-1.188,0.613,0.85
424,1.039,1.125,-1.644,1.598,-4.844,1.975,0.529,-1.175,3.44,0.723,1.235,0.0,0.1,1.706,2.143,3.217,-1.325,1.46,-1.061,1.144,0.557
425,1.211,0.837,-1.139,1.809,-5.019,1.607,0.943,-1.298,4.18,0.639,1.253,0.0,-0.019,2.061,1.808,3.415,-1.049,1.666,-1.126,0.918,0.812
426,1.301,0.847,-0.855,1.772,-3.817,1.235,0.914,-0.962,4.367,0.687,1.193,0.0,0.368,1.733,1.332,2.57,-1.46,1.928,-0.473,0.887,0.86
427,1.151,0.699,0.085,1.816,-3.674,1.411,1.435,-1.209,4.054,0.681,1.003,0.0,0.118,2.012,1.146,1.828,-1.248,2.106,-0.545,0.928,0.884
428,1.081,0.969,-0.379,2.123,-3.592,1.289,0.966,-1.184,4.905,0.344,1.205,0.0,-0.188,2.039,1.038,3.135,-0.377,1.925,-0.812,0.771,0.525
429,1.331,0.768,0.314,2.156,-3.825,1.039,1.498,-0.999,5.018,0.758,1.163,0.0,0.081,2.244,1.012,2.049,-1.165,2.305,-0.34,0.794,0.683
430,1.217,0.95,0.416,1.845,-3.982,1.434,1.557,-1.197,4.587,0.499,0.921,0.0,0.244,2.125,1.449,1.773,-1.254,2.362,-0.748,0.602,1.091
431,1.435,0.926,-1.277,2.083,-4.815,2.098,1.042,-1.169,4.536,0.194,1.274,0.0,-0.44,1.901,2.241,3.245,-0.928,1.757,-1.427,0.453,1.053
432,1.165,0.666,0.239,1.873,-3.511,0.728,0.913,-0.956,3.947,0.333,0.983,0.0,-0.077,1.981,1.46,2.02,-0.76,1.832,-0.415,0.553,0.722
433,0.941,0.872,-0.376,1.641,-3.535,1.2,0.908,-1.04,4.018,0.356,0.924,0.0,-0.097,1.9,1.353,2.58,-0.598,1.795,-0.713,0.766,0.665
434,1.247,0.922,-0.256,1.885,-4.328,1.388,0.675,-1.279,4.052,0.426,1.297,0.0,-0.249,1.938,1.637,2.875,-0.362,1.679,-0.944,0.673,0.739
435,1.533,0.839,-1.502,2.141,-5.006,1.675,1.031,-1.293,5.214,0.563,1.429,0.0,-0.216,2.136,1.76,3.465,-1.106,1.803,-1.08,0.857,0.709
436,1.138,0.967,-0.316,1.655,-3.809,1.113,0.976,-1.181,3.216,0.595,1.141,0.0,-0.018,2.037,1.428,2.885,-0.612,1.448,-0.591,0.654,0.83
437,1.285,0.92,-0.298,1.935,-3.105,1.006,1.132,-0.823,4.448,0.955,1.278,0.0,0.398,2.166,0.736,2.646,-1.713,1.871,-0.046,1.061,0.979
438,1.394,0.698,-1.094,1.54,-4.375,1.566,1.258,-1.302,3.23,0.219,1.178,0.0,0.474,1.681,1.954,2.17,-1.962,1.806,-0.843,0.87,0.99
439,1.164,1.059,-1.122,1.769,-5.127,1.543,0.556,-1.391,4.277,0.759,1.211,0.0,0.092,1.943,2.056,3.619,-0.839,1.181,-0.875,0.612,0.962
440,0.872,0.87,0.009,1.775,-3.836,1.194,0.834,-1.096,3.822,0.851,1.237,0.0,-0.064,1.996,0.917,3.085,-0.419,1.594,-0.536,0.656,0.841
441,1.087,0.839,-0.001,1.903,-3.07,0.755,1.401,-1.064,4.802,0.365,1.237,0.0,0.01,2.339,0.841,2.894,-0.804,2.077,-0.056,0.623,1.013
442,0.833,1.002,0.326,1.678,-3.873,0.92,1.39,-0.949,3.9,0.514,0.944,0.0,0.124,1.855,1.35,2.122,-0.81,2.137,-0.473,0.605,0.6
443,1.406,0.798,-0.737,1.73,-4.539,1.31,0.899,-1.144,3.013,1.035,1.254,0.0,-0.107,1.389,1.734,1.942,-1.333,1.739,-0.538,1.0,0.814
444,1.128,1.11,-0.725,1.708,-4.105,1.462,0.953,-1.014,3.878,0.217,1.312,0.0,-0.263,1.816,1.563,3.23,-0.465,1.661,-0.861,0.755,0.803
445,1.101,0.975,-0.567,1.457,-3.653,0.993,0.837,-0.891,3.237,0.094,0.934,0.0,0.306,1.487,1.593,2.674,-0.993,1.562,-0.414,0.605,0.95
446,1.489,0.872,-0.363,1.758,-3.623,1.212,1.495,-1.111,4.064,0.502,1.27,0.0,0.012,1.95,0.886,2.362,-1.052,2.104,-0.402,0.468,1.177
447,0.807,0.789,-0.159,2.157,-4.545,1.747,1.544,-1.302,4.964,0.017,0.73,0.0,0.209,1.781,2.111,1.882,-1.133,2.605,-1.026,0.836,0.794
448,1.267,0.764,-0.526,1.671,-5.141,1.629,1.239,-1.377,4.236,0.421,1.213,0.0,-0.608,1.933,1.966,2.639,-0.532,1.966,-1.179,0.62,0.859
449,1.384,0.963,-1.244,1.778,-3.634,1.254,0.794,-0.89,3.863,0.156,1.19,0.0,0.405,1.861,1.34,3.254,-1.695,1.526,-0.52,1.149,0.738
450,1.143,0.802,-0.176,1.539,-4.618,1.827,1.51,-1.259,3.919,0.63,0.794,0.0,-0.01,2.173,1.87,1.427,-1.39,2.384,-0.95,0.759,0.848
451,1.175,0.756,-0.021,1.909,-3.873,1.046,1.337,-1.116,4.289,1.027,1.228,0.0,-0.438,2.108,0.983,2.214,-0.512,2.209,-0.278,0.552,0.86
452,1.111,0.981,-1.587,1.564,-6.361,2.426,1.265,-1.463,4.12,0.815,1.065,0.0,0.069,1.668,3.069,2.679,-1.095,1.966,-1.699,0.899,0.816
453,1.279,0.612,-0.694,1.84,-3.651,1.376,1.221,-1.107,4.101,1.0,0.881,0.0,0.645,2.001,1.072,1.71,-2.259,2.013,-0.335,1.321,0.988
454,1.52,0.724,-0.59,2.109,-3.228,1.227,1.103,-0.823,4.591,0.561,1.215,0.0,0.548,2.234,0.876,2.484,-1.985,2.157,-0.255,1.144,0.914
455,1.476,0.877,-0.079,1.698,-3.266,1.315,1.168,-1.015,3.66,0.261,0.824,0.0,0.517,2.182,1.182,1.665,-1.928,1.931,-0.419,0.764,0.992
