Unnamed: 0,x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
281,-0.079,-1.236,0.125,-1.227,-0.523,-0.423,0.0,1.463,-3.572,-2.387,-1.318,0.287,0.983,-1.379,-0.259,5.824,-0.438,-3.73,0.117,-3.982,0.914
282,-0.13,-1.163,-0.071,-1.09,-0.38,-0.371,0.0,0.947,-2.683,-2.494,-1.422,0.27,0.942,-0.936,-0.295,4.753,-0.26,-3.002,0.211,-3.918,0.61
283,-0.132,-1.106,0.017,-1.435,-0.527,0.082,0.0,1.163,-4.374,-1.976,-1.638,0.52,0.532,-1.627,-0.353,6.85,-0.782,-4.422,0.124,-3.601,1.415
284,0.056,-1.287,0.108,-1.251,-0.4,-0.354,0.0,1.433,-3.582,-2.287,-2.097,0.763,1.234,-1.355,-0.299,5.86,-0.552,-3.52,0.148,-3.661,0.722
285,-0.133,-1.174,-0.016,-1.348,-0.584,-0.034,0.0,1.467,-3.282,-2.103,-1.845,0.858,0.838,-1.095,-0.427,5.661,-0.334,-3.87,0.271,-3.741,1.028
286,0.068,-1.493,0.027,-1.42,-0.536,-0.162,0.0,2.032,-3.325,-2.766,-2.149,0.873,1.242,-1.381,-0.297,6.154,-0.542,-4.116,0.418,-4.591,0.795
287,0.195,-1.223,0.273,-1.048,-0.475,-0.48,0.0,1.131,-2.653,-2.198,-1.152,0.422,1.227,-1.05,-0.432,4.407,-0.329,-2.722,0.259,-3.421,0.643
288,0.155,-1.41,0.358,-1.551,-0.65,0.254,0.0,1.884,-4.125,-2.225,-1.977,0.911,0.8,-1.521,-0.473,7.225,-0.535,-4.781,0.024,-3.985,1.262
289,-0.117,-1.266,0.387,-1.182,-0.245,-0.372,0.0,1.537,-3.409,-2.453,-1.862,0.755,1.22,-1.322,-0.214,5.599,-0.608,-3.474,0.312,-4.001,0.607
290,0.238,-1.247,0.07,-1.173,-0.293,-0.614,0.0,1.055,-2.448,-2.936,-1.265,0.285,1.137,-1.021,-0.424,4.067,-0.119,-2.582,0.28,-3.947,0.473
291,-0.282,-1.329,0.014,-1.659,-0.787,0.019,0.0,1.321,-4.237,-2.368,-1.047,0.145,0.298,-1.397,-0.502,7.188,-0.514,-4.948,0.2,-4.29,1.373
292,0.117,-1.272,0.093,-1.43,-0.496,-0.326,0.0,1.275,-3.737,-2.594,-1.386,0.218,0.867,-1.561,-0.378,6.025,-0.266,-3.906,0.315,-4.188,0.823
293,-0.231,-1.328,0.229,-1.245,-0.391,-0.13,0.0,1.536,-3.902,-2.483,-1.545,0.408,0.706,-1.603,-0.527,6.448,-0.201,-4.363,0.204,-4.058,0.97
294,-0.245,-1.211,0.222,-1.182,-0.502,-0.108,0.0,1.53,-3.8,-1.975,-1.762,0.634,0.976,-1.332,-0.595,6.354,-0.282,-4.155,0.027,-3.817,0.988
295,-0.07,-1.357,0.142,-1.326,-0.561,-0.231,0.0,1.699,-3.279,-2.662,-1.531,0.378,1.108,-1.119,-0.168,6.068,-0.447,-3.976,0.225,-4.561,0.859
296,0.01,-1.289,0.289,-1.433,-0.666,0.045,0.0,1.067,-4.355,-2.322,-1.001,-0.332,0.233,-1.749,-0.194,6.869,-1.023,-4.502,0.191,-3.806,1.212
297,0.159,-1.378,0.311,-1.147,-0.282,-0.504,0.0,1.983,-2.331,-2.588,-1.64,0.757,1.637,-0.743,-0.108,4.425,-0.374,-2.851,0.364,-4.243,0.441
298,-0.0,-1.244,0.279,-1.514,-0.588,-0.036,0.0,1.485,-3.619,-1.871,-1.78,0.616,0.988,-1.58,-0.356,5.835,-0.915,-3.709,0.274,-3.386,1.055
299,0.024,-1.171,0.194,-1.275,-0.645,-0.21,0.0,1.137,-3.632,-2.303,-1.722,0.6,1.003,-1.498,-0.563,6.142,-0.384,-3.653,0.261,-3.572,0.894
300,-0.138,-1.243,0.284,-1.389,-0.677,0.154,0.0,1.949,-4.025,-2.022,-1.737,0.727,1.104,-1.357,-0.466,6.971,-0.404,-4.565,0.194,-3.708,1.112
301,0.216,-1.271,0.179,-1.36,-0.603,-0.068,0.0,1.518,-3.932,-2.04,-1.799,0.611,0.92,-1.353,-0.372,6.577,-0.601,-4.162,0.247,-3.587,0.931
302,0.271,-1.254,-0.091,-1.014,-0.408,-0.624,0.0,1.015,-2.406,-1.961,-1.218,0.409,1.398,-0.896,-0.301,3.906,-0.723,-2.046,0.351,-2.917,0.304
303,-0.093,-0.947,0.131,-1.269,-0.618,-0.077,0.0,1.533,-4.214,-2.14,-1.623,0.449,0.769,-1.527,-0.251,7.281,-0.676,-4.569,0.102,-3.971,1.219
304,0.093,-1.229,0.258,-1.301,-0.573,0.019,0.0,1.593,-3.632,-2.235,-1.374,0.401,0.741,-1.44,-0.444,6.042,-0.524,-4.176,0.245,-4.005,1.074
305,0.115,-1.284,0.289,-1.535,-0.858,0.01,0.0,1.506,-3.871,-2.184,-1.373,0.406,0.676,-1.369,-0.341,5.892,-0.952,-3.937,0.123,-3.654,1.168
306,0.116,-1.537,0.004,-1.447,-0.879,0.071,0.0,1.107,-3.606,-2.317,-0.933,-0.126,0.227,-1.281,-0.481,6.013,-0.471,-4.423,0.151,-4.257,1.156
307,-0.065,-1.355,0.238,-1.64,-0.516,-0.206,0.0,1.468,-3.898,-2.236,-1.843,0.708,0.838,-1.396,-0.268,6.578,-0.784,-4.362,0.16,-4.195,1.118
308,0.038,-1.313,0.253,-1.299,-0.952,-0.237,0.0,1.758,-4.232,-2.558,-1.65,0.536,0.978,-1.572,-0.289,7.088,-0.597,-4.531,0.259,-4.349,1.296
309,-0.15,-1.014,0.453,-1.331,-0.618,-0.357,0.0,1.824,-4.123,-1.698,-2.002,1.363,1.608,-1.473,-0.379,6.798,-0.777,-3.721,0.276,-3.156,1.205
310,0.003,-1.281,0.115,-1.431,-0.52,-0.335,0.0,1.412,-3.296,-2.082,-1.379,0.505,0.916,-1.115,-0.161,5.581,-0.804,-3.521,0.375,-3.67,0.94
311,0.303,-1.317,-0.003,-1.531,-0.42,-0.021,0.0,0.969,-3.64,-2.47,-0.592,-0.466,0.026,-1.35,-0.268,5.621,-0.623,-4.333,0.207,-4.254,1.054
312,0.103,-1.286,0.22,-1.336,-0.573,-0.125,0.0,1.519,-3.58,-2.278,-1.892,0.964,1.044,-1.391,-0.356,5.974,-0.468,-3.772,0.278,-3.832,0.959
313,0.089,-1.224,0.322,-1.267,-0.527,-0.352,0.0,1.732,-3.081,-2.311,-1.762,1.038,1.396,-1.056,-0.388,5.58,-0.62,-3.414,0.228,-3.954,0.852
314,0.187,-1.399,0.221,-1.338,-0.353,-0.102,0.0,1.436,-2.741,-2.708,-2.269,0.99,1.252,-1.265,-0.404,4.891,-0.493,-3.135,0.187,-4.004,0.706
315,-0.131,-1.222,0.312,-1.186,-0.682,-0.193,0.0,1.572,-3.944,-2.171,-1.696,0.663,0.771,-1.511,-0.499,6.322,-0.087,-4.189,0.282,-3.879,0.99
316,-0.039,-1.393,0.195,-1.352,-0.608,-0.175,0.0,1.029,-3.989,-2.151,-1.361,0.36,0.792,-1.5,-0.425,6.276,-0.71,-3.853,0.279,-3.682,1.155
317,0.228,-1.266,0.032,-1.162,-0.325,-0.47,0.0,1.391,-3.085,-2.414,-1.635,0.499,1.232,-1.259,-0.475,5.005,-0.329,-3.192,0.25,-3.694,0.655
318,0.016,-1.321,0.289,-1.356,-0.733,0.023,0.0,1.609,-4.405,-1.943,-1.62,0.615,0.805,-1.45,-0.514,7.294,-0.359,-4.561,0.188,-3.655,1.263
319,-0.11,-1.266,0.283,-1.474,-0.685,0.002,0.0,2.304,-3.514,-2.318,-1.836,0.847,1.333,-1.19,-0.389,6.415,-0.263,-4.534,0.329,-4.461,1.031
320,-0.048,-1.398,0.257,-1.353,-0.595,-0.563,0.0,1.361,-2.815,-2.77,-1.398,0.35,1.143,-1.067,-0.343,5.056,-0.58,-3.283,0.213,-4.301,0.806
321,-0.005,-1.075,0.176,-1.077,-0.651,-0.223,0.0,1.456,-3.478,-2.427,-1.493,0.407,0.868,-1.371,-0.423,5.98,-0.317,-3.855,0.129,-3.867,0.979
322,-0.079,-1.348,0.168,-1.537,-0.704,-0.118,0.0,1.23,-3.935,-2.364,-1.45,0.261,0.402,-1.461,-0.412,6.382,-0.379,-4.425,0.171,-4.118,1.19
323,0.056,-1.227,0.043,-1.24,-0.398,-0.347,0.0,1.33,-3.258,-2.666,-1.193,0.244,0.792,-1.035,-0.34,5.476,-0.146,-3.801,0.298,-4.316,0.686
324,-0.147,-1.118,0.316,-1.267,-0.559,-0.051,0.0,1.93,-3.415,-2.784,-1.988,1.101,1.244,-1.354,-0.355,6.297,-0.275,-4.177,0.22,-4.47,0.954
325,0.089,-1.554,0.138,-1.201,-0.489,-0.282,0.0,1.35,-3.049,-2.562,-1.635,0.279,0.992,-1.3,-0.439,5.294,-0.4,-3.327,0.185,-3.962,0.737
326,-0.02,-1.318,0.391,-1.277,-0.495,-0.131,0.0,1.556,-3.234,-2.339,-1.905,0.944,1.315,-1.383,-0.318,5.7,-0.586,-3.465,0.13,-3.757,0.729
327,0.017,-1.603,0.03,-1.357,-0.812,-0.174,0.0,1.221,-4.321,-2.126,-1.357,0.084,0.297,-1.51,-0.204,6.696,-0.744,-4.477,0.176,-3.98,1.184
328,-0.155,-1.29,0.273,-1.469,-0.723,-0.087,0.0,1.748,-4.457,-2.226,-1.78,0.843,1.038,-1.584,-0.377,7.479,-0.655,-4.714,0.02,-3.96,1.318
329,0.019,-1.366,0.153,-1.305,-0.454,-0.351,0.0,1.423,-3.16,-2.491,-1.701,0.633,1.042,-0.99,-0.231,5.358,-0.859,-3.453,0.451,-4.069,0.928
330,0.307,-1.385,-0.098,-1.296,-0.652,-0.051,0.0,1.268,-3.53,-2.312,-1.58,0.408,0.86,-1.412,-0.18,6.058,-0.823,-3.6,0.028,-3.49,0.927
331,0.016,-1.213,0.282,-1.348,-0.476,-0.015,0.0,1.254,-3.606,-2.328,-2.14,1.01,1.082,-1.669,-0.428,6.099,-0.633,-3.565,0.11,-3.624,0.97
332,-0.141,-1.234,0.405,-1.309,-0.462,-0.224,0.0,1.578,-3.314,-2.769,-1.785,0.768,1.317,-1.325,-0.385,5.97,-0.342,-3.746,0.197,-4.128,0.856
333,0.014,-1.372,0.266,-1.411,-1.045,-0.001,0.0,1.583,-4.403,-2.073,-1.563,0.573,0.525,-1.776,-0.622,6.997,-0.506,-4.699,0.133,-3.78,1.506
334,0.101,-1.28,0.158,-0.998,-0.396,-0.494,0.0,0.971,-2.578,-2.3,-1.446,0.535,1.229,-0.876,-0.254,4.634,-0.582,-2.612,0.252,-3.45,0.5
335,-0.018,-1.274,0.187,-1.292,-0.425,-0.274,0.0,1.356,-3.539,-2.496,-1.684,0.759,1.177,-1.385,-0.341,5.747,-0.673,-3.515,0.214,-3.796,0.902
336,-0.137,-1.399,0.405,-1.331,-0.524,-0.249,0.0,1.702,-3.257,-2.261,-1.919,1.097,1.302,-1.177,-0.359,5.776,-0.473,-3.665,0.356,-3.7,0.809
337,0.068,-1.345,0.251,-1.353,-0.804,0.085,0.0,1.638,-3.897,-1.698,-1.373,0.578,0.649,-1.424,-0.49,6.302,-0.653,-4.223,0.141,-3.335,1.172
338,0.151,-1.23,-0.019,-1.025,-0.42,-0.295,0.0,1.109,-2.943,-2.215,-1.288,0.229,0.895,-1.055,-0.239,4.543,-0.543,-3.063,0.328,-3.559,0.639
339,-0.014,-1.178,0.166,-1.295,-0.403,-0.39,0.0,1.442,-3.346,-2.467,-1.657,0.493,1.05,-1.214,-0.106,5.659,-0.915,-3.549,-0.064,-3.809,0.929
340,0.064,-1.438,0.065,-1.571,-0.608,-0.167,0.0,1.49,-4.414,-1.955,-1.535,0.39,0.865,-1.533,-0.471,6.906,-0.86,-4.308,0.148,-3.657,1.327
341,0.052,-1.1,0.282,-1.083,-0.309,-0.39,0.0,0.703,-3.235,-2.063,-0.604,-0.335,0.535,-1.259,-0.336,4.83,-0.527,-3.003,0.075,-3.365,0.658
342,-0.062,-1.107,0.396,-1.296,-0.532,0.072,0.0,1.917,-4.234,-2.031,-1.905,1.165,1.042,-1.568,-0.407,7.008,-0.54,-4.551,0.093,-3.879,1.298
343,0.129,-1.621,0.239,-1.624,-0.643,-0.143,0.0,1.707,-3.499,-2.139,-1.734,0.626,1.049,-1.241,-0.423,6.056,-0.639,-3.914,0.181,-3.674,0.856
344,-0.153,-1.277,0.063,-1.393,-0.581,-0.123,0.0,1.313,-3.235,-2.417,-1.462,0.266,0.637,-1.124,-0.375,5.756,-0.347,-3.924,0.29,-4.092,1.004
345,-0.271,-1.089,0.129,-1.259,-0.574,-0.171,0.0,1.672,-3.756,-2.496,-1.347,0.414,0.931,-1.384,-0.363,6.094,-0.597,-3.972,0.308,-4.023,1.006
346,-0.142,-1.255,0.369,-1.459,-0.365,-0.181,0.0,2.077,-3.57,-2.557,-2.133,1.339,1.489,-1.34,-0.486,6.359,-0.366,-4.001,0.165,-4.139,0.978
347,0.113,-1.144,0.312,-1.197,-0.466,-0.275,0.0,1.915,-3.853,-1.596,-1.87,1.137,1.411,-1.246,-0.484,6.288,-0.563,-3.874,0.247,-3.287,1.148
348,0.008,-1.296,0.495,-1.342,-0.517,0.063,0.0,2.319,-3.869,-2.224,-2.078,1.24,1.309,-1.438,-0.295,6.821,-0.517,-4.621,0.156,-4.183,1.255
349,-0.059,-1.012,0.066,-1.523,-0.348,-0.424,0.0,0.945,-3.473,-2.404,-0.823,-0.205,0.637,-1.347,-0.448,5.577,-0.347,-3.54,0.214,-3.887,0.882
350,-0.028,-1.183,0.234,-1.247,-0.337,-0.246,0.0,1.591,-3.429,-2.58,-1.657,0.796,1.12,-1.212,-0.328,5.945,-0.431,-3.899,0.078,-4.043,0.73
351,0.338,-1.16,0.085,-1.109,-0.361,-0.559,0.0,1.736,-3.245,-2.569,-2.159,1.026,1.532,-1.27,-0.464,5.518,-0.506,-3.176,0.315,-3.688,0.694
352,-0.15,-1.371,0.301,-1.603,-0.756,0.235,0.0,2.185,-5.274,-2.309,-2.126,0.96,0.806,-1.908,-0.344,8.926,-0.635,-5.933,0.066,-4.405,1.658
353,0.206,-1.307,0.192,-1.072,-0.328,-0.607,0.0,1.332,-2.536,-2.752,-0.942,0.199,1.078,-1.018,-0.445,4.312,-0.2,-2.888,0.369,-3.803,0.418
354,0.094,-1.242,0.048,-1.023,-0.391,-0.369,0.0,1.094,-2.85,-2.725,-1.243,0.166,0.954,-1.115,-0.28,4.667,-0.393,-2.915,0.152,-3.897,0.699
355,-0.106,-1.285,0.092,-1.356,-0.522,-0.036,0.0,1.145,-4.061,-1.857,-0.99,-0.147,0.325,-1.398,-0.396,6.344,-0.786,-4.347,0.264,-3.68,1.264
356,0.311,-1.332,0.296,-1.467,-0.478,-0.037,0.0,1.548,-3.468,-1.957,-2.002,0.969,1.109,-1.304,-0.488,5.985,-0.674,-3.828,0.264,-3.782,1.199
357,-0.186,-1.275,0.255,-1.677,-0.873,-0.007,0.0,1.37,-4.575,-2.141,-1.535,0.634,0.676,-1.809,-0.45,7.419,-0.622,-4.642,0.139,-3.653,1.377
358,0.095,-1.235,0.212,-1.608,-0.781,0.152,0.0,1.808,-4.449,-2.051,-1.728,0.726,0.652,-1.458,-0.459,7.695,-0.585,-5.149,0.036,-4.121,1.391
359,-0.066,-1.359,0.363,-1.258,-0.524,-0.083,0.0,1.304,-4.129,-2.172,-1.629,0.455,0.61,-1.3,-0.48,6.985,-0.131,-4.656,0.134,-3.872,0.989
360,0.161,-1.304,0.117,-1.419,-0.471,-0.205,0.0,1.412,-3.324,-2.106,-1.714,0.603,1.186,-1.313,-0.14,5.542,-0.678,-3.396,0.267,-3.532,0.947
361,0.136,-1.269,0.368,-1.333,-0.596,0.012,0.0,2.335,-3.967,-2.165,-2.163,1.129,1.392,-1.468,-0.365,6.93,-0.365,-4.579,0.239,-3.886,1.032
362,-0.189,-1.275,0.159,-1.341,-0.57,-0.26,0.0,1.251,-3.153,-2.407,-1.15,0.242,1.005,-0.991,-0.3,5.518,-0.323,-3.535,0.115,-3.862,0.809
363,0.207,-1.246,0.088,-1.672,-0.637,-0.209,0.0,1.387,-4.563,-2.017,-1.931,0.751,0.917,-1.901,-0.414,7.088,-0.933,-4.108,0.149,-3.301,1.378
364,-0.031,-1.369,-0.049,-1.425,-0.574,-0.011,0.0,1.329,-3.673,-2.032,-1.53,0.425,0.835,-1.503,-0.279,5.956,-0.894,-3.688,0.175,-3.416,1.106
365,0.054,-1.203,0.131,-1.063,-0.359,-0.414,0.0,1.311,-2.477,-2.431,-1.819,0.754,1.366,-1.009,-0.263,4.293,-0.5,-2.557,0.338,-3.586,0.309
366,0.127,-1.281,0.205,-1.623,-0.688,-0.283,0.0,1.689,-3.531,-1.99,-0.984,0.162,0.949,-1.211,-0.294,6.074,-0.686,-3.93,0.226,-3.602,1.013
367,-0.066,-1.302,0.252,-1.514,-0.766,-0.068,0.0,0.736,-3.496,-2.186,-0.779,-0.065,0.301,-1.298,-0.35,5.52,-0.638,-3.778,0.321,-3.52,1.072
368,-0.014,-1.378,0.305,-1.607,-0.862,0.113,0.0,1.461,-4.278,-1.802,-0.877,0.076,0.559,-1.488,-0.452,6.929,-0.839,-4.68,0.167,-3.666,1.349
369,-0.107,-1.135,0.087,-1.456,-0.687,-0.133,0.0,1.555,-3.671,-2.254,-1.828,0.806,0.843,-1.327,-0.18,6.036,-0.649,-3.924,0.164,-3.837,1.076
370,0.027,-1.168,0.504,-1.395,-0.656,-0.429,0.0,2.246,-2.661,-2.195,-1.684,0.973,1.772,-0.928,-0.291,4.999,-0.802,-2.978,0.194,-3.577,0.714
371,-0.103,-1.218,0.173,-1.223,-0.445,-0.336,0.0,1.857,-3.511,-2.371,-2.138,1.16,1.592,-1.444,-0.22,5.758,-0.644,-3.366,0.194,-3.583,0.702
372,-0.429,-1.203,0.112,-1.349,-0.672,-0.054,0.0,1.495,-3.916,-2.813,-0.811,-0.31,0.254,-1.615,-0.375,6.572,-0.16,-4.868,0.213,-4.681,1.04
373,0.029,-1.389,0.229,-1.337,-0.458,-0.325,0.0,1.962,-3.334,-2.645,-1.868,0.795,1.241,-1.216,-0.392,5.888,-0.358,-3.803,0.258,-4.343,0.879
374,0.291,-1.196,0.264,-1.07,-0.243,-0.486,0.0,0.676,-2.507,-2.592,-1.184,0.069,0.838,-1.127,-0.325,3.916,-0.561,-2.371,0.276,-3.711,0.527
375,0.037,-1.363,0.201,-1.228,-0.508,-0.199,0.0,1.684,-3.354,-2.536,-1.535,0.367,1.15,-1.52,-0.361,5.916,-0.551,-3.673,0.247,-4.033,0.838
376,0.04,-1.178,0.131,-1.398,-0.547,-0.289,0.0,1.613,-3.205,-2.494,-1.537,0.415,1.065,-1.494,-0.368,5.621,-0.51,-3.752,0.219,-4.175,0.978
377,-0.075,-1.101,0.377,-0.849,-0.348,-0.713,0.0,1.38,-2.635,-2.511,-1.289,0.657,1.548,-1.011,-0.414,4.595,-0.468,-2.592,0.421,-3.916,0.362
378,0.14,-1.155,0.078,-1.09,-0.514,-0.006,0.0,1.239,-3.232,-1.832,-1.513,0.558,0.918,-0.963,-0.317,5.406,-0.613,-3.35,0.258,-3.366,0.937
379,0.33,-1.516,0.094,-1.534,-0.359,-0.194,0.0,1.969,-4.13,-2.553,-1.876,0.691,1.089,-1.537,-0.454,6.961,-0.418,-4.463,0.049,-4.293,0.929
380,0.031,-1.249,0.027,-1.361,-0.426,-0.328,0.0,1.742,-3.456,-2.117,-1.661,0.651,1.097,-1.233,-0.513,5.622,-0.564,-3.568,0.205,-3.566,0.97
381,-0.133,-1.358,0.299,-1.506,-0.664,-0.042,0.0,1.716,-3.443,-2.34,-1.615,0.769,0.979,-1.241,-0.281,5.866,-0.61,-4.037,0.287,-4.156,1.121
382,0.036,-1.282,0.247,-1.454,-0.653,0.134,0.0,1.764,-4.374,-2.473,-1.904,0.67,0.831,-1.685,-0.559,7.492,-0.171,-4.978,0.158,-4.209,1.203
383,0.296,-1.481,0.422,-1.356,-0.41,-0.47,0.0,1.545,-3.033,-2.667,-1.775,0.64,1.424,-1.092,-0.345,4.796,-0.442,-3.007,0.329,-3.984,0.578
384,-0.115,-1.203,0.12,-1.149,-0.224,-0.256,0.0,0.842,-3.387,-2.427,-1.702,0.373,0.745,-1.181,-0.135,5.245,-0.578,-3.288,0.391,-3.74,0.722
385,0.107,-1.39,0.136,-1.452,-0.307,-0.006,0.0,1.737,-3.93,-2.429,-2.053,0.561,1.025,-1.568,-0.267,6.46,-0.741,-4.235,0.277,-4.164,0.942
386,0.004,-1.276,0.117,-1.568,-0.659,-0.249,0.0,1.855,-4.072,-2.424,-1.755,0.638,1.175,-1.522,-0.358,6.532,-0.636,-4.024,0.02,-3.921,1.152
387,-0.199,-1.342,0.436,-1.362,-0.547,-0.161,0.0,1.006,-3.351,-2.284,-1.193,0.537,0.826,-1.15,-0.377,5.906,-0.788,-3.641,-0.001,-3.592,0.928
388,-0.047,-1.26,0.2,-1.309,-0.814,-0.093,0.0,1.454,-3.692,-2.377,-1.185,0.437,0.658,-1.288,-0.522,6.204,-0.475,-4.269,0.267,-4.129,1.112
389,0.023,-1.019,0.111,-1.126,-0.544,-0.279,0.0,2.083,-3.633,-2.453,-1.605,0.814,1.383,-1.134,-0.238,6.172,-0.426,-3.858,0.199,-3.899,0.747
390,-0.104,-1.488,0.313,-1.455,-0.488,-0.38,0.0,1.645,-3.655,-2.448,-1.394,0.424,1.084,-1.311,-0.409,5.978,-0.639,-3.874,0.182,-4.069,0.84
391,-0.027,-1.368,0.339,-1.51,-0.656,-0.008,0.0,1.525,-3.763,-1.973,-1.338,0.24,0.732,-1.373,-0.341,6.161,-0.546,-4.123,0.213,-3.52,1.098
392,0.214,-1.069,0.067,-0.975,-0.46,-0.134,0.0,1.147,-3.177,-1.99,-1.452,0.546,1.035,-1.325,-0.263,5.176,-0.731,-3.151,0.261,-3.237,0.886
393,0.225,-1.334,0.42,-1.516,-0.493,-0.183,0.0,1.868,-3.31,-1.576,-1.825,1.324,1.56,-0.995,-0.351,5.841,-0.891,-3.312,0.314,-3.11,0.98
394,0.044,-1.14,0.168,-1.208,-0.567,-0.175,0.0,1.367,-3.402,-2.029,-1.552,0.695,1.226,-1.477,-0.554,5.563,-0.459,-3.172,0.253,-3.061,0.81
395,-0.064,-1.291,0.394,-1.427,-0.671,-0.08,0.0,1.37,-4.179,-1.834,-1.514,0.608,0.736,-1.407,-0.329,6.734,-0.731,-4.227,0.239,-3.198,1.097
396,0.028,-1.368,0.03,-1.293,-0.435,-0.172,0.0,1.935,-3.738,-2.319,-1.93,0.854,1.316,-1.544,-0.515,6.414,-0.518,-3.995,-0.012,-3.792,0.911
397,0.102,-1.024,0.126,-1.16,-0.432,-0.153,0.0,1.343,-3.231,-2.132,-1.757,0.652,1.253,-1.316,-0.508,5.618,-0.156,-3.282,0.2,-3.374,0.8
398,0.046,-1.197,0.136,-0.938,0.115,-0.618,0.0,1.738,-2.247,-2.561,-1.522,0.524,1.667,-0.705,-0.268,4.242,-0.156,-2.687,0.136,-3.715,0.214
399,0.043,-1.422,0.323,-1.142,-0.45,-0.497,0.0,1.023,-2.847,-2.595,-0.701,-0.193,0.69,-1.063,-0.174,4.497,-0.484,-3.231,0.205,-3.829,0.558
400,0.042,-1.402,0.354,-1.445,-0.797,-0.111,0.0,1.551,-3.996,-2.471,-1.579,0.565,0.829,-1.6,-0.308,6.992,-0.604,-4.672,0.051,-4.399,1.251
401,0.069,-1.138,0.346,-1.41,-0.643,-0.193,0.0,1.261,-4.359,-2.018,-1.287,0.286,0.84,-1.631,-0.484,6.815,-0.698,-4.09,0.176,-3.317,1.059
402,-0.182,-1.3,0.249,-1.341,-0.581,-0.526,0.0,2.259,-3.795,-1.874,-1.742,0.843,1.777,-1.183,-0.266,6.553,-0.568,-3.768,0.353,-3.587,0.778
403,0.202,-1.553,0.179,-1.331,-0.5,-0.473,0.0,1.104,-2.832,-2.589,-1.566,0.162,0.904,-1.314,-0.293,4.723,-0.61,-3.058,0.506,-3.946,0.64
404,-0.037,-1.337,0.489,-1.296,-0.464,-0.24,0.0,1.944,-3.364,-2.313,-1.948,0.95,1.262,-1.312,-0.166,5.733,-0.68,-3.762,0.315,-3.897,0.962
405,0.153,-1.158,0.4,-1.286,-0.338,-0.267,0.0,1.032,-3.208,-2.355,-0.956,0.148,0.802,-1.171,-0.328,5.072,-0.636,-3.277,0.145,-3.752,0.763
406,0.136,-1.231,-0.092,-1.501,-0.653,-0.132,0.0,0.645,-3.02,-1.971,-1.112,0.109,0.443,-1.18,-0.338,4.812,-0.664,-3.102,0.146,-3.421,0.979
407,-0.012,-1.445,0.201,-1.509,-0.62,-0.129,0.0,0.94,-4.035,-2.19,-1.124,0.154,0.285,-1.424,-0.676,6.38,-0.415,-4.381,0.209,-3.762,1.164
408,0.099,-1.346,0.385,-1.334,-0.635,-0.066,0.0,1.548,-4.052,-2.025,-1.618,0.655,0.609,-1.412,-0.395,6.444,-0.663,-4.348,0.281,-3.687,1.211
409,-0.012,-1.129,0.095,-1.173,-0.448,-0.118,0.0,1.353,-3.064,-2.583,-1.322,0.287,0.921,-1.22,-0.419,5.064,-0.444,-3.503,0.18,-3.822,0.764
410,-0.021,-1.315,0.125,-1.197,-0.622,-0.345,0.0,1.321,-2.977,-2.437,-1.324,0.414,0.97,-1.053,-0.388,5.241,-0.543,-3.27,0.297,-3.961,0.863
411,0.018,-1.16,0.104,-1.097,-0.378,-0.282,0.0,1.215,-2.87,-2.581,-1.404,0.282,0.965,-1.127,-0.284,4.993,-0.457,-3.24,0.407,-3.765,0.546
412,0.083,-1.242,0.158,-1.17,-0.558,-0.316,0.0,1.473,-3.397,-2.516,-1.737,0.595,0.981,-1.379,-0.589,5.843,-0.129,-3.834,0.28,-4.025,0.915
413,0.02,-1.228,0.394,-1.421,-0.349,-0.33,0.0,1.728,-3.121,-2.5,-1.681,0.787,1.271,-1.265,-0.255,5.618,-0.757,-3.35,0.01,-3.821,0.895
414,0.514,-1.377,0.268,-0.929,-0.012,-0.78,0.0,1.12,-1.503,-2.884,-0.976,0.049,1.377,-0.704,-0.271,2.676,-0.353,-1.577,0.051,-3.61,0.12
415,-0.045,-1.117,0.223,-1.4,-0.442,-0.204,0.0,1.55,-3.887,-2.116,-1.518,0.547,0.978,-1.477,-0.449,6.352,-0.574,-3.872,0.099,-3.487,0.983
416,0.217,-1.408,0.509,-1.399,-0.515,-0.183,0.0,1.93,-3.205,-2.815,-1.86,1.026,1.219,-0.954,-0.408,5.918,-0.197,-4.008,0.369,-4.555,0.772
417,-0.137,-1.406,0.255,-1.492,-0.71,-0.067,0.0,1.819,-4.095,-2.41,-1.878,0.864,1.011,-1.652,-0.377,7.026,-0.65,-4.549,0.223,-4.345,1.345
418,-0.002,-1.271,0.279,-1.663,-0.762,-0.036,0.0,1.583,-3.993,-1.945,-1.485,0.616,0.707,-1.349,-0.288,6.629,-0.626,-4.445,0.217,-3.908,1.25
419,-0.129,-1.186,0.188,-1.531,-0.458,-0.059,0.0,1.561,-3.949,-2.262,-1.868,0.788,0.926,-1.38,-0.282,6.831,-0.607,-4.227,0.089,-3.784,1.098
420,0.086,-1.163,0.394,-1.314,-0.419,-0.389,0.0,1.685,-3.556,-2.867,-1.969,0.983,1.407,-1.494,-0.473,6.246,-0.118,-3.604,0.343,-3.968,0.757
421,0.111,-1.262,0.073,-1.382,-0.745,-0.067,0.0,1.41,-4.139,-1.871,-1.102,0.024,0.53,-1.403,-0.487,6.518,-0.259,-4.523,0.201,-3.691,1.079
