Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,x13,x14,x15,x16,x17,x18,x19,x20
289,0.194,1.502,-0.45,0.098,0.183,-0.988,-1.039,-0.914,0.515,-0.216,-0.852,0.219,0.0,-1.499,2.805,-0.17,-3.184,-0.28,0.684,-4.123,0.597
290,-0.069,1.759,-0.636,0.271,0.195,-0.664,-1.534,-0.969,0.452,-0.262,-0.888,-0.163,0.0,-2.04,2.666,-0.01,-3.079,-0.54,1.187,-3.988,0.772
291,0.617,0.878,-0.643,0.238,0.35,-1.224,-0.828,-1.165,0.588,0.115,-1.099,0.458,0.0,-1.362,2.891,0.054,-2.622,-0.78,0.702,-3.876,0.27
292,0.452,0.631,-0.428,0.29,0.423,-1.135,-0.543,-0.937,0.55,-0.478,-1.159,0.336,0.0,-1.314,2.911,-0.039,-2.25,-0.469,0.77,-4.046,0.229
293,0.662,0.628,-0.243,0.328,0.516,-1.194,-1.06,-0.625,0.644,0.178,-1.169,0.489,0.0,-1.496,2.414,-0.093,-2.928,-0.635,0.4,-4.206,-0.167
294,0.074,1.418,-0.555,0.248,0.246,-0.923,-1.041,-0.932,0.661,0.045,-1.186,0.118,0.0,-1.638,2.49,-0.186,-2.76,-0.76,0.793,-3.712,0.589
295,0.618,0.537,-0.304,-0.007,0.266,-0.975,-0.852,-0.771,0.732,0.227,-1.203,0.677,0.0,-1.14,2.718,0.039,-2.679,-0.55,0.337,-4.062,-0.015
296,0.554,0.438,0.041,0.343,0.161,-1.022,-0.375,-0.899,0.502,-0.313,-1.178,0.356,0.0,-0.978,2.76,0.477,-2.604,-0.397,0.681,-4.034,0.123
297,0.347,0.884,-0.282,0.432,0.2,-0.896,-0.813,-1.134,0.578,-0.696,-1.234,0.137,0.0,-1.547,2.575,0.05,-2.689,-0.393,1.177,-3.871,0.518
298,0.385,0.916,-0.574,0.099,0.262,-1.07,-0.818,-1.064,0.683,-0.02,-1.214,0.453,0.0,-1.21,2.971,0.185,-2.568,-0.334,0.694,-3.646,0.473
299,0.062,0.696,-0.417,-0.012,0.137,-1.159,-0.251,-1.103,0.608,0.027,-1.161,0.564,0.0,-0.862,3.023,-0.006,-2.571,-0.406,0.523,-4.032,0.56
300,0.189,0.775,0.066,0.202,0.235,-0.951,-0.596,-0.714,0.462,-0.025,-0.785,0.354,0.0,-1.123,2.36,0.018,-2.985,-0.486,0.634,-4.342,0.358
301,0.181,1.923,-1.041,0.1,0.264,-0.571,-1.89,-1.034,0.651,-0.053,-1.253,0.03,0.0,-2.19,2.635,-0.061,-3.178,-0.631,1.095,-3.803,0.536
302,0.828,0.711,-0.996,0.276,0.204,-0.97,-1.061,-1.229,0.72,-0.006,-1.179,0.621,0.0,-1.596,3.352,0.143,-3.021,-0.722,0.665,-4.177,0.148
303,0.409,0.759,-0.429,0.115,0.265,-1.158,-0.494,-0.823,0.39,-0.395,-0.943,0.648,0.0,-1.106,2.945,0.169,-2.561,-0.501,0.57,-3.949,0.31
304,0.161,1.926,-0.866,0.089,0.297,-0.899,-1.82,-0.766,0.512,-0.021,-0.765,0.088,0.0,-1.998,2.601,-0.246,-3.273,-0.621,0.809,-4.195,0.603
305,0.41,0.965,-0.818,0.298,0.217,-1.046,-0.94,-1.049,0.665,-0.191,-1.025,0.443,0.0,-1.51,2.97,-0.111,-2.584,-0.606,0.652,-3.678,0.352
306,-0.208,2.362,-0.074,0.275,0.173,-0.546,-1.828,-0.885,0.55,-0.085,-0.984,-0.45,0.0,-2.221,2.257,-0.077,-3.835,-0.637,1.476,-4.557,0.975
307,-0.105,1.11,-0.38,0.014,0.257,-1.137,-0.697,-1.125,0.653,-0.296,-1.1,0.22,0.0,-1.133,2.551,-0.012,-2.397,-0.216,0.99,-3.589,0.807
308,0.617,0.667,-0.263,0.374,0.147,-0.813,-0.549,-1.046,0.528,-0.739,-0.966,0.195,0.0,-1.316,2.734,0.236,-2.552,-0.294,0.78,-3.679,0.294
309,0.362,0.938,-0.423,0.161,0.248,-1.115,-0.803,-0.845,0.567,-0.072,-1.147,0.51,0.0,-1.328,2.811,0.061,-3.194,-0.35,0.465,-4.14,0.247
310,0.298,0.796,-0.822,0.016,0.225,-0.979,-0.901,-0.97,0.525,0.154,-1.017,0.623,0.0,-1.214,2.826,-0.036,-2.861,-0.673,0.461,-4.04,0.321
311,0.665,0.909,-0.734,0.145,0.229,-1.33,-1.052,-0.823,0.772,-0.207,-1.223,0.46,0.0,-1.511,2.87,0.095,-3.051,-0.366,0.513,-4.101,0.291
312,0.466,0.973,-0.978,0.249,0.113,-0.889,-1.055,-0.886,0.449,0.17,-0.958,0.638,0.0,-1.407,2.566,0.183,-2.878,-0.654,0.374,-3.734,0.22
313,0.474,1.159,-0.447,-0.042,0.257,-0.996,-0.886,-1.071,0.532,0.019,-1.106,0.434,0.0,-1.282,3.058,-0.03,-2.921,-0.436,0.7,-4.173,0.537
314,0.35,1.568,-0.688,0.216,0.104,-0.877,-1.25,-0.932,0.436,-0.225,-0.845,-0.058,0.0,-1.658,2.299,-0.044,-3.125,-0.478,1.176,-3.698,0.689
315,0.336,0.71,-0.072,0.1,0.313,-1.173,-0.533,-0.912,0.433,0.117,-1.032,0.412,0.0,-1.16,2.755,0.091,-2.606,-0.469,0.501,-4.12,0.208
316,-0.323,1.036,0.461,0.22,0.179,-0.925,-0.393,-0.727,0.323,-0.455,-0.804,-0.32,0.0,-1.17,2.251,0.111,-2.864,-0.089,1.34,-4.147,0.865
317,0.494,0.972,-0.7,0.085,0.198,-0.99,-0.997,-0.865,0.778,0.08,-1.259,0.549,0.0,-1.536,3.02,-0.058,-3.395,-0.537,0.558,-4.446,0.229
318,0.169,0.804,-0.014,-0.013,0.265,-0.854,-0.046,-0.903,0.273,-0.236,-0.639,0.343,0.0,-0.92,2.53,0.145,-2.082,-0.207,0.601,-3.465,0.491
319,0.322,0.346,-0.016,0.381,0.181,-0.75,-0.167,-0.545,0.416,-0.05,-0.888,0.144,0.0,-1.014,2.51,0.41,-2.284,-0.52,0.677,-3.913,0.298
320,0.527,1.629,-0.698,0.513,0.061,-0.561,-1.717,-1.05,0.637,-0.361,-0.882,-0.211,0.0,-2.295,2.561,0.026,-3.458,-0.769,1.3,-4.086,0.465
321,0.296,0.564,-0.098,0.31,0.057,-0.895,-0.347,-0.735,0.375,-0.206,-0.896,0.319,0.0,-1.1,2.737,0.261,-3.013,-0.566,0.622,-4.154,0.245
322,0.654,0.852,-1.062,0.41,0.071,-1.099,-1.041,-0.948,0.566,-0.415,-1.131,0.555,0.0,-1.764,3.198,0.012,-3.202,-0.418,0.325,-4.181,-0.152
323,0.034,1.177,-0.377,0.172,0.285,-0.846,-1.023,-0.63,0.485,0.126,-0.939,-0.162,0.0,-1.492,1.936,0.037,-2.633,-0.389,0.987,-3.715,0.644
324,0.614,0.415,-0.576,0.293,0.121,-1.034,-0.394,-0.654,0.478,-0.322,-0.853,0.44,0.0,-1.197,2.661,0.424,-2.487,-0.46,0.49,-3.609,0.058
325,0.469,0.953,-0.702,0.058,0.263,-0.988,-0.954,-0.907,0.668,-0.242,-1.277,0.398,0.0,-1.439,2.666,-0.166,-2.634,-0.472,0.684,-3.748,0.369
326,0.498,1.199,-0.24,0.247,0.273,-1.119,-0.878,-1.099,0.607,-0.504,-1.003,0.043,0.0,-1.47,2.642,0.022,-2.879,-0.349,1.049,-4.046,0.58
327,0.245,0.987,-0.181,0.085,0.062,-1.047,-0.784,-0.948,0.505,-0.3,-0.99,0.329,0.0,-1.397,2.826,-0.052,-3.338,-0.252,0.75,-4.456,0.393
328,0.48,1.074,-0.253,0.042,0.107,-0.971,-0.585,-1.045,0.569,-0.094,-0.911,0.386,0.0,-1.215,2.85,0.086,-2.849,-0.359,0.759,-4.087,0.392
329,0.274,0.805,-0.28,0.122,0.165,-1.013,-0.927,-0.945,0.572,0.455,-1.005,0.355,0.0,-1.305,2.774,-0.011,-2.92,-0.81,0.539,-4.197,0.305
330,0.154,0.956,-0.413,0.126,0.241,-1.166,-0.675,-0.875,0.509,0.036,-1.06,0.401,0.0,-1.218,2.711,-0.054,-2.826,-0.436,0.653,-4.076,0.38
331,0.52,0.761,-0.354,0.37,0.394,-0.935,-0.638,-1.218,0.415,-0.578,-0.934,0.531,0.0,-1.297,2.978,0.003,-2.648,-0.453,0.862,-4.225,0.297
332,0.255,1.644,-0.607,0.284,0.235,-0.796,-1.55,-0.964,0.599,-0.265,-1.112,-0.145,0.0,-2.018,2.292,-0.185,-3.05,-0.564,1.155,-3.574,0.562
333,-0.376,2.28,-0.63,0.11,0.127,-0.801,-1.675,-0.934,0.652,-0.117,-1.153,-0.271,0.0,-2.075,2.228,-0.14,-3.453,-0.39,1.232,-3.945,0.969
334,0.735,0.63,-0.023,0.446,0.219,-0.88,-0.201,-1.287,0.421,-0.324,-1.312,0.406,0.0,-0.938,3.167,0.214,-2.459,-0.628,0.874,-4.062,0.374
335,0.312,0.718,-0.471,0.381,0.22,-0.964,-0.734,-0.934,0.607,-0.445,-1.205,0.362,0.0,-1.271,2.462,0.101,-2.56,-0.501,0.767,-3.59,0.292
336,0.025,0.69,-0.302,0.302,0.172,-1.129,-0.502,-0.635,0.563,-0.034,-1.01,0.023,0.0,-1.224,2.197,0.185,-2.312,-0.388,0.82,-3.578,0.374
337,0.155,1.403,-0.564,0.198,0.125,-1.037,-1.303,-0.946,0.396,-0.02,-1.144,0.059,0.0,-1.866,2.755,-0.005,-3.416,-0.565,0.918,-4.261,0.443
338,0.238,0.846,0.166,0.145,0.029,-1.186,-0.608,-0.703,0.517,-0.141,-1.074,0.124,0.0,-1.169,2.585,-0.041,-3.15,-0.369,0.815,-4.432,0.352
339,0.523,0.764,-0.705,0.334,0.145,-1.002,-0.792,-1.088,0.51,-0.401,-1.277,0.51,0.0,-1.37,3.019,0.234,-2.971,-0.62,0.659,-3.816,0.128
340,0.114,1.57,-0.852,0.321,0.159,-0.934,-1.566,-0.833,0.648,-0.312,-1.102,0.046,0.0,-2.252,2.771,0.102,-3.466,-0.461,0.883,-4.132,0.416
341,0.057,1.993,-0.488,0.225,0.213,-0.744,-1.552,-1.346,0.35,-0.159,-0.799,-0.056,0.0,-2.008,2.719,-0.204,-3.498,-0.687,1.214,-4.317,0.875
342,0.197,1.219,-0.33,-0.033,0.129,-0.95,-0.509,-0.988,0.424,-0.395,-1.003,0.293,0.0,-1.188,2.785,0.11,-2.45,-0.116,0.872,-3.634,0.661
343,0.395,1.186,-0.681,0.224,0.464,-0.848,-1.397,-0.761,0.651,-0.083,-1.111,0.164,0.0,-1.664,2.59,-0.136,-2.795,-0.553,0.821,-3.914,0.377
344,-0.185,1.649,-0.08,0.222,0.294,-0.649,-1.241,-0.834,0.661,-0.206,-1.155,-0.36,0.0,-1.528,2.023,0.133,-2.742,-0.488,1.263,-3.581,0.868
345,0.475,0.656,-0.353,0.076,0.283,-1.072,-0.715,-0.836,0.682,-0.235,-1.126,0.422,0.0,-1.257,3.021,-0.114,-2.881,-0.448,0.51,-4.208,0.128
346,0.349,1.595,-0.833,0.129,0.14,-0.952,-1.151,-1.092,0.549,-0.311,-1.042,0.096,0.0,-1.75,2.748,-0.186,-3.024,-0.454,1.097,-3.866,0.585
347,0.206,1.115,-0.377,0.188,-0.142,-1.28,-0.954,-1.004,0.799,-0.162,-1.166,0.345,0.0,-1.427,2.813,-0.033,-3.461,-0.574,0.86,-4.164,0.307
348,0.521,0.953,-0.425,0.103,0.206,-1.052,-1.268,-0.992,0.62,0.061,-1.031,0.396,0.0,-1.372,2.369,-0.104,-3.084,-0.63,0.701,-4.119,0.241
349,0.478,1.354,-0.851,0.089,0.063,-1.211,-1.274,-0.898,0.822,-0.054,-1.298,0.499,0.0,-1.677,2.69,-0.246,-3.014,-0.562,0.51,-3.755,0.199
350,0.476,1.201,-0.695,0.116,0.014,-0.803,-1.09,-1.044,0.533,-0.0,-1.232,0.299,0.0,-1.372,2.499,-0.138,-3.299,-0.508,0.871,-3.772,0.528
351,0.001,2.078,-0.721,0.36,0.176,-0.838,-1.797,-0.932,0.612,-0.473,-0.925,-0.096,0.0,-2.23,2.782,-0.125,-3.471,-0.681,1.222,-4.393,0.661
352,0.543,1.125,-0.687,0.197,0.429,-0.699,-1.28,-1.021,0.613,-0.218,-0.873,0.337,0.0,-1.663,2.699,-0.144,-2.864,-0.538,0.915,-4.1,0.184
353,0.643,1.028,-0.408,0.299,0.419,-0.997,-0.907,-1.228,0.48,-0.325,-0.949,0.217,0.0,-1.504,2.7,-0.036,-2.688,-0.549,0.908,-4.246,0.386
354,0.112,1.12,-0.38,0.2,0.271,-1.162,-1.003,-0.815,0.642,-0.207,-1.302,0.29,0.0,-1.51,2.708,0.051,-3.101,-0.508,0.733,-4.289,0.412
355,0.592,1.29,-0.662,0.24,0.178,-1.122,-1.524,-1.132,0.763,-0.061,-1.379,0.365,0.0,-1.825,2.765,-0.008,-3.342,-0.599,0.684,-4.378,0.262
356,0.832,0.601,-0.483,0.457,0.362,-1.095,-0.704,-0.949,0.651,-0.136,-1.06,0.381,0.0,-1.188,2.576,0.254,-2.395,-0.6,0.688,-3.462,0.104
357,0.511,0.464,-0.551,0.152,0.131,-1.112,-0.399,-0.981,0.457,0.004,-0.949,0.597,0.0,-1.073,2.825,-0.1,-2.681,-0.356,0.496,-3.752,0.146
358,-0.055,1.908,-0.574,0.106,0.269,-0.683,-1.503,-0.913,0.546,0.08,-1.089,-0.111,0.0,-1.88,2.449,0.091,-3.16,-0.427,1.144,-3.897,0.803
359,0.722,0.927,-0.652,0.547,0.464,-0.901,-0.986,-1.004,0.488,0.107,-1.151,0.431,0.0,-1.477,2.992,0.433,-2.715,-0.675,0.518,-4.122,-0.067
360,0.23,1.01,0.002,0.189,0.307,-0.876,-0.422,-0.94,0.549,-0.789,-0.829,0.097,0.0,-1.148,2.281,0.149,-2.412,-0.22,1.153,-3.733,0.701
361,0.348,1.078,-0.417,0.41,0.456,-0.931,-0.935,-0.907,0.639,-0.188,-1.23,0.074,0.0,-1.599,2.877,0.01,-2.853,-0.514,0.907,-4.018,0.388
362,0.266,0.996,-0.611,0.206,0.248,-1.326,-0.87,-1.1,0.648,-0.176,-0.98,0.493,0.0,-1.38,2.892,-0.161,-2.999,-0.405,0.612,-3.936,0.471
363,-0.113,1.718,-0.371,0.151,0.265,-0.616,-1.249,-1.049,0.518,-0.25,-0.947,-0.278,0.0,-1.719,2.424,-0.333,-2.959,-0.419,1.399,-3.866,0.878
364,0.419,0.853,-0.136,0.24,0.302,-0.994,-0.397,-0.982,0.588,-0.577,-0.972,0.22,0.0,-1.093,2.582,0.282,-2.673,-0.255,0.947,-3.916,0.547
365,0.479,0.527,0.011,0.07,0.104,-1.135,-0.185,-0.807,0.359,-0.206,-0.907,0.351,0.0,-0.85,2.707,-0.03,-2.611,-0.21,0.705,-4.096,0.189
366,0.38,0.993,-0.069,0.241,0.204,-1.119,-0.507,-0.915,0.575,-0.228,-1.322,0.33,0.0,-1.248,3.278,0.283,-3.009,-0.387,0.833,-4.65,0.338
367,0.171,1.361,-0.985,0.066,0.124,-1.079,-1.401,-0.964,0.775,-0.048,-1.316,0.156,0.0,-1.786,2.681,0.0,-3.066,-0.424,0.923,-3.601,0.507
368,0.267,1.286,-0.235,0.295,0.165,-0.826,-1.029,-1.114,0.582,-0.26,-1.018,0.19,0.0,-1.535,2.509,-0.157,-3.159,-0.327,0.951,-4.145,0.566
369,0.687,1.28,-0.767,0.237,0.137,-1.0,-0.982,-0.73,0.443,-0.111,-0.875,0.414,0.0,-1.597,2.902,0.031,-2.807,-0.561,0.457,-4.003,0.202
370,0.134,0.944,0.058,0.221,0.195,-1.116,-0.529,-0.99,0.636,-0.442,-1.217,-0.09,0.0,-1.126,2.119,0.235,-2.399,-0.262,1.222,-3.525,0.573
371,0.438,1.932,-1.236,0.464,0.189,-0.756,-1.936,-0.772,0.488,-0.215,-1.038,-0.056,0.0,-2.337,2.276,-0.096,-3.411,-0.567,0.996,-3.646,0.337
372,0.117,1.634,-0.127,0.21,0.118,-1.038,-0.953,-0.831,0.753,-0.327,-1.351,0.014,0.0,-1.62,2.694,0.089,-3.068,-0.458,0.921,-4.169,0.745
373,0.704,0.634,-0.669,0.131,0.262,-0.939,-0.591,-0.944,0.349,-0.048,-0.877,0.517,0.0,-1.093,2.722,0.186,-2.529,-0.416,0.48,-3.553,0.029
374,0.766,0.776,-0.554,0.262,0.245,-1.242,-0.939,-0.949,0.545,-0.155,-0.95,0.755,0.0,-1.346,3.145,0.123,-3.032,-0.514,0.342,-4.234,0.03
375,0.075,2.266,-0.666,0.15,0.326,-0.77,-2.343,-0.685,0.492,0.139,-1.079,-0.373,0.0,-2.478,2.536,-0.284,-3.691,-0.652,1.276,-4.639,0.868
376,0.822,0.425,-0.287,0.083,0.367,-1.345,-0.252,-0.744,0.527,-0.015,-1.108,0.733,0.0,-0.917,2.987,0.228,-2.792,-0.261,0.184,-4.187,0.005
377,0.433,1.452,-0.709,0.078,0.244,-1.152,-1.465,-0.919,0.8,-0.031,-1.113,0.244,0.0,-1.747,2.606,0.066,-3.454,-0.594,0.802,-4.152,0.503
378,-0.111,1.288,-0.833,0.29,0.381,-0.812,-1.054,-0.626,0.369,-0.239,-0.835,-0.018,0.0,-1.656,2.457,0.018,-2.465,-0.61,0.845,-3.585,0.578
379,0.253,0.584,-0.463,0.137,0.251,-0.905,-0.012,-1.048,0.338,-0.597,-0.883,0.203,0.0,-0.895,2.424,0.447,-1.683,-0.013,0.805,-2.984,0.444
380,0.555,0.978,-1.089,0.407,0.253,-1.196,-0.92,-0.951,0.451,-0.637,-0.91,0.635,0.0,-1.67,3.056,0.15,-2.819,-0.281,0.446,-3.829,0.104
381,0.714,1.117,-0.689,0.135,0.254,-0.792,-1.159,-1.008,0.456,-0.112,-0.922,0.346,0.0,-1.632,2.869,-0.107,-3.008,-0.527,0.652,-4.123,0.284
382,0.217,0.67,-0.24,0.389,0.327,-1.072,-0.607,-0.967,0.713,-0.356,-1.176,0.268,0.0,-1.275,2.695,0.227,-2.829,-0.35,0.739,-4.014,0.196
383,0.514,0.785,-0.72,0.17,0.319,-0.919,-0.638,-0.886,0.49,0.002,-1.012,0.446,0.0,-1.187,2.381,0.139,-2.598,-0.572,0.599,-3.569,0.303
384,0.646,0.48,-0.342,0.221,0.281,-1.062,-0.046,-1.155,0.516,-0.466,-0.943,0.503,0.0,-0.678,2.707,0.067,-2.023,-0.282,0.772,-3.238,0.369
385,0.119,1.781,-1.036,0.325,0.349,-0.933,-1.465,-0.654,0.593,-0.125,-1.166,0.062,0.0,-2.056,2.606,-0.21,-2.86,-0.55,0.843,-4.011,0.504
386,0.746,0.836,-0.764,0.258,0.215,-1.115,-0.847,-1.038,0.889,-0.643,-1.211,0.583,0.0,-1.282,2.852,0.124,-2.557,-0.274,0.469,-3.686,0.08
387,0.581,0.698,-0.18,0.16,0.084,-1.228,-0.507,-1.031,0.674,-0.331,-1.117,0.451,0.0,-1.142,2.948,0.223,-2.877,-0.252,0.72,-4.284,0.189
388,0.591,0.599,-0.45,0.152,0.233,-1.191,-0.364,-0.846,0.551,-0.228,-0.91,0.377,0.0,-1.012,2.894,0.253,-2.39,-0.472,0.606,-3.819,0.186
389,0.467,1.01,-1.024,0.279,0.28,-0.946,-1.138,-1.048,0.601,-0.4,-1.17,0.374,0.0,-1.787,2.896,-0.027,-2.789,-0.438,0.678,-3.737,0.243
390,0.368,1.065,-0.203,0.198,0.273,-1.068,-0.729,-1.198,0.664,-0.401,-1.226,0.054,0.0,-1.292,2.723,0.112,-2.46,-0.264,0.964,-3.723,0.462
391,0.267,1.308,-0.124,0.206,0.282,-0.756,-1.036,-1.144,0.581,-0.32,-1.095,-0.155,0.0,-1.489,2.368,-0.089,-2.847,-0.52,1.218,-3.975,0.689
392,0.087,1.137,-0.624,0.18,0.286,-1.005,-0.551,-0.828,0.719,-0.32,-1.121,-0.007,0.0,-1.412,2.615,0.251,-2.271,-0.351,0.991,-3.278,0.719
393,0.084,1.869,-0.565,0.244,0.337,-0.767,-1.807,-0.879,0.532,0.066,-1.179,-0.138,0.0,-2.291,2.744,-0.27,-3.659,-0.708,1.18,-4.612,0.61
394,0.326,1.022,-0.347,-0.037,0.198,-1.124,-0.311,-1.055,0.379,-0.042,-0.634,0.028,0.0,-0.912,2.458,0.022,-2.023,-0.223,0.916,-3.08,0.646
395,0.865,0.536,-0.487,0.151,0.182,-1.084,-0.639,-0.903,0.618,0.076,-0.905,0.825,0.0,-1.097,3.045,0.042,-2.795,-0.57,0.274,-4.125,-0.024
396,0.504,0.703,-0.036,0.159,-0.021,-1.401,-0.312,-0.994,0.528,-0.502,-1.411,0.437,0.0,-0.964,2.777,0.115,-2.673,-0.367,0.714,-3.927,0.466
397,0.378,1.371,-0.669,0.085,0.249,-1.146,-1.503,-0.953,0.88,-0.343,-1.54,-0.037,0.0,-1.71,2.246,-0.106,-2.796,-0.488,1.217,-3.425,0.524
398,0.52,0.699,-0.394,0.159,0.357,-1.143,-0.357,-0.965,0.471,-0.312,-0.867,0.435,0.0,-1.128,2.897,0.148,-2.489,-0.244,0.552,-4.009,0.1
399,0.446,0.458,-0.252,0.252,0.285,-1.255,-0.119,-1.085,0.661,-0.539,-1.088,0.316,0.0,-0.998,2.779,0.254,-2.134,-0.209,0.803,-3.78,0.368
400,0.261,1.652,-1.0,0.153,0.432,-0.797,-1.223,-0.932,0.599,0.129,-1.074,0.11,0.0,-1.721,2.634,-0.21,-2.725,-0.623,0.893,-3.522,0.395
401,0.394,1.032,-0.987,0.234,0.298,-1.045,-1.067,-0.767,0.494,0.314,-1.084,0.421,0.0,-1.487,2.621,0.118,-2.716,-0.518,0.426,-3.727,0.255
402,0.637,0.64,-0.071,0.292,0.261,-0.838,-0.329,-1.018,0.401,-0.454,-0.769,0.502,0.0,-0.984,2.97,0.347,-2.539,-0.525,0.701,-3.888,0.31
403,0.633,0.275,-0.509,0.277,0.4,-1.141,-0.714,-0.748,0.585,0.203,-1.027,0.702,0.0,-1.144,3.125,0.278,-2.895,-0.538,0.197,-4.095,-0.07
404,0.548,1.026,-1.136,0.378,0.072,-0.963,-1.107,-0.973,0.569,0.016,-0.909,0.412,0.0,-1.711,2.791,0.016,-2.711,-0.721,0.563,-3.462,0.101
405,0.283,1.192,-0.319,0.211,0.319,-0.919,-0.976,-1.091,0.661,-0.241,-1.243,0.269,0.0,-1.383,2.565,0.107,-3.183,-0.43,0.823,-4.178,0.464
406,0.544,0.252,-0.704,0.174,0.264,-1.225,-0.657,-0.752,0.557,0.075,-0.952,0.573,0.0,-1.238,2.823,-0.119,-3.07,-0.278,0.319,-4.148,0.01
407,0.453,1.613,-1.008,0.215,0.258,-1.131,-1.129,-1.401,0.731,-0.391,-1.363,0.404,0.0,-1.887,3.304,-0.084,-2.702,-0.629,0.902,-3.903,0.581
408,0.44,0.548,-0.037,0.11,0.365,-1.164,-0.008,-0.983,0.508,-0.357,-0.992,0.658,0.0,-0.67,2.695,0.217,-2.119,-0.218,0.397,-3.89,0.492
409,0.73,0.21,-1.002,0.25,0.104,-1.292,-0.555,-0.638,0.695,0.209,-1.327,0.703,0.0,-1.084,2.602,0.313,-2.408,-0.597,0.127,-3.169,-0.098
410,0.257,1.359,-0.029,0.167,0.317,-0.649,-0.472,-1.15,0.366,-0.143,-0.948,-0.025,0.0,-1.152,2.288,0.237,-2.277,-0.355,1.219,-3.45,0.861
411,0.795,0.441,-0.427,0.301,0.379,-0.862,-0.359,-0.937,0.491,-0.091,-1.154,0.546,0.0,-1.12,3.021,0.201,-2.281,-0.651,0.481,-3.793,-0.021
412,0.485,0.474,-0.598,0.15,0.136,-1.351,-0.092,-1.147,0.632,-0.445,-1.119,0.748,0.0,-0.916,2.899,-0.081,-2.23,-0.089,0.293,-3.561,0.297
413,0.583,1.104,-0.026,0.247,0.304,-1.103,-0.734,-1.091,0.692,-0.901,-1.192,0.22,0.0,-1.335,2.854,0.236,-3.085,-0.225,1.057,-4.286,0.419
414,0.377,0.362,-0.36,0.151,0.094,-1.291,-0.424,-0.744,0.652,0.097,-1.23,0.534,0.0,-1.053,2.864,0.098,-2.795,-0.505,0.433,-3.909,0.178
415,0.84,0.946,-0.409,0.273,0.271,-0.982,-1.007,-0.85,0.651,-0.065,-1.131,0.505,0.0,-1.526,2.851,-0.195,-3.439,-0.449,0.51,-4.561,0.094
416,0.455,1.012,-0.148,0.212,0.225,-0.697,-0.73,-0.862,0.573,0.028,-1.19,0.054,0.0,-1.34,2.489,0.107,-2.443,-0.61,0.903,-3.78,0.366
417,-0.09,1.162,-0.462,0.356,0.426,-0.813,-0.334,-0.866,0.522,-0.633,-0.895,-0.073,0.0,-1.051,2.401,0.438,-1.774,-0.262,1.047,-2.9,0.726
418,0.919,0.496,-0.142,0.132,0.357,-1.175,-0.612,-1.238,0.536,-0.3,-1.152,0.714,0.0,-1.14,3.207,0.037,-2.73,-0.487,0.477,-4.38,0.081
419,0.171,1.28,-0.81,0.286,0.317,-1.132,-1.117,-0.689,0.571,0.088,-1.114,0.401,0.0,-1.7,2.573,-0.005,-2.84,-0.647,0.541,-3.938,0.382
420,0.272,1.279,-0.607,0.505,0.363,-0.901,-1.254,-1.113,0.574,-0.249,-1.276,0.053,0.0,-1.816,2.795,0.155,-3.042,-0.825,1.005,-3.951,0.354
421,0.781,0.393,-0.212,0.24,0.375,-1.136,-0.556,-1.031,0.548,-0.0,-0.947,0.512,0.0,-1.078,2.983,0.038,-2.753,-0.537,0.483,-4.197,-0.059
422,0.219,0.726,0.141,0.256,0.311,-0.786,-0.275,-0.904,0.169,-0.674,-0.677,0.139,0.0,-1.083,2.315,0.322,-2.201,-0.375,0.997,-3.754,0.366
423,0.819,0.561,-0.163,0.453,0.125,-1.044,-0.505,-1.196,0.448,-0.613,-0.965,0.517,0.0,-1.063,3.059,0.363,-2.777,-0.484,0.655,-4.231,0.139
424,0.322,0.612,-0.534,0.233,0.299,-1.184,-0.499,-1.02,0.539,-0.216,-1.049,0.36,0.0,-0.998,3.058,0.251,-2.607,-0.586,0.777,-3.913,0.285
425,0.155,1.182,-0.644,0.347,0.068,-0.881,-0.807,-0.751,0.49,-0.474,-1.097,0.108,0.0,-1.517,2.747,0.13,-2.883,-0.262,0.813,-3.631,0.331
426,0.739,0.158,-0.367,0.271,0.37,-1.036,-0.596,-1.222,0.593,-0.412,-0.874,0.57,0.0,-0.922,2.872,0.247,-2.497,-0.577,0.628,-3.867,-0.008
427,0.173,0.885,0.157,0.435,0.153,-0.726,-0.355,-0.981,0.364,-0.939,-0.685,0.184,0.0,-1.217,2.498,0.359,-2.612,-0.277,1.023,-4.073,0.51
428,0.581,0.405,-0.264,0.228,0.042,-1.105,-0.566,-1.109,0.532,-0.082,-0.92,0.761,0.0,-1.064,2.897,0.322,-2.873,-0.481,0.339,-4.103,0.007
429,0.599,0.602,-0.084,0.294,0.197,-0.912,-0.277,-1.005,0.652,-0.415,-1.184,0.191,0.0,-0.87,2.639,0.497,-2.333,-0.326,0.899,-3.541,0.309
430,0.728,0.519,-0.724,0.504,0.146,-1.216,-0.555,-1.154,0.658,-0.479,-1.114,0.998,0.0,-1.407,3.772,0.303,-3.203,-0.436,0.231,-4.499,-0.083
431,0.487,0.567,-0.413,0.175,0.477,-1.015,-0.289,-1.034,0.535,-0.255,-0.791,0.643,0.0,-0.983,2.591,0.059,-1.919,-0.36,0.489,-3.555,0.16
432,0.609,1.576,-1.294,0.292,0.476,-0.873,-1.808,-0.825,0.733,0.036,-1.421,0.372,0.0,-2.186,2.582,-0.197,-2.979,-0.722,0.695,-3.762,0.165
