x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y,x12,x13,x14,x15,x16,x17,x18,x19,x20
0.139,1.486,1.347,3.513,0.462,0.246,-0.062,0.811,-0.884,-1.332,0.37,0.0,2.221,1.19,3.1,1.844,-0.186,0.502,2.381,-0.522,-0.079
-0.57,1.387,0.874,4.876,0.631,0.052,0.072,0.575,-0.766,-1.458,-0.476,0.0,2.362,0.959,2.56,2.331,0.133,0.44,2.929,-0.362,-0.164
0.006,1.274,1.031,3.705,0.377,0.259,0.288,1.084,-0.585,-1.188,-0.113,0.0,2.264,0.862,2.581,2.421,0.691,-0.22,2.708,-0.391,-0.132
-0.317,1.475,1.263,3.947,0.908,-0.255,-0.557,0.737,-0.621,-1.094,0.152,0.0,2.34,0.94,3.042,1.186,-1.217,0.851,2.373,-1.199,-0.067
-0.651,1.17,0.67,3.968,0.495,0.255,0.443,0.372,-0.561,-1.153,-0.735,0.0,2.109,0.927,2.336,2.232,0.737,-0.137,3.17,0.281,-0.195
-0.406,1.153,1.15,4.13,0.536,-0.145,-0.193,0.782,-0.488,-1.311,-0.036,0.0,2.365,0.804,2.746,1.893,-0.157,0.485,2.767,-0.651,-0.086
0.056,1.269,0.695,5.052,1.018,0.09,-0.239,0.609,-0.499,-1.301,0.337,0.0,1.746,0.943,2.51,0.884,-0.704,0.525,3.386,-0.732,0.103
-0.919,1.359,1.075,3.859,0.652,-0.148,-0.509,0.271,-0.85,-1.363,-0.459,0.0,1.968,0.908,2.529,1.038,-0.681,1.01,2.443,-0.562,-0.19
-0.763,1.316,0.8,5.139,0.424,-0.443,-0.873,0.319,-0.695,-1.532,-0.003,0.0,2.184,0.644,3.039,0.036,-2.104,1.883,2.145,-1.37,0.14
-0.195,1.227,0.85,3.699,0.569,-0.16,-0.596,0.101,-0.419,-1.306,0.156,0.0,1.542,0.814,2.534,0.192,-1.458,1.042,2.152,-0.853,-0.16
-0.48,1.375,1.065,3.707,0.672,-0.06,-0.294,0.733,-0.791,-1.134,-0.208,0.0,2.271,1.179,2.6,1.396,-0.439,0.378,2.744,-0.614,-0.322
-0.439,1.367,0.905,4.369,0.596,-0.103,-1.001,0.343,-0.545,-1.206,-0.065,0.0,1.975,0.989,2.745,-0.079,-2.182,1.898,2.137,-0.988,0.053
-0.344,1.086,0.383,4.37,0.453,0.028,-0.217,0.539,-0.29,-1.04,-0.113,0.0,1.343,0.897,2.135,0.921,-0.337,0.528,2.831,-0.525,0.073
-0.596,1.45,1.138,4.723,0.615,-0.251,-0.56,0.952,-0.892,-1.379,-0.011,0.0,2.274,0.666,3.078,0.936,-1.11,1.081,2.47,-1.077,-0.082
-0.816,1.453,1.204,3.437,0.737,-0.196,-0.519,0.907,-0.599,-1.388,-0.545,0.0,2.332,0.82,2.739,1.437,-0.965,1.066,2.239,-0.953,-0.333
-0.199,1.174,0.842,4.052,0.749,-0.381,-0.967,0.763,-0.424,-1.065,0.106,0.0,1.521,0.82,2.33,-0.086,-1.73,1.413,2.237,-1.212,0.092
-0.242,1.54,0.977,3.949,0.406,0.173,-0.057,0.096,-0.854,-1.365,-0.092,0.0,2.182,0.798,2.672,1.384,-0.279,0.551,2.536,-0.207,0.009
-0.457,1.233,1.248,3.692,0.518,-0.332,-0.6,0.753,-0.59,-1.361,0.109,0.0,2.155,1.014,2.816,0.783,-1.24,1.091,2.037,-1.111,-0.138
-0.871,1.437,1.037,4.141,0.322,-0.384,-0.61,0.857,-0.616,-1.314,-0.542,0.0,2.149,0.908,2.699,1.084,-1.039,1.402,1.956,-0.975,-0.295
-0.287,1.523,1.308,3.061,0.543,0.046,-0.281,1.28,-0.7,-1.204,-0.06,0.0,2.324,0.976,3.029,1.555,-0.451,0.672,1.976,-0.833,-0.186
0.392,1.353,0.839,3.712,0.849,0.086,-0.085,0.588,-0.541,-1.247,0.625,0.0,1.793,0.903,3.005,1.368,-0.329,0.217,2.8,-0.555,0.24
-0.297,1.286,0.709,4.523,0.846,0.033,-0.718,0.399,-0.909,-1.423,0.094,0.0,2.035,0.909,2.752,0.383,-1.482,0.987,2.821,-0.966,0.132
-0.585,1.315,1.141,3.926,0.562,-0.08,-0.096,1.135,-0.611,-1.23,-0.427,0.0,1.852,0.958,2.553,1.456,-0.098,0.609,2.632,-0.698,-0.139
0.635,1.377,0.514,4.673,0.654,0.135,-0.354,0.607,-0.558,-1.06,0.989,0.0,1.841,1.122,3.073,1.158,-0.583,0.318,3.211,-0.571,0.263
-1.247,1.579,1.154,3.717,0.523,-0.439,-0.587,1.07,-0.616,-1.232,-0.656,0.0,1.95,0.812,2.692,1.024,-0.691,0.99,2.313,-0.819,-0.407
0.031,0.96,0.471,3.827,0.595,0.045,-0.38,1.0,-0.32,-0.914,0.374,0.0,1.154,0.807,2.043,0.663,-0.496,0.409,2.584,-0.739,0.11
-0.003,1.392,0.85,4.499,0.851,0.016,0.168,0.953,-0.732,-1.281,0.207,0.0,2.265,0.988,3.109,1.923,0.124,-0.004,3.263,-0.666,-0.177
-0.066,1.249,1.394,3.51,0.531,-0.427,-0.273,0.67,-0.579,-1.351,0.413,0.0,2.366,1.009,3.066,1.288,-0.744,0.628,2.23,-0.915,0.029
-0.514,1.4,0.713,4.352,0.542,-0.005,-0.249,0.459,-0.689,-1.126,-0.208,0.0,1.81,0.851,2.607,0.883,-0.563,0.748,2.88,-0.441,-0.003
-0.053,1.515,1.048,3.2,0.692,0.329,0.048,0.505,-0.685,-1.154,0.01,0.0,2.065,0.759,2.839,1.689,0.017,0.292,2.452,-0.162,-0.065
-0.325,1.415,1.061,4.294,0.714,0.148,-0.192,0.141,-0.568,-1.203,-0.226,0.0,2.248,0.9,2.571,1.33,-0.739,0.731,2.839,-0.29,-0.055
-0.359,1.298,0.894,4.503,0.588,0.024,0.017,0.518,-0.557,-1.172,-0.104,0.0,1.992,0.895,2.795,1.453,-0.177,0.497,3.072,-0.505,-0.194
0.407,1.323,0.623,4.473,0.432,0.492,0.611,0.196,-0.676,-1.193,0.058,0.0,1.974,0.782,2.533,2.179,0.551,-0.178,3.389,0.39,0.002
-0.554,1.468,1.189,3.937,0.573,-0.231,-0.645,0.532,-0.688,-1.318,-0.095,0.0,2.104,1.067,2.953,1.174,-0.832,0.925,2.31,-0.78,0.049
-0.439,1.005,0.28,4.258,0.56,-0.641,-0.832,0.857,-0.47,-1.017,0.173,0.0,1.148,0.932,2.114,-0.354,-1.713,1.4,2.143,-1.347,0.064
-0.537,1.197,1.349,3.651,0.658,-0.446,-0.103,0.821,-0.477,-1.281,-0.161,0.0,1.938,0.871,2.455,1.082,-0.611,0.898,2.143,-0.993,-0.295
-0.502,1.464,1.248,3.153,0.728,0.091,-0.408,0.565,-0.767,-1.231,-0.289,0.0,2.205,0.987,2.9,1.062,-0.785,0.738,2.165,-0.692,-0.141
-0.913,1.578,0.895,2.8,0.545,0.313,0.302,0.042,-0.864,-1.128,-0.919,0.0,2.114,0.806,2.265,1.881,0.217,0.316,2.367,0.264,-0.345
-0.862,1.431,1.157,4.229,0.589,-0.368,-0.543,0.908,-0.787,-1.399,-0.162,0.0,2.243,0.886,2.861,1.122,-1.232,1.15,2.257,-1.172,0.061
-0.494,1.37,0.85,4.671,0.398,0.273,-0.279,0.687,-0.823,-1.381,-0.397,0.0,2.081,0.961,2.525,1.362,-0.288,0.675,2.967,-0.533,0.094
-0.565,1.302,1.167,4.162,0.594,0.011,-0.235,0.673,-0.705,-1.335,-0.433,0.0,2.312,0.999,2.551,1.808,-0.285,0.593,2.892,-0.413,-0.157
-0.62,1.285,1.006,4.191,0.448,-0.185,-0.842,0.642,-0.492,-1.276,-0.205,0.0,1.892,0.874,2.54,0.696,-1.053,1.208,2.149,-0.939,0.049
-0.063,1.325,0.98,4.511,0.651,-0.06,-0.635,0.299,-0.728,-1.142,0.439,0.0,1.965,0.904,2.847,0.635,-1.246,1.008,2.514,-0.873,0.239
-0.236,1.397,1.206,4.106,0.623,-0.32,-0.597,1.077,-0.776,-1.33,0.057,0.0,2.041,1.097,2.907,0.692,-1.29,1.122,2.269,-1.237,-0.032
-0.461,1.435,1.038,4.616,0.722,-0.215,-0.78,0.721,-0.808,-1.148,0.126,0.0,1.976,0.681,2.926,0.166,-1.764,1.321,2.482,-1.25,0.089
-0.129,1.344,1.195,3.47,0.862,-0.308,-0.231,1.065,-0.324,-1.342,0.352,0.0,2.065,1.08,3.072,1.168,-0.691,0.46,2.219,-1.076,-0.149
-0.165,1.278,0.887,4.453,0.6,-0.139,-0.75,0.341,-0.472,-1.478,0.133,0.0,2.034,0.965,2.648,0.26,-1.744,1.312,2.276,-0.766,0.199
-0.532,1.407,1.16,4.003,0.343,-0.277,-0.471,0.657,-0.402,-1.368,0.065,0.0,2.324,0.889,3.053,0.967,-1.305,1.384,1.603,-1.06,0.084
-0.15,1.372,1.188,4.084,0.879,-0.169,-0.303,0.677,-0.804,-1.333,0.037,0.0,1.826,0.967,2.563,0.765,-0.882,0.741,2.641,-0.932,-0.029
-1.016,1.396,0.924,4.338,0.329,-0.012,0.011,0.522,-0.782,-1.207,-0.871,0.0,2.349,0.789,2.312,1.936,-0.011,0.699,2.628,-0.282,-0.371
-0.553,1.02,0.482,4.435,0.527,-0.039,0.192,0.676,-0.366,-1.243,-0.67,0.0,1.706,0.974,1.881,1.963,0.358,0.109,2.884,-0.218,-0.363
-0.54,1.394,0.818,3.383,0.535,0.188,0.004,0.756,-0.554,-1.088,-0.441,0.0,1.817,0.879,2.433,1.704,0.133,0.328,2.471,-0.21,-0.318
-0.166,1.305,0.943,3.984,0.786,0.145,-0.158,0.445,-0.677,-1.42,0.095,0.0,2.015,1.053,2.713,1.206,-0.539,0.573,2.657,-0.501,0.197
-0.673,1.262,1.34,3.794,0.545,-0.219,-0.47,0.87,-0.643,-1.132,-0.047,0.0,1.95,0.966,2.798,1.148,-0.697,0.587,2.303,-1.04,-0.172
-0.388,1.284,1.153,3.561,0.622,0.013,-0.435,0.263,-0.825,-1.373,-0.11,0.0,2.157,1.108,2.795,1.161,-0.655,0.831,2.37,-0.441,-0.462
-0.228,1.315,0.418,3.988,0.59,0.316,0.317,0.232,-0.72,-1.023,-0.782,0.0,1.893,0.893,2.167,1.912,0.41,0.101,3.198,0.429,-0.223
0.07,1.235,1.474,3.054,0.585,-0.118,-0.333,0.925,-0.636,-1.169,0.394,0.0,2.201,0.917,2.95,1.324,-0.654,0.553,2.047,-0.989,0.006
-0.238,1.286,1.092,4.45,0.801,-0.32,-0.644,1.097,-0.654,-1.432,0.064,0.0,2.227,0.716,2.779,0.661,-1.552,1.08,2.631,-1.248,0.067
-0.464,1.212,1.048,4.176,0.396,-0.324,-0.535,1.197,-0.669,-1.235,-0.089,0.0,1.965,0.844,2.805,0.294,-1.494,1.352,2.043,-1.018,0.207
-0.841,1.284,1.126,3.846,0.611,-0.051,-0.463,0.079,-0.632,-1.303,-0.019,0.0,2.123,0.978,2.876,0.968,-0.985,1.116,2.275,-0.829,-0.028
-0.375,0.916,-0.068,4.115,0.563,0.055,0.047,0.742,-0.319,-0.95,-0.411,0.0,1.025,0.9,1.455,0.647,-0.192,0.328,2.635,-0.368,0.141
-0.284,1.25,0.707,4.908,0.539,-0.456,-0.857,0.345,-0.548,-1.412,0.364,0.0,2.068,0.975,2.938,-0.001,-2.102,1.715,2.41,-1.249,0.072
-0.215,1.215,0.874,4.399,0.824,-0.082,-0.274,0.396,-0.381,-1.108,-0.097,0.0,1.93,0.849,2.472,1.357,-0.599,0.457,2.864,-0.549,-0.084
0.509,1.135,1.02,4.384,0.681,0.083,-0.183,0.576,-0.457,-1.273,0.658,0.0,1.983,0.869,2.916,1.679,-0.155,0.072,3.137,-0.559,0.147
-0.738,1.404,0.612,4.732,0.667,0.124,0.354,0.429,-0.666,-1.355,-0.988,0.0,2.25,0.942,2.224,2.304,0.546,0.141,3.578,0.139,-0.351
-0.207,1.624,0.935,4.484,0.68,-0.149,-0.343,0.4,-0.835,-1.195,0.226,0.0,2.043,0.861,3.004,0.951,-0.83,0.757,2.726,-0.686,0.347
-0.05,1.245,1.449,3.392,0.774,-0.471,-0.881,1.043,-0.425,-1.407,0.462,0.0,2.025,0.882,2.795,0.216,-1.781,1.209,1.836,-1.621,-0.26
-0.671,1.098,0.502,4.411,0.495,-0.17,-0.247,0.536,-0.328,-1.045,-0.417,0.0,1.547,0.807,2.082,0.555,-0.686,0.779,2.533,-0.546,-0.156
0.087,1.384,0.779,4.71,0.664,-0.096,-0.493,1.087,-0.786,-1.357,0.575,0.0,1.756,1.106,2.961,0.706,-1.186,0.983,2.482,-1.282,0.161
-1.033,1.393,1.092,4.968,0.543,-0.315,-0.84,0.109,-0.745,-1.534,-0.558,0.0,2.208,0.969,2.712,0.303,-1.947,1.974,2.259,-0.888,-0.105
-0.242,1.206,0.754,4.032,0.616,0.048,-0.433,0.982,-0.592,-1.021,0.184,0.0,1.477,0.818,2.377,0.202,-0.788,0.554,2.654,-0.905,0.088
-0.578,1.483,0.876,3.842,0.612,0.035,-0.13,0.471,-0.706,-1.302,-0.563,0.0,2.085,0.945,2.534,1.225,-0.513,0.739,2.742,-0.374,-0.19
-0.605,1.466,0.91,3.389,0.613,0.098,0.098,0.414,-0.654,-1.268,-0.699,0.0,2.035,1.008,2.441,1.919,0.04,0.275,2.738,0.004,-0.334
-0.358,1.27,1.176,3.629,0.451,-0.305,-0.612,0.063,-0.691,-1.284,0.412,0.0,1.874,0.914,2.945,0.36,-1.322,1.337,1.874,-0.932,0.202
0.028,1.152,0.273,4.733,0.513,0.325,0.623,0.523,-0.589,-1.104,-0.152,0.0,1.662,0.99,2.181,2.016,0.791,-0.295,3.28,0.055,-0.198
-0.738,1.136,0.872,3.681,0.592,-0.154,-0.165,0.907,-0.36,-1.328,-0.525,0.0,1.602,0.879,2.221,1.369,-0.053,0.278,2.609,-0.584,-0.191
-0.361,1.267,1.238,3.292,0.762,-0.061,-0.455,1.031,-0.71,-1.216,0.092,0.0,2.104,1.042,2.825,0.979,-0.815,0.717,2.223,-1.07,-0.252
-0.493,1.344,1.46,3.74,0.797,-0.683,-0.797,1.22,-0.752,-1.188,0.089,0.0,1.964,0.825,2.834,0.313,-1.517,1.146,2.124,-1.541,-0.176
-0.553,1.175,0.554,4.045,0.424,0.231,0.493,0.907,-0.339,-1.08,-0.966,0.0,1.789,0.821,1.903,2.382,0.873,-0.189,2.893,-0.092,-0.1
-0.223,1.492,1.451,2.946,0.412,0.01,0.003,0.844,-0.794,-1.327,0.222,0.0,2.329,1.073,3.149,1.917,-0.034,0.152,2.022,-0.51,-0.285
-0.811,1.352,0.878,3.993,0.64,-0.123,-0.469,0.149,-0.65,-1.366,-0.248,0.0,1.987,0.959,2.74,1.152,-0.608,1.002,2.483,-0.476,-0.353
0.096,1.314,0.629,4.546,0.664,0.266,-0.059,0.611,-0.791,-1.124,0.073,0.0,2.058,0.905,2.673,1.48,-0.16,0.266,3.296,-0.204,-0.035
-0.489,1.333,0.745,4.01,0.795,-0.529,-0.643,1.012,-0.605,-1.148,0.009,0.0,1.5,1.026,2.667,0.169,-1.091,1.065,2.33,-1.138,-0.015
-0.41,1.205,0.769,4.019,0.378,-0.086,-0.261,0.258,-0.509,-1.274,-0.261,0.0,2.155,1.006,2.494,1.226,-0.742,1.003,2.295,-0.402,-0.187
-0.146,1.218,0.629,4.432,0.617,0.266,-0.373,-0.216,-0.469,-1.244,0.087,0.0,1.814,1.123,2.636,0.728,-0.764,0.743,3.01,-0.19,0.298
0.18,1.355,1.071,3.041,0.672,0.369,0.27,1.018,-0.583,-1.284,0.012,0.0,2.323,1.03,2.875,2.415,0.542,-0.226,2.534,-0.089,-0.192
-0.724,1.283,1.098,4.252,0.591,-0.694,-0.81,0.714,-0.47,-1.18,-0.015,0.0,2.004,0.636,2.723,0.427,-1.575,1.407,1.938,-1.347,-0.016
-0.493,1.274,0.958,4.758,0.712,-0.305,-0.679,0.686,-0.584,-1.315,-0.084,0.0,1.756,1.002,2.731,0.088,-1.635,1.31,2.495,-1.089,0.256
-0.778,1.198,0.815,4.28,0.61,-0.328,-0.366,0.87,-0.566,-1.124,-0.617,0.0,1.765,0.809,2.257,1.006,-0.53,0.811,2.461,-0.706,-0.316
-0.462,1.633,1.059,4.198,0.817,-0.139,-0.331,0.84,-0.74,-1.312,0.215,0.0,2.237,0.948,3.167,1.184,-0.814,0.669,2.479,-0.989,0.256
-0.292,1.401,0.993,4.821,0.63,-0.036,-0.621,0.845,-0.758,-1.102,0.004,0.0,2.296,0.995,2.906,1.076,-0.761,0.765,3.071,-0.82,0.003
-0.61,1.037,0.412,4.519,0.472,-0.152,-0.166,0.903,-0.446,-1.063,-0.24,0.0,1.573,0.738,2.111,1.185,-0.222,0.44,2.824,-0.617,-0.084
-0.586,1.24,1.0,4.292,0.708,-0.133,-0.124,0.706,-0.519,-1.294,-0.029,0.0,2.065,0.879,2.473,1.558,-0.386,0.485,2.967,-0.871,-0.105
-0.528,1.074,1.138,3.767,0.88,-0.414,-0.634,0.536,-0.672,-1.287,-0.016,0.0,2.074,0.861,2.558,0.5,-1.591,1.2,2.084,-1.226,-0.188
-0.059,1.245,1.117,4.209,0.708,-0.346,-0.741,0.499,-0.353,-1.118,0.428,0.0,1.972,0.841,2.775,0.785,-1.258,0.993,2.273,-0.994,0.141
-0.081,1.258,0.995,4.717,0.669,-0.075,-0.82,0.215,-0.396,-1.382,0.455,0.0,2.316,1.124,3.071,0.711,-1.368,1.048,2.894,-0.739,0.498
-0.495,1.319,0.98,4.995,0.564,-0.245,-1.068,0.648,-0.73,-1.247,-0.108,0.0,2.135,0.954,2.81,-0.011,-2.11,1.5,2.445,-1.306,0.15
-0.394,1.08,0.81,3.942,0.649,-0.068,-0.11,0.797,-0.454,-1.129,-0.213,0.0,1.772,0.898,2.406,0.818,-0.719,0.738,2.537,-0.604,-0.284
-0.636,1.15,0.375,5.005,0.676,-0.35,-0.287,1.29,-0.351,-0.998,-0.414,0.0,1.306,0.687,1.869,0.626,-0.591,0.738,3.103,-0.875,-0.018
-0.829,1.429,0.885,4.245,0.507,0.096,-0.184,0.657,-0.862,-1.038,-0.596,0.0,1.937,1.009,2.488,1.139,-0.338,0.762,2.627,-0.573,-0.334
-0.464,1.38,1.019,4.397,0.689,-0.151,0.032,0.673,-0.559,-1.301,-0.514,0.0,2.208,0.963,2.659,1.893,0.074,0.247,3.208,-0.316,-0.219
-0.523,1.145,0.223,4.896,0.529,-0.102,-0.189,0.557,-0.628,-0.989,-0.289,0.0,1.305,0.918,2.137,0.854,-0.133,0.36,3.078,-0.534,0.141
-0.11,1.142,0.797,3.685,0.594,0.29,0.291,0.941,-0.501,-1.093,-0.169,0.0,1.837,1.124,2.334,2.223,0.72,-0.113,2.833,-0.237,-0.306
-1.139,1.217,1.035,3.996,0.473,-0.72,-0.865,0.616,-0.354,-1.62,-0.644,0.0,2.121,0.737,2.302,0.266,-1.958,2.006,1.758,-1.247,-0.156
-0.239,1.233,0.648,3.329,0.745,0.205,0.005,0.591,-0.478,-1.359,-0.295,0.0,1.559,0.873,2.161,1.128,0.12,0.035,2.694,-0.14,-0.272
-0.263,1.54,0.562,4.519,0.384,0.366,0.27,0.445,-0.631,-1.233,-0.375,0.0,2.038,0.815,2.561,1.991,0.061,0.263,3.124,-0.052,-0.334
-0.163,1.258,1.138,3.972,0.454,0.074,-0.6,0.42,-0.641,-1.29,0.217,0.0,2.261,0.817,2.75,1.18,-0.852,0.736,2.454,-0.691,-0.03
-0.211,1.284,0.871,4.091,0.618,-0.24,-0.568,0.891,-0.614,-1.209,0.305,0.0,1.86,0.808,2.678,0.731,-0.824,0.713,2.402,-1.118,0.005
-0.088,1.456,1.341,3.755,0.6,0.044,-0.273,1.38,-0.774,-1.235,0.249,0.0,2.352,0.831,3.108,1.33,-0.794,0.94,2.176,-1.038,-0.223
-0.463,1.393,1.002,4.139,0.723,-0.088,0.079,0.582,-0.442,-1.112,-0.281,0.0,2.02,0.903,2.563,1.543,-0.258,0.514,2.732,-0.528,-0.171
0.166,1.653,1.275,2.995,0.55,0.262,-0.65,0.27,-0.959,-1.152,0.523,0.0,2.309,0.85,3.278,1.067,-1.095,0.775,2.009,-0.787,-0.134
-0.174,1.147,0.508,4.33,0.824,-0.258,-0.628,0.944,-0.504,-0.857,0.333,0.0,1.063,1.045,2.287,-0.125,-1.175,0.913,2.635,-1.074,0.05
-0.182,1.237,0.962,3.765,0.787,0.185,0.537,0.51,-0.434,-1.265,-0.424,0.0,2.215,1.041,2.306,2.276,0.623,-0.335,3.068,0.19,-0.212
-1.224,1.425,1.44,3.376,0.624,-0.42,-0.662,0.476,-0.584,-1.4,-0.676,0.0,2.341,1.022,2.85,1.293,-1.045,1.122,2.145,-0.679,-0.436
-0.62,1.476,1.414,3.941,0.58,0.069,-0.403,0.581,-0.9,-1.265,-0.009,0.0,2.338,0.871,3.201,1.333,-0.68,0.701,2.512,-0.764,-0.185
-0.425,1.424,0.938,3.851,0.667,-0.481,-0.63,0.964,-0.742,-0.96,0.295,0.0,1.922,0.791,2.922,0.731,-1.141,1.022,2.214,-1.392,-0.061
-0.911,1.4,1.123,3.971,0.672,-0.187,-0.637,0.477,-0.721,-1.299,-0.449,0.0,2.023,1.014,2.545,0.926,-0.96,1.065,2.206,-0.804,-0.203
-0.271,1.101,0.685,4.646,0.418,-0.124,-0.053,0.665,-0.363,-1.185,-0.132,0.0,1.811,0.62,2.479,1.73,0.147,0.091,3.094,-0.467,-0.247
-0.458,1.585,0.774,4.043,0.45,0.261,-0.356,0.421,-0.928,-1.128,0.031,0.0,2.154,0.966,2.975,0.716,-0.964,0.922,2.311,-0.821,-0.003
-0.392,1.311,0.995,3.834,0.638,-0.024,-0.204,0.318,-0.379,-1.313,-0.247,0.0,1.965,1.086,2.65,1.324,-0.343,0.467,2.666,-0.33,-0.192
-0.24,1.245,0.476,4.642,0.507,-0.643,-0.814,1.256,-0.393,-1.046,0.271,0.0,1.584,0.92,2.602,-0.04,-1.769,1.443,2.418,-1.5,0.194
-0.73,1.184,0.385,4.857,0.335,0.115,-0.105,0.1,-0.505,-1.114,-0.791,0.0,1.565,0.795,1.987,1.19,-0.163,0.454,3.081,-0.108,-0.133
-0.578,1.153,0.911,4.073,0.619,-0.339,-0.523,0.446,-0.376,-1.304,-0.14,0.0,1.41,0.934,2.293,0.616,-0.75,0.81,2.646,-0.823,-0.154
-1.318,1.551,1.159,3.668,0.671,-0.251,-0.654,0.257,-0.693,-1.328,-0.839,0.0,2.309,1.096,2.742,0.979,-1.266,1.626,2.102,-0.663,-0.244
-0.749,1.507,1.011,3.67,0.564,0.068,-0.234,0.307,-0.745,-1.187,-0.223,0.0,1.99,0.697,2.85,0.965,-0.783,0.896,2.34,-0.538,0.027
-0.156,1.313,0.862,4.573,0.677,0.239,-0.008,0.392,-0.676,-1.308,0.06,0.0,2.211,0.882,2.811,1.542,-0.281,0.407,3.101,-0.317,-0.066
0.11,1.116,0.233,3.417,0.691,0.787,0.589,-0.518,-0.428,-1.247,-0.172,0.0,1.786,0.726,2.296,2.074,0.697,-0.439,3.233,0.934,0.159
-0.737,1.207,0.508,4.099,0.36,-0.096,0.368,0.965,-0.479,-1.213,-0.922,0.0,1.768,0.602,2.067,1.928,0.459,0.18,2.813,-0.245,-0.529
-0.669,1.36,1.154,3.824,0.539,-0.267,-0.639,0.356,-0.571,-1.318,-0.078,0.0,2.226,0.991,2.813,1.07,-1.056,1.206,1.962,-0.943,-0.301
-0.604,1.242,0.803,3.335,0.689,0.007,-0.329,1.169,-0.613,-1.316,-0.569,0.0,1.829,1.018,2.16,1.199,-0.378,0.512,2.317,-0.859,-0.343
0.136,1.115,0.769,4.151,0.732,-0.186,-0.573,0.243,-0.611,-1.243,0.51,0.0,1.415,0.848,2.753,0.407,-0.835,0.696,2.797,-0.583,0.21
-0.611,1.239,1.07,3.94,0.576,-0.333,-0.418,0.918,-0.582,-1.418,-0.411,0.0,2.316,0.811,2.573,1.661,-0.395,0.657,2.291,-0.856,-0.267
0.143,1.427,1.439,3.422,0.81,-0.129,-0.73,0.59,-0.594,-1.298,0.645,0.0,2.224,0.921,3.247,0.427,-1.862,1.268,2.011,-1.115,0.191
-0.95,1.308,0.667,4.699,0.639,-0.183,-0.614,0.231,-0.643,-1.176,-0.725,0.0,1.999,0.937,2.331,1.014,-0.654,0.874,3.016,-0.37,0.057
-0.28,1.309,0.9,3.896,0.66,0.011,-0.061,0.54,-0.544,-1.228,-0.265,0.0,1.713,0.769,2.32,1.332,-0.197,0.459,2.838,-0.257,0.018
-0.699,1.362,0.963,4.809,0.469,0.084,0.032,0.491,-0.598,-1.301,-0.493,0.0,2.248,0.88,2.715,1.905,-0.015,0.511,3.269,-0.326,-0.509
-0.49,1.389,1.143,3.392,0.73,0.154,-0.656,0.576,-0.501,-1.315,-0.08,0.0,2.265,0.903,3.014,1.173,-0.865,1.062,2.078,-0.682,-0.096
-0.92,1.183,0.846,4.844,0.596,-0.332,-0.678,0.814,-0.529,-1.185,-0.335,0.0,2.285,0.802,2.579,0.971,-1.282,1.442,2.608,-1.197,-0.108
-0.734,1.218,1.005,4.288,0.559,-0.272,-0.909,0.326,-0.491,-1.441,-0.451,0.0,1.791,0.726,2.378,-0.26,-2.078,1.693,2.188,-1.002,-0.065
0.14,1.179,0.615,4.447,0.67,-0.195,-0.569,0.779,-0.477,-1.27,0.406,0.0,1.572,0.823,2.7,-0.019,-1.593,1.071,2.375,-1.074,0.31
-0.597,1.19,1.301,3.374,0.599,-0.395,-0.773,0.529,-0.419,-1.481,-0.203,0.0,2.319,0.931,2.706,0.931,-1.561,1.135,2.053,-0.944,-0.198
0.007,1.533,1.276,3.769,0.473,-0.056,-0.791,0.315,-0.886,-1.186,0.498,0.0,2.152,0.94,3.047,0.203,-1.649,1.136,1.906,-0.987,0.239
-0.529,1.111,0.466,4.683,0.511,-0.272,-0.584,0.943,-0.241,-1.268,-0.44,0.0,1.71,0.795,2.031,0.992,-0.741,0.903,2.675,-0.799,-0.02
-0.239,1.245,0.979,4.318,0.649,-0.172,-0.403,1.227,-0.531,-1.328,0.13,0.0,2.131,0.877,3.04,1.426,-0.74,0.507,2.66,-1.202,-0.237
-0.969,1.297,1.061,4.199,0.517,-0.1,-0.231,0.651,-0.556,-1.141,-0.692,0.0,2.25,1.021,2.617,1.585,-0.501,1.066,2.314,-0.668,-0.367
-0.908,1.329,1.014,4.285,0.359,-0.269,-0.617,1.098,-0.377,-1.538,-0.657,0.0,1.883,0.904,2.293,0.966,-0.99,1.136,2.315,-0.85,-0.058
-0.735,1.158,0.649,4.667,0.627,-0.064,-0.069,0.638,-0.517,-1.326,-0.453,0.0,1.833,0.834,2.388,1.427,-0.247,0.793,3.011,-0.465,-0.326
-0.53,1.444,1.247,3.963,0.749,-0.076,-0.576,0.549,-0.69,-1.415,-0.135,0.0,2.322,0.91,2.777,0.66,-1.341,1.11,2.534,-0.933,-0.163
-0.43,1.498,1.151,3.735,0.693,0.265,-0.658,0.196,-0.826,-1.344,0.016,0.0,2.364,0.623,2.94,0.733,-1.319,1.254,2.234,-0.764,0.184
-0.734,1.236,0.831,4.521,0.307,0.004,-0.612,-0.035,-0.456,-1.519,-0.228,0.0,2.164,0.986,2.706,0.966,-1.288,1.588,2.155,-0.428,0.078
0.046,1.423,1.132,3.599,0.536,-0.076,-0.648,0.231,-0.744,-1.492,0.526,0.0,2.267,1.114,3.103,0.495,-1.568,1.018,2.105,-1.005,0.148
-0.179,1.204,1.571,3.316,0.916,-0.546,-0.979,0.77,-0.551,-1.473,0.337,0.0,2.356,0.865,3.044,0.375,-2.079,1.315,1.833,-1.457,0.166
