Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,y,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
281,-0.477,0.06,0.288,-3.831,1.537,-2.433,-1.882,-0.884,0.0,1.149,0.359,-0.464,-0.32,-4.905,8.482,-0.659,-0.145,0.033,0.34,-0.354,-1.799
282,-0.066,0.342,0.083,-3.745,1.412,-2.761,-2.046,-1.103,0.0,1.369,0.234,-0.535,-0.107,-4.361,8.544,-0.658,-0.228,0.264,0.179,-0.163,-1.967
283,-0.898,-0.075,0.264,-4.257,1.747,-2.448,-2.067,-0.475,0.0,1.45,-0.026,-0.172,-0.184,-4.372,7.974,-0.574,-0.416,-0.077,0.094,-0.163,-1.928
284,-0.514,0.039,0.404,-4.104,1.589,-2.283,-1.903,-0.876,0.0,1.226,0.118,-0.337,-0.401,-4.36,8.1,-0.566,-0.323,0.109,0.216,-0.246,-2.162
285,-0.876,0.38,0.712,-3.902,1.388,-2.437,-1.904,-1.176,0.0,1.019,0.118,-0.652,-0.201,-3.739,7.868,-0.593,-0.475,0.352,0.11,-0.068,-2.057
286,-0.745,0.265,0.539,-3.592,1.495,-2.24,-1.958,-0.935,0.0,1.145,0.227,-0.697,-0.308,-4.333,7.769,-0.66,-0.442,0.358,0.279,-0.364,-1.917
287,-0.311,0.145,0.292,-3.874,1.478,-2.393,-1.863,-0.95,0.0,1.184,0.36,-0.444,-0.17,-4.437,8.238,-0.477,-0.531,0.276,0.129,-0.144,-1.948
288,-0.547,-0.276,0.33,-3.638,1.904,-1.887,-1.551,-0.436,0.0,1.029,0.058,-0.199,-0.307,-5.04,8.214,-0.494,-0.167,0.005,0.274,-0.263,-1.74
289,-1.11,0.321,0.838,-4.047,1.365,-2.477,-1.855,-0.789,0.0,1.331,-0.037,-0.627,-0.352,-3.755,7.538,-0.759,-0.551,0.359,0.454,-0.196,-2.077
290,0.256,-0.052,-0.045,-3.788,1.532,-2.527,-1.779,-0.7,0.0,1.193,0.376,-0.066,-0.241,-4.243,7.614,-0.498,-0.287,-0.188,0.111,-0.132,-1.651
291,0.167,0.154,-0.384,-3.277,1.31,-2.453,-1.91,-0.71,0.0,1.161,0.501,-0.288,-0.063,-5.043,8.729,-0.636,0.115,0.116,-0.101,0.082,-1.686
292,-1.112,0.394,0.471,-4.149,1.529,-2.347,-2.17,-1.133,0.0,1.271,-0.046,-0.675,-0.184,-5.367,8.799,-0.816,-0.653,0.416,0.223,-0.206,-2.091
293,-0.397,0.167,0.416,-3.945,1.426,-2.676,-1.759,-0.529,0.0,1.162,0.152,-0.319,-0.245,-3.878,7.788,-0.595,-0.474,0.151,0.566,-0.176,-1.894
294,-0.587,0.08,0.586,-3.782,1.483,-1.977,-1.62,-0.682,0.0,0.847,0.122,-0.393,-0.376,-4.555,7.884,-0.466,-0.262,0.001,0.077,-0.075,-1.802
295,-0.181,-0.139,0.01,-4.004,1.972,-2.451,-2.058,-0.688,0.0,1.164,0.46,-0.319,-0.421,-4.961,8.691,-0.419,-0.2,0.18,0.146,-0.065,-1.843
296,-0.54,0.239,0.522,-4.071,1.568,-2.51,-2.045,-0.858,0.0,1.161,0.244,-0.461,-0.249,-3.75,7.792,-0.648,-0.309,0.269,0.256,-0.338,-2.231
297,-0.11,0.091,0.057,-3.403,1.451,-2.223,-1.926,-0.64,0.0,1.048,0.308,-0.198,-0.254,-4.925,8.412,-0.636,-0.106,0.102,0.28,-0.314,-1.704
298,-0.252,0.178,-0.058,-3.394,1.584,-2.011,-2.085,-0.848,0.0,0.962,0.27,-0.29,-0.308,-4.829,7.781,-0.464,-0.11,0.165,0.047,-0.115,-1.63
299,-0.467,0.091,0.486,-3.813,1.487,-2.346,-1.955,-0.688,0.0,1.026,0.104,-0.436,-0.319,-4.583,8.516,-0.426,-0.517,0.152,0.232,-0.241,-1.975
300,-0.262,0.194,0.007,-3.457,1.32,-2.306,-2.044,-0.89,0.0,1.244,0.334,-0.344,-0.156,-3.66,7.277,-0.31,-0.414,0.032,0.075,0.047,-1.865
301,-0.368,-0.053,0.143,-3.469,1.522,-1.782,-1.776,-0.566,0.0,1.058,0.25,-0.324,-0.429,-5.157,8.098,-0.628,-0.401,-0.062,0.153,-0.051,-1.579
302,-0.497,-0.026,0.302,-3.905,1.529,-2.444,-2.032,-0.915,0.0,1.017,0.178,-0.493,-0.232,-4.764,8.278,-0.61,-0.472,-0.108,0.203,-0.171,-1.77
303,-0.378,0.287,0.178,-4.565,1.52,-3.124,-2.153,-0.912,0.0,1.336,0.12,-0.626,-0.346,-2.915,7.078,-0.702,-0.472,0.442,0.272,-0.501,-2.085
304,-0.895,0.184,0.667,-4.241,1.599,-2.517,-1.795,-0.765,0.0,1.204,0.08,-0.525,-0.481,-4.123,7.741,-0.637,-0.668,0.304,0.463,-0.575,-2.061
305,0.188,0.007,-0.301,-4.025,1.722,-2.789,-2.016,-0.608,0.0,1.044,0.621,-0.146,-0.353,-4.563,8.362,-0.469,-0.072,-0.031,0.149,-0.281,-1.772
306,-0.521,0.185,0.264,-3.643,1.352,-2.433,-2.035,-0.934,0.0,1.333,0.193,-0.378,-0.092,-4.383,7.942,-0.674,-0.421,0.143,0.057,-0.261,-1.786
307,-0.244,-0.234,0.067,-3.818,1.703,-2.52,-1.575,-0.283,0.0,1.147,0.254,-0.589,-0.209,-3.939,7.58,-0.638,0.048,0.045,-0.066,0.07,-1.51
308,-0.219,0.257,-0.173,-3.813,1.316,-2.463,-1.968,-0.934,0.0,0.996,0.393,-0.419,-0.531,-4.352,7.882,-0.483,-0.398,0.2,0.42,-0.481,-1.734
309,-0.412,0.143,0.31,-3.648,1.37,-2.312,-1.747,-0.839,0.0,0.941,0.235,-0.305,-0.21,-4.253,8.076,-0.442,-0.304,0.13,0.327,-0.205,-1.856
310,-0.724,0.096,0.366,-3.914,1.727,-2.48,-2.045,-0.801,0.0,1.279,0.19,-0.265,-0.038,-4.564,8.638,-0.535,-0.354,0.149,0.279,-0.059,-2.064
311,-0.282,0.077,0.039,-4.134,1.538,-2.678,-1.842,-1.005,0.0,1.289,0.212,-0.304,-0.298,-4.256,7.989,-0.639,-0.397,0.103,0.225,-0.211,-1.825
312,0.073,0.132,-0.099,-3.789,1.279,-2.176,-1.802,-0.786,0.0,1.36,0.19,-0.361,-0.425,-4.932,8.249,-0.607,-0.27,0.09,0.183,-0.282,-1.729
313,-0.464,0.108,0.319,-3.823,1.59,-2.175,-2.049,-0.807,0.0,1.24,0.011,-0.34,-0.177,-4.789,8.303,-0.599,-0.605,0.094,0.107,-0.14,-1.993
314,0.114,-0.084,-0.164,-3.447,1.678,-2.281,-1.836,-0.57,0.0,1.3,0.361,-0.127,-0.333,-4.64,8.029,-0.553,-0.087,-0.0,0.042,-0.256,-1.624
315,-0.226,-0.048,0.137,-4.529,1.577,-3.033,-1.85,-0.662,0.0,1.332,0.342,-0.364,-0.157,-3.054,7.333,-0.737,-0.438,-0.012,0.027,0.238,-1.948
316,-0.755,-0.089,0.549,-3.789,1.63,-2.064,-1.671,-0.664,0.0,1.076,0.165,-0.428,-0.138,-5.09,8.023,-0.654,-0.197,0.088,-0.187,0.11,-1.657
317,-0.776,0.238,0.553,-3.943,1.54,-2.276,-1.916,-0.844,0.0,1.309,0.151,-0.501,-0.431,-4.45,7.844,-0.731,-0.366,0.287,0.248,-0.212,-1.817
318,-0.769,0.116,0.3,-3.587,1.433,-1.97,-2.096,-1.002,0.0,1.173,0.14,-0.616,0.037,-4.727,8.022,-0.709,-0.439,0.179,0.341,-0.033,-1.778
319,-0.243,0.04,-0.094,-4.23,1.794,-2.618,-2.13,-0.973,0.0,1.248,0.22,-0.373,-0.366,-4.649,8.2,-0.657,-0.294,0.035,0.08,-0.331,-1.925
320,-0.091,-0.127,0.165,-3.697,1.54,-2.412,-1.743,-0.338,0.0,1.334,0.223,-0.356,-0.284,-4.249,7.674,-0.337,-0.365,0.124,0.168,-0.234,-1.718
321,-0.357,0.226,0.049,-3.6,1.354,-2.121,-2.084,-1.138,0.0,1.019,0.296,-0.403,-0.228,-4.002,7.393,-0.63,-0.327,0.199,0.193,-0.261,-1.898
322,0.132,0.175,-0.274,-3.725,1.402,-2.578,-2.04,-0.858,0.0,0.987,0.396,-0.258,-0.19,-5.083,8.963,-0.508,-0.112,0.082,0.137,-0.253,-1.761
323,0.076,-0.153,0.055,-3.55,1.69,-2.108,-1.675,-0.362,0.0,0.925,0.232,-0.293,-0.377,-4.344,7.845,-0.359,-0.355,-0.005,0.464,-0.108,-1.667
324,0.13,0.006,-0.09,-3.848,1.48,-2.558,-1.794,-0.672,0.0,1.367,0.456,-0.331,-0.478,-4.613,7.769,-0.707,-0.073,0.031,0.427,-0.38,-1.717
325,-0.428,0.191,0.429,-3.497,1.341,-2.16,-1.836,-0.795,0.0,1.235,0.164,-0.268,-0.316,-5.201,8.593,-0.723,-0.041,0.065,0.314,-0.291,-1.902
326,-0.386,-0.245,0.371,-4.044,1.626,-2.483,-1.64,-0.191,0.0,1.137,0.134,-0.29,-0.214,-4.148,7.781,-0.314,-0.377,-0.052,0.193,-0.099,-1.722
327,-0.385,0.03,0.196,-4.282,1.58,-2.833,-2.022,-0.782,0.0,1.34,0.155,-0.414,-0.066,-4.499,8.476,-0.673,-0.336,-0.093,-0.013,0.056,-1.831
328,-0.587,-0.015,0.372,-3.803,1.496,-2.243,-1.891,-0.72,0.0,1.228,0.178,-0.336,-0.242,-4.374,7.947,-0.401,-0.416,0.023,-0.116,-0.08,-1.862
329,0.102,0.074,0.002,-4.076,1.53,-2.754,-1.899,-0.836,0.0,1.256,0.414,-0.306,-0.311,-4.266,8.035,-0.758,-0.312,-0.089,0.228,-0.087,-1.842
330,-0.054,0.151,-0.019,-3.901,1.402,-2.395,-1.847,-0.679,0.0,1.348,0.304,-0.548,-0.401,-4.178,7.437,-0.647,-0.25,0.35,0.294,-0.453,-1.963
331,-0.158,-0.138,-0.172,-3.781,1.545,-2.437,-2.001,-0.662,0.0,1.242,-0.072,0.033,-0.288,-4.308,7.86,-0.44,-0.247,-0.082,0.227,-0.063,-1.735
332,-0.867,-0.03,0.606,-3.655,1.668,-1.79,-1.836,-0.681,0.0,1.014,-0.206,-0.511,-0.46,-4.311,7.597,-0.357,-0.368,0.08,0.254,-0.321,-1.888
333,-0.141,0.226,-0.011,-3.509,1.561,-2.254,-2.074,-0.839,0.0,1.165,0.492,-0.442,-0.3,-4.606,7.919,-0.609,-0.498,0.158,0.11,-0.222,-1.768
334,-0.289,0.222,0.307,-3.749,1.374,-2.486,-1.965,-0.824,0.0,1.178,0.385,-0.539,-0.181,-3.82,7.689,-0.433,-0.22,0.242,0.095,-0.179,-1.921
335,-0.734,-0.073,0.379,-3.728,1.686,-2.061,-1.863,-0.47,0.0,1.158,-0.002,-0.399,-0.249,-5.778,9.046,-0.573,-0.38,0.061,0.087,-0.139,-1.673
336,0.001,-0.041,0.033,-3.404,1.627,-2.215,-1.584,-0.595,0.0,1.215,0.278,-0.351,-0.432,-4.681,8.059,-0.414,-0.067,0.013,0.222,-0.113,-1.768
337,-0.532,0.123,0.528,-4.321,1.321,-2.819,-1.628,-0.521,0.0,1.329,0.26,-0.307,-0.396,-3.757,7.543,-0.568,-0.017,0.141,0.297,-0.307,-1.805
338,-0.665,0.078,0.606,-3.587,1.508,-2.291,-1.706,-0.577,0.0,1.232,0.175,-0.501,-0.203,-5.264,8.625,-0.485,-0.42,0.21,0.034,0.064,-1.675
339,-0.049,0.261,-0.402,-4.232,1.442,-2.773,-2.217,-1.099,0.0,1.553,0.565,-0.385,-0.224,-4.497,8.158,-0.746,-0.263,0.048,0.229,-0.216,-1.905
340,-0.392,0.198,0.105,-4.144,1.468,-2.766,-2.066,-0.886,0.0,1.249,0.225,-0.309,-0.286,-3.956,7.826,-0.84,-0.424,-0.049,0.219,-0.167,-1.994
341,-1.206,0.311,1.128,-3.938,1.431,-2.152,-1.823,-0.8,0.0,1.145,-0.016,-0.492,-0.612,-4.76,8.109,-0.626,-0.245,0.193,0.39,-0.591,-2.057
342,-0.56,0.608,0.649,-3.899,1.1,-2.515,-1.95,-1.153,0.0,1.005,0.306,-0.769,-0.185,-4.124,8.237,-0.659,-0.651,0.399,0.058,0.002,-2.294
343,0.08,0.252,-0.088,-4.324,1.502,-2.983,-2.008,-1.031,0.0,1.481,0.289,-0.53,-0.392,-4.204,8.216,-0.598,-0.255,0.279,0.189,-0.396,-1.973
344,-0.428,0.305,0.243,-4.064,1.494,-2.788,-2.067,-0.793,0.0,1.252,0.115,-0.525,-0.233,-3.958,7.675,-0.964,-0.439,0.304,0.218,-0.132,-1.933
345,0.297,0.101,-0.254,-3.992,1.583,-2.817,-1.784,-0.762,0.0,1.135,0.576,-0.487,-0.502,-4.27,8.551,-0.499,0.008,0.114,0.22,-0.375,-1.858
346,-0.817,-0.059,0.733,-3.848,1.796,-2.422,-1.748,-0.39,0.0,0.915,0.102,-0.203,-0.154,-4.433,8.674,-0.449,-0.538,0.029,0.171,-0.14,-2.061
347,0.214,0.297,-0.083,-3.456,1.17,-2.62,-1.834,-0.918,0.0,1.084,0.418,-0.426,-0.225,-4.997,8.703,-0.497,0.036,0.219,0.353,-0.405,-1.578
348,-0.18,0.12,0.07,-4.014,1.558,-2.768,-1.897,-0.774,0.0,1.304,0.293,-0.316,-0.236,-4.174,8.35,-0.568,-0.258,0.184,0.458,-0.332,-2.12
349,0.306,0.199,-0.221,-3.522,1.344,-2.56,-1.994,-0.867,0.0,1.047,0.483,-0.42,-0.306,-4.333,7.866,-0.715,-0.292,0.248,0.103,-0.231,-1.737
350,-0.592,0.05,0.439,-4.267,1.544,-2.577,-1.944,-0.868,0.0,1.506,0.348,-0.282,-0.396,-4.478,7.762,-0.632,-0.495,0.102,0.267,-0.372,-1.863
351,-0.073,-0.038,0.164,-3.697,1.741,-2.405,-1.702,-0.586,0.0,1.321,0.318,-0.269,-0.267,-4.924,8.528,-0.37,0.074,0.141,0.179,-0.173,-1.704
352,-0.146,0.281,0.23,-4.21,1.484,-3.092,-2.001,-0.889,0.0,1.434,0.26,-0.461,-0.327,-3.971,7.671,-0.842,-0.101,0.197,0.108,-0.361,-1.853
353,-1.098,0.144,0.436,-3.18,1.409,-1.587,-2.154,-0.92,0.0,1.066,0.082,-0.427,-0.205,-5.052,7.716,-0.592,-0.355,0.389,0.277,-0.254,-1.554
354,0.457,0.122,-0.396,-3.544,1.43,-2.654,-1.933,-0.788,0.0,1.261,0.487,-0.112,-0.338,-5.008,8.441,-0.745,-0.032,-0.102,0.119,-0.305,-1.607
355,-0.251,0.521,-0.01,-3.819,1.326,-2.473,-2.282,-1.27,0.0,1.23,0.418,-0.64,-0.335,-4.937,8.436,-0.935,-0.328,0.303,0.227,-0.214,-1.891
356,-0.359,0.051,0.191,-4.131,1.616,-2.339,-1.866,-0.75,0.0,1.041,0.452,-0.232,-0.518,-4.411,7.735,-0.419,-0.331,0.041,0.397,-0.47,-1.879
357,-0.35,0.296,0.094,-4.001,1.425,-2.547,-2.18,-1.155,0.0,1.185,0.494,-0.531,-0.251,-4.454,8.314,-0.457,-0.191,0.237,0.267,-0.185,-1.93
358,-0.298,-0.193,0.478,-3.976,1.808,-2.363,-1.715,-0.393,0.0,1.24,0.006,-0.262,-0.215,-4.08,7.851,-0.243,-0.301,0.013,0.096,0.125,-1.778
359,-0.764,0.324,0.31,-3.939,1.495,-2.372,-2.143,-1.178,0.0,1.246,-0.022,-0.644,-0.34,-4.341,7.536,-0.92,-0.395,0.226,0.319,-0.356,-1.954
360,-0.907,-0.071,0.766,-4.218,1.69,-2.097,-1.805,-0.668,0.0,1.024,-0.112,-0.148,-0.565,-4.186,7.32,-0.517,-0.135,0.017,0.405,-0.383,-1.83
361,-0.275,0.513,-0.094,-3.765,1.329,-2.638,-2.166,-1.163,0.0,1.315,0.257,-0.631,-0.272,-4.545,7.86,-1.031,-0.622,0.272,0.577,-0.493,-1.883
362,-0.536,-0.119,0.334,-3.794,1.788,-2.197,-1.937,-0.577,0.0,1.055,0.048,-0.555,-0.276,-4.951,8.332,-0.434,-0.351,0.179,0.433,-0.122,-1.729
363,-0.27,0.298,0.163,-3.851,1.422,-2.566,-1.957,-0.94,0.0,1.477,0.221,-0.44,-0.312,-4.059,7.952,-0.419,-0.386,0.121,0.083,-0.045,-1.96
364,-0.342,-0.008,0.54,-4.354,1.562,-2.887,-1.737,-0.653,0.0,1.226,0.226,-0.37,-0.328,-4.033,8.535,-0.347,-0.237,0.152,0.581,-0.311,-2.054
365,-0.894,-0.502,0.599,-3.95,1.883,-1.892,-1.717,-0.277,0.0,1.05,-0.118,-0.144,-0.406,-5.677,9.085,-0.246,-0.338,-0.184,0.133,-0.048,-1.445
366,-0.6,-0.184,0.609,-3.828,1.717,-1.968,-1.636,-0.52,0.0,0.92,0.166,-0.306,-0.33,-5.22,8.815,-0.4,-0.275,0.037,0.169,-0.112,-1.761
367,-0.24,0.116,0.034,-3.752,1.625,-2.515,-1.999,-0.893,0.0,1.149,0.344,-0.315,-0.243,-4.443,7.808,-0.644,-0.292,0.183,0.282,-0.352,-1.733
368,-0.495,0.158,0.342,-3.653,1.34,-2.099,-1.859,-0.995,0.0,1.169,0.414,-0.342,-0.574,-5.303,8.51,-0.663,-0.385,0.188,0.143,-0.438,-1.866
369,-0.694,-0.116,0.598,-3.669,1.657,-1.996,-1.669,-0.385,0.0,0.821,0.207,-0.387,-0.449,-5.084,8.089,-0.614,-0.189,0.058,0.399,-0.383,-1.47
370,-0.205,0.099,0.011,-3.627,1.602,-2.094,-2.005,-0.977,0.0,1.373,0.428,-0.402,-0.396,-5.044,8.303,-0.641,-0.36,-0.011,0.08,-0.393,-1.835
371,-0.455,0.143,0.051,-3.591,1.516,-2.029,-2.353,-0.93,0.0,0.923,0.208,-0.374,-0.252,-4.444,7.601,-0.486,-0.461,0.16,0.211,-0.151,-1.638
372,-0.339,-0.015,0.494,-4.131,1.581,-2.296,-1.772,-0.811,0.0,1.067,0.456,-0.355,-0.449,-4.669,7.926,-0.45,-0.215,0.099,0.356,-0.396,-1.704
373,-0.767,0.494,0.122,-3.462,1.414,-2.084,-2.461,-1.275,0.0,1.192,0.134,-0.54,-0.164,-4.289,7.495,-0.569,-0.455,0.269,0.315,-0.362,-1.952
374,0.229,0.298,-0.193,-3.255,1.48,-2.62,-2.078,-0.882,0.0,1.254,0.437,-0.393,-0.276,-4.297,8.3,-0.64,-0.423,0.195,0.185,-0.248,-1.974
375,-0.354,0.373,0.188,-3.816,1.518,-2.366,-2.217,-0.995,0.0,1.327,0.357,-0.469,-0.297,-4.639,8.239,-0.674,-0.492,0.216,0.069,-0.228,-2.199
376,-0.479,0.128,0.563,-3.61,1.455,-2.37,-1.808,-0.692,0.0,1.116,0.107,-0.497,-0.13,-4.207,8.021,-0.386,-0.429,0.402,-0.02,0.025,-1.847
377,0.118,0.117,-0.037,-3.953,1.545,-2.644,-2.029,-0.863,0.0,1.402,0.351,-0.419,-0.565,-3.723,7.561,-0.571,-0.293,0.132,0.385,-0.576,-2.068
378,-0.258,0.039,-0.058,-3.733,1.445,-2.18,-1.832,-0.963,0.0,0.991,0.177,-0.231,-0.499,-4.042,7.172,-0.517,-0.127,0.209,0.152,-0.228,-1.637
379,-0.415,-0.144,0.179,-4.007,1.845,-2.245,-1.876,-0.605,0.0,1.237,0.241,-0.353,-0.372,-4.674,8.128,-0.551,-0.175,0.218,0.316,-0.267,-1.714
380,-1.021,0.176,0.697,-3.763,1.601,-2.115,-2.152,-0.775,0.0,1.096,-0.098,-0.57,-0.188,-4.09,7.751,-0.539,-0.394,0.329,0.296,-0.231,-2.091
381,-1.439,-0.021,0.774,-3.117,1.491,-1.31,-1.887,-0.742,0.0,0.817,-0.206,-0.214,-0.104,-5.456,8.316,-0.272,-0.376,-0.003,0.081,-0.047,-1.444
382,-0.522,-0.049,0.158,-3.435,1.662,-2.087,-1.891,-0.517,0.0,0.964,0.2,-0.338,-0.231,-4.486,8.1,-0.36,-0.378,-0.076,-0.031,-0.025,-1.748
383,-0.422,-0.021,0.19,-3.914,1.709,-2.136,-1.774,-0.628,0.0,1.239,0.3,-0.566,-0.371,-5.321,8.642,-0.517,-0.131,0.333,0.09,-0.176,-1.657
384,-0.636,0.312,0.337,-3.685,1.478,-2.229,-2.007,-0.973,0.0,1.126,0.291,-0.529,-0.174,-4.022,7.439,-0.588,-0.497,0.274,0.11,-0.132,-1.959
385,-0.047,0.104,0.043,-3.859,1.508,-2.522,-1.831,-0.752,0.0,1.291,0.368,-0.375,-0.341,-4.249,8.062,-0.603,-0.384,0.16,0.319,-0.146,-2.008
386,0.436,-0.135,-0.381,-4.059,1.586,-2.964,-1.825,-0.648,0.0,1.293,0.502,-0.246,-0.233,-3.435,7.535,-0.364,0.057,0.206,0.083,-0.266,-1.644
387,-0.737,0.011,0.435,-3.283,1.428,-1.591,-1.787,-0.713,0.0,0.935,0.033,-0.284,-0.245,-4.935,7.797,-0.451,-0.462,0.114,0.123,-0.015,-1.594
388,-0.032,-0.053,-0.135,-3.958,1.767,-2.792,-1.972,-0.604,0.0,1.261,0.197,-0.231,-0.234,-4.274,8.273,-0.459,-0.18,0.108,0.143,-0.136,-1.706
389,0.044,0.332,-0.053,-3.432,1.312,-2.489,-1.91,-0.825,0.0,1.291,0.386,-0.399,-0.261,-4.333,7.975,-0.603,-0.407,0.222,0.065,-0.214,-1.827
390,-0.441,0.225,0.369,-3.777,1.311,-2.354,-1.944,-1.008,0.0,1.066,0.208,-0.34,-0.26,-4.327,8.011,-0.611,-0.243,0.175,-0.025,-0.069,-1.903
391,-0.656,-0.017,0.397,-3.361,1.219,-1.76,-1.761,-0.81,0.0,0.848,0.122,-0.393,-0.293,-5.84,8.645,-0.58,-0.156,0.067,0.279,-0.152,-1.493
392,0.022,0.226,-0.191,-3.799,1.418,-2.534,-2.024,-1.024,0.0,1.164,0.304,-0.462,-0.223,-4.494,8.029,-0.573,-0.11,0.259,-0.08,-0.055,-1.761
393,-0.387,-0.245,0.312,-3.764,1.824,-2.098,-1.785,-0.601,0.0,0.792,-0.024,-0.281,-0.385,-4.815,8.183,-0.488,-0.094,-0.318,0.007,-0.106,-1.7
394,-0.47,-0.163,0.022,-3.875,1.794,-2.031,-1.902,-0.533,0.0,1.246,0.159,-0.406,-0.491,-5.214,8.065,-0.602,-0.105,0.161,0.288,-0.171,-1.468
395,-0.994,-0.108,0.777,-3.671,1.489,-1.896,-1.704,-0.645,0.0,0.845,0.078,-0.379,-0.287,-4.338,7.456,-0.325,-0.54,0.278,0.279,-0.221,-1.708
396,-0.6,0.242,0.427,-3.339,1.49,-2.18,-2.059,-0.781,0.0,1.237,0.426,-0.487,-0.237,-5.144,8.615,-0.741,-0.45,-0.058,0.309,-0.329,-2.042
397,-0.529,-0.092,0.179,-3.974,1.732,-2.191,-1.981,-0.788,0.0,1.118,0.04,-0.318,-0.477,-4.397,7.985,-0.594,-0.3,0.147,0.474,-0.599,-1.961
398,-0.344,0.056,0.033,-4.315,1.583,-2.42,-2.14,-0.98,0.0,1.302,0.518,-0.35,-0.559,-5.455,9.171,-0.596,-0.12,0.126,0.352,-0.238,-1.845
399,-1.311,0.162,0.61,-3.49,1.522,-1.597,-2.084,-0.932,0.0,1.074,-0.235,-0.31,-0.159,-4.964,8.127,-0.546,-0.388,0.198,0.243,-0.15,-1.699
400,-0.742,0.028,0.718,-4.271,1.28,-2.59,-1.628,-0.555,0.0,1.263,0.281,-0.468,-0.38,-4.165,8.193,-0.376,-0.249,0.184,0.143,-0.269,-1.839
401,-0.26,0.238,0.027,-3.532,1.336,-2.366,-2.024,-0.884,0.0,1.11,0.291,-0.572,-0.253,-4.744,8.362,-0.575,-0.352,0.309,0.341,-0.308,-1.826
402,-0.848,-0.177,0.645,-3.416,1.388,-1.409,-1.653,-0.391,0.0,0.846,-0.047,-0.176,-0.527,-5.468,8.252,-0.32,-0.118,0.021,0.456,-0.373,-1.437
403,-0.305,0.053,-0.017,-3.287,1.581,-1.877,-1.908,-0.622,0.0,0.845,0.105,-0.141,-0.421,-4.964,7.863,-0.6,-0.327,0.006,0.306,-0.284,-1.527
404,-0.351,0.324,-0.022,-3.728,1.394,-2.403,-2.259,-0.885,0.0,1.233,0.136,-0.526,-0.169,-3.948,7.548,-0.649,-0.707,0.215,0.126,-0.196,-1.956
405,-0.237,0.043,0.004,-3.642,1.367,-2.16,-1.923,-0.734,0.0,1.421,0.221,-0.183,-0.478,-5.117,8.214,-0.649,-0.14,-0.048,0.432,-0.369,-1.599
406,-0.028,0.097,0.145,-3.567,1.47,-2.151,-1.755,-0.819,0.0,1.254,0.425,-0.353,-0.503,-5.875,9.154,-0.754,-0.127,0.166,0.316,-0.351,-1.835
407,-0.468,0.193,0.236,-3.782,1.506,-2.11,-2.197,-1.092,0.0,1.085,0.163,-0.41,-0.447,-4.487,8.336,-0.353,-0.412,0.244,0.385,-0.365,-1.967
408,-0.74,0.212,0.389,-3.884,1.428,-2.246,-2.113,-0.848,0.0,1.121,-0.112,-0.391,-0.317,-3.77,7.13,-0.511,-0.614,0.231,0.064,-0.316,-1.862
409,-0.375,0.01,0.19,-3.948,1.635,-2.385,-1.877,-0.773,0.0,1.185,0.17,-0.317,-0.433,-4.913,8.623,-0.535,-0.205,0.112,0.03,-0.304,-1.833
410,-0.409,0.057,0.35,-4.202,1.364,-2.469,-1.89,-0.664,0.0,1.12,0.324,-0.216,-0.475,-4.064,8.152,-0.607,-0.237,-0.035,0.538,-0.394,-2.017
411,-0.819,0.348,0.348,-3.448,1.266,-2.168,-1.951,-0.889,0.0,1.196,0.198,-0.494,-0.451,-4.691,7.618,-0.658,-0.413,0.333,0.38,-0.466,-1.631
412,-0.705,0.193,0.119,-3.479,1.254,-1.873,-2.129,-0.754,0.0,0.946,0.376,-0.292,-0.443,-4.927,8.153,-0.428,-0.27,0.034,0.354,-0.398,-1.727
413,-0.337,0.188,0.008,-3.929,1.836,-2.698,-2.175,-0.894,0.0,1.275,0.296,-0.414,-0.244,-4.582,8.295,-0.779,-0.346,0.29,0.306,-0.352,-1.991
414,-0.208,0.14,0.187,-4.298,1.674,-2.763,-1.965,-0.809,0.0,1.021,0.539,-0.397,-0.256,-4.53,8.984,-0.556,-0.302,0.19,0.06,-0.239,-2.131
415,-0.243,0.126,0.14,-3.883,1.579,-2.486,-1.967,-0.787,0.0,1.023,0.328,-0.515,-0.156,-3.532,7.692,-0.434,-0.382,0.382,0.196,-0.153,-1.919
416,-0.233,0.137,0.122,-3.792,1.447,-2.611,-1.852,-0.716,0.0,1.209,0.296,-0.264,-0.288,-3.989,7.632,-0.641,-0.396,0.078,0.171,-0.153,-1.832
417,-0.583,-0.135,0.115,-3.699,1.727,-2.011,-1.986,-0.511,0.0,0.909,-0.014,-0.241,-0.3,-4.453,7.711,-0.193,-0.234,0.167,0.2,-0.051,-1.531
418,-0.327,0.174,0.254,-3.741,1.388,-2.382,-1.878,-0.708,0.0,1.172,0.387,-0.298,-0.443,-4.086,7.186,-0.551,-0.433,0.098,0.108,-0.346,-1.622
419,-0.472,0.198,0.114,-3.962,1.66,-2.338,-2.296,-1.077,0.0,1.291,0.071,-0.285,-0.363,-4.867,8.249,-0.947,-0.542,-0.014,0.316,-0.386,-2.086
420,-0.496,0.193,0.367,-3.764,1.455,-2.539,-1.852,-0.853,0.0,1.413,0.288,-0.258,-0.377,-4.378,8.169,-0.626,-0.181,-0.011,0.099,-0.269,-1.858
421,-0.231,0.255,-0.027,-3.62,1.429,-2.406,-2.205,-1.017,0.0,1.329,0.346,-0.307,-0.315,-4.751,8.256,-0.813,-0.291,0.075,0.134,-0.209,-1.78
