x0,x1,x2,x3,x4,x5,x6,x7,x8,y,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.138,-0.163,1.251,-3.725,-1.566,0.379,0.098,0.589,2.468,1.0,0.45,-3.631,0.659,2.129,7.388,-2.148,0.594,2.517,0.7,0.049,0.823
-0.324,-0.434,-0.263,-3.74,-0.411,0.702,0.698,-0.267,2.953,1.0,1.488,-4.471,0.596,2.853,8.229,-1.704,0.677,2.246,0.591,0.265,0.605
-0.596,-0.464,0.176,-4.063,-0.898,0.512,0.346,0.457,2.842,1.0,1.133,-4.23,0.726,2.116,8.263,-1.779,0.217,3.439,0.371,0.004,0.616
-0.068,0.05,0.713,-3.564,-1.295,0.158,0.068,0.288,2.392,1.0,0.533,-3.83,0.6,2.346,8.276,-1.725,0.369,2.589,0.377,-0.068,0.645
-0.479,-0.455,0.566,-3.818,-1.072,0.67,0.115,0.398,2.5,1.0,1.216,-4.262,0.518,1.751,7.383,-1.771,0.707,2.547,0.478,0.24,0.829
-0.06,-0.263,0.092,-4.016,-0.917,0.247,0.145,0.349,2.78,1.0,0.6,-3.482,0.761,2.381,7.708,-2.094,-0.029,3.005,0.503,0.009,0.703
-0.249,-0.342,0.456,-4.174,-1.245,0.524,0.085,0.601,2.759,1.0,0.911,-3.93,0.715,2.158,7.742,-2.14,0.407,3.045,0.567,0.052,0.65
0.111,-0.262,0.969,-3.723,-1.397,0.472,-0.109,0.467,2.277,1.0,0.654,-3.587,0.708,1.902,7.272,-1.832,0.756,2.138,0.406,-0.012,0.758
-0.257,-0.184,0.158,-4.443,-1.174,0.386,0.172,0.328,3.034,1.0,0.751,-3.739,0.806,2.577,7.651,-1.907,0.463,2.753,0.248,-0.06,0.535
-0.519,-0.101,0.516,-4.561,-1.15,0.636,0.065,0.498,3.103,1.0,1.132,-4.344,0.627,2.591,8.031,-2.072,0.413,3.103,0.603,0.305,0.682
-0.527,-0.325,0.734,-4.297,-0.987,0.807,0.177,0.232,3.034,1.0,1.327,-4.152,0.694,2.55,7.598,-2.047,0.561,2.63,0.508,0.425,0.669
-1.063,-0.688,0.8,-3.929,-0.543,1.034,0.405,0.071,2.725,1.0,1.608,-4.263,0.615,2.159,6.689,-1.91,0.707,2.813,0.579,0.299,0.82
0.03,0.077,0.827,-3.87,-1.382,0.036,-0.119,0.384,2.553,1.0,0.245,-2.899,0.606,2.475,7.568,-1.933,-0.248,2.67,0.36,-0.329,0.554
-0.901,-0.12,0.512,-3.702,-0.994,0.509,0.257,0.287,2.739,1.0,0.949,-4.145,0.911,2.251,7.892,-1.959,0.181,3.102,0.321,-0.163,0.665
-0.35,0.085,0.481,-4.048,-1.009,0.404,0.292,0.227,2.901,1.0,0.985,-3.829,0.575,2.753,6.973,-2.301,0.623,2.97,0.915,0.05,0.718
-0.06,-0.396,-0.158,-3.643,-1.232,0.501,0.278,0.267,2.473,1.0,0.875,-4.052,0.723,1.767,7.714,-1.736,0.701,2.207,0.372,0.012,0.739
-0.355,-0.028,0.457,-3.624,-1.241,0.529,0.228,0.358,2.504,1.0,1.081,-4.303,0.749,2.132,8.101,-1.909,0.695,2.563,0.281,0.106,0.874
-0.4,-0.195,0.933,-3.493,-1.039,0.366,-0.009,0.354,2.339,1.0,0.41,-4.174,0.802,1.926,7.934,-1.768,0.339,2.578,0.393,-0.122,0.798
-0.361,-0.189,0.623,-4.472,-1.253,0.567,0.351,0.323,3.125,1.0,1.136,-4.36,0.674,2.69,8.027,-2.107,0.628,2.908,0.566,0.023,0.528
-0.014,-0.345,0.509,-4.622,-1.323,0.557,-0.058,0.582,3.109,1.0,1.123,-3.987,0.94,2.38,7.768,-1.943,0.674,2.574,0.345,0.158,0.755
-0.113,-0.359,0.902,-3.256,-1.455,0.475,-0.141,0.396,1.945,1.0,0.365,-3.879,0.804,1.797,8.119,-1.221,0.233,1.885,0.107,0.066,0.583
-0.278,-0.069,0.063,-4.171,-1.166,0.436,0.303,0.133,2.983,1.0,1.096,-3.852,0.913,2.643,7.993,-2.097,0.246,2.808,0.231,0.084,0.651
-1.005,-0.115,1.087,-3.336,-1.023,0.727,0.34,0.434,2.22,1.0,1.319,-4.482,0.845,2.185,7.816,-1.707,0.409,3.168,0.287,0.019,0.661
-0.765,-0.275,-0.432,-3.66,-0.338,0.906,0.674,0.061,2.88,1.0,1.865,-5.051,0.607,2.479,8.133,-1.876,0.993,2.85,0.757,0.49,0.761
-0.278,-0.09,0.87,-3.591,-1.771,0.564,0.113,0.432,2.224,1.0,1.003,-4.892,0.893,2.006,8.378,-1.662,1.152,2.104,0.137,0.097,0.827
-0.059,-0.187,0.406,-3.97,-1.422,0.17,0.086,0.591,2.77,1.0,0.351,-3.689,0.887,2.459,8.152,-2.004,0.132,2.894,0.257,-0.409,0.462
0.07,-0.064,0.683,-3.867,-1.338,0.259,-0.023,0.425,2.607,1.0,0.538,-3.699,0.849,2.072,8.238,-2.013,0.142,2.428,0.382,-0.015,0.442
-0.175,-0.324,1.167,-4.147,-1.478,0.577,0.048,0.565,2.604,1.0,0.644,-4.109,0.938,2.186,7.797,-2.134,0.644,2.69,0.406,-0.065,0.733
-0.446,-0.173,-0.026,-3.952,-0.955,0.54,0.352,0.277,3.001,1.0,0.939,-3.933,0.868,2.498,7.588,-2.006,0.385,2.871,0.176,-0.044,0.533
0.006,0.104,1.249,-4.117,-1.687,0.082,-0.148,0.644,2.55,1.0,0.081,-3.603,0.773,2.359,7.785,-1.954,0.21,2.851,0.23,-0.116,0.917
-0.608,-0.482,1.155,-4.402,-1.328,0.838,0.084,0.363,2.703,1.0,1.106,-4.916,0.778,2.038,8.111,-1.783,1.007,2.745,0.388,0.163,0.714
-0.351,-0.16,0.804,-4.094,-1.508,0.614,0.12,0.567,2.645,1.0,0.723,-4.701,0.767,2.245,8.077,-1.696,0.927,2.707,0.183,0.137,0.731
-0.804,-0.3,0.554,-3.697,-1.056,0.754,0.09,0.393,2.564,1.0,0.882,-5.094,0.953,2.195,8.326,-1.942,0.608,2.928,0.225,0.153,0.711
-0.066,-0.111,0.886,-4.269,-1.455,0.575,-0.064,0.617,2.621,1.0,0.643,-3.689,0.954,2.299,7.25,-1.989,0.491,2.725,0.185,0.011,0.549
0.299,-0.369,0.412,-4.459,-1.342,0.45,-0.189,0.618,2.928,1.0,0.718,-3.371,0.758,2.162,7.316,-1.858,0.576,2.236,0.413,-0.093,0.722
-0.36,-0.388,0.502,-4.142,-0.87,0.763,0.419,0.175,3.021,1.0,1.453,-4.641,0.751,2.393,7.572,-1.991,1.158,2.64,0.514,0.144,0.595
-1.047,-0.518,0.231,-3.013,-0.117,1.226,0.59,0.08,2.323,1.0,2.054,-4.937,0.691,1.96,7.85,-1.56,0.791,2.231,0.435,0.523,0.686
-0.338,-0.167,0.398,-4.02,-1.094,0.602,0.298,0.283,2.912,1.0,1.033,-4.16,0.771,2.313,7.772,-2.212,0.512,2.767,0.337,-0.096,0.637
-1.049,-0.205,0.069,-4.058,-0.473,0.74,0.385,0.253,3.045,1.0,1.319,-4.211,0.433,2.412,7.256,-2.086,0.35,3.426,0.748,0.007,0.791
-0.975,-0.646,0.757,-3.986,-0.997,0.817,0.306,0.364,2.975,1.0,1.333,-4.561,0.831,2.326,7.8,-2.122,0.192,3.377,0.417,0.091,0.843
-0.349,0.022,0.327,-4.392,-1.165,0.377,-0.046,0.378,2.688,1.0,0.747,-3.71,0.82,2.446,7.553,-1.904,0.248,3.001,0.254,-0.166,0.69
-0.704,-0.156,0.211,-3.41,-0.752,0.933,0.486,0.128,2.511,1.0,1.477,-4.73,0.881,2.286,7.811,-1.768,0.916,2.598,0.122,0.378,0.63
-0.219,-0.157,0.519,-3.804,-1.232,0.56,0.321,0.259,2.594,1.0,0.994,-4.395,0.87,2.403,8.134,-1.967,1.021,2.324,0.266,0.086,0.867
-0.498,-0.159,0.605,-3.703,-0.869,0.332,0.24,0.175,2.697,1.0,0.754,-3.609,0.562,2.189,7.686,-1.875,0.155,2.746,0.524,-0.033,0.77
-0.649,-0.523,0.405,-4.014,-0.635,0.95,0.522,0.128,3.061,1.0,1.56,-4.153,0.686,2.461,7.243,-1.853,0.574,2.632,0.808,0.215,0.528
-0.056,-0.168,0.633,-3.284,-1.408,0.25,-0.152,0.462,1.966,1.0,0.305,-3.96,0.783,1.924,8.122,-1.483,0.517,2.163,0.109,0.062,0.742
-0.759,-0.66,0.298,-3.451,-0.633,0.951,0.426,0.302,2.484,1.0,1.641,-4.994,0.941,1.693,7.946,-1.769,0.917,2.827,0.289,0.298,0.421
-0.059,-0.159,0.455,-3.881,-1.5,0.468,-0.178,0.757,2.306,1.0,0.411,-3.884,0.805,1.895,8.156,-1.75,0.48,2.498,0.231,0.027,0.743
0.412,-0.159,0.067,-3.829,-1.164,0.224,0.127,0.465,2.372,1.0,0.537,-3.997,0.735,2.133,8.223,-1.718,0.555,2.332,0.466,-0.112,0.621
-0.226,-0.512,0.884,-4.014,-1.306,0.977,0.169,0.356,2.461,1.0,1.224,-4.724,0.797,2.098,8.183,-1.925,0.994,1.93,0.157,0.357,0.712
-0.189,-0.254,0.115,-3.978,-0.927,0.834,0.301,0.293,2.487,1.0,1.133,-3.843,0.935,2.257,7.691,-1.507,0.478,2.417,-0.029,-0.008,0.615
-0.051,-0.48,0.234,-4.286,-1.194,0.766,0.282,0.413,2.821,1.0,1.28,-4.418,0.693,2.25,7.808,-1.787,1.158,2.298,0.515,0.214,0.595
-0.628,-0.302,0.934,-3.747,-1.062,0.95,0.545,0.047,2.733,1.0,1.696,-5.008,0.886,2.334,7.756,-1.685,1.148,2.212,0.051,0.16,0.606
-0.261,-0.343,0.799,-3.908,-1.577,0.413,0.151,0.409,2.457,1.0,0.843,-4.214,1.042,2.049,8.042,-1.802,0.59,2.827,0.068,0.025,0.678
-1.287,-0.383,0.367,-4.255,-1.119,0.764,0.527,0.078,2.997,1.0,1.594,-4.643,0.642,2.479,7.447,-1.864,0.695,3.472,0.515,0.24,0.742
-0.188,-0.322,0.98,-4.222,-1.309,0.494,0.033,0.351,2.689,1.0,0.815,-4.17,0.892,2.099,8.002,-1.797,0.752,2.671,0.221,0.274,0.718
-0.493,-0.266,0.668,-4.716,-1.334,0.633,0.325,0.371,3.419,1.0,1.467,-4.341,0.907,2.751,7.535,-2.183,0.721,3.067,0.109,0.224,0.641
-0.606,-0.202,0.832,-4.073,-0.914,0.632,0.39,0.244,3.046,1.0,1.224,-3.768,0.906,2.687,6.959,-2.29,0.333,2.776,0.732,0.135,0.726
-0.453,-0.248,0.438,-3.774,-1.108,0.564,0.257,0.377,2.615,1.0,1.242,-4.609,0.742,2.249,8.351,-1.822,0.636,2.621,0.341,0.047,0.71
-0.571,-0.01,1.072,-3.608,-1.423,0.542,0.062,0.334,2.363,1.0,0.685,-4.595,0.75,2.31,7.99,-1.815,0.748,2.547,0.375,0.054,0.709
-0.59,0.009,0.766,-3.304,-1.027,0.673,0.318,0.249,2.182,1.0,1.283,-4.796,0.67,2.177,8.27,-1.665,0.881,2.363,0.205,0.349,0.914
-0.116,-0.344,0.326,-3.913,-1.307,0.352,0.118,0.492,2.592,1.0,0.565,-3.711,0.597,2.072,7.514,-1.794,0.594,2.51,0.514,-0.288,0.849
-0.897,-0.277,0.879,-3.911,-1.603,0.605,0.157,0.46,2.573,1.0,0.921,-4.483,0.648,2.145,7.297,-1.891,0.878,3.175,0.326,0.104,0.67
0.041,-0.027,-0.189,-3.866,-0.943,0.443,0.198,0.407,2.543,1.0,0.982,-4.064,0.607,2.369,8.206,-1.861,0.565,2.461,0.367,0.005,0.619
-0.372,-0.29,0.787,-3.751,-1.245,0.671,0.137,0.417,2.631,1.0,1.073,-4.418,0.792,2.146,7.768,-1.793,0.74,2.197,0.345,0.13,0.76
-0.792,-0.453,0.48,-3.825,-0.861,0.739,0.537,0.146,2.718,1.0,1.379,-5.02,0.692,2.287,7.859,-1.861,0.971,2.813,0.684,0.231,0.793
-0.119,-0.36,0.313,-4.202,-1.303,0.38,0.073,0.562,2.814,1.0,0.901,-4.069,0.848,2.125,7.991,-1.917,0.63,2.831,0.312,-0.045,0.75
-0.45,-0.342,1.102,-4.27,-1.304,0.897,0.111,0.597,2.814,1.0,1.169,-4.654,0.74,2.16,7.863,-1.935,1.035,2.696,0.581,0.183,0.969
-0.362,-0.082,0.547,-3.493,-0.972,0.456,0.177,0.388,2.586,1.0,0.747,-3.809,0.782,2.271,8.331,-1.73,0.017,2.662,0.613,0.218,0.552
-0.561,-0.367,-0.118,-3.344,-0.711,0.647,0.508,0.1,2.415,1.0,1.167,-4.37,0.724,2.013,7.684,-1.832,0.67,2.565,0.434,-0.025,0.737
-0.172,0.083,1.334,-3.366,-1.379,0.07,-0.087,0.395,2.138,1.0,0.156,-3.836,0.731,2.219,8.077,-1.688,0.38,2.613,0.168,-0.134,0.635
-0.174,-0.149,0.571,-4.621,-1.446,0.542,0.279,0.138,3.183,1.0,1.33,-4.334,1.044,2.784,7.967,-1.799,1.073,2.492,-0.007,0.297,0.753
-0.274,-0.397,0.292,-4.011,-1.117,0.822,0.225,0.394,2.543,1.0,1.35,-4.589,0.849,1.835,8.039,-1.629,0.836,2.352,-0.007,0.308,0.438
-0.213,-0.019,0.683,-3.387,-1.423,0.104,-0.093,0.546,2.098,1.0,0.334,-3.458,0.829,1.895,8.009,-1.756,-0.028,2.845,0.337,-0.084,0.578
-0.25,-0.094,0.595,-3.692,-1.181,0.415,0.101,0.512,2.376,1.0,0.811,-3.776,0.668,2.113,7.518,-1.864,0.287,2.721,0.648,-0.182,0.606
-0.978,-0.405,0.401,-4.062,-0.498,1.197,0.48,0.181,3.049,1.0,1.868,-5.027,0.928,2.36,8.039,-1.845,0.772,2.769,0.289,0.627,0.574
-0.707,-0.024,1.156,-3.346,-1.127,0.568,-0.082,0.638,2.029,1.0,0.602,-4.001,0.778,1.774,7.441,-1.716,0.22,2.855,0.443,0.046,0.791
-0.678,-0.041,0.539,-3.848,-0.725,0.3,0.181,0.393,2.7,1.0,0.75,-3.676,0.899,2.542,7.6,-2.188,-0.158,3.282,0.479,-0.178,0.787
-0.136,0.004,0.31,-4.123,-1.221,0.568,0.149,0.265,2.766,1.0,1.174,-3.897,0.78,2.659,7.252,-2.028,0.782,2.25,0.392,0.408,0.676
-0.639,-0.528,0.822,-3.364,-1.051,1.006,0.46,0.13,2.452,1.0,1.686,-4.644,0.869,2.101,8.199,-1.539,0.531,2.416,0.208,0.487,0.661
-0.558,-0.375,0.565,-4.143,-1.091,0.709,0.362,0.124,2.948,1.0,1.34,-4.332,0.805,2.312,7.404,-2.044,0.706,2.779,0.332,0.189,0.898
-0.522,-0.292,0.224,-4.645,-0.828,0.525,0.426,0.209,3.365,1.0,1.304,-4.054,0.941,2.522,7.748,-2.097,0.535,3.017,0.219,0.059,0.741
-0.691,-0.336,0.507,-3.929,-1.211,0.793,0.6,0.337,3.078,1.0,1.527,-4.995,0.776,2.566,8.233,-2.015,0.94,3.078,0.383,0.073,0.823
-0.12,0.039,0.45,-3.629,-1.576,0.178,0.025,0.426,2.593,1.0,0.32,-3.729,0.879,2.605,8.204,-1.707,0.044,2.828,-0.188,0.099,0.889
-1.032,-0.208,0.217,-3.964,-0.796,0.814,0.335,0.262,2.671,1.0,1.412,-4.952,0.587,2.445,7.888,-2.021,0.79,3.338,0.444,0.275,0.92
-0.478,-0.353,0.231,-3.796,-0.648,0.75,0.264,0.221,2.689,1.0,1.255,-4.67,0.895,2.462,8.08,-1.78,0.628,2.325,0.354,0.061,0.751
-0.61,-0.365,0.688,-4.375,-1.325,0.818,0.426,0.313,2.974,1.0,1.393,-4.923,0.956,2.245,7.731,-1.863,1.111,2.852,0.202,0.169,0.723
-0.314,-0.113,0.964,-3.843,-1.4,0.431,-0.11,0.51,2.385,1.0,0.641,-3.333,0.683,2.16,6.871,-1.957,0.193,2.598,0.524,-0.126,0.607
-0.289,-0.119,0.315,-4.251,-0.878,0.369,0.062,0.374,2.976,1.0,0.845,-3.777,0.769,2.723,7.936,-2.047,-0.122,2.876,0.579,0.192,0.488
-0.323,-0.407,0.821,-3.79,-1.073,0.762,0.056,0.586,2.526,1.0,1.017,-3.969,0.746,1.785,7.692,-1.685,0.579,2.446,0.392,0.435,0.703
-0.918,-0.263,0.27,-3.761,-0.66,0.825,0.632,-0.058,2.935,1.0,1.643,-4.762,0.829,2.552,8.101,-1.793,0.642,2.929,0.453,0.29,0.605
-1.107,-0.475,0.923,-3.554,-0.811,0.683,0.552,0.112,2.797,1.0,1.15,-4.709,0.597,2.384,7.638,-1.864,0.591,3.158,0.663,0.108,0.619
-0.571,-0.566,0.847,-3.508,-1.12,0.642,0.133,0.434,2.312,1.0,1.079,-4.718,0.578,1.742,8.324,-1.542,0.706,2.624,0.638,0.485,0.755
-0.52,-0.329,0.479,-3.462,-1.238,0.671,0.222,0.388,2.425,1.0,1.044,-4.3,0.96,2.063,7.927,-1.683,0.403,2.639,0.089,0.044,0.897
-0.308,-0.128,1.299,-3.518,-1.356,0.613,-0.137,0.435,1.952,1.0,0.558,-3.808,0.793,1.968,7.2,-1.793,0.593,2.287,0.226,0.071,0.886
-0.298,-0.287,0.787,-3.779,-1.434,0.414,0.171,0.477,2.544,1.0,0.943,-4.296,0.828,1.952,7.856,-1.943,0.806,2.686,0.408,-0.255,0.818
-0.853,-0.358,0.775,-3.815,-1.1,0.584,0.32,0.156,2.793,1.0,0.994,-4.221,0.782,2.493,7.607,-1.839,0.276,3.121,0.106,0.027,0.484
-0.61,-0.363,0.754,-3.261,-0.732,0.873,0.47,0.107,2.335,1.0,1.461,-4.553,0.824,1.874,7.519,-1.591,0.727,2.107,0.079,0.213,0.801
0.075,-0.399,0.576,-3.701,-1.159,0.52,0.171,0.341,2.516,1.0,1.109,-4.29,0.777,2.256,8.128,-1.491,0.897,2.208,0.295,0.316,0.741
-0.096,0.006,0.507,-3.914,-1.248,0.289,0.015,0.551,2.455,1.0,0.491,-3.415,1.038,2.206,7.187,-1.959,0.266,2.682,0.292,-0.218,0.709
-0.174,-0.253,1.088,-3.687,-1.122,0.505,-0.099,0.517,2.232,1.0,0.787,-3.642,0.809,1.974,7.322,-1.844,0.207,2.472,0.46,0.014,0.669
-0.66,-0.181,0.482,-3.795,-1.105,0.778,0.304,0.188,2.503,1.0,1.209,-4.695,0.793,2.248,7.928,-1.771,0.939,2.72,0.172,0.233,0.965
-0.795,-0.423,0.415,-4.178,-0.765,0.722,0.4,0.047,3.275,1.0,1.292,-4.154,0.803,2.634,7.719,-1.963,0.277,2.989,0.373,0.121,0.783
-0.783,-0.383,0.429,-3.348,-0.959,0.7,0.433,0.279,2.479,1.0,1.326,-4.375,0.831,1.9,7.993,-1.559,0.485,2.933,0.114,0.249,0.692
-0.683,-0.407,0.115,-4.386,-0.737,0.969,0.56,0.21,3.325,1.0,1.964,-4.727,0.809,2.522,7.932,-2.039,0.837,2.739,0.343,0.348,0.912
-0.016,-0.235,0.668,-4.426,-1.383,0.437,0.17,0.269,3.006,1.0,1.035,-3.614,0.8,2.616,7.525,-2.148,0.471,2.577,0.397,0.149,0.704
0.031,-0.112,0.304,-4.094,-1.087,0.5,0.004,0.719,2.713,1.0,0.807,-3.804,0.587,2.456,8.009,-1.975,0.298,2.732,0.508,-0.001,0.923
-0.113,-0.283,0.642,-4.451,-1.347,0.522,-0.125,0.571,2.924,1.0,0.721,-3.787,0.754,2.44,7.576,-1.919,0.523,2.807,0.564,0.019,0.622
0.134,-0.158,0.518,-3.886,-1.35,0.216,0.003,0.487,2.653,1.0,0.449,-3.493,0.619,2.191,7.831,-1.907,0.372,2.421,0.573,-0.052,0.675
-0.425,-0.294,0.386,-4.042,-0.827,0.805,0.44,0.187,2.811,1.0,1.468,-4.797,0.862,2.303,8.141,-1.78,0.807,2.595,0.064,0.209,0.624
-0.164,-0.444,0.181,-4.257,-0.816,0.794,0.469,-0.045,3.138,1.0,1.48,-4.436,0.716,2.676,8.066,-1.726,0.861,2.147,0.475,0.187,0.701
0.199,-0.051,0.189,-3.776,-1.487,0.22,0.115,0.295,2.324,1.0,0.688,-3.723,0.878,2.299,8.097,-1.795,0.355,2.471,0.15,-0.095,0.711
-0.754,-0.267,0.927,-3.559,-1.07,0.637,0.285,0.41,2.622,1.0,1.222,-4.094,0.792,2.265,7.329,-1.869,0.248,3.003,0.651,0.079,0.704
-0.173,-0.3,0.983,-3.36,-1.371,0.47,0.018,0.47,2.178,1.0,0.574,-3.908,0.836,2.046,7.992,-1.705,0.352,2.585,0.186,-0.035,0.774
-0.517,-0.333,0.255,-3.789,-0.611,0.877,0.453,0.207,2.503,1.0,1.683,-4.856,0.808,2.208,8.128,-1.821,0.904,2.453,0.541,0.343,0.502
-0.087,-0.203,0.636,-3.945,-1.25,0.404,0.183,0.463,2.55,1.0,0.938,-3.914,0.787,2.14,8.031,-1.906,0.522,2.747,0.423,0.043,0.554
-0.835,-0.447,0.647,-3.329,-1.03,0.701,0.31,0.491,2.353,1.0,1.162,-4.046,0.798,1.664,6.922,-1.866,0.546,3.261,0.455,0.068,0.76
-0.727,-0.425,0.152,-3.96,-0.721,0.843,0.669,0.019,2.977,1.0,1.443,-5.098,0.867,2.375,8.068,-1.897,0.915,2.823,0.4,0.112,0.824
-0.665,-0.39,0.918,-4.271,-0.867,1.258,0.298,0.211,2.797,1.0,1.83,-4.345,0.779,2.462,6.896,-2.035,1.098,2.443,0.561,0.34,0.665
-0.363,0.031,0.608,-4.246,-1.256,0.126,0.085,0.399,2.924,1.0,0.709,-3.672,0.735,2.473,7.531,-2.167,0.072,3.047,0.425,-0.035,0.7
-0.682,-0.5,0.662,-4.334,-1.216,0.91,0.227,0.394,2.828,1.0,1.536,-5.013,0.923,2.482,7.949,-1.926,1.052,2.762,0.317,0.222,0.584
-0.153,-0.053,0.394,-4.738,-1.513,0.308,0.004,0.387,3.351,1.0,0.745,-3.822,0.839,2.816,8.021,-2.349,0.324,2.85,0.419,-0.132,0.883
-0.567,-0.306,-0.164,-4.017,-0.819,0.519,0.419,0.207,3.149,1.0,1.206,-4.342,0.591,2.668,7.889,-1.988,0.453,2.959,0.615,0.032,0.642
-0.043,-0.243,1.698,-3.133,-1.424,0.39,0.118,0.182,2.141,1.0,0.747,-4.041,0.938,1.851,7.92,-1.428,0.682,2.043,0.015,0.117,0.754
-0.568,-0.517,0.588,-4.251,-1.012,0.798,0.488,0.173,3.248,1.0,1.552,-4.813,0.68,2.417,7.926,-1.699,0.975,2.972,0.517,0.271,0.856
-0.563,-0.012,0.516,-3.978,-1.2,0.267,0.119,0.303,2.791,1.0,0.409,-3.9,0.874,2.539,7.923,-1.943,0.133,3.159,0.34,-0.281,0.564
-0.203,0.09,0.173,-3.387,-1.424,0.136,0.054,0.445,2.352,1.0,0.245,-3.623,1.067,2.274,8.103,-1.658,-0.119,2.733,-0.092,-0.267,0.624
-0.215,-0.148,0.48,-3.588,-1.09,0.468,0.019,0.28,2.358,1.0,0.659,-3.969,0.792,2.151,7.833,-1.915,0.546,2.282,0.273,0.048,0.54
-0.838,-0.267,0.908,-3.191,-1.082,0.815,0.294,0.372,2.1,1.0,1.076,-5.336,0.721,1.862,8.43,-1.569,1.103,2.532,0.223,-0.226,0.781
-0.326,-0.348,0.478,-3.959,-1.267,0.776,0.343,0.319,2.591,1.0,1.304,-4.263,1.022,1.991,7.188,-2.054,0.846,2.598,0.249,0.272,0.605
-0.25,-0.364,0.345,-3.755,-0.954,0.778,0.496,0.236,2.865,1.0,1.497,-4.84,0.685,2.212,7.969,-1.922,1.385,2.238,0.649,0.256,0.595
-0.653,-0.397,0.773,-3.876,-1.088,0.349,0.148,0.293,2.694,1.0,0.618,-3.845,0.848,2.345,7.996,-1.812,-0.159,3.361,0.382,0.061,0.55
-0.204,-0.371,-0.034,-3.901,-0.967,0.61,0.326,0.421,2.815,1.0,1.311,-3.965,0.78,2.053,8.221,-1.873,0.271,2.622,0.388,0.018,0.619
-0.868,-0.426,1.336,-3.709,-1.456,0.575,0.102,0.614,2.529,1.0,0.849,-3.903,0.812,1.935,7.281,-1.635,0.222,3.309,0.185,-0.181,0.766
0.305,-0.117,0.667,-4.51,-1.79,0.007,-0.063,0.436,2.995,1.0,0.149,-3.095,0.743,2.501,7.539,-2.075,0.355,2.527,0.475,-0.274,0.752
-0.567,-0.309,0.178,-3.61,-1.011,0.602,0.322,0.263,2.752,1.0,1.098,-4.203,0.701,2.203,8.068,-1.724,0.32,2.874,0.138,0.06,0.648
-0.729,-0.355,0.338,-3.933,-0.779,0.634,0.397,0.381,2.743,1.0,1.457,-3.909,0.695,2.202,7.404,-1.857,0.142,3.389,0.313,0.114,0.679
-0.784,-0.42,0.411,-4.006,-1.001,0.716,0.361,0.326,2.7,1.0,1.38,-4.488,0.792,2.275,7.807,-1.672,0.49,2.932,0.329,0.112,0.713
-0.323,-0.155,0.85,-3.618,-0.926,0.62,-0.02,0.269,2.166,1.0,0.72,-4.134,0.701,2.072,7.883,-1.808,0.48,2.298,0.283,-0.064,0.771
-0.654,-0.543,0.762,-3.437,-1.17,0.858,0.43,0.164,2.327,1.0,1.482,-5.306,0.667,1.899,8.067,-1.526,1.473,2.076,0.385,0.159,0.952
-0.617,-0.352,0.458,-3.758,-1.028,0.84,0.207,0.284,2.581,1.0,1.267,-4.661,0.811,2.194,8.206,-1.829,0.798,2.35,0.311,0.332,0.985
-0.344,-0.525,0.49,-3.472,-0.93,0.89,0.502,0.152,2.348,1.0,1.514,-4.992,0.644,1.89,7.948,-1.593,1.308,2.199,0.396,0.319,0.581
-0.256,-0.187,0.438,-4.957,-0.925,0.529,0.097,0.541,3.502,1.0,1.083,-3.591,0.794,2.778,7.463,-2.384,0.156,3.061,0.519,0.11,0.638
-0.129,0.058,0.985,-4.014,-1.597,0.249,-0.122,0.506,2.477,1.0,0.609,-3.6,0.816,2.402,8.033,-1.982,0.224,2.513,0.147,0.116,0.868
-0.172,-0.095,0.61,-4.228,-1.264,0.614,0.063,0.51,2.83,1.0,0.819,-4.336,0.903,2.167,7.551,-1.826,0.905,2.582,0.346,0.233,0.948
-0.083,-0.209,0.985,-4.111,-1.435,0.534,0.137,0.288,2.674,1.0,0.695,-4.455,0.765,2.148,7.806,-1.61,1.069,2.487,0.202,-0.024,0.652
-0.265,-0.243,0.684,-4.201,-1.262,0.732,0.339,0.309,2.974,1.0,1.108,-4.447,0.828,2.805,7.664,-1.852,0.962,2.636,0.222,0.057,0.665
-0.411,-0.079,0.601,-4.166,-1.035,0.472,0.337,0.328,3.044,1.0,0.905,-4.274,0.827,2.589,8.155,-2.177,0.52,2.848,0.543,0.126,0.708
-0.489,-0.276,0.822,-3.643,-1.084,0.602,-0.157,0.472,2.06,1.0,0.677,-3.924,0.814,1.711,7.857,-1.549,0.239,2.554,0.175,0.2,0.885
-0.548,-0.215,0.172,-3.609,-0.717,0.517,0.561,0.031,2.598,1.0,1.304,-4.163,0.699,2.285,7.81,-1.84,0.587,2.768,0.326,0.173,0.569
-0.519,-0.391,0.566,-3.461,-0.994,0.733,0.166,0.255,2.311,1.0,0.915,-4.541,0.782,2.217,8.084,-1.505,0.487,2.609,0.22,-0.066,0.748
-1.046,-0.123,0.61,-3.648,-1.153,0.499,0.072,0.303,2.495,1.0,0.867,-4.381,0.821,2.314,8.227,-1.859,-0.036,3.282,0.153,0.166,0.701
0.165,0.241,0.16,-3.721,-1.28,-0.026,-0.137,0.628,2.562,1.0,0.14,-3.172,0.794,2.704,8.173,-1.943,-0.137,2.64,0.317,-0.171,0.624
-0.784,-0.414,0.993,-3.652,-1.015,0.67,0.362,0.15,2.726,1.0,1.31,-4.693,0.833,2.37,8.025,-1.864,0.629,3.024,0.161,0.097,0.757
