Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,x19,x20
295,0.431,-0.745,0.82,0.08,-0.317,0.927,1.176,0.026,-1.34,2.28,8.784,0.108,1.216,-7.694,8.902,0.412,0.813,0.912,0.0,-1.002,-0.998
296,0.691,-0.882,0.769,0.183,-0.123,0.309,1.288,0.148,-1.19,2.889,8.665,0.103,1.163,-6.777,8.36,0.517,0.729,0.745,0.0,-1.04,-0.561
297,0.539,-0.862,0.612,0.166,-0.263,0.806,1.26,-0.14,-1.014,2.915,9.792,-0.347,1.133,-8.008,8.456,0.502,0.602,0.657,0.0,-0.706,-1.111
298,0.724,-0.108,0.288,-0.332,-0.123,0.82,1.398,-0.171,-0.935,2.972,8.724,-0.173,1.16,-7.502,8.453,0.391,0.132,0.833,0.0,-0.757,-0.954
299,0.873,-0.62,0.626,-0.135,0.011,0.126,1.774,-0.083,-1.278,3.871,9.244,0.115,1.086,-6.665,8.974,0.674,0.649,0.614,0.0,-1.128,-0.194
300,0.763,-0.807,0.636,0.002,0.223,0.51,1.309,0.075,-1.315,3.152,8.915,-0.091,1.218,-6.745,8.184,0.329,0.626,0.53,0.0,-0.98,-0.614
301,0.55,0.034,0.44,-0.465,-0.248,0.732,1.454,-0.608,-0.932,2.674,8.609,-0.025,1.132,-7.671,8.906,0.563,0.087,0.907,0.0,-0.672,-0.554
302,0.36,-0.435,0.586,-0.095,-0.195,1.082,1.451,-0.377,-0.852,2.706,9.522,0.141,0.932,-8.279,8.972,0.307,0.337,0.972,0.0,-0.5,-1.134
303,1.105,-0.802,0.639,0.08,-0.005,0.489,1.072,0.164,-1.335,2.302,8.298,-0.255,0.971,-6.86,8.495,0.186,0.479,0.86,0.0,-1.365,-0.691
304,0.806,-0.502,0.256,0.07,0.025,0.686,1.293,-0.163,-1.05,3.5,9.699,-0.124,1.176,-7.297,8.195,0.378,0.231,0.607,0.0,-0.862,-1.07
305,0.654,-0.461,0.491,-0.159,-0.291,0.827,0.98,-0.239,-0.997,2.007,8.153,-0.314,1.283,-7.513,8.293,0.274,0.349,1.059,0.0,-0.947,-0.961
306,0.526,-0.468,0.536,-0.155,0.071,0.235,1.355,-0.307,-1.005,2.322,7.899,-0.197,0.861,-6.843,8.388,0.528,0.277,0.739,0.0,-0.996,-0.552
307,0.735,-0.268,0.372,-0.36,0.046,0.299,1.303,-0.047,-1.022,2.328,8.088,0.007,1.22,-7.144,9.044,0.656,0.222,0.956,0.0,-1.037,-0.336
308,0.756,-0.764,0.575,0.097,-0.208,0.881,0.948,-0.144,-1.204,1.539,7.696,-0.03,1.223,-7.143,8.322,0.224,0.424,0.848,0.0,-0.897,-0.793
309,0.709,0.088,0.591,-0.422,-0.092,0.194,1.982,-0.642,-0.885,4.128,8.99,0.03,1.431,-6.815,8.28,0.91,0.182,0.784,0.0,-0.773,-0.313
310,0.775,0.317,-0.036,-0.425,0.035,0.229,1.234,-0.61,-0.741,1.906,7.278,-0.278,1.086,-6.973,8.406,0.565,-0.236,0.995,0.0,-0.909,-0.398
311,0.654,-0.252,0.762,-0.126,-0.018,0.377,1.524,-0.258,-0.876,3.158,8.777,-0.085,0.932,-7.099,8.467,0.684,0.497,0.592,0.0,-0.83,-0.536
312,0.646,0.237,0.238,-0.407,-0.427,0.625,0.906,-0.751,-0.898,1.146,7.213,-0.23,1.093,-7.972,8.654,0.17,-0.224,0.729,0.0,-0.672,-0.756
313,0.746,-0.276,0.763,-0.354,-0.067,0.683,1.328,-0.356,-1.114,2.396,8.441,-0.105,1.209,-7.575,8.784,0.363,0.377,0.867,0.0,-0.954,-0.852
314,0.92,-0.67,0.661,-0.044,-0.103,0.525,1.127,-0.196,-1.235,2.307,8.067,0.092,0.931,-6.98,8.29,0.286,0.395,0.881,0.0,-0.947,-0.947
315,0.694,-0.671,0.909,0.267,-0.191,0.342,1.785,-0.099,-1.149,4.345,9.945,0.075,1.317,-6.985,8.142,0.605,0.771,0.582,0.0,-0.874,-0.788
316,0.503,-1.187,0.811,0.086,0.043,0.694,0.968,0.213,-1.411,1.869,8.896,-0.111,1.209,-7.7,8.704,0.337,0.895,0.604,0.0,-1.07,-1.014
317,0.598,0.38,0.447,-0.272,-0.193,0.732,1.225,-1.049,-0.717,2.494,8.793,-0.165,1.118,-8.037,8.458,0.401,-0.108,0.939,0.0,-0.317,-0.894
318,0.831,-1.193,0.549,0.183,0.004,0.374,1.382,0.177,-1.545,3.029,8.372,0.161,1.259,-6.3,8.276,0.537,0.638,0.646,0.0,-1.264,-0.545
319,1.016,-0.079,0.252,-0.281,-0.093,0.152,1.244,-0.4,-0.958,2.452,7.772,-0.214,1.281,-6.837,8.382,0.542,-0.015,0.683,0.0,-0.883,-0.387
320,0.96,-0.584,0.429,-0.186,-0.156,0.622,1.263,-0.075,-1.402,2.989,8.144,-0.227,0.963,-6.631,8.125,0.325,0.312,0.762,0.0,-1.133,-0.66
321,0.537,-0.505,0.608,-0.296,-0.0,0.697,0.998,-0.286,-1.199,1.861,7.862,-0.137,1.425,-7.06,8.139,0.319,0.528,0.813,0.0,-0.897,-0.749
322,0.54,-0.685,0.675,0.208,-0.094,0.459,1.205,-0.14,-0.863,1.529,7.768,0.15,1.268,-7.009,8.093,0.586,0.647,0.605,0.0,-0.81,-0.713
323,0.661,-0.532,0.35,0.062,0.221,0.259,1.232,0.088,-0.984,2.118,7.912,-0.172,1.206,-6.834,8.195,0.502,0.222,0.948,0.0,-0.918,-0.595
324,0.85,-0.285,0.257,-0.101,0.147,0.322,1.301,-0.365,-1.016,2.687,9.027,-0.448,1.146,-7.695,8.682,0.474,0.124,0.811,0.0,-0.843,-0.772
325,0.798,-0.303,0.437,-0.088,-0.034,0.239,1.541,-0.411,-0.865,3.313,9.035,0.054,1.177,-7.23,8.82,0.853,0.264,0.769,0.0,-0.758,-0.36
326,0.689,-0.292,0.649,0.02,-0.141,0.474,1.159,-0.423,-0.926,2.147,7.91,-0.22,1.03,-6.869,8.301,0.479,0.342,0.666,0.0,-0.935,-0.587
327,0.617,-0.289,0.51,-0.324,0.029,0.42,1.427,-0.269,-0.949,2.996,7.885,0.209,1.172,-6.516,8.233,0.686,0.256,0.818,0.0,-0.876,-0.601
328,0.674,-0.693,0.555,-0.02,-0.057,0.751,0.938,0.013,-1.159,1.988,7.961,-0.131,1.308,-7.069,8.16,0.227,0.534,0.756,0.0,-0.899,-0.852
329,0.792,-0.578,0.401,0.091,-0.138,1.146,1.199,-0.268,-1.024,3.498,10.172,-0.392,1.159,-8.346,8.065,0.201,0.386,0.9,0.0,-0.454,-1.318
330,0.716,-0.46,0.458,0.066,-0.218,0.749,1.156,-0.393,-1.008,2.113,8.539,-0.018,1.061,-7.442,8.107,0.296,0.423,0.779,0.0,-0.735,-1.029
331,0.558,-0.723,0.656,0.229,-0.444,0.688,1.239,-0.158,-1.109,1.985,8.216,-0.135,1.077,-7.359,8.135,0.617,0.695,0.601,0.0,-0.886,-0.869
332,0.987,-0.401,0.521,-0.269,-0.283,0.702,1.283,-0.271,-1.259,2.379,8.058,0.053,1.397,-7.174,8.348,0.305,0.287,0.686,0.0,-1.11,-1.057
333,0.69,-0.228,0.497,0.078,-0.14,0.393,1.362,-0.322,-0.776,2.63,8.987,-0.136,1.302,-7.768,8.881,0.7,0.032,0.738,0.0,-0.769,-0.83
334,0.674,-0.636,0.692,-0.053,-0.26,1.045,1.333,-0.24,-1.366,2.659,8.963,-0.081,1.2,-7.596,8.296,0.093,0.495,0.727,0.0,-0.973,-1.144
335,0.733,-0.513,0.443,-0.102,0.01,0.829,1.392,-0.197,-1.109,2.729,8.748,-0.12,1.07,-7.312,8.54,0.453,0.308,0.833,0.0,-0.812,-0.929
336,0.657,-0.06,0.411,-0.21,0.041,0.651,1.267,-0.252,-0.945,2.564,8.536,-0.093,1.159,-7.498,8.42,0.223,0.106,0.764,0.0,-0.818,-0.794
337,0.639,-0.1,0.556,-0.358,0.239,0.055,1.881,-0.404,-0.887,3.305,8.21,-0.116,1.051,-6.565,8.119,0.966,0.325,0.593,0.0,-0.786,-0.46
338,0.85,-0.89,0.599,-0.011,-0.017,0.342,1.342,0.142,-1.296,2.872,8.435,0.242,1.283,-6.513,8.416,0.444,0.763,0.812,0.0,-1.103,-0.608
339,0.66,-0.863,0.293,0.066,-0.252,0.668,1.068,0.045,-1.238,2.581,8.136,0.056,1.418,-6.828,8.206,0.411,0.416,0.642,0.0,-1.061,-0.846
340,0.83,-0.007,0.198,-0.2,-0.111,0.125,1.306,-0.581,-0.791,2.595,8.057,0.043,1.017,-7.13,9.032,0.825,-0.012,0.646,0.0,-0.745,-0.286
341,0.846,-0.839,0.488,-0.205,0.048,0.34,0.918,0.247,-1.409,1.747,7.136,0.273,1.201,-6.253,8.144,0.301,0.538,1.018,0.0,-1.194,-0.438
342,0.657,-0.239,0.566,-0.218,0.073,0.229,1.547,-0.405,-0.931,3.09,8.177,-0.154,1.145,-6.52,8.213,0.979,0.112,0.912,0.0,-0.967,-0.411
343,0.551,-0.397,0.286,-0.325,-0.034,0.435,0.865,-0.143,-1.025,1.648,7.607,-0.138,1.306,-7.082,8.419,0.195,0.17,0.724,0.0,-0.804,-0.605
344,0.564,-0.306,0.647,-0.015,-0.048,0.541,1.266,-0.269,-0.887,2.071,8.291,-0.071,1.247,-7.287,8.295,0.637,0.296,0.774,0.0,-0.744,-0.836
345,0.625,-0.66,0.512,0.134,-0.114,0.641,1.49,-0.162,-1.104,3.558,9.155,-0.207,1.019,-7.025,8.234,0.605,0.344,0.845,0.0,-0.896,-0.675
346,0.746,-0.358,0.554,-0.206,0.015,0.519,1.201,-0.17,-1.038,2.743,8.744,0.137,1.164,-7.519,8.855,0.44,0.391,0.737,0.0,-0.982,-0.789
347,0.566,-0.127,0.355,-0.191,-0.081,0.595,1.185,-0.564,-0.942,1.543,7.683,-0.009,1.334,-7.333,8.352,0.402,0.256,0.957,0.0,-0.752,-0.838
348,0.77,-0.239,0.448,0.022,-0.046,0.597,1.284,-0.45,-0.802,2.339,8.714,-0.291,1.393,-7.607,8.575,0.282,0.064,0.625,0.0,-0.703,-0.801
349,0.907,-0.95,0.443,-0.278,0.381,-0.153,1.577,0.27,-1.516,3.818,8.249,0.2,1.154,-5.603,8.444,0.791,0.394,0.678,0.0,-1.431,-0.095
350,0.582,-0.379,0.474,0.021,-0.26,1.241,1.313,-0.383,-1.252,3.698,10.791,-0.325,1.185,-8.927,8.956,0.331,0.533,0.734,0.0,-0.665,-1.51
351,0.764,-0.778,1.035,0.16,0.09,0.416,1.493,-0.086,-1.15,3.637,9.169,0.089,1.223,-6.415,8.302,0.569,0.77,0.405,0.0,-1.124,-0.539
352,0.721,-0.492,0.339,-0.179,0.339,0.127,2.007,-0.157,-0.959,4.029,9.296,-0.084,1.096,-6.749,8.572,0.817,0.222,0.749,0.0,-0.882,-0.387
353,0.683,-1.148,0.668,0.323,-0.257,0.673,1.257,0.095,-1.231,2.909,9.177,-0.047,1.09,-6.997,8.497,0.403,0.87,0.945,0.0,-1.107,-0.814
354,0.592,-0.241,0.28,-0.238,-0.199,0.409,1.308,-0.478,-0.977,2.799,8.327,-0.261,1.319,-7.215,8.576,0.626,0.149,0.979,0.0,-0.904,-0.619
355,0.738,-0.47,0.535,0.126,0.042,0.673,1.059,-0.355,-0.894,2.126,8.679,-0.203,1.1,-7.716,8.502,0.366,0.31,0.854,0.0,-0.592,-0.811
356,0.906,-0.324,0.012,-0.274,0.18,-0.075,1.236,-0.082,-1.159,2.48,7.536,-0.096,1.228,-6.121,8.521,0.602,0.081,0.693,0.0,-1.202,-0.112
357,0.777,-0.798,0.44,0.205,-0.28,0.517,1.316,-0.028,-1.175,2.613,8.382,-0.01,1.223,-6.939,8.107,0.463,0.342,0.922,0.0,-0.923,-0.681
358,0.438,-0.674,0.75,0.12,-0.265,1.112,1.605,-0.393,-1.139,4.209,10.885,-0.083,1.183,-8.361,8.593,0.606,0.636,0.592,0.0,-0.53,-1.134
359,0.442,-0.285,0.497,-0.336,-0.098,0.571,1.807,-0.54,-1.039,3.543,9.216,0.136,1.151,-7.307,8.08,0.83,0.455,0.898,0.0,-0.568,-0.892
360,0.623,-0.489,0.532,-0.023,-0.236,0.5,1.312,-0.246,-1.122,2.919,8.888,-0.171,1.21,-7.26,8.397,0.541,0.299,0.799,0.0,-0.889,-0.66
361,0.555,-0.667,0.359,0.418,-0.15,0.443,1.196,-0.079,-0.985,2.134,7.803,0.161,1.225,-6.584,8.102,0.359,0.379,0.705,0.0,-0.785,-0.483
362,0.87,-0.436,0.431,0.039,-0.029,0.808,1.125,-0.369,-1.019,2.832,9.155,-0.195,0.976,-7.638,8.36,0.2,0.239,1.045,0.0,-0.857,-1.088
363,0.586,-0.457,0.536,0.241,-0.382,1.222,0.984,-0.528,-0.924,2.418,9.471,-0.156,1.266,-8.137,8.296,0.324,0.372,0.72,0.0,-0.558,-1.286
364,0.851,-0.401,0.462,0.033,-0.311,0.858,1.04,-0.304,-1.127,2.521,8.91,-0.328,1.131,-7.768,8.565,-0.03,0.102,0.751,0.0,-0.79,-0.774
365,0.697,-0.882,0.465,0.146,-0.284,0.888,1.463,0.155,-1.278,3.464,9.936,0.098,1.335,-7.725,8.907,0.59,0.708,0.618,0.0,-1.049,-1.036
366,0.758,-0.994,0.783,0.132,0.033,0.435,1.107,-0.029,-1.151,2.807,8.478,0.015,1.182,-6.348,8.295,0.301,0.794,0.761,0.0,-1.048,-0.471
367,0.54,-0.385,0.52,-0.045,-0.301,0.957,1.169,-0.305,-1.125,2.348,9.016,-0.294,1.25,-8.054,8.482,0.128,0.327,0.562,0.0,-0.61,-1.016
368,0.689,-0.299,0.384,-0.285,0.049,0.243,1.462,-0.254,-0.894,2.812,8.184,0.075,1.11,-6.858,8.833,0.535,0.17,0.714,0.0,-0.821,-0.449
369,0.737,0.008,0.304,-0.215,-0.051,0.665,1.25,-0.551,-0.81,2.997,9.058,-0.157,1.369,-7.941,8.636,0.298,-0.008,0.864,0.0,-0.686,-0.936
370,0.876,-0.634,0.128,0.095,0.013,0.434,1.2,-0.115,-1.039,2.375,7.981,0.158,1.347,-6.703,8.266,0.597,0.338,0.887,0.0,-0.989,-0.591
371,0.609,-0.529,0.749,0.034,-0.203,0.397,1.089,-0.244,-0.988,2.326,8.706,0.016,1.24,-7.544,8.84,0.455,0.468,0.859,0.0,-0.947,-0.682
372,0.834,-0.351,0.896,-0.003,-0.365,0.578,1.33,-0.603,-1.001,2.115,8.222,-0.262,1.097,-7.624,8.492,0.479,0.412,1.103,0.0,-0.751,-0.75
373,0.799,-0.582,0.49,0.055,-0.176,0.625,1.386,-0.041,-1.137,2.882,8.784,0.175,1.232,-7.291,8.736,0.527,0.299,0.699,0.0,-1.116,-0.832
374,0.727,-0.795,0.913,0.384,-0.182,0.834,1.439,-0.368,-0.985,2.708,9.207,-0.072,1.02,-7.515,8.224,0.438,0.38,0.852,0.0,-0.742,-0.994
375,0.867,-0.961,0.631,0.141,0.192,-0.073,1.124,0.096,-1.258,2.07,7.553,0.023,1.304,-6.147,8.356,0.443,0.673,0.69,0.0,-1.149,-0.281
376,0.752,0.018,0.255,-0.093,-0.248,0.546,1.081,-0.438,-0.85,2.192,8.182,0.045,1.332,-7.468,8.442,0.614,0.104,0.662,0.0,-0.687,-0.806
377,0.549,-0.031,0.703,-0.377,-0.016,0.789,1.296,-0.798,-0.838,2.432,8.443,-0.182,1.118,-7.437,8.132,0.458,0.249,0.847,0.0,-0.684,-1.158
378,0.814,-0.81,0.549,0.16,-0.036,0.602,1.473,-0.126,-1.208,4.037,9.638,-0.234,1.219,-7.142,8.537,0.593,0.422,0.614,0.0,-0.942,-0.785
379,0.3,0.077,0.341,-0.17,-0.319,1.218,1.259,-0.628,-0.799,2.338,8.723,-0.063,1.11,-8.124,8.276,0.531,0.021,0.882,0.0,-0.444,-1.222
380,0.597,-0.091,0.257,-0.199,-0.037,0.302,0.97,-0.396,-0.791,0.77,6.807,-0.172,1.091,-6.907,8.156,0.483,0.078,0.702,0.0,-0.698,-0.657
381,0.851,-0.152,0.341,-0.114,-0.064,0.301,1.242,-0.526,-0.807,2.677,8.211,-0.092,1.096,-7.042,8.341,0.612,-0.015,0.969,0.0,-0.792,-0.631
382,0.317,-0.659,0.498,0.387,-0.413,1.598,1.134,-0.465,-0.852,1.502,9.195,-0.088,1.024,-8.749,8.087,0.17,0.412,0.903,0.0,-0.19,-1.7
383,0.681,-0.434,0.508,-0.332,-0.124,0.825,1.707,-0.193,-1.294,3.697,9.459,-0.004,1.114,-7.67,8.338,0.603,0.302,0.656,0.0,-0.767,-1.026
384,0.794,-0.739,0.7,0.069,0.081,0.155,1.032,0.095,-1.104,2.211,8.231,0.04,1.369,-6.727,8.286,0.446,0.585,0.561,0.0,-0.882,-0.619
385,0.66,-0.557,0.692,0.0,-0.03,0.652,0.964,-0.304,-1.107,2.26,8.889,-0.14,1.146,-7.86,8.499,0.398,0.469,0.912,0.0,-0.716,-1.017
386,0.88,-0.756,0.607,0.184,-0.263,0.908,1.112,-0.17,-1.17,2.739,9.577,-0.261,1.129,-8.071,8.686,0.125,0.408,0.75,0.0,-0.828,-1.117
387,0.669,-0.352,0.527,-0.208,-0.032,0.694,1.684,-0.224,-1.077,3.148,8.461,-0.159,1.118,-6.878,8.41,0.954,0.172,0.841,0.0,-1.034,-0.739
388,0.893,-0.527,0.537,-0.056,-0.029,0.354,1.422,-0.041,-1.085,2.835,7.629,0.035,1.288,-5.919,8.232,0.626,0.405,0.629,0.0,-1.316,-0.407
389,0.557,-0.361,0.301,-0.012,-0.176,0.353,1.486,-0.049,-1.031,2.825,8.049,-0.098,0.948,-6.602,8.21,0.452,0.165,0.897,0.0,-0.998,-0.542
390,0.884,0.056,0.382,-0.164,-0.051,0.194,1.448,-0.523,-0.858,2.492,7.874,-0.111,1.117,-7.068,8.407,0.619,0.103,0.904,0.0,-0.757,-0.564
391,0.888,-0.931,0.931,-0.029,-0.005,0.423,0.988,0.194,-1.31,1.915,7.807,0.127,1.211,-6.766,8.548,0.3,0.7,0.71,0.0,-0.972,-0.462
392,0.546,-0.411,0.53,0.029,-0.197,0.962,1.253,-0.481,-1.018,2.464,8.411,0.065,1.393,-7.272,8.099,0.504,0.259,0.842,0.0,-0.653,-0.888
393,0.739,-0.588,0.475,0.139,-0.05,0.458,1.254,-0.265,-1.041,3.006,9.172,-0.226,1.178,-7.421,8.127,0.563,0.301,0.991,0.0,-0.756,-0.853
394,0.681,-0.293,0.67,-0.281,0.027,0.629,1.16,-0.328,-0.986,1.769,7.424,0.07,1.141,-6.712,8.28,0.324,0.345,1.012,0.0,-0.926,-0.627
395,0.72,-0.487,0.3,-0.113,0.015,-0.035,1.45,-0.273,-1.003,3.346,8.933,-0.293,1.116,-7.149,8.605,0.734,0.23,0.841,0.0,-0.903,-0.287
396,0.843,-0.13,0.235,-0.352,0.057,0.217,1.446,-0.292,-0.966,3.179,8.085,-0.062,1.046,-6.729,8.584,0.434,0.048,0.999,0.0,-1.034,-0.593
397,0.83,-0.716,0.651,-0.118,0.178,0.23,1.393,0.066,-1.088,3.139,8.678,-0.027,1.195,-6.627,8.647,0.743,0.602,0.905,0.0,-1.104,-0.309
398,0.73,-0.091,0.513,-0.449,0.18,0.178,1.76,-0.322,-0.91,3.695,8.985,-0.238,1.205,-7.276,9.078,0.919,0.167,0.912,0.0,-0.97,-0.564
399,0.513,0.001,0.11,-0.445,-0.261,0.685,1.193,-0.314,-0.921,2.456,8.262,-0.04,1.154,-7.553,8.583,0.663,0.082,0.596,0.0,-0.704,-0.808
400,0.735,-0.634,0.538,-0.066,0.119,0.56,1.387,-0.229,-0.936,2.176,7.96,0.014,0.983,-6.654,8.196,0.545,0.261,0.817,0.0,-0.759,-0.547
401,0.661,-0.34,0.345,-0.261,-0.013,0.497,1.609,-0.365,-1.015,3.781,9.197,-0.091,0.932,-7.295,8.317,0.689,0.271,0.868,0.0,-0.719,-0.676
402,0.745,0.125,0.407,-0.612,0.034,0.305,1.475,-0.553,-0.9,2.298,7.223,-0.03,1.237,-6.512,8.075,0.76,0.042,0.843,0.0,-0.768,-0.422
403,0.71,-0.586,0.812,0.069,-0.23,0.765,1.407,-0.409,-0.932,2.57,8.936,-0.242,1.061,-7.54,8.319,0.597,0.392,0.915,0.0,-0.842,-1.045
404,0.92,-0.373,0.428,0.048,-0.211,0.526,0.828,-0.165,-1.164,1.67,8.121,-0.165,1.395,-7.224,8.525,0.085,0.317,0.793,0.0,-1.088,-0.812
405,0.413,0.427,0.461,-0.776,-0.134,0.65,1.222,-0.851,-0.693,2.484,8.602,-0.306,1.326,-8.237,8.987,0.537,-0.136,0.993,0.0,-0.51,-0.699
406,0.536,-0.35,0.674,-0.15,-0.243,1.116,1.221,-0.486,-0.98,2.232,8.897,-0.086,1.057,-7.945,8.343,0.357,0.378,0.883,0.0,-0.496,-1.337
407,0.91,-1.029,0.597,0.297,-0.11,1.053,1.219,0.028,-1.223,2.651,9.114,-0.03,1.26,-7.545,8.414,0.265,0.814,0.865,0.0,-0.868,-1.13
408,0.461,-0.484,0.484,-0.018,-0.137,0.832,1.248,-0.093,-0.872,2.597,9.067,-0.187,1.031,-7.517,8.296,0.633,0.381,0.708,0.0,-0.58,-0.917
409,0.897,-0.848,0.34,0.059,0.173,0.435,1.072,0.099,-1.191,2.041,8.224,0.003,1.136,-6.59,8.355,0.38,0.48,1.008,0.0,-1.139,-0.672
410,0.851,-0.166,0.23,-0.129,-0.109,0.332,1.101,-0.445,-0.88,2.014,7.407,0.046,1.078,-6.669,8.296,0.5,0.053,1.084,0.0,-0.805,-0.44
411,0.618,-0.361,0.482,0.037,-0.249,0.584,0.978,-0.323,-0.997,1.178,7.718,-0.094,1.21,-7.492,8.413,0.22,0.359,0.8,0.0,-0.703,-0.912
412,0.627,0.225,0.421,-0.628,-0.04,0.697,1.443,-0.566,-0.901,2.365,8.067,-0.13,1.035,-7.802,8.726,0.715,0.043,0.925,0.0,-0.668,-0.818
413,0.691,-0.21,0.686,-0.278,-0.001,0.513,1.601,-0.412,-0.932,2.657,8.283,-0.357,1.083,-7.189,8.234,0.753,0.504,1.053,0.0,-0.976,-0.83
414,0.54,-0.596,0.517,-0.112,0.098,0.304,1.318,0.073,-1.161,2.706,7.942,0.043,1.343,-6.178,8.108,0.595,0.547,0.654,0.0,-0.959,-0.294
415,0.944,-0.849,0.57,-0.177,0.121,0.598,1.281,0.026,-1.2,2.458,8.677,-0.167,1.003,-7.134,8.253,0.303,0.524,0.663,0.0,-1.122,-0.813
416,0.573,-0.577,0.795,-0.128,-0.054,0.633,1.25,-0.089,-1.222,2.636,8.845,0.073,0.975,-7.512,8.709,0.601,0.737,0.847,0.0,-0.894,-0.961
417,0.828,-0.151,0.316,-0.183,-0.133,1.011,1.324,-0.409,-1.008,2.363,8.485,-0.155,1.172,-7.635,8.456,0.229,0.104,0.872,0.0,-0.777,-1.066
418,0.453,0.387,0.113,-0.444,-0.1,0.725,1.261,-0.541,-0.582,2.8,8.708,-0.059,1.116,-7.699,8.387,0.688,-0.129,0.76,0.0,-0.388,-0.719
419,0.596,-0.358,0.632,-0.252,-0.078,0.607,1.209,-0.171,-1.155,2.365,8.136,-0.132,1.175,-7.015,8.361,0.516,0.394,0.821,0.0,-0.861,-0.731
420,0.608,0.085,0.298,-0.467,-0.177,0.193,1.288,-0.792,-0.834,2.393,7.897,-0.192,1.247,-7.294,8.794,0.616,-0.085,1.045,0.0,-0.743,-0.288
421,0.925,-0.599,0.571,-0.263,-0.018,0.921,1.164,-0.137,-1.406,2.701,8.439,-0.103,1.222,-7.045,8.092,0.38,0.474,0.746,0.0,-1.119,-1.071
422,0.756,-0.249,0.243,-0.261,0.067,0.498,1.4,-0.355,-0.998,2.985,8.554,-0.064,1.011,-7.175,8.419,0.49,0.122,0.775,0.0,-0.854,-0.66
423,0.65,-0.531,0.61,-0.115,-0.131,0.582,1.034,-0.396,-1.159,1.998,8.593,-0.05,1.325,-7.847,9.189,0.266,0.292,0.835,0.0,-0.963,-0.652
424,0.753,-0.68,0.745,0.094,0.072,0.577,1.48,-0.133,-1.001,3.051,9.178,-0.015,1.085,-7.307,8.749,0.836,0.65,0.643,0.0,-0.884,-0.725
425,0.536,-0.074,0.43,-0.229,-0.178,0.746,1.475,-0.69,-0.78,3.085,8.791,-0.09,1.268,-7.492,8.341,0.423,0.056,0.92,0.0,-0.515,-0.736
426,0.632,-0.176,0.539,-0.371,-0.016,0.601,1.453,-0.455,-0.87,3.006,8.578,-0.073,1.06,-7.309,8.319,0.558,0.2,0.786,0.0,-0.651,-0.864
427,0.491,-0.179,0.547,0.021,-0.253,1.0,1.322,-0.642,-0.885,2.636,9.669,-0.126,1.21,-8.677,8.799,0.273,0.205,0.946,0.0,-0.346,-1.151
428,0.79,-0.329,0.511,-0.157,-0.203,1.058,1.567,-0.23,-1.145,3.487,9.615,-0.268,1.096,-7.99,8.211,0.236,0.309,0.784,0.0,-0.791,-1.326
429,0.612,-0.367,0.501,-0.324,0.132,1.337,1.225,-0.387,-1.099,2.884,9.62,-0.224,1.057,-8.173,8.698,0.161,0.401,0.741,0.0,-0.777,-1.404
430,0.654,-0.315,0.68,-0.205,0.112,0.172,1.169,-0.419,-0.804,2.343,7.966,-0.063,1.35,-6.689,8.331,0.562,0.437,0.867,0.0,-0.697,-0.333
431,0.731,-0.268,0.148,-0.097,-0.295,0.847,1.03,-0.478,-0.969,2.329,9.392,-0.321,1.286,-8.682,9.28,0.326,0.134,0.856,0.0,-0.828,-1.103
432,0.613,-0.401,0.907,0.025,-0.103,0.861,1.906,-0.48,-0.972,4.166,10.087,-0.174,1.083,-7.448,8.297,0.75,0.545,0.744,0.0,-0.825,-0.966
433,0.802,-0.33,0.252,0.115,-0.3,0.577,1.227,-0.353,-0.941,1.968,8.433,-0.157,1.158,-7.492,8.651,0.308,0.127,1.032,0.0,-0.837,-0.827
434,0.849,-0.724,0.531,0.226,0.012,0.489,1.23,-0.249,-1.033,2.373,8.638,-0.102,1.036,-6.889,8.181,0.323,0.449,0.933,0.0,-0.801,-0.558
435,0.866,-1.333,0.752,0.262,-0.002,0.326,1.037,0.463,-1.381,2.429,8.01,0.084,1.073,-5.969,8.213,0.402,0.762,0.6,0.0,-1.322,-0.414
436,0.726,-0.507,0.523,-0.084,0.061,0.803,1.134,-0.108,-1.085,2.366,8.794,-0.125,1.315,-7.689,8.804,0.492,0.378,0.662,0.0,-0.9,-0.961
437,0.806,-0.59,0.41,-0.178,0.036,0.09,1.179,0.009,-1.103,1.603,7.669,-0.103,1.216,-7.08,8.946,0.647,0.235,1.093,0.0,-0.957,-0.31
438,0.648,-0.725,0.696,-0.035,-0.008,0.867,1.094,-0.116,-1.104,2.198,8.341,0.1,1.0,-7.329,8.406,0.405,0.616,0.93,0.0,-0.891,-0.92
439,0.401,0.204,0.12,-0.408,-0.297,1.066,1.511,-0.84,-0.891,2.947,8.815,-0.102,1.086,-7.931,8.231,0.461,-0.17,0.828,0.0,-0.54,-1.209
440,0.836,-1.053,0.675,0.447,-0.072,0.419,1.075,0.248,-1.11,2.14,8.396,-0.179,1.254,-6.721,8.106,0.446,0.641,0.663,0.0,-1.062,-0.723
441,0.472,-0.269,0.633,-0.024,-0.083,0.272,1.398,-0.385,-0.913,2.633,8.937,-0.025,1.113,-7.797,9.286,0.564,0.228,0.963,0.0,-0.759,-0.516
442,0.683,-0.75,0.745,0.189,0.108,-0.009,1.131,-0.064,-0.997,1.726,8.238,-0.054,1.565,-7.018,8.942,0.505,0.573,0.84,0.0,-1.023,-0.489
