Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,y,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
291,0.229,-0.976,-1.409,-0.669,3.512,0.18,1.862,1.0,0.493,4.242,-0.068,0.479,-0.217,-1.471,1.816,0.071,-0.801,2.092,-3.011,0.009,-2.548
292,-0.228,-1.033,-1.268,-0.507,3.835,0.113,2.129,1.0,0.339,4.538,-0.105,0.988,-0.26,-1.996,1.252,0.214,-0.895,1.683,-3.002,0.479,-2.541
293,0.034,-1.048,-1.34,-0.556,2.527,0.149,1.636,1.0,0.244,3.861,-0.09,0.136,0.252,-1.557,1.526,0.38,-0.823,1.554,-3.168,0.023,-1.769
294,0.159,-0.996,-1.636,-0.827,3.724,0.049,2.181,1.0,0.398,4.583,-0.092,0.831,-0.152,-1.783,1.765,0.352,-0.92,2.1,-2.943,0.244,-2.362
295,-0.105,-1.03,-1.322,-0.426,2.55,0.039,1.845,1.0,0.327,3.905,-0.094,0.158,0.266,-1.392,1.227,0.285,-1.117,1.414,-2.997,0.058,-1.543
296,0.255,-0.942,-1.369,-0.489,3.113,0.159,1.901,1.0,0.105,3.935,-0.034,0.512,-0.106,-1.642,1.992,0.296,-0.572,1.779,-2.85,-0.123,-2.33
297,0.24,-0.916,-1.609,-0.271,3.224,0.724,1.917,1.0,0.334,3.802,0.107,0.347,0.05,-1.687,1.96,0.104,-0.702,2.141,-2.747,-0.202,-2.263
298,-0.126,-0.927,-1.441,-0.277,3.703,0.308,2.512,1.0,0.286,4.417,0.102,1.011,-0.256,-2.106,1.455,0.147,-1.249,1.782,-3.14,0.228,-2.036
299,-0.073,-1.099,-1.535,-0.279,3.591,0.154,2.465,1.0,0.18,4.851,-0.151,1.131,-0.125,-2.335,1.658,0.266,-0.873,1.791,-3.198,0.114,-2.228
300,-0.017,-0.86,-1.57,-0.44,4.126,0.346,2.578,1.0,0.139,4.807,-0.117,1.16,-0.228,-2.067,1.522,0.201,-1.215,1.952,-3.236,0.201,-2.41
301,0.184,-0.966,-1.523,0.38,3.445,0.214,2.448,1.0,0.325,4.448,-0.066,0.753,-0.124,-2.28,1.94,-0.065,-0.967,1.984,-3.092,0.085,-2.037
302,0.11,-0.906,-1.596,0.023,3.545,0.44,2.426,1.0,0.341,4.587,-0.149,0.831,-0.114,-2.278,1.955,-0.081,-0.748,2.044,-3.002,0.147,-2.078
303,0.158,-1.2,-1.412,-0.78,4.114,0.374,1.643,1.0,0.291,4.636,-0.106,0.704,-0.445,-1.8,1.62,0.239,-0.844,2.07,-3.137,-0.123,-2.725
304,-0.114,-1.008,-1.178,-0.665,4.244,0.014,2.093,1.0,0.446,4.649,-0.122,0.924,-0.266,-1.715,1.397,0.09,-0.885,1.784,-3.194,0.081,-2.958
305,-0.031,-0.884,-1.349,-0.103,3.01,0.339,2.831,1.0,0.258,4.573,-0.339,0.881,0.149,-2.1,1.395,0.053,-1.018,1.679,-3.227,0.113,-1.621
306,-0.076,-1.12,-1.414,-1.066,4.082,0.123,2.278,1.0,0.288,4.716,-0.277,0.996,-0.136,-1.7,1.404,0.356,-0.811,2.013,-2.931,0.086,-2.811
307,0.144,-0.794,-1.744,-0.232,4.018,0.235,2.576,1.0,0.469,4.554,0.101,1.227,-0.395,-2.089,1.939,0.2,-0.814,2.0,-2.807,0.176,-2.572
308,-0.023,-0.824,-1.471,0.094,3.393,0.335,2.687,1.0,0.455,4.281,-0.205,0.935,-0.016,-2.067,1.748,0.037,-0.8,1.727,-2.929,0.111,-2.046
309,0.132,-0.963,-1.576,0.147,3.97,0.387,2.067,1.0,0.18,4.412,0.183,0.538,-0.197,-2.127,1.737,-0.116,-1.057,2.257,-3.249,-0.032,-2.482
310,-0.012,-0.855,-1.483,-0.019,4.101,0.19,2.737,1.0,0.267,4.8,0.11,1.197,-0.024,-2.426,1.515,0.237,-1.051,1.994,-3.239,0.27,-2.036
311,0.127,-0.925,-1.435,-0.44,3.832,0.198,2.232,1.0,0.288,4.644,-0.127,0.633,-0.132,-2.042,1.577,0.084,-0.964,2.103,-3.338,-0.005,-2.484
312,0.149,-0.926,-1.375,-0.531,3.498,0.21,2.454,1.0,0.325,4.462,-0.118,0.868,0.029,-1.964,1.803,0.209,-0.944,2.032,-3.002,-0.037,-2.21
313,0.183,-1.097,-1.617,0.439,3.983,0.497,2.716,1.0,0.293,4.757,0.004,0.998,-0.155,-2.604,1.663,-0.12,-0.691,2.179,-3.207,0.062,-2.104
314,0.171,-1.02,-1.623,-0.448,3.762,0.499,1.573,1.0,0.214,4.12,0.015,0.682,-0.302,-1.692,1.754,0.214,-0.811,1.908,-2.667,0.326,-2.653
315,0.068,-1.148,-1.331,-0.407,3.809,0.243,2.107,1.0,0.484,4.343,-0.333,0.99,-0.374,-2.096,1.513,0.212,-0.78,2.016,-2.625,0.15,-2.284
316,0.097,-0.904,-1.3,-0.475,3.207,0.206,1.804,1.0,0.316,3.852,-0.212,0.49,-0.046,-1.68,1.453,0.38,-0.676,1.809,-2.648,0.24,-2.298
317,-0.091,-0.893,-1.484,-0.233,3.026,0.132,2.347,1.0,0.229,4.284,-0.237,0.747,0.027,-1.811,1.651,0.226,-0.97,1.661,-3.041,0.091,-1.897
318,0.047,-1.202,-1.389,-0.43,3.722,0.241,2.329,1.0,0.48,4.527,-0.204,0.727,-0.142,-1.906,1.529,0.201,-0.964,1.84,-2.866,0.257,-2.413
319,0.089,-0.959,-1.534,-0.187,3.542,0.371,1.858,1.0,0.242,4.402,-0.255,0.643,-0.441,-1.927,1.859,0.216,-1.011,1.915,-2.98,-0.133,-2.33
320,0.11,-0.931,-1.313,-0.418,3.788,0.265,2.257,1.0,0.378,4.515,-0.114,0.731,-0.05,-1.808,1.61,0.093,-0.82,1.959,-3.13,0.061,-2.54
321,0.175,-1.033,-1.751,-0.45,3.346,0.173,2.111,1.0,0.395,4.372,0.061,0.538,-0.044,-1.939,1.897,0.041,-0.902,2.128,-3.096,-0.004,-2.199
322,-0.013,-1.221,-1.57,-0.442,4.162,0.455,2.414,1.0,0.216,4.628,0.093,1.543,-0.417,-2.141,1.797,-0.016,-1.075,1.701,-2.783,0.437,-2.459
323,0.1,-1.21,-1.423,-0.488,3.407,0.338,2.18,1.0,0.366,4.219,-0.13,0.889,-0.043,-1.728,1.73,0.215,-0.783,1.842,-2.83,-0.127,-2.437
324,0.016,-1.159,-1.437,-1.095,4.089,0.062,1.782,1.0,0.139,4.813,0.078,0.662,-0.065,-1.782,1.659,0.36,-0.845,2.17,-3.443,0.154,-2.517
325,0.084,-0.846,-1.312,-0.683,3.81,0.178,2.358,1.0,0.185,4.354,-0.104,0.9,-0.095,-1.66,1.428,0.195,-0.93,2.186,-2.943,0.13,-2.615
326,0.021,-0.95,-1.364,-0.122,3.886,0.297,2.346,1.0,0.307,4.619,-0.133,0.843,-0.322,-2.25,1.313,0.103,-0.929,2.013,-2.993,0.088,-2.256
327,-0.062,-0.988,-1.464,-1.25,3.395,-0.009,1.769,1.0,0.369,4.531,-0.045,0.689,0.004,-1.542,1.71,0.299,-0.893,1.876,-3.208,0.031,-2.607
328,-0.098,-1.009,-1.392,-0.334,3.897,0.276,2.398,1.0,0.436,4.338,-0.016,1.0,-0.254,-1.938,1.413,0.085,-0.961,1.986,-2.697,0.205,-2.755
329,0.055,-0.937,-1.422,-0.241,3.947,0.323,2.468,1.0,0.302,4.502,-0.156,0.945,-0.281,-2.007,1.48,0.163,-0.883,2.137,-2.824,0.268,-2.561
330,0.011,-1.18,-1.487,-0.915,3.91,0.365,1.779,1.0,0.47,4.307,-0.059,0.721,-0.278,-1.639,1.695,0.274,-0.896,1.957,-2.705,0.207,-2.819
331,0.079,-1.101,-1.451,-0.251,3.871,0.136,1.939,1.0,0.2,4.636,-0.08,0.564,-0.097,-1.915,1.78,-0.122,-0.974,2.203,-3.205,0.356,-2.437
332,-0.149,-0.988,-1.451,-0.879,3.261,-0.181,1.906,1.0,0.398,4.239,-0.205,0.776,0.079,-1.448,1.385,0.281,-0.847,1.695,-3.027,0.283,-2.355
333,0.066,-1.019,-1.603,0.285,3.819,0.337,2.535,1.0,0.151,4.632,-0.204,0.777,-0.069,-2.562,1.67,0.022,-1.039,2.018,-2.77,0.251,-1.992
334,0.212,-0.931,-1.558,-0.394,3.634,0.157,1.749,1.0,0.358,4.195,-0.077,0.715,-0.15,-1.745,1.888,0.193,-0.85,2.198,-2.871,-0.113,-2.315
335,-0.037,-0.844,-1.541,-0.433,3.944,0.044,2.623,1.0,0.429,4.596,-0.004,0.971,0.031,-2.069,1.689,0.248,-0.9,1.945,-3.208,0.185,-2.484
336,0.163,-1.065,-1.518,-0.454,3.864,0.424,2.399,1.0,0.428,4.428,-0.105,1.192,-0.263,-1.991,1.753,-0.006,-0.592,1.928,-2.56,0.11,-2.496
337,0.061,-1.038,-1.457,-0.297,3.826,0.269,1.985,1.0,0.31,4.243,-0.088,0.918,-0.366,-1.975,1.662,0.063,-0.989,2.014,-2.579,0.281,-2.341
338,-0.112,-0.937,-1.264,-0.068,4.108,0.143,2.616,1.0,0.388,4.6,-0.186,1.243,-0.199,-2.027,1.386,0.075,-0.898,1.844,-2.955,0.234,-2.518
339,-0.018,-0.926,-1.518,-0.372,3.932,0.214,2.546,1.0,0.139,4.44,-0.022,1.007,-0.132,-1.845,1.364,0.29,-0.786,1.899,-2.858,0.181,-2.67
340,-0.077,-1.037,-1.441,-0.088,3.526,0.301,2.491,1.0,0.258,4.365,-0.321,0.955,0.091,-2.088,1.5,0.231,-0.798,1.762,-2.786,0.262,-2.119
341,0.163,-1.159,-1.636,-0.313,3.807,0.358,2.029,1.0,0.249,4.431,-0.067,0.719,-0.188,-1.941,1.823,0.155,-0.664,2.294,-2.787,0.116,-2.492
342,0.275,-0.882,-1.404,-0.368,3.588,0.187,2.267,1.0,0.266,4.497,-0.269,0.951,-0.081,-2.159,1.713,0.207,-0.721,2.145,-2.908,0.172,-2.272
343,0.186,-0.992,-1.319,-0.082,3.691,0.311,2.299,1.0,0.195,4.394,-0.082,0.745,-0.183,-2.138,1.513,-0.097,-0.553,2.067,-2.896,0.002,-2.314
344,-0.079,-0.969,-1.585,-1.057,3.869,0.367,2.403,1.0,0.427,4.274,-0.012,1.063,0.04,-1.613,1.614,0.353,-0.942,1.782,-2.737,0.163,-2.825
345,-0.047,-0.999,-1.554,-0.427,2.841,0.172,1.971,1.0,0.242,4.03,-0.025,0.462,0.18,-1.775,1.747,0.272,-0.923,1.525,-3.018,-0.049,-1.618
346,0.161,-0.876,-1.462,-0.141,3.807,0.036,2.342,1.0,0.273,4.604,-0.047,0.687,-0.222,-2.136,1.662,-0.062,-0.723,2.219,-3.142,0.27,-2.436
347,0.016,-1.012,-1.386,0.341,3.012,0.246,2.162,1.0,0.298,3.902,-0.013,0.4,0.065,-2.059,1.619,0.111,-0.872,1.869,-2.861,0.13,-1.627
348,-0.048,-0.947,-1.325,-0.267,3.398,0.282,2.354,1.0,0.266,4.175,-0.232,0.812,-0.048,-2.069,1.536,0.393,-0.983,1.694,-2.624,0.012,-1.933
349,0.281,-1.04,-1.493,-0.325,3.781,0.213,2.12,1.0,0.27,4.556,-0.154,0.613,-0.074,-2.066,1.93,0.297,-0.688,2.199,-2.995,0.147,-2.651
350,0.119,-1.255,-1.551,0.296,3.802,0.145,2.219,1.0,0.449,4.636,-0.032,0.662,-0.204,-2.529,1.744,0.065,-0.802,2.046,-3.157,-0.202,-2.151
351,0.122,-1.101,-1.479,-0.109,3.804,0.109,2.482,1.0,0.17,4.767,-0.109,0.842,-0.089,-2.267,1.811,0.192,-0.993,1.955,-3.217,0.129,-1.99
352,0.118,-0.839,-1.492,-0.084,3.446,0.137,2.465,1.0,0.103,4.345,-0.087,0.678,0.126,-1.664,1.531,0.146,-0.763,1.892,-3.061,0.18,-2.273
353,0.052,-1.108,-1.616,-0.339,4.117,0.158,1.997,1.0,0.291,4.315,0.252,0.715,-0.185,-1.684,1.79,-0.153,-0.837,2.072,-3.067,0.154,-2.917
354,0.03,-0.996,-1.456,-0.714,3.923,0.316,2.061,1.0,0.357,4.319,-0.054,1.078,-0.361,-1.765,1.836,0.323,-0.828,2.089,-2.654,0.054,-2.596
355,0.133,-1.11,-1.348,-0.559,3.874,0.131,2.238,1.0,0.284,4.703,-0.255,0.848,-0.357,-1.969,1.676,0.325,-0.975,2.053,-3.071,0.217,-2.405
356,0.218,-1.089,-1.653,-0.364,3.496,0.278,2.338,1.0,0.357,4.443,-0.194,1.124,-0.31,-1.86,1.813,0.125,-0.612,1.729,-2.641,0.212,-2.3
357,0.013,-1.121,-1.444,-0.193,3.915,0.241,2.163,1.0,0.168,4.779,-0.194,0.711,-0.207,-2.157,1.619,-0.012,-0.914,1.951,-3.044,0.131,-2.243
358,0.12,-1.079,-1.411,-0.714,4.004,0.351,1.887,1.0,0.385,4.331,-0.129,0.876,-0.397,-1.51,1.57,0.009,-1.042,2.071,-2.885,0.137,-2.637
359,0.217,-0.905,-1.676,-0.238,3.639,0.429,2.376,1.0,0.439,4.443,-0.103,1.025,-0.298,-1.94,1.919,0.027,-0.938,1.846,-2.823,-0.028,-2.474
360,-0.089,-1.126,-1.591,-0.301,3.646,0.281,2.525,1.0,0.165,4.766,-0.208,0.998,-0.129,-2.203,1.485,0.268,-0.907,1.885,-2.893,0.23,-2.191
361,-0.04,-0.858,-1.585,-0.217,3.641,0.138,2.929,1.0,0.254,4.577,0.006,1.026,0.231,-2.175,1.715,0.316,-0.913,1.617,-3.109,0.009,-2.171
362,-0.029,-0.983,-1.419,-0.158,3.847,0.38,2.59,1.0,0.135,4.694,-0.136,0.975,-0.077,-2.214,1.388,0.261,-0.8,1.859,-3.034,0.241,-2.49
363,0.048,-0.985,-1.278,-0.853,3.015,0.221,1.539,1.0,0.506,3.861,-0.159,0.371,0.227,-1.166,1.525,0.335,-0.888,1.751,-2.963,0.013,-2.164
364,0.211,-0.996,-1.262,-0.558,3.735,0.38,1.657,1.0,0.39,4.108,-0.03,0.704,-0.388,-1.731,1.468,-0.004,-0.731,1.944,-2.837,0.186,-2.695
365,0.181,-1.117,-1.404,-0.607,3.353,0.327,1.963,1.0,0.246,4.247,-0.267,0.633,-0.062,-1.81,1.596,0.305,-0.889,1.974,-2.724,0.08,-2.138
366,0.122,-0.965,-1.673,-0.403,3.049,-0.038,2.412,1.0,0.317,4.378,0.03,0.707,0.044,-1.759,1.969,0.111,-0.944,1.83,-3.299,-0.079,-1.714
367,0.05,-0.767,-1.467,-0.259,4.073,0.2,3.004,1.0,0.241,4.959,-0.237,1.257,-0.099,-2.217,1.632,0.194,-0.908,2.088,-3.18,0.372,-2.43
368,-0.122,-0.883,-1.432,-0.68,2.965,0.33,1.343,1.0,0.285,3.682,0.042,0.445,-0.313,-1.218,1.456,0.342,-0.716,1.764,-2.529,-0.063,-2.25
369,0.153,-0.985,-1.451,-0.883,3.781,0.297,2.229,1.0,0.325,4.555,-0.236,1.052,-0.2,-1.929,1.979,0.151,-1.061,2.049,-2.924,-0.087,-2.381
370,0.072,-1.09,-1.59,-0.182,4.215,0.244,2.009,1.0,0.163,4.572,0.118,0.821,-0.401,-2.112,1.68,0.303,-0.863,1.892,-3.135,0.074,-2.492
371,0.054,-0.815,-1.452,0.188,3.526,0.198,2.05,1.0,0.237,3.911,0.052,0.504,-0.025,-1.879,1.746,0.036,-0.751,2.115,-2.943,-0.187,-2.359
372,0.094,-0.9,-1.556,-1.035,3.469,0.15,2.14,1.0,0.359,4.491,-0.164,0.835,-0.126,-1.52,1.868,0.222,-1.027,1.774,-3.216,0.149,-2.353
373,0.095,-1.229,-1.376,-0.684,4.02,0.209,2.022,1.0,0.397,4.783,-0.234,1.035,-0.146,-2.014,1.585,0.243,-0.946,1.947,-3.031,0.339,-2.487
374,0.119,-1.046,-1.438,-0.354,3.599,0.005,2.365,1.0,0.384,4.337,0.04,0.655,0.034,-1.953,1.481,0.11,-0.797,1.921,-3.094,0.115,-2.277
375,0.356,-1.01,-1.484,-0.156,3.475,0.421,2.108,1.0,0.029,4.327,-0.008,0.327,0.032,-1.91,1.625,-0.073,-0.548,2.384,-2.901,0.022,-2.175
376,0.291,-1.133,-1.463,-0.487,3.302,0.271,1.68,1.0,0.349,4.146,-0.037,0.34,-0.06,-1.789,1.86,0.062,-0.653,2.118,-2.765,-0.042,-2.446
377,0.11,-1.075,-1.54,-0.22,3.261,0.15,2.112,1.0,0.394,4.105,-0.089,0.534,-0.152,-1.734,1.662,-0.046,-0.999,1.872,-2.796,0.2,-2.021
378,0.182,-1.073,-1.525,-0.71,3.273,0.203,1.711,1.0,0.493,4.321,-0.114,0.406,-0.057,-1.733,1.994,-0.009,-0.857,1.967,-2.923,-0.2,-2.392
379,0.258,-1.027,-1.301,-0.343,3.178,0.021,2.14,1.0,0.219,4.321,-0.228,0.582,-0.001,-1.908,1.537,0.173,-0.901,1.977,-2.938,0.301,-1.848
380,0.092,-0.89,-1.669,-0.706,3.569,0.343,2.147,1.0,0.266,3.968,0.018,0.727,-0.143,-1.429,1.794,0.019,-0.748,2.058,-2.644,0.005,-2.525
381,0.252,-1.15,-1.554,-0.874,3.162,0.335,1.445,1.0,0.382,4.129,0.138,0.423,-0.096,-1.306,2.081,0.212,-0.994,1.919,-3.114,0.013,-2.243
382,-0.055,-0.967,-1.422,-0.228,3.971,0.485,2.351,1.0,0.212,4.391,-0.117,1.017,-0.157,-1.99,1.479,-0.081,-0.697,1.909,-2.612,0.173,-2.711
383,-0.012,-1.108,-1.436,-0.592,4.161,0.283,2.488,1.0,0.297,4.923,0.026,1.03,-0.145,-1.966,1.588,-0.06,-0.897,1.961,-3.168,0.423,-2.82
384,0.02,-1.048,-1.462,-0.523,3.984,0.231,2.41,1.0,0.471,4.821,-0.244,0.91,-0.136,-2.077,1.693,0.284,-0.949,2.13,-2.965,0.08,-2.586
385,-0.089,-0.905,-1.612,-0.921,4.263,-0.03,2.258,1.0,0.325,4.67,-0.004,1.135,-0.173,-1.82,1.775,0.272,-0.835,1.967,-3.276,0.102,-2.501
386,0.263,-1.004,-1.65,-0.058,3.978,0.585,2.072,1.0,0.268,4.411,-0.047,0.52,-0.292,-2.113,1.623,0.114,-0.887,2.265,-2.897,0.224,-2.566
387,0.276,-1.142,-1.725,-0.066,3.949,0.492,2.175,1.0,0.219,4.87,-0.095,0.804,-0.48,-2.541,2.107,0.031,-0.955,2.239,-3.068,0.017,-2.234
388,-0.198,-1.053,-1.571,-1.222,3.781,0.345,1.965,1.0,0.44,4.341,0.057,0.967,-0.019,-1.396,1.587,0.261,-1.163,1.678,-2.948,0.235,-2.753
389,-0.065,-1.027,-1.531,-0.123,3.582,0.717,2.147,1.0,0.052,4.094,-0.131,1.044,-0.382,-2.09,1.467,0.183,-0.891,1.72,-2.681,0.294,-2.384
390,-0.056,-1.174,-1.56,-0.69,3.384,0.311,2.107,1.0,0.42,4.413,-0.22,0.7,0.041,-1.83,1.52,0.182,-1.097,1.881,-2.839,0.279,-2.079
391,0.267,-0.936,-1.415,-0.389,3.779,0.223,2.397,1.0,0.511,4.6,-0.31,1.026,-0.146,-1.885,1.842,0.106,-0.69,2.051,-2.903,0.042,-2.616
392,0.126,-0.86,-1.509,0.069,3.316,0.119,2.191,1.0,0.386,3.996,0.225,0.349,0.047,-1.726,1.734,0.01,-0.882,1.879,-3.101,-0.092,-2.171
393,-0.218,-0.84,-1.394,-0.365,3.443,0.098,2.361,1.0,0.377,4.154,-0.252,0.889,0.017,-1.506,1.414,0.037,-1.07,1.769,-2.75,0.321,-2.472
394,0.186,-1.161,-1.446,0.004,4.004,0.35,2.518,1.0,0.287,4.487,-0.033,0.89,-0.085,-2.068,1.642,-0.061,-0.922,1.94,-3.108,0.113,-2.409
395,0.244,-1.336,-1.643,0.381,3.866,0.521,1.977,1.0,0.377,4.284,0.168,0.656,-0.356,-2.457,1.717,0.074,-0.623,2.076,-2.614,0.168,-2.312
396,0.138,-1.027,-1.301,-0.538,3.549,0.138,1.902,1.0,0.309,4.336,-0.03,0.349,-0.125,-1.695,1.556,0.229,-0.784,2.23,-3.173,0.231,-2.533
397,0.069,-1.062,-1.39,-0.422,3.718,0.074,2.205,1.0,0.274,4.349,-0.095,0.902,-0.181,-1.689,1.676,0.254,-1.106,1.871,-2.904,0.249,-2.241
398,0.251,-0.996,-1.31,-0.098,3.504,0.133,2.419,1.0,0.299,4.593,-0.056,0.611,0.08,-2.286,1.657,0.027,-0.796,1.986,-3.287,0.157,-2.021
399,0.123,-1.27,-1.739,-0.586,3.769,0.429,1.937,1.0,0.299,4.472,-0.065,0.74,-0.276,-1.888,1.856,0.155,-0.863,2.06,-2.775,0.071,-2.207
400,-0.058,-0.998,-1.596,0.041,3.307,0.362,2.16,1.0,0.339,3.833,0.158,0.396,0.025,-1.704,1.554,0.203,-0.773,1.693,-2.864,-0.095,-2.492
401,0.118,-1.308,-1.58,-0.525,4.04,0.27,2.126,1.0,0.316,4.762,0.027,0.695,-0.039,-2.037,1.658,0.173,-0.885,1.959,-3.159,0.072,-2.713
402,0.154,-0.929,-1.486,-0.183,3.822,0.357,2.455,1.0,0.097,4.31,0.108,0.972,-0.198,-1.822,1.837,0.143,-0.584,2.009,-2.818,0.105,-2.685
403,-0.034,-1.028,-1.608,-0.237,3.872,0.447,2.059,1.0,0.298,4.448,0.07,0.819,-0.271,-2.01,1.442,0.5,-0.78,1.843,-2.968,0.276,-2.503
404,0.043,-1.069,-1.701,0.08,3.953,0.197,2.755,1.0,0.111,4.834,0.049,0.923,0.094,-2.42,1.812,0.014,-0.846,2.157,-3.28,0.117,-2.224
405,-0.096,-1.072,-1.434,-0.652,3.591,0.143,2.153,1.0,0.26,4.45,-0.136,0.88,-0.0,-1.763,1.537,0.376,-0.816,1.677,-3.023,0.239,-2.483
406,0.053,-0.85,-1.615,-0.079,4.069,0.475,2.99,1.0,0.305,4.671,-0.046,1.214,-0.264,-2.292,1.769,0.122,-0.824,1.952,-2.862,0.377,-2.477
407,0.108,-1.083,-1.661,-0.498,3.505,0.137,1.907,1.0,0.415,4.38,-0.063,0.592,-0.232,-1.997,1.738,0.149,-0.902,2.047,-2.808,0.154,-2.419
408,-0.033,-0.987,-1.373,-0.298,3.35,0.193,1.972,1.0,0.197,4.222,0.018,0.556,0.006,-1.759,1.524,0.401,-0.986,1.884,-3.029,0.107,-2.488
409,0.283,-1.213,-1.447,-0.016,3.446,0.338,1.455,1.0,0.074,3.995,0.044,0.368,-0.449,-1.724,1.567,0.074,-0.864,2.018,-2.776,-0.005,-2.277
410,0.058,-1.193,-1.34,-1.243,3.98,0.092,1.808,1.0,0.424,4.646,-0.208,0.687,-0.258,-1.781,1.668,0.189,-0.908,2.225,-3.019,0.079,-2.569
411,0.114,-1.004,-1.416,-0.068,2.248,0.307,1.884,1.0,0.295,3.717,-0.143,0.016,0.313,-1.4,1.601,0.09,-0.794,1.67,-2.839,0.204,-1.519
412,0.325,-0.958,-1.234,-0.304,3.921,0.229,2.405,1.0,0.357,4.41,-0.074,1.06,-0.4,-2.02,1.787,0.1,-0.629,2.138,-2.786,0.122,-2.414
413,0.118,-1.019,-1.589,0.042,3.311,0.251,2.189,1.0,0.475,4.152,0.084,0.705,0.06,-1.956,1.831,0.155,-0.901,1.908,-2.738,0.149,-2.135
414,0.163,-1.103,-1.273,-0.37,3.138,0.374,1.631,1.0,0.181,3.998,-0.135,0.421,-0.003,-1.719,1.595,0.159,-0.77,2.029,-2.894,0.092,-2.186
415,0.008,-1.216,-1.381,-0.186,3.626,0.045,2.341,1.0,0.323,4.492,-0.052,0.664,-0.058,-2.11,1.512,0.107,-1.151,1.8,-3.03,0.311,-2.165
416,0.076,-0.881,-1.638,-0.152,4.217,0.411,2.595,1.0,0.102,4.94,-0.066,1.26,-0.179,-2.3,1.705,0.096,-1.067,1.921,-3.186,0.283,-2.263
417,0.078,-1.293,-1.624,-0.363,4.009,0.401,1.639,1.0,0.185,4.463,0.11,0.526,-0.321,-1.709,1.763,0.417,-0.781,2.113,-2.903,0.273,-2.745
418,0.195,-1.028,-1.502,-0.488,3.794,0.21,2.488,1.0,0.389,4.199,0.011,1.029,-0.051,-1.819,1.789,0.145,-0.602,1.94,-2.826,0.12,-2.648
419,0.229,-0.932,-1.453,-0.186,3.718,0.208,2.266,1.0,0.207,4.492,-0.253,1.042,-0.283,-2.071,1.786,-0.046,-0.821,2.166,-2.651,-0.059,-2.059
420,0.317,-0.926,-1.274,-0.521,3.356,0.134,2.098,1.0,0.525,4.49,-0.295,0.873,-0.07,-2.069,1.763,0.117,-0.574,1.962,-2.85,0.055,-2.199
421,0.231,-1.205,-1.528,-0.379,3.5,0.167,2.152,1.0,0.368,4.539,-0.07,0.735,0.067,-1.934,1.69,0.217,-0.938,1.843,-3.104,-0.082,-2.125
422,0.304,-0.873,-1.344,0.15,3.763,0.267,2.744,1.0,0.371,4.618,-0.33,0.999,-0.167,-2.325,1.736,0.178,-1.023,2.158,-3.038,0.23,-2.097
423,0.144,-0.793,-1.375,0.056,3.947,0.336,2.701,1.0,0.325,4.626,-0.165,0.973,-0.098,-2.497,1.602,0.044,-0.869,2.125,-2.905,0.068,-2.219
424,-0.0,-0.783,-1.445,-0.588,3.418,0.383,2.414,1.0,0.182,4.385,-0.28,1.082,-0.197,-2.014,1.642,0.376,-0.824,1.796,-2.537,0.334,-2.211
425,0.253,-0.932,-1.475,0.187,3.744,0.37,2.441,1.0,0.128,4.174,-0.037,0.715,-0.088,-1.887,1.631,0.032,-0.511,1.967,-2.79,0.13,-2.605
426,0.117,-0.986,-1.536,-0.54,3.399,0.32,2.328,1.0,0.177,4.326,-0.052,0.759,-0.051,-1.857,1.906,0.082,-0.726,2.041,-3.029,0.072,-2.339
427,0.229,-1.056,-1.579,-0.291,4.066,0.019,2.55,1.0,0.311,4.698,-0.03,0.892,-0.038,-2.259,1.905,0.253,-0.936,2.191,-3.042,0.042,-2.458
428,0.055,-1.108,-1.49,-0.616,3.437,0.252,1.895,1.0,0.411,4.256,-0.16,0.706,-0.026,-1.902,1.721,0.141,-0.892,1.898,-2.749,0.145,-2.387
429,-0.022,-0.785,-1.394,-0.145,3.658,0.008,3.013,1.0,0.114,4.666,-0.274,1.114,0.018,-2.186,1.35,0.198,-0.755,1.803,-3.084,0.24,-2.316
430,0.265,-1.022,-1.444,-0.75,3.578,0.329,1.806,1.0,0.328,4.127,-0.143,0.701,-0.299,-1.534,1.743,0.167,-0.685,1.96,-2.567,0.132,-2.604
431,0.057,-1.132,-1.406,-0.281,3.908,-0.017,2.038,1.0,0.298,4.635,-0.192,0.777,-0.165,-2.052,1.66,-0.233,-0.894,1.846,-3.065,0.163,-2.474
432,-0.001,-0.931,-1.568,-0.771,3.822,0.398,2.017,1.0,0.527,4.018,-0.127,0.889,-0.406,-1.465,1.906,0.275,-0.816,1.897,-2.419,0.236,-2.706
433,0.086,-0.892,-1.511,-0.626,4.114,0.413,2.102,1.0,0.576,4.756,-0.155,0.905,-0.36,-1.998,1.602,0.113,-0.838,1.879,-2.988,0.285,-2.86
434,-0.043,-0.826,-1.534,-0.475,3.867,0.27,2.201,1.0,0.362,4.272,-0.034,1.062,-0.349,-1.806,1.807,-0.017,-0.932,2.189,-2.661,0.005,-2.554
435,0.366,-0.889,-1.69,-0.217,3.823,0.221,2.381,1.0,0.252,4.498,0.023,0.824,-0.28,-2.027,1.989,0.159,-0.834,2.183,-2.894,0.078,-2.269
436,0.242,-1.188,-1.632,-0.729,3.91,0.418,1.646,1.0,0.429,4.479,-0.086,0.723,-0.354,-1.671,1.869,0.043,-0.757,2.137,-2.801,0.096,-2.713
