x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y,x13,x14,x15,x16,x17,x18,x19,x20
2.446,-0.374,4.996,-0.383,-0.597,-4.179,1.772,0.642,5.826,-1.712,0.107,-1.316,1.0,3.137,-0.859,-8.539,0.806,-2.636,0.754,-4.293,-0.168
2.366,-0.424,5.536,-0.373,-1.06,-4.637,2.339,0.564,6.462,-1.858,0.136,-1.531,1.0,3.119,-1.516,-8.941,0.926,-2.718,0.803,-4.807,-0.073
2.276,-0.366,5.66,-0.347,-0.115,-4.915,1.432,0.97,6.4,-1.724,-0.151,-1.535,1.0,3.752,-0.708,-9.523,0.742,-2.823,1.201,-4.558,-0.204
2.172,-0.573,5.645,-0.351,-0.871,-4.592,2.779,0.874,6.223,-2.081,0.245,-1.478,1.0,2.499,-1.059,-8.632,1.062,-2.89,0.89,-3.984,-0.308
2.268,-0.649,4.44,-0.377,-1.413,-3.631,2.663,0.783,6.482,-1.864,0.451,-1.384,1.0,3.105,-1.541,-8.322,0.756,-2.779,0.016,-4.853,-0.495
2.143,-0.064,5.04,-0.31,0.573,-4.11,0.84,0.93,5.562,-1.28,0.343,-1.29,1.0,2.958,0.52,-7.966,0.826,-2.859,1.29,-3.167,-0.328
2.188,-0.581,5.538,-0.395,-1.359,-4.787,3.882,0.471,6.005,-2.072,0.154,-1.614,1.0,1.599,-2.299,-7.721,1.08,-2.746,0.598,-3.998,0.037
2.235,-0.266,4.667,-0.392,-0.185,-3.879,1.555,0.917,5.738,-1.919,0.14,-1.567,1.0,3.147,-0.482,-8.096,0.992,-2.567,0.883,-3.779,-0.293
2.304,-0.338,4.144,-0.413,-0.748,-3.207,2.723,1.407,5.145,-1.572,0.484,-1.392,1.0,2.09,-0.578,-6.557,0.854,-2.595,0.948,-2.918,-0.34
2.228,-0.085,4.984,-0.331,0.178,-4.158,2.143,0.458,4.513,-1.754,0.151,-1.491,1.0,1.745,0.133,-7.163,0.991,-2.693,1.17,-2.346,-0.019
2.152,-0.292,4.693,-0.448,-0.906,-3.933,2.108,0.808,6.272,-1.868,0.318,-1.544,1.0,3.361,-1.049,-8.387,0.593,-2.71,0.785,-4.603,-0.57
2.357,-0.556,3.97,-0.371,-0.429,-2.956,1.868,0.635,4.885,-1.437,0.358,-1.416,1.0,2.321,-0.034,-6.986,0.882,-2.575,0.736,-2.639,-0.114
2.387,-0.439,4.26,-0.28,-0.457,-3.323,2.592,0.554,4.387,-1.817,0.38,-1.511,1.0,1.328,-0.295,-6.36,0.961,-2.651,0.665,-1.87,-0.179
2.295,-0.62,5.182,-0.541,-1.243,-4.32,2.963,0.458,6.041,-2.124,0.195,-1.544,1.0,2.469,-1.741,-8.265,0.878,-2.743,0.588,-4.328,-0.306
2.355,-0.358,5.422,-0.347,-0.171,-4.602,1.202,0.693,6.374,-1.931,0.027,-1.558,1.0,3.95,-0.396,-9.799,1.003,-2.759,1.197,-4.517,-0.162
2.353,-0.253,5.452,-0.21,-0.645,-4.705,2.819,0.34,4.948,-1.742,0.13,-1.447,1.0,1.516,-0.691,-7.308,0.893,-2.751,1.082,-2.872,-0.155
2.162,-0.246,5.212,-0.529,-0.42,-4.445,2.667,0.902,5.539,-2.003,-0.117,-1.659,1.0,2.064,-1.113,-7.369,0.746,-2.573,1.145,-3.445,-0.126
2.116,-0.301,5.614,-0.376,-0.735,-4.618,2.068,0.635,5.77,-1.704,-0.082,-1.53,1.0,3.103,-0.954,-8.927,0.812,-2.697,1.1,-4.277,-0.03
2.258,-0.394,4.968,-0.241,-0.665,-3.897,1.776,0.57,5.791,-1.62,0.353,-1.528,1.0,3.455,-0.649,-8.8,0.817,-2.809,0.942,-4.056,-0.52
2.239,-0.406,5.714,-0.54,-0.956,-4.888,3.022,0.531,6.361,-1.757,0.609,-1.573,1.0,2.583,-1.084,-8.903,0.832,-2.973,0.96,-4.236,-0.273
2.465,-0.503,5.323,-0.443,-0.863,-4.288,1.588,0.061,6.1,-1.517,-0.05,-1.452,1.0,3.758,-1.094,-9.169,0.803,-2.677,0.754,-4.87,-0.219
2.351,-0.405,5.586,-0.201,-0.583,-4.894,2.043,0.424,5.842,-1.744,-0.075,-1.488,1.0,3.001,-0.75,-8.741,0.908,-2.751,0.924,-4.12,-0.177
2.257,-0.551,4.341,-0.469,-0.712,-3.607,2.585,0.877,4.944,-1.723,0.344,-1.524,1.0,2.066,-0.797,-7.202,0.695,-2.546,0.769,-3.138,-0.347
2.217,-0.274,4.994,-0.528,-1.262,-4.082,3.323,1.023,6.239,-2.058,0.541,-1.617,1.0,2.599,-1.565,-7.812,0.697,-2.899,0.627,-4.322,-0.386
2.198,-0.323,4.239,-0.534,-0.477,-3.341,1.704,-0.202,5.251,-1.787,0.217,-1.544,1.0,3.227,-0.676,-7.939,0.718,-2.571,0.796,-3.965,-0.421
2.135,-0.309,5.433,-0.517,-0.804,-4.609,2.395,0.455,6.244,-1.78,-0.001,-1.382,1.0,2.721,-1.503,-8.311,0.82,-2.731,0.853,-4.45,-0.4
2.1,-0.316,4.227,-0.433,-0.854,-3.295,2.257,0.197,5.044,-1.313,0.486,-0.977,1.0,2.329,-0.572,-7.165,0.705,-2.608,0.499,-3.413,-0.357
2.231,-0.047,5.071,-0.558,0.468,-4.193,1.964,0.253,4.591,-1.295,0.32,-1.457,1.0,1.398,0.253,-6.781,0.932,-2.898,1.46,-1.94,-0.411
2.261,-0.473,4.937,-0.292,-1.109,-4.051,2.904,1.273,6.073,-1.876,0.236,-1.438,1.0,2.231,-1.753,-7.718,0.856,-2.75,0.391,-4.069,-0.296
2.152,-0.55,4.503,-0.264,-0.589,-3.47,2.677,0.691,5.04,-1.752,0.223,-1.647,1.0,2.097,-0.609,-7.312,0.931,-2.627,0.647,-2.953,-0.38
2.361,-0.615,3.706,-0.427,-1.343,-3.026,3.368,0.46,4.996,-1.848,0.416,-1.422,1.0,1.455,-1.538,-6.186,0.633,-2.499,0.243,-3.26,-0.305
2.054,-0.281,4.707,-0.293,-0.832,-3.806,2.815,0.507,5.349,-1.867,0.371,-1.523,1.0,2.198,-0.88,-7.502,0.615,-2.729,0.834,-3.426,-0.348
2.43,-0.51,5.135,-0.34,-0.886,-4.357,2.075,0.417,6.416,-1.648,0.18,-1.584,1.0,3.625,-0.883,-9.338,0.925,-2.861,0.894,-4.588,-0.22
2.189,-0.294,4.528,-0.449,-0.525,-3.473,2.283,0.264,4.768,-1.775,0.347,-1.451,1.0,2.212,-0.53,-7.262,1.055,-2.539,1.107,-2.942,-0.428
2.137,-0.67,4.635,-0.271,-0.675,-3.931,2.463,0.425,5.464,-1.566,0.398,-1.376,1.0,2.346,-0.651,-7.691,0.711,-2.648,0.73,-3.331,-0.416
2.321,-0.172,4.772,-0.449,-0.412,-4.007,1.638,0.603,5.248,-1.575,0.125,-1.325,1.0,2.811,-0.514,-7.73,0.814,-2.607,0.981,-3.652,-0.213
2.199,-0.143,6.026,-0.344,-0.506,-5.059,2.249,0.529,6.258,-1.769,0.148,-1.485,1.0,3.007,-0.904,-8.979,0.828,-2.919,1.051,-4.405,-0.319
2.285,-0.584,5.127,-0.273,-0.742,-4.448,2.471,0.511,5.268,-1.724,0.182,-1.328,1.0,2.147,-0.753,-7.936,0.772,-2.693,0.982,-3.293,-0.257
2.375,-0.42,3.845,-0.385,-0.329,-2.838,1.835,0.749,4.47,-1.555,0.213,-1.394,1.0,2.075,-0.14,-6.678,0.859,-2.361,0.73,-2.792,0.011
2.132,-0.382,4.49,-0.493,-0.718,-3.808,2.274,-0.158,5.466,-1.502,0.564,-1.423,1.0,2.769,-0.529,-7.989,0.904,-2.838,0.888,-3.675,-0.45
2.179,-0.596,3.956,-0.447,-1.015,-2.945,2.408,0.587,4.99,-1.628,0.06,-1.284,1.0,2.4,-1.222,-6.895,0.865,-2.352,0.631,-3.516,0.03
2.153,-0.547,3.815,-0.427,-0.615,-3.089,2.26,0.001,4.539,-1.547,0.55,-1.25,1.0,1.809,-0.408,-6.585,0.556,-2.58,0.638,-2.634,-0.443
2.087,-0.413,3.642,-0.323,-0.562,-2.921,1.848,1.115,5.084,-1.476,0.611,-1.276,1.0,2.563,-0.277,-6.976,0.629,-2.482,0.704,-3.278,-0.407
2.417,-0.175,4.394,-0.444,-0.136,-3.439,1.773,1.19,5.208,-1.365,0.454,-1.317,1.0,2.454,0.04,-7.175,0.807,-2.588,0.894,-2.986,-0.382
2.207,-0.291,4.986,-0.495,-0.795,-3.959,2.477,0.56,5.342,-1.442,0.165,-1.167,1.0,2.032,-0.943,-7.344,0.774,-2.654,0.745,-3.361,-0.237
2.247,-0.475,5.221,-0.435,-1.485,-4.079,3.111,0.683,6.144,-1.757,0.396,-1.333,1.0,2.286,-1.97,-8.07,0.845,-2.789,0.604,-4.473,-0.286
2.458,-0.021,5.361,-0.431,0.132,-4.514,2.312,0.851,5.139,-1.834,0.451,-1.839,1.0,2.036,-0.017,-7.967,0.778,-2.855,1.543,-2.626,-0.316
2.323,-0.37,5.388,-0.501,-0.246,-4.529,1.97,0.125,5.306,-1.601,0.3,-1.458,1.0,2.528,-0.399,-8.308,0.819,-2.806,0.991,-3.606,-0.428
2.27,-0.107,5.033,-0.556,-0.153,-4.258,0.934,0.942,5.846,-1.668,-0.044,-1.4,1.0,3.574,-0.431,-8.619,0.819,-2.639,1.203,-4.133,-0.128
2.304,-0.421,3.478,-0.568,-1.166,-2.632,2.544,0.727,5.302,-1.76,0.299,-1.407,1.0,2.427,-1.792,-6.817,0.681,-2.381,0.396,-3.885,-0.3
2.197,-0.173,5.42,-0.287,-0.518,-4.562,1.926,-0.405,6.181,-1.984,0.278,-1.693,1.0,3.592,-1.005,-9.076,0.975,-2.883,1.019,-4.779,-0.431
2.106,-0.593,4.772,-0.357,-1.337,-3.901,3.372,1.371,5.714,-1.66,0.458,-1.202,1.0,1.413,-1.754,-7.05,0.918,-2.772,0.434,-3.593,-0.152
2.443,-0.363,3.726,-0.491,-0.467,-2.916,1.661,0.49,4.827,-1.379,0.35,-1.132,1.0,2.531,-0.454,-6.609,0.702,-2.438,0.846,-3.189,-0.379
2.148,-0.372,3.986,-0.473,-0.991,-3.108,1.773,0.61,5.95,-1.814,0.444,-1.459,1.0,3.651,-0.787,-8.08,0.727,-2.706,0.619,-4.302,-0.406
2.122,0.123,5.929,-0.527,0.504,-4.931,1.417,0.646,5.851,-1.627,0.154,-1.533,1.0,2.751,0.057,-8.633,0.81,-2.912,1.651,-3.303,-0.438
2.128,-0.097,5.509,-0.54,-0.139,-4.612,1.977,0.525,5.291,-1.643,0.106,-1.504,1.0,2.244,-0.325,-7.911,0.717,-2.636,1.298,-3.193,-0.399
2.216,-0.551,4.875,-0.235,-1.269,-4.059,2.971,1.011,6.645,-2.145,0.381,-1.596,1.0,2.84,-2.09,-8.274,0.733,-2.767,0.124,-4.968,-0.348
2.372,-0.129,4.559,-0.41,-0.055,-3.67,1.863,1.316,4.856,-1.757,0.083,-1.594,1.0,2.19,-0.2,-7.434,0.866,-2.568,1.128,-2.561,-0.133
2.045,-0.642,3.64,-0.539,-1.388,-2.629,2.645,0.987,5.895,-1.669,0.444,-1.33,1.0,2.845,-1.867,-7.331,0.706,-2.594,0.453,-4.214,-0.29
2.363,-0.691,4.444,-0.202,-1.267,-3.506,2.773,0.154,5.522,-1.656,0.561,-1.378,1.0,2.282,-1.636,-7.578,1.026,-2.69,0.41,-4.028,-0.398
2.177,-0.668,5.454,-0.245,-1.005,-4.538,2.485,0.615,6.087,-1.615,0.217,-1.284,1.0,2.532,-1.04,-8.414,0.804,-2.954,1.102,-3.969,-0.284
2.216,-0.317,4.539,-0.381,-0.002,-3.633,0.885,0.612,5.284,-1.611,0.302,-1.401,1.0,3.515,0.128,-8.338,0.891,-2.717,0.973,-3.405,-0.162
2.252,-0.436,3.888,-0.549,-0.374,-3.121,2.181,0.856,5.042,-1.333,0.68,-1.191,1.0,1.908,0.046,-6.631,0.975,-2.65,0.856,-2.605,-0.336
2.123,-0.707,3.759,-0.468,-1.158,-2.89,1.882,0.756,5.941,-1.366,0.511,-1.117,1.0,3.218,-1.551,-7.765,0.859,-2.399,0.349,-4.632,-0.413
2.288,-0.455,4.657,-0.479,-1.072,-3.498,1.749,0.607,6.472,-1.672,0.214,-1.229,1.0,3.696,-1.202,-8.639,0.975,-2.641,0.641,-4.896,-0.378
2.148,-0.338,3.992,-0.519,-0.897,-3.212,2.242,0.834,5.658,-1.659,0.364,-1.275,1.0,2.86,-0.856,-7.202,0.926,-2.528,0.61,-3.935,-0.395
2.421,-0.289,5.036,-0.493,-0.091,-4.028,1.667,0.198,5.335,-1.692,0.349,-1.596,1.0,2.956,0.089,-8.431,0.707,-2.665,1.168,-3.439,-0.443
2.248,-0.126,4.877,-0.398,-0.335,-3.856,1.693,0.176,5.576,-1.685,0.198,-1.413,1.0,2.936,-0.663,-7.957,0.779,-2.782,1.04,-3.795,-0.341
2.27,-0.577,5.174,-0.302,-0.733,-4.387,2.508,0.36,5.551,-1.889,0.274,-1.502,1.0,2.31,-0.861,-7.981,0.885,-2.807,0.851,-3.596,-0.271
2.267,-0.578,4.536,-0.506,-1.222,-3.548,2.916,0.331,6.333,-1.783,0.396,-1.194,1.0,2.138,-2.925,-7.281,0.972,-2.722,0.106,-4.988,-0.269
2.239,-0.193,5.808,-0.449,-0.294,-4.866,2.552,0.545,5.175,-1.743,0.097,-1.507,1.0,1.64,-0.601,-7.609,0.713,-2.92,1.155,-2.865,-0.248
2.32,-0.116,4.406,-0.319,0.286,-3.426,1.559,0.935,4.307,-1.549,-0.24,-1.388,1.0,2.165,0.104,-6.989,0.857,-2.397,1.289,-2.363,0.023
2.302,-0.25,5.423,-0.479,-0.007,-4.559,1.153,0.522,6.207,-1.493,0.064,-1.379,1.0,3.676,-0.131,-9.166,0.963,-2.804,1.279,-4.292,-0.313
2.012,-0.393,5.316,-0.355,-1.043,-4.606,2.46,0.677,6.266,-1.951,0.094,-1.606,1.0,3.253,-1.683,-9.0,0.94,-2.532,0.926,-4.913,0.05
2.307,-0.678,4.01,-0.41,-1.073,-3.06,2.175,0.891,6.081,-1.598,0.298,-1.309,1.0,3.145,-1.526,-7.808,0.64,-2.48,0.341,-4.627,-0.394
2.09,-0.553,3.527,-0.423,-0.556,-2.601,2.322,0.887,4.61,-1.492,0.513,-1.332,1.0,1.828,-0.259,-6.239,0.76,-2.493,0.615,-2.417,-0.494
2.282,-0.187,5.431,-0.364,-0.099,-4.476,2.201,0.561,5.209,-1.506,0.201,-1.373,1.0,1.993,-0.504,-7.724,0.737,-2.922,1.332,-2.865,-0.333
2.181,-0.424,5.035,-0.346,-1.074,-4.161,2.111,0.949,6.559,-1.914,0.305,-1.539,1.0,3.509,-1.53,-8.902,0.696,-2.755,0.767,-4.967,-0.514
2.127,-0.362,5.166,-0.36,-0.788,-4.426,2.147,0.779,6.288,-1.551,0.447,-1.208,1.0,2.937,-0.674,-8.344,0.962,-2.94,0.779,-4.322,-0.376
2.152,-0.761,5.77,-0.312,-0.977,-4.969,2.568,0.605,5.996,-1.922,0.035,-1.673,1.0,2.627,-1.492,-8.857,0.955,-2.825,0.937,-4.383,-0.227
2.244,-0.058,5.85,-0.451,0.43,-5.086,1.732,0.673,5.473,-1.613,-0.063,-1.423,1.0,2.175,-0.001,-8.071,0.924,-2.789,1.598,-2.972,-0.129
2.15,-0.401,4.656,-0.495,0.027,-3.776,1.203,0.772,5.622,-1.784,0.219,-1.524,1.0,3.348,-0.166,-8.539,0.787,-2.622,1.096,-3.893,-0.369
2.288,0.063,5.99,-0.424,-0.245,-5.179,1.943,0.564,6.268,-1.738,0.254,-1.483,1.0,2.873,-0.716,-8.793,0.67,-2.991,1.201,-4.122,-0.297
2.421,-0.3,5.438,-0.38,-0.961,-4.282,2.231,0.557,5.902,-1.985,0.196,-1.767,1.0,3.222,-1.061,-8.878,0.914,-2.571,0.678,-4.413,-0.207
2.034,-0.61,5.162,-0.535,-0.973,-4.394,2.79,0.418,6.306,-2.01,0.055,-1.542,1.0,2.766,-2.391,-8.485,0.76,-2.61,0.732,-5.059,-0.244
2.204,-0.74,4.687,-0.393,-1.234,-3.686,2.705,0.346,5.888,-1.827,0.152,-1.386,1.0,2.609,-1.448,-8.002,0.626,-2.641,0.642,-4.21,-0.309
2.156,-0.492,4.979,-0.503,-1.056,-4.081,2.895,1.262,5.797,-1.549,0.242,-1.312,1.0,2.026,-1.464,-7.532,0.769,-2.473,0.807,-3.662,-0.086
2.231,-0.132,5.465,-0.479,-0.351,-4.669,2.255,0.639,5.428,-1.829,0.212,-1.533,1.0,2.411,-0.734,-8.208,0.71,-2.734,1.219,-3.615,-0.373
2.281,-0.317,6.006,-0.28,-0.228,-5.212,2.099,0.354,5.637,-1.686,0.035,-1.424,1.0,2.454,-0.254,-8.661,0.831,-2.836,1.121,-3.499,-0.304
2.337,-0.597,5.376,-0.132,-1.216,-4.486,2.766,1.008,6.358,-1.879,0.23,-1.512,1.0,2.863,-1.401,-8.845,0.937,-2.806,0.572,-4.485,-0.437
2.424,-0.273,4.158,-0.433,-0.074,-3.114,1.442,0.408,4.615,-1.292,0.567,-1.424,1.0,2.484,0.396,-7.227,0.95,-2.518,0.817,-2.727,-0.405
2.135,-0.411,3.999,-0.408,-0.778,-2.975,1.736,0.216,5.552,-1.709,0.05,-1.368,1.0,3.199,-1.191,-7.735,0.636,-2.424,0.464,-4.159,-0.321
2.124,-0.339,5.064,-0.434,-1.099,-4.431,2.84,1.169,6.381,-1.968,0.202,-1.491,1.0,2.7,-1.565,-8.13,0.763,-2.679,0.73,-4.418,-0.312
2.236,-0.454,5.01,-0.397,-0.864,-4.137,2.291,-0.005,5.648,-1.98,0.223,-1.471,1.0,2.653,-1.209,-8.181,1.105,-2.617,0.997,-4.043,-0.117
2.196,-0.54,4.43,-0.391,-0.598,-3.604,1.971,0.485,5.444,-1.801,0.413,-1.352,1.0,2.809,-0.644,-7.802,0.848,-2.705,0.72,-3.8,-0.313
2.182,-0.611,3.85,-0.23,-1.116,-2.933,2.112,1.129,5.912,-1.615,0.364,-1.323,1.0,3.274,-1.233,-7.927,0.879,-2.378,0.398,-4.506,-0.371
2.366,-0.329,5.218,-0.319,-1.21,-4.377,2.525,0.309,6.077,-1.742,0.136,-1.149,1.0,2.505,-1.572,-7.882,0.804,-2.715,0.655,-4.5,-0.352
2.121,-0.737,5.436,-0.209,-0.826,-4.5,2.337,0.634,6.355,-1.556,0.577,-1.55,1.0,3.125,-0.627,-9.047,1.005,-3.009,0.76,-4.32,-0.276
2.49,-0.433,5.002,-0.322,-0.225,-4.135,2.023,0.417,5.332,-1.684,0.316,-1.454,1.0,2.474,-0.51,-7.958,0.555,-2.774,0.911,-3.488,-0.318
1.819,-0.666,5.378,-0.382,-1.284,-4.519,3.283,0.388,5.453,-1.933,0.119,-1.518,1.0,2.017,-1.852,-7.911,0.822,-2.704,0.988,-3.976,-0.176
2.172,-0.703,4.891,-0.324,-1.195,-4.118,3.694,0.801,5.316,-1.808,0.259,-1.479,1.0,1.193,-1.502,-7.004,0.781,-2.851,0.833,-2.861,-0.201
2.31,-0.189,5.315,-0.362,-0.005,-4.414,1.641,0.491,5.023,-1.183,-0.022,-1.485,1.0,2.523,-0.07,-8.053,0.945,-2.636,1.237,-3.039,-0.063
2.481,-0.231,4.641,-0.508,-0.376,-3.788,2.087,0.21,4.595,-1.515,0.259,-1.4,1.0,1.768,-0.336,-6.97,0.922,-2.558,0.886,-2.764,-0.212
2.201,-0.363,4.034,-0.304,-1.17,-3.204,1.948,0.36,5.877,-1.478,0.322,-1.112,1.0,3.244,-1.259,-7.869,0.778,-2.539,0.488,-4.326,-0.188
2.396,-0.488,5.132,-0.408,-1.089,-4.214,2.43,0.875,5.851,-1.823,0.204,-1.33,1.0,2.679,-1.185,-8.125,0.979,-2.581,0.69,-4.13,-0.184
2.02,-0.302,5.837,-0.377,-0.514,-4.959,2.471,0.599,5.287,-1.572,0.155,-1.324,1.0,1.917,-0.865,-7.964,0.978,-2.783,1.237,-3.185,-0.089
2.15,-0.48,2.957,-0.483,-0.52,-2.192,2.33,0.911,4.003,-1.418,0.391,-1.322,1.0,1.626,-0.25,-5.597,0.793,-2.259,0.62,-1.844,-0.36
2.085,-0.403,6.054,-0.488,-1.041,-4.914,2.596,0.503,6.104,-1.7,0.19,-1.373,1.0,2.657,-1.234,-8.844,0.897,-2.888,0.903,-4.365,-0.317
2.084,-0.499,4.33,-0.484,-0.923,-3.559,3.153,0.741,5.218,-1.832,0.331,-1.534,1.0,1.913,-1.111,-7.127,0.814,-2.636,0.515,-3.331,-0.203
2.483,-0.191,4.508,-0.408,0.092,-3.568,1.407,0.256,4.652,-1.461,0.28,-1.441,1.0,2.543,0.178,-7.741,0.801,-2.606,1.106,-2.898,-0.38
2.528,-0.327,4.833,-0.369,-0.237,-3.849,2.221,0.933,4.603,-1.517,0.28,-1.502,1.0,1.92,-0.236,-7.314,0.694,-2.573,1.062,-2.531,-0.202
2.227,-0.703,4.718,-0.358,-1.298,-3.708,3.266,0.208,5.395,-1.817,0.463,-1.38,1.0,1.69,-1.516,-7.259,0.729,-2.744,0.715,-3.444,-0.212
2.127,-0.419,4.694,-0.494,-0.55,-3.91,2.508,0.459,5.57,-1.761,0.489,-1.498,1.0,2.304,-0.619,-7.718,0.695,-2.902,0.938,-3.252,-0.449
2.078,-0.536,4.761,-0.448,-1.046,-3.851,2.3,0.57,6.063,-1.64,0.057,-1.47,1.0,3.076,-1.565,-8.428,1.003,-2.743,0.779,-4.396,-0.169
2.245,-0.11,5.684,-0.338,-0.017,-4.748,2.077,1.241,5.502,-1.63,-0.097,-1.452,1.0,2.174,-0.216,-8.004,0.766,-2.743,1.277,-3.023,-0.065
2.113,-0.731,4.554,-0.402,-1.3,-3.756,3.227,0.723,6.313,-1.62,0.673,-1.42,1.0,2.237,-1.594,-7.739,0.925,-3.029,0.672,-4.019,-0.557
2.284,-0.169,4.4,-0.501,-0.672,-3.522,1.508,0.351,5.587,-1.511,0.41,-1.269,1.0,3.027,-0.84,-7.521,0.781,-2.588,0.921,-3.98,-0.352
2.085,-0.354,5.854,-0.487,-1.187,-4.964,3.144,0.72,6.787,-1.84,0.127,-1.427,1.0,2.434,-2.642,-8.399,0.816,-3.011,0.724,-5.004,-0.38
2.1,-0.692,4.522,-0.43,-1.187,-3.781,3.235,0.724,5.691,-1.64,0.433,-1.392,1.0,2.138,-1.161,-7.542,1.038,-2.73,0.482,-3.596,-0.234
2.163,-0.471,4.725,-0.443,-0.951,-3.814,3.557,0.876,5.293,-1.789,0.309,-1.569,1.0,1.103,-1.351,-6.441,0.882,-2.782,1.001,-2.75,-0.395
2.212,-0.562,6.277,-0.538,-1.075,-5.477,3.584,0.732,5.97,-1.724,0.037,-1.507,1.0,1.523,-1.803,-8.313,0.844,-2.894,1.098,-3.657,-0.217
2.093,-0.576,3.633,-0.512,-1.294,-2.524,1.686,0.613,6.17,-1.595,0.304,-1.25,1.0,4.016,-1.311,-7.998,0.68,-2.299,0.216,-4.989,-0.544
2.369,-0.292,6.032,-0.358,-0.524,-5.2,1.66,0.879,6.498,-1.851,-0.071,-1.53,1.0,3.762,-0.947,-9.802,0.779,-2.85,1.292,-5.04,-0.245
1.93,-0.759,4.588,-0.33,-1.301,-3.596,2.95,0.922,5.768,-1.657,0.541,-1.205,1.0,2.052,-1.385,-7.538,0.904,-2.822,0.731,-3.658,-0.341
2.256,-0.515,3.999,-0.528,-0.594,-3.086,2.335,0.657,4.718,-1.9,0.434,-1.567,1.0,2.339,-0.686,-7.103,0.584,-2.592,0.852,-2.899,-0.352
2.338,-0.663,4.621,-0.371,-1.474,-3.921,3.51,0.734,5.718,-1.811,0.185,-1.472,1.0,2.129,-1.475,-7.626,0.81,-2.606,0.635,-3.682,-0.287
2.346,-0.136,6.918,-0.329,-0.191,-6.105,1.908,0.701,6.146,-1.783,-0.407,-1.558,1.0,2.889,-1.073,-9.471,0.777,-2.845,1.543,-4.169,-0.146
2.349,-0.177,5.231,-0.44,-0.003,-4.393,1.167,0.509,5.473,-1.589,-0.126,-1.424,1.0,3.263,-0.261,-8.426,0.873,-2.575,1.174,-4.026,-0.145
2.267,-0.55,4.489,-0.391,-1.104,-3.755,3.371,0.815,5.344,-1.808,0.505,-1.401,1.0,1.406,-1.304,-6.767,0.893,-2.747,0.492,-3.162,-0.476
2.237,-0.48,5.299,-0.392,-0.691,-4.477,1.908,0.537,6.171,-1.21,0.429,-1.207,1.0,2.885,-0.513,-8.605,0.942,-2.85,0.674,-4.187,-0.446
2.206,-0.148,5.152,-0.453,-0.526,-4.314,2.544,0.874,5.471,-1.712,0.122,-1.503,1.0,2.19,-1.057,-7.75,0.915,-2.644,1.093,-3.509,-0.007
2.078,-0.205,4.819,-0.545,-0.769,-3.985,2.488,0.503,5.398,-1.487,0.332,-1.383,1.0,2.404,-0.627,-7.729,0.946,-2.673,1.008,-3.344,-0.268
2.123,-0.496,4.978,-0.407,-0.862,-4.226,2.097,0.45,5.692,-1.746,-0.071,-1.357,1.0,2.866,-1.235,-8.181,0.911,-2.526,0.578,-4.313,-0.119
2.222,0.059,4.848,-0.544,0.651,-4.258,0.525,0.379,4.947,-1.2,0.466,-1.27,1.0,3.228,1.193,-8.18,0.668,-2.807,1.259,-3.021,-0.396
2.192,-0.244,5.433,-0.428,-1.065,-4.376,2.871,0.966,6.398,-1.866,0.527,-1.492,1.0,2.644,-1.328,-8.392,0.892,-2.951,1.106,-4.152,-0.467
2.219,-0.56,4.618,-0.268,-0.902,-3.62,2.321,1.171,6.592,-1.861,0.313,-1.438,1.0,3.317,-1.351,-8.414,0.62,-2.752,0.561,-4.844,-0.606
2.121,-0.296,4.092,-0.512,-0.712,-3.309,2.21,0.685,5.292,-1.742,0.19,-1.49,1.0,2.618,-0.792,-7.045,0.708,-2.554,0.65,-3.644,-0.03
2.033,-0.626,5.656,-0.365,-1.263,-4.666,3.421,0.462,6.722,-1.917,0.13,-1.459,1.0,2.329,-2.599,-8.392,0.982,-2.865,0.544,-4.957,-0.119
2.329,-0.141,4.937,-0.356,-0.329,-4.113,2.627,1.169,5.346,-1.796,0.286,-1.408,1.0,1.616,-0.385,-7.145,0.716,-2.827,1.079,-2.583,-0.137
2.247,-0.465,5.54,-0.473,-1.044,-4.63,2.575,0.448,6.341,-1.988,0.434,-1.482,1.0,2.811,-1.438,-8.77,0.879,-3.049,0.863,-4.525,-0.454
2.139,-0.485,4.898,-0.323,-0.378,-3.972,1.809,0.356,5.506,-1.725,0.342,-1.387,1.0,2.693,-0.278,-8.155,0.668,-2.782,0.854,-3.45,-0.349
2.201,-0.329,4.636,-0.335,-0.396,-3.875,1.792,0.466,5.071,-1.628,0.162,-1.316,1.0,2.377,-0.217,-7.594,0.901,-2.544,0.872,-3.242,-0.421
2.289,-0.057,5.129,-0.446,0.26,-4.364,1.352,0.872,5.88,-1.609,0.318,-1.462,1.0,3.16,0.165,-8.143,0.696,-2.872,1.15,-3.597,-0.566
2.202,-0.352,4.434,-0.321,-0.784,-3.527,2.192,0.48,5.1,-1.582,0.391,-1.488,1.0,2.393,-0.626,-7.49,0.636,-2.598,0.498,-3.464,-0.391
2.191,-0.504,4.629,-0.4,-1.121,-3.71,2.793,0.189,5.708,-1.686,0.633,-1.475,1.0,2.374,-1.037,-7.661,0.795,-2.804,0.729,-3.692,-0.389
2.248,-0.5,5.11,-0.457,-0.826,-4.272,2.6,0.631,5.608,-1.705,0.344,-1.517,1.0,2.498,-0.94,-7.759,0.85,-2.796,0.925,-3.911,-0.147
