Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,y,x16,x17,x18,x19,x20
285,0.001,-1.558,1.077,-1.702,0.043,0.003,-0.282,0.682,2.474,-1.616,-0.027,1.949,-0.151,-1.473,3.926,1.0,0.618,-0.211,-0.258,-1.232,1.799
286,0.106,-1.627,1.005,-1.654,0.119,-0.578,-0.41,0.708,2.428,-1.433,0.042,1.636,-0.287,-1.161,3.619,1.0,0.714,-0.463,-0.427,-1.234,1.864
287,0.197,-1.541,1.219,-0.6,-1.204,0.267,-0.213,0.601,2.325,-2.342,-0.173,1.805,-0.148,-1.079,4.045,1.0,0.753,-0.603,-0.46,-1.153,1.917
288,0.246,-1.433,1.184,-1.504,-0.121,-0.318,-0.382,0.655,2.407,-1.905,-0.249,1.683,-0.208,-1.263,3.534,1.0,0.706,-0.428,-0.414,-0.989,1.79
289,0.291,-1.743,0.952,-1.338,-0.413,-0.19,-0.079,0.866,2.474,-1.966,-0.117,1.932,0.019,-1.411,3.607,1.0,0.556,-0.546,-0.453,-1.164,1.794
290,0.095,-1.744,1.194,-1.659,0.061,-0.479,-0.33,0.678,2.298,-1.191,-0.164,1.619,-0.289,-1.188,3.422,1.0,0.639,-0.593,-0.465,-1.186,2.0
291,0.255,-1.409,1.024,-1.007,-0.789,0.448,0.046,0.537,2.349,-2.239,-0.045,1.952,0.208,-1.335,3.261,1.0,0.641,-0.237,-0.288,-0.992,1.925
292,0.423,-1.568,1.17,-1.412,-0.459,0.017,-0.345,0.584,2.52,-1.888,-0.051,1.54,-0.353,-1.064,3.17,1.0,0.61,-0.386,-0.579,-1.028,1.776
293,-0.11,-1.77,1.107,-1.525,-0.249,-0.084,-0.02,0.621,2.339,-1.793,0.078,1.803,-0.073,-1.184,3.874,1.0,0.655,-0.657,-0.533,-0.918,1.877
294,-0.101,-1.592,1.124,-1.225,-0.43,0.03,-0.24,0.897,2.412,-2.031,-0.376,1.69,-0.038,-1.127,3.842,1.0,0.619,-0.29,-0.434,-1.07,1.573
295,0.205,-1.906,1.099,-1.285,-0.824,0.322,-0.061,0.843,2.524,-2.032,-0.223,1.933,-0.321,-1.25,3.199,1.0,0.646,-0.622,-0.676,-1.175,1.905
296,0.08,-1.792,1.042,-1.677,-0.307,-0.161,0.048,0.56,2.549,-1.651,-0.138,1.648,-0.222,-1.214,4.007,1.0,0.666,-0.535,-0.451,-1.088,2.007
297,0.462,-1.482,1.177,-1.356,-0.231,-0.152,-0.488,0.694,2.454,-1.467,-0.103,1.568,-0.256,-1.006,3.002,1.0,0.63,-0.452,-0.406,-0.955,1.793
298,0.081,-1.695,1.204,-1.414,-0.553,0.04,-0.006,0.517,2.483,-1.988,-0.224,1.812,-0.18,-1.167,3.271,1.0,0.624,-0.483,-0.438,-0.989,1.815
299,0.09,-1.59,1.145,-1.409,-0.522,-0.143,-0.075,0.594,2.367,-1.794,-0.306,1.588,-0.112,-1.355,3.748,1.0,0.756,-0.538,-0.266,-1.067,1.682
300,0.298,-1.333,1.065,-1.15,-0.619,0.06,-0.178,0.496,2.281,-1.828,0.144,1.9,0.076,-1.365,3.878,1.0,0.618,-0.549,-0.508,-1.259,1.714
301,-0.014,-1.581,0.914,-1.522,-0.115,-0.485,-0.267,0.683,2.576,-1.544,-0.249,1.606,-0.385,-1.279,3.724,1.0,0.595,-0.508,-0.451,-1.14,1.814
302,0.022,-1.679,0.869,-1.385,-0.386,-0.025,-0.148,0.531,2.408,-1.517,-0.052,1.666,-0.391,-1.223,3.94,1.0,0.567,-0.322,-0.534,-1.222,2.007
303,0.102,-1.651,1.161,-1.514,-0.058,-0.468,-0.348,0.601,2.476,-1.284,-0.002,1.664,-0.376,-1.226,3.84,1.0,0.486,-0.642,-0.358,-1.32,1.846
304,0.095,-1.561,0.861,-1.372,-0.615,-0.402,-0.153,0.582,2.519,-1.754,-0.131,1.762,-0.339,-1.23,4.002,1.0,0.581,-0.535,-0.517,-1.246,1.689
305,-0.018,-1.552,1.009,-1.466,-0.378,-0.259,0.02,0.437,2.641,-1.387,-0.183,1.62,-0.428,-1.12,3.861,1.0,0.596,-0.671,-0.461,-1.327,1.817
306,0.146,-1.285,0.95,-1.347,-0.612,-0.161,-0.16,0.385,2.43,-1.412,-0.14,1.57,-0.227,-1.004,4.067,1.0,0.369,-0.751,-0.144,-1.291,1.77
307,0.096,-1.35,1.154,-1.597,-0.01,-0.377,-0.302,0.492,2.437,-1.263,0.017,1.616,-0.052,-1.115,3.834,1.0,0.714,-0.602,-0.337,-0.99,1.844
308,0.046,-1.348,1.29,-1.454,-0.27,-0.306,-0.345,0.639,2.449,-1.42,-0.089,1.634,-0.05,-1.235,3.905,1.0,0.496,-0.653,-0.466,-0.892,1.762
309,0.193,-1.423,1.228,-1.543,-0.166,-0.166,-0.299,0.625,2.379,-1.796,-0.025,1.775,-0.147,-1.217,3.315,1.0,0.557,-0.451,-0.179,-1.034,1.721
310,0.015,-1.716,0.983,-1.675,-0.335,0.134,-0.226,0.612,2.373,-1.631,-0.101,1.646,-0.383,-1.143,3.735,1.0,0.548,-0.448,-0.519,-1.003,1.861
311,0.046,-1.66,1.049,-1.427,-0.024,-0.262,-0.247,0.535,2.333,-1.45,-0.086,1.583,-0.224,-1.138,3.684,1.0,0.66,-0.505,-0.431,-1.157,1.878
312,0.133,-1.759,0.975,-1.433,-0.618,-0.229,-0.195,0.596,2.548,-2.094,0.013,1.701,-0.356,-1.353,3.79,1.0,0.619,-0.635,-0.372,-1.292,1.6
313,0.13,-1.417,0.862,-1.465,-0.392,-0.065,-0.039,0.582,2.398,-1.686,-0.129,1.797,-0.396,-1.126,3.311,1.0,0.359,-0.247,-0.463,-1.136,1.769
314,0.127,-1.539,1.068,-1.072,-0.907,0.515,-0.291,0.742,2.332,-2.409,-0.1,1.524,-0.422,-1.119,3.825,1.0,0.811,-0.258,-0.312,-1.071,1.875
315,0.084,-1.649,1.167,-1.389,-0.649,0.018,-0.157,0.712,2.351,-2.049,-0.144,1.911,-0.182,-1.327,3.866,1.0,0.761,-0.394,-0.554,-1.372,1.678
316,0.029,-1.563,1.088,-1.569,-0.078,-0.412,-0.238,0.602,2.434,-1.338,-0.088,1.869,-0.178,-1.222,3.944,1.0,0.586,-0.578,-0.604,-1.306,1.725
317,0.083,-1.603,1.168,-1.354,-0.451,-0.076,-0.023,0.591,2.463,-1.874,-0.017,1.488,-0.271,-1.264,4.038,1.0,0.66,-0.71,-0.458,-1.179,1.612
318,0.058,-1.375,1.039,-1.239,-0.445,0.015,-0.05,0.698,2.506,-1.661,-0.146,2.044,-0.018,-1.463,3.907,1.0,0.599,-0.384,-0.48,-1.175,1.832
319,0.296,-1.505,1.248,-0.933,-0.999,0.173,-0.175,0.518,2.656,-1.977,-0.147,1.732,-0.122,-1.151,3.991,1.0,0.564,-0.396,-0.57,-1.225,1.592
320,0.238,-1.571,0.899,-1.593,-0.187,0.028,-0.352,0.684,2.349,-1.504,-0.037,1.675,-0.043,-1.277,3.863,1.0,0.572,-0.444,-0.517,-1.171,1.86
321,0.137,-1.386,1.041,-1.601,-0.051,-0.379,-0.361,0.922,2.409,-1.35,-0.109,1.641,-0.164,-1.069,3.979,1.0,0.32,-0.303,-0.309,-1.15,1.682
322,0.213,-1.533,1.024,-1.404,-0.366,-0.214,-0.19,0.5,2.385,-1.747,0.054,1.667,0.084,-1.44,3.829,1.0,0.606,-0.621,-0.575,-1.179,1.872
323,0.218,-1.509,0.859,-1.031,-1.024,0.571,0.186,0.576,2.496,-2.064,-0.27,1.909,-0.052,-1.308,3.778,1.0,0.442,-0.582,-0.394,-0.849,1.547
324,-0.022,-1.669,1.257,-1.571,0.128,-0.64,-0.243,0.648,2.413,-1.447,-0.082,1.788,-0.226,-1.292,3.797,1.0,0.664,-0.706,-0.689,-1.155,1.82
325,0.139,-1.469,1.038,-1.562,-0.611,-0.0,-0.147,0.699,2.493,-2.04,-0.095,1.987,-0.066,-1.237,3.776,1.0,0.736,-0.545,-0.315,-1.224,1.815
326,0.276,-1.676,1.091,-1.436,-0.112,-0.392,-0.372,0.626,2.408,-1.683,-0.185,1.576,-0.349,-1.165,3.685,1.0,0.523,-0.384,-0.634,-1.139,1.853
327,0.177,-1.561,0.975,-1.195,-0.77,0.29,-0.07,0.64,2.082,-1.876,-0.058,1.635,-0.002,-1.013,3.156,1.0,0.417,-0.664,-0.743,-0.979,1.78
328,0.22,-1.827,1.014,-1.479,-0.17,-0.084,-0.46,0.804,2.497,-1.868,-0.287,1.827,-0.219,-1.248,3.759,1.0,0.622,-0.396,-0.453,-1.036,1.771
329,0.048,-1.628,1.096,-1.085,-0.694,0.058,0.017,0.545,2.303,-2.098,-0.118,1.551,-0.233,-1.132,3.7,1.0,0.564,-0.414,-0.515,-1.194,1.636
330,0.069,-1.413,0.953,-1.297,-0.72,0.359,-0.034,0.724,2.286,-2.204,-0.109,1.74,-0.114,-1.134,3.637,1.0,0.71,-0.318,-0.376,-1.02,1.629
331,0.331,-1.529,1.114,-1.18,-0.896,0.295,-0.033,0.532,2.463,-1.997,-0.265,1.549,-0.248,-1.155,3.386,1.0,0.535,-0.436,-0.219,-1.18,1.649
332,0.079,-1.51,1.016,-1.457,-0.197,-0.489,-0.426,0.651,2.321,-1.495,0.079,1.679,-0.042,-1.334,3.992,1.0,0.708,-0.476,-0.415,-1.18,1.758
333,-0.097,-1.485,1.124,-1.124,-0.739,0.168,-0.286,0.644,2.496,-1.816,-0.069,1.818,-0.166,-1.357,3.854,1.0,0.473,-0.45,-0.53,-1.13,1.816
334,0.312,-1.611,0.933,-1.67,-0.316,0.172,-0.206,0.624,2.796,-1.344,0.024,1.863,-0.037,-1.032,3.606,1.0,0.317,-0.596,-0.336,-1.068,1.803
335,0.012,-1.744,1.007,-1.666,0.204,-0.626,-0.517,0.45,2.37,-1.161,-0.17,1.308,-0.263,-1.104,3.461,1.0,0.418,-0.712,-0.526,-1.119,1.748
336,0.113,-1.719,1.264,-1.218,-0.802,-0.062,-0.198,0.656,2.465,-2.198,0.054,1.764,-0.096,-1.312,3.743,1.0,0.9,-0.539,-0.722,-1.223,2.208
337,0.02,-1.625,1.17,-1.055,-0.907,0.205,0.078,0.503,2.369,-1.809,-0.166,1.61,-0.238,-1.04,3.276,1.0,0.584,-0.55,-0.635,-1.192,1.936
338,0.26,-1.661,0.999,-0.648,-1.2,0.739,0.043,0.792,2.279,-2.507,-0.137,1.583,-0.119,-1.373,3.261,1.0,0.637,-0.343,-0.324,-0.951,1.602
339,-0.019,-1.709,0.943,-1.452,-0.458,-0.171,-0.182,0.661,2.379,-2.006,-0.05,1.553,-0.273,-1.087,3.599,1.0,0.799,-0.509,-0.516,-1.186,1.89
340,0.011,-1.468,1.22,-1.247,-0.448,-0.036,-0.221,0.465,2.356,-1.74,-0.131,1.723,-0.232,-1.324,3.515,1.0,0.595,-0.544,-0.451,-1.11,1.623
341,0.316,-1.57,1.275,-1.429,-0.242,-0.268,-0.387,0.751,2.491,-1.57,-0.381,1.732,-0.368,-1.276,3.8,1.0,0.665,-0.502,-0.511,-1.11,1.779
342,0.151,-1.6,1.197,-1.321,-0.488,0.097,-0.24,0.5,2.509,-1.63,-0.097,1.652,-0.007,-1.206,3.894,1.0,0.565,-0.563,-0.618,-1.017,1.772
343,0.231,-1.359,1.215,-1.526,-0.196,-0.401,-0.417,0.373,2.305,-1.356,-0.306,1.416,-0.287,-1.101,3.676,1.0,0.537,-0.642,-0.44,-1.101,1.606
344,0.319,-1.483,1.331,-1.41,-0.51,0.3,-0.222,0.525,2.457,-1.665,-0.211,1.504,-0.342,-0.997,3.81,1.0,0.535,-0.37,-0.571,-1.037,1.604
345,0.23,-1.625,1.107,-1.465,-0.112,-0.235,-0.297,0.549,2.4,-1.188,-0.249,1.856,-0.242,-1.2,3.592,1.0,0.469,-0.46,-0.59,-1.173,1.713
346,0.072,-1.501,1.201,-1.38,-0.443,0.078,-0.196,0.621,2.42,-1.705,0.039,1.748,-0.356,-1.394,3.677,1.0,0.876,-0.619,-0.64,-1.058,1.915
347,0.172,-1.493,0.982,-1.409,-0.368,0.017,-0.273,0.715,2.371,-1.81,-0.09,1.788,-0.151,-1.164,3.251,1.0,0.503,-0.361,-0.36,-1.086,1.674
348,0.06,-1.462,1.294,-0.54,-1.008,0.169,0.097,0.498,2.553,-2.062,-0.152,1.559,-0.291,-1.054,3.663,1.0,0.389,-0.592,-0.371,-1.132,1.686
349,0.062,-1.552,1.384,-1.367,-0.409,-0.022,-0.184,0.489,2.335,-1.741,-0.131,1.587,-0.192,-1.328,3.761,1.0,0.74,-0.5,-0.371,-1.045,1.547
350,-0.083,-1.631,1.145,-1.637,-0.291,-0.346,-0.339,0.628,2.368,-1.852,0.009,1.714,-0.159,-1.358,3.969,1.0,0.493,-0.522,-0.481,-1.372,1.806
351,0.149,-1.51,1.136,-1.725,0.039,-0.34,-0.257,0.559,2.444,-1.281,0.169,1.551,-0.073,-1.141,3.894,1.0,0.678,-0.444,-0.43,-1.048,1.668
352,-0.044,-1.655,0.997,-1.537,-0.226,-0.14,-0.42,0.876,2.43,-1.886,-0.399,1.824,-0.096,-1.331,3.76,1.0,0.654,-0.522,-0.349,-1.115,1.948
353,0.358,-1.528,1.037,-1.54,-0.261,0.022,-0.18,0.611,2.556,-1.589,-0.1,1.721,-0.036,-1.335,3.952,1.0,0.659,-0.329,-0.574,-1.129,1.724
354,0.056,-1.555,0.887,-1.529,-0.143,-0.354,-0.237,0.589,2.482,-1.547,-0.234,2.018,-0.057,-1.374,3.997,1.0,0.501,-0.46,-0.157,-1.473,1.849
355,0.307,-1.382,1.005,-1.551,0.076,-0.581,-0.33,0.556,2.379,-1.291,-0.082,1.791,-0.079,-1.317,4.016,1.0,0.477,-0.53,-0.457,-1.329,1.907
356,0.199,-1.484,0.964,-1.281,-0.107,-0.367,-0.184,0.465,2.388,-1.564,-0.139,1.77,-0.373,-1.353,3.95,1.0,0.49,-0.357,-0.268,-1.293,1.744
357,0.345,-1.604,1.043,-1.278,-0.646,0.304,-0.373,0.658,2.269,-1.905,-0.235,1.716,-0.038,-1.031,2.958,1.0,0.444,-0.39,-0.302,-0.918,1.726
358,0.112,-1.53,1.195,-1.091,-0.779,0.327,-0.126,0.663,2.451,-1.851,-0.197,1.765,-0.005,-1.21,3.217,1.0,0.474,-0.282,-0.433,-1.114,1.904
359,0.148,-1.596,1.126,-1.714,-0.016,-0.201,-0.425,0.69,2.515,-1.517,-0.074,1.796,-0.156,-1.461,3.975,1.0,0.683,-0.575,-0.494,-0.957,1.834
360,0.14,-1.292,0.974,-1.219,-0.868,0.541,-0.385,0.609,2.221,-2.157,-0.046,1.814,0.046,-1.232,3.664,1.0,0.709,-0.603,-0.275,-0.841,1.793
361,0.111,-1.679,1.121,-1.849,0.25,-0.185,-0.261,0.637,2.614,-1.165,-0.03,1.924,0.01,-1.226,3.812,1.0,0.658,-0.339,-0.559,-0.881,1.799
362,0.052,-1.774,1.143,-1.519,-0.293,-0.226,-0.291,0.713,2.526,-1.656,-0.3,1.7,0.003,-1.242,3.951,1.0,0.479,-0.42,-0.531,-1.041,1.734
363,0.152,-1.288,0.984,-1.376,-0.387,-0.012,0.078,0.519,2.516,-1.765,-0.189,1.729,-0.132,-1.19,3.819,1.0,0.467,-0.466,-0.374,-1.186,1.657
364,0.035,-1.473,1.051,-1.908,0.329,-0.697,-0.263,0.631,2.445,-1.188,-0.26,1.823,-0.302,-1.072,3.925,1.0,0.485,-0.543,-0.288,-1.38,1.897
365,0.312,-1.641,1.208,-1.112,-0.806,0.354,-0.158,0.688,2.392,-2.185,-0.058,1.845,0.046,-1.176,3.768,1.0,0.687,-0.367,-0.359,-1.082,1.726
366,0.297,-1.745,0.986,-1.331,-0.62,0.267,-0.264,0.582,2.388,-1.914,0.017,1.895,-0.306,-1.36,3.232,1.0,0.693,-0.384,-0.554,-1.044,1.841
367,0.196,-1.598,0.895,-1.365,-0.332,-0.019,-0.125,0.557,2.397,-1.409,-0.353,1.655,-0.241,-1.16,3.835,1.0,0.497,-0.478,-0.138,-1.004,1.917
368,0.243,-1.493,0.934,-1.478,-0.388,-0.003,-0.219,0.726,2.506,-1.726,-0.052,1.8,-0.393,-1.327,3.873,1.0,0.679,-0.602,-0.327,-1.165,1.695
369,0.116,-1.548,1.104,-1.068,-1.143,0.434,0.064,0.483,2.66,-2.25,-0.254,1.746,-0.406,-1.268,3.845,1.0,0.576,-0.468,-0.365,-1.406,1.832
370,0.108,-1.561,0.915,-1.343,-0.549,0.208,-0.131,0.633,2.559,-1.845,0.119,1.482,-0.323,-1.143,3.887,1.0,0.517,-0.525,-0.493,-1.032,1.757
371,-0.008,-1.53,1.322,-1.279,-0.489,-0.039,-0.44,0.752,2.399,-1.769,-0.156,1.361,-0.411,-1.033,3.311,1.0,0.627,-0.175,-0.455,-0.885,1.749
372,0.1,-1.608,1.07,-1.402,-0.209,-0.153,-0.491,0.597,2.478,-1.712,-0.182,1.542,-0.334,-1.128,3.423,1.0,0.606,-0.615,-0.428,-1.114,1.944
373,0.33,-1.563,1.049,-1.489,-0.454,0.054,-0.133,0.854,2.48,-1.756,-0.256,1.98,-0.143,-1.294,3.684,1.0,0.432,-0.543,-0.404,-1.086,1.84
374,0.196,-1.682,1.048,-1.644,0.057,-0.327,-0.232,0.69,2.311,-1.366,-0.208,1.623,-0.414,-1.108,3.882,1.0,0.641,-0.435,-0.561,-1.131,1.678
375,0.191,-1.573,1.247,-1.354,-0.251,-0.178,-0.257,0.688,2.32,-1.395,-0.226,1.481,-0.287,-1.141,3.379,1.0,0.582,-0.4,-0.715,-1.268,1.907
376,0.12,-1.598,1.268,-1.463,-0.455,-0.012,-0.398,0.665,2.501,-1.761,-0.239,1.663,-0.214,-1.23,3.663,1.0,0.788,-0.594,-0.364,-1.095,1.876
377,0.188,-1.427,1.119,-1.542,-0.032,-0.531,-0.426,0.568,2.369,-1.336,-0.246,1.294,0.041,-1.154,3.823,1.0,0.468,-0.726,-0.481,-1.194,1.795
378,-0.019,-1.251,1.094,-1.659,0.167,-0.324,-0.205,0.459,2.426,-1.232,0.188,1.48,-0.332,-1.021,3.476,1.0,0.533,-0.349,-0.358,-1.183,1.771
379,0.116,-1.424,1.164,-1.328,-0.259,0.015,-0.178,0.732,2.372,-1.667,-0.2,1.631,-0.46,-1.162,3.767,1.0,0.665,-0.303,-0.196,-1.067,1.652
380,0.036,-1.51,1.112,-1.403,-0.126,-0.392,-0.442,0.593,2.354,-1.297,-0.15,1.814,-0.08,-1.318,4.024,1.0,0.557,-0.516,-0.402,-1.345,1.731
381,0.168,-1.533,1.148,-1.744,0.239,-0.477,-0.315,0.376,2.639,-0.767,-0.034,1.661,-0.352,-1.28,3.472,1.0,0.429,-0.612,-0.537,-1.149,1.711
382,0.16,-1.807,1.381,-1.251,-0.546,0.223,-0.235,0.526,2.509,-2.042,-0.173,1.837,-0.184,-1.349,3.661,1.0,0.662,-0.58,-0.69,-0.885,1.565
383,-0.012,-1.704,1.238,-1.47,-0.175,-0.297,-0.407,0.556,2.662,-1.579,-0.101,1.572,-0.292,-1.116,3.979,1.0,0.733,-0.522,-0.544,-1.184,1.776
384,0.293,-1.744,1.188,-1.336,-0.546,-0.004,-0.294,0.872,2.564,-2.061,-0.159,1.501,-0.141,-1.093,3.586,1.0,0.708,-0.531,-0.39,-1.071,1.859
385,0.275,-1.654,1.294,-1.352,-0.156,0.024,0.077,0.807,2.55,-1.777,-0.227,1.665,-0.288,-1.349,3.612,1.0,0.589,-0.422,-0.554,-1.135,1.83
386,0.207,-1.527,0.996,-1.619,-0.082,-0.349,-0.319,0.474,2.483,-1.409,-0.02,1.81,-0.268,-1.316,3.997,1.0,0.58,-0.634,-0.407,-1.106,1.779
387,0.182,-1.42,0.983,-1.417,-0.872,0.094,-0.034,0.618,2.564,-2.079,-0.146,1.681,-0.252,-1.041,3.789,1.0,0.396,-0.591,-0.276,-1.402,1.693
388,0.335,-1.814,1.036,-1.911,0.054,-0.655,-0.562,0.63,2.539,-1.458,-0.252,1.845,-0.198,-1.326,3.787,1.0,0.617,-0.908,-0.617,-1.226,1.898
389,0.077,-1.385,1.11,-1.39,-0.491,-0.009,-0.003,0.499,2.431,-1.611,-0.038,1.844,-0.016,-1.18,3.888,1.0,0.656,-0.826,-0.376,-1.083,1.798
390,0.083,-1.489,0.996,-1.567,-0.298,-0.371,-0.291,0.661,2.436,-1.73,-0.178,1.861,-0.248,-1.293,3.652,1.0,0.586,-0.554,-0.497,-1.159,1.672
391,0.002,-1.604,1.08,-1.273,-0.455,0.013,-0.105,0.582,2.211,-1.706,-0.251,1.694,-0.309,-1.07,3.461,1.0,0.544,-0.576,-0.453,-1.08,1.981
392,0.12,-1.69,1.036,-1.059,-0.84,0.089,-0.133,0.687,2.405,-1.97,-0.372,1.872,0.035,-1.194,3.747,1.0,0.548,-0.487,-0.323,-1.225,1.743
393,0.105,-1.571,1.061,-1.685,0.151,-0.329,-0.413,0.747,2.377,-1.168,-0.214,1.879,-0.148,-1.471,3.74,1.0,0.663,-0.491,-0.325,-1.274,1.861
394,-0.003,-1.659,1.263,-1.315,-0.294,-0.052,-0.214,0.604,2.487,-1.751,-0.079,1.764,-0.451,-1.172,3.998,1.0,0.726,-0.554,-0.571,-1.094,1.715
395,0.044,-1.619,1.194,-1.419,-0.55,-0.101,-0.214,0.68,2.575,-1.9,0.105,1.557,-0.152,-0.999,3.448,1.0,0.666,-0.507,-0.473,-1.184,1.927
396,0.051,-1.53,1.246,-1.429,-0.395,0.053,-0.257,0.71,2.562,-1.767,-0.055,1.605,-0.252,-1.291,3.68,1.0,0.544,-0.387,-0.363,-1.302,1.958
397,0.061,-1.558,1.048,-1.03,-0.693,0.079,-0.057,0.525,2.387,-1.832,0.009,1.654,-0.242,-1.252,3.294,1.0,0.542,-0.569,-0.441,-1.075,1.728
398,0.216,-1.323,1.155,-1.232,-0.575,-0.059,-0.078,0.517,2.453,-1.733,-0.056,1.655,-0.114,-1.416,4.012,1.0,0.483,-0.399,-0.215,-1.106,1.669
399,0.236,-1.749,1.018,-1.383,-0.366,-0.24,-0.277,0.786,2.459,-1.636,-0.197,1.82,0.139,-1.204,3.911,1.0,0.535,-0.586,-0.639,-1.234,1.819
400,0.202,-1.459,1.005,-1.348,-0.604,0.19,-0.081,0.607,2.574,-1.963,-0.195,1.704,-0.103,-1.22,3.442,1.0,0.575,-0.547,-0.28,-1.072,1.611
401,0.032,-1.378,1.075,-1.56,-0.068,-0.16,-0.277,0.755,2.565,-1.641,-0.352,1.877,-0.258,-1.112,4.032,1.0,0.51,-0.423,-0.422,-1.062,1.605
402,-0.038,-1.698,0.91,-1.403,-0.172,-0.002,-0.459,0.653,2.544,-1.506,-0.116,1.792,-0.374,-1.331,3.757,1.0,0.842,-0.267,-0.348,-1.278,1.75
403,-0.044,-1.814,1.136,-1.62,-0.218,-0.224,-0.489,0.818,2.717,-1.823,-0.488,1.576,-0.372,-1.315,3.658,1.0,0.76,-0.216,-0.533,-1.457,1.91
404,0.056,-1.62,1.047,-1.476,-0.384,-0.154,-0.457,0.67,2.377,-1.574,-0.206,1.683,-0.203,-1.101,3.869,1.0,0.547,-0.588,-0.506,-0.953,1.88
405,0.043,-1.441,0.96,-1.248,-0.779,0.25,-0.108,0.642,2.386,-1.937,0.042,1.926,-0.069,-1.593,4.104,1.0,0.603,-0.53,-0.407,-1.314,1.925
406,0.129,-1.422,1.11,-1.371,-0.309,-0.053,-0.318,0.717,2.533,-1.64,-0.118,1.853,-0.115,-1.277,4.03,1.0,0.533,-0.595,-0.491,-1.048,1.718
407,0.088,-1.713,1.074,-1.562,-0.208,-0.185,-0.175,0.47,2.531,-1.486,-0.027,1.866,-0.331,-1.291,3.612,1.0,0.616,-0.568,-0.563,-1.109,1.867
408,0.151,-1.448,1.083,-1.441,-0.425,-0.156,-0.126,0.494,2.621,-1.474,-0.026,1.654,-0.277,-1.167,3.595,1.0,0.48,-0.513,-0.46,-1.241,1.888
409,0.081,-1.648,1.034,-1.233,-0.692,0.093,0.05,0.634,2.438,-2.064,-0.017,1.938,-0.15,-1.412,3.96,1.0,0.644,-0.501,-0.593,-1.11,1.905
410,0.198,-1.579,1.023,-1.52,-0.367,-0.096,0.039,0.444,2.409,-1.529,-0.127,1.545,-0.336,-0.95,3.847,1.0,0.494,-0.563,-0.338,-1.135,1.69
411,0.144,-1.694,0.844,-1.009,-0.902,-0.029,0.068,0.662,2.501,-2.372,-0.081,1.836,-0.204,-1.194,3.8,1.0,0.535,-0.592,-0.436,-1.243,1.796
412,0.371,-1.727,1.202,-1.622,-0.512,-0.073,-0.231,0.732,2.768,-1.759,-0.199,1.73,-0.166,-1.318,3.313,1.0,0.585,-0.533,-0.293,-1.068,1.952
413,0.204,-1.451,1.154,-1.243,-0.578,0.234,-0.351,0.564,2.474,-1.743,-0.218,1.782,-0.283,-1.226,3.491,1.0,0.728,-0.296,-0.283,-1.103,1.866
414,0.198,-1.742,1.239,-1.29,-0.717,0.172,-0.219,0.715,2.512,-2.05,-0.227,1.824,0.005,-1.202,3.698,1.0,0.779,-0.666,-0.508,-1.048,2.033
415,0.423,-1.685,1.217,-1.252,-0.658,0.286,0.061,0.615,2.338,-1.821,-0.212,1.856,-0.157,-1.521,3.837,1.0,0.674,-0.475,-0.405,-1.106,1.933
416,0.302,-1.456,0.886,-1.559,-0.524,-0.05,-0.12,0.447,2.479,-1.654,-0.243,1.681,-0.348,-1.138,3.864,1.0,0.513,-0.502,-0.397,-1.042,1.648
417,0.372,-1.588,1.123,-1.357,-0.08,0.017,-0.192,0.53,2.468,-1.425,-0.154,1.832,-0.411,-1.152,3.75,1.0,0.681,-0.425,-0.502,-1.015,1.764
418,0.081,-1.369,1.523,-0.737,-0.858,0.274,-0.125,0.541,2.394,-2.078,-0.337,1.486,-0.143,-1.011,3.578,1.0,0.728,-0.527,-0.467,-1.105,1.789
419,0.017,-1.695,1.141,-0.917,-1.244,0.418,0.202,0.341,2.351,-2.255,-0.317,1.429,-0.46,-1.194,4.003,1.0,0.783,-0.792,-0.576,-1.136,1.664
420,0.212,-1.453,0.875,-0.791,-1.191,0.396,0.145,0.617,2.312,-2.249,-0.204,1.713,-0.475,-1.204,3.826,1.0,0.491,-0.606,-0.441,-1.297,1.822
421,0.224,-1.252,1.056,-0.732,-1.028,0.384,-0.18,0.546,2.253,-2.101,-0.269,1.627,-0.264,-1.164,3.147,1.0,0.532,-0.381,-0.359,-1.147,1.788
422,-0.037,-1.729,1.051,-1.468,-0.099,-0.33,-0.41,0.596,2.308,-1.278,0.011,1.414,-0.077,-1.141,3.672,1.0,0.525,-0.487,-0.437,-1.164,1.694
423,0.204,-1.414,1.124,-1.67,-0.205,-0.356,-0.29,0.576,2.356,-1.793,0.088,1.747,-0.162,-1.253,3.381,1.0,0.891,-0.469,-0.529,-1.17,1.823
424,0.184,-1.613,0.977,-1.121,-0.739,0.235,0.055,0.423,2.435,-1.884,-0.077,1.841,-0.217,-1.201,3.509,1.0,0.509,-0.67,-0.419,-0.957,2.032
425,0.198,-1.449,1.201,-1.221,-0.853,0.308,-0.055,0.712,2.381,-2.03,0.008,1.501,-0.045,-0.93,3.093,1.0,0.435,-0.481,-0.445,-0.89,1.805
426,0.38,-1.384,1.149,-1.262,-0.813,0.285,-0.304,0.74,2.539,-2.197,-0.357,1.834,-0.174,-1.216,3.565,1.0,0.5,-0.417,-0.383,-1.228,1.761
427,0.048,-1.757,1.06,-1.409,-0.547,0.05,-0.115,0.751,2.488,-1.893,-0.049,1.956,0.149,-1.29,3.822,1.0,0.598,-0.661,-0.483,-1.118,1.993
