x0,x1,x2,x3,x4,x5,y,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-4.549,-0.297,-5.126,-13.441,1.933,-3.126,1.0,0.605,-7.732,1.768,1.418,0.21,0.881,0.139,2.462,1.419,-4.635,-4.059,-1.676,-2.241,8.802
-4.959,-0.348,-5.366,-13.466,1.752,-2.683,1.0,0.914,-7.311,1.454,1.472,-0.154,0.111,0.739,2.223,1.037,-4.118,-4.434,-2.34,-2.301,8.698
-3.219,-0.619,-4.401,-12.028,1.663,-3.429,1.0,-0.285,-7.994,1.692,1.695,-0.146,2.507,0.705,2.196,1.147,-4.683,-3.731,-0.637,-2.146,8.325
-3.432,-0.471,-4.278,-11.622,1.676,-3.131,1.0,0.047,-7.384,1.586,1.682,-0.449,1.839,1.251,2.063,1.297,-4.326,-3.648,-0.993,-2.295,8.013
-4.489,-0.427,-4.339,-12.254,1.842,-2.757,1.0,0.242,-7.22,1.7,1.467,0.203,0.539,0.568,2.025,1.269,-4.05,-3.442,-1.636,-2.185,8.319
-4.223,-0.301,-4.791,-13.152,1.807,-3.333,1.0,0.3,-8.079,1.685,1.755,-0.254,1.485,0.856,2.082,1.474,-4.767,-3.847,-1.303,-2.202,9.137
-5.029,-0.421,-4.961,-13.034,2.053,-2.655,1.0,0.818,-7.209,1.5,1.39,-0.052,0.322,0.837,2.261,1.08,-3.853,-3.99,-2.012,-2.17,8.508
-4.023,-0.068,-4.813,-13.494,1.735,-3.589,1.0,0.052,-8.378,1.662,1.747,-0.048,1.639,0.739,2.16,1.347,-5.078,-3.794,-1.071,-2.12,9.154
-3.551,-0.181,-4.152,-11.961,1.91,-3.562,1.0,0.169,-8.004,1.875,1.649,0.024,2.253,0.368,2.171,1.209,-4.667,-3.442,-0.586,-2.118,8.359
-3.559,-0.297,-4.646,-12.323,1.719,-3.2,1.0,0.341,-7.589,1.671,1.503,-0.179,1.992,0.721,2.104,1.22,-4.721,-3.996,-1.058,-2.131,8.189
-2.384,-0.521,-4.066,-11.113,1.236,-4.357,1.0,-1.221,-8.827,1.511,1.626,-0.239,3.388,0.746,2.179,0.885,-5.14,-3.188,0.29,-2.26,8.558
-3.946,-0.318,-4.408,-12.043,1.305,-3.175,1.0,-0.066,-7.567,1.508,1.424,-0.057,0.994,0.659,2.154,1.186,-4.63,-3.395,-1.025,-2.191,8.682
-3.676,-0.353,-4.35,-12.449,1.487,-3.6,1.0,-0.081,-8.248,1.601,1.636,-0.296,1.729,1.096,2.262,1.457,-4.812,-3.647,-0.843,-2.047,8.943
-3.66,-0.308,-5.005,-12.186,1.65,-3.039,1.0,0.675,-7.121,1.639,1.865,-0.274,1.976,0.575,2.382,1.213,-4.235,-4.529,-1.212,-2.339,7.996
-5.351,-0.464,-4.792,-13.18,2.165,-2.334,1.0,1.005,-6.937,1.601,1.419,-0.23,-0.276,1.135,2.127,1.213,-3.853,-3.91,-2.636,-2.171,8.624
-3.199,-0.486,-4.833,-11.894,1.319,-3.488,1.0,-0.061,-7.751,1.821,1.556,0.072,2.057,0.403,2.232,1.292,-4.512,-4.09,-0.903,-2.278,8.161
-4.37,-0.554,-4.646,-12.497,1.914,-2.729,1.0,0.693,-6.81,1.736,1.583,-0.157,0.887,0.891,2.145,1.544,-3.939,-4.098,-1.917,-2.027,8.21
-4.299,-0.218,-5.156,-13.067,1.921,-3.328,1.0,0.146,-7.964,1.465,1.578,-0.104,1.552,0.465,2.139,1.631,-4.598,-3.841,-1.431,-2.005,8.878
-3.203,-0.323,-4.462,-11.126,1.323,-2.945,1.0,-0.143,-6.813,1.65,1.339,-0.11,1.883,1.054,2.197,1.119,-3.902,-3.777,-1.192,-2.39,7.583
-3.102,-0.253,-4.763,-12.573,1.45,-3.992,1.0,-0.165,-8.514,1.697,1.654,-0.184,2.613,0.419,2.012,1.261,-5.069,-3.999,-0.612,-2.245,8.856
-4.868,-0.606,-5.209,-12.757,1.749,-2.354,1.0,0.821,-6.634,1.642,1.557,-0.128,0.43,0.75,1.982,1.151,-3.818,-4.251,-2.122,-2.479,8.227
-3.344,-0.296,-4.717,-12.423,1.445,-3.231,1.0,0.219,-7.297,1.645,1.606,-0.148,2.005,0.596,1.952,1.489,-4.798,-4.145,-1.028,-2.188,8.172
-4.253,-0.559,-5.318,-12.505,1.648,-2.659,1.0,0.351,-6.529,1.526,1.657,-0.42,0.992,1.21,2.176,1.142,-3.853,-4.611,-1.89,-2.527,7.902
-2.865,-0.327,-4.923,-12.088,1.245,-3.449,1.0,0.066,-7.85,1.657,1.755,-0.409,2.682,0.638,2.104,1.273,-4.654,-4.559,-0.794,-2.25,8.076
-3.92,-0.266,-4.479,-12.177,1.526,-3.011,1.0,0.137,-7.298,1.426,1.499,-0.16,1.224,0.942,2.192,0.937,-4.221,-3.785,-1.404,-2.229,8.209
-4.277,-0.443,-4.658,-12.129,1.931,-2.8,1.0,0.47,-6.71,1.639,1.542,-0.06,1.27,0.879,2.079,1.385,-3.852,-3.986,-1.635,-2.354,7.689
-4.091,-0.342,-5.062,-13.261,1.868,-3.611,1.0,0.311,-8.221,1.703,1.58,-0.064,1.762,0.738,2.003,1.404,-4.79,-4.152,-1.253,-2.207,8.987
-3.614,-0.506,-4.904,-12.495,1.736,-3.428,1.0,0.1,-7.789,1.673,1.722,0.087,2.144,0.119,1.948,1.372,-4.575,-4.176,-1.184,-2.153,8.25
-4.193,-0.65,-4.923,-12.883,2.117,-3.195,1.0,0.493,-7.606,1.852,1.731,0.314,1.674,0.071,2.24,1.128,-4.552,-3.966,-1.326,-2.354,8.366
-4.528,-0.659,-4.924,-13.119,1.853,-2.981,1.0,0.369,-7.53,1.661,1.631,0.056,0.873,0.645,2.073,1.606,-4.49,-3.927,-1.613,-2.072,8.729
-4.463,-0.547,-4.357,-12.381,1.838,-2.661,1.0,0.615,-6.899,1.47,1.553,-0.184,0.614,1.115,2.128,1.22,-4.106,-3.648,-1.702,-2.211,8.269
-5.627,-0.42,-5.403,-14.308,2.076,-2.399,1.0,1.158,-6.996,1.725,1.589,0.483,-0.336,-0.072,2.041,1.462,-4.42,-4.298,-2.646,-2.167,9.003
-4.854,-0.381,-4.429,-12.091,2.004,-2.093,1.0,0.805,-6.041,1.518,1.619,-0.25,-0.013,1.21,1.943,1.251,-3.417,-3.767,-2.417,-2.167,7.815
-3.468,-0.414,-5.02,-12.712,1.313,-3.331,1.0,-0.005,-7.926,1.781,1.619,-0.068,1.762,0.146,2.12,1.273,-4.896,-4.171,-1.163,-2.242,8.607
-3.916,-0.446,-4.703,-11.848,1.309,-2.629,1.0,0.685,-6.376,1.665,1.341,-0.34,0.777,1.256,2.213,1.488,-3.586,-4.387,-1.803,-2.031,7.532
-4.781,-0.458,-5.291,-12.635,1.949,-2.239,1.0,1.212,-6.282,1.716,1.38,-0.096,0.414,0.933,2.154,1.13,-3.505,-4.473,-2.586,-2.356,7.704
-3.91,-0.353,-4.572,-12.271,1.833,-3.13,1.0,0.311,-7.581,1.563,1.653,-0.117,1.629,0.73,2.115,1.079,-4.421,-3.834,-1.263,-2.319,8.395
-3.812,-0.419,-4.282,-12.215,1.833,-3.17,1.0,0.197,-7.757,1.669,1.636,-0.22,1.73,0.806,2.176,1.475,-4.363,-3.681,-1.237,-2.045,8.418
-3.646,-0.399,-4.471,-12.019,1.524,-3.098,1.0,0.393,-6.871,1.798,1.424,-0.24,1.719,0.694,1.821,1.245,-4.332,-4.061,-1.089,-2.052,7.745
-3.481,-0.404,-4.405,-12.104,1.52,-3.277,1.0,-0.023,-7.626,1.685,1.446,0.132,1.759,0.343,2.125,1.355,-4.707,-3.664,-0.95,-2.131,8.338
-3.344,-0.444,-4.501,-12.541,1.738,-4.209,1.0,-0.452,-9.218,1.867,1.628,0.031,2.793,0.179,2.03,1.377,-5.517,-3.551,-0.179,-2.333,9.268
-3.216,-0.295,-4.245,-11.503,1.287,-2.946,1.0,-0.056,-6.976,1.604,1.529,-0.193,1.712,0.824,2.108,1.227,-4.467,-3.541,-0.965,-2.351,7.778
-4.808,-0.294,-4.88,-12.9,1.969,-2.594,1.0,0.828,-7.101,1.464,1.604,-0.051,0.469,1.015,2.189,1.322,-4.145,-3.878,-1.926,-2.094,8.66
-3.859,-0.336,-5.16,-12.954,1.809,-3.285,1.0,0.358,-7.901,1.626,1.549,0.186,1.909,0.322,2.307,1.434,-4.511,-4.266,-1.392,-2.113,8.613
-4.824,-0.517,-5.264,-13.597,1.922,-2.738,1.0,0.662,-7.497,1.599,1.622,0.09,0.471,0.467,2.144,1.245,-4.271,-4.473,-2.123,-2.246,8.713
-4.381,-0.421,-5.547,-13.726,1.768,-3.245,1.0,0.382,-8.301,1.565,1.637,0.165,1.699,0.693,2.301,1.527,-4.805,-4.418,-1.596,-2.304,9.293
-4.299,-0.435,-4.281,-11.86,1.88,-2.626,1.0,0.483,-6.759,1.452,1.477,-0.413,0.841,1.456,2.132,1.189,-3.837,-3.391,-1.529,-2.323,8.15
-2.982,-0.421,-5.039,-12.736,1.667,-4.36,1.0,-0.31,-9.22,1.646,1.715,-0.201,3.485,0.593,2.098,1.181,-5.284,-4.227,-0.289,-2.476,9.053
-4.137,-0.404,-4.804,-12.027,1.836,-2.63,1.0,0.374,-6.732,1.485,1.786,-0.288,1.271,1.073,2.229,1.196,-4.119,-3.81,-1.463,-2.178,8.099
-3.735,-0.489,-4.699,-12.21,1.582,-2.985,1.0,0.18,-7.326,1.733,1.506,-0.148,1.653,0.42,2.257,1.249,-4.235,-4.058,-1.469,-2.42,7.986
-3.921,-0.412,-4.469,-12.331,1.69,-3.262,1.0,0.016,-7.637,1.624,1.738,0.058,1.421,0.796,2.326,1.263,-4.474,-3.697,-1.094,-2.317,8.648
-3.995,-0.56,-4.956,-12.481,1.571,-2.878,1.0,0.279,-7.376,1.597,1.43,0.093,1.115,0.69,2.265,1.387,-4.348,-4.085,-1.434,-2.323,8.411
-4.222,-0.371,-5.395,-13.605,1.59,-3.111,1.0,0.564,-7.604,1.374,1.781,-0.221,1.155,1.142,2.264,1.401,-4.605,-4.587,-1.861,-2.318,8.532
-2.677,-0.284,-4.299,-11.551,1.259,-4.297,1.0,-0.872,-8.834,1.493,1.771,-0.514,3.149,1.072,2.172,1.062,-5.134,-3.366,-0.081,-2.271,8.788
-4.853,-0.581,-4.745,-12.902,2.066,-2.687,1.0,0.657,-7.178,1.641,1.263,-0.009,0.457,0.375,2.076,1.19,-3.97,-3.833,-2.069,-2.203,8.072
-3.533,-0.438,-4.774,-12.404,1.39,-3.263,1.0,0.271,-7.545,1.778,1.585,-0.01,2.005,0.557,2.065,1.336,-4.658,-4.083,-0.855,-2.27,8.281
-3.72,-0.443,-4.276,-11.77,1.63,-3.116,1.0,0.28,-7.387,1.613,1.485,-0.058,1.658,0.544,2.051,0.949,-4.449,-3.358,-1.005,-2.085,8.169
-3.266,-0.436,-4.611,-11.947,1.49,-3.454,1.0,-0.116,-7.691,1.608,1.675,-0.141,2.113,0.888,2.13,1.049,-4.36,-3.911,-0.975,-2.18,7.985
-4.489,-0.446,-4.558,-12.845,1.768,-3.13,1.0,-0.003,-7.834,1.627,1.749,0.093,0.816,0.396,2.09,1.57,-4.544,-3.743,-1.412,-2.145,9.006
-3.692,-0.484,-4.894,-12.332,1.61,-3.1,1.0,0.464,-7.333,1.664,1.443,-0.023,1.833,0.467,2.157,1.228,-4.29,-4.268,-1.257,-2.116,8.076
-4.166,-0.491,-5.181,-12.687,1.546,-2.754,1.0,0.398,-6.847,1.391,1.54,0.201,0.92,0.569,2.13,1.26,-3.999,-4.356,-1.807,-2.336,7.95
-3.732,-0.247,-4.382,-11.887,1.829,-2.906,1.0,0.398,-7.174,1.744,1.712,-0.071,1.264,0.778,1.889,1.053,-3.851,-3.864,-1.614,-2.404,7.637
-4.147,-0.631,-4.147,-12.063,1.78,-2.966,1.0,-0.216,-7.096,1.569,1.594,-0.186,1.032,0.768,2.274,1.223,-4.162,-3.275,-1.248,-2.095,8.166
-4.415,-0.774,-5.25,-12.686,1.906,-2.523,1.0,0.718,-6.588,1.561,1.536,-0.125,0.786,1.259,2.202,1.306,-3.453,-4.579,-2.404,-2.299,7.793
-4.503,-0.595,-4.555,-12.481,2.093,-2.881,1.0,0.286,-7.558,1.615,1.644,0.003,1.241,0.353,2.303,1.396,-4.244,-3.719,-1.403,-2.074,8.663
-3.155,-0.532,-4.566,-12.122,1.525,-3.747,1.0,-0.35,-8.233,1.484,1.813,-0.289,2.552,0.901,2.107,1.119,-5.048,-3.622,-0.627,-2.246,8.642
-2.869,-0.399,-4.672,-12.054,1.294,-3.653,1.0,-0.164,-7.9,1.734,1.632,-0.347,2.991,0.666,2.316,1.203,-4.782,-4.231,-0.517,-2.029,8.242
-4.28,-0.322,-5.028,-13.472,1.962,-3.287,1.0,0.6,-7.903,1.858,1.628,-0.063,1.606,0.627,2.063,1.356,-4.689,-4.169,-1.587,-2.342,8.701
-5.071,-0.529,-5.04,-13.028,2.221,-2.545,1.0,0.715,-7.428,1.657,1.639,-0.081,0.683,0.554,2.234,1.215,-4.266,-3.802,-1.94,-2.292,8.676
-4.777,-0.473,-5.238,-13.533,1.93,-2.747,1.0,0.84,-7.22,1.833,1.708,0.039,0.731,0.264,2.2,1.545,-4.253,-4.36,-2.247,-2.226,8.555
-2.726,-0.315,-4.43,-12.234,1.333,-4.081,1.0,-0.371,-8.539,1.689,1.696,-0.33,2.839,0.639,2.183,1.309,-5.109,-3.759,-0.263,-2.15,8.628
-3.832,-0.367,-4.946,-12.77,1.565,-3.203,1.0,0.156,-7.703,1.72,1.607,0.208,2.007,0.326,2.319,1.414,-4.576,-4.095,-1.199,-2.227,8.532
-4.451,-0.343,-5.139,-12.84,1.663,-2.592,1.0,0.473,-6.951,1.6,1.473,0.182,0.671,0.404,2.182,1.353,-4.163,-4.208,-1.976,-2.279,8.194
-3.091,-0.449,-3.874,-10.985,1.458,-3.58,1.0,-0.623,-7.842,1.388,1.536,-0.377,2.254,0.885,2.184,1.031,-4.695,-2.972,-0.374,-2.24,8.255
-3.341,-0.617,-4.471,-11.951,1.491,-3.417,1.0,-0.188,-7.649,1.735,1.56,-0.211,2.125,0.913,2.379,1.313,-4.434,-3.841,-0.952,-2.133,8.201
-2.901,-0.509,-4.239,-11.513,1.613,-3.713,1.0,-0.483,-8.119,1.782,1.873,-0.065,2.935,0.459,2.218,1.104,-4.848,-3.551,-0.25,-2.187,8.229
-3.595,-0.443,-4.566,-11.61,1.738,-2.989,1.0,0.249,-7.087,1.625,1.585,-0.487,1.814,1.394,2.206,1.213,-4.129,-3.881,-1.144,-2.241,7.904
-3.738,-0.388,-5.167,-12.816,1.131,-3.354,1.0,-0.148,-7.583,1.675,1.402,0.006,1.628,0.257,1.883,1.333,-4.729,-4.254,-1.164,-2.373,8.691
-4.81,-0.513,-5.015,-12.824,1.971,-2.445,1.0,1.121,-6.623,1.709,1.614,0.152,0.695,0.645,2.166,1.353,-3.803,-4.159,-2.097,-2.076,8.04
-3.456,-0.296,-4.72,-11.983,1.516,-3.261,1.0,0.189,-7.479,1.74,1.442,-0.298,2.313,0.803,2.199,1.138,-4.362,-4.108,-0.838,-2.4,8.002
-3.638,-0.4,-4.421,-11.988,1.533,-3.133,1.0,0.266,-7.403,1.631,1.514,-0.163,1.882,0.562,2.046,1.138,-4.365,-3.764,-1.183,-2.348,8.209
-4.717,-0.709,-4.906,-12.906,1.985,-2.558,1.0,0.436,-6.948,1.617,1.255,0.041,0.604,0.72,2.418,1.267,-4.096,-4.02,-1.788,-2.284,8.143
-4.078,-0.272,-4.838,-13.15,1.707,-3.476,1.0,0.23,-8.105,1.795,1.684,-0.047,1.837,0.798,2.33,1.214,-4.768,-4.158,-1.336,-2.335,8.973
-4.54,-0.364,-4.554,-12.043,1.703,-2.523,1.0,0.436,-6.621,1.527,1.468,-0.22,0.38,1.013,2.233,1.254,-3.9,-3.679,-1.758,-2.304,8.048
-3.905,-0.772,-4.871,-12.434,1.196,-2.908,1.0,0.32,-6.799,1.764,1.523,-0.139,0.968,0.85,2.121,1.075,-4.192,-4.396,-1.482,-2.34,7.96
-3.697,-0.393,-4.109,-11.567,1.736,-3.01,1.0,0.171,-7.045,1.494,1.503,-0.031,1.436,0.86,2.439,1.256,-4.054,-3.495,-1.136,-2.165,7.768
-3.773,-0.383,-4.505,-12.043,1.513,-2.857,1.0,0.248,-7.247,1.74,1.429,-0.281,1.404,0.889,2.182,1.124,-4.231,-3.82,-1.318,-2.379,7.922
-3.391,-0.57,-4.261,-11.467,1.667,-3.276,1.0,-0.166,-7.258,1.43,1.518,-0.292,1.92,0.97,1.996,0.995,-4.309,-3.559,-0.665,-2.512,8.019
-4.967,-0.718,-4.475,-12.689,1.985,-2.276,1.0,0.757,-6.588,1.617,1.565,-0.045,-0.102,0.787,2.144,1.245,-3.895,-3.645,-2.204,-2.337,8.061
-3.508,-0.019,-4.723,-12.058,1.656,-3.17,1.0,0.528,-7.208,1.684,1.396,0.02,1.822,0.54,2.279,1.15,-4.323,-4.13,-1.296,-2.33,7.708
-3.429,-0.25,-3.514,-10.797,1.689,-3.186,1.0,0.0,-7.686,1.627,1.453,-0.232,1.73,0.957,2.225,1.22,-4.228,-2.879,-0.57,-2.123,8.194
-3.286,-0.488,-4.437,-11.98,1.601,-3.477,1.0,0.115,-7.755,1.832,1.74,-0.302,2.145,0.788,2.027,1.184,-4.444,-3.895,-0.917,-2.189,8.061
-3.207,-0.407,-4.684,-12.493,1.537,-3.861,1.0,-0.412,-8.49,1.744,1.584,-0.168,2.819,0.475,1.986,1.223,-4.911,-3.931,-0.369,-2.325,8.577
-4.451,-0.451,-4.305,-12.06,1.89,-2.492,1.0,0.309,-6.867,1.5,1.584,-0.042,0.548,0.776,2.251,1.155,-4.074,-3.189,-1.623,-2.277,8.296
-5.506,-0.591,-4.766,-12.562,2.23,-1.611,1.0,1.318,-5.816,1.614,1.308,-0.379,-0.534,0.982,2.267,1.503,-3.237,-4.09,-2.654,-2.087,7.76
-3.023,-0.236,-4.638,-11.803,1.267,-3.978,1.0,-0.444,-8.639,1.724,1.541,-0.226,2.315,0.604,2.34,1.183,-4.915,-3.678,-0.692,-2.327,8.829
-4.208,-0.505,-4.837,-13.216,1.845,-3.334,1.0,0.214,-8.03,1.766,1.558,0.234,1.444,0.095,2.121,1.215,-4.936,-4.003,-1.185,-2.211,8.945
-3.398,-0.492,-5.106,-11.988,1.496,-3.181,1.0,0.048,-7.412,1.43,1.313,-0.113,2.072,0.729,2.093,1.143,-4.251,-4.165,-1.092,-2.338,8.042
-3.513,-0.687,-5.253,-12.662,1.291,-3.364,1.0,-0.04,-7.935,1.557,1.777,-0.25,2.152,1.104,2.228,1.325,-4.756,-4.322,-1.115,-2.233,8.659
-4.389,-0.633,-4.998,-12.79,1.701,-2.733,1.0,0.313,-6.831,1.485,1.618,-0.166,0.886,0.969,2.067,1.391,-4.35,-4.297,-1.745,-2.143,8.348
-3.079,-0.247,-4.398,-11.553,1.663,-3.615,1.0,0.042,-7.691,1.547,1.535,-0.287,2.591,0.898,2.196,1.079,-4.547,-3.76,-0.762,-2.087,8.022
-3.984,-0.686,-4.696,-12.339,1.633,-2.876,1.0,0.208,-7.153,1.633,1.585,-0.095,1.169,0.576,2.276,1.454,-4.301,-3.983,-1.463,-2.162,8.118
-4.758,-0.712,-4.6,-12.586,1.769,-2.557,1.0,0.269,-6.719,1.637,1.41,-0.155,0.181,0.98,2.111,1.328,-3.976,-3.707,-2.021,-2.13,8.409
-2.952,-0.219,-4.783,-11.906,1.319,-3.835,1.0,-0.272,-7.961,1.505,1.754,-0.423,2.642,1.172,2.177,1.218,-4.55,-4.414,-0.773,-2.498,8.401
-4.603,-0.526,-4.401,-12.684,1.867,-3.267,1.0,-0.08,-8.066,1.807,1.559,0.072,0.683,0.674,2.097,1.089,-4.62,-3.344,-1.4,-2.355,9.353
-5.583,-0.376,-4.983,-13.108,2.175,-1.985,1.0,1.208,-6.382,1.739,1.343,0.002,-0.658,0.839,2.38,1.295,-3.612,-4.127,-2.661,-2.174,8.23
-4.24,-0.433,-5.13,-13.111,1.638,-3.186,1.0,0.159,-7.812,1.736,1.607,0.031,1.257,0.592,2.238,1.408,-4.596,-4.167,-1.512,-2.383,8.848
-4.164,-0.604,-4.491,-11.968,1.824,-2.874,1.0,0.058,-6.996,1.586,1.569,-0.139,1.114,0.975,2.2,1.207,-4.106,-3.642,-1.313,-2.043,8.1
-4.202,-0.477,-4.629,-12.341,1.873,-2.906,1.0,0.273,-7.464,1.485,1.41,-0.226,1.208,0.971,2.176,1.502,-4.162,-3.756,-1.592,-2.106,8.209
-4.176,-0.392,-4.668,-12.527,1.624,-2.862,1.0,0.668,-7.15,1.806,1.563,-0.148,1.217,0.838,2.181,1.27,-4.335,-4.141,-1.55,-2.159,8.325
-3.565,-0.364,-4.326,-11.755,1.526,-2.977,1.0,0.154,-7.132,1.615,1.672,-0.017,1.594,0.742,2.266,1.171,-4.024,-3.743,-1.274,-2.357,7.802
-4.64,-0.379,-5.08,-12.738,1.544,-2.534,1.0,0.528,-6.702,1.688,1.368,-0.077,0.227,0.588,2.207,1.298,-3.986,-4.145,-1.996,-2.369,8.262
-4.145,-0.499,-5.0,-12.864,1.547,-3.003,1.0,0.558,-7.31,1.79,1.626,0.115,1.064,0.233,2.253,1.486,-4.202,-4.512,-1.875,-2.037,8.313
-3.744,-0.735,-4.749,-12.121,1.566,-2.96,1.0,0.157,-6.893,1.595,1.324,-0.28,1.535,0.99,2.287,1.292,-4.047,-4.065,-1.407,-2.243,7.741
-3.701,-0.364,-4.362,-11.831,1.654,-2.976,1.0,0.421,-7.086,1.777,1.538,0.021,1.597,0.666,2.102,1.21,-4.225,-3.647,-1.151,-2.182,7.991
-3.88,-0.552,-5.111,-12.638,1.51,-3.157,1.0,-0.035,-7.377,1.485,1.498,-0.057,1.395,0.67,2.145,1.119,-4.263,-4.371,-1.522,-2.341,8.233
-4.314,-0.396,-4.93,-11.979,1.683,-2.463,1.0,0.766,-6.249,1.645,1.477,-0.457,0.836,1.356,2.161,1.078,-3.416,-4.237,-1.913,-2.36,7.567
-3.971,-0.352,-4.774,-12.592,1.704,-3.054,1.0,0.508,-7.216,1.596,1.435,-0.284,1.331,0.822,1.992,1.101,-4.536,-4.099,-1.379,-2.53,8.27
-4.604,-0.368,-4.229,-12.313,2.026,-2.712,1.0,0.388,-7.208,1.755,1.59,0.053,0.689,0.66,2.36,1.161,-4.076,-3.639,-1.484,-2.272,8.539
-3.359,-0.364,-4.931,-12.939,1.33,-3.703,1.0,-0.164,-8.489,1.966,1.508,-0.105,2.288,0.15,2.294,1.212,-5.115,-4.199,-0.874,-2.186,8.87
-3.593,-0.558,-4.869,-12.381,1.611,-3.393,1.0,-0.117,-7.694,1.58,1.688,0.073,1.936,0.576,2.332,1.248,-4.268,-4.227,-1.075,-2.328,8.409
-3.73,-0.289,-4.529,-11.599,1.905,-2.959,1.0,0.5,-7.294,1.602,1.438,-0.347,1.557,1.077,2.224,1.287,-4.025,-3.651,-1.223,-2.211,7.748
-5.463,-0.614,-4.585,-13.071,2.367,-2.508,1.0,0.712,-7.198,1.583,1.505,0.085,-0.039,0.989,2.275,1.288,-3.946,-3.517,-2.184,-2.101,8.822
-4.147,-0.434,-5.003,-13.357,1.57,-3.205,1.0,0.377,-7.904,1.783,1.648,0.14,1.396,0.229,2.005,1.263,-4.759,-4.277,-1.611,-2.293,8.852
-2.729,-0.323,-4.734,-12.019,1.378,-3.587,1.0,0.029,-7.698,1.59,1.551,-0.254,2.983,0.504,2.135,1.105,-4.744,-4.205,-0.977,-2.367,8.095
-4.649,-0.287,-5.417,-13.772,1.861,-2.952,1.0,0.813,-7.727,1.696,1.424,0.076,1.123,0.51,2.463,1.374,-4.663,-4.417,-1.756,-2.238,9.031
-2.894,-0.498,-4.852,-11.685,1.187,-3.313,1.0,0.09,-7.338,1.641,1.586,-0.44,2.516,1.273,2.29,0.971,-4.372,-4.422,-0.732,-2.324,7.971
-3.799,-0.457,-4.505,-12.033,1.698,-3.064,1.0,0.107,-7.247,1.553,1.427,-0.313,1.568,1.139,2.1,0.98,-4.285,-3.808,-1.112,-2.464,8.104
-3.265,-0.408,-4.477,-11.917,1.427,-3.58,1.0,-0.121,-7.707,1.673,1.364,-0.798,2.133,1.348,2.392,1.249,-4.442,-3.878,-0.834,-2.14,8.272
-4.155,-0.709,-5.224,-13.179,1.865,-3.481,1.0,-0.13,-8.184,1.359,1.666,-0.025,2.004,0.936,1.98,1.471,-4.729,-4.172,-1.085,-2.391,8.968
-4.251,-0.415,-4.73,-12.523,2.097,-2.703,1.0,0.646,-6.935,1.548,1.567,-0.054,1.161,0.586,2.016,1.308,-4.186,-3.899,-1.696,-2.132,8.094
-4.743,-0.327,-4.184,-11.94,1.853,-2.316,1.0,0.665,-6.581,1.508,1.51,-0.275,0.054,1.143,2.106,1.132,-3.601,-3.447,-1.746,-2.262,8.023
-4.327,-0.498,-4.465,-12.194,1.809,-2.573,1.0,0.777,-6.924,1.805,1.598,-0.024,0.646,0.63,1.936,1.112,-4.104,-3.765,-1.76,-2.2,8.206
-3.802,-0.485,-4.097,-12.307,1.942,-4.056,1.0,-0.833,-9.091,1.558,1.815,-0.232,2.105,0.69,2.336,1.386,-5.116,-2.958,-0.495,-2.106,9.491
-2.895,-0.515,-4.482,-11.646,1.018,-3.529,1.0,-0.326,-7.49,1.667,1.578,-0.106,2.424,0.554,1.942,1.081,-4.636,-4.019,-0.359,-2.294,7.965
-4.25,-0.613,-5.03,-13.532,1.589,-3.308,1.0,-0.032,-8.094,1.626,1.322,0.01,1.332,0.484,2.219,1.506,-4.818,-4.101,-1.537,-2.206,9.049
-3.459,-0.472,-4.64,-12.437,1.566,-3.479,1.0,-0.057,-7.893,1.913,1.687,-0.255,2.03,0.284,1.955,1.371,-4.779,-3.916,-1.027,-2.244,8.325
-3.705,-0.467,-4.057,-12.059,1.584,-3.212,1.0,0.033,-7.401,1.685,1.512,-0.051,1.558,0.723,2.302,1.284,-4.412,-3.592,-1.189,-1.999,8.154
-3.571,-0.456,-4.57,-12.138,1.453,-3.405,1.0,-0.087,-7.816,1.668,1.506,-0.247,1.705,0.901,2.006,1.303,-4.446,-3.837,-1.104,-2.077,8.36
-3.235,-0.407,-4.598,-12.01,1.557,-3.505,1.0,-0.101,-7.696,1.676,1.541,-0.119,2.208,0.364,1.813,1.066,-4.504,-3.963,-1.012,-2.419,8.183
-2.548,-0.519,-4.346,-11.954,1.147,-4.047,1.0,-0.749,-8.401,1.499,1.585,-0.144,3.066,0.486,2.142,1.108,-5.228,-3.793,-0.091,-2.223,8.67
-4.459,-0.594,-4.527,-12.976,2.357,-3.466,1.0,-0.036,-8.501,1.623,1.728,-0.052,1.227,0.765,2.092,1.344,-4.818,-3.42,-1.291,-2.229,9.205
-3.45,-0.311,-4.763,-12.173,1.503,-3.304,1.0,0.016,-7.723,1.614,1.715,-0.272,2.094,0.815,2.017,0.96,-4.585,-3.914,-0.955,-2.362,8.429
-2.745,-0.405,-5.172,-12.27,1.276,-3.624,1.0,-0.137,-7.788,1.688,1.753,-0.087,2.918,0.399,2.22,1.316,-4.726,-4.417,-0.926,-2.174,7.959
-4.225,-0.567,-4.441,-12.075,1.543,-2.927,1.0,0.096,-7.137,1.443,1.546,-0.532,0.7,1.84,2.205,1.138,-3.902,-3.919,-1.72,-2.341,8.274
-3.365,-0.462,-4.337,-11.458,1.481,-3.604,1.0,-0.385,-7.591,1.544,1.52,-0.346,1.902,1.155,2.142,1.061,-4.267,-3.545,-0.749,-2.369,7.999
