y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
1.0,1.699,-1.758,1.585,2.353,-0.343,5.295,-0.341,-0.631,-1.227,0.579,0.047,3.994,-3.008,2.274,3.43,-3.515,-0.22,0.712,-4.263,-0.479
1.0,1.948,-1.782,1.264,2.795,-0.309,5.537,-0.047,-0.53,-1.313,0.55,0.288,3.908,-2.664,2.429,3.331,-3.327,-0.299,0.942,-4.211,-0.476
1.0,1.717,-1.383,1.441,2.575,-0.243,5.356,-0.059,-0.589,-1.256,0.317,-0.121,4.827,-2.782,3.129,3.372,-3.379,-0.286,1.049,-4.162,-0.651
1.0,1.408,-1.638,1.088,2.184,-1.12,4.203,-0.196,-0.908,-0.567,0.836,0.082,3.795,-2.849,2.51,2.894,-3.138,0.119,0.484,-3.556,-0.825
1.0,1.427,-1.542,1.41,2.401,-0.503,4.71,-0.032,-0.57,-0.827,0.347,0.122,3.905,-2.749,2.59,3.107,-3.287,-0.112,0.847,-4.02,-0.773
1.0,1.399,-1.221,1.296,2.585,-0.615,5.256,0.066,-0.498,-1.068,0.236,-0.04,5.073,-2.967,3.42,3.242,-3.49,0.009,0.778,-4.209,-0.915
1.0,1.896,-2.017,1.802,2.801,-0.285,5.465,-0.168,-0.741,-1.244,0.816,0.584,3.178,-2.98,1.536,3.686,-3.556,-0.312,1.212,-4.401,-0.332
1.0,1.94,-1.565,1.564,2.512,-0.799,5.186,-0.212,-0.476,-0.858,0.519,0.134,4.829,-3.06,2.957,3.537,-3.468,-0.159,0.717,-4.206,-0.925
1.0,1.569,-1.463,1.407,2.7,0.041,4.924,-0.335,-0.705,-0.665,0.116,0.172,4.624,-2.947,2.96,3.612,-3.379,-0.082,0.986,-4.281,-0.776
1.0,1.568,-1.432,1.115,2.339,-0.476,4.873,0.163,-0.574,-0.981,0.347,-0.264,4.328,-2.946,3.081,3.158,-3.502,-0.106,0.51,-3.853,-0.689
1.0,1.281,-1.776,1.6,3.102,-0.004,5.698,-0.307,-0.764,-1.249,0.421,0.326,4.339,-2.746,2.539,3.76,-3.26,-0.273,1.293,-4.591,-0.599
1.0,1.504,-1.718,1.404,2.481,-0.816,5.004,-0.306,-0.572,-1.043,0.499,0.137,3.899,-2.681,2.264,2.963,-3.174,-0.192,0.781,-3.924,-0.635
1.0,1.811,-1.662,1.148,2.046,-1.042,4.68,0.265,-0.587,-1.035,0.731,0.005,3.874,-2.894,2.513,3.051,-3.333,-0.055,0.604,-3.576,-0.613
1.0,2.026,-1.955,1.518,2.293,-0.896,4.962,0.097,-0.665,-1.122,0.982,0.181,3.594,-3.146,2.017,3.499,-3.808,-0.143,0.654,-4.285,-0.502
1.0,1.557,-1.551,1.467,2.461,-0.908,5.098,-0.046,-0.62,-1.027,0.406,0.116,4.172,-2.694,2.547,3.187,-3.265,-0.146,1.025,-3.974,-0.479
1.0,1.233,-1.535,1.375,2.595,-0.339,5.265,-0.204,-0.8,-1.116,0.473,0.216,4.008,-2.636,2.43,3.229,-3.082,-0.095,0.596,-4.066,-0.469
1.0,1.767,-1.753,1.42,2.638,-0.532,5.742,0.489,-0.604,-1.465,0.578,0.316,3.88,-2.931,2.415,3.709,-3.634,-0.34,1.045,-4.442,-0.566
1.0,1.4,-1.602,1.343,2.462,-0.438,5.153,0.124,-0.744,-1.056,0.345,0.078,4.198,-2.816,2.74,3.2,-3.44,-0.214,0.73,-3.996,-0.717
1.0,1.359,-1.404,1.569,2.577,-0.612,5.186,-0.341,-0.512,-1.154,0.193,-0.01,4.539,-2.804,2.894,3.424,-3.176,-0.12,1.004,-4.007,-0.482
1.0,1.726,-1.544,1.435,2.361,-0.726,5.015,-0.11,-0.572,-0.957,0.527,0.014,4.391,-2.89,3.063,3.305,-3.466,-0.1,0.581,-4.012,-0.644
1.0,1.48,-1.898,1.448,2.63,-0.593,5.471,-0.062,-0.67,-1.261,0.467,0.281,4.08,-2.78,2.511,3.607,-3.291,-0.191,0.955,-4.355,-0.646
1.0,1.722,-1.633,1.565,2.565,-0.621,5.285,-0.209,-0.506,-1.353,0.488,0.14,3.986,-2.806,2.358,3.477,-3.237,-0.262,0.93,-4.157,-0.597
1.0,1.69,-1.604,1.383,2.204,-0.566,5.066,-0.189,-0.665,-1.31,0.451,-0.306,4.69,-2.947,2.929,3.134,-3.508,-0.268,0.293,-3.782,-0.549
1.0,2.1,-2.004,1.372,2.493,-0.843,5.571,0.223,-0.666,-1.173,1.099,0.289,3.241,-3.092,1.831,3.659,-3.707,-0.306,0.804,-4.284,-0.535
1.0,1.582,-1.715,1.38,2.607,-0.417,4.653,-0.244,-0.721,-0.64,0.46,0.194,4.025,-3.001,2.476,3.247,-3.33,-0.032,0.882,-4.126,-0.869
1.0,1.912,-1.798,1.537,2.296,-0.823,5.276,0.009,-0.751,-1.16,0.592,0.019,4.465,-3.031,2.854,3.487,-3.65,-0.27,0.74,-4.149,-0.832
1.0,1.448,-1.746,1.506,2.331,-0.39,5.09,-0.097,-0.551,-1.045,0.484,0.095,4.0,-2.744,2.357,3.321,-3.239,-0.325,0.867,-4.244,-0.648
1.0,1.762,-1.719,1.426,2.691,-0.693,5.285,-0.093,-0.634,-1.007,0.812,0.534,3.677,-2.865,2.195,3.527,-3.252,-0.214,1.062,-4.369,-0.614
1.0,1.789,-1.873,1.755,2.94,-0.17,5.538,-0.433,-0.753,-1.274,0.212,0.254,4.04,-2.632,2.243,3.825,-3.285,-0.217,1.239,-4.589,-0.361
1.0,1.755,-1.805,1.562,2.506,-0.184,5.396,-0.399,-0.571,-1.107,0.294,0.23,4.438,-3.03,2.602,3.707,-3.756,-0.303,0.773,-4.389,-0.822
1.0,1.652,-1.568,1.42,2.548,-0.985,5.265,0.013,-0.907,-1.141,0.447,0.019,4.603,-3.013,2.982,3.676,-3.465,-0.053,0.989,-4.344,-0.8
1.0,1.25,-1.37,1.403,2.477,-0.058,4.9,-0.342,-0.791,-1.108,-0.162,-0.166,4.312,-2.275,2.854,3.108,-2.929,-0.131,0.867,-3.832,-0.508
1.0,2.053,-1.847,1.44,2.617,-0.685,5.073,-0.113,-0.574,-1.132,0.917,0.082,3.371,-2.614,1.773,3.441,-3.306,-0.193,0.957,-4.068,-0.439
1.0,1.794,-1.718,1.465,2.536,-0.241,5.356,-0.345,-0.583,-1.419,0.441,0.428,3.688,-2.955,2.294,3.296,-3.488,-0.475,0.767,-4.216,-0.292
1.0,1.545,-1.462,1.427,2.416,-0.701,4.77,-0.357,-0.428,-0.632,0.335,0.319,4.261,-2.913,2.707,3.399,-3.296,0.149,0.701,-4.031,-0.853
1.0,1.912,-1.856,1.342,2.355,-0.782,5.365,0.151,-0.805,-1.484,0.908,-0.114,3.802,-2.992,2.402,3.264,-3.683,-0.363,0.781,-4.161,-0.564
1.0,1.795,-1.756,1.65,2.385,-0.33,5.275,-0.196,-0.639,-1.047,0.385,0.01,4.503,-3.043,2.857,3.511,-3.521,-0.35,0.798,-4.196,-0.613
1.0,1.685,-1.638,1.393,2.399,-0.439,5.092,0.065,-0.776,-1.04,0.326,0.068,4.754,-3.076,3.112,3.603,-3.7,-0.15,0.712,-4.193,-0.707
1.0,1.359,-1.204,1.525,2.575,-0.281,5.348,-0.401,-0.718,-1.156,0.009,-0.066,5.016,-2.902,3.34,3.607,-3.392,-0.311,0.646,-4.144,-0.703
1.0,1.53,-1.656,1.358,2.39,-0.441,4.531,-0.212,-0.622,-0.621,0.315,0.201,3.748,-2.568,2.297,3.23,-3.076,0.049,0.936,-3.93,-0.4
1.0,1.402,-1.715,1.404,2.286,-0.925,4.429,0.02,-0.596,-0.824,0.423,0.225,3.922,-2.537,2.486,3.102,-3.078,-0.059,0.691,-3.665,-0.772
1.0,1.545,-1.169,1.101,2.369,-0.811,4.815,0.018,-0.625,-1.038,0.252,-0.105,4.678,-2.808,3.398,3.348,-3.363,-0.045,0.788,-3.907,-0.82
1.0,1.863,-1.907,1.46,2.694,-0.624,5.325,-0.186,-0.699,-1.237,0.898,0.341,3.191,-2.72,1.762,3.389,-3.181,-0.224,1.193,-4.203,-0.151
1.0,1.858,-1.498,1.547,2.766,-0.613,5.775,-0.181,-0.62,-1.108,0.493,0.053,4.4,-3.1,2.788,3.834,-3.585,-0.094,1.201,-4.529,-0.638
1.0,1.437,-1.476,1.285,2.521,-0.941,4.935,0.056,-0.886,-1.154,0.189,-0.026,4.351,-2.681,2.939,3.225,-3.079,-0.107,0.793,-3.844,-0.617
1.0,1.687,-1.849,1.409,2.719,-0.6,5.549,-0.065,-0.904,-1.162,0.775,0.254,4.089,-3.074,2.417,3.795,-3.544,-0.23,1.258,-4.671,-0.861
1.0,1.53,-1.479,1.529,2.874,0.021,5.464,-0.052,-0.709,-0.994,0.26,0.353,4.337,-2.847,2.645,3.86,-3.443,-0.177,1.087,-4.539,-0.477
1.0,2.17,-1.971,1.584,2.27,-0.634,5.561,0.025,-0.551,-1.326,0.75,0.445,3.921,-3.256,2.359,3.447,-3.931,-0.21,1.095,-4.416,-0.843
1.0,2.152,-1.934,1.557,2.395,-0.757,5.772,0.011,-0.786,-1.38,0.754,-0.03,4.467,-3.095,2.799,3.306,-3.821,-0.406,0.936,-4.33,-0.79
1.0,1.869,-1.843,1.538,2.472,-0.833,5.356,-0.041,-0.707,-1.279,1.004,0.078,3.767,-3.143,2.449,3.243,-3.551,-0.082,0.829,-4.246,-0.85
1.0,1.981,-1.646,1.459,2.566,-0.844,5.506,-0.117,-0.437,-1.168,0.742,-0.023,4.268,-2.97,2.833,3.283,-3.488,-0.36,1.059,-4.314,-0.854
1.0,1.263,-0.873,1.169,2.571,-0.451,4.588,-0.207,-0.726,-0.751,-0.009,-0.156,4.886,-2.752,3.443,3.267,-3.039,-0.085,0.665,-3.834,-0.895
1.0,1.378,-1.682,1.467,2.813,-0.072,5.461,-0.24,-0.692,-0.972,0.184,0.254,3.823,-2.793,2.325,3.582,-3.268,-0.1,1.284,-4.468,-0.306
1.0,1.466,-1.745,1.157,2.367,-0.794,4.698,0.039,-0.739,-0.782,0.532,0.284,3.892,-2.785,2.636,3.213,-3.069,0.022,0.916,-3.81,-0.786
1.0,1.641,-1.566,1.66,2.997,-0.68,5.492,-0.457,-0.764,-1.013,0.758,0.205,4.005,-2.887,2.337,3.87,-3.201,-0.189,1.305,-4.643,-0.731
1.0,1.275,-1.553,1.562,2.377,-1.185,4.307,-0.415,-0.584,-0.643,0.386,-0.105,4.366,-2.628,2.705,2.822,-2.964,0.051,0.651,-3.668,-0.839
1.0,2.44,-2.176,1.52,2.267,-0.772,5.514,0.215,-0.77,-1.602,1.104,0.154,3.834,-3.172,2.308,3.452,-4.019,-0.483,0.892,-4.292,-0.685
1.0,1.876,-1.56,1.273,2.303,-0.994,4.707,0.162,-0.715,-0.711,0.706,0.124,4.345,-3.109,2.887,3.265,-3.5,0.167,0.795,-3.977,-0.857
1.0,2.143,-1.916,1.604,2.172,-0.575,5.007,-0.212,-0.386,-1.345,0.805,-0.018,4.058,-3.099,2.465,3.392,-3.652,-0.367,0.655,-3.877,-0.592
1.0,1.628,-1.685,1.557,2.794,-0.584,5.32,-0.094,-0.654,-0.967,0.693,0.129,3.858,-2.756,2.43,3.515,-3.219,-0.281,1.17,-4.335,-0.815
1.0,1.88,-1.795,1.529,2.54,-0.762,5.233,-0.168,-0.794,-1.018,0.525,0.044,4.106,-2.878,2.359,3.42,-3.34,-0.184,0.891,-4.079,-0.706
1.0,1.662,-1.607,1.639,2.615,-0.265,5.49,0.066,-0.538,-1.202,0.441,0.212,4.267,-2.884,2.642,3.696,-3.514,-0.395,0.859,-4.314,-0.901
1.0,1.533,-1.73,1.394,2.328,-0.606,5.088,0.014,-0.663,-1.199,0.587,0.141,4.178,-2.901,2.654,3.048,-3.334,-0.224,0.691,-3.923,-0.779
1.0,1.398,-1.626,1.228,2.445,-0.919,4.724,0.111,-0.701,-0.72,0.318,0.037,4.926,-2.975,3.037,3.279,-3.386,0.039,0.594,-3.941,-0.581
1.0,1.512,-1.391,1.474,2.968,0.127,5.262,-0.534,-0.603,-1.036,-0.081,0.123,4.639,-2.608,3.034,3.527,-3.283,-0.255,0.944,-4.336,-0.481
1.0,1.979,-1.906,2.0,3.074,-0.729,5.817,-0.429,-0.893,-1.252,0.66,0.581,3.909,-2.641,2.024,3.995,-3.296,-0.238,1.629,-4.776,-0.54
1.0,1.726,-1.688,1.425,2.222,-0.747,4.815,0.021,-0.533,-0.93,0.756,-0.101,4.373,-3.092,2.86,3.438,-3.498,-0.093,0.568,-4.127,-0.928
1.0,1.938,-1.847,1.388,2.48,-0.748,5.287,-0.158,-0.864,-1.321,0.787,0.109,3.768,-2.932,2.359,3.154,-3.52,-0.149,0.871,-4.037,-0.693
1.0,1.677,-1.827,1.457,2.598,-0.412,5.084,-0.014,-0.61,-0.988,0.529,0.348,3.911,-2.973,2.398,3.542,-3.497,-0.135,0.799,-4.264,-0.349
1.0,1.727,-1.516,1.572,2.593,-0.737,4.828,-0.273,-0.674,-1.022,0.493,-0.083,4.365,-2.767,2.815,3.404,-3.324,-0.118,0.905,-4.054,-0.817
1.0,1.691,-1.689,1.393,2.683,-0.05,5.089,-0.112,-0.787,-1.067,0.455,0.27,3.499,-2.877,2.126,3.582,-3.43,-0.18,1.025,-4.337,-0.42
1.0,1.952,-1.706,1.305,2.383,-0.962,4.936,0.027,-0.652,-0.844,0.902,-0.063,3.978,-3.148,2.379,3.238,-3.537,-0.074,0.931,-4.059,-0.731
1.0,2.119,-2.02,1.319,2.445,-0.521,5.235,-0.027,-0.671,-1.26,1.199,0.399,3.271,-3.277,1.926,3.406,-3.648,-0.224,0.773,-4.168,-0.547
1.0,1.49,-1.558,1.312,2.865,-1.184,5.394,0.042,-0.465,-0.936,0.553,-0.045,4.207,-2.888,2.615,3.526,-3.216,0.02,1.242,-4.317,-0.582
1.0,1.906,-1.71,1.539,2.357,-0.634,5.286,0.173,-0.431,-1.2,0.611,0.278,3.86,-2.917,2.367,3.379,-3.593,-0.281,1.029,-4.194,-0.342
1.0,1.961,-1.802,1.697,2.649,-0.406,5.458,-0.259,-0.475,-1.017,0.865,0.336,3.512,-2.929,1.817,3.645,-3.59,-0.275,1.11,-4.583,-0.713
1.0,1.303,-1.254,1.336,2.659,-0.718,4.642,-0.223,-0.579,-0.759,0.261,0.244,4.031,-2.388,2.585,3.186,-2.694,-0.072,1.205,-3.891,-0.571
1.0,1.698,-1.347,1.57,2.842,-0.473,5.665,-0.089,-0.639,-1.09,0.544,0.21,4.555,-2.97,2.953,3.639,-3.475,-0.135,1.251,-4.529,-0.912
1.0,1.752,-1.683,1.375,2.931,-1.015,5.522,-0.041,-0.562,-1.113,0.524,-0.031,4.395,-2.941,2.859,3.647,-3.411,-0.129,1.164,-4.46,-0.672
1.0,1.398,-1.481,1.295,2.557,-1.001,4.796,0.029,-0.694,-0.702,0.553,0.2,3.88,-2.656,2.551,3.225,-2.965,0.051,1.034,-3.894,-0.699
1.0,1.303,-1.653,1.405,2.542,-0.376,5.062,-0.063,-0.614,-1.015,0.477,0.101,3.651,-2.675,2.135,3.219,-3.142,-0.323,0.905,-3.99,-0.449
1.0,1.679,-1.258,1.186,2.263,-1.073,4.959,0.178,-0.727,-1.038,0.415,-0.087,4.51,-2.785,2.731,3.215,-3.3,0.014,0.815,-3.827,-0.717
1.0,1.513,-1.639,1.495,2.19,-1.101,4.935,0.026,-0.633,-0.833,0.696,0.085,4.279,-2.864,2.775,3.356,-3.317,0.115,0.904,-4.02,-0.977
1.0,1.879,-1.855,1.448,2.245,-0.66,5.004,0.04,-0.555,-1.166,0.526,0.007,4.015,-2.952,2.553,3.096,-3.595,-0.25,0.559,-3.92,-0.589
1.0,1.247,-1.221,1.131,2.216,-0.749,4.864,0.385,-0.43,-0.978,0.214,-0.038,4.437,-2.671,3.165,3.208,-3.245,-0.082,0.852,-3.96,-0.722
1.0,1.873,-1.982,1.301,2.352,-1.087,4.984,-0.0,-0.541,-1.1,0.903,0.087,3.766,-2.873,2.505,3.332,-3.391,-0.121,0.796,-3.852,-0.662
1.0,1.538,-1.735,1.429,2.468,-0.474,5.0,-0.073,-0.643,-0.859,0.412,0.357,4.063,-2.921,2.565,3.604,-3.433,-0.071,0.99,-4.231,-0.819
1.0,2.527,-1.935,1.241,1.993,-1.168,4.556,0.259,-0.61,-1.15,1.428,0.146,3.271,-3.224,2.063,3.174,-3.673,-0.047,0.687,-3.916,-0.722
1.0,1.848,-1.723,1.3,2.297,-0.491,5.051,-0.171,-0.822,-1.087,0.6,0.005,3.914,-2.869,2.602,3.344,-3.399,-0.274,0.646,-3.912,-0.651
1.0,1.091,-1.424,1.566,2.723,-0.551,5.33,-0.062,-0.663,-1.196,0.247,0.074,3.977,-2.523,2.41,3.278,-3.083,-0.193,1.071,-4.099,-0.217
1.0,1.61,-1.549,1.367,2.153,-0.934,4.697,-0.033,-0.502,-0.833,0.788,-0.08,3.888,-2.786,2.527,3.134,-3.074,-0.097,0.672,-3.718,-1.017
1.0,1.593,-1.702,1.518,2.519,-0.695,5.332,-0.016,-0.833,-1.185,0.587,0.125,4.465,-3.067,3.038,3.408,-3.453,-0.158,1.048,-4.238,-0.891
1.0,2.173,-1.666,1.29,1.841,-1.279,4.903,0.166,-0.637,-1.323,0.853,-0.188,4.47,-3.245,2.915,3.003,-3.943,-0.114,0.176,-3.696,-0.898
1.0,1.545,-1.808,1.683,2.873,-1.016,5.562,-0.404,-0.735,-1.179,0.826,0.269,3.69,-2.769,2.217,3.298,-3.276,-0.221,1.098,-4.397,-0.613
1.0,1.54,-1.629,1.558,2.872,-0.548,5.739,-0.204,-0.554,-1.111,0.628,0.302,4.494,-3.099,2.575,3.56,-3.333,-0.24,0.95,-4.509,-0.944
1.0,1.905,-1.825,1.448,2.397,-0.671,5.269,-0.068,-0.509,-1.065,0.645,0.227,3.983,-2.87,2.35,3.464,-3.543,-0.158,0.853,-4.287,-0.584
1.0,1.545,-1.449,1.51,2.502,-0.398,5.141,-0.01,-0.677,-1.033,0.327,0.067,4.709,-2.922,3.139,3.636,-3.405,-0.178,0.974,-4.211,-0.781
1.0,1.319,-1.176,1.35,2.048,-1.104,4.573,0.018,-0.712,-0.715,0.395,-0.401,5.1,-3.017,3.611,2.929,-3.343,0.133,0.439,-3.709,-1.064
1.0,1.619,-1.404,1.573,2.664,-0.384,5.388,-0.287,-0.692,-0.956,0.209,0.07,4.872,-2.92,3.126,3.709,-3.339,0.099,1.062,-4.398,-0.756
1.0,1.411,-1.7,1.398,2.83,-0.79,4.768,-0.275,-0.676,-0.78,0.56,0.214,3.715,-2.635,2.167,3.045,-2.975,-0.007,0.987,-4.1,-0.589
1.0,1.865,-1.506,1.376,2.951,-0.208,5.461,-0.102,-0.751,-0.942,0.29,0.186,4.408,-2.82,2.632,3.326,-3.317,-0.033,1.118,-4.398,-0.756
1.0,1.885,-2.003,1.603,2.564,-0.27,5.057,-0.2,-0.918,-1.012,0.967,0.118,3.922,-3.096,2.387,3.509,-3.639,-0.268,0.894,-4.296,-0.601
1.0,2.119,-1.907,1.644,2.375,-0.72,5.476,-0.127,-0.527,-1.269,1.027,0.084,4.122,-3.297,2.604,3.423,-3.868,-0.286,0.58,-4.142,-0.678
1.0,1.918,-1.847,1.463,2.194,-0.921,5.016,-0.006,-0.703,-1.275,0.518,0.211,4.207,-3.008,2.521,3.303,-3.771,-0.295,0.652,-4.063,-0.766
1.0,1.316,-1.269,1.668,2.966,-0.523,5.409,-0.429,-0.664,-0.962,0.165,0.29,5.022,-2.708,3.132,3.553,-3.133,-0.322,1.299,-4.531,-0.515
1.0,1.479,-1.814,1.695,2.818,-0.412,5.559,-0.415,-0.459,-1.385,0.375,0.137,3.842,-2.691,2.341,3.424,-3.302,-0.334,1.105,-4.26,-0.368
1.0,1.705,-1.884,1.58,2.402,-0.564,5.27,-0.063,-0.694,-1.083,0.777,0.145,3.509,-2.759,1.862,3.318,-3.336,-0.099,0.857,-4.181,-0.523
1.0,1.573,-1.695,1.032,2.541,-0.393,4.887,0.348,-0.571,-0.876,0.843,0.164,3.104,-2.771,1.981,3.266,-3.005,-0.127,1.031,-3.911,-0.315
1.0,1.335,-1.665,1.566,2.807,-0.789,5.519,-0.236,-0.487,-1.058,0.405,0.2,4.601,-2.987,2.83,3.526,-3.349,-0.155,1.151,-4.492,-0.705
1.0,1.491,-1.756,1.436,2.81,-0.407,5.283,-0.215,-0.646,-1.042,0.336,0.255,4.012,-2.802,2.394,3.592,-3.307,-0.03,0.98,-4.325,-0.729
1.0,1.722,-1.666,1.226,2.063,-0.919,4.546,-0.085,-0.76,-1.104,0.653,0.069,3.782,-2.658,2.434,2.833,-3.26,-0.016,0.507,-3.647,-0.571
1.0,0.846,-1.02,1.342,2.709,-0.52,4.686,-0.153,-0.493,-0.846,0.103,0.029,4.204,-2.406,2.746,3.082,-2.636,0.043,1.06,-3.874,-0.715
1.0,1.638,-1.825,1.467,2.612,-0.752,5.169,-0.063,-0.606,-1.057,0.574,0.189,3.931,-2.763,2.316,3.455,-3.261,-0.151,0.904,-4.202,-0.405
1.0,1.156,-0.95,1.363,2.405,-0.415,4.902,-0.051,-0.588,-0.89,-0.043,0.162,4.996,-2.84,3.415,3.243,-3.253,-0.111,0.745,-3.957,-0.656
1.0,1.492,-1.615,1.391,2.427,-0.817,5.04,0.064,-0.726,-1.009,0.551,-0.24,4.074,-2.654,2.645,3.301,-3.048,-0.166,1.088,-3.941,-0.752
1.0,1.552,-1.391,1.407,2.473,-0.448,5.379,0.073,-0.778,-1.13,0.4,0.076,4.472,-2.719,2.812,3.236,-3.312,-0.22,0.847,-3.963,-0.771
1.0,1.808,-1.808,1.339,2.348,-0.644,4.956,0.136,-0.706,-1.142,0.412,-0.041,4.059,-2.804,2.542,3.164,-3.478,-0.137,0.963,-4.02,-0.579
1.0,1.096,-1.453,1.189,2.45,-0.671,4.583,-0.165,-0.73,-0.67,0.253,0.199,3.788,-2.358,2.449,2.851,-2.686,0.105,0.999,-3.699,-0.585
1.0,1.686,-1.84,1.304,2.621,-0.643,5.308,-0.035,-0.741,-1.183,0.757,0.073,3.346,-2.859,2.228,3.443,-3.309,-0.234,0.859,-4.255,-0.438
1.0,1.432,-1.591,1.688,2.584,-0.107,5.65,-0.22,-0.592,-1.182,0.345,0.337,4.465,-2.878,2.801,3.822,-3.489,-0.3,1.143,-4.553,-0.598
1.0,1.715,-1.786,1.406,2.338,-1.009,4.988,-0.061,-0.604,-1.03,0.782,0.184,4.029,-2.835,2.608,3.369,-3.357,-0.085,0.871,-4.189,-0.777
1.0,1.833,-1.736,1.481,2.834,-0.563,5.385,-0.106,-0.674,-1.082,0.892,0.506,2.994,-2.739,1.694,3.647,-3.132,-0.256,1.173,-4.371,-0.398
1.0,1.382,-1.541,1.731,3.212,-0.18,5.597,-0.414,-0.733,-1.204,0.054,0.46,3.961,-2.381,2.425,3.56,-2.999,-0.408,1.408,-4.567,-0.411
1.0,1.454,-1.767,1.383,2.613,-0.334,4.991,-0.273,-0.492,-0.819,0.444,0.022,3.848,-2.768,2.392,3.443,-3.047,0.022,0.836,-4.152,-0.578
1.0,1.867,-1.747,1.32,2.639,-0.899,5.077,0.261,-0.834,-0.847,0.782,0.18,3.939,-2.814,2.499,3.307,-3.237,-0.044,1.19,-4.12,-0.882
1.0,1.174,-1.462,1.512,2.438,-1.226,4.603,-0.432,-0.563,-0.68,0.431,-0.014,4.465,-2.689,2.827,3.011,-2.947,0.2,0.814,-3.835,-0.835
1.0,1.815,-1.641,1.478,2.695,-0.385,5.433,0.172,-0.623,-1.287,0.328,0.142,4.415,-2.848,2.593,3.45,-3.373,-0.295,1.124,-4.263,-0.624
1.0,1.403,-1.384,1.488,2.396,-0.762,4.971,-0.036,-0.752,-0.911,0.237,0.101,4.637,-2.921,3.017,3.333,-3.309,-0.14,0.935,-4.084,-0.651
1.0,1.714,-1.685,1.679,2.774,0.125,5.367,-0.098,-0.545,-1.258,0.539,0.311,3.716,-2.845,2.185,3.601,-3.434,-0.404,1.281,-4.421,-0.297
1.0,1.693,-1.694,1.666,2.932,-0.144,5.538,-0.264,-0.715,-1.071,0.487,0.226,4.571,-2.843,2.712,3.986,-3.36,-0.267,1.009,-4.521,-0.945
1.0,1.514,-1.483,1.332,2.504,-0.523,5.037,-0.038,-0.562,-1.08,0.196,0.147,4.327,-2.599,2.644,3.363,-3.156,-0.026,0.917,-3.974,-0.485
1.0,1.444,-1.331,1.63,2.686,0.107,5.223,-0.205,-0.681,-0.987,0.139,0.288,5.126,-2.911,3.217,3.667,-3.415,-0.154,1.047,-4.341,-0.772
1.0,2.126,-1.946,1.422,2.715,-0.725,5.106,-0.254,-0.588,-0.955,0.968,0.307,3.577,-3.216,2.201,3.736,-3.646,-0.098,0.83,-4.375,-0.619
1.0,1.26,-1.773,1.714,2.67,-0.25,5.613,-0.34,-0.724,-1.297,0.139,0.288,4.12,-2.876,2.275,3.831,-3.424,-0.322,0.887,-4.464,-0.306
1.0,2.013,-1.705,1.484,2.263,-1.012,5.29,-0.232,-0.802,-1.293,0.698,0.206,4.438,-3.047,2.703,3.442,-3.743,-0.379,0.627,-4.034,-0.837
1.0,1.572,-1.474,1.502,2.803,-0.514,5.3,-0.223,-0.511,-1.217,0.323,0.125,4.592,-2.712,3.051,3.532,-3.263,-0.303,1.061,-4.303,-0.612
1.0,2.255,-2.007,1.473,2.2,-0.776,5.111,-0.059,-0.547,-1.289,0.969,-0.034,3.862,-3.179,2.249,3.34,-3.786,-0.222,0.719,-4.096,-0.42
1.0,1.324,-1.433,1.585,2.705,-0.509,5.206,-0.267,-0.537,-0.984,0.139,0.467,4.444,-2.603,2.611,3.623,-3.044,-0.017,1.222,-4.259,-0.578
1.0,1.498,-1.572,1.248,2.799,-0.22,5.433,0.083,-0.666,-1.144,0.266,0.22,4.128,-2.708,2.638,3.596,-3.262,-0.301,0.935,-4.272,-0.507
1.0,1.486,-1.297,1.144,2.317,-0.592,4.69,0.275,-0.639,-0.624,0.217,-0.24,4.113,-2.692,2.775,3.182,-3.011,0.043,0.888,-3.881,-0.68
1.0,1.926,-1.843,1.478,2.109,-1.116,5.054,-0.18,-0.545,-1.194,0.935,-0.042,3.717,-2.92,2.087,3.299,-3.577,-0.224,0.554,-3.86,-0.59
1.0,1.304,-1.55,1.673,2.627,0.048,4.999,-0.37,-0.525,-1.077,0.227,0.123,4.399,-2.605,2.568,3.395,-3.115,-0.229,1.09,-4.154,-0.594
1.0,1.3,-1.366,1.219,2.21,-1.21,4.309,-0.111,-0.698,-0.621,0.376,-0.142,4.164,-2.669,2.686,2.88,-2.91,0.104,0.742,-3.626,-0.686
1.0,1.614,-1.662,1.443,2.933,-0.477,5.267,-0.114,-0.764,-1.193,0.517,0.264,3.951,-2.805,2.582,3.656,-3.207,-0.198,1.249,-4.385,-0.829
1.0,2.093,-2.103,1.467,2.317,-0.527,5.378,0.11,-0.602,-1.427,0.816,0.224,3.507,-2.884,2.096,3.439,-3.647,-0.346,0.766,-4.132,-0.302
1.0,1.848,-1.814,1.626,2.39,-0.386,5.332,-0.178,-0.515,-1.255,0.757,0.267,3.713,-2.986,2.126,3.389,-3.688,-0.156,0.889,-4.252,-0.467
1.0,1.7,-1.65,1.683,2.663,-0.834,5.663,-0.433,-0.731,-1.352,0.548,0.295,3.974,-2.682,2.469,3.477,-3.477,-0.24,1.082,-4.402,-0.733
1.0,1.689,-1.861,1.369,2.11,-1.334,4.996,0.148,-0.739,-1.029,0.654,-0.273,4.653,-3.125,3.131,3.042,-3.538,0.012,0.665,-3.849,-0.65
