Unnamed: 0,x0,x1,x2,x3,y,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
283,-0.724,2.125,0.041,-1.283,0.0,1.015,-2.279,-0.168,-0.916,-0.077,-0.299,0.024,-0.326,0.174,-0.486,-0.866,-3.587,-0.232,-0.397,0.615,3.95
284,-0.877,2.064,-0.031,-1.157,0.0,1.205,-2.007,0.041,-1.118,-0.033,0.255,0.05,-0.259,0.47,-0.457,-0.848,-3.115,0.17,-0.221,0.572,4.205
285,-0.509,2.433,-0.06,-0.929,0.0,0.999,-2.283,-0.159,-0.849,-0.158,0.108,0.095,-0.087,0.221,-0.506,-0.757,-3.489,0.021,-0.237,0.728,4.311
286,-0.78,1.903,-0.158,-0.935,0.0,0.814,-1.984,0.215,-0.446,0.264,-1.152,0.073,-0.27,0.709,-0.189,-1.144,-3.842,0.177,-0.102,0.774,3.992
287,-0.717,2.199,-0.102,-1.426,0.0,0.912,-2.761,-0.278,-1.699,-0.264,0.841,-0.154,-0.052,-0.021,-1.02,-0.832,-3.546,0.121,-0.375,0.729,4.171
288,-0.498,1.826,-0.093,-1.34,0.0,0.764,-2.205,-0.006,-0.926,-0.201,-0.063,0.222,-0.3,0.278,-0.584,-0.871,-3.532,0.088,-0.152,0.826,3.83
289,-0.914,1.917,0.31,-1.046,0.0,0.63,-1.988,0.176,-0.195,0.087,-0.762,0.376,-0.263,0.599,-0.061,-1.185,-3.52,0.024,0.088,0.493,4.119
290,-0.614,2.023,-0.01,-1.514,0.0,1.113,-2.533,-0.232,-1.23,-0.233,0.369,-0.083,-0.283,0.527,-0.508,-0.789,-3.509,-0.217,-0.543,0.7,4.184
291,-0.954,1.584,0.221,-0.815,0.0,0.637,-2.244,0.03,-0.456,0.273,-0.833,0.061,-0.136,0.656,-0.126,-1.089,-3.511,0.448,-0.062,0.726,3.546
292,-1.179,1.813,0.28,-0.295,0.0,0.425,-1.64,0.272,0.148,0.307,-1.422,0.463,-0.321,0.637,0.275,-0.871,-3.255,0.402,0.271,0.313,3.769
293,-0.307,1.968,-0.152,-1.465,0.0,0.95,-2.485,-0.392,-1.342,-0.518,0.696,0.005,-0.064,0.183,-0.772,-0.713,-3.306,-0.357,-0.59,0.752,3.661
294,-1.156,1.84,-0.015,-0.548,0.0,0.597,-1.558,0.358,-0.004,0.543,-1.33,0.231,-0.236,0.82,0.184,-0.914,-3.115,0.607,0.375,0.59,3.893
295,-0.628,1.831,-0.148,-1.689,0.0,0.965,-2.447,-0.059,-1.846,0.01,0.164,-0.453,-0.093,0.352,-0.788,-1.115,-3.719,0.245,-0.424,0.937,3.702
296,-1.069,1.971,0.099,-0.698,0.0,0.625,-1.814,0.194,-0.363,0.322,-1.097,0.17,-0.276,0.578,0.028,-0.89,-3.315,0.406,0.036,0.464,3.801
297,-0.775,1.766,0.084,-0.55,0.0,0.732,-1.576,0.382,0.089,0.298,-1.37,0.356,-0.171,0.612,0.165,-0.84,-3.156,0.662,0.32,0.692,3.451
298,-0.52,2.005,0.001,-1.677,0.0,0.979,-2.861,-0.454,-1.697,-0.491,0.72,-0.129,-0.28,0.258,-0.942,-1.102,-4.103,-0.439,-0.589,0.817,3.995
299,-0.876,2.147,0.05,-1.113,0.0,1.164,-2.48,-0.119,-0.736,-0.009,0.522,0.156,0.122,0.517,-0.393,-0.739,-3.184,0.246,-0.163,0.652,4.747
300,-0.823,2.009,0.053,-0.871,0.0,0.938,-2.6,-0.211,-0.465,0.091,-0.243,0.288,-0.146,0.335,-0.328,-0.802,-3.416,0.174,-0.009,0.878,3.978
301,-0.859,2.044,0.052,-1.188,0.0,0.603,-2.173,-0.022,-1.033,0.122,-0.636,-0.216,-0.121,0.454,-0.506,-0.927,-3.561,0.056,-0.229,0.633,3.508
302,-0.242,1.886,-0.216,-1.264,0.0,1.19,-2.629,-0.221,-1.318,-0.146,-0.178,0.019,-0.303,0.248,-0.574,-0.894,-3.375,0.117,-0.454,1.105,3.563
303,-0.215,2.138,0.074,-1.467,0.0,0.931,-2.635,-0.511,-1.313,-0.495,0.399,0.021,-0.385,0.122,-0.804,-0.871,-4.044,-0.207,-0.737,0.827,4.053
304,0.113,2.089,-0.049,-1.415,0.0,0.847,-2.873,-0.671,-1.608,-0.745,1.297,0.093,-0.193,0.001,-1.051,-0.86,-3.769,-0.319,-0.832,0.968,3.66
305,-1.08,2.18,0.078,-1.481,0.0,1.358,-2.637,-0.08,-1.451,-0.067,0.535,0.097,-0.028,0.402,-0.567,-0.895,-3.506,-0.11,-0.271,0.623,5.085
306,-0.428,1.784,-0.074,-1.309,0.0,0.596,-2.698,-0.476,-1.352,-0.614,0.327,-0.025,-0.31,0.126,-0.928,-0.668,-3.62,-0.134,-0.651,1.047,2.884
307,-1.005,2.089,-0.038,-0.831,0.0,1.201,-2.001,0.332,-0.373,0.175,-0.307,0.391,-0.197,0.805,-0.008,-0.803,-3.2,0.44,0.186,0.699,4.877
308,-0.948,2.06,-0.049,-0.791,0.0,0.843,-1.829,0.249,-0.667,0.397,-1.08,-0.24,-0.146,0.368,-0.139,-1.029,-3.442,0.438,-0.035,0.671,3.675
309,-0.649,1.991,0.323,-0.814,0.0,0.734,-2.057,0.055,-0.25,0.069,-0.828,0.103,-0.315,0.62,-0.071,-0.932,-3.799,0.205,-0.181,0.675,3.996
310,-0.366,2.022,-0.075,-1.556,0.0,0.957,-2.469,-0.287,-1.506,-0.404,0.25,0.168,-0.384,0.264,-0.789,-1.026,-3.55,-0.208,-0.371,0.911,3.704
311,-1.12,2.127,0.146,-0.617,0.0,0.736,-1.826,0.121,-0.162,0.164,-0.341,0.323,-0.141,0.661,-0.135,-0.959,-3.46,0.515,0.209,0.526,4.463
312,-0.456,2.167,-0.125,-1.013,0.0,1.008,-2.027,0.071,-0.635,-0.108,-0.297,0.065,-0.118,0.53,-0.296,-1.018,-3.865,0.167,0.01,0.851,4.508
313,-0.453,1.909,-0.132,-1.332,0.0,1.064,-2.781,-0.377,-1.309,-0.363,0.489,-0.214,-0.412,0.264,-0.61,-0.87,-3.557,-0.302,-0.612,0.956,3.606
314,-0.872,1.988,0.078,-1.166,0.0,1.015,-2.33,-0.004,-0.833,0.095,-0.039,0.227,-0.067,0.523,-0.102,-0.868,-3.456,0.332,-0.171,0.62,4.588
315,-0.647,1.795,0.291,-0.977,0.0,0.953,-2.321,-0.171,-0.887,-0.173,0.218,0.128,-0.086,0.385,-0.657,-0.752,-3.194,-0.099,-0.131,0.727,3.447
316,-1.017,1.934,0.032,-1.227,0.0,0.928,-2.245,0.123,-0.717,0.349,-0.052,-0.031,-0.038,0.599,-0.194,-0.937,-3.385,0.185,-0.08,0.513,4.519
317,-0.991,2.026,0.063,-1.156,0.0,0.547,-2.089,-0.037,-0.972,0.034,-0.415,0.018,-0.136,0.482,-0.372,-0.868,-3.315,0.114,-0.217,0.53,3.64
318,-0.194,1.683,-0.15,-1.137,0.0,0.845,-2.102,-0.251,-0.929,-0.348,0.264,0.235,-0.444,0.263,-0.618,-0.897,-2.989,0.082,-0.178,0.922,2.956
319,-1.258,1.999,0.335,-0.773,0.0,0.749,-1.68,0.394,-0.207,0.404,-1.311,0.087,-0.201,0.866,0.096,-1.009,-3.671,0.616,0.123,0.527,4.2
320,-0.459,2.087,0.099,-1.382,0.0,1.131,-2.501,-0.502,-1.321,-0.535,1.16,-0.001,-0.355,0.134,-0.94,-0.769,-3.505,-0.232,-0.497,0.716,4.266
321,-0.44,1.905,-0.075,-1.687,0.0,0.923,-2.803,-0.289,-1.565,-0.249,0.682,-0.3,-0.164,0.406,-0.519,-0.824,-3.426,-0.254,-0.583,0.704,3.895
322,-1.063,1.929,0.231,-1.076,0.0,0.907,-1.933,0.135,-0.544,0.326,-0.651,0.143,-0.34,0.579,-0.182,-0.921,-3.368,0.382,-0.014,0.547,4.022
323,-0.575,2.063,-0.015,-0.817,0.0,0.975,-2.14,-0.007,-0.722,0.011,-0.734,0.168,-0.055,0.426,-0.332,-0.863,-3.623,0.352,0.06,0.811,3.917
324,-0.868,1.944,-0.146,-1.469,0.0,0.944,-2.23,-0.165,-1.442,-0.033,0.903,-0.114,-0.117,0.312,-0.496,-0.858,-3.221,-0.216,-0.354,0.608,4.671
325,-1.1,1.944,0.213,-0.41,0.0,0.305,-1.257,0.415,-0.005,0.46,-1.211,0.297,-0.194,0.724,0.149,-0.948,-3.133,0.305,0.273,0.234,3.994
326,-0.745,1.993,0.09,-1.124,0.0,0.693,-1.711,0.123,-0.582,0.191,-0.949,0.113,-0.215,0.651,-0.05,-0.893,-3.293,0.324,0.014,0.626,3.624
327,-0.778,2.013,0.087,-1.269,0.0,1.161,-2.375,-0.097,-1.506,0.193,-0.095,-0.277,-0.349,0.434,-0.475,-0.899,-3.575,0.27,-0.278,0.822,4.155
328,-0.822,1.969,0.02,-0.82,0.0,0.79,-1.811,0.235,-0.565,0.35,-0.936,0.161,-0.17,0.675,-0.218,-0.847,-3.339,0.415,0.129,0.717,3.721
329,-0.43,1.945,0.021,-1.326,0.0,0.837,-2.158,-0.083,-0.723,-0.238,-0.13,0.137,-0.263,0.472,-0.431,-0.8,-3.324,-0.044,-0.322,0.652,3.83
330,-1.168,1.954,0.177,-0.113,0.0,0.785,-1.456,0.373,0.213,0.39,-0.924,0.407,-0.022,0.572,0.194,-0.859,-2.905,0.347,0.353,0.332,3.857
331,-0.561,2.184,0.036,-1.371,0.0,0.906,-2.563,-0.333,-1.214,-0.272,-0.143,0.155,0.071,0.047,-0.766,-0.857,-3.781,-0.296,-0.44,0.706,3.618
332,-0.459,2.014,0.112,-1.203,0.0,0.865,-2.195,-0.092,-0.55,-0.161,-1.082,0.273,-0.186,0.408,-0.258,-0.923,-3.742,0.206,-0.162,0.881,3.374
333,-0.247,2.153,-0.049,-1.27,0.0,1.092,-2.467,-0.258,-1.148,-0.302,-0.115,-0.09,-0.073,0.297,-0.552,-0.797,-3.604,-0.181,-0.506,0.912,3.823
334,-0.121,1.707,-0.073,-1.225,0.0,0.861,-2.862,-0.587,-1.602,-0.461,0.783,-0.245,-0.391,-0.102,-0.895,-0.754,-3.406,-0.429,-0.834,0.952,3.061
335,-0.473,1.774,-0.024,-1.289,0.0,0.609,-2.47,-0.25,-0.924,-0.272,0.214,-0.092,-0.397,0.425,-0.579,-0.944,-3.568,-0.113,-0.555,0.715,3.633
336,-0.255,2.011,0.195,-1.325,0.0,0.694,-2.809,-0.638,-1.482,-0.531,0.598,-0.174,-0.242,-0.031,-1.019,-0.725,-3.725,-0.399,-0.594,0.798,3.17
337,-0.647,2.108,0.15,-1.221,0.0,0.808,-2.103,-0.02,-1.019,-0.102,-0.338,0.07,0.101,0.362,-0.46,-0.978,-3.677,0.113,-0.087,0.631,3.964
338,-0.824,2.157,-0.01,-1.47,0.0,1.199,-2.15,-0.061,-1.307,-0.134,0.342,0.037,-0.18,0.575,-0.603,-0.7,-3.04,-0.114,-0.127,0.579,4.114
339,-0.61,2.25,0.036,-1.431,0.0,0.864,-2.871,-0.333,-1.62,-0.267,0.214,-0.255,-0.225,0.067,-0.781,-0.929,-4.139,-0.113,-0.614,0.8,4.193
340,-0.632,1.882,0.253,-1.399,0.0,0.875,-2.592,-0.182,-1.052,-0.178,-0.402,0.045,-0.027,0.349,-0.36,-1.035,-3.877,0.136,-0.284,0.757,3.672
341,-0.88,1.771,0.081,-0.819,0.0,0.84,-1.695,0.122,-0.705,0.119,-0.451,0.062,-0.068,0.581,-0.219,-0.814,-3.013,0.233,0.137,0.546,3.541
342,-0.649,2.122,-0.039,-1.094,0.0,0.82,-2.305,-0.112,-0.826,-0.063,-0.219,0.102,-0.123,0.361,-0.524,-0.908,-3.78,0.133,-0.136,0.826,4.071
343,-1.097,1.867,0.321,-0.937,0.0,0.574,-1.953,0.151,-0.46,0.344,-0.472,0.115,-0.178,0.481,-0.213,-1.036,-3.526,0.368,0.04,0.512,4.115
344,-0.847,2.043,0.119,-1.352,0.0,0.77,-2.072,0.015,-1.076,-0.038,-0.263,0.084,-0.068,0.46,-0.526,-1.026,-3.733,-0.015,-0.268,0.6,4.083
345,-0.493,1.906,0.2,-1.324,0.0,0.724,-2.819,-0.462,-1.274,-0.276,0.1,-0.086,-0.333,0.23,-0.874,-0.9,-3.899,-0.212,-0.57,0.851,3.316
346,-1.469,1.554,0.231,-0.368,0.0,0.319,-1.321,0.328,-0.025,0.402,-0.976,0.163,0.083,0.805,-0.01,-0.988,-2.97,0.242,0.328,0.253,3.463
347,-0.656,2.237,-0.009,-1.243,0.0,1.029,-2.577,-0.272,-1.361,-0.256,0.734,-0.131,-0.1,0.113,-0.821,-0.92,-3.809,-0.023,-0.372,0.802,4.304
348,-0.355,1.879,-0.072,-1.373,0.0,0.701,-2.645,-0.317,-1.434,-0.124,-0.032,-0.25,-0.173,0.121,-0.681,-0.971,-3.614,0.098,-0.611,0.873,3.371
349,-0.724,2.068,0.012,-0.956,0.0,0.884,-1.985,0.077,-0.323,0.041,-0.751,0.425,-0.54,0.39,-0.207,-0.985,-3.672,0.16,0.043,0.743,4.258
350,-0.711,2.127,-0.113,-1.35,0.0,1.218,-2.732,-0.279,-1.295,-0.321,0.619,0.09,-0.246,0.154,-0.828,-0.841,-3.593,-0.19,-0.311,0.832,4.325
351,-1.207,1.759,0.288,-1.018,0.0,0.916,-1.972,0.2,-0.546,0.174,-0.641,0.093,-0.118,0.573,-0.214,-1.015,-3.505,0.312,0.06,0.597,3.829
352,-0.733,1.839,0.326,-0.742,0.0,0.594,-1.702,0.145,-0.1,0.15,-1.076,0.509,-0.33,0.677,-0.083,-0.954,-3.504,0.247,0.186,0.608,3.732
353,-1.003,2.175,0.085,-0.843,0.0,0.941,-1.863,0.359,-0.332,0.284,-1.171,0.134,-0.252,0.617,0.145,-1.012,-3.684,0.382,0.04,0.633,4.294
354,-0.43,1.547,-0.006,-1.172,0.0,0.804,-1.848,0.009,-0.979,-0.059,-0.225,-0.073,-0.231,0.374,-0.483,-0.857,-3.091,0.067,-0.092,0.928,3.086
355,0.007,1.685,0.048,-1.287,0.0,0.807,-2.415,-0.495,-1.718,-0.531,0.66,-0.482,-0.119,0.002,-0.824,-0.788,-3.531,-0.506,-0.784,0.915,2.786
356,-0.009,1.792,-0.194,-1.573,0.0,0.762,-3.186,-0.615,-1.719,-0.685,0.642,0.09,-0.202,0.087,-1.046,-0.817,-3.661,-0.305,-0.888,1.044,3.42
357,-0.896,1.95,0.236,-1.21,0.0,0.722,-1.913,0.033,-0.975,0.007,-0.066,-0.004,-0.123,0.518,-0.295,-0.759,-3.282,0.222,-0.121,0.476,3.867
358,-0.16,2.045,-0.032,-1.194,0.0,0.826,-2.375,-0.35,-1.452,-0.499,0.772,0.084,-0.185,0.041,-0.973,-0.75,-3.269,-0.261,-0.509,0.749,3.552
359,-0.987,1.921,0.096,-1.131,0.0,1.214,-2.37,-0.097,-1.096,0.047,0.683,-0.062,-0.279,0.359,-0.518,-0.747,-3.18,0.061,-0.242,0.619,4.287
360,-0.467,1.892,0.243,-1.346,0.0,0.706,-2.526,-0.364,-1.269,-0.372,0.121,0.077,-0.442,0.187,-0.862,-0.878,-3.527,-0.203,-0.538,0.655,3.073
361,-0.369,1.816,-0.002,-1.618,0.0,1.135,-3.034,-0.478,-1.979,-0.261,0.808,-0.284,-0.354,0.157,-0.924,-0.743,-3.549,-0.467,-0.704,0.927,3.763
362,-0.822,1.647,0.136,-1.044,0.0,0.462,-1.918,-0.064,-1.212,0.047,-0.209,-0.275,-0.143,0.361,-0.579,-1.018,-3.252,-0.007,-0.144,0.556,3.017
363,-0.903,1.978,0.16,-1.094,0.0,0.689,-2.116,0.075,-0.622,0.196,-0.523,0.024,-0.253,0.684,-0.178,-0.982,-3.689,0.184,-0.063,0.64,4.066
364,-0.366,1.845,0.139,-1.38,0.0,0.958,-2.498,-0.341,-1.029,-0.447,0.028,0.199,-0.221,0.286,-0.645,-0.872,-3.525,-0.05,-0.484,0.804,3.376
365,-0.53,1.877,0.069,-1.55,0.0,1.1,-2.843,-0.449,-1.561,-0.471,1.099,-0.23,-0.258,0.162,-0.918,-0.766,-3.774,-0.279,-0.653,0.806,4.059
366,-0.689,1.561,0.093,-1.281,0.0,0.772,-2.526,-0.196,-1.145,0.14,-0.384,-0.184,-0.256,0.453,-0.475,-1.023,-3.707,0.318,-0.283,0.93,3.387
367,-0.513,1.983,-0.195,-1.495,0.0,1.287,-2.814,-0.375,-1.739,-0.18,1.728,-0.235,-0.171,0.099,-0.921,-0.628,-2.94,-0.346,-0.389,0.909,4.384
368,-0.546,1.84,-0.207,-1.261,0.0,0.836,-2.093,0.116,-0.563,0.049,-0.764,-0.034,-0.118,0.65,-0.004,-1.157,-3.733,0.518,-0.1,0.936,3.797
369,-0.281,1.931,-0.105,-1.227,0.0,0.737,-2.762,-0.337,-1.307,-0.462,-0.134,0.044,-0.227,0.2,-0.833,-0.895,-3.435,-0.067,-0.554,0.881,3.19
370,-0.379,1.759,0.092,-1.392,0.0,0.593,-2.452,-0.343,-1.286,-0.394,0.176,0.103,-0.067,0.14,-0.918,-0.721,-3.241,-0.341,-0.569,0.628,3.069
371,-0.627,1.961,0.263,-0.58,0.0,0.784,-1.654,-0.067,-0.165,0.139,-0.797,0.35,-0.077,0.344,-0.053,-0.867,-3.333,0.318,0.039,0.616,3.563
372,-0.443,2.051,0.07,-1.341,0.0,1.048,-2.559,-0.37,-1.711,-0.251,0.819,-0.087,-0.087,0.184,-0.953,-0.759,-3.475,-0.201,-0.526,0.701,4.162
373,-0.234,1.931,-0.068,-1.636,0.0,0.927,-2.449,-0.245,-1.767,-0.287,0.528,-0.257,-0.325,0.24,-0.757,-0.737,-3.299,-0.221,-0.544,0.76,3.47
374,-0.447,1.845,0.159,-1.548,0.0,1.084,-2.595,-0.225,-1.062,-0.27,0.01,0.1,-0.221,0.424,-0.471,-0.785,-3.476,0.086,-0.304,0.793,3.752
375,-0.313,1.879,0.025,-1.42,0.0,0.972,-2.56,-0.368,-1.472,-0.178,0.291,-0.139,-0.3,0.191,-0.741,-0.764,-3.463,0.081,-0.494,0.878,3.358
376,-1.244,1.967,0.152,-0.721,0.0,0.791,-1.691,0.368,0.071,0.6,-1.96,0.118,-0.029,0.735,0.464,-1.116,-3.635,0.71,0.198,0.576,3.823
377,-0.094,1.802,-0.044,-1.639,0.0,0.824,-2.942,-0.506,-1.592,-0.395,0.215,-0.03,-0.148,0.025,-1.061,-0.956,-3.655,-0.331,-0.635,1.012,3.214
378,-0.368,1.859,0.008,-1.23,0.0,0.778,-2.324,-0.331,-1.247,-0.473,0.365,0.215,-0.109,0.132,-0.99,-0.859,-3.484,-0.166,-0.397,0.817,3.418
379,-0.583,1.87,-0.089,-1.342,0.0,0.856,-2.817,-0.28,-1.391,0.044,0.479,-0.317,-0.2,0.246,-0.628,-0.819,-3.581,0.038,-0.464,0.914,4.212
380,-0.837,2.065,0.215,-1.23,0.0,1.18,-2.222,-0.051,-1.051,0.146,0.527,-0.178,-0.095,0.509,-0.483,-0.752,-3.167,-0.029,-0.291,0.526,4.198
381,-1.416,2.276,0.232,-0.791,0.0,0.832,-1.913,0.408,-0.419,0.578,-0.79,0.106,-0.097,0.709,0.118,-0.901,-3.548,0.307,0.187,0.289,5.044
382,-0.321,1.637,-0.06,-1.337,0.0,0.819,-2.299,-0.392,-0.951,-0.389,0.391,-0.062,-0.167,0.36,-0.501,-0.772,-3.148,-0.352,-0.634,0.714,3.073
383,-0.64,1.802,0.04,-1.152,0.0,0.789,-2.285,-0.016,-0.919,0.17,-0.681,0.011,-0.09,0.336,-0.287,-1.261,-3.912,0.125,-0.063,0.889,4.019
384,-0.894,1.967,0.021,-0.888,0.0,0.879,-2.276,0.095,-0.821,0.166,-0.224,0.085,-0.21,0.379,-0.165,-1.051,-3.351,0.198,-0.083,0.644,4.145
385,-0.485,1.847,0.294,-1.14,0.0,0.846,-2.679,-0.585,-1.48,-0.38,0.803,-0.081,-0.538,0.056,-0.933,-0.921,-3.889,-0.139,-0.676,0.771,3.701
386,-0.984,1.919,0.28,-0.79,0.0,0.914,-1.891,0.276,-0.289,0.467,-1.125,0.137,-0.236,0.626,0.179,-0.886,-3.595,0.469,0.2,0.555,4.285
387,-0.491,2.198,0.063,-1.536,0.0,0.826,-2.627,-0.344,-1.744,-0.062,0.264,-0.442,-0.245,0.207,-0.879,-0.946,-4.048,-0.298,-0.684,0.79,3.975
388,-1.194,2.065,0.25,-1.092,0.0,0.504,-2.084,0.064,-0.672,0.16,-0.959,0.127,-0.017,0.344,-0.251,-0.871,-3.716,0.131,-0.229,0.472,3.705
389,-1.035,1.933,0.291,-0.777,0.0,0.459,-1.974,0.131,-0.52,0.202,-0.649,-0.16,0.056,0.508,-0.122,-0.88,-3.324,0.165,-0.25,0.317,3.574
390,-1.31,1.942,0.391,-0.727,0.0,0.702,-1.583,0.329,-0.365,0.203,-0.254,0.423,-0.065,0.51,-0.051,-0.781,-3.013,0.164,0.144,0.126,4.255
391,-1.252,2.062,0.074,-1.039,0.0,0.86,-1.888,0.34,-0.517,0.431,-0.555,0.207,-0.198,0.545,-0.214,-1.119,-3.85,0.35,0.206,0.507,5.16
392,-0.587,2.0,-0.152,-1.587,0.0,1.079,-3.107,-0.468,-1.457,-0.374,0.707,0.0,-0.288,0.254,-0.888,-0.933,-3.741,-0.087,-0.735,0.805,4.04
393,-0.488,2.22,0.146,-1.352,0.0,0.697,-2.74,-0.283,-1.464,-0.426,0.046,-0.057,-0.32,0.174,-0.917,-0.973,-3.938,-0.326,-0.502,0.624,3.763
394,-1.188,1.947,0.244,-0.912,0.0,0.491,-1.606,0.181,-0.589,0.366,-0.334,0.035,-0.176,0.627,-0.138,-0.806,-2.957,0.2,0.155,0.259,4.035
395,-0.8,2.034,0.033,-0.757,0.0,0.781,-1.86,0.137,-0.082,0.144,-0.744,0.245,-0.183,0.531,0.019,-0.927,-3.442,0.504,-0.028,0.597,4.229
396,-0.537,1.77,0.072,-1.343,0.0,0.888,-2.226,-0.171,-1.074,-0.069,-0.14,0.17,-0.128,0.218,-0.474,-0.823,-3.558,0.129,-0.192,0.85,3.759
397,-0.795,2.062,-0.096,-1.133,0.0,0.907,-2.177,-0.104,-1.154,-0.14,0.496,0.105,-0.147,0.266,-0.708,-0.752,-3.188,-0.159,-0.155,0.591,4.19
398,-0.333,1.832,-0.187,-1.553,0.0,0.978,-2.655,-0.248,-1.282,-0.066,0.237,-0.121,-0.123,0.337,-0.473,-0.865,-3.735,-0.144,-0.517,0.951,4.232
399,-0.51,1.892,0.158,-0.946,0.0,0.893,-2.051,-0.017,-0.77,0.025,-0.451,0.137,-0.206,0.38,-0.38,-0.812,-3.192,0.205,-0.17,0.709,3.604
400,-0.68,1.76,0.192,-0.901,0.0,0.719,-1.794,0.014,-0.489,-0.124,-0.52,0.443,-0.065,0.39,-0.39,-0.886,-3.287,-0.028,-0.172,0.459,3.537
401,0.053,1.795,0.077,-1.614,0.0,0.745,-3.039,-0.674,-1.801,-0.769,0.724,0.032,-0.37,0.124,-1.224,-0.821,-3.926,-0.503,-0.91,0.98,3.096
402,-0.473,1.705,-0.038,-1.526,0.0,0.93,-3.118,-0.528,-1.637,-0.344,0.795,-0.358,0.09,0.169,-0.899,-1.059,-3.716,-0.43,-0.721,1.031,3.499
403,-0.443,1.88,-0.139,-1.418,0.0,1.087,-2.226,-0.05,-0.893,0.063,-0.508,0.079,-0.258,0.375,-0.245,-0.86,-3.574,0.153,-0.269,0.958,3.847
404,0.121,2.137,-0.11,-1.735,0.0,0.958,-3.024,-0.7,-1.887,-0.888,0.883,-0.125,-0.279,-0.038,-1.276,-0.982,-4.04,-0.725,-1.03,1.028,3.446
405,-0.641,1.69,0.066,-1.02,0.0,0.568,-2.095,-0.138,-0.853,0.03,-0.25,-0.103,-0.111,0.525,-0.264,-0.822,-3.317,0.139,-0.263,0.638,3.359
406,-1.543,2.053,0.332,-0.287,0.0,0.875,-1.665,0.462,-0.015,0.364,0.006,0.378,-0.119,0.75,0.199,-0.722,-3.017,0.437,0.374,0.203,5.291
407,-0.698,2.125,-0.018,-1.458,0.0,0.851,-2.719,-0.259,-1.305,-0.134,0.319,0.008,-0.238,0.392,-0.628,-0.824,-3.532,0.009,-0.465,0.707,4.067
408,-0.769,2.085,0.146,-1.305,0.0,0.61,-2.43,-0.095,-1.304,-0.018,0.081,-0.112,-0.178,0.424,-0.589,-0.767,-3.407,-0.048,-0.358,0.457,3.758
409,-0.831,1.969,0.15,-1.237,0.0,0.89,-2.349,-0.035,-1.045,0.206,-0.234,0.01,-0.292,0.437,-0.358,-1.017,-3.57,0.056,-0.14,0.686,3.937
410,-0.148,2.038,0.085,-1.319,0.0,0.935,-2.789,-0.477,-1.593,-0.667,1.068,-0.007,-0.341,0.22,-1.091,-0.802,-3.788,-0.437,-0.652,0.751,4.125
411,-0.767,2.045,0.075,-1.219,0.0,0.817,-2.165,-0.121,-0.993,-0.072,0.2,0.064,-0.273,0.368,-0.498,-0.885,-3.216,-0.082,-0.204,0.605,3.692
412,-0.567,2.062,-0.015,-1.514,0.0,0.721,-2.986,-0.476,-1.379,-0.312,0.593,-0.145,-0.288,0.316,-0.786,-0.792,-3.616,-0.246,-0.541,0.756,3.731
413,-0.457,1.752,-0.067,-1.039,0.0,0.415,-2.018,-0.059,-0.509,-0.049,-0.981,0.267,-0.102,0.502,-0.365,-0.775,-3.228,0.188,-0.152,0.679,2.817
414,0.061,1.807,-0.064,-1.501,0.0,0.803,-2.951,-0.519,-1.328,-0.575,0.352,0.165,-0.43,0.224,-0.893,-1.011,-3.718,-0.219,-0.625,1.025,3.402
415,-1.006,1.861,0.16,-0.905,0.0,0.702,-1.901,0.228,-0.275,0.182,-0.754,0.279,-0.183,0.577,0.093,-1.072,-3.725,0.245,0.01,0.581,4.403
416,-1.112,2.028,0.127,-1.202,0.0,0.755,-2.115,0.142,-0.802,0.145,0.005,0.207,-0.173,0.289,-0.5,-0.847,-3.291,0.306,-0.056,0.528,4.406
417,-0.98,1.842,0.25,-0.75,0.0,0.888,-1.991,0.084,-0.311,0.041,-0.317,0.32,-0.172,0.435,-0.112,-1.026,-3.676,0.358,0.079,0.668,4.603
418,-0.562,2.202,-0.233,-1.251,0.0,1.022,-2.562,-0.198,-1.174,0.003,0.198,-0.11,-0.32,0.328,-0.473,-0.804,-3.32,0.077,-0.346,0.854,4.186
419,-0.786,1.861,0.215,-1.117,0.0,0.409,-1.545,0.21,-0.844,0.035,-1.184,0.03,0.052,0.586,-0.265,-0.938,-3.372,0.157,-0.083,0.375,3.046
420,-0.689,2.194,0.044,-1.285,0.0,0.843,-2.843,-0.333,-1.228,-0.228,0.66,-0.149,-0.164,0.172,-0.722,-0.744,-3.651,-0.395,-0.664,0.577,4.281
421,0.008,1.648,-0.07,-1.373,0.0,0.953,-2.7,-0.497,-1.222,-0.47,0.059,0.039,-0.247,0.133,-0.809,-0.794,-3.327,-0.12,-0.564,1.071,2.865
422,-1.093,2.214,0.022,-1.254,0.0,0.772,-1.966,0.168,-0.921,0.2,0.392,-0.105,-0.061,0.691,-0.227,-0.663,-3.263,0.242,0.036,0.383,4.81
423,-0.916,1.87,0.18,-0.949,0.0,0.679,-2.059,0.042,-0.618,0.135,-1.092,0.109,-0.237,0.62,-0.049,-0.899,-3.772,0.335,-0.09,0.657,3.608
424,-0.698,1.943,0.141,-0.932,0.0,0.815,-1.974,0.136,-0.598,0.335,-0.932,0.079,-0.04,0.588,-0.158,-1.001,-3.504,0.294,-0.058,0.768,3.755
