x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,x19,x20
0.839,-0.059,0.469,0.434,0.157,0.181,1.185,-0.821,-0.937,2.585,8.105,-0.169,1.082,-6.35,7.272,0.344,0.127,1.232,1.0,-0.783,-0.902
0.52,-0.47,0.772,0.701,-0.543,1.537,1.152,-0.998,-0.954,2.262,10.045,-0.293,0.931,-8.748,7.844,0.095,0.427,0.694,1.0,-0.409,-1.85
0.69,-0.968,0.838,0.638,-0.166,0.977,1.198,-0.344,-1.476,2.936,9.97,-0.204,1.085,-7.459,7.353,0.259,0.586,0.759,1.0,-1.018,-1.704
0.554,-0.391,0.585,0.644,-0.143,0.461,1.385,-0.61,-1.048,2.766,9.097,-0.013,1.187,-7.042,7.775,0.66,0.457,0.864,1.0,-0.758,-1.145
1.044,-0.341,0.6,0.752,-0.186,0.745,1.14,-0.712,-1.042,1.667,8.532,-0.263,1.236,-7.24,7.72,0.272,0.348,0.675,1.0,-0.883,-1.329
0.674,-0.437,0.271,0.717,-0.428,0.605,0.906,-0.507,-1.196,2.408,8.748,-0.165,1.113,-7.196,7.814,0.368,0.117,0.738,1.0,-0.925,-1.219
0.936,-0.223,0.78,0.507,0.078,0.299,1.209,-0.764,-1.086,2.732,9.06,-0.207,1.202,-7.131,8.052,0.604,0.203,0.88,1.0,-0.939,-0.951
0.739,-0.44,0.778,0.533,-0.078,0.421,0.951,-0.493,-1.349,2.598,8.382,-0.226,1.205,-6.302,7.488,0.368,0.402,0.783,1.0,-1.17,-0.806
0.602,-0.142,0.968,0.542,-0.244,1.111,1.385,-1.035,-1.014,3.73,10.705,-0.339,1.212,-8.114,7.412,0.406,0.426,1.06,1.0,-0.478,-1.726
0.687,-0.516,0.614,0.618,-0.21,0.728,1.178,-0.62,-0.915,2.554,8.878,-0.174,1.084,-7.048,7.529,0.438,0.33,1.135,1.0,-0.817,-1.306
0.896,-0.23,0.408,0.628,-0.067,0.505,1.325,-0.744,-0.88,2.755,9.026,-0.167,1.263,-6.877,7.654,0.401,0.076,1.102,1.0,-0.79,-0.977
0.823,-1.048,0.807,0.758,0.055,0.493,1.246,-0.061,-1.323,3.308,9.478,-0.163,1.17,-6.607,7.629,0.466,0.582,0.984,1.0,-1.084,-1.055
0.97,-0.667,0.816,0.805,-0.119,0.968,0.954,-0.741,-1.294,1.999,9.178,-0.077,1.178,-7.486,7.655,0.132,0.307,0.787,1.0,-0.833,-1.395
0.919,-0.15,0.631,0.459,-0.051,0.454,1.058,-0.738,-1.054,1.373,7.365,-0.181,1.163,-6.414,7.191,0.175,0.116,0.834,1.0,-0.901,-0.855
0.75,-0.715,0.669,0.359,-0.087,0.067,1.46,-0.334,-1.183,2.902,8.172,-0.063,1.21,-6.382,8.037,0.668,0.379,0.803,1.0,-1.239,-0.532
0.791,-0.831,0.638,0.73,-0.182,0.348,0.93,-0.289,-1.141,2.44,8.78,-0.12,1.15,-6.49,7.693,0.235,0.607,0.873,1.0,-1.004,-0.824
0.682,0.266,0.654,0.535,-0.111,0.676,1.5,-1.016,-0.593,3.122,9.787,-0.226,1.162,-7.722,7.963,0.534,0.006,1.062,1.0,-0.49,-1.283
0.645,-0.071,0.578,0.618,-0.094,0.381,1.244,-0.922,-0.786,2.613,8.958,-0.261,1.153,-7.023,7.815,0.562,0.188,1.031,1.0,-0.71,-0.909
0.805,-0.544,0.707,0.971,-0.334,0.809,0.94,-0.718,-0.996,1.34,8.477,-0.39,0.986,-7.191,7.09,0.18,0.265,0.589,1.0,-0.656,-1.501
0.602,-0.714,0.54,0.831,-0.077,0.257,1.734,-0.463,-1.148,3.857,9.224,0.052,1.137,-5.95,7.059,0.836,0.465,0.885,1.0,-0.901,-0.913
0.725,-0.348,0.709,0.461,0.061,0.297,1.169,-0.812,-0.975,1.588,8.094,-0.109,1.27,-6.799,7.929,0.282,0.407,0.611,1.0,-0.689,-0.711
0.605,-0.826,0.956,0.742,-0.024,0.236,1.872,-0.463,-1.024,3.614,9.687,0.027,1.233,-6.653,7.852,0.98,0.689,0.767,1.0,-0.878,-0.856
0.824,-0.094,0.37,0.374,0.102,-0.026,1.27,-0.657,-1.087,3.054,8.554,-0.131,1.214,-6.189,7.646,0.666,0.17,0.966,1.0,-0.977,-0.47
0.28,0.288,0.433,0.676,-0.35,1.422,1.251,-1.337,-0.817,2.596,10.404,-0.275,1.225,-8.904,8.041,0.394,-0.054,0.81,1.0,-0.13,-1.763
0.764,-0.321,0.716,0.582,-0.185,0.665,1.033,-0.82,-1.042,2.475,9.005,-0.452,0.936,-7.294,7.667,0.301,0.218,1.012,1.0,-0.888,-1.195
0.605,0.029,0.506,0.635,-0.034,0.578,1.553,-0.869,-0.819,3.877,9.975,-0.407,1.109,-7.453,7.828,0.596,-0.004,1.186,1.0,-0.673,-1.081
0.414,-0.211,0.546,0.808,-0.327,1.307,1.077,-0.868,-0.81,2.044,10.207,-0.344,1.09,-8.783,7.967,0.204,0.201,0.813,1.0,-0.316,-1.907
0.938,-0.973,0.649,0.922,0.024,0.442,0.864,-0.113,-1.322,2.014,8.544,-0.036,1.035,-6.478,7.937,0.364,0.582,0.705,1.0,-1.303,-1.041
0.761,-0.03,0.529,0.454,-0.317,1.287,1.183,-0.841,-1.06,1.782,8.663,-0.192,1.266,-7.661,7.346,0.353,0.143,0.784,1.0,-0.509,-1.742
0.829,-0.377,0.404,0.288,-0.297,1.019,0.976,-0.483,-1.3,2.395,9.62,-0.314,1.075,-8.025,8.043,0.276,0.382,0.744,1.0,-0.89,-1.647
0.434,0.374,0.741,0.534,-0.203,0.983,1.249,-1.286,-0.558,1.854,8.997,-0.274,1.077,-7.871,7.409,0.378,-0.078,0.825,1.0,-0.388,-1.661
0.496,-0.06,0.785,0.388,-0.176,0.893,1.086,-0.941,-0.94,2.643,9.253,-0.248,1.358,-7.616,7.759,0.416,0.203,0.887,1.0,-0.535,-1.565
0.852,-0.401,0.549,0.416,0.15,0.121,1.632,-0.475,-0.999,3.466,8.805,-0.149,1.066,-6.54,7.963,0.696,0.288,0.918,1.0,-0.982,-0.675
0.643,-0.778,1.033,0.916,-0.386,0.576,1.297,-0.566,-1.124,2.218,9.419,-0.205,1.123,-7.478,8.051,0.601,0.748,0.894,1.0,-0.977,-1.224
0.706,-0.658,0.707,0.455,-0.098,0.58,1.11,-0.303,-1.331,2.862,9.063,-0.261,1.059,-6.931,7.977,0.284,0.439,0.616,1.0,-1.19,-1.08
0.626,-0.154,0.678,0.506,-0.013,0.77,1.225,-0.863,-0.898,2.681,9.178,-0.263,0.999,-7.284,7.749,0.245,0.228,0.936,1.0,-0.855,-1.374
0.708,-0.266,0.68,0.25,0.05,0.187,1.443,-0.774,-0.876,3.044,8.359,-0.243,1.193,-6.341,7.633,0.642,0.244,1.14,1.0,-1.023,-0.797
0.837,-0.401,0.403,0.506,-0.178,0.889,0.892,-0.357,-1.202,2.091,8.764,-0.329,1.199,-7.655,7.853,0.079,0.146,0.626,1.0,-0.841,-1.338
0.956,-0.865,0.792,0.856,-0.183,0.414,1.055,-0.026,-1.329,2.371,8.408,-0.057,1.115,-6.221,7.845,0.2,0.709,0.949,1.0,-1.389,-0.807
0.759,-0.015,0.778,0.682,-0.185,0.971,1.106,-1.069,-0.759,1.809,9.099,-0.418,1.283,-8.218,7.775,0.174,-0.082,0.948,1.0,-0.426,-1.464
0.678,-0.746,0.717,0.724,-0.311,0.541,0.963,-0.382,-1.327,1.735,7.758,-0.114,1.221,-6.509,7.218,0.406,0.378,0.716,1.0,-1.092,-1.124
0.928,-0.447,0.451,0.616,0.038,-0.299,1.473,-0.533,-1.109,3.267,8.874,-0.029,1.189,-6.49,7.907,0.695,0.32,0.915,1.0,-1.072,-0.571
0.577,-0.196,0.616,0.609,-0.184,0.666,1.424,-0.897,-0.944,2.791,8.958,-0.195,1.089,-7.056,7.695,0.349,0.204,0.878,1.0,-0.678,-1.069
0.556,-0.452,0.712,0.741,-0.079,0.8,1.195,-0.835,-0.953,2.286,9.1,-0.277,1.167,-7.455,7.93,0.562,0.377,0.991,1.0,-0.71,-1.223
0.643,-0.352,0.708,0.617,-0.226,0.74,1.033,-0.784,-1.049,2.521,8.86,-0.098,1.237,-7.252,7.823,0.315,0.323,0.923,1.0,-0.807,-1.315
0.595,-1.031,0.94,1.111,-0.318,0.742,1.258,-0.284,-1.2,3.473,10.55,-0.021,1.337,-7.39,7.749,0.698,0.927,0.587,1.0,-0.951,-1.233
0.782,-0.71,0.811,0.633,-0.067,0.499,0.979,-0.549,-1.142,2.14,8.685,-0.289,1.082,-6.592,7.445,0.23,0.59,0.792,1.0,-0.966,-1.122
0.791,-0.538,0.53,0.762,-0.144,0.832,1.047,-0.667,-1.15,2.741,9.361,-0.149,0.999,-7.267,7.525,-0.086,0.317,0.883,1.0,-0.66,-1.303
0.562,0.232,0.415,0.364,-0.193,0.629,1.305,-1.125,-0.742,2.324,8.675,-0.23,1.205,-7.385,7.692,0.569,-0.08,0.904,1.0,-0.582,-1.195
0.449,-0.167,0.675,0.874,-0.219,0.616,0.952,-1.064,-0.7,1.714,8.677,-0.009,1.27,-7.303,7.762,0.265,0.265,0.616,1.0,-0.602,-1.014
0.49,-0.676,0.775,0.802,-0.299,1.177,1.014,-0.626,-1.125,1.547,9.161,-0.225,1.259,-7.883,7.863,0.048,0.486,0.55,1.0,-0.676,-1.597
0.951,-0.212,0.535,0.579,-0.063,0.349,1.075,-0.61,-0.977,2.211,8.39,-0.257,1.2,-6.777,7.913,0.382,0.321,0.901,1.0,-0.903,-0.821
0.758,-0.394,0.372,0.656,-0.331,1.149,0.978,-0.846,-1.163,2.5,9.254,-0.47,1.146,-7.574,6.873,0.132,0.114,0.855,1.0,-0.504,-1.524
0.854,-0.27,0.564,0.658,-0.102,0.223,1.228,-0.822,-0.855,2.352,8.601,-0.445,1.344,-6.801,7.684,0.523,0.179,0.773,1.0,-0.936,-0.925
0.711,-0.654,0.871,0.827,-0.08,0.469,1.255,-0.586,-1.219,2.888,9.126,-0.101,1.425,-6.568,7.504,0.458,0.502,0.799,1.0,-1.004,-0.909
0.483,-0.6,0.98,0.836,-0.246,1.157,1.152,-0.942,-1.076,1.931,9.287,-0.171,0.888,-7.671,7.294,0.306,0.48,0.757,1.0,-0.455,-1.592
0.879,-0.409,0.436,0.745,-0.416,0.912,1.095,-0.743,-1.076,2.631,9.296,-0.245,1.071,-7.279,7.472,0.172,0.055,0.872,1.0,-0.719,-1.358
0.935,-1.213,0.702,0.887,0.015,0.651,1.022,-0.387,-1.435,3.034,9.563,-0.105,1.372,-6.81,7.822,0.324,0.769,0.526,1.0,-0.974,-1.14
0.702,0.329,0.682,0.612,-0.325,0.786,1.119,-1.237,-0.585,2.07,9.01,-0.304,1.3,-8.246,8.028,0.438,-0.18,0.922,1.0,-0.314,-1.293
0.665,-0.688,0.877,0.637,0.026,0.849,0.787,-0.541,-1.093,1.842,8.666,-0.2,1.013,-7.233,7.819,0.226,0.534,0.773,1.0,-0.956,-1.174
0.563,-0.257,0.557,0.472,-0.137,0.876,0.951,-0.782,-1.192,2.318,9.028,-0.059,1.263,-7.631,7.829,0.259,0.093,0.761,1.0,-0.597,-1.339
0.693,0.38,0.309,0.348,0.136,0.077,1.265,-1.004,-0.642,1.341,7.097,-0.15,1.029,-6.543,7.734,0.691,-0.171,0.824,1.0,-0.824,-0.637
0.855,-0.746,0.668,0.454,-0.01,0.643,1.234,-0.422,-1.272,2.733,9.174,-0.16,1.08,-7.136,8.0,0.421,0.356,0.843,1.0,-1.068,-1.103
0.759,-0.598,0.694,0.945,0.127,0.368,1.017,-0.636,-1.033,2.794,9.035,-0.014,1.147,-6.692,7.777,0.557,0.379,0.771,1.0,-0.931,-0.89
0.607,-1.059,0.691,1.099,-0.303,1.262,0.899,-0.425,-1.186,2.13,9.837,-0.135,1.159,-8.032,7.921,-0.035,0.77,0.832,1.0,-0.802,-1.725
0.507,-0.16,0.633,0.59,-0.228,0.767,1.052,-0.766,-0.955,2.235,9.018,-0.113,1.096,-7.59,7.893,0.515,0.216,0.896,1.0,-0.632,-1.301
0.731,-1.194,0.612,1.04,-0.36,1.091,0.945,-0.217,-1.387,2.465,9.763,-0.037,1.21,-7.401,7.695,0.3,0.671,0.925,1.0,-1.047,-1.538
0.741,-0.626,0.868,0.674,-0.004,0.793,1.382,-0.386,-1.256,2.68,9.137,-0.129,1.026,-6.721,7.244,0.343,0.572,0.771,1.0,-0.922,-1.42
0.717,-0.808,0.748,0.991,0.052,0.507,0.948,-0.255,-1.108,2.098,8.999,-0.029,1.183,-7.01,7.845,0.377,0.44,0.629,1.0,-0.765,-1.026
0.698,-0.439,0.861,0.669,-0.331,0.785,1.154,-0.731,-1.207,2.906,8.999,-0.039,1.198,-6.807,7.571,0.488,0.404,0.88,1.0,-0.809,-1.042
0.659,-0.047,0.555,0.491,-0.055,0.598,1.202,-1.07,-0.882,1.877,8.686,-0.307,1.188,-7.684,7.865,0.285,-0.094,0.862,1.0,-0.633,-1.295
0.918,-0.823,0.484,0.896,0.028,0.595,0.786,-0.229,-1.361,1.735,8.902,-0.292,0.992,-7.044,7.745,0.202,0.367,0.905,1.0,-1.221,-1.3
1.099,-0.463,0.855,0.515,-0.128,0.444,0.961,-0.516,-1.174,1.785,8.075,-0.281,1.194,-6.713,7.886,0.156,0.38,0.846,1.0,-1.127,-0.943
0.458,-0.2,0.536,0.467,0.162,-0.163,1.715,-0.793,-0.941,3.317,8.525,-0.175,1.169,-6.221,7.686,0.954,0.169,0.989,1.0,-0.851,-0.355
0.663,-0.557,0.904,0.652,0.043,0.54,1.28,-0.528,-1.059,2.901,9.153,0.034,1.169,-6.879,7.986,0.53,0.507,0.744,1.0,-0.834,-0.784
0.824,-0.373,0.664,0.36,0.089,0.421,1.534,-0.684,-0.979,3.747,9.25,-0.288,1.221,-6.278,7.133,0.587,0.235,1.088,1.0,-1.033,-0.987
0.701,-0.455,0.788,0.661,0.079,0.257,1.037,-0.694,-0.837,2.33,8.853,-0.226,1.134,-7.079,7.88,0.576,0.422,0.903,1.0,-0.665,-0.866
0.624,-0.423,0.759,0.701,-0.073,0.55,1.328,-0.841,-1.007,2.996,9.164,0.004,1.065,-6.886,7.933,0.673,0.396,0.812,1.0,-0.906,-1.08
0.669,-0.609,0.714,1.199,-0.448,0.849,1.151,-0.613,-0.907,2.793,10.052,-0.34,1.155,-7.6,7.469,0.303,0.432,1.154,1.0,-0.834,-1.504
0.887,-0.457,0.436,0.742,-0.261,0.631,0.992,-0.703,-1.111,2.035,8.988,-0.167,1.176,-7.429,7.782,0.337,0.29,0.848,1.0,-0.988,-1.352
0.873,0.354,0.493,0.425,-0.423,0.774,1.317,-1.234,-0.734,2.538,8.745,-0.382,1.158,-7.321,7.623,0.26,-0.227,0.904,1.0,-0.787,-1.348
0.767,-0.463,0.445,0.561,0.16,0.031,0.963,-0.549,-1.197,2.019,7.67,-0.037,1.123,-6.129,7.826,0.542,0.114,1.064,1.0,-1.151,-0.514
0.547,-0.188,0.394,0.4,0.026,0.544,1.284,-0.673,-0.707,2.732,8.792,-0.132,1.022,-7.103,7.48,0.459,0.003,0.891,1.0,-0.669,-1.189
0.615,-0.829,0.769,0.805,0.123,0.471,1.467,-0.409,-1.197,3.49,9.715,-0.151,1.199,-6.69,7.529,0.492,0.649,0.901,1.0,-0.863,-1.232
0.723,-0.654,0.733,1.008,-0.261,0.459,0.954,-0.491,-1.158,2.412,9.163,-0.105,1.137,-6.918,7.899,0.196,0.588,0.476,1.0,-1.042,-1.022
0.79,-0.854,0.634,1.108,-0.005,0.479,1.173,-0.136,-1.196,3.358,9.94,0.018,1.368,-6.924,7.927,0.331,0.636,0.7,1.0,-1.222,-1.129
0.999,-0.816,0.389,0.539,0.094,0.506,0.833,-0.063,-1.502,1.977,7.549,0.021,1.155,-5.773,7.143,-0.017,0.411,0.903,1.0,-1.15,-0.872
0.589,-0.925,0.431,1.224,-0.314,1.269,1.538,-0.487,-1.028,4.058,11.101,-0.212,1.074,-7.998,7.741,0.301,0.408,0.888,1.0,-0.611,-1.567
0.732,-0.229,0.732,0.731,-0.275,1.112,1.547,-1.002,-0.965,3.731,10.622,-0.334,1.157,-7.996,7.766,0.385,0.104,0.825,1.0,-0.526,-1.523
0.738,-0.194,0.999,0.575,-0.094,0.349,1.166,-1.016,-0.848,2.164,8.616,-0.065,1.213,-6.941,7.607,0.729,0.307,0.732,1.0,-0.603,-0.855
0.32,-0.391,0.631,1.012,-0.187,0.827,1.225,-1.005,-0.783,2.316,9.268,-0.114,1.303,-7.539,7.579,0.329,0.187,0.828,1.0,-0.25,-1.07
0.671,-0.684,0.677,0.854,-0.389,1.374,1.52,-0.682,-1.268,3.528,10.636,-0.324,1.311,-7.904,7.69,0.042,0.581,0.554,1.0,-0.708,-1.663
0.507,-0.266,0.661,0.907,-0.257,0.651,1.4,-0.666,-0.736,3.55,10.154,-0.155,1.186,-7.26,7.506,0.371,0.362,0.9,1.0,-0.595,-1.369
0.741,-0.857,0.856,1.287,-0.384,0.547,1.209,-0.59,-1.182,2.66,9.115,-0.038,1.21,-6.608,7.414,0.351,0.588,0.888,1.0,-0.92,-0.869
0.99,-0.709,0.605,0.621,-0.03,0.825,1.082,-0.432,-1.285,2.541,9.16,-0.152,1.23,-7.344,7.922,0.07,0.306,0.908,1.0,-0.895,-1.443
0.961,-0.827,1.027,0.777,-0.324,0.829,1.156,-0.501,-1.322,2.957,9.813,-0.359,1.11,-7.609,7.774,0.311,0.588,0.812,1.0,-0.733,-1.362
0.728,-0.461,0.581,0.773,-0.097,0.335,1.046,-0.79,-0.9,2.075,8.535,-0.139,1.192,-6.842,7.349,0.278,0.248,0.825,1.0,-0.655,-1.013
1.057,-0.93,0.739,0.829,0.137,0.244,0.961,-0.373,-1.246,2.407,8.043,0.101,1.07,-5.767,7.565,0.266,0.505,0.951,1.0,-1.253,-0.811
0.754,-0.421,0.603,0.91,-0.386,0.545,1.038,-0.749,-1.031,1.893,9.012,-0.208,1.067,-7.688,8.0,0.398,0.528,0.887,1.0,-0.784,-1.229
0.651,-0.939,0.9,0.995,-0.042,0.454,1.005,-0.343,-1.307,2.444,9.174,0.039,1.094,-6.672,8.011,0.282,0.61,0.798,1.0,-1.063,-0.925
0.492,-0.41,0.455,0.641,-0.128,0.172,1.013,-0.784,-1.0,1.872,7.987,0.016,1.107,-6.644,7.908,0.629,0.319,0.941,1.0,-1.017,-0.657
0.877,-0.041,0.485,0.574,-0.294,0.438,1.595,-0.634,-0.946,3.272,9.012,-0.26,1.159,-6.859,7.481,0.659,0.095,0.908,1.0,-0.82,-1.087
0.865,-0.299,0.495,0.488,-0.267,0.562,0.883,-0.627,-1.142,1.946,8.52,-0.168,1.18,-7.22,7.975,0.3,0.142,0.828,1.0,-1.066,-1.175
0.713,-0.897,0.974,0.586,0.052,0.36,1.212,-0.244,-1.365,3.038,8.517,0.07,1.182,-5.741,7.384,0.58,0.708,0.84,1.0,-1.277,-0.805
0.583,-0.835,0.738,1.054,-0.231,0.781,0.927,-0.495,-1.191,2.183,9.515,-0.008,1.272,-7.361,8.044,0.375,0.557,0.802,1.0,-0.897,-1.251
0.807,0.278,0.443,0.659,-0.261,0.553,1.211,-1.213,-0.622,1.875,8.558,-0.157,1.25,-7.464,7.613,0.601,-0.213,0.93,1.0,-0.569,-1.279
0.835,-0.446,0.7,0.835,-0.336,0.973,0.757,-0.591,-1.062,1.246,8.488,-0.204,1.236,-7.641,7.981,-0.163,0.385,0.962,1.0,-0.824,-1.298
0.921,-0.51,0.739,0.584,-0.122,0.23,1.017,-0.589,-1.122,1.893,7.621,-0.114,1.114,-6.165,7.409,0.284,0.353,0.658,1.0,-1.064,-0.656
0.698,-0.306,0.703,0.388,-0.146,0.685,1.038,-0.619,-1.119,1.509,8.075,-0.001,1.073,-6.986,8.011,0.212,0.368,0.779,1.0,-1.083,-1.114
0.589,-0.146,0.639,0.671,0.073,-0.037,1.359,-0.617,-0.779,3.006,9.173,-0.258,1.146,-6.759,7.895,0.654,0.295,0.814,1.0,-0.851,-0.652
1.109,-0.467,0.498,0.631,0.049,0.182,1.289,-0.329,-1.221,2.888,8.799,-0.102,1.187,-6.543,8.009,0.323,0.266,0.715,1.0,-1.21,-0.832
0.618,-0.564,0.766,0.771,0.017,0.095,0.862,-0.674,-0.926,1.819,8.287,-0.154,1.243,-6.656,7.978,0.507,0.522,0.589,1.0,-0.893,-0.558
0.668,-0.484,0.514,0.961,-0.178,0.411,1.138,-0.67,-0.906,2.18,8.977,-0.294,1.367,-7.028,7.563,0.622,0.374,0.946,1.0,-0.851,-1.115
0.867,-0.258,0.783,0.722,-0.177,0.861,1.557,-0.75,-1.041,3.607,10.539,-0.187,0.935,-7.758,7.968,0.419,0.329,1.044,1.0,-0.706,-1.384
0.649,-0.338,0.857,0.751,0.055,0.312,1.303,-0.867,-0.929,2.95,9.189,-0.003,1.255,-6.858,7.785,0.34,0.428,0.76,1.0,-0.733,-0.938
0.752,0.052,0.695,0.557,-0.071,0.308,1.138,-1.322,-0.849,2.291,8.668,-0.096,1.244,-7.204,7.749,0.579,0.046,0.845,1.0,-0.633,-0.967
0.756,-0.671,0.755,0.871,-0.184,0.494,1.076,-0.595,-1.132,1.971,8.858,-0.093,1.202,-7.241,7.714,0.461,0.402,1.014,1.0,-0.851,-1.234
0.6,-0.307,0.494,0.64,0.02,0.182,1.509,-0.715,-0.987,3.199,8.717,-0.161,1.16,-6.255,7.42,0.877,-0.013,1.101,1.0,-1.025,-0.655
0.92,-0.247,0.681,0.379,-0.088,0.459,1.386,-0.516,-1.071,3.153,8.574,-0.236,1.022,-6.298,6.86,0.552,0.332,1.107,1.0,-0.908,-1.129
0.753,-1.147,0.626,1.098,0.005,0.849,1.113,-0.215,-1.209,3.149,10.341,-0.213,1.328,-7.426,8.026,0.29,0.72,0.781,1.0,-1.078,-1.394
0.873,-0.604,0.385,0.501,-0.171,0.691,1.189,-0.35,-1.303,2.95,8.958,-0.215,1.164,-6.952,7.777,0.35,0.278,0.894,1.0,-1.195,-1.182
0.992,-0.544,0.51,0.694,0.049,0.057,1.347,-0.511,-1.272,3.33,8.845,-0.298,1.002,-6.152,7.851,0.248,0.375,0.753,1.0,-1.38,-0.687
0.709,-0.018,0.315,0.641,-0.126,0.203,1.541,-0.903,-0.737,3.543,8.584,0.026,1.31,-6.068,7.114,0.805,0.11,1.012,1.0,-0.794,-0.799
0.706,-0.355,0.667,0.316,-0.314,0.84,0.948,-0.405,-1.053,1.78,8.078,-0.346,1.028,-6.971,7.283,0.176,0.281,0.77,1.0,-1.013,-1.204
0.94,-0.623,0.922,0.643,-0.128,1.008,0.862,-0.707,-1.214,1.653,9.029,-0.422,1.19,-7.74,7.822,-0.275,0.521,0.805,1.0,-0.909,-1.625
0.861,-0.346,0.636,0.699,-0.04,0.654,1.354,-0.71,-0.945,2.533,9.095,-0.057,1.172,-7.134,7.968,0.293,0.239,0.79,1.0,-0.886,-1.147
0.431,-0.16,0.235,0.824,-0.38,1.333,1.194,-1.143,-0.873,2.228,9.781,-0.3,1.111,-8.406,7.605,0.426,0.024,0.852,1.0,-0.435,-1.928
0.92,-0.291,0.784,0.432,-0.012,-0.005,1.372,-0.652,-1.135,2.999,8.417,-0.2,1.228,-6.039,7.474,0.619,0.514,0.861,1.0,-1.137,-0.569
0.781,-0.474,0.439,0.661,-0.047,-0.107,1.321,-0.539,-1.1,2.832,8.576,0.086,1.311,-6.303,7.801,0.661,0.444,0.805,1.0,-0.931,-0.541
0.679,-0.186,0.569,0.332,0.171,0.258,1.229,-0.844,-0.908,2.241,8.165,-0.073,1.115,-6.668,7.56,0.42,0.103,0.72,1.0,-0.899,-0.843
0.889,-0.022,0.7,0.728,0.035,0.529,1.291,-0.781,-0.841,2.708,9.115,-0.03,1.053,-6.893,7.929,0.296,0.333,0.702,1.0,-0.848,-0.953
0.693,-0.71,0.69,0.733,0.141,0.074,0.969,-0.499,-1.097,2.516,8.236,0.253,1.099,-6.1,7.664,0.496,0.626,0.747,1.0,-1.037,-0.618
0.488,-0.492,0.809,0.851,-0.315,1.061,1.301,-0.775,-0.988,2.902,9.878,-0.145,1.331,-7.459,7.536,0.183,0.453,0.8,1.0,-0.547,-1.509
1.04,-0.283,0.661,0.858,-0.055,0.82,0.81,-0.708,-0.951,2.232,9.653,-0.325,1.221,-7.813,8.012,-0.002,0.291,1.022,1.0,-0.91,-1.465
0.298,-0.16,0.843,0.72,-0.406,0.866,0.984,-1.052,-0.905,2.931,9.983,-0.087,1.006,-7.971,7.928,0.317,0.283,0.892,1.0,-0.422,-1.397
0.914,-0.52,0.578,0.702,-0.154,0.472,1.08,-0.363,-1.116,2.585,8.866,0.103,1.111,-6.863,8.026,0.475,0.276,0.981,1.0,-1.165,-1.085
0.452,0.264,0.617,0.647,-0.44,0.856,1.676,-1.086,-0.755,3.707,10.371,-0.277,1.274,-8.327,7.915,0.655,-0.165,1.127,1.0,-0.462,-1.562
0.809,-0.54,0.729,0.665,-0.17,0.44,1.534,-0.716,-1.113,3.684,9.924,-0.286,1.287,-7.006,7.595,0.572,0.514,0.853,1.0,-0.96,-1.205
0.861,-0.462,0.748,0.38,-0.059,0.63,0.855,-0.461,-1.348,1.82,8.069,-0.112,1.392,-6.924,7.792,0.112,0.402,0.598,1.0,-0.97,-1.131
0.72,-0.085,0.276,0.525,-0.077,0.411,1.394,-0.758,-0.907,3.266,9.389,-0.236,1.09,-7.054,7.731,0.524,0.069,0.88,1.0,-0.905,-1.02
0.914,-0.46,0.631,0.868,-0.173,0.863,1.04,-0.82,-0.975,1.528,8.385,-0.372,1.226,-7.193,7.541,0.064,0.193,0.637,1.0,-0.812,-1.41
0.92,0.022,0.643,0.278,0.033,0.159,1.078,-0.823,-0.966,2.124,7.722,-0.114,1.101,-6.248,7.466,0.484,0.151,0.982,1.0,-1.051,-0.792
0.684,-0.274,0.596,0.772,-0.295,0.652,1.06,-0.781,-0.93,2.165,8.683,-0.17,1.067,-7.182,7.75,0.229,0.352,0.708,1.0,-0.882,-1.268
0.848,-0.257,0.327,0.659,-0.129,0.469,1.622,-0.601,-0.904,3.095,9.249,-0.09,1.103,-6.672,7.433,0.675,0.085,0.916,1.0,-0.799,-1.052
0.795,-0.429,0.566,0.642,-0.248,0.45,0.972,-0.868,-1.111,1.315,7.895,-0.269,1.016,-6.849,7.885,0.249,0.254,0.973,1.0,-0.944,-0.956
0.915,-0.191,0.654,0.448,-0.125,0.858,1.103,-0.562,-1.109,2.875,9.787,-0.357,1.221,-7.736,7.656,0.092,0.393,0.811,1.0,-0.656,-1.514
0.625,-0.802,0.691,0.806,-0.342,1.532,1.222,-0.521,-1.245,3.255,10.73,-0.371,1.178,-8.36,7.784,0.164,0.558,0.72,1.0,-0.54,-1.834
0.622,-0.455,0.897,0.812,-0.185,0.708,1.195,-0.711,-1.019,2.742,9.005,-0.078,1.35,-6.902,7.585,0.624,0.422,0.789,1.0,-0.819,-1.171
0.772,-0.009,0.374,0.57,-0.027,0.321,1.283,-0.882,-0.853,2.732,8.24,-0.021,1.184,-6.238,7.323,0.523,0.1,0.724,1.0,-0.872,-0.735
0.9,-0.156,0.269,0.526,-0.287,0.223,1.159,-0.66,-1.007,2.299,7.858,-0.32,1.293,-6.485,7.272,0.454,0.043,0.846,1.0,-1.052,-0.845
0.952,-0.244,0.78,0.464,-0.054,0.008,1.436,-0.759,-1.109,2.982,8.363,-0.015,1.256,-6.189,7.852,0.76,0.32,0.766,1.0,-1.087,-0.667
