x0,x1,y,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
-0.115,0.141,0.0,-0.257,1.575,-0.822,0.497,-2.132,0.156,-0.012,-0.273,2.451,-0.474,-0.385,0.349,-4.422,-1.152,0.322,2.142,0.437,-1.5
0.23,0.079,0.0,-0.06,1.044,-0.025,0.243,-1.9,0.237,-0.187,-0.117,2.536,-0.369,0.031,0.525,-4.398,-1.162,0.199,1.933,0.133,-1.329
0.272,0.205,0.0,-0.219,1.843,-0.109,0.116,-2.632,0.981,-0.005,0.44,2.65,-0.068,-0.299,0.216,-4.452,-1.397,0.091,3.139,0.298,-1.715
0.106,0.303,0.0,-0.288,1.311,-0.563,0.155,-2.176,0.798,0.081,0.387,2.576,-0.037,-0.17,0.484,-4.403,-1.372,0.211,2.863,0.298,-1.536
-0.196,0.116,0.0,-0.509,1.222,-1.51,-0.046,-1.944,0.757,0.017,0.455,2.698,-0.111,-0.207,0.49,-4.414,-1.601,0.192,2.813,0.653,-1.498
0.226,0.139,0.0,-0.451,1.697,-0.516,0.183,-2.782,0.869,-0.042,0.288,2.518,-0.157,-0.148,0.419,-4.29,-1.263,0.291,3.011,0.434,-1.608
0.259,0.265,0.0,-0.355,1.263,-0.773,0.118,-2.126,0.212,-0.079,0.231,2.767,-0.013,-0.079,0.594,-4.478,-1.627,0.129,2.51,0.537,-1.529
-0.182,0.289,0.0,-0.323,1.423,-0.802,0.286,-2.259,0.492,0.008,0.284,2.912,-0.326,-0.121,0.6,-4.578,-1.491,0.225,2.706,0.497,-1.602
-0.048,0.168,0.0,-0.499,1.067,-0.699,-0.127,-2.098,0.691,0.066,0.207,2.461,-0.141,-0.317,0.312,-4.322,-1.242,0.329,2.718,0.475,-1.515
0.468,0.019,0.0,-0.19,1.471,-0.042,0.223,-2.425,0.672,0.161,0.381,2.4,0.077,-0.082,0.308,-4.024,-1.086,0.138,2.617,0.184,-1.433
0.639,0.094,0.0,0.043,1.258,0.029,0.123,-2.134,1.419,0.121,0.702,2.44,0.042,0.13,0.19,-4.043,-0.893,0.231,2.546,0.053,-1.16
-0.103,0.111,0.0,-0.906,1.744,-1.204,0.429,-2.706,0.379,0.006,0.511,3.02,0.042,-0.313,0.421,-4.878,-1.879,0.223,3.199,0.843,-2.134
0.28,0.053,0.0,-0.065,0.936,-0.586,0.219,-1.62,0.375,-0.001,0.391,2.384,-0.041,0.172,0.676,-4.044,-1.404,0.217,1.987,0.186,-1.239
0.07,0.106,0.0,-0.356,1.232,-0.251,0.141,-2.182,0.24,0.197,0.36,2.556,-0.133,-0.046,0.441,-4.173,-1.283,0.14,2.551,0.299,-1.411
0.204,-0.14,0.0,0.206,1.286,-0.257,0.394,-2.143,0.794,-0.217,0.061,2.637,-0.418,0.075,0.567,-4.432,-1.114,0.228,2.656,0.197,-1.599
0.205,0.167,0.0,-0.342,1.663,-0.472,0.537,-2.579,0.33,0.285,0.667,3.058,-0.004,0.064,0.447,-4.8,-1.606,0.133,2.786,0.377,-1.875
0.672,-0.015,0.0,-0.043,1.879,0.358,0.019,-3.064,1.332,0.196,0.474,2.244,0.059,-0.113,0.461,-4.031,-0.969,-0.044,3.024,-0.108,-1.214
-0.03,0.291,0.0,-0.355,1.441,-0.828,0.052,-2.4,1.031,-0.173,0.539,2.786,-0.229,-0.053,0.536,-4.327,-1.578,0.226,3.153,0.405,-1.442
0.211,0.273,0.0,0.118,1.053,0.198,0.162,-1.947,0.847,0.216,0.696,2.329,-0.267,0.087,0.364,-4.24,-1.229,0.309,2.214,-0.181,-1.169
-0.36,0.146,0.0,-0.491,1.412,-1.135,0.272,-2.113,0.619,-0.191,0.093,2.539,-0.308,-0.374,0.188,-4.463,-1.327,0.344,2.763,0.585,-1.46
0.459,-0.049,0.0,-0.23,1.18,-0.289,-0.072,-2.08,0.608,-0.217,-0.02,2.43,-0.155,-0.141,0.507,-4.1,-1.199,0.241,2.817,0.333,-1.43
0.446,0.039,0.0,0.078,1.199,-0.055,0.464,-2.241,0.584,0.046,0.515,2.622,-0.165,0.17,0.557,-4.303,-1.2,0.261,2.099,-0.076,-1.297
0.106,0.1,0.0,-0.711,1.16,-0.784,-0.158,-2.042,0.697,0.029,0.4,2.677,0.03,-0.361,0.378,-4.174,-1.283,0.211,3.069,0.461,-1.664
0.215,-0.033,0.0,-0.143,1.392,-0.494,0.215,-2.265,0.762,0.011,0.632,2.919,0.066,-0.026,0.318,-4.636,-1.53,0.104,2.942,0.384,-1.689
0.398,0.071,0.0,-0.148,1.524,-0.293,0.253,-2.418,0.555,0.085,-0.065,2.314,-0.415,-0.176,0.269,-4.276,-0.964,0.094,2.529,0.201,-1.57
0.553,0.108,0.0,0.037,0.643,-0.203,0.116,-1.453,0.422,-0.307,0.15,2.765,-0.336,0.224,0.704,-4.332,-1.451,0.291,2.07,0.229,-1.191
-0.002,0.179,0.0,-0.481,1.916,-0.941,0.355,-2.824,0.798,-0.111,0.281,2.61,-0.179,-0.111,0.393,-4.535,-1.208,0.075,3.127,0.467,-1.917
0.237,0.239,0.0,-0.271,1.306,-0.493,0.26,-2.053,0.229,0.026,-0.036,2.433,-0.396,-0.196,0.424,-4.275,-1.115,0.116,2.297,0.233,-1.467
0.342,0.187,0.0,0.055,1.809,-0.182,0.209,-2.424,0.879,-0.056,0.478,2.76,0.081,0.103,0.404,-4.363,-1.378,-0.043,2.85,-0.004,-1.61
0.354,0.297,0.0,0.204,1.424,-0.403,0.473,-1.883,0.354,-0.018,0.59,2.55,-0.401,0.136,0.501,-4.285,-1.49,-0.032,2.292,0.016,-1.539
0.467,-0.139,0.0,-0.157,1.949,-0.313,0.278,-2.679,0.824,0.026,0.142,2.294,-0.111,-0.109,0.535,-3.958,-1.006,0.018,2.834,0.275,-1.684
0.251,0.216,0.0,-0.17,1.181,0.056,0.176,-2.133,0.632,-0.02,0.318,2.654,-0.241,0.049,0.455,-4.31,-1.366,0.225,2.423,0.155,-1.545
0.928,0.119,0.0,0.053,1.218,-0.046,0.232,-2.404,0.173,0.096,0.729,2.565,0.103,0.381,0.513,-4.164,-1.295,-0.029,2.207,0.087,-1.332
0.489,0.078,0.0,-0.006,1.095,-0.102,0.313,-2.014,0.172,-0.186,0.224,2.546,-0.504,0.299,0.824,-4.038,-1.339,0.095,2.112,0.161,-1.549
0.294,0.084,0.0,-0.294,0.86,0.171,0.126,-1.916,0.202,0.12,0.28,2.303,0.051,-0.158,0.448,-4.122,-1.065,0.402,2.236,0.194,-1.601
0.131,0.226,0.0,-0.31,1.869,-0.346,0.082,-2.866,1.084,0.057,0.689,2.626,-0.088,-0.185,0.131,-4.446,-1.368,0.053,3.033,0.359,-1.471
0.137,0.224,0.0,-0.211,1.161,-0.378,0.081,-1.926,0.189,0.073,0.003,2.244,-0.307,-0.216,0.339,-4.385,-1.011,0.171,2.249,0.258,-1.446
0.258,0.112,0.0,0.095,1.01,-0.347,0.026,-1.789,0.757,-0.253,0.401,2.628,-0.159,0.042,0.453,-4.211,-1.322,0.104,2.381,0.226,-1.234
0.739,0.076,0.0,-0.195,1.174,0.167,0.011,-2.326,0.998,0.331,0.775,2.584,0.051,-0.012,0.482,-4.357,-1.189,0.217,2.817,0.096,-1.294
0.456,0.169,0.0,-0.32,1.563,-0.527,0.163,-2.317,0.33,0.054,0.188,2.516,-0.216,-0.34,0.389,-4.492,-1.295,0.077,2.68,0.394,-1.855
0.544,-0.115,0.0,-0.032,1.41,-0.028,0.309,-2.39,0.745,0.104,0.809,2.632,-0.07,0.164,0.502,-4.043,-1.496,0.139,2.566,0.106,-1.383
0.547,-0.097,0.0,0.405,1.42,0.35,0.453,-2.608,0.965,0.151,0.82,2.902,-0.219,0.475,0.75,-4.431,-1.154,0.145,2.018,-0.244,-1.044
0.555,-0.065,0.0,-0.177,0.942,-0.069,0.062,-1.749,0.788,0.038,0.254,2.406,-0.164,-0.168,0.272,-4.103,-1.025,0.251,2.5,0.044,-1.34
0.562,-0.136,0.0,-0.02,1.141,-0.395,0.269,-1.94,0.473,-0.004,0.378,2.058,-0.02,-0.042,0.372,-3.929,-0.843,0.149,2.066,0.224,-1.282
0.653,-0.062,0.0,-0.264,1.589,-0.06,0.263,-2.524,0.505,0.129,0.238,2.5,0.067,-0.175,0.511,-4.308,-1.255,0.177,2.532,0.108,-1.448
0.742,0.135,0.0,0.298,0.936,0.159,0.009,-2.165,0.851,0.076,0.581,2.631,-0.248,0.387,0.532,-4.147,-1.225,0.026,2.313,-0.246,-1.206
0.573,0.096,0.0,0.2,1.501,0.008,0.243,-2.643,0.473,0.12,0.667,2.756,-0.044,0.289,0.535,-4.199,-1.274,-0.029,2.127,-0.182,-1.203
0.202,0.212,0.0,-0.152,1.339,-0.251,0.214,-2.244,0.565,0.088,0.712,2.741,0.051,-0.006,0.527,-4.298,-1.525,0.234,2.623,0.178,-1.565
0.549,-0.048,0.0,0.051,1.209,0.155,0.175,-2.15,0.315,0.275,0.36,2.517,-0.187,0.037,0.172,-4.373,-0.859,0.128,2.039,-0.035,-1.064
0.623,-0.126,0.0,-0.136,1.037,-0.052,-0.005,-2.129,0.581,0.1,0.086,2.422,-0.099,0.12,0.461,-3.843,-0.828,0.205,2.329,0.123,-1.196
0.374,0.259,0.0,-0.343,1.596,-0.134,0.132,-2.755,0.807,0.169,0.545,2.634,-0.036,-0.162,0.402,-4.349,-1.264,0.126,2.812,0.185,-1.468
0.289,0.134,0.0,-0.021,1.193,-0.082,0.369,-2.118,0.396,-0.039,0.602,2.757,-0.016,0.192,0.569,-4.488,-1.468,0.196,2.164,-0.0,-1.364
0.505,0.185,0.0,-0.344,1.608,-0.267,0.264,-2.465,1.074,0.161,0.88,2.757,0.111,-0.024,0.555,-4.246,-1.38,0.13,3.053,0.244,-1.388
0.519,0.002,0.0,0.113,1.196,-0.195,0.443,-2.081,0.256,-0.108,0.32,2.454,-0.412,0.172,0.515,-4.155,-1.336,0.102,1.942,0.076,-1.418
-0.068,0.156,0.0,-0.422,0.96,-0.848,0.322,-1.93,0.153,0.05,0.348,2.864,-0.15,-0.237,0.472,-4.78,-1.675,0.501,2.21,0.511,-1.703
0.264,0.037,0.0,-0.336,1.365,-0.564,0.441,-2.209,0.134,0.041,0.075,2.504,-0.06,0.021,0.476,-4.292,-0.876,0.187,1.991,0.325,-1.354
0.732,-0.02,0.0,0.181,1.628,0.023,0.32,-2.582,1.147,-0.266,0.638,2.712,0.057,0.294,0.547,-4.197,-1.307,-0.108,2.857,0.228,-1.477
-0.108,0.229,0.0,-0.501,1.353,-0.861,-0.105,-2.417,0.515,-0.1,0.039,2.572,-0.194,-0.131,0.627,-4.31,-1.168,0.273,3.139,0.447,-1.65
0.886,-0.028,0.0,0.206,1.385,0.382,0.163,-2.554,0.796,0.305,0.924,2.747,0.518,0.313,0.652,-4.178,-1.412,0.07,2.474,-0.258,-1.111
0.899,0.06,0.0,0.301,1.506,0.376,0.409,-2.416,0.67,0.198,0.802,2.626,-0.045,0.405,0.665,-4.365,-1.213,-0.089,2.277,-0.089,-1.395
0.552,0.065,0.0,-0.309,1.355,-0.475,0.318,-2.353,0.645,0.165,0.096,2.312,-0.13,-0.025,0.428,-4.215,-0.833,0.151,2.665,0.302,-1.46
0.454,0.123,0.0,0.188,1.223,-0.242,0.098,-2.27,1.159,-0.071,0.833,2.975,-0.13,0.228,0.355,-4.38,-1.524,0.16,2.759,0.143,-1.28
0.705,-0.075,0.0,0.176,1.222,0.097,0.426,-2.232,0.477,-0.088,0.77,2.663,0.015,0.375,0.505,-4.102,-1.405,0.095,2.161,0.105,-1.444
0.312,-0.043,0.0,-0.038,1.194,-0.297,0.04,-2.037,0.563,0.089,0.564,2.538,-0.202,0.188,0.571,-4.049,-1.459,0.032,2.419,0.093,-1.247
0.543,0.221,0.0,-0.112,1.459,-0.122,-0.037,-2.335,1.3,0.029,0.638,2.45,-0.061,-0.091,0.358,-4.238,-1.24,0.079,2.96,0.146,-1.221
0.241,0.302,0.0,-0.111,1.483,-0.332,0.36,-2.307,0.417,-0.205,0.2,2.752,-0.194,0.006,0.647,-4.394,-1.428,0.096,2.548,0.371,-1.674
0.717,0.033,0.0,0.079,1.266,0.022,0.317,-2.248,0.559,-0.153,0.41,2.648,-0.172,0.37,0.742,-4.08,-1.358,0.188,1.972,0.172,-1.128
-0.124,0.151,0.0,-0.335,1.119,-0.812,0.281,-1.864,0.341,-0.04,0.344,2.8,-0.101,-0.055,0.569,-4.46,-1.468,0.38,2.457,0.424,-1.494
0.517,0.085,0.0,-0.048,1.643,-0.037,0.246,-2.583,1.052,0.102,0.652,2.59,-0.16,-0.091,0.396,-4.268,-1.417,0.227,2.945,0.284,-1.642
0.593,-0.105,0.0,0.048,1.249,-0.181,0.422,-2.067,0.222,-0.037,0.206,2.702,-0.211,0.218,0.506,-4.669,-1.27,0.215,2.366,0.068,-1.745
-0.057,0.172,0.0,-0.332,1.389,-0.769,0.369,-2.161,0.642,-0.098,0.458,2.813,0.026,-0.002,0.5,-4.679,-1.46,0.295,2.989,0.425,-1.627
-0.066,0.17,0.0,-0.28,1.071,-0.538,0.288,-2.002,-0.087,-0.049,-0.106,2.329,-0.437,-0.125,0.593,-4.217,-1.196,0.468,1.713,0.319,-1.38
0.311,0.038,0.0,0.021,0.957,-0.143,0.372,-1.971,0.327,0.089,0.238,2.47,-0.211,0.087,0.408,-4.128,-0.909,0.388,1.983,0.105,-1.225
0.005,0.13,0.0,-0.28,1.704,-0.279,0.402,-2.67,0.343,0.132,-0.004,2.457,-0.158,-0.527,-0.007,-4.217,-1.188,0.159,2.454,0.452,-1.616
0.355,0.082,0.0,0.156,0.724,-0.106,0.238,-1.772,0.535,0.053,0.182,2.281,-0.474,0.128,0.358,-4.058,-1.168,0.251,1.966,0.054,-1.0
0.603,0.029,0.0,0.158,1.679,0.365,0.344,-2.561,0.825,0.12,0.294,2.304,-0.272,-0.088,0.295,-4.122,-1.028,0.298,2.283,-0.098,-1.031
0.326,-0.052,0.0,-0.406,1.295,-0.371,0.206,-2.111,0.479,-0.015,0.034,2.474,-0.038,-0.132,0.587,-4.057,-1.053,0.273,2.598,0.512,-1.589
0.216,-0.05,0.0,-0.563,1.237,-0.835,0.102,-2.291,0.384,-0.061,0.268,2.911,0.031,0.025,0.78,-4.118,-1.476,0.257,2.859,0.59,-1.5
0.403,0.113,0.0,0.019,1.612,-0.147,0.031,-2.528,0.894,0.058,0.544,2.845,-0.05,-0.09,0.523,-4.51,-1.612,0.022,2.828,0.166,-1.576
0.312,0.203,0.0,-0.316,1.546,-0.497,0.151,-2.537,0.907,-0.047,0.819,3.004,-0.104,-0.063,0.681,-4.931,-1.723,0.201,3.054,0.329,-1.726
0.39,-0.004,0.0,-0.42,1.153,-0.266,0.129,-2.087,0.529,-0.124,0.112,2.621,-0.054,-0.032,0.522,-4.391,-1.104,0.399,2.608,0.495,-1.484
0.131,0.102,0.0,-0.346,1.588,-0.999,-0.017,-2.472,1.103,-0.002,0.437,2.699,-0.397,-0.053,0.532,-4.188,-1.248,0.137,3.471,0.52,-1.723
0.49,0.022,0.0,0.267,0.763,-0.54,0.223,-1.62,0.603,-0.216,0.378,2.632,-0.23,0.422,0.492,-4.19,-1.291,0.223,2.034,0.055,-1.203
0.475,0.186,0.0,-0.062,1.244,-0.368,0.231,-1.913,0.442,-0.151,0.208,2.575,-0.356,0.038,0.452,-4.32,-1.35,0.112,2.233,0.303,-1.405
-0.071,0.113,0.0,-0.211,1.339,-0.642,0.299,-2.211,0.586,0.114,0.589,2.74,-0.226,-0.018,0.377,-4.815,-1.395,0.311,2.566,0.371,-1.562
-0.112,0.234,0.0,-0.377,1.087,-0.536,0.157,-1.964,-0.03,-0.069,-0.174,2.45,-0.418,-0.328,0.204,-4.318,-1.162,0.242,2.018,0.423,-1.44
0.685,0.081,0.0,0.159,1.143,0.081,0.231,-2.196,0.895,0.015,0.659,2.585,0.142,0.192,0.512,-4.128,-1.379,0.07,2.167,-0.061,-1.161
0.561,0.221,0.0,0.05,1.549,0.491,0.289,-2.776,0.689,0.223,0.641,2.368,0.079,0.018,0.49,-4.191,-1.198,0.094,2.322,-0.094,-1.117
0.241,0.074,0.0,-0.061,1.409,-0.975,0.426,-2.326,0.925,-0.133,0.526,2.698,-0.102,0.105,0.56,-4.228,-1.301,0.136,2.891,0.422,-1.838
-0.141,0.053,0.0,-0.226,1.065,-0.463,0.067,-1.974,0.709,0.281,0.308,2.262,-0.248,-0.183,0.319,-4.189,-0.806,0.234,2.646,0.217,-1.435
0.332,-0.019,0.0,-0.108,1.343,0.093,0.268,-2.212,0.109,0.1,-0.066,2.276,-0.246,-0.172,0.243,-4.307,-0.84,0.217,2.186,0.127,-1.477
0.351,0.038,0.0,-0.026,1.22,-0.229,0.244,-1.922,0.819,0.285,0.856,2.396,-0.062,0.06,0.591,-4.098,-1.08,0.189,2.328,0.003,-1.212
0.854,-0.089,0.0,0.151,1.266,0.091,0.039,-2.029,0.619,0.151,0.578,2.457,0.197,0.231,0.676,-3.909,-1.124,-0.001,2.247,-0.086,-1.098
0.509,0.284,0.0,0.005,1.613,0.19,0.261,-2.81,1.014,0.212,0.987,2.795,-0.068,0.179,0.784,-4.329,-1.526,0.176,2.357,-0.062,-1.102
0.074,0.274,0.0,-0.173,1.533,-0.63,0.665,-2.367,0.068,-0.033,0.363,2.822,-0.109,0.045,0.693,-4.52,-1.469,0.185,2.236,0.239,-1.648
0.066,0.198,0.0,-0.302,0.933,-0.774,0.157,-1.859,0.107,-0.161,-0.335,2.613,-0.446,-0.105,0.456,-4.408,-1.199,0.342,2.427,0.402,-1.515
0.293,0.062,0.0,-0.184,1.505,-0.405,0.153,-2.316,0.805,0.043,0.109,2.417,-0.12,-0.158,0.359,-4.445,-0.885,0.059,2.849,0.215,-1.474
0.348,0.151,0.0,-0.413,1.536,-0.335,0.391,-2.705,0.293,0.124,0.604,2.798,0.112,-0.164,0.369,-4.29,-1.672,0.243,2.59,0.386,-1.589
0.252,0.183,0.0,-0.142,1.431,-0.391,0.142,-2.491,0.674,0.077,0.847,2.828,0.029,0.17,0.585,-4.205,-1.66,0.057,2.621,0.262,-1.296
0.545,0.102,0.0,0.071,1.517,-0.304,0.297,-2.174,0.598,-0.068,0.439,2.582,-0.278,0.134,0.569,-4.377,-1.107,0.068,2.542,0.255,-1.495
-0.044,0.275,0.0,-0.218,1.401,-0.752,-0.124,-2.306,1.308,-0.234,0.272,2.672,-0.123,-0.144,0.454,-4.478,-1.467,0.312,3.405,0.469,-1.554
0.473,0.148,0.0,-0.145,1.296,-0.05,0.113,-2.193,0.798,0.166,0.771,2.589,-0.006,0.015,0.371,-4.262,-1.414,0.079,2.559,0.082,-1.307
0.283,-0.042,0.0,-0.064,1.669,-0.603,0.416,-2.521,0.838,0.013,0.718,2.82,-0.04,0.173,0.529,-4.338,-1.376,0.166,2.792,0.181,-1.355
0.173,-0.052,0.0,-0.579,1.423,-0.135,0.033,-2.725,0.468,-0.009,0.157,2.421,0.06,-0.268,0.289,-4.338,-1.081,0.168,2.818,0.361,-1.611
0.601,0.005,0.0,0.293,0.822,-0.475,0.414,-1.578,0.096,-0.134,0.327,2.542,-0.122,0.486,0.843,-3.948,-1.137,0.172,1.522,0.071,-1.033
0.254,0.197,0.0,-0.268,1.47,-0.132,0.163,-2.466,0.836,0.057,0.642,2.49,-0.151,-0.016,0.402,-4.387,-1.085,0.033,2.842,0.111,-1.555
0.387,0.121,0.0,0.344,0.721,-0.313,0.449,-1.734,0.341,-0.111,0.714,2.604,-0.162,0.483,0.53,-4.481,-1.288,0.235,1.81,0.0,-1.429
0.453,0.123,0.0,-0.136,1.242,-0.181,0.214,-1.951,0.327,-0.063,0.243,2.418,-0.085,-0.165,0.38,-4.288,-1.085,0.193,2.178,0.184,-1.358
0.352,0.058,0.0,0.088,1.474,0.079,0.06,-2.52,1.29,-0.032,0.874,2.615,0.006,0.078,0.311,-4.487,-1.28,0.101,2.773,0.101,-1.354
0.243,0.275,0.0,-0.065,1.086,-0.317,0.618,-1.895,-0.035,0.009,0.246,2.614,-0.479,0.075,0.6,-4.31,-1.381,0.236,1.781,0.326,-1.436
0.546,0.144,0.0,0.269,0.973,-0.109,0.221,-1.764,0.724,0.018,0.597,2.382,-0.071,0.193,0.562,-4.062,-1.175,0.08,1.864,-0.092,-1.037
0.456,0.123,0.0,-0.08,1.631,-0.491,0.281,-2.536,0.516,-0.084,0.201,2.705,-0.24,0.071,0.501,-4.23,-1.488,0.136,2.722,0.262,-1.558
0.595,0.132,0.0,-0.243,1.667,-0.056,0.355,-2.663,0.714,-0.014,0.202,2.591,0.235,-0.044,0.418,-4.375,-1.078,0.178,2.827,0.316,-1.702
0.721,-0.051,0.0,-0.112,1.149,-0.074,0.112,-2.354,0.505,0.114,0.467,2.511,0.16,0.18,0.342,-4.056,-1.1,-0.014,2.331,0.169,-1.36
0.157,0.295,0.0,-0.019,1.761,-0.447,0.437,-2.66,0.501,0.166,0.493,2.44,-0.221,-0.041,0.642,-4.426,-1.412,-0.13,2.31,0.146,-1.6
0.482,0.036,0.0,-0.054,1.503,-0.414,0.431,-2.326,0.689,-0.025,0.326,2.627,-0.381,0.024,0.662,-4.133,-1.324,0.134,2.521,0.406,-1.532
0.375,0.022,0.0,-0.144,1.095,-0.327,0.128,-2.089,1.026,0.21,0.708,2.702,0.05,0.249,0.727,-4.185,-1.189,0.373,2.83,0.211,-1.402
0.55,0.14,0.0,-0.098,1.733,0.136,0.209,-3.068,0.884,0.256,0.54,2.606,0.106,0.095,0.544,-4.388,-1.149,-0.033,2.898,0.055,-1.555
0.445,-0.011,0.0,-0.145,1.362,-0.139,0.267,-1.926,0.568,0.136,-0.008,2.274,0.1,-0.063,0.483,-4.134,-0.808,0.196,2.461,0.234,-1.446
-0.019,0.207,0.0,-0.301,1.699,-0.758,0.205,-2.544,1.189,0.008,0.625,2.706,-0.135,-0.242,0.426,-4.583,-1.328,0.237,3.387,0.487,-1.804
0.291,0.13,0.0,-0.277,0.926,-0.449,0.007,-1.997,0.454,-0.287,0.408,2.963,-0.12,0.027,0.595,-4.162,-1.73,0.271,2.401,0.4,-1.374
0.372,0.123,0.0,0.314,1.043,-0.094,0.404,-1.932,0.579,0.119,0.591,2.532,-0.249,0.339,0.589,-4.07,-1.19,0.347,2.049,0.028,-1.175
0.774,-0.058,0.0,0.075,1.446,0.347,0.264,-2.539,0.704,0.003,0.828,2.706,0.139,0.311,0.577,-4.179,-1.375,0.087,2.195,-0.037,-1.163
0.4,0.18,0.0,-0.2,1.251,-0.347,0.571,-2.143,-0.212,-0.025,0.004,2.665,-0.192,0.081,0.577,-4.569,-1.254,0.142,2.227,0.291,-1.682
0.509,-0.147,0.0,0.029,1.016,-0.107,0.11,-1.771,0.355,0.178,0.356,2.307,-0.225,0.098,0.348,-3.841,-0.934,0.149,2.13,0.124,-1.333
0.775,-0.02,0.0,0.101,1.195,-0.425,0.454,-1.906,0.287,-0.275,0.252,2.591,-0.161,0.237,0.575,-4.207,-1.2,0.114,2.056,0.201,-1.465
0.323,0.07,0.0,-0.112,1.493,-0.465,0.2,-2.201,0.495,-0.006,0.079,2.707,-0.404,-0.072,0.411,-4.138,-1.303,0.185,2.498,0.266,-1.38
0.669,-0.006,0.0,0.171,1.13,0.173,0.112,-2.354,0.708,0.193,0.68,2.424,-0.008,0.16,0.529,-3.914,-1.072,0.205,2.154,-0.189,-1.006
0.758,-0.131,0.0,0.032,1.802,0.207,0.31,-2.911,0.784,0.151,0.694,2.582,0.182,0.189,0.626,-4.135,-1.256,-0.1,2.429,-0.055,-1.211
0.275,0.263,0.0,-0.04,1.499,-0.057,0.273,-2.28,0.464,-0.048,0.007,2.298,-0.422,-0.257,0.188,-4.315,-1.096,0.29,2.206,0.178,-1.403
0.298,0.058,0.0,-0.423,1.243,-0.656,0.065,-2.257,0.868,-0.024,0.548,2.669,-0.032,0.063,0.725,-4.286,-1.436,0.329,3.072,0.529,-1.536
0.481,0.194,0.0,-0.436,1.545,0.059,0.151,-2.608,0.68,-0.035,0.324,2.253,0.146,-0.188,0.335,-4.29,-1.403,0.199,2.657,0.203,-1.436
0.364,0.077,0.0,-0.022,0.812,-0.325,-0.055,-1.831,0.275,-0.128,0.175,2.456,-0.387,0.111,0.34,-4.23,-1.199,0.19,1.934,0.249,-1.275
0.333,0.14,0.0,-0.325,1.089,-0.307,0.25,-2.063,0.171,-0.077,0.182,2.481,-0.039,-0.024,0.537,-4.311,-1.294,0.226,2.22,0.296,-1.365
0.395,0.102,0.0,-0.075,1.506,-0.266,0.645,-2.476,0.021,0.063,0.367,2.78,-0.072,0.073,0.534,-4.445,-1.483,0.34,1.908,0.377,-1.475
0.014,0.026,0.0,-0.648,1.787,-0.778,-0.117,-2.883,0.937,0.186,0.313,2.436,0.011,-0.35,0.507,-4.195,-1.133,0.099,3.41,0.467,-1.661
0.546,0.106,0.0,0.056,1.237,-0.025,0.517,-2.127,-0.277,0.032,0.062,2.495,-0.286,0.03,0.498,-4.242,-1.226,-0.037,1.903,0.04,-1.432
0.45,-0.047,0.0,-0.352,1.25,-0.259,0.081,-2.12,0.336,0.023,0.021,2.385,-0.129,-0.191,0.477,-4.218,-0.858,0.248,2.494,0.433,-1.496
0.292,0.018,0.0,-0.324,1.269,-0.63,0.025,-1.93,0.369,-0.066,-0.198,2.492,-0.375,-0.126,0.453,-4.189,-1.115,0.133,2.445,0.298,-1.346
0.612,-0.004,0.0,-0.031,1.616,0.035,0.146,-2.604,0.852,-0.034,0.272,2.621,-0.021,-0.088,0.25,-4.45,-1.227,-0.038,2.826,0.196,-1.508
0.249,0.091,0.0,-0.32,1.522,-0.484,-0.13,-2.599,1.142,0.042,0.597,2.815,0.155,-0.102,0.693,-4.559,-1.406,0.162,3.235,0.321,-1.601
0.303,0.009,0.0,-0.138,1.122,-0.177,-0.054,-1.921,0.819,0.031,0.285,2.457,-0.344,-0.195,0.115,-4.137,-1.041,0.333,2.685,0.238,-1.296
0.521,-0.08,0.0,0.188,1.133,0.114,0.182,-2.19,0.328,0.046,0.497,2.701,0.083,0.213,0.629,-4.252,-1.201,-0.001,2.107,0.014,-1.372
-0.001,0.206,0.0,-0.05,1.4,-0.627,0.221,-2.276,0.655,0.069,0.469,2.633,-0.1,-0.112,0.436,-4.362,-1.212,0.155,2.761,0.336,-1.659
0.204,0.174,0.0,-0.131,1.25,-0.513,0.162,-2.045,0.731,0.028,0.244,2.47,-0.066,-0.069,0.453,-4.428,-1.16,0.17,2.625,0.335,-1.559
0.321,0.037,0.0,-0.258,1.117,-0.591,0.267,-2.075,0.501,0.3,0.507,2.364,0.236,-0.114,0.49,-4.376,-1.003,0.237,2.414,0.289,-1.403
0.435,-0.126,0.0,-0.361,1.129,-0.502,0.193,-2.011,0.207,-0.153,-0.321,2.41,-0.15,-0.108,0.495,-3.969,-0.85,0.206,2.194,0.488,-1.467
0.226,0.173,0.0,-0.032,1.44,-0.288,0.179,-2.319,1.103,-0.109,0.428,2.58,-0.021,0.069,0.456,-4.205,-1.223,0.171,2.869,0.338,-1.37
0.199,0.027,0.0,-0.39,1.198,-0.672,0.221,-1.985,0.528,0.067,0.389,2.452,-0.087,-0.045,0.43,-4.217,-1.416,0.21,2.763,0.375,-1.493
0.476,0.216,0.0,0.118,1.462,0.147,0.239,-2.471,0.948,-0.254,0.829,2.97,-0.182,0.302,0.784,-4.548,-1.846,0.227,2.623,0.008,-1.385
0.354,-0.018,0.0,0.003,1.274,-0.292,0.278,-2.029,0.537,-0.123,-0.168,2.426,-0.458,-0.0,0.523,-3.998,-0.948,0.22,2.134,0.25,-1.26
