Unnamed: 0,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20
289,0.0,1.724,-1.891,0.958,1.942,-0.382,4.271,0.488,-0.756,-0.862,0.518,-0.179,4.025,-2.702,2.784,2.833,-3.306,0.027,0.641,-3.568,-1.017
290,0.0,2.056,-1.916,1.312,1.833,0.088,4.99,0.195,-0.848,-1.004,0.841,-0.113,4.374,-3.625,2.695,3.296,-4.015,-0.11,0.346,-3.851,-1.327
291,0.0,1.853,-1.893,1.506,1.988,-0.174,5.016,-0.295,-0.589,-1.198,0.436,0.077,4.262,-2.884,2.647,3.152,-3.749,-0.351,0.307,-3.778,-0.991
292,0.0,1.925,-1.965,1.45,1.975,-0.006,4.93,-0.228,-0.843,-1.15,0.663,-0.014,3.919,-3.22,2.526,3.181,-3.794,-0.28,0.308,-3.913,-1.214
293,0.0,1.469,-1.51,1.59,2.365,0.073,5.317,-0.146,-0.778,-1.053,0.225,0.181,4.341,-3.059,2.438,3.485,-3.57,-0.303,0.856,-4.209,-0.871
294,0.0,1.473,-0.87,1.041,1.688,-0.614,4.074,0.06,-0.517,-0.84,0.159,-0.238,5.082,-2.692,3.638,2.381,-3.131,0.038,0.24,-3.059,-0.988
295,0.0,1.376,-1.713,1.198,2.193,-0.578,4.617,0.213,-0.705,-0.925,0.617,0.202,3.137,-2.434,2.037,2.959,-2.831,-0.247,0.894,-3.619,-1.198
296,0.0,1.629,-1.509,0.93,1.68,-0.57,4.578,0.245,-0.662,-1.121,0.478,-0.046,4.261,-2.829,3.001,2.819,-3.353,-0.099,0.456,-3.542,-0.916
297,0.0,1.281,-0.888,1.38,2.176,-0.441,4.664,0.105,-0.716,-0.757,0.002,0.131,5.197,-2.849,3.474,2.952,-3.291,-0.035,0.717,-3.837,-1.074
298,0.0,1.644,-1.903,1.178,2.188,-0.294,5.088,0.264,-0.638,-1.266,0.571,0.259,3.903,-2.817,2.321,3.443,-3.489,-0.176,0.705,-3.98,-1.052
299,0.0,1.187,-1.322,1.357,2.748,0.303,5.095,-0.21,-0.51,-1.262,0.215,-0.023,3.934,-2.589,2.653,3.407,-2.929,-0.329,0.916,-4.075,-0.942
300,0.0,1.825,-1.611,1.319,2.052,-0.603,4.954,0.175,-0.722,-1.132,0.403,0.064,4.235,-2.919,2.714,3.233,-3.69,-0.182,0.309,-3.833,-0.977
301,0.0,1.838,-1.835,1.2,1.743,0.115,4.479,0.159,-0.655,-0.959,0.676,0.033,3.997,-3.253,2.447,3.036,-3.805,-0.236,0.056,-3.562,-1.148
302,0.0,1.762,-1.682,0.886,1.24,-0.803,3.999,0.472,-0.422,-0.937,0.645,-0.034,4.408,-3.048,2.987,2.614,-3.61,-0.171,0.071,-3.25,-1.12
303,0.0,1.959,-1.661,1.471,2.013,-0.002,4.971,0.047,-0.703,-1.424,0.696,0.126,3.805,-3.073,2.282,3.038,-3.757,-0.375,0.315,-3.723,-0.844
304,0.0,1.621,-1.975,1.195,1.846,-0.946,4.491,0.372,-0.603,-0.943,0.872,0.114,3.495,-2.852,1.844,3.01,-3.252,-0.112,0.614,-3.56,-1.203
305,0.0,1.924,-1.571,1.091,1.612,-0.437,4.722,0.413,-0.49,-1.134,0.801,-0.22,4.476,-3.248,3.186,3.151,-3.827,-0.0,0.363,-3.627,-1.15
306,0.0,1.906,-1.967,1.292,1.997,-0.506,4.873,0.157,-0.638,-1.198,0.833,0.011,3.902,-3.077,2.504,3.58,-3.703,-0.236,0.595,-3.979,-1.109
307,0.0,1.155,-0.913,1.063,2.235,-0.182,4.882,0.177,-0.582,-0.948,-0.17,0.017,5.005,-2.775,3.259,3.037,-3.227,-0.115,0.662,-3.742,-0.929
308,0.0,1.807,-1.463,1.164,2.169,-0.157,4.849,0.24,-0.611,-0.969,0.245,-0.131,4.482,-2.85,2.828,3.266,-3.499,-0.153,0.8,-3.826,-1.097
309,0.0,1.548,-1.807,1.259,1.811,-0.352,4.671,0.048,-0.62,-1.126,0.497,-0.058,4.202,-2.952,2.686,3.094,-3.431,-0.308,0.415,-3.57,-1.125
310,0.0,1.787,-1.849,1.371,2.004,-0.24,5.073,0.019,-0.642,-1.338,0.435,0.5,4.122,-2.799,2.452,3.311,-3.45,-0.393,0.802,-3.843,-1.153
311,0.0,1.431,-1.597,1.269,2.251,-0.289,4.674,0.238,-0.573,-0.952,0.606,-0.068,3.885,-3.024,2.631,3.157,-3.209,-0.105,0.737,-3.725,-1.101
312,0.0,2.07,-1.707,1.318,2.13,-0.381,5.099,0.143,-0.752,-1.244,0.718,0.033,3.901,-3.176,2.383,3.079,-3.746,-0.385,0.539,-3.869,-1.131
313,0.0,1.541,-1.758,1.195,2.17,-0.447,4.82,-0.086,-0.462,-1.307,0.689,-0.006,3.417,-2.625,2.247,3.22,-3.127,-0.475,0.688,-3.636,-1.066
314,0.0,1.846,-1.688,1.315,2.613,0.041,5.357,0.057,-0.711,-1.255,0.334,0.296,3.691,-2.756,2.197,3.549,-3.456,-0.271,0.939,-4.175,-0.713
315,0.0,1.692,-1.563,1.38,2.197,-0.581,4.904,-0.021,-0.623,-1.276,0.696,0.145,4.043,-2.93,2.538,3.102,-3.354,-0.263,0.575,-3.858,-1.04
316,0.0,1.298,-1.498,1.149,2.122,-0.498,4.499,0.194,-0.535,-0.913,0.233,0.026,4.419,-2.797,2.995,3.059,-3.217,-0.014,0.481,-3.614,-1.136
317,0.0,1.983,-1.685,1.585,1.993,-0.484,5.171,0.07,-0.692,-1.108,0.531,0.026,4.745,-3.177,3.108,3.215,-3.789,-0.182,0.508,-4.038,-1.192
318,0.0,1.614,-1.802,1.335,2.352,-0.089,5.105,0.111,-0.873,-0.886,0.476,0.138,3.787,-2.802,2.517,3.3,-3.341,-0.308,1.097,-4.144,-1.085
319,0.0,2.007,-1.743,0.813,0.886,-0.022,3.826,0.701,-0.71,-1.026,0.579,-0.18,4.541,-3.105,3.194,2.405,-3.726,-0.204,-0.235,-2.952,-1.0
320,0.0,1.586,-1.611,1.359,1.495,-0.123,4.599,0.109,-0.632,-1.327,0.416,-0.14,4.2,-2.827,2.724,2.931,-3.386,-0.337,0.385,-3.472,-1.094
321,0.0,1.704,-1.725,1.079,1.601,-0.44,4.686,0.364,-0.542,-1.244,0.556,-0.119,4.542,-3.293,2.948,2.87,-3.919,-0.136,0.107,-3.567,-1.245
322,0.0,2.287,-1.927,1.317,1.837,-0.917,4.783,0.275,-0.744,-1.34,1.295,0.25,2.878,-3.004,1.722,3.181,-3.683,-0.314,0.406,-3.704,-1.005
323,0.0,1.504,-1.46,1.366,2.32,-0.133,4.885,-0.188,-0.526,-0.933,0.139,0.048,4.686,-2.821,3.161,3.487,-3.425,-0.118,0.517,-3.887,-1.019
324,0.0,1.668,-1.454,1.525,2.274,-0.323,5.529,0.077,-0.656,-1.256,0.415,-0.003,4.525,-2.985,2.961,3.503,-3.568,-0.198,1.143,-4.292,-1.221
325,0.0,1.664,-1.736,1.135,1.722,-0.492,3.842,0.057,-0.646,-0.774,0.747,-0.251,3.886,-2.937,2.591,2.602,-3.217,-0.144,0.175,-3.087,-0.993
326,0.0,1.847,-1.74,1.528,2.069,0.057,4.939,0.06,-0.603,-1.179,0.565,0.185,4.281,-3.144,2.584,3.181,-3.838,-0.183,0.425,-3.814,-1.07
327,0.0,1.753,-1.294,1.041,1.532,-0.462,4.613,0.299,-0.522,-1.201,0.291,-0.345,5.074,-3.167,3.42,2.934,-3.671,-0.132,0.1,-3.483,-0.979
328,0.0,1.525,-1.674,1.485,2.416,0.353,5.289,-0.187,-0.669,-1.207,0.269,-0.012,4.341,-3.03,2.702,3.283,-3.454,-0.354,0.738,-4.168,-0.88
329,0.0,1.771,-1.743,1.088,1.242,-0.151,4.279,0.475,-0.49,-1.301,0.753,-0.101,4.452,-3.373,3.079,2.421,-3.785,-0.23,-0.005,-3.169,-1.251
330,0.0,2.02,-1.557,1.407,1.882,-0.446,5.175,0.324,-0.557,-1.114,0.394,0.025,4.339,-3.051,2.924,3.384,-3.885,-0.176,0.559,-4.029,-1.228
331,0.0,1.985,-2.034,1.364,2.113,-0.338,5.129,-0.067,-0.645,-1.495,0.807,0.13,4.12,-3.041,2.521,3.343,-3.741,-0.39,0.269,-3.859,-0.897
332,0.0,1.356,-1.277,1.251,2.048,-0.309,4.495,0.081,-0.51,-0.956,-0.045,-0.121,4.962,-2.815,3.277,2.979,-3.362,-0.119,0.387,-3.554,-1.035
333,0.0,1.953,-1.933,1.472,2.204,-0.153,5.326,0.289,-0.63,-1.428,0.579,0.395,3.742,-3.151,2.141,3.23,-3.982,-0.388,0.788,-4.188,-0.997
334,0.0,1.776,-1.818,1.055,1.339,-0.046,4.306,0.4,-0.54,-1.009,0.47,0.042,3.884,-2.959,2.604,2.49,-3.506,-0.05,0.026,-3.226,-0.976
335,0.0,1.733,-1.848,1.359,2.329,-0.3,4.785,-0.074,-0.567,-0.943,0.682,-0.103,4.067,-3.02,2.593,3.353,-3.41,-0.079,0.558,-3.851,-1.188
336,0.0,1.49,-1.45,1.224,1.882,0.213,4.72,0.329,-0.499,-1.138,0.323,0.041,4.026,-2.943,2.713,2.945,-3.494,-0.229,0.286,-3.578,-0.879
337,0.0,1.557,-1.351,1.351,2.115,-0.595,4.596,0.161,-0.616,-1.096,0.265,0.171,4.386,-2.714,2.667,3.095,-3.366,-0.224,0.513,-3.668,-1.391
338,0.0,1.797,-1.969,1.312,1.978,-0.244,4.934,0.277,-0.765,-1.192,0.707,0.114,3.672,-2.962,2.127,3.269,-3.531,-0.306,0.499,-3.764,-0.987
339,0.0,1.997,-1.839,1.46,2.458,0.019,5.345,-0.026,-0.769,-1.311,0.835,0.391,3.72,-2.911,2.133,3.356,-3.642,-0.237,0.805,-4.269,-1.029
340,0.0,1.288,-1.255,1.32,2.182,0.236,4.691,-0.199,-0.543,-0.929,0.199,0.299,4.319,-2.791,2.777,3.078,-3.262,-0.097,0.509,-3.737,-1.223
341,0.0,1.873,-1.647,1.148,1.855,-0.088,5.083,0.312,-0.676,-1.357,0.493,-0.032,4.344,-3.006,2.83,3.187,-3.573,-0.308,0.638,-3.776,-0.949
342,0.0,2.027,-1.875,1.373,2.214,-0.243,5.319,-0.039,-0.708,-1.173,0.705,0.071,4.331,-3.332,2.684,3.448,-3.825,-0.248,0.565,-4.104,-1.112
343,0.0,1.523,-1.18,1.308,2.281,-0.154,5.129,0.122,-0.541,-1.011,0.161,0.039,4.94,-2.892,3.106,3.325,-3.522,-0.178,0.879,-3.993,-1.191
344,0.0,1.381,-1.297,1.312,2.195,0.026,4.82,-0.304,-0.611,-1.216,0.317,-0.044,4.074,-2.695,2.672,2.955,-3.118,-0.345,0.661,-3.541,-1.079
345,0.0,1.681,-1.571,1.322,1.74,-0.496,4.866,0.22,-0.683,-1.132,0.286,-0.038,5.039,-2.996,3.294,3.233,-3.685,-0.143,0.425,-3.764,-0.955
346,0.0,1.608,-1.784,1.235,1.973,-0.692,4.458,0.178,-0.722,-0.907,0.697,-0.007,3.863,-2.99,2.479,2.935,-3.284,0.017,0.626,-3.566,-1.143
347,0.0,1.799,-1.971,1.206,2.065,-0.803,4.949,0.528,-0.568,-1.088,0.537,-0.044,4.334,-3.088,2.692,3.233,-3.639,-0.212,0.691,-3.975,-1.251
348,0.0,1.586,-1.844,1.375,2.003,0.033,4.71,0.036,-0.523,-1.08,0.494,-0.025,3.726,-2.893,2.189,2.804,-3.439,-0.183,0.432,-3.505,-1.17
349,0.0,2.059,-1.973,1.326,1.584,-0.27,4.349,0.013,-0.515,-1.093,0.644,-0.01,3.973,-3.007,2.364,2.808,-3.658,-0.331,0.232,-3.382,-1.056
350,0.0,1.269,-1.259,1.494,2.281,-0.324,4.793,-0.078,-0.686,-0.89,-0.023,-0.086,4.6,-2.744,3.074,3.189,-3.171,-0.225,0.694,-3.927,-1.227
351,0.0,1.273,-1.144,1.306,1.978,0.215,4.622,-0.31,-0.656,-1.18,-0.27,-0.07,4.809,-2.595,3.278,3.045,-3.245,-0.38,0.562,-3.608,-0.796
352,0.0,1.828,-1.639,1.235,1.634,-0.485,4.877,0.392,-0.469,-0.995,0.631,-0.184,4.287,-3.219,2.769,3.114,-3.845,-0.12,0.314,-3.784,-1.231
353,0.0,1.69,-1.497,1.45,2.053,-0.446,5.008,0.139,-0.708,-1.178,0.477,-0.269,4.4,-3.066,2.884,3.419,-3.607,-0.372,0.843,-3.96,-1.269
354,0.0,1.846,-1.899,1.508,2.507,-0.044,5.088,-0.095,-0.762,-1.02,0.563,0.317,3.964,-2.972,2.403,3.661,-3.54,-0.22,0.869,-4.329,-0.907
355,0.0,2.023,-1.908,1.398,1.762,-0.269,4.749,0.305,-0.697,-1.329,0.745,-0.103,3.201,-3.092,1.693,3.21,-3.748,-0.42,0.557,-3.761,-0.994
356,0.0,1.633,-1.68,1.208,1.889,-0.422,4.723,0.057,-0.58,-1.341,0.293,-0.133,4.147,-2.851,2.623,3.072,-3.638,-0.493,0.18,-3.598,-1.035
357,0.0,1.846,-1.916,1.351,2.421,-0.155,5.121,-0.01,-0.401,-1.044,0.523,0.089,4.123,-3.13,2.794,3.424,-3.832,-0.208,0.585,-4.228,-1.155
358,0.0,1.768,-1.955,1.043,1.19,0.07,4.38,0.419,-0.688,-1.092,0.698,0.042,3.822,-3.069,2.381,2.496,-3.598,-0.208,0.031,-3.323,-1.162
359,0.0,1.638,-1.971,1.249,1.685,-0.542,4.397,0.363,-0.72,-1.106,0.961,0.045,3.35,-2.982,1.911,2.681,-3.362,-0.178,0.392,-3.306,-1.101
360,0.0,1.867,-1.703,1.327,2.167,-0.309,4.944,-0.192,-0.652,-1.447,0.641,0.32,3.93,-2.933,2.13,3.464,-3.546,-0.27,0.499,-3.825,-1.035
361,0.0,2.082,-1.872,1.398,2.12,-0.308,5.228,0.116,-0.753,-1.25,0.819,0.115,3.825,-3.36,2.199,3.585,-3.862,-0.161,0.588,-4.068,-0.929
362,0.0,1.742,-1.749,1.213,1.927,0.18,4.632,0.023,-0.66,-1.293,0.602,-0.19,4.591,-3.238,3.022,2.924,-3.658,-0.088,0.148,-3.567,-1.269
363,0.0,1.951,-1.604,1.38,2.042,-0.312,4.846,0.055,-0.411,-1.22,0.583,-0.145,4.541,-2.92,2.942,3.141,-3.646,-0.146,0.481,-3.809,-1.018
364,0.0,1.31,-1.709,1.487,1.882,-0.222,4.702,-0.123,-0.644,-1.183,0.411,0.083,3.84,-2.663,2.316,2.982,-3.258,-0.348,0.51,-3.589,-0.836
365,0.0,2.014,-1.962,1.35,2.402,0.085,5.586,-0.019,-0.856,-1.542,0.475,0.102,3.725,-2.859,2.167,3.527,-3.875,-0.503,0.769,-4.307,-0.816
366,0.0,1.791,-1.949,1.072,1.993,-0.592,4.376,0.219,-0.721,-0.833,0.863,-0.239,3.807,-3.06,2.625,3.063,-3.602,-0.02,0.267,-3.593,-1.33
367,0.0,1.815,-1.567,1.299,1.915,-0.619,4.683,-0.049,-0.586,-1.08,0.57,-0.197,4.387,-2.942,2.857,3.113,-3.539,-0.259,0.495,-3.717,-0.815
368,0.0,1.796,-1.81,1.072,1.806,-0.521,4.445,0.405,-0.606,-1.044,0.858,0.062,3.629,-3.136,2.4,3.026,-3.574,-0.186,0.192,-3.722,-1.093
369,0.0,1.842,-1.798,1.474,2.129,-0.342,4.749,-0.115,-0.748,-1.036,0.665,-0.06,3.714,-3.002,2.437,3.365,-3.59,-0.244,0.486,-3.916,-0.924
370,0.0,1.946,-1.84,0.909,1.755,-0.306,4.463,0.447,-0.532,-1.016,0.78,-0.058,3.881,-3.12,2.481,2.837,-3.614,-0.32,0.35,-3.506,-1.321
371,0.0,1.68,-1.64,1.089,2.179,-0.526,4.745,0.108,-0.658,-1.022,0.545,-0.002,4.106,-2.937,2.774,3.17,-3.313,-0.135,0.56,-3.76,-1.048
372,0.0,1.497,-0.976,0.977,1.975,-0.076,4.846,0.146,-0.652,-1.214,0.229,-0.279,4.779,-2.807,3.546,3.281,-3.303,-0.215,0.448,-3.516,-1.06
373,0.0,1.404,-1.781,1.32,2.406,0.313,4.737,-0.058,-0.794,-1.166,0.168,0.227,3.992,-2.757,2.553,3.328,-3.318,-0.138,0.65,-3.823,-0.769
374,0.0,1.232,-1.528,1.113,1.968,-0.456,4.439,0.066,-0.522,-0.978,0.491,-0.153,3.737,-2.463,2.383,2.781,-2.982,-0.276,0.613,-3.489,-0.951
375,0.0,1.835,-1.973,1.384,2.34,-0.258,5.03,-0.271,-0.877,-1.371,0.529,0.137,3.695,-2.833,2.165,3.347,-3.708,-0.427,0.432,-3.976,-1.097
376,0.0,1.488,-1.565,1.36,1.935,-0.283,4.443,0.189,-0.392,-0.922,0.442,-0.02,4.104,-3.198,2.701,2.932,-3.731,-0.152,0.206,-3.712,-1.17
377,0.0,1.414,-1.415,1.321,2.371,-0.192,4.61,0.022,-0.6,-0.696,0.251,0.042,4.457,-2.87,2.979,3.173,-3.167,-0.043,0.896,-3.878,-0.997
378,0.0,1.509,-1.479,1.341,2.273,-0.349,4.766,-0.204,-0.717,-0.96,0.518,0.179,3.654,-2.739,2.285,3.004,-3.035,-0.169,0.689,-3.854,-1.017
379,0.0,1.459,-1.354,1.217,1.868,-0.32,4.548,0.203,-0.602,-0.993,0.341,-0.25,4.469,-2.956,3.009,2.9,-3.338,-0.016,0.306,-3.531,-1.094
380,0.0,1.298,-1.256,1.192,2.166,-0.026,4.938,0.121,-0.61,-1.055,-0.002,0.015,4.511,-2.99,2.958,3.431,-3.378,-0.217,0.671,-3.934,-0.927
381,0.0,1.813,-1.845,1.208,1.788,-0.256,4.826,0.086,-0.42,-1.063,0.739,0.11,3.796,-3.068,2.475,2.94,-3.612,-0.106,0.541,-3.7,-1.167
382,0.0,1.507,-1.665,1.095,1.713,-0.601,4.482,0.321,-0.731,-1.189,0.386,-0.079,3.637,-2.597,2.207,2.71,-3.237,-0.246,0.329,-3.292,-0.983
383,0.0,2.02,-2.152,1.383,2.127,-0.557,5.245,0.14,-0.479,-1.455,1.061,0.069,3.688,-3.086,2.334,3.196,-3.836,-0.257,0.341,-3.876,-0.989
384,0.0,1.463,-1.536,1.456,2.502,-0.0,5.233,-0.047,-0.735,-1.236,0.141,0.183,4.162,-2.844,2.545,3.346,-3.512,-0.323,0.765,-4.146,-0.777
385,0.0,1.886,-1.889,1.402,1.804,-0.338,4.748,0.176,-0.583,-1.166,0.524,0.117,3.624,-3.079,2.188,3.077,-3.692,-0.215,0.71,-3.733,-0.742
386,0.0,1.504,-1.522,1.432,1.579,-0.579,4.226,-0.313,-0.789,-1.032,0.365,-0.257,4.5,-2.993,2.882,2.824,-3.425,-0.149,0.213,-3.407,-0.989
387,0.0,1.482,-1.339,1.07,2.153,-0.077,4.732,0.053,-0.784,-0.934,0.286,0.006,4.013,-2.597,2.649,2.656,-3.069,-0.214,0.449,-3.461,-0.882
388,0.0,1.961,-1.552,1.012,1.09,-0.881,3.656,0.369,-0.586,-0.963,0.66,-0.294,3.964,-2.994,2.807,2.238,-3.592,-0.128,-0.019,-2.875,-1.119
389,0.0,1.911,-1.541,1.033,1.627,-0.403,4.718,0.343,-0.599,-1.183,0.312,-0.045,4.273,-2.97,2.72,3.014,-3.723,-0.153,0.192,-3.638,-0.93
390,0.0,1.805,-1.701,1.549,2.375,-0.294,5.354,-0.046,-0.806,-1.122,0.443,0.25,4.538,-3.218,2.743,3.344,-3.831,-0.268,0.783,-4.309,-1.028
391,0.0,1.748,-1.57,1.233,1.98,-0.466,4.832,0.115,-0.656,-1.061,0.28,0.237,4.835,-2.975,2.984,3.042,-3.576,-0.19,0.528,-3.698,-1.08
392,0.0,1.611,-1.798,1.024,2.085,0.079,4.654,0.279,-0.47,-1.118,0.347,0.037,3.599,-2.727,2.344,2.926,-3.49,-0.271,0.437,-3.675,-0.786
393,0.0,1.461,-1.617,1.246,1.9,0.316,4.96,0.162,-0.578,-1.392,0.174,0.138,4.666,-2.752,3.192,2.981,-3.557,-0.519,0.272,-3.723,-1.007
394,0.0,1.898,-1.926,1.299,1.732,0.358,4.583,0.002,-0.683,-1.071,0.655,0.142,3.542,-3.133,2.162,2.873,-3.702,-0.204,0.161,-3.579,-0.971
395,0.0,1.531,-1.913,1.209,1.994,0.076,4.427,0.117,-0.637,-1.214,0.678,-0.043,3.174,-2.781,1.833,2.795,-3.246,-0.212,0.388,-3.372,-0.703
396,0.0,1.889,-1.782,1.099,2.014,-0.421,4.789,0.506,-0.534,-1.17,0.785,0.115,3.994,-3.003,2.646,3.182,-3.585,-0.219,0.592,-3.691,-1.275
397,0.0,1.294,-1.153,1.25,1.928,-0.118,4.646,-0.018,-0.448,-0.99,0.047,-0.056,5.108,-2.951,3.239,3.034,-3.398,-0.14,0.535,-3.675,-1.083
398,0.0,1.81,-1.775,1.486,2.314,0.138,4.957,-0.083,-0.401,-0.991,0.559,0.067,3.898,-2.955,2.255,3.457,-3.508,-0.107,0.737,-4.019,-1.11
399,0.0,1.72,-1.864,1.333,2.331,0.324,4.94,0.063,-0.679,-1.172,0.689,0.003,3.926,-3.019,2.491,3.457,-3.431,-0.304,0.811,-4.107,-0.941
400,0.0,1.8,-2.006,1.309,2.153,0.124,4.917,0.054,-0.803,-1.091,0.813,0.134,3.959,-3.073,2.566,3.039,-3.526,-0.136,0.683,-3.835,-1.339
401,0.0,1.647,-1.343,1.395,1.964,-0.304,5.221,0.312,-0.446,-1.142,0.066,0.048,4.945,-2.87,3.108,3.107,-3.596,-0.361,0.912,-4.033,-1.158
402,0.0,1.785,-1.846,1.286,2.083,0.251,4.825,0.075,-0.657,-1.022,0.586,0.067,3.977,-2.988,2.388,3.093,-3.515,-0.179,0.535,-3.793,-1.056
403,0.0,1.384,-1.462,1.101,2.246,-0.095,4.842,-0.096,-0.56,-1.213,0.147,0.123,3.918,-2.621,2.588,3.028,-3.241,-0.187,0.571,-3.685,-0.952
404,0.0,1.528,-1.492,1.038,1.816,-0.719,4.512,0.388,-0.7,-1.143,0.529,-0.298,4.724,-3.111,3.281,2.849,-3.556,-0.081,0.289,-3.449,-0.94
405,0.0,1.997,-1.821,1.204,1.829,0.098,4.715,-0.08,-0.457,-1.084,0.624,0.226,3.207,-2.799,1.92,2.897,-3.404,-0.199,0.468,-3.44,-0.781
406,0.0,1.77,-1.518,1.293,1.727,-0.207,4.414,0.207,-0.419,-1.0,0.198,-0.232,4.587,-2.98,3.07,2.876,-3.567,-0.183,0.25,-3.62,-0.993
407,0.0,2.006,-1.841,1.212,1.595,-0.385,4.639,0.399,-0.686,-1.182,0.796,-0.023,4.157,-3.025,2.782,3.0,-3.719,-0.363,0.559,-3.619,-1.266
408,0.0,1.487,-1.898,1.087,1.612,-0.375,4.647,0.465,-0.697,-1.036,0.384,0.224,3.487,-2.658,1.976,2.951,-3.302,-0.058,0.501,-3.485,-0.916
409,0.0,1.533,-1.817,1.112,2.249,-0.083,5.058,0.177,-0.654,-1.346,0.529,0.15,3.477,-2.672,2.222,2.975,-3.254,-0.306,0.64,-3.864,-1.049
410,0.0,1.634,-1.777,1.122,1.355,-0.303,4.272,0.345,-0.553,-1.171,0.589,-0.23,4.162,-2.867,2.83,2.739,-3.374,-0.161,0.21,-3.242,-1.023
411,0.0,1.457,-1.498,1.309,2.161,-0.055,5.182,-0.008,-0.789,-1.543,0.3,-0.178,4.052,-2.724,2.489,3.264,-3.281,-0.4,0.484,-3.774,-0.744
412,0.0,1.544,-1.003,0.971,1.759,0.184,4.702,0.331,-0.499,-1.148,-0.036,-0.3,4.912,-2.776,3.485,2.881,-3.391,-0.232,0.373,-3.579,-1.226
413,0.0,2.382,-1.987,1.562,2.195,-0.542,5.076,0.108,-0.732,-1.198,0.888,0.113,3.925,-3.403,2.335,3.411,-3.98,-0.252,0.417,-4.043,-1.113
414,0.0,1.621,-1.705,1.662,2.631,0.17,5.07,-0.375,-0.778,-0.924,0.47,0.276,3.383,-2.879,1.82,3.446,-3.245,-0.033,1.046,-4.186,-0.694
415,0.0,1.98,-1.973,1.449,2.038,-0.281,4.754,0.145,-0.661,-1.262,0.72,0.142,3.761,-2.979,1.94,3.331,-3.44,-0.333,0.904,-3.966,-0.919
416,0.0,1.544,-1.519,1.29,2.111,0.151,5.056,0.231,-0.508,-1.351,0.295,-0.327,4.459,-3.11,2.777,3.185,-3.727,-0.077,0.494,-3.971,-0.958
417,0.0,1.479,-1.405,1.4,2.096,-0.58,4.537,-0.242,-0.621,-0.952,0.214,-0.015,4.128,-2.647,2.709,2.925,-2.986,-0.093,0.609,-3.669,-0.953
418,0.0,1.716,-1.968,1.326,2.366,-0.233,5.015,-0.298,-0.539,-1.073,0.54,0.02,4.196,-2.955,2.666,3.222,-3.526,-0.309,0.707,-4.032,-1.021
419,0.0,1.489,-1.472,1.422,2.251,-0.272,5.055,0.183,-0.605,-1.164,0.508,0.129,3.728,-2.935,2.312,3.1,-3.372,-0.292,0.549,-3.941,-1.081
420,0.0,1.727,-1.609,1.148,1.575,-0.468,4.206,0.135,-0.543,-1.044,0.487,-0.132,4.173,-2.95,2.719,2.676,-3.438,-0.206,0.139,-3.214,-1.108
421,0.0,1.573,-1.501,0.991,1.953,-0.36,5.007,0.451,-0.534,-1.131,0.559,-0.103,4.315,-3.119,2.929,3.02,-3.574,-0.277,0.52,-3.729,-0.943
422,0.0,1.257,-1.538,1.25,2.131,0.144,4.798,0.139,-0.361,-0.941,0.549,0.115,4.822,-3.073,3.184,3.212,-3.361,-0.002,0.753,-3.975,-1.195
423,0.0,1.171,-0.946,1.27,2.09,-0.079,4.665,0.1,-0.754,-1.115,-0.234,-0.003,4.934,-2.488,3.327,2.868,-3.056,-0.139,0.441,-3.534,-0.953
424,0.0,1.837,-1.577,1.276,2.008,-0.485,5.205,0.141,-0.536,-1.326,0.535,-0.074,4.808,-3.214,3.334,3.406,-3.685,-0.358,0.424,-3.873,-1.081
425,0.0,1.765,-1.874,1.271,1.889,-0.489,4.532,-0.029,-0.745,-1.275,0.54,-0.217,3.767,-2.857,2.404,3.019,-3.437,-0.285,0.454,-3.53,-0.939
426,0.0,1.724,-1.863,1.149,1.731,-0.697,4.306,0.251,-0.471,-0.983,1.01,-0.006,3.342,-2.887,2.04,2.613,-3.169,-0.105,0.542,-3.299,-1.202
427,0.0,1.691,-1.869,1.066,1.404,-0.296,4.501,0.51,-0.567,-1.225,0.432,-0.077,4.185,-2.949,2.733,2.732,-3.67,-0.161,0.278,-3.337,-1.006
428,0.0,1.59,-1.715,1.063,1.967,-0.839,4.36,0.15,-0.69,-0.769,0.416,0.007,4.357,-2.83,2.859,2.841,-3.167,0.093,0.338,-3.498,-1.14
429,0.0,1.533,-1.696,1.425,2.379,0.185,5.226,0.122,-0.568,-1.006,0.233,0.311,4.192,-2.9,2.507,3.54,-3.4,-0.214,0.739,-4.213,-0.873
430,0.0,2.071,-2.075,1.357,1.547,-0.135,4.561,0.217,-0.598,-1.167,0.874,-0.293,3.953,-3.231,2.374,2.969,-3.997,-0.276,0.164,-3.617,-1.052
431,0.0,1.863,-1.855,1.458,1.845,-0.283,5.014,-0.029,-0.637,-1.614,0.666,0.088,4.007,-2.841,2.182,3.167,-3.533,-0.516,0.567,-3.67,-1.032
432,0.0,1.612,-1.455,1.306,2.263,-0.349,4.839,-0.128,-0.581,-1.103,0.37,0.076,4.159,-2.707,2.645,2.847,-3.333,-0.22,0.692,-3.725,-1.073
433,0.0,1.944,-2.062,1.286,2.025,-0.506,5.015,0.268,-0.687,-1.258,1.016,-0.088,3.712,-3.043,2.175,2.941,-3.53,-0.128,0.574,-3.792,-1.063
